Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;41699;1283354458;631479547;1211688410;1016912318;71666048;2777336;5479;1554
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;41699;1031628206;404476952;942447415;708094716;89180791;3791048;3986;891
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;41699;910315627;519793060;883628756;777108088;26686870;1510275;3322;754
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;41699;784373109;328166768;710912300;589269025;73460809;3446274;4706;1263
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;41699;779249352;293070763;739608617;487631410;39640735;1555179;4;0
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;41699;506189909;223828431;438209647;315397230;67980263;797117;2771;1236
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;41699;166346466;62929541;156372678;101582386;9973789;-31124;866;407
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;41699;131733368;54642241;123900973;105671756;7832394;363114;106;8
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;41699;126897572;16835823;113890234;75347711;13007339;935652;13;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;41699;108009777;55560213;100670742;65878454;7339035;152256;124;0
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;41699;58556436;15897992;51591429;28133026;6965007;20523;134;19
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;41699;57504454;27252234;52343304;44316863;5161150;77945;516;214
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;41699;34952721;11801159;31918835;16451908;3033885;146528;260;5
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;41699;34852057;1242144;31224820;14731449;3627237;56453;8;0
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;41699;34733071;2463007;33093015;6998408;1640056;17310;3;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;41699;31620549;4398634;28302894;17042019;3317656;1106;10;0
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;41699;26834099;22468280;24552495;18655671;2281603;70909;1;0
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;41699;24418269;17259510;20990142;9458130;3428127;36509;24;0
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;41699;24079841;11582209;23252799;22783783;827041;16880;5;0
PAN;1000080257;b1;;C;2;SAO PAULO;SP;41699;22386242;15817785;20145227;16738859;2241015;-78637;4;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;41699;20877572;8830473;18169880;10529882;2707692;-13638;12;1
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;41699;20804348;7840042;20196506;18586588;607843;26928;4;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;41699;18401053;10101907;16414703;13493599;1986350;72138;7;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;41699;16396725;9254100;13930668;12447669;2466057;66587;37;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;I;3;SAO PAULO;SP;41699;15603280;9100936;14388188;10818045;1215091;40100;17;0
CCB - PRUDENCIAL;1000080295;b1;;C;2;SAO PAULO;SP;41699;15479879;10672619;13608074;11260736;1871805;3602;37;0
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;41699;14559675;4366183;13570651;12862580;989024;30623;134;28
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;41699;13676608;8868805;12818955;10216408;857653;-36687;192;4
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;41699;13463876;7538495;11391925;10711930;2071951;23557;53;1
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;41699;12884407;10481099;11401118;4223003;1483289;18543;1;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;41699;12439761;2818852;11400292;4251024;1039470;24618;5;0
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;41699;12184506;0;10347042;4213869;1837464;40783;2;0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;I;1;PORTO ALEGRE;RS;41699;12073162;10336732;10346950;9891013;1726212;52845;3;0
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;41699;11925483;8232279;10732105;8771288;1193378;44236;113;7
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;41699;11482240;2635840;9854054;4012570;1628186;9313;123;4
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;41699;11065134;6525530;9794332;8279781;1270803;35007;12;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;41699;10908419;201134;9576201;1756723;1332219;3228;2;0
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;41699;10726439;437;10120591;2507347;605848;29203;1;0
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;41699;10708140;10246949;9381052;8553878;1327089;37180;2;0
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;I;2;SAO PAULO;SP;41699;8872889;5305124;7705133;6638588;1167756;-57503;10;0
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;41699;8548325;129534;7511218;4699434;1037108;27218;2;0
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;41699;7705289;2079413;6999539;6274779;705750;27244;6;0
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;41699;7588185;1258711;6433743;3513560;1154442;15284;2;0
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;41699;6512223;5680391;5394900;5052154;1117323;30228;1;0
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;41699;6310482;3485177;5921223;5778133;389259;8468;2;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41699;6293225;196378;5986766;5160;306459;-1;0;0
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;41699;5973610;5305168;5224314;4808963;749295;21562;2;0
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;I;2;RIO DE JANEIRO;RJ;41699;5929936;0;1205293;7;4724643;1882;1;0
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;41699;5896579;5317796;5376451;5256527;520128;20729;2;0
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;41699;5605418;1209959;4811950;2231670;793468;573;4;0
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;41699;5413494;4418309;3671070;3259479;1742424;12425;1;0
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;41699;5317230;1045281;697231;584456;4619999;19451;54;0
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;I;1;ARACAJU;SE;41699;5290590;1878181;4979485;3026181;311105;18345;61;9
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;41699;5082000;3079788;3772477;3286180;1309522;34017;2;0
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;41699;5040937;3014550;4373804;4035089;667133;-9873;13;1
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;41699;5029783;2840626;4532749;4331390;497034;22768;45;53
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;41699;4666732;4629476;4075575;3871585;591157;22742;2;0
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;41699;4619077;3372837;3417131;2820799;1201946;91389;2;0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;41699;4607628;3198301;4110388;3652844;497240;16537;1;0
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;41699;4476802;1227536;3643490;2862876;833312;11023;2;0
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;I;3;SAO PAULO;SP;41699;4400862;3577148;3694997;3632364;705865;11063;1;0
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;41699;4397560;1994673;3705055;3109299;692505;14159;1;0
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;41699;4202398;3516110;3438084;3285707;764314;32024;1;0
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;41699;4099694;1723774;3446478;2661608;653216;6645;17;0
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;41699;4040847;3992322;3534675;3304763;506172;16597;1;0
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;41699;3969085;3406877;3061852;283814;907232;88213;1;0
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;41699;3829224;1252141;3252178;2275720;577046;14240;9;0
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;41699;3703777;3441302;3176576;887110;527200;31087;3;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41699;3571455;2319968;2635708;2594102;935747;21102;0;52
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;41699;3422819;2796744;2708143;1251224;714676;22235;2;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;41699;3022116;0;2877230;2676341;144886;5387;0;0
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;41699;3017661;81233;2885824;188;131837;0;0;0
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;41699;2979714;1358875;953259;716838;2026455;-9135;2;0
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;41699;2852998;1581204;2005854;1337887;847144;36225;3;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41699;2838330;13448;2577441;220689;260889;7898;0;1
BONSUCESSO - PRUDENCIAL;1000080422;b1;;C;2;BELO HORIZONTE;MG;41699;2715748;1743858;2314648;1488069;401100;17432;5;0
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;;I;3;RIO DE JANEIRO;RJ;41699;2702898;0;2319410;7;383488;6590;3;0
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41699;2537558;101132;2386652;2150582;150906;1060;0;0
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;41699;2292539;1491229;1826546;1688592;465993;11432;8;0
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;41699;2271320;2017292;2040979;1853416;230341;13105;1;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41699;2051268;1300269;1708029;1615324;343239;-2498;0;25
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41699;2019845;76485;1920127;15469;99718;-2;0;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41699;1975925;48527;1866488;75958;109437;3175;0;0
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;41699;1930512;1412895;1560451;1370868;370061;10207;1;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41699;1913680;1355204;1468685;1365260;444995;19497;0;76
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;41699;1886835;1729535;1291618;210878;595217;61833;2;0
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;41699;1886599;249354;1732152;952493;154447;7459;2;0
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;41699;1883911;1075424;137175;0;1746735;176170;1;0
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;I;2;UBERLANDIA;MG;41699;1881668;1244472;1537022;1241640;344646;12725;43;0
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;41699;1802177;1437568;1573273;979589;228905;12542;2;0
FATOR - PRUDENCIAL;1000080350;b1;;C;2;SAO PAULO;SP;41699;1626211;125493;1214377;944478;411834;-6221;4;0
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;41699;1615036;1351533;1032811;429126;582225;50417;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;41699;1607515;1116442;1337034;700953;270481;11090;0;25
RENASCENCA DTVM LTDA - PRUDENCIAL;1000084105;n2;;I;2;SAO PAULO;SP;41699;1599886;0;1553593;1531135;46293;1946;1;0
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;41699;1585391;511874;1085493;808680;499897;4492;1;0
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;41699;1565124;963083;1308951;922844;256173;-1301;1;0
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;41699;1540827;437204;1329597;545968;211230;5511;12;1
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;41699;1511880;1159157;1220762;1062921;291118;3065;26;0
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;;I;3;SAO PAULO;SP;41699;1471370;1387839;1193175;1169571;278195;14258;1;0
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;I;2;RIO DE JANEIRO;RJ;41699;1446565;461329;1218810;960339;227755;9917;2;0
BANIF - PRUDENCIAL;1000080130;b1;;C;3;SAO PAULO;SP;41699;1406823;805924;1207218;944743;199605;-543;13;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41699;1406663;1045005;1060423;1031647;346239;17550;0;5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;41699;1365530;864745;1199607;764198;165923;5878;0;71
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;41699;1357451;586781;940835;622683;416616;-568;4;0
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;41699;1348773;808208;305398;264134;1043376;12808;0;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41699;1336748;11691;1281416;901424;55332;-271;0;0
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;41699;1274037;688949;85154;40840;1188884;18013;1;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41699;1258859;585039;984620;936443;274239;13787;0;37
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;;I;3;BARUERI;SP;41699;1231001;1199407;771356;649906;459645;6092;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41699;1216834;658250;1014114;920473;202720;7554;0;39
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;41699;1169606;552891;1021397;621943;148209;7184;0;13
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;41699;1154767;449503;755556;689520;399210;-1097;1;0
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;41699;1144525;1003684;959060;862375;185465;1649;2;0
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;41699;1127993;0;833293;349717;294700;794;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAIBA - SICREDI VANGUARDA PR/SP;78414067;b3S;;I;2;MEDIANEIRA;PR;41699;1107991;720386;944974;660639;163018;7849;0;38
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;41699;1087760;11806;1033997;681195;53763;-577;0;0
BCO GUANABARA S.A. - PRUDENCIAL;1000081672;b1;;I;2;RIO DE JANEIRO;RJ;41699;1063933;430720;938962;834853;124971;-308;1;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41699;1052362;310677;937842;914872;114520;4475;0;33
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41699;1000790;588774;823011;598377;177778;7998;0;42
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;41699;935172;287580;767098;682731;168074;9197;0;20
AF DO ESTADO DE SC S.A. - PRUDENCIAL;1000081074;n1;;I;1;FLORIANOPOLIS;SC;41699;929220;780796;455425;401864;473795;-5858;1;0
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - UNICRED CENTRAL NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;41699;918690;90940;825793;0;92897;2563;0;0
BANCO MONEO S.A. - PRUDENCIAL;1000081500;b2;;I;2;CAXIAS DO SUL;RS;41699;912413;862626;735307;725121;177106;2865;1;0
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;;I;2;GOIANIA;GO;41699;907988;2583;849300;0;58688;2371;0;0
DESENBAHIA AG FOMENTO BAHIA SA - PRUDENCIAL;1000081067;n1;;I;1;SALVADOR;BA;41699;900269;440845;405286;348224;494983;8529;1;0
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;41699;890755;89083;785396;681970;105359;0;0;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;41699;868542;393889;598746;571958;269796;8674;0;20
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;;I;2;CARLOS BARBOSA;RS;41699;863578;397456;759435;652688;104144;7407;0;27
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;;I;2;PALOTINA;PR;41699;846358;454739;725442;469122;120916;8830;0;33
BCO A.J. RENNER S.A. - PRUDENCIAL;1000081799;b1;;I;2;PORTO ALEGRE;RS;41699;842503;620647;751112;717975;91391;4581;1;0
DACASA FINANCEIRA - PRUDENCIAL;1000081005;n1;;C;2;VITORIA;ES;41699;813719;708514;692198;339064;121522;5464;45;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;;I;2;DOURADOS;MS;41699;801698;481926;654562;412701;147136;10394;0;22
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;;I;2;LONDRINA;PR;41699;791040;0;767092;34525;23948;0;0;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;;I;2;GUARIBA;SP;41699;788797;325614;675268;601734;113529;3184;0;5
BRASIL PLURAL - PRUDENCIAL;1000080941;b1;;C;2;RIO DE JANEIRO;RJ;41699;777562;25349;684278;388702;93283;-7875;7;0
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53923116;b3S;;I;2;RIBEIRAO PRETO;SP;41699;773227;532926;625892;322256;147335;4423;0;38
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88038260;b3S;;I;2;CRUZ ALTA;RS;41699;753936;531473;612029;312857;141907;13416;0;21
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37395399;b3S;;I;2;GOIANIA;GO;41699;742241;536664;574742;549550;167499;13734;0;13
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS - CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;;I;2;CAMPO GRANDE;MS;41699;725049;14789;699721;0;25327;1;0;0
BCO COMMERCIAL INV. TRUST S.A. - PRUDENCIAL;1000081476;b2;;I;3;BARUERI;SP;41699;720742;468355;435067;327768;285675;4581;1;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;;I;2;CHAPECO;SC;41699;692061;438484;558955;545488;133106;9876;0;32
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;;I;2;VITORIA;ES;41699;684091;24135;609484;203348;74607;2430;0;0
BCO KDB BRASIL S.A. - PRUDENCIAL;1000081603;b1;;I;3;SAO PAULO;SP;41699;681736;355052;576132;294094;105604;-7927;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;;I;2;ERECHIM;RS;41699;658513;414331;569254;415071;89259;6607;0;36
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;;I;2;PORTO ALEGRE;RS;41699;650564;2153;624454;0;26110;586;0;0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA LTDA.- UNICRED CENTRAL SC;543968;b3C;;I;2;FLORIANOPOLIS;SC;41699;642324;0;600208;0;42116;591;0;0
BCO TRICURY S.A. - PRUDENCIAL;1000081696;b2;;I;2;SAO PAULO;SP;41699;640313;371628;424848;412214;215465;2797;1;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;;I;2;FLORIANOPOLIS;SC;41699;634531;455687;488727;472517;145804;8321;0;8
YAMAHA MOTOR - PRUDENCIAL;1000080721;b2;;C;3;GUARULHOS;SP;41699;633091;510299;493162;367406;139928;7642;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;;I;2;LINHARES;ES;41699;629060;543448;478311;465207;150749;9413;0;15
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO XINGU - SICREDI ALTO XINGU;33021064;b3S;;I;2;CANARANA;MT;41699;618472;413806;511047;216471;107425;3575;0;14
CENTRAL DAS COOPERATIVAS DE CREDITO DO ESTADO DO PARANÁ - SICOOB CENTRAL PARANÁ;5036532;b3C;;I;2;MARINGA;PR;41699;616228;4000;565789;0;50439;576;0;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;;I;2;JOAO PESSOA;PB;41699;615757;449159;416265;390058;199492;10707;0;5
RANDON - PRUDENCIAL;1000080800;b1;;C;2;CAXIAS DO SUL;RS;41699;589486;416294;455401;304895;134084;5331;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;;I;2;SANTA MARIA;RS;41699;585506;405405;483258;315807;102248;5736;0;15
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;;I;2;ITAQUI;RS;41699;583441;357064;424387;277927;159053;6094;0;11
