Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;41699;10545132;292134275;116826899;591658539;-23072991;568585548;262861;2002702;1116519;-56321;3325761;167088930;99270710;26693723;1284470977;1116519;1283354458
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;41699;15872421;184728000;166367111;350446518;-23166827;327279692;1338965;19449879;12105005;-621340;32272509;183050029;88369904;45793545;1043733211;12105005;1031628206
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;41699;10130860;81877702;150897072;511504839;-24041804;487463035;0;0;0;0;0;54055995;115900585;9990377;910315627;0;910315627
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;41699;11908888;127013905;161635690;296619284;-19750013;276869271;97694;10135146;5101985;-424439;14910385;91636930;65072974;40427052;789475093;5101985;784373109
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;41699;260559;3569901;138923564;292224047;-2038157;290185890;0;0;0;0;0;41376118;288888039;16045280;779249352;0;779249352
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;41699;5163951;31446438;102346645;193493752;-14426260;179067492;67798;7806886;4233462;-122835;11985311;115133377;44680202;20599956;510423372;4233462;506189909
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;41699;2539638;17045652;34243089;54664145;-3647989;51016157;17056;1344397;585033;-45797;1900690;41817734;14405303;3963237;166931499;585033;166346466
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;41699;601528;38928873;29324464;46297315;-1471167;44826148;34005;1273016;907348;-14502;2199868;12307187;2235773;2216875;132640716;907348;131733368
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;41699;441665;32434330;42724227;15201403;-1181727;14019676;0;0;0;0;0;29748318;449449;7079908;126897572;0;126897572
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;41699;90419;12018096;28802666;53042497;-3779962;49262536;27807;1995807;1270365;-63794;3230185;13890379;1118570;867292;109280142;1270365;108009777
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;41699;823621;10025459;15532392;11143224;-747621;10395604;327;149764;16266;-2045;164312;16890148;3948498;792668;58572702;16266;58556436
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;41699;728369;971502;18911542;26140949;-1503208;24637742;409;138502;62914;-7193;194632;4170024;7664768;288791;57567369;62914;57504454
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;41699;117667;8470672;12208221;11275508;-875234;10400275;0;0;0;0;0;2997949;523989;233948;34952721;0;34952721
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;41699;150411;14623071;9689899;853428;-30749;822679;0;0;0;0;0;9345101;55021;165875;34852057;0;34852057
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;41699;263119;3677605;3596112;1617738;-11374;1606364;0;0;0;0;0;25419282;133905;36685;34733071;0;34733071
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;41699;1089371;11870680;8319385;4323655;-313165;4010490;0;0;0;0;0;5046966;69438;1214219;31620549;0;31620549
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;41699;7125;2002286;136571;22124113;-842469;21281644;2907;630825;407452;-18920;1022264;2515529;235900;40232;27241551;407452;26834099
