Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;01/12/2017;306013138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;527888;14674331;30070413;70402480;52215588;112747402;24906645;305544746;0;38696;50815;144074;108050;126757;0;468392;0;0;0;0;0;0;0;0;0
BB;49906;b1;C;1;S1;199;BRASILIA;DF;01/12/2017;301992985;3540596;4872892;11793471;17786048;5756370;2333006;1111653;47194036;335046;1232287;4100780;13932659;11684240;24546184;1859174;57690369;228195;1223935;1072085;76360;0;0;88754;2689328;184887;4738400;1912000;513453;69387;0;0;7418127;692856;7122472;14617656;12195012;11118584;669296;0;46415876;2405313;3589037;2160140;4647562;2972697;2966831;1058832;19800412;705773;4501227;11675782;15967057;8303651;14659060;7432087;63244637;79185;1860316;8957448;5962187;1013408;1475142;4570;19352256;437593;409525;1667540;1955346;53512;1420;31856;4556791;33631151
ITAU;10069;b1;C;2;S1;199;SAO PAULO;SP;01/12/2017;292809505;1532812;6769019;11594622;13527130;2428131;563150;425;36415290;16443;407454;1008817;1222212;232803;30666;0;2918395;623401;6880533;143106;126624;0;0;0;7773663;46936;10330068;3087811;102446;35185;27025;0;13629472;17596;3718161;7291064;3739749;723360;2604628;0;18094558;712828;2242207;3407118;3602244;1392352;1029512;0;12386261;180568;2246015;6407131;9823248;4159218;3402619;251744;26470543;1135;521763;3619291;758185;216205;221219;225;5338023;75213;606945;2238952;1558536;268971;68104;294;4817015;164966284
BRADESCO;10045;b1;C;2;S1;199;OSASCO;SP;01/12/2017;233990564;896567;7413819;13932696;14274197;2955003;557208;0;40029490;203660;1555958;2907275;2789981;435730;94836;42;7987480;475123;6452634;960170;67;0;0;0;7887994;86686;11607688;1549498;372688;9907;3953;0;13630421;200299;7266018;8923931;5298632;1012530;3976318;0;26677728;1240662;3399446;3669312;3498134;1104350;798492;282983;13993380;70892;2577059;7640963;9288486;4709554;7917652;500196;32704803;4197;270445;2819040;1532357;325280;130265;0;5081584;99295;326541;1796650;5133473;1575508;80313;360;9012140;76985544
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;S1;6;BRASILIA;DF;01/12/2017;172951203;2411833;3870232;11314564;22007387;4292174;1797531;5465;45699186;70965;154541;418389;652102;150575;22554;212;1469339;503746;528043;1440771;113003;0;0;0;2585563;45802;566515;29952;0;0;0;0;642269;157188;1780225;2220776;859212;3057625;0;0;8075027;2308719;957498;1229955;1965472;973601;725349;1544;8162138;434437;4748869;10964542;20148750;12644722;34269759;8751244;91962321;9020;465822;1995109;86658;11280;6223;0;2574111;201301;2907411;4050697;4141612;255951;224146;131;11781249;0
SANTANDER;30379;b1;C;3;S1;199;SAO PAULO;SP;01/12/2017;119509831;1662857;3929256;7599642;9386424;2182001;922035;329347;26011563;85799;853820;1764936;2022357;444549;379797;269;5551526;300430;3542887;1310552;332897;116204;57145;3686;5663802;75093;15802137;6342741;465296;43330;5154;4135;22737887;187834;4099278;5518356;2214849;350109;527382;0;12897808;717327;1241469;1573896;2337438;1061166;259613;153975;7344885;60024;976154;4469884;3544761;1672600;2940119;1971660;15635203;8549;1137647;3783787;1095067;166834;89375;1829;6283087;175980;1078616;2143703;643517;35038;6648;912;4084414;13299656
SAFRA;10083;b1;C;2;S2;199;SAO PAULO;SP;01/12/2017;46439270;45610;3144272;4246543;3662618;617660;108193;0;11824895;8312;691200;999857;737753;88416;31436;0;2556975;23887;850618;306851;19967;0;0;0;1201322;539;5190569;1308340;911;0;0;0;6500360;5591;1807998;2501937;2134962;463465;130000;0;7043953;13323;113348;711779;82834;15647;0;0;936930;7354;324099;2053841;1300383;550937;262663;0;4499277;915;326480;914538;219796;70861;32335;0;1564924;11072;38523;145524;116536;13739;0;0;325395;9985238
BTG PACTUAL;49944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;01/12/2017;13234121;441611;441286;721640;593811;201683;824850;0;3224882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33278;212352;130520;203628;14337;1298;0;595413;35585;73517;802527;180686;23693;33827;0;1149836;69568;9338;145389;58056;5784;3020;0;291154;820;15735;38192;128202;140337;869768;1631558;2824611;0;0;2009;0;0;0;0;2009;0;0;0;0;0;0;0;0;5146217
VOTORANTIM;51011;b1;C;2;S2;199;SAO PAULO;SP;01/12/2017;13208660;63997;337245;659577;861941;369065;63611;0;2355436;28826;200240;458311;520542;32942;2;0;1240864;0;0;0;0;0;0;0;0;0;1417084;123124;69211;74852;53277;0;1737548;24371;311902;701160;1364236;217399;9259;0;2628326;0;335;34334;15868;618;5358;674314;730828;2585;172621;750710;782268;436383;321708;0;2466275;0;47703;131868;133367;46802;1703;0;361442;0;0;0;0;0;0;0;0;1687942
ABC-BRASIL;41856;b1;C;3;S3;199;SAO PAULO;SP;01/12/2017;12748935;109044;793005;1270963;1423226;155108;20888;0;3772234;337;188195;279453;306500;27282;0;0;801766;2334;102546;42597;0;0;0;0;147477;86;378794;189735;11721;5492;0;0;585829;13736;357014;1104186;729328;58954;0;0;2263218;6997;326226;18050;14952;34896;1922;0;403044;320;67533;194233;322013;110299;40323;0;734720;477;191007;728695;336541;91063;97772;0;1445556;0;0;0;0;0;0;0;0;2595092
