Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
BNP PARIBAS;51516;b1;C;3;S3;199;SAO PAULO;SP;01/12/2017;9626849;64346;587165;1637944;2780204;1201270;199981;0;6470910;4855;40175;80330;20521;7;0;0;145888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97411;2019968;626785;96882;447;0;0;2841494;0;0;10357;2095;1048;0;0;13500;17494;34224;54939;48390;11;0;0;155057;0
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;01/12/2017;7726048;20063;376473;921322;1878720;982105;284430;0;4463114;13833;301511;374500;712032;322605;127097;0;1851577;2427;15997;36704;41203;5584;0;0;101914;408;28421;82248;215021;203281;236614;0;765993;53;1079;81;0;0;0;0;1213;4804;7506;83717;51671;33285;25997;0;206980;6345;27226;134397;23972;11593;5294;126404;335231;27
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/12/2017;7281783;26766;65444;152521;158798;40354;12759;59;456700;86476;135253;144359;56441;113;0;0;422641;4465;5332;7962;2738;29;0;0;20525;0;0;0;0;0;0;0;0;350228;5827579;89534;50073;3953;0;0;6321367;0;0;0;0;0;0;0;0;2424;6887;8972;23392;5315;13561;0;60550;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/12/2017;7045350;0;15086;38466;54355;17495;2343;0;127746;0;27;81;55;46;46;0;256;0;5258;13777;25122;17494;7755;0;69406;0;2339;3596;9087;8940;38756;30619;93337;0;0;0;0;0;0;0;0;0;174075;1092196;2278242;1721995;1472695;73;6739276;413;1704;6182;4403;1027;1600;0;15329;0
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/12/2017;6664274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74969;1093743;2503812;2668118;323043;590;0;6664274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;01/12/2017;6287808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;810279;3614534;1624927;238068;0;0;0;6287808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/12/2017;5782808;1419;12419;25026;26723;3928;5;0;69520;660;11502;12581;6795;3;0;0;31540;8081;86937;198825;247253;34782;64;0;575942;0;0;0;0;0;0;0;0;325857;3522678;1205484;49069;2719;0;0;5105806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DAYCOVAL;51987;b1;C;2;S3;199;SAO PAULO;SP;01/12/2017;5648231;71085;357916;981398;1860015;948214;332994;0;4551621;6553;15499;18647;13417;161;7;0;54284;25405;98997;210615;212075;16819;2;0;563913;0;0;0;0;0;0;0;0;14417;297307;4216;399;62;0;0;316401;0;0;276;0;0;0;0;276;2367;50634;47506;22387;4860;27222;43;155019;6717
JOHN DEERE;50071;b1;C;3;S4;199;INDAIATUBA;SP;01/12/2017;5168383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28491;9439;1256834;1908385;1246888;508950;0;4958986;5199;3339;116140;82545;1977;197;0;209397;0
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;01/12/2017;5095004;941;11230;22205;25376;2092;0;0;61842;379;660;1339;1256;39;0;0;3674;63746;784201;1843658;2116002;221327;553;0;5029488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/12/2017;4697664;1282;58888;146570;303553;130708;9269;0;650271;549;8044;22208;38286;13973;1631;0;84691;0;0;0;4;4;2;0;10;0;101;203;542;544;2610;2040;6039;17026;393826;1747006;1124;1;0;0;2158983;0;63378;227383;538431;426176;460324;0;1715692;1257;15983;29764;34499;365;109;0;81978;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/12/2017;4359528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;234;533;495;32;0;0;1300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12042;19520;1127205;1731784;968595;371301;0;4230447;8671;39288;44681;30596;4539;6;0;127781;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/12/2017;4262713;486;16710;40233;52881;9348;317;0;119974;2950;9248;17592;12760;63;11;0;42624;0;0;0;0;0;0;0;0;0;2;6;15;15;74;132;243;7926;42502;12368;2;0;0;0;62798;32527;5610;7971;66992;781490;62378;0;956967;69597;1915727;1064836;26992;1759;1187;10;3080107;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/12/2017;4011382;0;0;0;0;0;0;0;0;18;152;1136;1856;828;0;0;3990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41101;168840;1127805;1628743;778126;246842;0;3991457;239;636;3511;6344;3769;1438;0;15936;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/12/2017;3956850;14716;213527;526869;751905;236002;63292;0;1806311;89109;296261;604207;466890;52739;6998;0;1516205;752;3181;5618;3559;441;0;0;13551;0;1041;3640;8095;6352;16969;7111;43208;21172;217183;46577;531;0;0;0;285464;22573;488;32480;58199;7721;4866;0;126327;36813;52305;49549;20430;4975;1357;355;165784;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S4;8;BELEM;PA;01/12/2017;3831443;7871;282398;633490;1145346;450341;160598;0;2680045;26640;235647;397823;357341;63893;7466;67;1088877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5578;30889;10633;1307;0;0;1;48408;0;86;408;305;4394;615;0;5808;2971;2738;2165;430;0;0;0;8305;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/12/2017;3669793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15506;116217;574206;1286779;859510;748251;488;3600958;2052;3150;14031;26064;15496;8041;0;68835;0
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/12/2017;3587035;30144;293170;760740;1340618;648110;254857;0;3327639;16507;77014;75961;5741;2;0;0;175226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15242;15042;17803;15494;7542;12313;732;84170;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/12/2017;3526217;0;0;0;0;0;0;0;0;8;115;210;184;0;0;0;518;10778;472451;1149398;1772003;99108;135;0;3503872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;251;3627;8455;8995;500;0;0;21827;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/12/2017;3337797;270;1208;2042;881;1;0;0;4401;112815;164666;95472;1157;0;0;0;374110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;576097;1749015;633058;1116;0;0;0;2959286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/12/2017;3318789;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;68908;556442;1239244;1353418;100762;13;0;3318788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/12/2017;3002135;4253;208278;509346;806468;326442;136156;0;1990944;227;30524;30093;14397;511;0;0;75751;4173;169986;370700;358958;22781;9;0;926607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;275;145;0;0;0;474;261;5296;2384;295;123;0;0;8359;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/12/2017;2517572;19832;195489;510225;911053;440596;130297;0;2207491;43;503;732;953;242;305;53;2831;13122;39914;88459;104795;8024;1;0;254315;0;38;108;279;289;1011;277;2003;53;922;0;0;0;0;0;975;0;0;0;0;0;0;0;0;349;4430;8065;31162;4970;982;0;49958;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/12/2017;2465361;348;2467;3903;725;0;0;0;7442;40028;528;112;0;0;0;0;40669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;687510;939102;30089;0;0;0;1656701;0;0;0;0;0;0;0;0;582438;115872;59406;2832;0;0;0;760548;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/12/2017;2283199;4213;68125;253916;458972;236030;74813;0;1096068;2997;33035;55550;51318;10071;184;0;153154;769;4382;9291;9227;1450;9;0;25128;131;4088;11816;31007;29980;127336;107764;312123;8895;254167;8057;5991;0;0;0;277111;9270;17709;86610;92411;35606;675;0;242280;12490;59728;50067;39927;7066;8041;16;177335;0
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/12/2017;2081726;9088;63035;179295;292037;104398;32074;1;679928;16;62;146;274;123;62;0;684;0;0;0;0;0;0;0;0;6473;26828;55499;132761;117462;400127;58945;798094;12409;159166;0;0;0;0;0;171574;0;0;0;0;0;0;0;0;4709;18088;38554;103549;92901;173341;304;431446;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/12/2017;2074548;0;0;0;0;0;0;0;0;90987;163601;179080;51198;1957;0;0;486823;109731;282211;550492;436468;29454;0;0;1408355;0;0;0;0;0;0;0;0;45371;91530;15780;507;0;0;0;153189;0;0;0;0;0;0;0;0;6748;12659;6742;33;0;0;0;26182;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/12/2017;2029650;11;11;23;32;0;0;0;77;547669;854243;626190;1470;0;0;0;2029572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/12/2017;1957218;0;344;824;1290;0;0;0;2459;16165;66073;185483;87538;52858;8617;0;416735;231;9703;24691;35993;5620;9;0;76247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39136;169922;943450;163591;24451;5874;0;1346423;3053;57392;49142;5710;15;43;0;115355;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/12/2017;1824489;2192;47941;98099;247835;182633;149767;53;728521;4763;73827;127815;88871;41827;23530;10;360643;0;0;0;0;0;0;0;0;514;4858;13531;35897;34538;145480;123090;357908;0;239253;41704;104;0;0;0;281061;1152;3760;9483;14768;10597;11117;0;50878;3168;17831;24243;230;6;0;0;45479;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/12/2017;1583082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8882;59376;178089;424247;222248;437755;233164;1563760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;412;1167;2883;2673;9635;2235;19323;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/12/2017;1544887;10;439;1145;1180;0;0;0;2775;10012;150204;335733;380233;49081;6893;0;932156;408;5620;13302;19165;3287;3;0;41784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11249;106560;225084;197184;23368;4727;0;568172;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/12/2017;1486032;586;17570;57755;79179;48789;12377;0;216256;11820;134390;300774;465628;287839;69324;0;1269776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/12/2017;1287294;0;0;0;0;0;0;0;0;1498;0;55326;34717;0;0;0;91541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6440;42486;966347;147282;15027;18172;0;1195754;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/12/2017;1201978;0;0;0;0;0;0;0;0;25555;41627;90598;108060;50830;31445;0;348114;64;883;2407;3492;335;0;0;7182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10326;93255;501160;65158;17023;11043;0;697964;4811;44375;22459;42170;25528;9374;0;148717;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/12/2017;1145433;229;1544;3516;4591;851;15;0;10747;5452;24222;48971;53041;13478;3684;0;148848;60;125;280;337;37;0;0;840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50518;60815;367686;256235;95999;83610;0;914863;3858;45117;20932;229;0;0;0;70136;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/12/2017;1132806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;1825;7326;7793;727;0;0;17883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9109;88571;726924;16609;1276;0;0;842488;19154;112204;106468;15959;5817;12832;0;272435;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/12/2017;1102600;356;15130;43786;93202;44854;33255;0;230584;3823;23097;38503;29443;2433;55;0;97354;73;1097;2856;3905;580;1;0;8512;0;0;0;0;0;0;0;0;6096;53568;15420;167;3;0;0;75254;6310;73048;348703;74062;12576;603;0;515301;11780;55128;65990;31050;10308;886;453;175595;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/12/2017;1082017;0;0;0;0;0;0;0;0;22;6085;4738;39;0;0;0;10884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212520;647879;209168;1566;0;0;0;1071133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AGIPLAN;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/12/2017;1077044;121;4239;11083;17454;8037;1942;0;42876;187455;281996;234997;635;0;0;0;705083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50161;250482;25595;3;0;0;0;326241;0;0;0;0;0;0;0;0;1696;110;900;138;0;0;0;2843;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/12/2017;1045306;233;152;142;37;7;2;0;573;6673;10945;14985;3983;0;0;0;36587;0;0;0;0;0;0;0;0;111;136;228;652;733;1305;122;3287;64329;112350;28861;8;0;0;0;205549;0;0;0;0;0;0;0;0;21069;100903;358313;300082;18943;0;0;799310;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/12/2017;1034421;83;3246;8787;15714;6734;3686;0;38250;3908;20644;60413;70061;16536;34;0;171595;199;2084;5084;6581;1658;34;0;15640;0;0;0;0;0;0;0;0;2888;27721;7157;28;0;0;0;37793;530;32977;409605;13372;151;46;0;456681;18988;34190;166571;60909;20853;12428;521;314461;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/12/2017;1030043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18;48;46;10;0;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19890;29000;136665;315862;242771;281240;27;1025455;611;64;1199;2033;454;96;0;4459;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;S4;8;PORTO ALEGRE;RS;01/12/2017;822737;445;6040;8761;6655;33;1;0;21935;258;2465;5032;4101;203;0;0;12059;25047;120747;281240;332077;28996;0;0;788107;0;0;0;0;0;0;0;0;0;39;6;0;0;0;0;44;0;0;0;0;0;0;0;0;66;113;185;211;17;0;0;593;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;S4;5;VITORIA;ES;01/12/2017;809457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20961;37177;90974;271849;218462;157980;0;797404;157;1450;3717;5582;940;208;0;12054;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/12/2017;771685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7630;109266;292178;346199;16300;112;0;771685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/12/2017;757071;13;2827;8328;17947;10078;11032;0;50225;1711;24252;73206;55084;7800;191;0;162244;350;4552;11849;16191;2202;9;0;35153;0;0;0;0;0;0;0;0;1727;22483;6333;34;1;0;0;30578;2143;78452;254438;20895;3981;401;0;360310;6875;31059;50467;22038;5651;2283;188;118562;0
BANCO CBSS S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/12/2017;742875;721;24267;56742;76579;35571;5703;0;199584;62723;46100;41926;4880;0;0;0;155629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69175;244154;73793;539;0;0;0;387661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
