Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/09/2021;4956711;0;0;0;0;0;0;0;0;0;179280;1276003;2843411;405715;100000;0;4804409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3101;0;149200;0;0;152301;0
H.H.PICCHIONI;30829;n2;C;2;S4;196;BELO HORIZONTE;MG;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/09/2021;5807568;22704;368584;1070998;2129206;1315055;888864;0;5795410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;335;713;1827;3750;2221;3288;23;12157;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/09/2021;35;0;23;10;2;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/09/2021;47394;0;0;0;0;0;0;0;0;558;2964;1329;7934;1673;0;0;14458;0;0;0;0;0;0;0;0;0;49;118;318;392;1622;0;2499;30;338;185;0;0;0;0;553;0;0;0;0;0;0;0;0;124;2560;2212;4959;6986;13044;0;29885;0
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;01/09/2021;17199030;28236;472863;1209033;2715224;2156905;3168167;0;9750429;121090;529214;512813;823870;381476;420746;0;2789209;265;4650;11791;17557;2809;0;0;37072;437;54323;125922;336943;327485;1442242;1366703;3654056;0;0;0;0;0;0;0;0;961;44008;169289;55569;50023;65043;0;384893;60281;33401;153482;47371;37910;95206;155722;583372;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/09/2021;1348879;15348;116363;301168;506693;274064;110614;3;1324253;2;73;173;763;116;287;33;1449;787;912;1462;507;0;0;0;3668;0;40;129;327;318;780;152;1747;14;470;0;0;0;0;0;484;0;0;0;0;0;0;0;0;0;1474;4281;6448;5076;0;0;17279;0
ABC-BRASIL;41856;b1;C;3;S3;199;SAO PAULO;SP;01/09/2021;364070;0;47;179;174;15;0;0;417;12893;25056;22541;4000;0;0;0;64491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3564;1500;578;184;0;0;5826;9378;33927;101486;140018;8378;149;0;293336;0
BB;49906;b1;C;1;S1;199;BRASILIA;DF;01/09/2021;448408541;259505;5381554;15829824;34868681;25470139;21343606;1356931;104510239;619402;3079144;9359735;13183472;6665923;3546668;387487;36841830;28073;477822;1295883;2022380;499613;28;97891;4421689;54328;442306;1293125;3452381;3464936;17772896;19655821;46135794;2170818;30876065;7217526;421052;180;0;208056;40893698;1212943;17474762;70516698;54581018;29887303;25173919;237115;199083758;579141;1043380;3067487;2434201;2071888;2907647;175000;12278743;4242790
BTG PACTUAL;49944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;01/09/2021;35073770;86303;718628;2082585;3880209;2089166;1139312;0;9996203;115342;536424;1550502;1165424;331463;127;0;3699281;354271;1865429;4512764;6458239;954503;1028;0;14146234;549;3105;7965;17219;12250;24504;3324;68916;977071;3849209;899286;22589;570;2;0;5748727;17;3884;69406;189935;21791;26577;0;311611;19748;124274;111346;222224;68662;66188;1137;613579;489220
FATOR;50122;b1;C;2;S4;199;SAO PAULO;SP;01/09/2021;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
MASTER;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/09/2021;945039;19836;65919;163095;233567;84980;45057;0;612454;38;389;1885;20850;4446;150;0;27758;0;0;0;0;0;0;0;0;1020;3870;10047;18549;8167;3712;0;45365;5897;70284;75631;73641;14543;1793;0;241789;0;0;0;0;0;0;0;0;341;1831;3220;4107;2788;4435;951;17674;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/09/2021;140820;0;0;0;0;0;0;0;0;0;8621;9517;3066;0;0;0;21203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43511;23933;31232;13851;7090;0;119616;0
VR;50524;b1;C;2;S4;199;SAO PAULO;SP;01/09/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VOITER;50531;b1;C;2;S4;199;SAO PAULO;SP;01/09/2021;15898;0;43;296;163;0;0;0;502;0;4;0;4;3;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;353;1486;7410;3810;1717;610;0;15386;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/09/2021;4519528;0;0;0;0;0;0;0;0;27367;113599;168668;118540;12349;0;0;440523;107680;452609;984391;1159429;129936;0;0;2834045;0;0;0;0;0;0;0;0;299917;636920;187331;6609;0;0;0;1130777;0;0;0;0;0;0;0;0;7421;46660;53614;6488;0;0;0;114183;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/09/2021;548332;4159;41752;106605;184780;93875;54314;0;485484;0;73;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3118;28151;1776;2;0;0;0;33047;0;0;0;0;0;0;0;0;13;17987;6625;4247;857;0;0;29727;0
VOTORANTIM;51011;b1;C;2;S2;199;SAO PAULO;SP;01/09/2021;47874406;41953;102844;225391;189107;10322;12;0;569629;34410;218869;681872;786079;297498;35871;0;2054599;633988;5024516;12512518;18837382;3187845;6205;0;40202454;0;0;0;0;0;0;0;0;598263;2214020;1033012;138248;185;0;0;3983728;62;102;1539;3491;105;0;0;5299;17784;176394;359403;440498;58166;6376;75;1058697;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/09/2021;590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;590;0;0;0;0;0;590;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/09/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CM CAPITAL MARKETS;51248;n2;C;3;S4;196;SAO PAULO;SP;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;01/09/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;01/09/2021;496952;0;0;0;0;0;0;0;0;30;386;1133;2186;890;8;0;4633;2135;50002;129727;247179;62602;583;0;492228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;32;34;9;0;0;90;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/09/2021;5344877;3980;264799;682759;1270172;746730;513364;0;3481804;94;15024;73364;52231;7985;236;0;148935;3398;208589;563151;842609;95591;597;0;1713935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;161;41;0;0;0;0;203;0
PLANNER;51341;n1;C;2;S4;197;SAO PAULO;SP;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/09/2021;3906302;0;0;0;0;0;0;0;0;16;65;73;0;0;0;0;154;52725;544934;1367708;1835863;104916;3;0;3906148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MORGAN STANLEY;51413;b1;C;3;S3;199;SAO PAULO;SP;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/09/2021;1275440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2894;128358;398578;718441;27049;119;0;1275440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO SEGURO;51444;n1;C;2;S3;197;SAO PAULO;SP;01/09/2021;11793608;2690;12919;30181;38353;6754;37;0;90934;2395;24300;56701;32507;1635;7;0;117546;40130;249680;633517;988142;181176;337;0;2092980;0;0;0;0;0;0;0;0;531440;5901195;2841249;141662;27438;3;0;9442987;0;0;0;0;0;0;0;0;714;7939;18270;19999;2239;0;0;49160;0
RENDIMENTO;51468;b1;C;2;S4;199;SAO PAULO;SP;01/09/2021;33827;0;0;0;0;0;0;0;0;387;1126;15375;9830;12;0;0;26729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;5388;1285;200;17;0;0;7098;0
HAITONG;51482;b2;C;3;S3;198;SAO PAULO;SP;01/09/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BNP PARIBAS;51516;b1;C;3;S3;199;SAO PAULO;SP;01/09/2021;7520398;55961;314368;893770;1630486;1006601;552680;649;4454514;5537;11861;16393;2423;698;231;0;37144;127;313;837;1017;20;0;0;2315;0;0;0;0;0;0;0;0;73409;1801644;745547;194611;31727;0;0;2846938;0;0;9787;0;0;0;0;9787;9086;22481;45645;61382;24259;6847;0;169700;0
LECCA;51523;n1;C;2;S4;197;RIO DE JANEIRO;RJ;01/09/2021;33090;1357;5523;12295;7589;6;0;0;26771;4;5113;671;212;2;0;0;6002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318;0;0;0;0;0;318;0
COINVALORES;51561;n2;C;2;S5;196;SAO PAULO;SP;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
GOLDMAN SACHS;51585;b2;C;3;S3;198;SAO PAULO;SP;01/09/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAIXA ECONÔMICA FEDERAL;51626;b1;C;1;S1;199;BRASILIA;DF;01/09/2021;647306828;1195162;3724649;9071047;21537126;17413210;25787493;19;78728705;404681;1601850;3989588;5257376;342167;23387;0;11619049;22845;19587;35681;52494;14454;341;0;145402;876816;14397541;39708108;92654646;76303597;218238415;89146338;531325461;1132543;6404560;2066958;153439;26653;26376;0;9810528;77242;822191;3227650;1263497;640922;608823;287;6640611;1091148;2800080;2043054;1486813;782376;815651;17950;9037071;0
CONFIDENCE;51671;b2;C;2;S4;198;SAO PAULO;SP;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
FINAXIS;51688;b1;C;2;S4;199;CURITIBA;PR;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
BEXS;51743;b2;C;2;S4;198;SAO PAULO;SP;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
BANCO SICOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/09/2021;10487603;3733;105983;276910;603487;365159;161449;0;1516720;890;27619;68742;134288;65996;29089;0;326624;0;2;0;4;0;0;0;7;121;6809;15753;41388;41453;196273;217078;518875;49908;941397;4272115;62686;262;0;0;5326368;0;187456;318910;811523;701433;740611;0;2759933;56;1701;4031;8943;8824;15521;0;39076;0
WESTERN UNION;51767;b1;C;3;S4;199;SAO PAULO;SP;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
BARIGUI;51774;b1;C;2;S4;199;CURITIBA;PR;01/09/2021;887612;1715;20903;57954;115959;71609;56417;0;324557;38;119;1361;67;22;12;0;1619;9;2;2;0;0;0;0;13;1810;6471;16398;32270;21214;31063;1684;110910;2538;11342;3043;25;0;0;0;16949;0;0;0;0;0;0;0;0;2830;23048;66067;135473;90360;113325;2462;433565;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/09/2021;6593496;0;0;0;0;0;0;0;0;37317;273739;532881;570276;154585;15878;0;1584677;0;0;0;0;0;0;0;0;1;23;52;109;108;190;42;525;107653;943359;268989;42966;877;265;0;1364109;0;68895;96315;95676;0;0;0;260886;59942;588591;1034696;1367744;252512;23756;56059;3383299;0
BNY MELLON;51808;b1;C;3;S4;199;RIO DE JANEIRO;RJ;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
CAIXA GERAL;51815;b1;C;3;S4;199;SAO PAULO;SP;01/09/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GENIAL;51839;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/09/2021;13212;0;0;0;0;0;0;0;0;0;363;5212;2049;23;0;0;7647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5565;5565;0
UBS;51877;b2;C;3;S4;198;SAO PAULO;SP;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
INTER;51884;b1;C;2;S3;199;BELO HORIZONTE;MG;01/09/2021;10812819;15807;150982;450808;963040;723422;687193;0;2991251;7;116;69;52;0;0;0;244;0;0;0;0;0;0;0;0;8246;60019;138244;358759;336247;1314463;930454;3146433;331334;2629741;709812;43858;810;94;25;3715674;0;35416;61213;82711;1067;0;0;180407;42149;69114;86031;184668;137665;235180;24001;778809;0
ANDBANK;51949;b1;C;3;S4;199;SAO PAULO;SP;01/09/2021;24282;0;0;0;0;0;0;0;0;0;1905;13949;7293;314;201;0;23662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;619;619;0
AGIBANK;51956;b1;C;2;S4;199;CAMPINAS;SP;01/09/2021;5470078;7130;246108;663786;1316016;839452;550694;0;3623186;155161;461027;746654;190378;48;3;0;1553272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22922;254656;12363;10;0;0;0;289951;0;0;0;0;0;0;0;0;1730;468;1237;232;2;0;0;3669;0
MODAL;51963;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/09/2021;350013;0;0;0;0;0;0;0;0;55;78755;172192;36409;1618;1560;0;290590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3772;29194;10075;28;0;0;0;43070;0;0;0;0;0;0;0;0;7746;4661;0;0;3947;0;0;16354;0
DAYCOVAL;51987;b1;C;2;S3;199;SAO PAULO;SP;01/09/2021;10435480;97102;561294;1557439;2929316;1699373;986932;0;7831455;6026;14837;147261;38824;8692;308;0;215949;39650;185948;428621;546353;65407;717;0;1266696;28;56;121;344;361;2098;738;3746;29767;523966;16773;3564;1385;204;0;575659;0;291;0;0;0;0;0;291;1623;90237;148921;194809;41702;51751;12640;541684;0
