Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BRADESCO;10045;b1;C;2;S1;199;OSASCO;SP;01/09/2021;327960743;932132;12761527;28752039;39223553;8588593;2771224;604049;93633118;119933;3251149;7680735;10655130;2733630;193616;12;24634203;267862;5083735;388481;0;0;0;0;5740077;150969;27942328;6232385;73811;4833;0;0;34404326;28284;10020530;17818919;6750733;4684237;2531985;0;41834688;612889;4726980;3216801;1546955;235096;16500;0;10355221;17300;1531142;4111860;6952073;3313915;5170297;139613;21236202;1978;254822;2952811;400590;169071;99154;0;3878426;56899;209021;559544;2233168;210561;79461;2197;3350852;88893630
ITAU;10069;b1;C;2;S1;199;SAO PAULO;SP;01/09/2021;464396659;275588;12323232;25755302;39470399;7501324;1588415;130337;87044596;33302;1902446;5171053;8298080;2129589;20293;0;17554763;457006;9142541;138968;0;0;0;0;9738515;91169;20178771;5744137;767892;96630;114;0;26878713;5732;5005065;8436947;5371067;6184767;3896992;0;28900570;1545107;4625039;5718487;4563963;1193733;729297;23793;18399418;246061;1113635;2905895;4047258;1249926;1573410;238499;11374684;3517;1468892;2756496;825902;244191;198308;0;5497305;159554;411789;952612;806810;73635;21859;0;2426259;256581836
SAFRA;10083;b1;C;2;S2;199;SAO PAULO;SP;01/09/2021;70276154;71223;4945219;10363505;11709735;2415906;740515;0;30246103;5545;684027;1336024;1358745;210400;6255;0;3600997;35469;807422;35139;1322;0;0;0;879352;14206;5844231;3270368;35296;3;0;0;9164104;27582;2344731;3617256;2174267;2041846;54873;0;10260556;16647;598325;1262139;503658;16527;0;0;2397296;10230;179699;510654;958501;395874;234669;0;2289626;0;265770;612716;388967;163903;166806;0;1598161;0;5125;52044;115985;15756;143;0;189054;9650905
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/09/2021;3877352;0;58888;77397;268003;568387;0;0;972675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93863;93863;0;1051151;293208;0;0;0;0;1344359;0;122805;765131;577547;0;0;0;1465482;0;973;0;0;0;0;0;973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/09/2021;927224;2456;54391;123949;296428;86322;31105;0;594652;0;239;797;1576;384;0;0;2997;255;28114;40;0;0;0;0;28409;185;3148;336;0;0;0;0;3669;0;21675;56008;0;0;0;0;77683;6016;22376;46653;71882;55464;9550;0;211941;0;0;0;0;0;0;0;0;0;980;6546;0;0;0;0;7526;0;69;278;0;0;0;0;347;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/09/2021;2274815;5794;163528;474385;868706;213772;16024;0;1742209;65;2599;6812;12746;3506;26;0;25755;5225;120380;0;0;0;0;0;125605;354;37848;1992;0;0;0;0;40194;0;1922;10578;13194;1498;0;0;27193;15249;15360;33600;69473;39161;31109;0;203952;396;6825;17442;29735;2804;4838;83;62122;0;733;21526;5684;0;0;0;27944;1814;689;1817;4758;4718;6046;0;19842;0
BANRISUL;30173;b1;C;1;S2;199;PORTO ALEGRE;RS;01/09/2021;9312692;28312;452699;1284200;2416393;644778;200448;10800;5037629;348;19602;54925;111177;62589;39038;0;287679;18400;177702;122902;0;0;0;0;319004;2467;40481;8174;0;0;0;0;51122;2516;129739;651005;1305;0;0;0;784566;55117;177798;190563;245751;152271;231188;103734;1156422;3563;36009;125812;162113;57840;48279;417;434033;2369;182274;621109;35612;17981;15658;0;875004;9119;12671;48387;124783;34282;0;0;229242;137991
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/09/2021;2193127;34;50551;173153;206766;8929;6463;4052;449948;0;0;0;0;0;0;0;0;62;11032;0;530033;115532;202634;0;859293;0;14052;21054;63554;3029;0;0;101689;0;28676;117595;47138;0;0;0;193409;1461;483954;72431;7731;637;0;0;566214;0;3;21262;0;0;0;0;21265;0;1310;0;0;0;0;0;1310;0;0;0;0;0;0;0;0;0
SANTANDER;30379;b1;C;3;S1;199;SAO PAULO;SP;01/09/2021;192924277;378084;8395349;11810308;16675630;3495608;1066167;22733;41843879;98065;1393923;3604245;5438258;1416896;2520328;750785;15222500;291090;3649176;1470499;166393;74505;78753;8374;5738789;127933;21127335;8772906;414925;48966;19572;8287;30519923;19137;3969215;5629297;1990338;2575622;15545;0;14199156;1265204;2748953;2422477;3127519;1056798;3023328;29433;13673712;165375;552880;1453737;1987546;555752;228483;126;4943899;6314;1124621;2859978;294576;85290;74074;462;4445315;35898;66236;199110;427105;3542;25030;0;756921;61580183
CITIBANK;30403;b1;C;3;S2;199;SAO PAULO;SP;01/09/2021;25445644;3667;1492959;1916383;1022152;285839;0;0;4720999;0;3465;9398;12844;918;0;0;26624;152;105180;85630;9039;0;0;0;200002;1922;6842619;2846028;2256;171;37;0;9693033;1;1531115;4386060;2591457;869333;0;0;9377966;2028;462463;159223;0;0;0;206;623920;0;0;0;0;0;0;0;0;0;363659;439440;0;0;0;0;803100;0;0;0;0;0;0;0;0;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/09/2021;6279276;0;46922;482996;1317600;176002;95000;0;2118520;0;182442;217084;1304703;398287;646120;258324;3006961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;728;14697;866705;24555;5302;0;911986;0;947;0;0;0;0;0;947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240862
H.H.PICCHIONI;30829;n2;C;2;S4;196;BELO HORIZONTE;MG;01/09/2021;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/09/2021;6107;29;583;1492;3343;20;0;0;5468;0;0;0;0;0;0;0;0;1;328;285;0;0;0;0;614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/09/2021;1907940;0;15567;43297;66933;14242;3;0;140042;707;29984;86495;113808;32957;84;0;264035;0;0;0;0;0;0;0;0;10255;53525;263108;48098;526;0;0;375512;0;498105;525108;105135;0;0;0;1128347;0;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/09/2021;5833514;5824;414044;814241;575891;55258;446;0;1865705;0;188;158;0;0;0;0;346;5599;381228;233222;71075;0;0;0;691125;1120;550606;27958;1101;0;0;0;580785;42;215527;203559;100049;326;0;0;519503;1236;60429;53362;10720;2190;1191;0;129127;4324;135869;506722;1086996;288377;0;0;2022289;0;19625;5009;0;0;0;0;24634;0;0;0;0;0;0;0;0;0
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;01/09/2021;2450310;52949;702213;242949;367305;60330;28388;0;1454133;11;2662;7136;47041;59944;146513;0;263307;5395;28380;56778;247;0;0;0;90799;819;7212;541;0;0;0;0;8572;0;0;0;0;0;0;0;0;2546;31363;57534;30265;17430;25571;1634;166342;371;7646;25224;69799;44016;11891;85;159033;0;22571;35983;4227;4787;7994;0;75563;0;2728;13853;116114;97881;1985;0;232562;0
