Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;42339;48445;5139865;5419365;49715;0;10657391;11446527;0;183022;210941;0;0;393963;6601995;29099875;436;1245355;30345666;0;1172710;31518376
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42339;367820;0;38740;2062886;0;2469447;81538;0;0;197009;0;0;197009;6097536;8845530;2042889;16598517;27486937;8887;1761144;29256968
PAN;1000080257;b1;;C;2;SAO PAULO;SP;42339;73273;0;10096847;2003224;0;12173344;1637718;1615174;825064;1555272;0;8633;4004143;154730;17969936;16430;4530838;22517203;1565;3643816;26162584
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;42339;23879;2747376;15924049;157464;0;18852767;1239651;0;34722;0;0;0;34722;2025551;22152690;0;1837200;23989890;74;1023159;25013123
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42339;69277;0;319199;4205719;0;4594196;67198;1010443;1566838;2340413;138219;1280;5057192;7941901;17660487;1079442;2964477;21704406;29574;2509658;24243638
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42339;0;0;94886;1602266;0;1697151;0;0;0;2798041;0;0;2798041;11173545;15668737;12834;4478287;20159859;215195;2602070;22977124
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;I;3;SAO PAULO;SP;42339;6390;0;589;24325;0;31305;624113;0;2674284;0;0;0;2674284;13908916;17238619;273624;3483913;20996156;103;1599169;22595428
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42339;318497;0;16028;1777557;0;2112083;47248;0;0;0;0;0;0;0;2159331;13179625;5290399;20629355;5276;1486994;22121625
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;C;2;SAO PAULO;SP;42339;682121;0;512559;3619978;8240;4822898;959545;597677;344687;3976354;3088252;0;8006970;2785419;16574832;11297;2582600;19168729;93548;2786751;22049029
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42339;1259825;2466630;106510;4991885;0;8824850;5947679;341904;43152;257962;0;0;643018;710886;16126434;0;737692;16864126;1711;1160545;18026382
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;42339;2532;0;40989;226740;0;270260;0;0;0;0;0;0;0;7027126;7297386;1200965;8039142;16537493;12493;1369284;17919269
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42339;46569;0;98697;4990349;0;5135615;0;128712;380586;1116644;1762486;0;3388428;504724;9028767;259783;4719799;14008349;0;3144854;17153203
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42339;0;0;0;5649061;0;5649061;182296;0;0;0;0;0;0;379704;6211061;4546889;2326605;13084555;0;2381772;15466327
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42339;0;0;0;0;0;0;0;0;0;0;0;0;0;12000261;12000261;0;610964;12611226;6414;2342917;14960557
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42339;114105;12733;810814;2782071;2372;3722096;1511007;198754;204626;83138;86966;242;573725;4423375;10230203;25132;3109845;13365180;29107;800547;14194833
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42339;0;0;3117113;1363225;0;4480337;0;0;0;2183928;0;0;2183928;0;6664266;0;5302768;11967033;441163;1664040;14072236
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42339;687928;1640676;75280;6373356;6641;8783881;656305;395505;0;217475;0;0;612980;297805;10350971;0;1938844;12289816;125;1340342;13630283
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42339;141504;0;0;2110173;0;2251677;31015;0;0;33201;0;0;33201;4583314;6899207;2914298;2505729;12319234;1037;1307181;13627452
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42339;17095;0;356758;87960;0;461814;2200996;1399;438909;4564911;0;1414948;6420167;1622513;10705489;62333;657411;11425233;31706;2163233;13620172
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42339;0;0;2599;163214;0;165813;1200922;0;0;0;0;0;0;1138165;2504900;8234443;880202;11619545;0;1298902;12918448
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42339;500042;269887;195445;6913128;13;7878516;951699;1858;206921;274440;85926;0;569145;2075;9401435;0;2310256;11711690;761;748754;12461204
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42339;650074;548738;17481;1189924;671498;3077715;100045;0;271989;0;0;0;271989;782482;4232230;0;5926703;10158933;0;1924159;12083092
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42339;5524;0;0;568982;0;574507;0;0;770452;259237;0;0;1029689;2575077;4179273;361735;5124761;9665770;499;801269;10467538
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42339;0;0;0;232255;0;232255;0;0;0;687961;0;0;687961;7101493;8021709;0;605915;8627624;68983;1477874;10174480
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9516051;9516051;0;352655;9868706
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42339;2714;0;50793;361174;0;414682;0;0;0;0;0;0;0;5440462;5855143;180100;2735212;8770456;7002;872017;9649475
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42339;17861;0;335923;1636383;0;1990167;499786;643927;475104;688199;262434;0;2069664;2282967;6842585;281140;522091;7645816;78226;1162857;8886899
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42339;0;0;69774;1448737;0;1518511;4736363;0;122091;225093;0;0;347184;266768;6868827;242167;266014;7377007;1143;651241;8029391
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42339;102712;0;52321;1637535;2;1792571;94250;0;0;0;0;0;0;3886705;5773526;64832;1325415;7163772;3478;789498;7956748
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42339;0;0;50398;565240;0;615639;0;0;79645;683070;0;0;762715;4484307;5862661;526;152054;6015241;187043;1207702;7409985
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42339;0;0;137501;0;0;137501;0;0;0;681918;0;0;681918;4262519;5081938;0;517077;5599016;12939;1688696;7300651
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42339;52098;0;228837;1937699;0;2218634;167001;211321;695283;410456;422808;0;1739867;321117;4446619;253107;1055622;5755348;7733;1015862;6778942
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42339;69907;0;2034;1404655;0;1476596;0;273112;1779440;119256;0;0;2171808;518690;4167094;41443;276214;4484751;2922;2176798;6664471
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42339;0;0;290156;104374;0;394529;13503;0;0;966091;0;0;966091;3837553;5211675;10;457582;5669268;100603;616851;6386721
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42339;4872;0;0;40724;0;45596;0;0;0;0;0;0;0;4921455;4967051;0;335271;5302321;45487;823428;6171236
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42339;0;0;0;0;609191;609191;0;0;0;0;0;0;0;0;609191;0;146689;755880;0;5188039;5943919
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42339;31716;0;322609;2172154;0;2526479;58409;38992;0;1561149;0;0;1600141;142379;4327407;0;94791;4422199;60;1381792;5804051
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42339;0;0;85516;4558965;0;4644481;0;0;0;0;0;0;0;164446;4808927;0;368420;5177347;0;405994;5583341
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42339;944231;813598;147410;1785211;0;3690449;443383;0;0;226126;0;0;226126;847;4360806;0;216499;4577305;0;691762;5269067
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42339;27;0;0;0;0;27;0;0;0;0;0;0;0;0;27;0;1099038;1099065;0;4163459;5262524
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42339;0;0;281440;2555302;0;2836742;0;0;0;730191;0;0;730191;960089;4527023;13905;68675;4609602;9232;622047;5240881
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42339;0;0;33034;0;0;33034;0;0;0;0;0;0;0;0;33034;0;3672084;3705118;0;1433959;5139077
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42339;0;0;0;0;0;0;0;0;0;0;0;0;0;4050482;4050482;0;203710;4254192;34126;827791;5116110
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42339;0;0;2469953;37581;0;2507534;4996;0;0;18413;0;0;18413;486647;3017590;493;610495;3628578;8973;1440808;5078360
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;42339;0;0;0;0;0;0;0;0;0;0;0;0;0;87;87;0;4904070;4904157;0;155966;5060123
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42339;0;0;539206;0;0;539206;0;0;0;286431;0;0;286431;248643;1074280;0;3296031;4370312;0;567686;4937997
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;42339;44;0;0;423648;0;423692;1298527;0;0;0;0;0;0;0;1722219;536579;2040355;4299153;0;310642;4609795
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42339;0;0;685833;0;0;685833;0;0;0;234105;0;0;234105;2765686;3685624;0;162289;3847913;28238;718319;4594470
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42339;0;0;0;6878;0;6878;0;0;0;0;0;0;0;3459698;3466576;0;133627;3600203;40320;688048;4328570
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;42339;0;0;0;0;0;0;0;0;0;0;0;0;0;3357558;3357558;0;144611;3502169;165;745863;4248197
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42339;95899;0;106385;2408380;0;2610664;148163;152126;29638;65640;15662;0;263066;145248;3167141;2258;329355;3498754;98;691006;4189858
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42339;154378;0;0;333831;0;488209;0;0;515802;0;0;0;515802;2100174;3104185;367862;226907;3698954;0;449491;4148445
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42339;339513;0;0;1205687;26985;1572186;0;0;220277;0;0;0;220277;282727;2075190;0;879062;2954252;0;1101467;4055719
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42339;543902;1103951;97528;1059599;416;2805396;37412;5068;0;138792;0;0;143860;91089;3077757;0;660128;3737886;46;265355;4003287
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42339;0;0;0;0;0;0;0;0;0;0;0;0;0;311020;311020;0;3312869;3623890;0;368768;3992658
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42339;55710;0;11524;386719;0;453953;570657;56645;443373;876971;143;431;1377563;630846;3033018;13023;164454;3210495;900;585090;3796485
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;;I;2;FLORIANOPOLIS;SC;42339;452;0;0;3212384;527;3213363;0;0;0;0;0;0;0;166881;3380243;0;175204;3555447;0;236846;3792293
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;684650;684650;0;3009531;3694181
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42339;24533;0;0;1723428;0;1747961;63130;83097;823119;17130;0;0;923346;150850;2885287;7970;186379;3079637;2312;591158;3673107
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42339;10662;0;134406;934989;0;1080056;91623;0;0;0;0;0;0;1099990;2271669;287133;521279;3080080;173;546673;3626925
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;42339;0;0;0;3117598;0;3117598;0;0;0;0;0;0;0;0;3117598;0;223242;3340840;0;232572;3573412
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;42339;0;0;104481;1160527;0;1265007;0;0;0;0;0;0;0;469843;1734850;173632;1186032;3094514;0;320184;3414698
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42339;303496;0;163409;1714744;32656;2214305;0;0;0;0;0;0;0;22273;2236578;0;212638;2449216;0;686333;3135549
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;42339;420;0;2456;74523;0;77399;0;425109;0;408507;0;0;833616;575541;1486556;51;669768;2156375;961;933976;3091311
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;42339;0;0;0;134809;0;134809;0;0;0;0;0;0;0;0;134809;0;2796149;2930958;0;142598;3073556
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42339;195;0;38119;425260;0;463575;1000;0;0;71720;0;0;71720;1411610;1947906;455480;129172;2532559;9;495700;3028267
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42339;0;0;110447;0;0;110447;0;0;0;0;0;470787;470787;0;581234;0;1530930;2112164;0;887045;2999209
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42339;0;0;24538;463077;0;487615;0;0;0;0;0;1014703;1014703;0;1502319;0;932744;2435062;1416;257600;2694078
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42339;56435;0;76401;876477;0;1009313;29263;120263;0;345734;0;0;465997;405482;1910055;135;161220;2071411;1422;488719;2561552
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;42339;0;0;509063;108298;0;617362;0;0;0;117650;0;0;117650;21701;756713;0;943871;1700584;81105;777481;2559170
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42339;21228;0;54719;1036148;0;1112095;1765;904635;4248;0;0;0;908883;39242;2061985;0;133104;2195089;0;328432;2523521
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;;I;2;CUIABA;MT;42339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2369178;2369178;0;121225;2490404
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42339;0;0;286232;0;0;286232;0;0;0;0;0;3887;3887;0;290119;0;1655838;1945957;0;534002;2479959
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42339;138141;0;131204;879172;0;1148517;0;89471;0;362364;0;0;451836;134811;1735164;0;328887;2064051;533;403058;2467641
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;42339;160506;0;0;686252;11463;858221;0;0;157364;0;0;0;157364;95587;1111172;452;873685;1985309;0;357620;2342929
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;42339;80314;0;4147;723392;29466;837319;612703;32319;25365;0;0;0;57684;48154;1555861;0;492884;2048745;0;196095;2244840
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;42339;0;0;0;0;0;0;0;0;0;0;0;0;0;1663610;1663610;0;231960;1895571;3211;267037;2165819
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;42339;10366;0;165303;319250;0;494920;87698;104461;74553;2854;0;0;181868;782057;1546543;130068;152149;1828760;1749;313483;2143992
BONSUCESSO - PRUDENCIAL;1000080422;b1;;I;2;BELO HORIZONTE;MG;42339;11031;0;197136;801527;149;1009843;22802;17022;12356;927;0;0;30306;0;1062951;0;591272;1654223;30;473073;2127326
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;42339;8460;0;0;930680;0;939140;189614;132666;0;0;0;0;132666;0;1261419;23230;395319;1679969;0;251832;1931801
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;42339;152466;0;0;472881;4462;629809;0;0;0;0;0;0;0;153947;783756;0;663552;1447308;0;372124;1819432
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;42339;140;0;0;0;0;140;0;0;0;0;0;0;0;1213569;1213709;0;510914;1724623;0;64519;1789142
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;42339;0;0;0;888043;392227;1280270;0;0;0;0;0;0;0;2590;1282860;0;115978;1398837;0;376514;1775352
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;42339;53486;0;0;437401;0;490887;0;0;0;0;0;0;0;749094;1239981;0;133668;1373648;105;391611;1765365
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;42339;0;0;497591;169910;0;667501;0;0;0;0;0;0;0;559304;1226805;7341;207264;1441410;26555;297018;1764983
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;42339;207110;0;7735;765265;11691;991801;0;0;0;0;0;0;0;9935;1001735;0;493813;1495548;0;226662;1722210
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;42339;0;0;0;1419065;0;1419065;0;0;0;0;0;0;0;40693;1459758;0;80730;1540489;0;166229;1706717
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;42339;0;0;0;0;0;0;0;0;0;0;0;0;0;116803;116803;0;67932;184735;0;1441078;1625812
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;42339;127862;0;0;1056021;18215;1202098;0;0;0;0;0;0;0;19024;1221122;0;126278;1347400;0;263405;1610806
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;;I;3;SAO PAULO;SP;42339;0;0;4704;433996;0;438700;0;0;0;902528;0;0;902528;0;1341229;0;41604;1382833;0;219232;1602065
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - UNICRED CENTRAL NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;42339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1480316;1480316;0;116408;1596724
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;42339;220264;0;0;988348;65273;1273884;0;0;0;0;0;0;0;0;1273884;0;44161;1318045;0;184742;1502786
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;42339;16576;0;0;10535;0;27111;0;0;0;0;0;0;0;814338;841449;0;308085;1149534;0;351216;1500750
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;42339;47;0;0;0;0;47;0;0;0;0;0;0;0;363995;364043;0;70148;434191;0;1038799;1472990
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;42339;178291;0;0;725309;8055;911655;0;0;0;0;0;0;0;14827;926482;0;301980;1228462;0;231922;1460384
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;;I;3;SAO PAULO;SP;42339;22234;0;0;341643;3090;366968;150079;0;0;0;0;0;0;657408;1174454;1639;129835;1305928;536;122132;1428595
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;42339;97133;0;8497;420902;66222;592753;6089;0;0;12085;0;0;12085;24435;635363;422;540855;1176640;402;225871;1402913
