Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;42339;14946;4749131;2264005;584290;-65529;518761;5667;935766;83118;-23656;1000895;9344980;18525;91145;18002388;83118;17919269
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42339;71402;489702;2626223;8493576;-441370;8052206;0;1690;1585;-2;3273;3452673;559876;1899432;17154788;1585;17153203
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42339;83318;6979781;7143882;43994;0;43994;0;0;0;0;0;1201235;3;14114;15466327;0;15466327
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42339;12;384493;2033013;12348255;-333025;12015230;0;0;0;0;0;493126;970;33713;14960557;0;14960557
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42339;394363;357323;4954031;5260050;-747319;4512731;1636;203668;93716;-12062;286958;3238670;361381;183092;14288549;93716;14194833
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42339;57394;608298;25159;11583535;-260605;11322930;57;25231;23712;-248;48752;1825689;160034;47692;14095948;23712;14072236
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42339;164446;728282;1101983;9494319;-547950;8946369;0;0;0;0;0;1843213;581361;264629;13630283;0;13630283
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42339;14404;5306723;3827348;836413;-26768;809645;0;0;0;0;0;3544195;62588;62549;13627452;0;13627452
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42339;3283;479739;4832283;6792578;-154017;6638561;5440;328809;104216;-9071;429394;925535;101723;313871;13724388;104216;13620172
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42339;9315;1503283;9226953;0;0;0;0;0;0;0;0;2141639;1118;36140;12918448;0;12918448
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42339;426941;2122920;775686;7871026;-776707;7094319;0;0;0;0;0;1312582;499770;228986;12461204;0;12461204
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42339;37685;421876;6051545;3934818;-178134;3756684;0;0;0;0;0;1275530;265165;274606;12083092;0;12083092
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42339;17261;2002441;1467707;607122;-17461;589662;0;0;0;0;0;6367319;992;22156;10467538;0;10467538
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42339;63050;82488;1751;8628629;-438824;8189805;454;55117;6532;-4155;57948;1738859;44510;2601;10181012;6532;10174480
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42339;2;1528221;7721909;280166;-47;280119;0;0;0;0;0;230480;97;107878;9868706;0;9868706
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42339;8596;1220064;1090996;749988;-273;749716;0;0;0;0;0;6569470;8076;2558;9649475;0;9649475
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42339;92538;504580;3166286;3575377;-161143;3414234;0;0;0;0;0;1255601;312209;141451;8886899;0;8886899
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42339;8450;1060545;5678081;653260;-22790;630470;0;0;0;0;0;607092;11683;33072;8029391;0;8029391
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42339;102502;1910449;685190;2875812;-5149;2870664;0;0;0;0;0;930821;1449748;7374;7956748;0;7956748
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42339;147;674280;2830;6534986;-317146;6217840;510;53452;19479;-3255;70187;404894;36039;23247;7429465;19479;7409985
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42339;4817;351063;822993;5891439;-389122;5502317;0;0;0;0;0;490225;20292;108943;7300651;0;7300651
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42339;61897;821660;1088464;2969078;-181126;2787952;0;0;0;0;0;1938407;43609;36952;6778942;0;6778942
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42339;37754;592420;831342;2878301;-128616;2749685;0;0;0;0;0;1713212;116401;623657;6664471;0;6664471
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42339;1566;790110;1343124;3840235;-71689;3768546;23841;156285;67402;-2798;244730;258656;24420;22971;6454123;67402;6386721
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42339;7795;106121;0;6129055;-234738;5894317;0;0;0;0;0;155156;3178;4668;6171236;0;6171236
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42339;13;2023397;885018;1316731;-78584;1238147;0;0;0;0;0;53032;1693075;51237;5943919;0;5943919
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42339;10907;782567;393238;3914348;-110974;3803374;0;0;0;0;0;158541;55770;599653;5804051;0;5804051
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42339;27395;1823765;0;1278331;-59150;1219181;7406;2021651;3735;-75018;1957774;407248;7307;144406;5587076;3735;5583341
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42339;169858;730100;625776;3319534;-158514;3161020;0;0;0;0;0;326521;137224;118568;5269067;0;5269067
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42339;310;919367;4232788;0;0;0;0;0;0;0;0;109809;1;250;5262524;0;5262524
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42339;3257;340282;176134;4551437;-81992;4469445;6;923;232;-9;1153;177997;62034;10812;5241113;232;5240881
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42339;3559;6723;205858;1988682;-751651;1237031;0;0;0;0;0;3624346;5539;56020;5139077;0;5139077
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42339;288;485243;0;4350597;-223367;4127229;1855;214175;100009;-19328;296710;279226;9767;17654;5216119;100009;5116110
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42339;6905;183394;1208931;3482667;-232648;3250018;0;550;550;0;1100;389399;12768;26395;5078909;550;5078360
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;42339;0;595891;4159439;115186;-27;115159;0;0;0;0;0;134255;15;55365;5060123;0;5060123
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42339;48668;0;433288;1584769;-327807;1256962;0;0;0;0;0;3188325;6115;4639;4937997;0;4937997
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;42339;49049;2059750;687429;0;0;0;0;0;0;0;0;1794115;165;19287;4609795;0;4609795
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42339;5456;0;2695;4502138;-252926;4249213;0;60465;4222;-232;64455;218685;51677;6512;4598692;4222;4594470
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42339;3852;293098;21543;4031855;-245787;3786068;1178;33609;13987;-1558;47216;168128;8319;14333;4342557;13987;4328570
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;42339;1371;0;639973;3548880;-225241;3323639;0;0;0;0;0;246284;3730;33200;4248197;0;4248197
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42339;26184;263147;1498943;1810681;-57075;1753606;237;1825;638;-44;2656;534343;27812;83804;4190496;638;4189858
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42339;114395;205707;608584;1247160;-56883;1190277;0;0;0;0;0;2011744;17412;326;4148445;0;4148445
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42339;4357;398;1482918;2399160;-80693;2318467;0;0;0;0;0;43088;35905;170585;4055719;0;4055719
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42339;79872;585308;644505;2052552;-114963;1937589;0;0;0;0;0;424669;235321;96023;4003287;0;4003287
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42339;239;2163285;1395059;25616;-372;25244;0;0;0;0;0;21464;139725;247641;3992658;0;3992658
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42339;29686;365024;1775522;1130770;-39883;1090887;0;0;0;0;0;421549;75897;37921;3796485;0;3796485
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;;I;2;FLORIANOPOLIS;SC;42339;21;2881936;514662;88004;-298;87706;0;0;0;0;0;3728;161248;142994;3792293;0;3792293
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42339;1334;1184618;809579;2185368;-571828;1613540;0;0;0;0;0;49025;89;35997;3694181;0;3694181
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42339;77167;439700;1014497;1217369;-89234;1128135;0;0;0;0;0;731790;183557;98260;3673107;0;3673107
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42339;30438;1104334;900766;415829;-8711;407118;0;0;0;0;0;1155859;23701;4709;3626925;0;3626925
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;42339;5;3215827;221226;0;0;0;0;0;0;0;0;3360;1527;131467;3573412;0;3573412
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;42339;54261;560283;1626382;0;0;0;0;0;0;0;0;1170899;448;2426;3414698;0;3414698
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42339;19690;0;1049824;1956554;-71068;1885486;0;0;0;0;0;14966;17063;148520;3135549;0;3135549
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;42339;2752;124503;718977;1501338;-52496;1448842;1517;151390;2163;-4142;150929;322246;24156;301069;3093474;2163;3091311
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;42339;4;1642613;1213033;111308;-826;110482;0;0;0;0;0;3914;159;103352;3073556;0;3073556
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42339;8215;671634;1150869;370916;-1552;369364;0;0;0;0;0;822780;985;4419;3028267;0;3028267
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42339;600;288120;222135;1622040;-605827;1016214;0;0;0;0;0;1471709;0;431;2999209;0;2999209
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42339;12217;102255;201948;3094275;-1311191;1783084;230;15564;8032;-230;23596;441290;134879;2843;2702110;8032;2694078
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42339;10009;658028;36053;1222141;-30057;1192084;0;0;0;0;0;569474;60684;35220;2561552;0;2561552
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;42339;7384;321002;141161;1946563;-37037;1909526;-180;3875;2058;-193;5560;166453;4971;5170;2561228;2058;2559170
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42339;575;230786;118025;2116976;-67161;2049815;0;0;0;0;0;51732;64176;8410;2523521;0;2523521
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;;I;2;CUIABA;MT;42339;1;261020;2054649;60431;-34;60397;0;0;0;0;0;65881;13;48443;2490404;0;2490404
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42339;47003;145200;114104;1404320;-534785;869535;0;0;0;0;0;1256259;565;47293;2479959;0;2479959
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42339;698;700600;74618;1318781;-117591;1201190;0;0;0;0;0;340848;72952;76736;2467641;0;2467641
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;42339;10063;3804;549393;1425751;-64945;1360806;0;0;0;0;0;230246;116360;72255;2342929;0;2342929
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;42339;432951;636877;401217;322445;-9719;312726;0;0;0;0;0;427406;22892;10771;2244840;0;2244840
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;42339;1735;264135;70549;1743210;-45629;1697581;162;6235;1839;-162;8074;116353;2946;6285;2167658;1839;2165819
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;42339;3127;566517;571845;662879;-33286;629594;0;0;0;0;0;365160;1050;6699;2143992;0;2143992
BONSUCESSO - PRUDENCIAL;1000080422;b1;;I;2;BELO HORIZONTE;MG;42339;27423;267307;938836;427700;-44425;383275;0;0;0;0;0;192466;13546;304472;2127326;0;2127326
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;42339;44376;143432;972726;481515;-16256;465259;0;0;0;0;0;162992;121656;21360;1931801;0;1931801
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;42339;8618;517;0;1197112;-111927;1085185;0;0;0;0;0;44234;592307;88571;1819432;0;1819432
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;42339;4475;0;527375;9544;-2273;7271;0;0;0;0;0;12453;1222354;15213;1789142;0;1789142
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;42339;111;19257;404277;1282994;-38654;1244340;0;0;0;0;0;13318;72462;21585;1775352;0;1775352
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;42339;2349;436919;417009;927938;-23161;904777;0;0;0;0;0;2968;1204;139;1765365;0;1765365
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;42339;19575;0;138185;1571092;-40071;1531021;10;18756;13115;-375;31506;55450;1166;1196;1778099;13115;1764983
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;42339;37874;6252;0;997658;-65065;932593;0;0;0;0;0;57585;597116;90789;1722210;0;1722210
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;42339;21;397312;1079290;118771;-2683;116088;0;0;0;0;0;10470;86199;17338;1706717;0;1706717
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;42339;0;0;713340;932340;-30736;901604;0;0;0;0;0;9311;71;1486;1625812;0;1625812
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;42339;15270;0;83443;586920;-48569;538352;0;0;0;0;0;40530;866914;66297;1610806;0;1610806
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;;I;3;SAO PAULO;SP;42339;6862;537745;0;1048444;-43164;1005280;0;0;0;0;0;52178;0;0;1602065;0;1602065
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - UNICRED CENTRAL NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;42339;85;0;1479990;99216;-522;98694;0;0;0;0;0;12536;156;5263;1596724;0;1596724
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;42339;10481;0;123;457508;-13324;444183;0;0;0;0;0;25399;995384;27216;1502786;0;1502786
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;42339;476;325866;68938;1048922;-49825;999097;0;0;0;0;0;64629;24902;16842;1500750;0;1500750
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;42339;0;0;338036;1115502;-69589;1045913;0;0;0;0;0;47530;35715;5796;1472990;0;1472990
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;42339;12935;19949;0;833777;-44403;789374;0;0;0;0;0;40247;516834;81046;1460384;0;1460384
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;;I;3;SAO PAULO;SP;42339;4255;266018;475429;451685;-29561;422125;0;0;0;0;0;253329;705;6735;1428595;0;1428595
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;42339;399803;339809;75303;328686;-10403;318283;0;0;0;0;0;225679;21022;23013;1402913;0;1402913
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;;I;2;MARINGA;PR;42339;11323;608202;698576;5100;-45;5055;0;0;0;0;0;3383;94;60494;1387127;0;1387127
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;;I;3;SAO PAULO;SP;42339;22910;150600;471243;2007;0;2007;0;0;0;0;0;728399;3602;7643;1386405;0;1386405
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;;I;2;VITORIA;ES;42339;10;608016;486990;44600;-311;44289;0;0;0;0;0;3696;151138;57761;1351900;0;1351900
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;42339;11480;8300;0;750092;-64538;685554;0;0;0;0;0;37114;526192;68738;1337379;0;1337379
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;42339;5143;4000;309174;611677;-18755;592922;0;0;0;0;0;542;369614;22739;1304135;0;1304135
FATOR - PRUDENCIAL;1000080350;b1;;C;2;SAO PAULO;SP;42339;1064;0;774654;191745;-19660;172085;0;0;0;0;0;128767;998;224248;1301815;0;1301815
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;42339;4370;1007;177919;341399;-54322;287077;0;0;0;0;0;20269;717890;56579;1265112;0;1265112
