Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;41883;13373520;317668458;117849404;622717691;-24673526;598044165;271637;1467374;692987;-48966;2383031;168206638;88418388;24561821;1330505425;692987;1329812437
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;41883;16447562;212646576;173674894;368952708;-23479350;345473358;1254109;14735003;9125388;-402817;24711683;183292077;70681644;48697147;1075624940;9125388;1066499552
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;41883;13336301;103556110;167030008;568696369;-25764156;542932213;0;0;0;0;0;55019284;125835031;11225647;1018934594;0;1018934594
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;41883;335392;4318766;154364229;318296627;-2167669;316128958;0;0;0;0;0;42973307;300273961;16361494;834756107;0;834756107
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;41883;11057873;181334764;165834318;304435772;-21049299;283386473;67496;8522129;4115800;-261021;12444404;89222007;51629367;28096658;823005864;4115800;818890064
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;41883;5047570;56076511;98959850;201687198;-14059884;187627314;48419;6725043;3508299;-96725;10185036;106857667;35471238;20307008;520532194;3508299;517023895
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;41883;2678352;22209148;28506743;56399102;-3807684;52591418;12432;1123980;337420;-37589;1436243;24345834;13003799;4102424;148873961;337420;148536541
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;41883;839041;36462121;37557904;45151600;-1419431;43732169;40823;1477643;888190;-14156;2392500;11943725;1183950;2369484;136480894;888190;135592704
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;41883;1347897;33889358;52088586;15473699;-363936;15109763;0;0;0;0;0;23322879;338727;7951173;134048383;0;134048383
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;41883;150295;11217990;27259328;51497183;-3564880;47932303;18775;1184603;718695;-43906;1878167;10883066;896866;432241;100650256;718695;99931560
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;41883;812846;7119925;21454745;11233797;-830121;10403676;471;152757;10190;-3190;160227;17730606;2824337;886013;61392375;10190;61382185
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;41883;932745;28150;18487337;28096344;-1626861;26469483;267;134694;63829;-7096;191695;5402120;7416131;285744;59213405;63829;59149576
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;41883;154738;9328553;13862370;11797083;-825571;10971512;0;0;0;0;0;2977643;530427;235371;38060615;0;38060615
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;41883;1257657;11754773;11384614;998316;-4321;993996;0;0;0;0;0;10797738;49595;166586;36404957;0;36404957
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;41883;1545474;11020057;8635488;5985853;-444305;5541548;0;0;0;0;0;5391269;68177;1146500;33348512;0;33348512
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;41883;356117;2147907;2622128;2001980;-1860;2000120;0;0;0;0;0;22645252;164088;34616;29970228;0;29970228
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;41883;48816;8735410;3311934;12334572;-17172;12317400;0;0;0;0;0;646240;779465;92851;25932115;0;25932115
