Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2015;8575498;734686;4984665;1044782;543372;388670;192597;152826;118869;415033;0
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/06/2015;7815525;0;5480220;1148039;486971;77521;79326;79914;51702;411833;0
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/06/2015;7767219;1066358;4578257;1819266;196988;59732;12197;5925;4278;24218;0
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/06/2015;6569911;860955;1020397;840810;145747;58812;109865;0;111737;11614;3409973
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/06/2015;6253240;648698;2286783;1376341;1024091;637419;161098;44925;25715;48169;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;01/06/2015;5483675;1897817;1142406;943827;1131897;194767;46632;21893;40643;63792;0
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/06/2015;5399371;500256;1266050;1619728;834513;82220;128182;33320;13307;26024;895771
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/06/2015;5355244;73342;2865603;1545923;585377;157436;55644;8576;8557;54785;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/06/2015;4777068;0;3460788;452713;482008;116815;27426;25396;50970;160952;0
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;01/06/2015;4379773;0;3328141;144136;112654;138777;127147;99602;86351;342964;0
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/06/2015;4334077;1446256;1246435;1230379;261809;48904;28998;20005;9101;42190;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/06/2015;4198548;22281;3613013;86022;76390;56076;66385;49662;61711;167008;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/06/2015;4186768;1990255;879587;579332;239543;160121;55077;89053;31907;161893;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/06/2015;4008086;573449;1074048;1558715;513706;93125;54834;31455;21514;87241;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;01/06/2015;3947890;471420;2651928;382969;319608;65957;15263;9540;6645;24560;0
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/06/2015;3840662;2315926;238935;220510;12794;0;0;0;0;0;1052497
BANCO FIBRA S.A.;58616418;b1;I;2;;8;SAO PAULO;SP;01/06/2015;3838842;142234;514388;1883320;210696;191402;54848;101553;23846;177228;539327
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/06/2015;3809694;1920824;618426;517693;186580;480559;23308;25260;8266;28779;0
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;01/06/2015;3797791;0;2927313;626007;106842;29594;21214;16736;10532;59554;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/06/2015;3785770;1610572;1478513;264083;64076;33294;46262;19563;13796;255612;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/06/2015;3762511;1257712;1535010;730404;63907;66677;43507;7231;5897;52166;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/06/2015;3625600;698135;1395791;1022928;202062;167722;27848;21507;37429;52179;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/06/2015;3515358;545096;1435284;804330;380620;89111;58626;38425;66028;97838;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/06/2015;3325163;3281;1552223;505509;843127;207172;48868;40441;23222;101318;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/06/2015;3272267;0;2975867;25937;61467;16863;9193;14944;8462;159534;0
ORIGINAL;51781;b1;C;2;;199;SAO PAULO;SP;01/06/2015;3081645;108379;1338919;1148914;314732;30902;54653;9797;55907;19442;0
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/06/2015;2930104;2834804;95300;0;0;0;0;0;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/06/2015;2747031;1120512;159739;0;0;0;0;0;0;0;1466780
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;01/06/2015;2444100;0;1576573;129261;118676;109684;85312;72560;69703;282332;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;;14;SAO PAULO;SP;01/06/2015;2257187;NI;1500058;68088;80114;92652;95488;82754;72558;265475;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/06/2015;2159949;57263;895875;707315;206724;93165;15425;4200;4523;32164;143296
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/06/2015;2043513;907063;1023063;79413;21729;2839;0;8638;0;769;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;01/06/2015;1997382;0;1163349;82266;178218;122461;87480;67057;54829;241721;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/06/2015;1986888;54235;1639584;109506;69207;23607;11589;8796;9997;60367;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/06/2015;1965610;1517914;265722;151867;28510;0;0;0;1597;0;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/06/2015;1955109;0;1321881;544479;51476;11827;5302;3633;2931;13579;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/06/2015;1919352;230030;638375;861533;84952;65403;17927;3712;2832;14588;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/06/2015;1915703;660803;592326;382248;169396;26967;5328;8277;11292;59066;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/06/2015;1849211;1513871;6632;253924;31267;20601;0;0;0;22917;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/06/2015;1827732;0;444570;615036;652128;61964;13051;12635;5331;23018;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/06/2015;1815668;0;1367171;266880;92364;37481;11600;6524;4563;29085;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2015;1759114;195630;1329274;84302;65726;18763;15115;13722;7025;29557;0
BANCO RODOBENS S.A.;33603457;b1;I;2;;8;SAO PAULO;SP;01/06/2015;1656165;725693;686515;110321;76244;23203;9226;5797;5111;14056;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/06/2015;1589462;637917;673747;148784;56796;17435;28473;3071;8934;14307;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/06/2015;1583455;1325401;258054;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/06/2015;1564697;0;1085666;247866;94053;30667;9011;20584;23333;53518;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/06/2015;1482549;149485;612896;299005;294103;27446;20347;10866;12580;55820;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;01/06/2015;1220074;0;1147772;18816;10950;12793;7116;3825;7565;11238;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/06/2015;1206094;450321;509965;56591;21096;8384;145017;3685;3444;7590;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/06/2015;1192853;0;302694;469030;194506;65395;49191;41017;7547;63473;0
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/06/2015;1190551;0;606751;341928;103912;120850;1313;206;165;15426;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/06/2015;1162922;563090;172027;184518;103196;66591;14923;26310;1276;30991;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/06/2015;1161268;144031;534425;280944;127935;598;1532;18296;0;32922;20585
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/06/2015;1159776;268808;342335;230544;193137;114667;6666;595;860;2164;0
MIZUHO;51554;b1;I;3;;199;SAO PAULO;SP;01/06/2015;1078018;991710;0;0;0;0;0;0;0;79303;7005
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;01/06/2015;1071499;0;160277;409047;221470;103456;41846;32685;25433;77285;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/06/2015;1070580;61834;643778;214814;79850;17441;8796;14412;7621;22034;0
BES;51482;b2;C;3;;198;SAO PAULO;SP;01/06/2015;1070476;649244;135820;65657;505;0;0;21406;0;13761;184084
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/06/2015;1042488;562404;151354;134167;132349;29971;12699;10369;369;8807;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;01/06/2015;961304;87645;526878;298843;30988;9670;4025;1269;855;1131;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;01/06/2015;918070;105;620659;139370;58132;42146;12525;10603;2698;31831;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;;8;SAO PAULO;SP;01/06/2015;908651;416628;422907;0;0;0;0;0;69116;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;01/06/2015;863814;157696;541080;118102;17277;4238;1339;20223;863;2995;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/06/2015;852808;2877;226411;402175;112690;26923;63471;13539;1704;3017;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/06/2015;817085;0;561985;115080;46917;44617;12724;11203;2822;21737;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;01/06/2015;803017;22501;151886;511185;65725;0;51720;0;0;0;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;01/06/2015;783721;0;635962;70557;33246;11287;6172;4456;3989;18052;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/06/2015;702055;0;290430;163664;130244;47001;21301;10765;6127;32523;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;;8;SAO PAULO;SP;01/06/2015;690279;37472;652807;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/06/2015;673976;36414;265004;258474;73994;16219;9326;944;1192;12409;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/06/2015;673955;217107;103630;182488;108859;1890;14452;1239;5070;39222;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/06/2015;664350;6193;170008;322164;102644;14108;8316;2853;997;37067;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;;9;CHAPECO;SC;01/06/2015;649484;15132;306507;198696;68978;25894;8700;10294;3009;12275;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/06/2015;626298;0;302142;139343;70145;46319;26853;11347;5444;24705;0
DACASA FINANCEIRA;51891;n1;C;2;;197;VITORIA;ES;01/06/2015;600600;NI;390601;31357;25181;20536;17954;19126;16156;79689;0
BANCO BONSUCESSO S.A.;71027866;b1;I;2;;8;BELO HORIZONTE;MG;01/06/2015;600017;222;355335;99630;33048;41973;11369;14381;214;43846;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;01/06/2015;598988;41731;488526;14744;25153;4103;12867;410;260;11193;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;;9;PALOTINA;PR;01/06/2015;591660;1;364232;124815;26782;34072;13018;9347;3182;16211;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/06/2015;588657;124997;194402;137523;83319;9602;14415;9929;294;14175;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;;9;RIBEIRAO PRETO;SP;01/06/2015;585236;6400;448302;27706;50013;11156;9832;2493;9746;19590;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;;8;GUARULHOS;SP;01/06/2015;551075;442;6567;260166;227351;14413;7470;7570;5671;21424;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/06/2015;550142;15987;273733;187700;24601;22021;9089;1929;6733;8348;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;01/06/2015;549840;22;156513;313319;61752;13205;1320;1086;871;1752;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;01/06/2015;548848;0;258488;157350;53514;42195;11424;9627;2843;13407;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;01/06/2015;529731;10347;202206;247596;35797;10901;2417;1667;1806;16993;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/06/2015;522064;29921;340386;117421;18153;3716;2642;618;834;8373;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;;9;SORRISO;MT;01/06/2015;516133;0;111898;265695;41993;37691;19364;11055;5018;23419;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/06/2015;504084;0;287650;120361;53702;18174;6729;4751;2696;10022;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;I;2;;9;LONDRINA;PR;01/06/2015;500482;0;269493;193411;27785;2658;2303;1455;1748;1630;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/06/2015;491668;5;235735;129054;65177;26289;11148;8066;2973;13221;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;;9;CANARANA;MT;01/06/2015;483383;0;173041;176671;71101;30178;12139;7319;2329;10605;0
BANCO MODAL S.A.;30723886;b1;I;2;;8;RIO DE JANEIRO;RJ;01/06/2015;480601;13106;187781;139849;129790;0;0;0;9839;237;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88038260;b3S;I;2;;9;CRUZ ALTA;RS;01/06/2015;471959;0;184801;120017;81523;51396;9433;6721;3800;14268;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;;9;ITAQUI;RS;01/06/2015;456534;0;113204;172281;83310;56928;8827;6433;3160;12391;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/06/2015;449810;0;215381;141093;63616;9468;2904;2217;10151;4980;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/06/2015;447769;6;168643;167874;42112;31086;18615;8350;2885;8197;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/06/2015;442079;27564;238789;129991;10591;14954;8081;1851;906;9351;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DO LITORAL E NORTE CATARINENSE LTDA;74114042;b3S;I;2;;9;ITAJAI;SC;01/06/2015;441911;0;240819;149072;26504;13634;3193;2526;2646;3518;0
BANCO RANDON S.A.;11476673;b1;I;2;;8;CAXIAS DO SUL;RS;01/06/2015;437168;17340;320288;60997;29624;683;6437;50;31;1717;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;;9;SANTA MARIA DE JETIBA;ES;01/06/2015;435942;9874;143315;204901;33158;15629;10447;1595;475;16548;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;I;2;;9;GUARIBA;SP;01/06/2015;429038;33872;360047;15605;8871;8495;21;1456;184;487;0
BANIF;20255;b1;C;3;;199;SAO PAULO;SP;01/06/2015;426756;0;44682;44651;60341;27169;114943;103297;16107;15566;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NORTE MATO-GROSSENSE - SICREDI NORTE MT;37442605;b3S;I;2;;9;COLIDER;MT;01/06/2015;421247;0;168126;131976;60015;36843;7050;3827;3045;10365;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;I;2;;9;RIO VERDE;GO;01/06/2015;419081;0;3599;341109;68617;3420;416;24;35;1862;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;01/06/2015;418902;150216;267438;1;1244;0;2;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO JURUENA - SICREDI UNIVALES MT/RO;70431630;b3S;I;2;;9;JUINA;MT;01/06/2015;415393;0;190856;124168;56467;18506;6541;4250;3272;11334;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;;8;SAO PAULO;SP;01/06/2015;409754;7538;303442;31400;0;0;0;0;0;67374;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;01/06/2015;409607;19926;127417;208230;25289;4945;9185;2280;2794;9541;0
BANCO SEMEAR S.A.;795423;b1;I;2;;8;BELO HORIZONTE;MG;01/06/2015;401075;0;251160;60619;21528;12956;10117;7536;6997;30162;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;I;3;;8;BARUERI;SP;01/06/2015;397678;100067;85647;140729;44573;16400;938;3946;1472;3905;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;01/06/2015;393541;4233;139061;102180;113829;30209;1221;233;735;1840;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO;36900256;b3S;I;2;;9;CUIABA;MT;01/06/2015;389582;0;210540;103456;33120;13378;15219;3900;637;9332;0
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;01/06/2015;387055;0;276217;55978;37727;2222;2333;5357;2184;5037;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;;9;CAMPO VERDE;MT;01/06/2015;383364;0;87569;106984;98200;51489;15494;6617;1577;15434;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;;14;SAO PAULO;SP;01/06/2015;379847;0;167942;76181;93727;28289;4821;2553;1441;4894;0
