Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BB;49906;b1;C;1;;199;BRASILIA;DF;01/06/2015;390069877;1353184;13229259;24137039;28248959;13334914;3028740;120429;83452523;52352;1335907;3771535;12789812;15051059;19142487;5034483;57177634;226828;3072288;823810;3803;0;0;7282;4134011;597160;8932434;1819730;191605;248548;609274;226471;12625222;150583;6187988;10317466;188539;17695;997;0;16863268;688946;3734704;8549940;11578184;12828522;9103240;90727;46574263;549258;7564376;18241548;25069947;11939766;17542620;8723897;89631413;99046;3788379;6926636;2051838;1201055;2117656;15849;16200458;5132;171134;1286530;3360546;517047;25870;0;5366259;58044825
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;I;1;;4;RIO DE JANEIRO;RJ;01/06/2015;356971822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259329;12249093;35028821;81777179;67222624;134807605;25028446;356373098;332;28225;83524;194982;135937;155723;0;598724;0;0;0;0;0;0;0;0;0
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/06/2015;322595051;1515321;8392823;13424477;12825861;3515231;534460;5965;40214137;55810;1318553;4803239;5077238;1174716;40886;0;12470442;800329;9588351;432855;0;0;0;0;10821535;167409;11315322;1770242;58841;1180;0;0;13312994;83706;2518173;4440075;3360193;866875;398149;0;11667171;1172909;2329772;2640180;2368578;622311;142646;0;9276395;228282;3963375;10035129;15288324;6678817;5230188;362061;41786177;4852;1889204;3461247;990473;416405;123467;0;6885648;3757;695476;2976014;4996883;658816;1141741;14525;10487212;165673338
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/06/2015;264213640;1074682;8413907;14647601;14575931;3300141;325564;0;42337827;182813;1827036;3733175;3676471;454768;44083;25;9918372;649262;9695625;2506966;1180;0;0;0;12853033;311844;8070092;1183276;409481;273261;11694;0;10259647;147318;4024220;8056547;6157202;3278777;289182;0;21953246;914224;2829830;1850177;2571182;878217;240329;6024;9289983;150339;3227954;7743022;12040413;4629402;3510325;398308;31699763;12830;1358471;1990921;791004;1757558;497173;0;6407956;18496;285625;1634013;8015473;4315269;3542092;249980;18060949;101432864
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/06/2015;181249921;3462852;6606451;14905237;24871412;8511101;0;0;58357053;2069659;548896;1357646;3366682;1865937;643;3;9209467;807207;1156982;3983777;78811;9478;0;0;6036255;124731;1212736;84896;0;0;0;0;1422363;107957;451027;3042162;3006795;4919004;3691485;0;15218430;557858;2185640;1360967;77239;8501;5464;0;4195668;351602;4188393;10497428;16965497;10716184;25408197;7681742;75809043;0;0;0;0;0;0;0;0;55740;4267909;3103150;2736973;409410;416210;12251;11001643;0
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/06/2015;132382161;1072583;7750181;13191241;9004040;3146031;866095;260073;35290244;74220;853254;1874438;2121036;423668;867686;603921;6818223;372500;5237422;1509278;369509;151632;67157;330;7707828;79865;11796829;4045312;175855;595598;5660;647;16699766;136880;3354048;5541053;2250661;435361;161867;0;11879870;457117;848768;1238454;1852788;712720;270602;53820;5434270;103203;1811810;2987353;4951681;1858975;1713517;0;13426540;15111;535111;1062120;225647;83057;13476;0;1934522;39195;580332;3125200;3878284;175828;1541778;2151;9342767;23848130
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;01/06/2015;47442312;153127;4532011;4789505;3998834;789107;65193;0;14327778;15259;692556;1032998;706166;102313;7029;0;2556321;78280;1447490;117100;11968;0;0;0;1654839;5456;2478098;274647;4288;50;58060;0;2820598;24738;1620614;1957022;1055508;1018512;686878;0;6363274;53078;46090;116583;31800;22140;11070;0;280760;50936;840102;2199906;2671406;840634;525687;64;7128735;3313;148833;141953;13761;8659;599;0;317118;0;4204;44149;266521;16916;0;0;331791;11661099
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/06/2015;47433315;353763;3703150;4424685;3357083;503280;36878;0;12378838;9437;210367;475129;572077;81625;105;0;1348741;106169;1491121;847574;51751;123;0;2001;2498740;72323;3997400;647852;14268;1233;668;1284;4735028;111990;2474597;3895770;1524701;162408;13091;10234;8192791;228931;429712;51373;96158;68195;41967;1906;918243;14321;893567;979044;1315363;372417;168906;0;3743618;8840;970750;1919111;376968;34743;8748;0;3319160;7731;363702;612700;420209;23803;2636;0;1430782;8867375
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/06/2015;16821454;78646;529822;1103997;1253022;427039;148444;0;3540970;32731;205649;472019;462859;22674;6;0;1195938;0;5347;0;0;0;0;0;5347;392;95228;14748;0;0;0;0;110369;256014;470433;1144063;1105264;1229815;5063;996;4211647;236483;278261;183420;430;77024;426445;316082;1518145;18647;278431;622033;988921;624394;740158;0;3272583;797;75946;124792;72322;43210;7289;0;324356;0;0;0;0;0;0;0;0;2642099
BTG PACTUAL;49944;b1;C;2;;199;RIO DE JANEIRO;RJ;01/06/2015;16133071;889641;705712;1503604;687917;234474;265287;230065;4516700;0;0;0;0;0;0;0;0;0;2552;14785;461;0;0;0;17798;6104;170691;509814;301784;121912;45399;155;1155858;139768;487668;1217830;825126;123053;53066;0;2846511;856;5435;11890;23146;19085;47507;0;107919;0;3247;6360;54068;105848;567143;1292146;2028811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5459474
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;01/06/2015;14589494;123727;1055417;2114828;2426834;683406;46101;0;6450313;2640;25541;54686;66708;8325;116;0;158016;84281;899683;581151;10822;0;0;0;1575937;26028;401797;126935;347;0;0;0;555106;38957;792133;710689;11876;6852;2649;0;1563155;95954;133885;285537;244381;109446;76433;6;945643;15510;157615;370089;665360;306326;328081;31;1843011;17556;178184;223065;84163;43469;44227;0;590665;158;25095;78187;410464;190991;6683;0;711578;196069
ABC-BRASIL;41856;b1;C;3;;199;SAO PAULO;SP;01/06/2015;12621016;0;0;0;0;0;0;0;0;0;4086;43587;44956;13579;0;0;106208;2783;155813;50533;0;0;0;0;209129;579;228179;42081;0;0;0;0;270839;4854;336730;813539;433182;24526;0;0;1612832;64395;981690;1359778;1430633;97739;11589;15;3945839;1339;112162;357601;503582;230364;155879;0;1360927;0;144569;294580;302247;83580;110104;0;935079;0;0;0;0;0;0;0;0;4180163
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;01/06/2015;12591186;3990;36264;102644;177789;45867;16;0;366570;16177;336835;627492;482906;32594;52;0;1496056;0;0;0;0;0;0;0;0;40346;536576;1463437;36078;6807;0;0;2083245;0;0;0;0;0;0;0;0;0;55342;0;0;0;0;0;55342;113343;958521;2465678;3936232;1050420;65780;0;8589974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;01/06/2015;11937300;177171;770436;1015267;636330;411360;789;0;3011354;1348;68830;127401;107940;3255;0;0;308775;5830;258490;381314;0;0;0;0;645634;21790;1819518;241123;27129;0;0;0;2109560;42938;854100;2230423;681455;45938;0;0;3854854;160743;147468;5727;0;0;0;0;313938;628;91900;84900;187690;2806;0;0;367924;0;236577;1012535;76149;0;0;0;1325262;0;0;0;0;0;0;0;0;0
MERCEDES-BENZ;51262;b2;C;3;;198;SAO PAULO;SP;01/06/2015;10178735;12130;36541;91751;147809;37035;19;0;325286;11765;94954;251706;302050;57737;67;0;718278;0;0;0;0;0;0;0;0;0;1263431;143090;0;0;0;0;1406522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69905;769056;2064474;3397093;1152065;276057;0;7728649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;01/06/2015;9428806;92765;297747;727443;926105;58608;21664;74526;2198858;31678;136971;354743;284474;119683;205043;2360;1134952;20186;69129;135763;891;0;0;0;225969;13652;45701;5375;1;0;0;0;64729;649;399935;562525;1128;0;0;0;964236;187840;75715;47266;107833;62280;217081;86082;784097;2967;106620;326008;731434;628584;1667308;349166;3812088;73895;3278;16504;14385;18106;117709;0;243877;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/06/2015;8644276;0;0;0;0;0;0;0;0;399;1069;59098;79133;907;604;0;141210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30355;224642;544669;1319601;1137370;1393185;53152;4702974;5329;248385;362125;921509;954092;1308103;551;3800092;0;0;0;0;0;0;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/06/2015;7794981;0;26702;43830;0;0;0;0;70532;511;2602;6612;10441;1151;29;0;21347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22813;40336;0;0;0;0;63149;0;205401;652525;280607;26169;108352;24;1273077;77;31266;88203;208401;163031;187599;0;678577;0;2080799;3030683;553491;18091;5235;0;5688299;0;0;0;0;0;0;0;0;0
BIC;32119;b1;C;3;;199;SAO PAULO;SP;01/06/2015;7397406;204929;1017330;1232168;939688;159578;7050;0;3560743;17011;86867;126425;81051;2273;0;0;313627;12146;41443;8833;0;0;0;0;62423;513;292;0;0;0;0;0;804;61021;585381;1072642;122823;13781;0;0;1855648;210564;112779;135468;161513;55532;2733;35078;713667;0;0;0;0;0;0;0;0;627;35732;50724;0;0;0;0;87082;0;0;0;0;0;0;0;0;803411
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/06/2015;7129738;2;6964;19943;24666;5084;554;0;57212;32;6558;17217;33868;10962;32;0;68668;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6991;52103;579030;357188;1909;4166;0;1001388;96;11460;35657;97723;100936;61829;0;307701;0;1262336;2560238;1534452;256663;81076;0;5694766;0;0;0;0;0;0;0;0;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/06/2015;5966189;8308;13524;95998;145057;109482;49679;72;422118;0;0;0;0;0;0;0;0;0;6076;32334;0;0;0;0;38410;0;9725;7095;0;0;0;0;16820;48166;1132136;2422271;880381;268135;21468;0;4772557;3471;45503;30072;30763;169299;0;0;279108;0;8302;20421;18987;34;6;0;47750;31;19046;42191;121641;116177;90339;0;389425;0;0;0;0;0;0;0;0;0
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/06/2015;5880385;1047;24586;158672;323476;54818;0;0;562599;0;3402;78802;137485;53787;268936;268884;811295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195554;136647;225026;226274;42248;0;825749;35281;92089;132629;2154;2248;6369;0;270769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3409973
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;01/06/2015;5540651;35786;556661;972118;733725;60617;153;0;2359060;614;7364;8971;7640;1268;1;0;25859;54676;868703;410975;3709;0;0;0;1338062;5519;391742;52627;663;0;0;0;450552;15205;331065;438468;34644;0;0;0;819382;5985;28736;52895;18509;0;0;0;106126;2880;42568;110900;115379;30805;5582;0;308114;0;7343;34175;8012;0;0;0;49530;0;0;0;0;0;0;0;0;83967
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;01/06/2015;5302005;39737;118014;394163;387785;36269;108132;0;1084100;6720;36342;106608;285776;183318;39816;0;658580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;240;461;613;12;12;0;1555;24184;173816;353666;948120;818339;974843;0;3292968;3797;24027;58928;67772;38149;72042;88;264803;0;0;0;0;0;0;0;0;0
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/06/2015;5062272;15412;634045;683829;671071;175257;20008;0;2199622;0;0;0;0;0;0;0;0;0;0;8131;0;0;0;0;8131;0;664;642;0;0;0;0;1305;8111;250088;251602;167759;0;0;0;677561;6019;33636;53070;57718;44492;17633;0;212568;398;94474;171060;328082;142110;92072;0;828196;1316;68827;112650;60487;2908;0;0;246188;0;0;0;0;0;0;0;0;888700
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/06/2015;4755129;697;297332;879611;370350;36732;0;0;1584722;2205;143037;278510;204977;12573;1;0;641303;0;105247;113015;0;0;0;0;218262;0;450124;338387;4118;141;0;0;792770;0;86965;94845;0;0;0;0;181810;0;1179;2987;6616;3363;107;0;14252;1494;105038;282679;599433;201780;129957;0;1320379;0;324;840;421;45;0;0;1631;0;0;0;0;0;0;0;0;0
