Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/06/2015;7611083;19333;349909;887351;1953978;879767;275780;0;4366119;18122;287174;511357;636169;146645;13030;0;1612496;2947;21335;54844;83302;15076;6;0;177511;721;24711;53106;137854;129530;173817;0;519739;6;2455;193;0;0;0;0;2654;13884;140423;73770;76149;53074;60278;101;417679;16785;47704;167194;101448;39235;13491;129030;514886;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/06/2015;7591373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31922;951766;1429176;1466903;545999;346661;0;4772428;50941;346278;730549;1061803;520482;108893;0;2818945;0
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;01/06/2015;7282400;6255;149868;412425;730967;345073;107726;0;1752314;2367;125629;143104;152284;32992;11430;0;467806;31021;541058;1269419;1461105;146518;33;0;3449152;33;119;543;886;516;968;0;3064;2574;92514;21277;22;0;0;0;116387;276;14711;26233;19520;8643;1173;0;70556;2613;1051093;233393;44506;4012;509;0;1336125;86995
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/06/2015;6465944;34328;345077;1041537;1901324;794784;200743;0;4317793;46;1651;3983;119;0;0;0;5800;278;464;429;12;0;0;0;1183;0;0;0;0;0;0;0;0;184928;1321343;485630;32314;0;0;0;2024215;0;0;938;0;0;0;0;938;20503;31362;47265;16885;1;0;0;116016;0
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;01/06/2015;6223696;30903;392864;1084112;2033718;1073735;410709;0;5026042;10158;61388;76145;51444;7036;23;0;206195;34211;127565;285356;317814;28145;4;0;793095;0;0;0;0;0;0;0;0;3503;17919;558;2;3;0;0;21984;0;0;0;1538;0;0;0;1538;1336;126171;29487;11771;1490;4535;51;174842;0
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;01/06/2015;5512490;11264;33409;72103;94667;20193;47;0;231682;31685;147341;270151;430837;73684;0;0;953697;569;1478;2140;0;0;0;0;4186;612;14052;33590;87354;80917;324142;256374;797042;228292;2357930;484726;139593;257;0;0;3210799;0;30380;29287;0;0;0;0;59667;45922;188207;13109;7792;388;0;0;255417;0
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2015;5123880;62059;385506;959292;1402435;433923;65815;0;3309029;40693;177409;413793;493860;101333;6970;0;1234058;3446;17822;39965;38762;1996;0;0;101992;10;305;812;1393;1243;876;0;4640;20944;107023;0;0;0;0;0;127967;0;10116;22578;11258;21964;13923;0;79839;47550;84530;94967;30427;7599;1283;0;266356;0
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/06/2015;5119197;126545;251591;603645;772541;186692;54388;203;1995604;2435;9678;58844;48527;434;219;0;120136;104039;231249;474219;429394;36219;0;0;1275119;0;0;0;0;0;0;0;0;146543;1529028;6303;1457;120;0;0;1683453;0;0;0;0;0;0;0;0;320;996;2447;6772;7216;26947;187;44885;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/06/2015;5025960;0;227;649;1107;508;151;0;2643;0;2047;270;251;87;0;0;2655;0;6613;18463;44472;30550;31153;0;131251;0;511;1129;3067;2955;12234;9277;29173;0;0;0;0;0;0;0;0;0;157779;635386;1377145;1229426;1397135;0;4796870;2659;8317;20629;27319;4362;81;0;63368;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;01/06/2015;4425473;523;13439;36579;60583;22162;1156;7;134449;3817;7635;18449;16934;275;4;0;47115;0;0;0;0;0;0;0;0;0;2;5;14;14;68;140;243;4479;24191;7182;14;0;0;0;35865;493589;29300;9425;5726;20426;658319;0;1216785;50904;1838808;1049887;42798;6919;1702;0;2991016;0
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;01/06/2015;4379773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;799273;2527932;955623;96899;23;23;0;4379773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/06/2015;4006807;1700;7323;20303;19941;2636;6;0;51908;243;2041;4621;2102;194;0;0;9201;5661;64914;157336;183212;18325;13;0;429462;0;0;0;0;0;0;0;0;327673;2385602;537929;258225;6790;6;0;3516225;0;0;0;0;0;0;0;0;0;1;5;6;0;0;0;12;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/06/2015;3889487;0;0;0;0;0;0;0;0;310;555;1810;2204;1612;1593;0;8085;215;204;267;4;0;0;0;689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59610;321530;885137;1599855;811202;200873;0;3878207;150;171;938;1118;128;0;0;2506;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/06/2015;3809939;0;0;0;0;0;0;0;0;1666;2472;30991;46937;3591;767;0;86424;438;3333;23551;32224;1448;0;0;60993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42918;21189;833178;1109911;887613;364020;0;3258829;1669;35;120066;225148;55176;1599;0;403693;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/06/2015;3276500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12707;115657;341597;758954;793815;1163230;185;3186146;2451;4450;13277;27611;20171;22395;0;90354;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/06/2015;3203695;3996;149344;580359;991464;393877;125938;0;2244977;21564;187984;345220;275333;45440;3576;9;879126;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;10;10987;39152;10331;94;0;0;0;60564;0;143;2391;334;354;3325;0;6547;8042;2071;2359;0;0;0;0;12472;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/06/2015;3176517;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;4;57320;601766;1243155;1174788;99471;12;0;3176513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/06/2015;3103252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;847;2010;1623;78;0;0;4726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27616;71836;666668;1146548;729545;277809;0;2920022;9798;40441;47732;59259;15874;5399;0;178503;0
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;01/06/2015;3083244;16499;233075;630097;1177749;594270;172963;0;2824653;12643;74201;70607;5105;5;0;0;162562;1;2;1;0;0;0;0;4;0;0;0;0;0;0;0;0;3296;6428;0;0;0;0;0;9724;0;0;0;0;0;0;0;0;12481;9150;12604;17151;11653;21149;2114;86302;0
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/06/2015;3012090;4788;170000;428160;705470;279618;73871;0;1661907;162;71412;60980;22680;2086;30;0;157350;5841;230638;511076;411575;29850;24;0;1189003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;505;893;265;4;0;1825;0;1961;43;0;0;0;0;2004;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;01/06/2015;2797234;NI;NI;NI;NI;NI;NI;NI;NI;0;127;281;126;0;0;0;535;15736;443457;1092279;1130750;99270;160;0;2781652;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;224;2625;6049;5858;290;1;0;15047;NI
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/06/2015;2782997;1107;30004;80343;163455;71241;2452;0;348604;78;3624;8997;19542;7838;2612;0;42691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26066;248544;679249;236;3;0;0;954098;0;46203;149718;311920;280158;343384;89;1131472;1036;32612;79705;124967;67226;585;0;306131;0
BTG PACTUAL;49944;b1;C;2;;199;RIO DE JANEIRO;RJ;01/06/2015;2586390;0;0;0;0;0;0;0;0;1414;129100;282044;477509;3672;0;0;893740;0;0;0;0;0;0;0;0;0;20;10;0;0;0;0;30;0;0;0;0;0;0;0;0;18;0;4167;6195;5473;30444;0;46297;835;61721;35769;11149;2280;571;0;112324;1534000
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;01/06/2015;2444100;711;516;1511;859;2;0;0;3600;114597;148302;95034;478;0;0;0;358411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465141;1230934;384781;1234;0;0;0;2082090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/06/2015;2345121;4182;86247;251027;450432;187422;28154;0;1007465;6383;42356;97445;86706;6608;41;0;239540;2338;14602;37085;50862;6318;2;0;111205;85;2237;5782;15008;14416;63157;56134;156819;22569;198784;675;0;0;0;0;222027;6832;28833;207431;93753;29723;1021;0;367592;17053;97916;58360;50876;10193;6052;23;240473;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;;14;SAO PAULO;SP;01/06/2015;2257187;558;2297;6292;1216;0;0;0;10363;385127;222731;140729;2556;0;0;0;751142;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;0;673683;544278;7050;0;0;0;1225011;NI;NI;NI;NI;NI;NI;NI;NI;34287;146159;78576;11649;0;0;0;270671;NI
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;01/06/2015;1997382;0;0;0;0;0;0;0;0;453282;1011373;530940;1788;0;0;0;1997382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/06/2015;1704102;1;184;682;893;12;0;0;1772;7721;106005;87154;60779;7654;6323;0;275637;785;12968;32173;44130;5131;7;0;95193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20858;403659;600716;111855;7161;1019;0;1145268;3522;110202;63284;7376;1527;320;0;186232;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/06/2015;1467154;7045;79055;192270;270949;86548;14087;0;649954;42969;40389;38951;4978;61;0;0;127348;29209;124914;268024;256021;11684;0;0;689852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/06/2015;1433016;0;0;0;0;0;0;0;0;6083;68776;172477;297267;168915;115810;0;829329;0;0;0;0;0;0;0;0;294;3034;9640;25103;24340;104792;85032;252236;0;231230;0;0;0;0;0;231230;1196;5567;12079;24295;11922;12779;0;67839;2363;13867;35692;460;0;0;0;52382;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/06/2015;1395646;6;324;841;643;0;0;0;1814;7434;121119;293426;348822;43290;467;0;814559;2791;24272;63997;76380;4541;9;0;171990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5892;91647;178196;119101;12028;420;0;407283;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2015;1369665;6076;68790;193920;289878;109099;24270;0;692033;813;27806;23445;356;57;17;0;52494;0;0;0;0;0;0;0;0;2139;8966;20564;56053;54470;219427;21250;382869;78;1001;415;910;408;0;0;2813;0;0;0;0;0;0;0;0;2176;9803;20067;59966;61887;85556;0;239455;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/06/2015;1334912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10183;200662;515708;568035;40319;4;0;1334912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/06/2015;1276969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18;46;48;71;0;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6713;33688;130410;320792;300730;481655;998;1274986;134;38;722;508;240;151;0;1794;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;01/06/2015;1219194;279;26148;92494;142251;125852;45357;0;432381;6315;52397;163760;264748;227320;72273;0;786812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BIC;32119;b1;C;3;;199;SAO PAULO;SP;01/06/2015;1194439;10119;79884;215561;342197;111888;23245;0;782893;2302;4867;9238;12752;1162;79;34;30435;8808;38958;93065;129628;15490;218;41;286208;0;51;133;313;294;1124;322;2236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;433;14700;30242;24213;19410;3668;0;92667;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/06/2015;1119877;0;0;0;0;0;0;0;0;2726;30590;52982;63393;25353;5752;0;180795;56;955;2369;3114;384;0;0;6877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8301;66762;330725;351071;3157;24005;0;784020;3117;36987;45672;26112;26004;10293;0;148185;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/06/2015;1095500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3202;46902;121172;253806;248449;314174;98742;1086446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;261;719;1698;1449;4147;652;9054;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/06/2015;1087163;0;0;0;0;0;0;0;0;0;16292;85304;0;0;0;0;101596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14857;85174;719312;166225;0;0;0;985567;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/06/2015;1079477;313;2169;5014;5281;817;1;0;13595;4148;24751;57624;67844;21280;3019;0;178666;33;116;232;267;1;0;0;649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42765;116600;162833;295628;97773;86370;0;801968;5526;61006;17841;225;0;0;0;84599;0
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;01/06/2015;1055408;0;0;0;0;0;0;0;0;33827;99370;119926;34427;1479;0;0;289028;31869;100253;226797;257751;18573;0;0;635244;0;0;0;0;0;0;0;0;58006;57019;14791;1321;0;0;0;131137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;01/06/2015;953368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1914;5892;5069;11;0;0;12886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;180635;606550;15823;15843;5594;0;824551;648;26570;59843;10147;4615;14108;0;115931;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/06/2015;877964;19;1854;5003;9011;2685;358;0;18929;10641;35787;91730;79997;19400;1845;0;239400;721;3854;10940;14001;914;0;0;30431;0;0;0;0;0;0;0;0;3774;16740;3391;2;0;0;0;23907;6008;47272;186466;20378;1556;0;0;261679;29437;84527;183471;3267;858;556;1501;303617;0
BANCO FIBRA S.A.;58616418;b1;I;2;;8;SAO PAULO;SP;01/06/2015;875356;3772;13212;22319;11817;535;0;0;51655;1451;2336;2006;362;0;0;0;6155;35026;89285;166285;59849;0;0;0;350445;0;0;0;0;0;0;0;0;3778;688;1;0;0;0;0;4467;0;4234;0;0;0;0;0;4234;6522;184375;201506;57099;3930;18;0;453450;4951
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/06/2015;835135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10534;13662;89147;234094;236983;240343;0;824762;249;1310;3130;4380;924;379;0;10373;0
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/06/2015;689526;0;0;0;0;0;0;0;0;76457;251260;319629;2180;40000;0;0;689526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/06/2015;680309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1320;86436;248877;333940;9699;38;0;680309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;01/06/2015;676487;786;4821;10974;8840;19;0;0;25439;122;11065;7373;2979;235;0;0;21774;14836;91669;217490;279323;25956;0;0;629274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
