Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;01/06/2015;12935240;3557270;696;259307;0;19865;4501141;18465;0;7244;25806;0;0;348097;39;4197310
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;01/06/2015;12820941;11301223;0;77684;0;1192923;242513;0;0;0;0;0;0;0;6599;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;01/06/2015;11920776;8568695;4145;2437465;0;0;0;0;0;458385;1531;0;487;449789;278;0
BANCO DAYCOVAL S.A.;62.232.889;b1;I;2;;8;SAO PAULO;SP;01/06/2015;11764347;7250847;0;12572;0;16922;2376315;1179460;85262;0;0;0;1216;666415;91371;83967
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;01/06/2015;10721894;9798048;0;923823;0;0;0;0;0;0;0;0;0;0;23;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;01/06/2015;10715424;10710101;0;0;0;0;0;0;0;0;0;0;0;0;5323;0
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;01/06/2015;10596351;7195982;0;17168;0;2410456;559263;0;0;0;0;0;0;6130;407352;0
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;01/06/2015;9912735;9253366;30516;360568;0;0;169972;0;0;0;0;0;0;0;98313;0
BRB;31.976;b1;C;1;;199;BRASILIA;DF;01/06/2015;9386922;7856086;837514;101454;0;570520;0;0;0;10096;0;0;0;0;11253;0
BIC;32.119;b1;C;3;;199;SAO PAULO;SP;01/06/2015;8591845;1919880;23650;0;0;0;4424185;0;1372817;19996;0;0;0;0;27906;803411
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2015;8575498;6476248;80494;0;0;246754;1549558;0;0;0;0;0;0;0;222444;0
BMG;30.290;b1;C;2;;199;SAO PAULO;SP;01/06/2015;7815525;5579187;0;0;0;40212;1983198;0;0;0;0;0;0;37300;175628;0
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;01/06/2015;7767219;5550956;0;214623;0;8533;1819039;0;0;0;0;0;0;133721;40347;0
CREDIT SUISSE;30.771;b1;C;3;;199;SAO PAULO;SP;01/06/2015;6569911;677869;11614;0;8120;0;1764613;0;0;0;697721;0;0;0;0;3409973
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;01/06/2015;6253240;6240977;0;12262;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;;5;BELO HORIZONTE;MG;01/06/2015;5483675;2451654;13671;1318206;0;148;211952;267880;27317;189055;593986;0;15329;394468;9;0
PINE;50.304;b1;C;2;;199;SAO PAULO;SP;01/06/2015;5399371;1441547;5358;158565;0;8724;2244526;85494;0;0;257819;0;0;301386;181;895771
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;01/06/2015;5355244;4678140;1152;33564;642064;0;0;323;0;0;0;0;0;0;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;01/06/2015;4777068;4635772;0;66253;0;69759;5284;0;0;0;0;0;0;0;0;0
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;01/06/2015;4379773;3684820;0;0;0;0;0;0;0;0;0;0;0;0;694953;0
BANCO FIDIS S/A;62.237.425;b2;I;3;;8;BETIM;MG;01/06/2015;4334077;4206850;0;0;0;98497;28726;0;0;0;0;0;0;0;4;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;01/06/2015;4198548;4045102;0;0;0;0;0;0;0;0;0;0;0;0;153446;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;01/06/2015;4186768;2766153;247699;19045;0;4255;814133;0;0;10430;0;0;0;295811;29241;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;;8;CURITIBA;PR;01/06/2015;4008086;3816532;0;191552;0;0;0;0;0;0;0;0;0;0;2;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;;8;SAO PAULO;SP;01/06/2015;3947890;3947269;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;621;0
DEUTSCHE;51.183;b1;C;3;;199;SAO PAULO;SP;01/06/2015;3840662;2281992;0;0;0;0;219428;0;286745;0;0;0;0;0;0;1052497
BANCO FIBRA S.A.;58.616.418;b1;I;2;;8;SAO PAULO;SP;01/06/2015;3838842;1442153;0;1486;0;628998;1212456;0;0;0;0;0;0;0;14423;539327
BANCO IBM S.A.;34.270.520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/06/2015;3809694;476102;0;0;0;0;3198970;0;0;0;0;0;0;134622;1;0
J.MALUCELLI;30.881;b1;C;2;;199;CURITIBA;PR;01/06/2015;3797791;3090208;0;11877;0;2290;484940;26712;0;54249;0;0;0;34844;92672;0
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;01/06/2015;3785770;3204864;0;0;0;88328;470153;0;0;0;0;0;0;0;22425;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;;2;BELEM;PA;01/06/2015;3762511;1554329;460348;381404;0;492449;807966;11295;689;30017;0;0;22;21072;2919;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;01/06/2015;3625600;2498782;33066;772588;0;0;0;261771;0;810;1479;0;0;57097;7;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;;8;SAO PAULO;SP;01/06/2015;3515358;3380468;0;54611;0;0;54633;0;0;0;0;0;0;25645;1;0
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;01/06/2015;3325163;3308896;0;0;0;0;0;0;0;0;0;0;0;0;16267;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;01/06/2015;3272267;3259322;10;0;0;583;0;0;0;3910;0;0;0;0;8442;0
ORIGINAL;51.781;b1;C;2;;199;SAO PAULO;SP;01/06/2015;3081645;941127;0;0;0;0;1178861;0;0;4820;0;0;0;950759;6078;0
ING;51.073;b1;C;3;;199;SAO PAULO;SP;01/06/2015;2930104;2218591;0;0;0;0;711513;0;0;0;0;0;0;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;;8;SAO PAULO;SP;01/06/2015;2747031;488296;0;0;86173;0;705782;0;0;0;0;0;0;0;1;1466780
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;01/06/2015;2444100;1244251;0;0;0;0;0;0;0;0;0;0;0;0;1199850;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43.180.355;n1;I;2;;14;SAO PAULO;SP;01/06/2015;2257187;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;2257187;0
INDUSVAL;50.531;b1;C;2;;199;SAO PAULO;SP;01/06/2015;2159949;401659;84;23198;0;40642;1308311;265;31956;0;157;0;27;210351;3;143296
BANCO CARGILL S.A.;3.609.817;b1;I;3;;8;SAO PAULO;SP;01/06/2015;2043513;784849;0;0;0;0;3531;0;0;0;0;0;0;1255133;0;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;01/06/2015;1997382;1899215;0;0;0;0;0;0;0;0;0;0;0;0;98167;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;01/06/2015;1986888;1640593;992;22;0;0;344845;0;0;0;0;0;0;0;437;0
JP MORGAN CHASE;20.107;b1;C;3;;199;SAO PAULO;SP;01/06/2015;1965610;209864;0;0;939873;0;815873;0;0;0;0;0;0;0;0;0
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;01/06/2015;1955109;1954835;0;0;0;0;0;0;0;0;0;0;0;0;274;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/06/2015;1919352;1786048;0;133304;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;01/06/2015;1915703;1312081;322361;8047;0;0;176943;0;0;4597;0;0;0;19106;72567;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60.498.557;b1;I;3;;8;SAO PAULO;SP;01/06/2015;1849211;1413747;0;0;0;3043;253090;0;0;0;0;0;0;179331;0;0
SOFISA;31.873;b1;C;2;;199;SAO PAULO;SP;01/06/2015;1827732;394109;0;0;0;0;1327422;0;6929;5560;0;0;0;93573;139;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;01/06/2015;1815668;1704980;100719;0;0;0;0;0;0;0;0;0;0;0;9970;0
INTERMEDIUM;51.884;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2015;1759114;894590;205442;0;0;604948;0;0;0;0;0;0;0;0;54134;0
BANCO RODOBENS S.A.;33.603.457;b1;I;2;;8;SAO PAULO;SP;01/06/2015;1656165;1235300;49335;60478;NI;14171;NI;775;NI;NI;19450;NI;NI;276478;178;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;;199;SAO PAULO;SP;01/06/2015;1589462;935717;0;1126;0;5379;24808;523755;0;6530;0;0;0;85310;6838;0
CREDIT AGRICOLE;51.066;b1;C;3;;199;SAO PAULO;SP;01/06/2015;1583455;0;0;0;0;0;445195;0;0;0;0;0;0;1138260;0;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71.328.769;b3S;I;2;;9;SERTAOZINHO;SP;01/06/2015;1564697;1124471;2370;34113;0;3980;336897;0;0;29982;0;0;0;32741;143;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;;8;UBERLANDIA;MG;01/06/2015;1482549;915562;0;14884;0;0;305359;15860;0;0;0;0;0;0;230885;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;01/06/2015;1220074;48025;1171496;0;0;0;0;0;0;0;0;0;0;0;553;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;01/06/2015;1206094;361302;844586;0;0;0;0;0;0;0;0;0;0;0;206;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/06/2015;1192853;626100;0;26;0;332835;230836;0;0;0;0;0;0;0;3056;0
BANCO FORD S.A.;90.731.688;b2;I;3;;8;SAO PAULO;SP;01/06/2015;1190551;4586;0;0;0;1185964;0;0;0;0;0;0;0;0;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;;19;BARUERI;SP;01/06/2015;1162922;505692;0;0;0;0;627195;0;0;0;0;0;0;30033;2;0
BBM;30.207;b1;C;2;;199;SALVADOR;BA;01/06/2015;1161268;35263;0;0;0;0;843669;0;54523;485;0;0;0;206739;4;20585
BMW;51.420;n1;C;3;;197;SAO PAULO;SP;01/06/2015;1159776;1159732;0;0;0;0;0;0;0;0;0;0;0;0;44;0
MIZUHO;51.554;b1;I;3;;199;SAO PAULO;SP;01/06/2015;1078018;611740;0;0;0;0;459273;0;0;0;0;0;0;0;0;7005
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;01/06/2015;1071499;896366;0;0;0;0;0;0;0;0;0;0;0;0;175133;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;;5;VITORIA;ES;01/06/2015;1070580;993010;15444;61750;0;189;0;0;0;0;0;0;0;0;187;0
BES;51.482;b2;C;3;;198;SAO PAULO;SP;01/06/2015;1070476;57675;0;242725;0;0;576740;0;0;7327;1624;301;0;0;0;184084
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;;30;SAO PAULO;SP;01/06/2015;1042488;166409;0;184259;0;0;0;12242;0;0;0;0;679578;0;0;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;;9;CAMPO MOURAO;PR;01/06/2015;961304;959620;0;0;0;0;0;0;0;0;0;0;1192;0;492;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79.342.069;b3S;I;2;;9;MARINGA;PR;01/06/2015;918070;689991;0;0;0;23670;198906;0;0;0;0;0;612;0;4891;0
BANCO ABN AMRO S.A.;3.532.415;b1;I;3;;8;SAO PAULO;SP;01/06/2015;908651;0;0;0;0;0;0;0;0;0;0;0;0;908651;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;;30;CURITIBA;PR;01/06/2015;863814;99485;7447;741620;0;0;0;6470;0;0;8230;0;245;0;318;0
BANCO MONEO S.A.;7.441.209;b2;I;2;;8;CAXIAS DO SUL;RS;01/06/2015;852808;759643;0;93164;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78.414.067;b3S;I;2;;9;MEDIANEIRA;PR;01/06/2015;817085;642949;0;0;0;31031;139055;0;0;0;0;0;0;0;4050;0
CAIXA GERAL;51.815;b1;C;3;;199;SAO PAULO;SP;01/06/2015;803017;80998;0;61984;0;1320;601821;1774;0;0;0;0;0;55121;0;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;;8;PORTO ALEGRE;RS;01/06/2015;783721;770855;0;0;0;0;0;0;0;0;0;0;0;0;12866;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88.894.548;b3S;I;2;;9;CERRO LARGO;RS;01/06/2015;702055;519235;0;0;0;37857;141355;0;0;0;0;0;0;0;3609;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;;8;SAO PAULO;SP;01/06/2015;690279;575511;0;0;0;0;114768;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37.395.399;b3S;I;2;;9;GOIANIA;GO;01/06/2015;673976;254571;0;0;0;0;419232;0;0;0;0;0;0;0;173;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82.937.293;n1;I;1;;30;FLORIANOPOLIS;SC;01/06/2015;673955;499618;693;112585;0;4609;0;32841;0;19376;0;0;4231;0;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32.430.233;b3S;I;2;;9;LINHARES;ES;01/06/2015;664350;524455;672;0;0;0;138817;0;0;0;0;0;0;0;407;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;;9;CHAPECO;SC;01/06/2015;649484;608983;981;0;0;0;39104;0;0;0;0;0;0;0;417;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91.586.982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/06/2015;626298;205180;0;98;0;8084;407945;0;0;0;0;0;511;0;4480;0
DACASA FINANCEIRA;51.891;n1;C;2;;197;VITORIA;ES;01/06/2015;600600;481109;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;119490;0
BANCO BONSUCESSO S.A.;71.027.866;b1;I;2;;8;BELO HORIZONTE;MG;01/06/2015;600017;385748;0;0;0;29145;157255;0;0;0;0;0;0;0;27868;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35.571.249;b3S;I;2;;9;JOAO PESSOA;PB;01/06/2015;598988;393324;0;0;0;0;205281;0;0;0;0;0;0;0;383;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;;9;PALOTINA;PR;01/06/2015;591660;543030;0;0;0;15526;30119;0;0;0;0;0;0;0;2984;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15.163.587;n1;I;1;;30;SALVADOR;BA;01/06/2015;588657;351269;0;234991;0;0;0;0;0;0;0;0;0;356;2041;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53.923.116;b3S;I;2;;9;RIBEIRAO PRETO;SP;01/06/2015;585236;582451;0;0;0;0;49;0;0;2429;0;0;0;0;305;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;;8;GUARULHOS;SP;01/06/2015;551075;546738;0;0;0;0;0;0;0;0;0;0;0;0;4337;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/06/2015;550142;388302;2146;0;0;0;159087;0;0;0;0;0;0;0;606;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;;8;SAO PAULO;SP;01/06/2015;549840;215339;1466;0;0;0;262330;0;0;16021;0;0;13692;40258;732;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26.408.161;b3S;I;2;;9;DOURADOS;MS;01/06/2015;548848;461108;0;0;0;7968;77337;0;0;0;0;0;0;0;2433;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31.815.293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;01/06/2015;529731;424732;407;0;0;0;104142;0;0;0;0;0;0;0;451;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81.607.046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/06/2015;522064;465113;0;175;0;0;56419;0;0;0;0;0;0;0;356;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26.555.235;b3S;I;2;;9;SORRISO;MT;01/06/2015;516133;399891;0;0;0;31046;83321;0;0;0;0;0;0;0;1875;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87.780.268;b3S;I;2;;9;ERECHIM;RS;01/06/2015;504084;351156;0;0;0;21273;129624;0;0;0;0;0;0;0;2031;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2.398.976;b3S;I;2;;9;LONDRINA;PR;01/06/2015;500482;249022;0;13090;0;0;238057;0;0;0;0;0;103;0;209;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95.594.941;b3S;I;2;;9;SANTA MARIA;RS;01/06/2015;491668;303768;0;0;0;34665;148059;0;0;0;0;0;2335;0;2841;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33.021.064;b3S;I;2;;9;CANARANA;MT;01/06/2015;483383;320254;0;0;0;61593;100377;0;0;0;0;0;0;0;1159;0
BANCO MODAL S.A.;30.723.886;b1;I;2;;8;RIO DE JANEIRO;RJ;01/06/2015;480601;66102;0;0;0;0;404740;0;0;9758;0;0;0;0;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88.038.260;b3S;I;2;;9;CRUZ ALTA;RS;01/06/2015;471959;309460;0;0;0;3155;157731;0;0;0;0;0;21;4;1588;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87.733.077;b3S;I;2;;9;ITAQUI;RS;01/06/2015;456534;278121;0;0;0;1231;174131;0;0;0;0;0;621;0;2429;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74.064.502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/06/2015;449810;50307;62;0;0;0;399094;0;0;0;0;0;0;0;347;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90.608.712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/06/2015;447769;213073;0;40;0;14284;218218;0;0;0;0;0;0;0;2153;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32.467.086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/06/2015;442079;340045;916;0;0;0;100746;0;0;0;0;0;0;0;371;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DO LITORAL E NORTE CATARINENSE LTDA;74.114.042;b3S;I;2;;9;ITAJAI;SC;01/06/2015;441911;17619;0;0;0;0;423936;0;0;0;0;0;0;0;357;0
BANCO RANDON S.A.;11.476.673;b1;I;2;;8;CAXIAS DO SUL;RS;01/06/2015;437168;400885;0;10118;0;0;26159;0;0;0;0;0;0;0;7;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31.804.966;b3S;I;2;;9;SANTA MARIA DE JETIBA;ES;01/06/2015;435942;375939;3419;0;0;0;56247;0;0;0;0;0;0;0;336;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44.469.161;b3S;I;2;;9;GUARIBA;SP;01/06/2015;429038;389086;0;31001;0;0;8943;0;0;0;0;0;0;0;9;0
BANIF;20.255;b1;C;3;;199;SAO PAULO;SP;01/06/2015;426756;208173;0;0;0;2773;189679;0;0;3721;0;0;0;20698;1712;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NORTE MATO-GROSSENSE - SICREDI NORTE MT;37.442.605;b3S;I;2;;9;COLIDER;MT;01/06/2015;421247;264170;0;0;0;49574;105411;0;0;0;0;0;0;0;2092;0
