cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;dez/19;92.629.638;41.048;797.914;2.111.762;3.781.955;2.127.691;1.850.309;325;10.711.006;433.659;3.685.097;9.241.005;9.194.462;2.619.700;1.009.516;8.563;26.192.002;27.851;545.868;1.525.101;2.610.359;551.624;4.436;0;5.265.239;170;8.645;25.707;61.596;50.172;115.537;5.081;266.908;166.443;1.899.785;555.388;1.721;228;48;0;2.623.612;201.092;3.700.234;22.051.896;6.131.968;1.815.287;1.036.005;0;34.936.482;523.286;3.160.384;4.365.873;2.649.671;1.081.041;847.801;6.335;12.634.390;0
b3S%;b3S - Cooperativa de Crédito Singulares;dez/19;4,47%;1,05%;2,55%;2,57%;2,57%;2,75%;4,41%;0,13%;2,79%;6,14%;15,02%;21,34%;21,64%;20,89%;22,65%;1,84%;19,42%;0,99%;2,05%;2,31%;2,76%;3,86%;10,07%;0,00%;2,57%;0,01%;0,05%;0,05%;0,05%;0,05%;0,05%;0,00%;0,04%;0,75%;1,02%;0,85%;0,04%;0,08%;0,05%;0,00%;0,94%;5,34%;21,35%;21,37%;9,41%;4,90%;3,63%;0,00%;13,69%;5,07%;10,00%;13,26%;10,59%;10,92%;13,65%;1,82%;10,86%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;dez/19;6.613;0;0;0;0;0;0;0;0;32;26;2.450;3.981;56;0;0;6.545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;19;20;7;22;0;0;0;0;49;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;dez/19;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,01%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;dez/19;4.097.815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40.938;180.535;819.167;1.450.944;909.718;609.725;45;4.011.071;1.496;4.812;18.778;33.490;19.926;8.241;1;86.744;0
b4%;b4 - Banco de Desenvolvimento;dez/19;0,20%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,09%;1,04%;0,79%;2,23%;2,46%;2,14%;0,02%;1,57%;0,01%;0,02%;0,06%;0,13%;0,20%;0,13%;0,00%;0,07%;0,00%
n1;n1 - Não Bancário de Crédito;dez/19;30.169.075;28.020;171.627;330.524;371.254;120.161;37.535;4;1.059.125;1.075.774;1.594.069;1.652.464;247.242;11.549;22.676;4.605;4.608.380;37.335;341.733;867.228;1.224.726;135.237;309;0;2.606.567;36.720;100.001;201.763;386.033;276.816;774.935;345.601;2.121.868;2.701.328;10.378.834;4.826.416;198.999;5.342;3;0;18.110.922;16.153;35.547;203.099;398.290;238.819;217.081;0;1.108.988;124.687;149.756;156.256;64.146;19.099;32.061;7.220;553.225;0
n1%;n1 - Não Bancário de Crédito;dez/19;1,45%;0,71%;0,55%;0,40%;0,25%;0,16%;0,09%;0,00%;0,28%;15,23%;6,50%;3,82%;0,58%;0,09%;0,51%;0,99%;3,42%;1,32%;1,28%;1,32%;1,29%;0,95%;0,70%;0,00%;1,27%;2,40%;0,54%;0,41%;0,34%;0,30%;0,30%;0,32%;0,33%;12,17%;5,59%;7,39%;4,30%;1,79%;0,00%;0,00%;6,51%;0,43%;0,21%;0,20%;0,61%;0,65%;0,76%;0,00%;0,43%;1,21%;0,47%;0,47%;0,26%;0,19%;0,52%;2,07%;0,48%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;dez/19;4.224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.224;4.224;0
n2%;n2 - Não Bancário de Mercado de Capitais;dez/19;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,21%;0,00%;0,00%
n4;n4 - Instituições de Pagamento;dez/19;11.120.103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.622;7.699.488;1.920.182;187.145;0;0;0;9.837.437;0;0;0;0;0;0;0;0;566.234;471.294;241.853;3.284;0;0;0;1.282.665;0
n4%;n4 - Instituições de Pagamento;dez/19;0,54%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,14%;4,15%;2,94%;4,04%;0,00%;0,00%;0,00%;3,53%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;5,49%;1,49%;0,73%;0,01%;0,00%;0,00%;0,00%;1,10%;0,00%
C;C - Conglomerado;dez/19;1.311.724.538;2.244.356;23.707.044;64.749.555;117.146.314;62.761.740;32.469.245;220.488;303.298.742;4.940.363;18.004.576;29.877.945;30.969.771;9.562.373;3.358.051;442.746;97.155.825;2.498.543;22.805.468;56.158.560;80.804.160;12.313.458;36.136;98.358;174.714.682;249.360;5.187.842;13.565.096;31.284.881;24.769.804;69.278.266;36.849.260;181.184.509;16.371.903;156.190.872;54.678.844;3.674.141;277.968;82.530;184.492;231.460.750;3.057.219;12.406.597;71.494.325;47.735.099;28.497.268;23.257.193;199.925;186.647.626;7.385.068;20.865.813;18.592.488;17.140.223;6.606.863;4.159.754;282.914;75.033.123;62.229.283
C%;C - Conglomerado;dez/19;63,23%;57,19%;75,86%;78,89%;79,68%;81,02%;77,37%;85,23%;78,99%;69,95%;73,38%;69,01%;72,90%;76,23%;75,33%;95,12%;72,05%;88,46%;85,49%;85,22%;85,32%;86,08%;82,02%;99,62%;85,41%;16,33%;27,78%;27,47%;27,49%;27,03%;27,23%;33,64%;28,36%;73,78%;84,11%;83,74%;79,36%;93,33%;81,71%;100,00%;83,14%;81,11%;71,59%;69,30%;73,24%;76,99%;81,60%;99,61%;73,15%;71,62%;66,06%;56,48%;68,48%;66,74%;66,96%;81,08%;64,51%;100,00%
I;I - Instituição independente;dez/19;762.692.953;1.679.961;7.542.656;17.324.541;29.872.524;14.699.108;9.496.390;38.198;80.653.376;2.122.325;6.531.053;13.418.224;11.510.125;2.980.977;1.099.507;22.710;37.684.921;326.086;3.871.161;9.739.805;13.897.918;1.991.229;7.919;379;29.834.496;1.277.711;13.487.532;35.823.691;82.534.138;66.869.365;185.114.548;72.682.501;457.789.487;5.817.480;29.506.265;10.615.580;955.321;19.861;18.468;0;46.932.976;712.059;4.923.874;31.679.011;17.440.896;8.518.144;5.244.862;788;68.519.633;2.925.997;10.722.546;14.328.718;7.889.517;3.293.087;2.052.198;66.002;41.278.063;0
I%;I - Instituição independente;dez/19;36,77%;42,81%;24,14%;21,11%;20,32%;18,98%;22,63%;14,77%;21,01%;30,05%;26,62%;30,99%;27,10%;23,77%;24,67%;4,88%;27,95%;11,54%;14,51%;14,78%;14,68%;13,92%;17,98%;0,38%;14,59%;83,67%;72,22%;72,53%;72,51%;72,97%;72,77%;66,36%;71,64%;26,22%;15,89%;16,26%;20,64%;6,67%;18,29%;0,00%;16,86%;18,89%;28,41%;30,70%;26,76%;23,01%;18,40%;0,39%;26,85%;28,38%;33,94%;43,52%;31,52%;33,26%;33,04%;18,92%;35,49%;0,00%
