Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;43891;1777634159;640578093;1641806322;1178600020;135827837;3405824;139218189;0,1334;0,2719;3019;894
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;43891;1581042743;662095949;1478656759;1224429252;102385984;3235863;139118327;0,178;0,1506;4378;838
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;43891;1314438462;699622365;1261307268;1073225594;53131194;2923829;95820996;0,1867;0,1096;3374;745
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;43891;1224626506;476888730;1095018810;868066382;129607697;3386644;120211913;0,1393;0,3548;4507;1448
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;43891;998730513;378605097;924330959;605409461;74399554;3835235;76380123;0,138;0,1567;2771;1910
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;43891;718264615;285028691;632863412;249979678;85401203;5544454;167014367;0,3545;0,0475;5;0
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;43891;198715923;32438751;176712212;110089544;22003711;767927;22375204;0,1938;0,4735;19;0
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;43891;184357836;75161143;172093892;145308530;12263944;497253;17121509;0,1412;0,3634;120;5
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;43891;118452247;17655802;108640259;54081241;9811988;296463;9441460;0,1483;0,0143;127;8
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;43891;107325665;56211789;97315390;75302687;10010275;221272;9926921;0,1429;0,1832;94;0
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43891;90735105;3339664;85097279;51276648;5637826;163502;5587328;0,1223;0,0156;11;0
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;43891;83322658;36185814;75253869;63525670;8068789;257522;6546595;0,1514;0,0795;523;139
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;43891;83208263;59073;70304340;10033207;12903923;201930;NA;NA%;NA%;1;0
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;43891;66633252;12273582;65226252;61258097;1407000;16444;1553011;0,1399;0,0868;7;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43891;64516568;22935670;60109169;25761901;4407399;35449;5065828;0,1331;0,0144;7;0
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;43891;59121464;10716778;53504415;16756066;5617049;327653;8057608;0,1368;0,0295;296;2
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;43891;56691761;9708317;54723840;47631701;1967920;54513;1962740;0,1716;0,1047;8;0
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43891;53300604;4290628;52297257;12101442;1003347;14524;955831;0,1329;0,0053;4;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43891;53213440;5965757;48456020;20983938;4757420;-5968;5477661;0,2099;0,0194;10;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43891;49852247;27763468;45871104;31789212;3981143;55452;5819967;0,1388;0,0031;19;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43891;48807044;17856518;44760364;28552635;4046679;80997;5227236;0,1466;0,0051;13;0
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S3;C;2;RIO DE JANEIRO;RJ;43891;40934663;63909;38237637;21017493;2697027;140816;2234463;0,215;0,0686;6;0
