Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Social de Cooperativas (k)
TREVISO CC S.A. - PRUDENCIAL;1000081885;n2;S4;I;2;SAO PAULO;SP;43891;0;0;-264;139;4118;0;3993;0;0;0;0;0;0;3993;1441;1;-796;-4225;-352;0;247;-8;-3692;301;20;321;-84;0;236;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PEDRO LEOPOLDO LTDA - SICOOB CREDIPEL;71441406;b3S;S5;I;2;PEDRO LEOPOLDO;MG;43891;3415;0;572;0;0;0;3987;-613;-73;0;0;-359;-1045;2942;688;694;-1673;-1645;-50;0;577;-269;-1678;1264;-92;1172;-49;-55;1068;0
CAMBIONET CC LTDA - PRUDENCIAL;1000082286;n2;S4;I;2;PORTO ALEGRE;RS;43891;0;0;103;0;3817;0;3919;0;0;0;0;0;0;3919;236;0;-668;-3160;-193;0;0;-154;-3939;-19;-99;-118;0;-138;-256;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GUARANI E REGIÃO LTDA. - SICOOB GUARANICREDI;26014175;b3S;S5;I;2;GUARANI;MG;43891;2770;0;1143;0;0;0;3914;-1157;-95;0;0;-162;-1415;2499;676;338;-1474;-1246;-47;0;160;-65;-1659;840;53;893;-103;0;790;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO;6910457;b3S;S5;I;2;SANTA CRUZ DAS PALMEIRAS;SP;43891;3369;0;539;0;0;0;3907;-750;-14;0;0;-654;-1418;2490;397;413;-1160;-1429;-36;0;310;-256;-1762;727;-4;723;-41;0;683;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL DE MATO GROSSO DO SUL – SICOOB CENTRO SUL MS;10319386;b3S;S5;I;2;DOURADOS;MS;43891;3695;0;181;0;0;0;3876;-478;-11;0;0;-1165;-1654;2222;530;568;-1139;-1173;-39;0;427;-296;-1124;1098;1;1099;-66;-166;868;-120
COOPERATIVA DE CRÉDITO DA REGIÃO E COLAR METROPOLITANO DO VALE DO AÇO LTDA. - SICOOB COSMIPA;17361536;b3S;S5;I;2;IPATINGA;MG;43891;3580;0;292;0;0;0;3873;-342;0;0;0;-292;-634;3239;879;68;-1706;-1645;-74;0;719;-278;-2035;1204;-9;1194;-34;0;1160;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO SUL DE MINAS LTDA. - UNICRED SUL DE MINAS;71418784;b3S;S5;I;2;VARGINHA;MG;43891;3232;0;618;0;0;0;3850;-1341;0;0;0;-102;-1442;2408;672;323;-1387;-1680;-13;53;9;-16;-2038;370;0;370;0;0;370;-80
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PITANGUI E REGIAO LTDA. - SICOOB CREDPIT;4181542;b3S;S5;I;2;PITANGUI;MG;43891;3439;0;369;0;0;0;3809;-752;-3;0;0;-377;-1132;2677;789;492;-1702;-1290;-33;0;384;-200;-1561;1115;2;1117;-36;0;1082;0
COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS MÉDICOS DO PLANALTO MÉDIO DO RIO GRANDE DO SUL LTDA - CREDIPLAN;97259253;b3S;S5;I;2;PASSO FUNDO;RS;43891;2155;0;1621;0;0;0;3777;-2158;0;0;0;-85;-2243;1533;104;0;-426;-718;-5;0;0;1;-1046;487;0;487;-6;-9;472;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO OESTE MINEIRO LTDA.   SICOOB UNIÃO CENTRO OESTE;26072728;b3S;S5;I;2;ARCOS;MG;43891;3161;0;613;0;0;0;3774;-665;-209;0;0;-275;-1149;2625;625;370;-1334;-1045;-53;0;232;-147;-1352;1272;798;2071;-406;-53;1612;-85
GENIAL - PRUDENCIAL;1000080941;b1;S4;C;2;RIO DE JANEIRO;RJ;43891;1397;0;-2813;366;4823;0;3773;-2741;-15;0;0;-870;-3626;147;71810;642;-27752;-30499;-6704;-391;2112;-21341;-12122;-11975;0;-11975;-1031;-1259;-14265;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DA COSTA OESTE - CRESOL COSTA OESTE;11969853;b3S;S5;I;2;SAO MIGUEL DO IGUACU;PR;43891;3607;0;153;0;0;0;3761;-272;-1137;0;0;-308;-1717;2043;476;307;-890;-600;-4;0;43;-784;-1453;591;0;591;0;-71;519;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE GUARAMIRIM - CREVISC;10143743;b3S;S5;I;2;GUARAMIRIM;SC;43891;3502;0;254;0;0;0;3756;-403;-140;0;0;-989;-1532;2224;396;205;-873;-878;-4;0;6;-254;-1401;823;12;835;0;-66;769;0
COOPERATIVA DE CRÉDITO SICREDI REGIÃO SUL DA BAHIA -SICREDI REGIÃO SUL DA BAHIA;97489280;b3S;S5;I;2;ITABUNA;BA;43891;3203;0;549;0;0;0;3751;-678;-50;0;0;-450;-1177;2574;232;160;-1233;-620;-10;0;183;-394;-1681;893;0;893;0;-98;795;-44
EURODIVISAS CC LTDA. - PRUDENCIAL;1000084435;n2;S4;I;3;RIO DE JANEIRO;RJ;43891;0;0;-2;0;3752;0;3750;0;0;0;0;0;0;3750;856;0;-1425;-2976;-258;0;58;-12;-3757;-7;0;-7;0;0;-7;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS GERAIS LTDA.   SICOOB CREDIPINHO;71154876;b3S;S5;I;2;JOAO PINHEIRO;MG;43891;3326;0;424;0;0;0;3750;-475;-432;0;0;-308;-1214;2536;596;567;-1631;-1249;-49;0;484;-201;-1483;1052;0;1052;-70;0;981;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE TRÊS PONTAS LTDA. - SICOOB COPERSUL;18966739;b3S;S5;I;2;TRES PONTAS;MG;43891;3126;0;605;0;0;0;3731;-732;-186;0;0;-675;-1594;2137;730;409;-1445;-1043;-56;0;228;-152;-1329;809;1;810;-92;-6;711;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE E EMPRESÁRIOS DE GUARULHOS E REGIÃO;2250794;b3S;S5;I;2;GUARULHOS;SP;43891;3122;0;598;0;0;0;3720;-732;0;0;0;-1235;-1967;1753;358;291;-1382;-1270;-20;0;274;-195;-1945;-192;-9;-201;-17;0;-218;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA PROGRESSO - CRESOL PROGRESSO;2448310;b3S;S5;I;2;CASCAVEL;PR;43891;3404;0;254;0;0;7;3665;-301;-1414;0;0;51;-1664;2001;505;327;-1130;-782;-7;0;37;-684;-1733;268;25;293;-2;-30;261;0
SICREDI CARIRI - COOPERATIVA DE CRÉDITO DA REGIÃO DO CARIRI;86913993;b3S;S5;I;2;JUAZEIRO DO NORTE;CE;43891;3112;0;544;0;0;0;3656;-680;-18;0;0;-765;-1462;2194;311;197;-1076;-697;-9;0;1714;-433;7;2200;1;2201;0;-138;2063;-1514
SINOSSERRA FINANCEIRA S/A - PRUDENCIAL;1000084552;n1;S4;C;2;NOVO HAMBURGO;RS;43891;3479;0;159;0;0;0;3638;-1167;0;0;0;-467;-1634;2004;4573;664;-1263;-3980;-836;0;314;-425;-953;1051;45;1095;72;-1;1166;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE IBIRAIARAS - CRESOL NORDESTE;6139650;b3S;S5;I;2;IBIRAIARAS;RS;43891;3471;0;147;0;0;4;3622;-417;-1037;0;0;-145;-1600;2022;434;364;-1306;-932;-8;0;21;-627;-2054;-32;21;-11;0;-41;-51;0
COOPERATIVA DE CRÉDITO DA REGIÃO DE CAMPO BELO LTDA. – SICOOB CREDIBELO;71237184;b3S;S5;I;2;CAMPO BELO;MG;43891;3171;0;392;0;0;0;3562;-432;-412;0;0;-949;-1794;1769;612;563;-1290;-1257;-34;0;280;-142;-1267;501;-4;497;-112;-17;368;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;S4;I;2;JOAO PESSOA;PB;43891;380;0;3161;0;0;0;3540;-3358;0;0;0;43;-3315;225;2;0;-2172;-459;-9;0;2636;1;-3;222;0;222;1;0;222;-214
PLANNER - PRUDENCIAL;1000080587;n1;S4;C;2;SAO PAULO;SP;43891;0;0;2826;-10;655;0;3472;0;0;0;0;-506;-506;2965;16190;4373;-5092;-13724;-1874;45;77;-601;-605;2360;0;2360;-768;0;1592;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, SERVIDORES PÚBLICOS E EMPRESÁRIOS DO NORDESTE LTDA - UNICRED DO NORDESTE;2602922;b3S;S5;I;2;FEIRA DE SANTANA;BA;43891;3095;0;361;0;0;0;3457;-772;0;0;0;-577;-1349;2107;544;176;-1599;-1619;-12;31;7;-103;-2575;-467;0;-467;0;0;-467;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE SÃO SEBASTIÃO DO PARAÍSO LTDA. - SICOOB PARAÍSOCRED;1657678;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;43891;3135;0;307;0;0;0;3442;-489;0;0;0;-1222;-1711;1731;611;413;-1200;-1219;-70;0;455;-185;-1196;535;1;536;0;0;536;0
COOPERATIVA DE CREDITO DO PLANALTO SUL - SICOOB CREDISSERRANA;3033469;b3S;S5;I;2;LAGES;SC;43891;3020;0;420;0;0;0;3440;-494;-475;0;0;-501;-1470;1971;361;435;-1091;-1287;-24;0;487;-241;-1360;610;13;623;-32;0;591;0
TERRA INVESTIMENTOS DTVM;1000084514;n2;S4;C;2;SAO PAULO;SP;43891;0;0;3140;299;0;0;3439;-325;0;0;0;-603;-928;2511;11837;5683;-2494;-9966;-1801;0;3312;-165;6405;8916;0;8916;-2339;-278;6299;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO PÃO DE AÇÚCAR;46277273;b3S;S5;I;2;SAO PAULO;SP;43891;3151;0;231;0;0;0;3382;0;0;0;0;-144;-144;3238;11;0;-473;-469;-3;0;0;-31;-965;2273;0;2273;-3;0;2270;0
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS DE CRÉDITO E ECONOMIA FAMILIAR E SOLIDÁRIA – CRESOL CONFEDERAÇÃO;10398952;b3C;S4;I;2;FLORIANOPOLIS;SC;43891;0;0;3369;0;0;0;3369;-3311;0;0;0;0;-3311;58;583;0;-4454;3585;0;0;15;-119;-390;-332;7;-326;0;-426;-752;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO GORUTUBA LTDA - SICOOB CREDIVAG;25404542;b3S;S5;I;2;JANAUBA;MG;43891;2815;0;550;0;0;0;3365;-351;-302;0;0;-243;-896;2469;508;616;-1645;-1121;-40;0;176;-159;-1664;804;65;870;-76;0;794;0
COOPERATIVA DE CRÉDITO COOPCRED;53623781;b3S;S5;I;2;VALPARAISO;SP;43891;2982;0;333;0;0;4;3319;-369;-132;0;0;-863;-1364;1955;449;203;-1602;-1027;-18;0;586;-251;-1661;294;-52;242;-8;0;234;0
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO E DO PODER JUDICIÁRIO NOS ESTADOS DO AMAPÁ E CEARÁ E LIVRE ADMISSÃO NO ESTADO DO PARÁ - SICOOB COIMPPA;84156470;b3S;S5;I;2;BELEM;PA;43891;3074;0;243;0;0;0;3317;-195;0;0;0;-234;-428;2889;188;62;-1066;-564;-13;0;141;-85;-1337;1552;0;1552;-7;0;1544;0
COOPERATIVA DE CRÉDITO SICOOB UNIDAS;1042487;b3S;S5;I;2;BELEM;PA;43891;3209;0;78;0;0;0;3287;-211;-93;0;0;-868;-1172;2115;669;703;-1476;-1830;-51;0;537;-561;-2010;105;37;142;-120;0;22;0
ECONOMIA CI S.A.-ECONOMISA - PRUDENCIAL;1000083364;n1;S5;I;2;BELO HORIZONTE;MG;43891;731;0;424;0;0;2112;3267;0;-1439;0;0;59;-1380;1888;5;4;-217;-1858;-62;0;0;0;-2128;-240;42;-198;0;0;-198;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DO SUDOESTE DE RONDÔNIA LTDA. – CREDISIS SUDOESTE/RO;3985375;b3S;S5;I;2;ROLIM DE MOURA;RO;43891;3215;0;47;0;0;0;3262;-253;-86;0;0;-582;-921;2341;365;39;-992;-1073;0;0;70;-50;-1641;700;-281;419;0;0;418;-116
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS DO ESTADO DO RIO DE JANEIRO E DO MATO GROSSO LTDA   UNICRED CENTRAL RJ/MT;86774775;b3C;S4;I;2;RIO DE JANEIRO;RJ;43891;0;0;3243;0;0;0;3243;-3043;0;0;0;0;-3043;200;1219;0;-1607;-306;-61;712;0;-5;-46;154;-6;148;-148;0;0;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA MAXION - CREDMAXION;58290800;b3S;S5;I;2;CRUZEIRO;SP;43891;3040;0;193;0;0;0;3233;0;0;0;0;-212;-212;3021;1;0;-318;-164;-2;0;0;0;-483;2538;0;2538;0;-44;2494;-814
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NO ESTADO DO ESPÍRITO SANTO;1330295;b3S;S5;I;2;VITORIA;ES;43891;2961;0;260;0;0;0;3222;-389;-81;0;0;-158;-628;2594;381;1;-1059;-1148;-30;0;373;-122;-1605;988;0;988;-22;0;967;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA NORTE PARANAENSE - CRESOL NORTE PARANAENSE;7925729;b3S;S5;I;2;GRANDES RIOS;PR;43891;3026;0;187;0;0;3;3216;-307;-881;0;0;-215;-1404;1812;398;361;-1050;-555;-6;0;34;-621;-1437;376;0;376;1;-83;292;0
COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDARIA DA ZONA DA MATA - CRESOL ZONA DA MATA;7208637;b3S;S5;I;2;TOMBOS;MG;43891;3139;0;67;0;0;8;3214;-205;-781;0;0;-1167;-2153;1061;243;339;-807;-566;-5;0;15;-595;-1378;-317;19;-298;-5;0;-304;0
COOPERATIVA DE CRÉDITO UNICRED COOMARCA LTDA. - COOMARCA;4355489;b3S;S5;I;2;FLORIANOPOLIS;SC;43891;3193;0;0;0;0;0;3193;-1624;0;0;0;125;-1499;1694;675;33;-995;-1402;-18;11;13;-20;-1701;-7;5;-2;0;0;-2;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE DONA EMMA - CRESOL DONA EMMA;4261151;b3S;S5;I;2;DONA EMMA;SC;43891;2928;0;228;0;0;29;3185;-684;-425;0;0;-66;-1176;2009;305;132;-735;-471;1;0;56;-546;-1260;749;6;755;-3;-26;726;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ALPINÓPOLIS LTDA. - SICOOB CREDIALP;25353939;b3S;S5;I;2;ALPINOPOLIS;MG;43891;2798;0;379;0;0;0;3178;-417;-322;0;0;-830;-1569;1609;437;331;-1612;-979;-32;0;315;-500;-2040;-432;-7;-439;-41;0;-479;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE FREDERICO WESTPHALEN - CRESOL FREDERICO WESTPHALEN;17343510;b3S;S5;I;2;FREDERICO WESTPHALEN;RS;43891;2947;0;199;0;0;16;3161;-637;-462;0;0;-160;-1259;1903;393;172;-826;-469;0;0;75;-487;-1142;760;15;775;-2;-21;752;0
COOPERATIVA DE CRÉDITO DO SUDOESTE BAIANO LTDA – SICOOB CREDICONQUISTA;2282165;b3S;S5;I;2;VITORIA DA CONQUISTA;BA;43891;2718;0;428;0;0;0;3146;-351;-22;0;0;-631;-1004;2142;829;647;-1270;-1422;-35;0;483;-241;-1010;1132;0;1132;-67;0;1065;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MARECHAL CÂNDIDO RONDON E REGIÃO - SICOOB MARECHAL;7097064;b3S;S5;I;2;MARECHAL CANDIDO RONDON;PR;43891;2848;0;294;0;0;0;3142;-500;-75;0;0;-659;-1234;1908;441;429;-1229;-758;-24;0;741;-398;-798;1110;4;1114;-18;-77;1019;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORDESTE DE MINAS GERAIS E SUL DA BAHIA LTDA - SICOOB CREDINORTE;64276058;b3S;S5;I;2;NANUQUE;MG;43891;2599;0;500;0;0;0;3100;-417;-254;0;0;-45;-716;2383;581;256;-1229;-977;-53;0;226;-111;-1308;1075;-5;1071;-73;0;998;-145
ELITE - CCVM LTDA - PRUDENCIAL;1000082530;n2;S4;I;2;RIO DE JANEIRO;RJ;43891;0;0;3081;0;0;0;3081;-8;0;0;0;0;-8;3073;4074;4641;-2636;-6907;-852;0;1712;-257;-225;2848;-1704;1144;0;0;1144;0
ÓRAMA DTVM S.A. - PRUDENCIAL;1000084260;n2;S4;I;2;RIO DE JANEIRO;RJ;43891;0;0;3059;0;0;0;3059;0;0;0;0;0;0;3059;9897;0;-6766;-13646;-607;0;165;-252;-11209;-8151;121;-8029;0;0;-8029;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS-UNICRED NITEROI LTDA;1090027;b3S;S5;I;2;NITEROI;RJ;43891;2756;0;282;0;0;0;3038;-618;0;0;0;-7;-625;2413;258;48;-1045;-1450;-8;0;13;-19;-2202;211;-134;77;0;0;77;0
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO VALLOUREC NO BRASIL - COOVALL LTDA.;64293582;b3S;S5;I;2;BELO HORIZONTE;MG;43891;2991;0;29;0;0;0;3020;0;0;0;0;-113;-113;2906;0;0;-235;-280;0;0;0;-16;-531;2375;0;2375;0;0;2375;-964
COOPERATIVA DE CREDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDARIA DAS ENCOSTAS DA SERRA GERAL – CRESOL ENCOSTAS DA SERRA GERAL;3485130;b3S;S5;I;2;SANTA ROSA DE LIMA;SC;43891;2671;0;312;0;0;1;2984;-606;-286;0;0;-249;-1140;1844;261;76;-832;-729;0;0;0;-700;-1924;-80;-28;-108;0;0;-108;0
FATOR - PRUDENCIAL;1000080350;b1;S4;C;2;SAO PAULO;SP;43891;758;0;3307;-1083;0;0;2982;-10882;0;0;0;-1139;-12020;-9039;7061;0;-9096;-6031;-560;-1480;2071;-22;-8056;-17094;5;-17089;513;0;-16577;0
UNIPRIME CAMPOS GERAIS - COOPERATIVA DE CRÉDITO LTDA.;3234384;b3S;S5;I;2;PONTA GROSSA;PR;43891;2225;0;750;0;0;0;2975;-1040;0;0;0;60;-981;1994;283;141;-1043;-899;-4;0;212;-176;-1486;508;-1;507;0;0;507;-245
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LEME - SICOOB CREDIACIL;8795285;b3S;S5;I;2;LEME;SP;43891;2599;0;376;0;0;0;2975;-602;-7;0;0;-94;-703;2272;614;416;-967;-1094;-40;0;189;-188;-1070;1201;-5;1197;-20;-44;1133;0
BOA VIAGEM SCC LTDA. - PRUDENCIAL;1000082080;n2;S4;I;2;RECIFE;PE;43891;0;0;0;0;2959;0;2959;0;0;0;0;0;0;2959;0;0;-962;-1624;-144;0;67;0;-2663;297;59;356;-136;0;220;0
COOPERATIVA DE CRÉDITO E INVESTIMENTOS DE RONDÔNIA – SICOOB CREDJURD;4751713;b3S;S5;I;2;PORTO VELHO;RO;43891;2556;0;383;0;0;0;2939;-64;0;0;0;-267;-331;2608;198;31;-658;-662;-15;0;733;-100;-473;2135;0;2135;-23;0;2112;-176
COOPERATIVA DE CRÉDITO DA SERRA CATARINENSE - CREDICOMIN;9590601;b3S;S5;I;2;LAGES;SC;43891;2452;0;453;0;0;0;2905;-534;-36;0;0;-489;-1059;1846;433;283;-1057;-738;-5;0;8;-275;-1351;495;0;495;0;-70;426;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAJUBÁ LTDA - SICOOB SUL DE MINAS;4079285;b3S;S5;I;2;ITAJUBA;MG;43891;2586;0;313;0;0;0;2899;-450;0;0;0;-430;-880;2019;361;477;-932;-965;-32;0;254;-95;-933;1086;1;1087;-14;-93;980;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED IJUÍ LTDA - UNICRED IJUÍ;1526924;b3S;S5;I;2;IJUI;RS;43891;2451;0;447;0;0;0;2898;-923;0;0;0;-138;-1061;1838;256;53;-722;-869;-8;50;8;-7;-1238;600;1;601;0;-20;581;-280
BIORC FINANCEIRA - CFI S.A. - PRUDENCIAL;1000083663;n1;S5;I;2;FLORIANOPOLIS;SC;43891;2886;0;11;0;0;0;2896;-399;0;0;0;-803;-1202;1695;49;346;-322;-1529;-152;0;2;-14;-1620;74;0;74;-164;0;-89;0
COOPERATIVA DE CRÉDITO DE VAZANTE LTDA. – SICOOB CREDIVAZ;803287;b3S;S5;I;2;VAZANTE;MG;43891;2658;0;236;0;0;0;2894;-371;-199;0;0;-178;-747;2147;490;331;-1171;-987;-49;0;210;-113;-1290;857;0;857;-60;-65;733;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BAMBUÍ LTDA. - SICOOB CREDIBAM;66259110;b3S;S5;I;2;BAMBUI;MG;43891;2399;0;475;0;0;0;2875;-443;-125;0;0;-634;-1202;1672;472;126;-985;-816;-35;0;432;-112;-918;755;1;756;-67;-32;657;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ESMERALDAS E REGIÃO LTDA - SICOOB CREDIESMERALDAS;68512748;b3S;S5;I;2;ESMERALDAS;MG;43891;2612;0;261;0;0;0;2873;-370;0;0;0;-1315;-1685;1188;717;930;-1620;-1653;-71;0;773;-348;-1271;-83;-4;-87;-129;0;-216;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ARARAQUARA E REGIÃO - SICOOB;53236808;b3S;S5;I;2;ARARAQUARA;SP;43891;2446;0;420;0;0;0;2867;-483;0;0;0;-733;-1217;1650;690;345;-1367;-1256;-30;0;473;-182;-1326;324;77;401;-82;0;319;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE TIROS E MATUTINA LTDA - SICOOB CREDITIROS;42880617;b3S;S5;I;2;TIROS;MG;43891;2554;0;301;0;0;0;2855;-314;-510;0;0;43;-781;2075;333;257;-941;-526;-29;0;48;-139;-997;1077;0;1078;-51;-31;995;0
GREENCRED - COOPERATIVA DE CREDITO DOS MEDICOS, DEMAIS CATEGORIAS AFINS E PROFESSORES DE ENSINO SUPERIOR DE CURITIBA, REGIAO METROPOLITANA E LITORAL;2347114;b3S;S5;I;2;CURITIBA;PR;43891;2028;0;826;0;0;0;2854;-630;0;0;0;-55;-685;2169;0;0;-426;-769;-1;0;0;0;-1196;973;-1;971;0;0;971;-111
COOPERATIVA DE CRÉDITO VALE DO CANOAS - SICOOB/SC CREDICANOAS;707903;b3S;S5;I;2;ABDON BATISTA;SC;43891;2380;0;466;0;0;0;2847;-576;-142;0;0;-383;-1101;1746;155;135;-919;-794;-14;0;154;-61;-1344;402;-9;393;-4;0;390;-155
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA ESPERANÇA LTDA. - SICOOB BELCREDI;869687;b3S;S5;I;2;BOA ESPERANCA;MG;43891;2063;0;732;0;0;0;2796;-703;-690;0;0;-152;-1545;1251;371;136;-675;-550;-32;0;200;-66;-617;633;-2;632;-71;0;560;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL - COOPNORE;7714057;b3S;S5;I;2;PORTO ALEGRE;RS;43891;2457;0;337;0;0;0;2794;-489;0;0;0;-403;-892;1901;1650;11;-1234;-2106;-4;0;2;-39;-1720;181;0;181;-2;0;179;0
AGK CC S.A. - PRUDENCIAL;1000082035;n2;S4;I;2;SAO PAULO;SP;43891;0;0;0;0;2790;0;2790;0;0;0;0;0;0;2790;1839;0;-1287;-2864;-310;0;0;-66;-2688;102;0;102;0;0;102;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO ATACADÃO;52046299;b3S;S5;I;2;SAO PAULO;SP;43891;2523;0;263;0;0;0;2786;0;0;0;0;-159;-159;2626;3;0;-253;-268;-1;0;0;-13;-531;2095;-7;2088;0;0;2087;0
CONECTA CC LTDA - PRUDENCIAL;1000082406;n2;S5;I;2;SALVADOR;BA;43891;0;0;0;0;2771;0;2771;0;0;0;0;0;0;2771;529;0;-1291;-2018;-180;0;1;0;-2959;-189;0;-189;0;0;-189;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SACRAMENTO LTDA. - SICOOB SACRAMENTO;71154256;b3S;S5;I;2;SACRAMENTO;MG;43891;2411;0;346;0;0;0;2758;-404;-225;0;0;-419;-1048;1710;397;198;-738;-582;-34;0;228;-135;-665;1044;17;1061;-88;0;973;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO SERRANO - SICOOB CREDISERRA SC;1692448;b3S;S5;I;2;URUPEMA;SC;43891;2428;0;318;0;0;0;2747;-411;-303;0;0;-297;-1011;1735;205;189;-1006;-680;-14;0;312;-100;-1094;641;-19;623;-7;0;616;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DE SAÚDE DO TRIÂNGULO MINEIRO E SUL DE MINAS LTDA.;71432926;b3S;S5;I;2;UBERABA;MG;43891;2120;0;620;0;0;0;2740;-1321;0;0;0;109;-1212;1527;352;199;-1350;-1096;-8;33;4;-10;-1877;-349;0;-350;0;0;-350;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO, MATO GROSSO DO SUL E DO MUNICÍPIO DE CACOAL/RO - SICOOB CENTRAL RONDON;106180;b3C;S4;I;2;CUIABA;MT;43891;155;0;2574;0;0;0;2729;-2433;0;0;0;39;-2394;335;7;0;-2437;-1107;1;0;4231;0;694;1029;0;1029;0;-381;648;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO FEMSA BRASIL;43488782;b3S;S5;I;2;SAO PAULO;SP;43891;2627;0;94;0;0;0;2722;0;0;0;0;-87;-87;2635;0;0;-528;-233;-9;0;2;-6;-774;1861;-15;1846;-21;0;1825;-488
CREDISIS - CENTRAL DE COOPERATIVAS DE CRÉDITO LTDA.;4632856;b3C;S4;I;2;JI-PARANA;RO;43891;411;0;2278;0;0;0;2688;-2056;0;0;0;4;-2053;636;145;0;-2282;-1778;0;0;3779;0;-136;500;-32;468;0;0;468;0
COOPERATIVA DE CRÉDITO COGEM;44401800;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;43891;2636;0;43;0;0;0;2678;0;0;0;0;-328;-328;2350;0;0;-544;-328;-7;0;0;-11;-889;1461;1;1462;0;0;1462;-702
