Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;43891;7439839;1601531;9041370;885551;9926921;60825498;1552690;0;590588;6413;2149690;6481613;69456801;129156601;0,1071;0,1302;0,1429;0,07;0,1832
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;43891;9441460;0;9441460;0;9441460;41838743;343825;0;13754268;178580;14276674;7536476;63651893;105400119;0,1483;0,1483;0,1483;0,0896;0,0143
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;43891;5207375;795889;6003264;2054344;8057608;47683500;48755;4475;20325;0;73555;11157002;58914057;97453545;0,0884;0,1019;0,1368;0,0616;0,0295
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43891;5587328;0;5587328;0;5587328;18137599;6262958;0;15906991;2147341;24317290;3236065;45690954;80304814;0,1223;0,1223;0,1223;0,0696;0,0156
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;43891;6191280;0;6191280;355315;6546595;32040986;1198716;0;15089;15541;1229346;9964105;43234437;85685330;0,1432;0,1432;0,1514;0,0723;0,0795
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43891;3567636;0;3567636;2252331;5819967;36781500;1129763;89838;2309253;0;3528854;1633923;41944277;56989372;0,0851;0,0851;0,1388;0,0626;0,0031
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43891;4257576;0;4257576;808252;5065828;30059026;143981;0;3236564;18785;3399330;4593870;38052227;48525868;0,1119;0,1119;0,1331;0,0877;0,0144
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43891;3833153;508287;4341440;885796;5227236;29620951;796605;1988763;1057338;6175;3848880;2195289;35665120;52541250;0,1075;0,1217;0,1466;0,0826;0,0051
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43891;3885023;0;3885023;157743;4042766;24464532;1906951;0;481313;75614;2463878;1579910;28508321;36405978;0,1363;0,1363;0,1418;0,1067;0,2514
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43891;4437921;0;4437921;1039740;5477661;12829653;2115398;0;7814590;620624;10550611;2710079;26090343;57862546;0,1701;0,1701;0,2099;0,0767;0,0194
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43891;2652391;0;2652391;0;2652391;17519314;3770;0;20963;0;24733;4140575;21684622;32271629;0,1223;0,1223;0,1223;0,0822;0,0546
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43891;3203673;0;3203673;8575;3212248;18114067;5417;0;0;0;5417;2396524;20516007;32171979;0,1562;0,1562;0,1566;0,0996;0,1336
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43891;3668629;0;3668629;0;3668629;10870606;687415;512925;2516913;2424213;6141465;2113760;19125831;40311739;0,1918;0,1918;0,1918;0,091;0,0052
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43891;2525911;0;2525911;805829;3331741;17168488;0;0;0;0;0;1176363;18344852;23934485;0,1377;0,1377;0,1816;0,1055;0,0018
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43891;2912650;0;2912650;0;2912650;5638288;1631625;89577;7794965;545;9516713;2275900;17430902;32061040;0,1671;0,1671;0,1671;0,0908;0,0202
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43891;2921690;0;2921690;0;2921690;14441637;22288;0;0;1844;24132;1263147;15728916;17719139;0,1858;0,1858;0,1858;0,1649;0,0135
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43891;2732960;112195;2845155;18953;2864108;13603714;30741;0;733;0;31474;759206;14394394;19459081;0,1899;0,1977;0,199;0,1462;0,471
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43891;1235150;371187;1606337;519974;2126311;12450598;160113;0;48396;0;208509;1351351;14010457;18809397;0,0882;0,1147;0,1518;0,0854;0,016
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43891;2019888;0;2019888;0;2019888;12590941;0;0;0;0;0;1259789;13850730;13306640;0,1458;0,1458;0,1458;0,1518;0,0049
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43891;2521662;0;2521662;0;2521662;11253704;208900;72463;230931;19968;532261;1197360;12983325;16638657;0,1942;0,1942;0,1942;0,1516;0,1438
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43891;6017100;0;6017100;0;6017100;526059;0;0;47;11038432;11038479;231815;11796352;9393718;0,5101;0,5101;0,5101;0,6405;0,0567
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43891;1907155;0;1907155;0;1907155;10710299;18421;0;0;0;18421;879348;11608068;14247171;0,1643;0,1643;0,1643;0,1339;0,0216
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;43891;1962740;0;1962740;0;1962740;8739768;64577;8718;65722;0;139017;2562407;11441193;59450540;0,1716;0,1716;0,1716;0,033;0,1047
ORIGINAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43891;1243435;0;1243435;0;1243435;9570155;21289;11405;80546;24335;137576;1451564;11159295;13432160;0,1114;0,1114;0,1114;0,0926;0,1285
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;43891;1406077;146934;1553011;0;1553011;9133629;51882;0;100298;0;152180;1813885;11099695;67081480;0,1267;0,1399;0,1399;0,0232;0,0868
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43891;1527468;0;1527468;160856;1688323;10146151;48595;835;0;114;49544;847386;11043081;19376750;0,1383;0,1383;0,1529;0,0788;0,1217
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43891;1383430;0;1383430;0;1383430;7635912;10833;0;1685515;0;1696348;1600929;10933189;23397262;0,1265;0,1265;0,1265;0,0591;0,1263
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43891;2005026;0;2005026;0;2005026;6918021;59016;19;2454989;88361;2602385;1316966;10837372;18519729;0,185;0,185;0,185;0,1083;0,0087
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43891;1278883;0;1278883;0;1278883;9513207;0;0;0;0;0;934274;10447481;10714267;0,1224;0,1224;0,1224;0,1194;0,0047
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S3;C;2;RIO DE JANEIRO;RJ;43891;2234463;0;2234463;0;2234463;4061583;109835;3729;1180471;148687;1442723;4889351;10393657;40305424;0,215;0,215;0,215;0,0554;0,0686
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43891;2592952;0;2592952;0;2592952;9552020;0;0;0;0;0;652470;10204489;14179607;0,2541;0,2541;0,2541;0,1829;0,0684
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43891;5771169;0;5771169;0;5771169;3496352;1040;0;0;0;1040;6386125;9883518;6108722;0,5839;0,5839;0,5839;0,9447;0,0044
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43891;1429286;0;1429286;0;1429286;7830633;135982;0;829549;0;965531;445604;9241768;39057397;0,1547;0,1547;0,1547;0,0366;0,0246
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43891;1060475;0;1060475;0;1060475;8498612;47580;0;59;0;47638;551714;9097964;NA;0,1166;0,1166;0,1166;NA%;0,0012
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;I;3;INDAIATUBA;SP;43891;1404536;0;1404536;0;1404536;8250195;162391;0;0;0;162391;473781;8886367;9645036;0,1581;0,1581;0,1581;0,1456;0,0012
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43891;1539170;0;1539170;0;1539170;6411818;23430;0;747569;0;770999;602230;7785046;11296452;0,1977;0,1977;0,1977;0,1363;0,0068
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43891;955831;0;955831;0;955831;5585881;53557;0;1190984;0;1244541;362604;7193026;45114688;0,1329;0,1329;0,1329;0,0212;0,0053
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43891;863695;0;863695;0;863695;6593888;0;0;0;0;0;170096;6763984;9248147;0,1277;0,1277;0,1277;0,0934;0,0106
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43891;1958922;0;1958922;0;1958922;5143967;156343;24480;490416;34330;705570;862331;6711868;10822071;0,2919;0,2919;0,2919;0,181;0,0229
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43891;683309;0;683309;119570;802879;5544298;72000;0;262313;0;334313;533133;6411743;7890253;0,1066;0,1066;0,1252;0,0866;0,0181
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43891;1775990;0;1775990;0;1775990;5203424;309295;0;376300;0;685595;336308;6225327;10597965;0,2853;0,2853;0,2853;0,1676;0,0019
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43891;639016;201437;840453;0;840453;5420695;90335;0;575;0;90910;610593;6122199;9237807;0,1044;0,1373;0,1373;0,091;0,013
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43891;1402570;0;1402570;0;1402570;5804498;0;0;0;0;0;273698;6078196;7284872;0,2308;0,2308;0,2308;0,1925;0,0016
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;43891;1297617;0;1297617;0;1297617;5300547;26041;0;12088;494;38623;625898;5965067;8756640;0,2175;0,2175;0,2175;0,1482;0,0582
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43891;709238;42596;751834;276980;1028814;4704784;81908;0;36169;0;118078;1042231;5865093;10175015;0,1209;0,1282;0,1754;0,0739;0,2377
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43891;1033841;0;1033841;0;1033841;5526935;24882;0;0;0;24882;290484;5842301;6524500;0,177;0,177;0,177;0,1585;0,017
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43891;549430;0;549430;76072;625502;5345647;8010;1663;362925;2125;374723;44014;5764383;11083499;0,0953;0,0953;0,1085;0,0496;0,2174
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43891;1241922;0;1241922;0;1241922;4135321;108620;0;909291;0;1017911;561075;5714308;15500033;0,2173;0,2173;0,2173;0,0801;0,0118
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43891;1140572;0;1140572;0;1140572;2178061;15198;0;3146902;0;3162100;330480;5670641;10137064;0,2011;0,2011;0,2011;0,1125;0,0043
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43891;1161836;0;1161836;0;1161836;4858953;73995;0;99;0;74094;688482;5621528;6117856;0,2067;0,2067;0,2067;0,1899;0,0151
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43891;1143493;0;1143493;0;1143493;5010884;0;0;0;0;0;562295;5573180;5878829;0,2052;0,2052;0,2052;0,1945;0,0082
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43891;686655;0;686655;0;686655;4268992;171418;0;578675;12;750106;380164;5399262;5829865;0,1272;0,1272;0,1272;0,1178;0,1135
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43891;716342;0;716342;0;716342;4140285;25185;0;462215;0;487400;296505;4924190;7091528;0,1455;0,1455;0,1455;0,101;0,0071
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43891;NA;NA;NA;NA;1655979;4628244;0;NA;NA;NA;0;292942;4921186;NA;NA%;NA%;0,3365;NA%;0,0203
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43891;1687609;0;1687609;0;1687609;4086703;0;0;0;0;0;786773;4873476;6341088;0,3463;0,3463;0,3463;0,2661;0,0532
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43891;1460824;0;1460824;0;1460824;3495891;119985;0;622250;0;742235;447332;4685458;8957413;0,3118;0,3118;0,3118;0,1631;0,0035
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43891;998640;0;998640;0;998640;3697271;2783;0;0;0;2783;887049;4587103;NA;0,2177;0,2177;0,2177;NA%;0,0136
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43891;530386;0;530386;24233;554620;3931478;0;0;0;0;0;384334;4315812;4433269;0,1229;0,1229;0,1285;0,1196;0,0123
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43891;550913;0;550913;0;550913;3185320;623030;0;47786;0;670817;330348;4186485;3971385;0,1316;0,1316;0,1316;0,1387;0,0568
HSBC BI - PRUDENCIAL;1000084741;b2;S4;I;3;SAO PAULO;SP;43891;1044161;0;1044161;0;1044161;1873888;15423;0;1801669;0;1817092;423233;4114213;8187241;0,2538;0,2538;0,2538;0,1275;0,0119
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43891;757011;40767;797778;53620;851398;2863118;0;0;581;0;581;1146619;4010317;4847043;0,1888;0,1989;0,2123;0,1646;0,0796
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43891;299387;123938;423325;53093;476418;2694009;4223;0;0;0;4223;1296259;3994491;3927561;0,0749;0,106;0,1193;0,1078;0,0341
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;43891;460085;0;460085;32960;493045;1362480;2137;887;9956;789;13768;2515054;3891302;2665074;0,1182;0,1182;0,1267;0,1726;0,0626
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43891;325739;0;325739;132435;458174;3080441;63107;175;212769;49676;325726;360989;3767156;10897556;0,0865;0,0865;0,1216;0,0299;0,1876
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43891;829957;0;829957;0;829957;3237193;0;0;0;0;0;528862;3766055;6530373;0,2204;0,2204;0,2204;0,1271;0,0011
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43891;758668;0;758668;0;758668;3117112;0;0;0;38000;38000;456386;3611498;4211186;0,2101;0,2101;0,2101;0,1802;0,0467
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43891;609393;0;609393;0;609393;3002260;107281;0;145554;0;252835;264868;3519963;3931964;0,1731;0,1731;0,1731;0,155;0,0055
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43891;798182;0;798182;0;798182;2581708;0;0;0;0;0;868732;3450440;3088247;0,2313;0,2313;0,2313;0,2585;0,3785
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43891;419275;0;419275;59944;479219;2935456;0;0;18389;4;18393;440720;3394569;6265235;0,1235;0,1235;0,1412;0,0669;0,1874
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;43891;492157;0;492157;0;492157;3169019;2859;0;0;0;2859;184949;3356828;NA;0,1466;0,1466;0,1466;NA%;0,0083
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43891;698071;0;698071;434;698505;2957832;41044;0;3097;0;44141;100304;3102277;4150571;0,225;0,225;0,2252;0,1682;0,0465
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43891;350916;0;350916;80000;430916;2425407;0;0;0;0;0;546317;2971725;3796082;0,1181;0,1181;0,145;0,0924;0,143
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43891;460569;0;460569;0;460569;2801528;0;0;0;0;0;123475;2925003;4351096;0,1575;0,1575;0,1575;0,1059;0,2954
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43891;432247;0;432247;1085;433331;2813161;0;0;0;0;0;109521;2922682;4134732;0,1479;0,1479;0,1483;0,1045;0,2529
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;43891;344334;0;344334;32802;377136;2500076;0;0;0;0;0;98009;2598085;3890537;0,1325;0,1325;0,1452;0,0885;0,1525
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43891;511779;0;511779;0;511779;1773711;367700;105945;0;0;473646;304758;2552115;2770046;0,2005;0,2005;0,2005;0,1848;0,0317
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43891;568963;0;568963;0;568963;2280838;10140;0;0;0;10140;252635;2543613;NA;0,2237;0,2237;0,2237;NA%;0,0467
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43891;778981;0;778981;0;778981;2005724;0;0;0;0;0;476880;2482604;NA;0,3138;0,3138;0,3138;NA%;0,0165
PEFISA S.A. - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43891;479643;0;479643;0;479643;2220260;2996;0;131;0;3127;237528;2460914;NA;0,1949;0,1949;0,1949;NA%;0,0597
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43891;1060666;0;1060666;0;1060666;2004781;44726;0;0;0;44726;256366;2305873;2178212;0,46;0,46;0,46;0,4869;0,0076
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;43891;358982;0;358982;0;358982;2084645;0;0;5279;0;5279;106652;2196575;3141119;0,1634;0,1634;0,1634;0,1143;0,0646
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43891;419887;0;419887;0;419887;1438926;194390;0;438500;0;632890;122039;2193854;6094404;0,1914;0,1914;0,1914;0,0689;0,0251
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43891;319339;0;319339;0;319339;1646385;72317;0;14932;0;87250;413556;2147190;2781682;0,1487;0,1487;0,1487;0,1148;0,0389
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43891;626462;0;626462;0;626462;1635717;311016;0;2326;0;313342;186806;2135865;3376855;0,2933;0,2933;0,2933;0,1855;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;43891;NA;NA;NA;NA;622733;2029229;0;NA;NA;NA;0;68042;2097271;NA;NA%;NA%;0,2969;NA%;0,0107
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43891;174937;27446;202382;26997;229379;1750732;18023;0;0;32724;50747;282955;2084434;3847469;0,0839;0,0971;0,11;0,0526;0,4175
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;43891;418686;0;418686;0;418686;1844125;0;0;0;0;0;224052;2068177;NA;0,2024;0,2024;0,2024;NA%;0,001
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;43891;461250;0;461250;0;461250;1913461;0;0;2590;0;2590;123962;2040013;3067775;0,2261;0,2261;0,2261;0,1504;0,0575
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;43891;273743;0;273743;0;273743;1883803;0;0;2556;0;2556;64351;1950709;2639438;0,1403;0,1403;0,1403;0,1037;0,1712
SAX S.A. CFI - PRUDENCIAL;1000083515;n1;S4;C;2;BARUERI;SP;43891;333662;0;333662;0;333662;1258939;0;0;0;0;0;677927;1936867;NA;0,1723;0,1723;0,1723;NA%;0,0072
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;43891;NA;NA;NA;NA;354906;1818505;0;NA;NA;NA;0;114600;1933105;NA;NA%;NA%;0,1836;NA%;0,1393
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43891;441678;0;441678;0;441678;1787310;0;0;8942;0;8942;133124;1929376;3052947;0,2289;0,2289;0,2289;0,1447;0,0892
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;43891;NA;NA;NA;NA;442955;1836135;0;NA;NA;NA;0;66964;1903099;NA;NA%;NA%;0,2328;NA%;0,0358
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;43891;302947;0;302947;0;302947;1829805;0;0;0;0;0;58321;1888126;2581449;0,1604;0,1604;0,1604;0,1174;0,229
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43891;337511;0;337511;0;337511;1725217;0;0;7511;0;7511;120179;1852907;6553267;0,1822;0,1822;0,1822;0,0515;0,1574
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;S4;I;2;CRUZ ALTA;RS;43891;478027;0;478027;0;478027;1772042;0;0;2029;0;2029;54080;1828151;2474614;0,2615;0,2615;0,2615;0,1932;0,0121
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;43891;NA;NA;NA;NA;527903;1719493;0;NA;NA;NA;0;100247;1819740;NA;NA%;NA%;0,2901;NA%;0,0643
