Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;43891;58284;6567512;34080540;562003;0;41268340;3190438;0;69258;0;0;0;69258;3103664;47631701;129;7091796;54723625;216;1967920;56691761
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43891;409;0;126439;2426233;0;2553080;0;0;0;0;0;0;0;9548362;12101442;1849781;38343363;52294586;2671;1003347;53300604
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43891;23218;0;0;726824;0;750042;10371477;0;0;444936;0;1428738;1873675;7988744;20983938;8736948;18688643;48409529;46491;4757420;53213440
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43891;61132;0;18092;337113;0;416338;460082;1978803;740640;158473;0;0;2877915;28034877;31789212;1764779;12317085;45871076;28;3981143;49852247
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43891;191194;0;627564;5154287;0;5973046;1102637;829073;2486726;5924372;0;31240;9271412;12205541;28552635;3455137;12731000;44738773;21592;4046679;48807044
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S3;C;2;RIO DE JANEIRO;RJ;43891;0;0;0;4;0;4;20824904;0;0;0;0;150461;150461;42124;21017493;2515753;14519493;38052738;184898;2697027;40934663
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43891;926837;0;718904;7164423;8697;8818861;3690695;821411;728185;9073170;2340797;0;12963562;4183267;29656386;120769;5186100;34963255;76124;3896686;38936065
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43891;0;0;1032;1777546;0;1778578;1793316;0;0;0;0;4418745;4418745;791957;8782596;11098728;14570102;34451425;0;3709175;38160601
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43891;6793;0;0;321325;0;328118;147413;0;0;13121;0;0;13121;7999120;8487773;2464979;25540875;36493627;385;1648354;38142365
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43891;1382002;0;237304;8029281;0;9648587;3377374;0;0;0;0;0;0;1190365;14216326;11736073;7598747;33551146;1365;2912650;36465161
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43891;168933;0;0;1910096;0;2079029;623212;0;0;0;0;0;0;4642741;7344983;3058984;22770109;33174075;2296;1263234;34439605
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43891;28159;0;9296702;11101342;0;20426203;243393;310644;0;1569961;0;0;1880605;0;22550201;29596;5821098;28400896;2;5021900;33422798
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43891;1058155;3160650;65095;8823854;5695;13113450;11000769;210549;83980;0;0;0;294530;148089;24556837;0;933558;25490395;4281;1555661;27050336
NU PAGAMENTOS - PRUDENCIAL;1000084693;n1;S4;C;2;SAO PAULO;SP;43891;0;0;0;7625785;4737229;12363014;0;0;0;314248;0;90588;404836;364597;13132447;0;12615510;25747957;96961;927021;26771939
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43891;0;0;4018729;7422152;0;11440881;0;0;0;2826906;0;0;2826906;1849756;16117543;22118;4593870;20733531;150525;2661039;23545095
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43891;0;0;0;5678868;0;5678868;151825;0;0;0;0;211096;211096;13341;6055130;9798435;4191199;20044763;0;2005026;22049790
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43891;7439;0;0;67265;0;74704;128964;0;0;0;0;0;0;4886159;5089826;1177857;14124438;20392122;11139;1460962;21864223
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43891;74628;2935;499067;3740987;0;4317618;3235780;11495;457743;813452;55066;0;1337756;6288920;15180074;173620;3872371;19226064;19247;1619788;20865100
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43891;1190028;604766;55817;1267604;1272035;4390249;0;0;219652;0;0;0;219652;855981;5465882;0;12857443;18323324;0;2205756;20529080
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43891;96538;0;245502;10641161;4886;10988086;110001;68385;72280;954459;31634;0;1126757;775702;13000547;273278;3074622;16348447;0;4018396;20366842
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43891;774135;2066141;50013;9011298;11037;11912623;1166416;206291;0;10879;0;0;217169;111130;13407339;0;2704809;16112149;98;1931313;18043560
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43891;0;0;0;0;0;0;0;0;0;0;0;0;0;12885685;12885685;0;890512;13776196;6175;2936099;16718470
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n1;S5;C;2;SAO PAULO;SP;43891;0;0;0;0;79523;79523;0;0;0;0;0;0;0;1175165;1254688;0;11682470;12937158;0;2705200;15642358
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43891;41815;0;0;1698947;0;1740762;1366855;20782;553584;5398327;0;704287;6676979;1481304;11265899;488127;457967;12211993;18929;2570929;14801851
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43891;0;0;3089874;2898469;0;5988343;0;0;0;2037116;0;0;2037116;0;8025459;0;3126516;11151975;103889;2711354;13967218
ORIGINAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43891;253851;0;135545;6205779;103962;6699137;78935;1945959;1669632;63183;0;0;3678774;21816;10478662;98955;740137;11317755;17504;2162927;13498185
PAGSEGURO;1000084813;n4;;C;2;SAO PAULO;SP;43891;0;0;0;0;701863;701863;0;0;0;0;0;0;0;0;701863;0;4901214;5603077;102300;7711555;13416932
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43891;0;0;4896069;2580411;0;7476481;0;0;0;464695;0;0;464695;2782225;10723400;6070;418643;11148113;8511;2027936;13184560
HSBC BI - PRUDENCIAL;1000084741;b2;S4;I;3;SAO PAULO;SP;43891;0;0;0;3368059;0;3368059;166070;0;0;108502;0;0;108502;488485;4131116;3342934;3887438;11361488;0;1080447;12441934
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43891;575777;0;25052;1459912;0;2060741;0;0;0;0;0;0;0;1779516;3840258;1468970;4658149;9967377;3051;1647886;11618314
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43891;101992;0;127275;5991403;0;6220670;1120578;95205;317054;10854;0;0;423113;142624;7906984;2030283;430618;10367886;30980;841824;11240689
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43891;115;0;0;972219;0;972334;852746;0;0;0;0;0;0;2969787;4794867;4753384;479741;10027992;0;1141991;11169983
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43891;7824;0;601337;7048;0;616209;30014;0;0;1217840;0;0;1217840;0;1864063;0;6425432;8289495;135;2693738;10983368
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43891;0;0;659020;886821;0;1545841;0;310541;157590;887926;0;0;1356057;6281675;9183573;62477;163996;9410046;211840;1283164;10905049
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43891;2586398;346240;0;2433955;0;5366592;260593;1663173;0;11307;0;12831;1687311;42024;7356520;19419;961345;8337284;0;2148490;10485774
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43891;322983;201079;96853;6114660;0;6735575;297751;3676;134715;16118;0;0;154510;0;7187836;0;1963369;9151205;317;979055;10130577
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;I;3;INDAIATUBA;SP;43891;467691;0;1481;54868;0;524040;0;0;0;307032;0;0;307032;7139857;7970929;0;81814;8052743;6848;1409710;9469302
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;43891;982739;1097371;193867;4394883;0;6668859;680475;0;0;249856;0;0;249856;4857;7604047;0;343801;7947848;0;1420203;9368051
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43891;160086;0;227891;2873103;9208;3270289;0;57684;0;6490;0;0;64174;41;3334504;56;5542650;8877209;3022;487067;9367298
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43891;0;0;511681;293861;0;805542;0;11163;0;2396921;0;0;2408084;4131221;7344847;180573;580112;8105532;83008;960143;9148682
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43891;0;0;28231;0;1797420;1825651;0;162613;0;0;0;0;162613;0;1988265;0;96560;2084825;0;6950786;9035610
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;43891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8612664;8612664;0;320328;8932992
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43891;0;0;610218;0;0;610218;0;0;0;1351293;0;50333;1401626;225272;2237116;0;5383764;7620880;0;1061412;8682292
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43891;176214;0;1535;1068634;0;1246382;237199;151432;1082181;1110144;0;0;2343758;3092665;6920005;488163;519067;7927234;16246;673576;8617057
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43891;98;0;0;0;0;98;0;0;0;0;0;0;0;0;98;0;2015296;2015394;0;6084019;8099413
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43891;84832;0;235142;1418547;0;1738521;964716;0;0;3531;0;0;3531;2625884;5332653;378218;1609995;7320866;695;747642;8069203
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43891;134461;0;105;4298992;0;4433558;288385;136764;318657;11434;0;0;466855;251401;5440199;647538;741387;6829124;7637;1187904;8024665
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43891;80740;0;118;1550272;0;1631130;0;0;0;0;0;0;0;3193202;4824333;458119;773100;6055552;2963;1807948;7866463
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;43891;566;0;0;1530187;744;1531496;0;0;0;0;0;0;0;18679;1550175;0;5338619;6888795;0;374337;7263132
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43891;0;0;2616348;72255;0;2688603;0;0;0;319529;0;0;319529;1112443;4120575;17988;1149228;5287790;7816;1887075;7182682
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43891;0;0;0;64984;0;64984;15099;0;54334;11282;0;0;65616;2368510;2514209;31875;3717291;6263376;16410;618677;6898463
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43891;0;0;0;0;0;0;0;0;0;0;0;0;0;100860;100860;0;6086545;6187405;0;573973;6761378
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43891;0;0;0;102229;0;102229;0;0;0;0;0;0;0;5035047;5137276;0;378385;5515661;124254;1033961;6673876
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43891;158529;0;13614;2726598;0;2898741;465119;318350;207166;1500580;41824;0;2067919;97000;5528779;2880;196862;5728521;790;772921;6502233
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43891;799060;0;138342;3428556;30798;4396757;0;0;0;0;0;0;0;3138;4399896;0;296783;4696679;0;1656110;6352789
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43891;0;0;91764;100992;0;192756;0;0;132203;91112;0;0;223315;3066128;3482199;0;809546;4291745;10035;1838848;6140628
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43891;739685;1456555;84877;2476511;1358;4758986;3650;38900;0;49335;0;0;88235;96135;4947006;0;678149;5625155;10871;498285;6134311
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43891;33093;0;0;602;7354;41048;0;0;0;0;0;0;0;0;41048;0;294281;335330;2612;5785441;6123382
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43891;8144;0;345520;1661522;0;2015187;287102;13925;0;2040781;0;0;2054706;0;4356994;0;351542;4708536;0;1212559;5921095
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43891;751808;0;0;1802413;19517;2573739;0;0;1169068;0;0;0;1169068;1150;3743957;0;485082;4229040;0;1690620;5919660
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43891;0;0;651184;2787;0;653970;0;0;0;0;0;0;0;3915406;4569376;0;149190;4718566;7452;1149570;5875588
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43891;0;0;1404600;1392919;0;2797520;0;979869;0;817344;0;0;1797213;0;4594733;2535;99588;4696856;560;835574;5532990
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;43891;0;0;0;689;0;689;0;0;0;0;0;0;0;0;689;0;5190789;5191477;0;287870;5479347
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;43891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4636316;4636316;0;406875;5043191
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43891;0;0;50492;287057;0;337550;2239989;0;0;884298;0;0;884298;194015;3655851;480183;253325;4389360;430;519247;4909037
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;43891;0;0;0;4324771;0;4324771;0;0;0;0;0;0;0;0;4324771;0;206747;4531518;0;272419;4803937
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43891;0;0;427473;0;0;427473;0;0;0;497489;0;763159;1260648;0;1688121;0;2038929;3727050;0;1071265;4798315
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43891;0;0;50223;1232134;0;1282356;0;0;0;0;0;0;0;2297129;3579486;0;327331;3906817;736;536972;4444524
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43891;25725;0;0;41134;0;66859;0;40817;9388;0;0;0;50206;1307738;1424803;211593;2135326;3771722;0;626576;4398298
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;43891;0;0;0;0;0;0;0;0;0;0;0;0;0;184645;184645;0;3693120;3877764;0;388730;4266494
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43891;10186;0;0;3078179;0;3088365;317141;268210;14822;0;0;0;283032;0;3688538;6102;336322;4030961;0;230740;4261702
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43891;511778;0;1200;1011663;0;1524641;1517012;0;0;0;0;0;0;0;3041654;67980;756009;3865642;0;361074;4226717
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;43891;0;0;194625;0;0;194625;0;0;0;0;0;0;0;2682433;2877058;0;1118966;3996024;0;160287;4156310
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43891;518550;0;195837;1664977;8871;2388235;0;0;0;0;0;0;0;15013;2403248;0;1104572;3507820;0;476906;3984726
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43891;25164;0;21259;2145184;18307;2209913;0;0;0;431425;0;121452;552877;112088;2874878;0;736984;3611862;3016;349065;3963943
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43891;348523;0;0;1412874;0;1761397;0;0;648676;0;0;0;648676;2313;2412387;0;747716;3160103;0;763289;3923392
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;43891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3707746;3707746;0;156697;3864443
MERCADOPAGO PRUDENCIAL;1000084820;n4;;I;2;OSASCO;SP;43891;0;0;0;0;1869209;1869209;0;0;0;0;0;0;0;560718;2429927;0;1191961;3621889;0;195779;3817668
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43891;132349;0;316690;1297240;0;1746278;32034;99987;18965;418714;0;0;537666;817649;3133628;192;109137;3242958;878;550913;3794749
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43891;620870;0;135144;1028883;5325;1790222;0;0;0;0;0;0;0;41757;1831979;0;1107619;2939599;0;707366;3646965
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43891;513726;0;94953;1697521;3983;2310184;0;0;0;0;0;0;0;0;2310184;0;802309;3112493;0;446931;3559424
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;43891;0;0;390226;0;0;390226;0;0;0;309609;0;0;309609;183108;882943;0;1871328;2754271;27282;574934;3356488
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;43891;0;0;0;1375;0;1375;0;0;0;0;0;0;0;144838;146213;0;3001176;3147389;0;185529;3332918
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;43891;260834;0;1004723;1160203;0;2425759;0;0;0;0;0;0;0;10379;2436138;0;91770;2527908;674;754934;3283516
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;43891;34752;0;0;2193566;0;2228318;146298;12500;240163;0;0;0;252663;5242;2632522;709;341988;2975219;3267;290635;3269120
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;43891;414348;0;296856;1404113;2314;2117631;0;0;0;0;0;0;0;20937;2138569;0;759665;2898233;0;355476;3253709
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43891;720;0;241591;214423;6065;462798;0;165463;88421;371238;0;0;625122;141052;1228972;30928;661405;1921304;1917;1193801;3117022
PEFISA S.A. - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43891;0;0;0;0;5077;5077;0;0;0;0;0;730634;730634;0;735712;0;1603337;2339049;0;645910;2984959
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43891;266886;0;303290;790977;27832;1388985;0;50016;0;294116;0;0;344132;91177;1824295;0;688779;2513074;887;469217;2983177
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;43891;389254;0;0;1929829;31190;2350273;0;0;71029;0;0;0;71029;0;2421302;0;60778;2482080;0;475138;2957218
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;43891;490233;0;0;1683180;2357;2175769;0;0;27347;0;0;0;27347;0;2203116;0;90922;2294039;0;535172;2829211
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43891;382849;0;18087;1594915;11991;2007843;0;0;0;0;0;0;0;0;2007843;0;307588;2315431;0;460797;2776228
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43891;332028;0;0;1707022;4757;2043807;0;0;0;0;0;0;0;0;2043807;0;160351;2204157;0;513246;2717403
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43891;106918;0;5019;959933;202513;1274381;12992;86208;0;0;0;0;86208;141011;1514592;3648;821382;2339621;336;369959;2709917
