Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43891;56773;5632828;3584335;861552;-5944;855608;0;0;0;0;0;43161155;1554;8350;53300604;0;53300604
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43891;4286470;16043760;12291420;5097140;-167743;4929397;0;0;0;0;0;15550582;5386;106425;53213440;0;53213440
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43891;249849;3085465;8466683;24159406;-1103195;23056211;0;0;0;0;0;14919261;49237;25542;49852247;0;49852247
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43891;625253;6287182;13363921;14901004;-265995;14635008;0;0;0;0;0;13422850;399346;73483;48807044;0;48807044
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S3;C;2;RIO DE JANEIRO;RJ;43891;237893;14929693;23223211;63909;-320;63589;0;0;0;0;0;1813987;100106;566183;40934663;0;40934663
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43891;294455;7169224;3123648;17713024;-1216495;16496528;16538;1285824;192030;-15335;1479057;9327245;221625;1016312;39128095;192030;38936065
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43891;969752;5291937;23296282;1891441;0;1891441;0;0;0;0;0;6691844;51;19293;38160601;0;38160601
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43891;22833;3829791;4362665;1810194;0;1810194;0;0;0;0;0;28078178;2591;36113;38142365;0;38142365
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43891;101232;13587276;14247194;519708;-150;519558;0;0;0;0;0;7721600;229575;58726;36465161;0;36465161
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43891;342498;5786569;3473074;1523404;-1470;1521934;0;0;0;0;0;23269108;10504;35918;34439605;0;34439605
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43891;3282;750000;2462024;23851366;-1590952;22260415;0;0;0;0;0;6971181;372477;603419;33422798;0;33422798
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43891;264269;10290265;10462167;4139073;-275535;3863538;0;9552;5814;-19;15347;939231;912697;308636;27056150;5814;27050336
NU PAGAMENTOS - PRUDENCIAL;1000084693;n1;S4;C;2;SAO PAULO;SP;43891;158491;3868950;10486539;395083;-17561;377522;0;0;0;0;0;11794840;45954;39645;26771939;0;26771939
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43891;3497;3196603;201658;17852451;-845497;17006954;525;134273;22572;-3088;154282;2951530;29693;23451;23567667;22572;23545095
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43891;171905;3501360;14010056;35199;0;35199;0;0;0;0;0;4312423;1471;17376;22049790;0;22049790
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43891;71292;4108224;1228402;756805;-1113;755692;3020;425785;35108;-17962;445950;15281123;3450;5198;21899330;35108;21864223
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43891;100690;518068;5740836;10255126;-411936;9843190;154;103931;18171;-6662;115594;4264193;262578;38121;20883271;18171;20865100
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43891;79222;1707437;13200886;3499841;-380743;3119097;0;0;0;0;0;1823798;336554;262085;20529080;0;20529080
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43891;111726;88292;2945511;11330121;-610742;10719379;0;0;0;0;0;4626396;223419;1652118;20366842;0;20366842
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43891;148789;87633;3574102;11470556;-369388;11101168;0;0;0;0;0;2042111;758219;331537;18043560;0;18043560
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43891;334;403293;2517803;13461899;-338621;13123278;0;0;0;0;0;547891;71912;53959;16718470;0;16718470
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n1;S5;C;2;SAO PAULO;SP;43891;53260;18;1317508;0;0;0;0;462;0;0;462;582801;13065789;622520;15642358;0;15642358
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43891;3529;857522;3992375;7217544;-82616;7134928;1743;467498;125539;-5935;588846;1648090;336313;365786;14927390;125539;14801851
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43891;25872;1394999;194808;9870190;-242518;9627671;253;33969;421;-535;34109;2501401;11313;177466;13967639;421;13967218
ORIGINAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43891;147687;1283423;2345675;5166715;-306372;4860343;0;0;0;0;0;3051515;895283;914260;13498185;0;13498185
PAGSEGURO;1000084813;n4;;C;2;SAO PAULO;SP;43891;593082;531047;917643;0;0;0;0;0;0;0;0;741351;8832125;1801684;13416932;0;13416932
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43891;28798;452625;655;11456110;-360315;11095795;748;193312;13890;-9659;198291;1398905;13501;9880;13198450;13890;13184560
HSBC BI - PRUDENCIAL;1000084741;b2;S4;I;3;SAO PAULO;SP;43891;13470;1857844;6142390;65594;-390;65204;0;0;0;0;0;4313422;927;48678;12441934;0;12441934
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43891;383518;2068239;1624754;981448;-4165;977283;0;0;0;0;0;6550246;3735;10539;11618314;0;11618314
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43891;189553;110175;5610517;2801044;-338372;2462672;0;0;0;0;0;2274912;454364;138497;11240689;0;11240689
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43891;19241;7038745;1038611;1954786;-79;1954707;0;0;0;0;0;1111166;1223;6290;11169983;0;11169983
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43891;4587;0;296054;3762028;-1197555;2564473;0;0;0;0;0;7228083;62359;827813;10983368;0;10983368
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43891;48262;281089;0;10357467;-318707;10038760;30;3209;1927;-76;5090;500292;23239;10244;10906976;1927;10905049
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43891;146747;2676115;1377020;4181853;-157824;4024029;0;0;0;0;0;1337833;751902;172129;10485774;0;10485774
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43891;792461;1908300;1300312;4950689;-490442;4460247;0;0;0;0;0;1079117;288767;301372;10130577;0;10130577
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;I;3;INDAIATUBA;SP;43891;1029;570288;0;8987317;-347169;8640148;0;0;0;0;0;218031;30865;8942;9469302;0;9469302
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;43891;229187;1344684;936783;5753493;-147819;5605674;0;0;0;0;0;588628;464936;198159;9368051;0;9368051
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43891;158702;646376;1243669;377344;-18031;359313;0;0;0;0;0;683700;6137477;138061;9367298;0;9367298
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43891;9978;511998;1022747;7172402;-116663;7055739;5;51331;18460;-247;69549;457201;29634;10296;9167142;18460;9148682
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43891;13;3202529;1597572;2105972;-130766;1975207;0;0;0;0;0;73612;2164829;21850;9035610;0;9035610
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;43891;0;284347;8424394;0;0;0;0;0;0;0;0;158423;273;65555;8932992;0;8932992
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43891;22840;0;746342;2757091;-394292;2362799;0;0;0;0;0;5536043;12194;2074;8682292;0;8682292
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43891;535743;706159;2672745;4013674;-36551;3977123;0;0;0;0;0;642560;52492;30235;8617057;0;8617057
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43891;393;1341920;6231043;0;0;0;0;0;0;0;0;184876;6;341177;8099413;0;8099413
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43891;8242;1608272;3042038;882772;-1909;880863;0;0;0;0;0;2522244;1915;5629;8069203;0;8069203
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43891;96659;271686;2230164;2200532;-112036;2088496;0;0;0;0;0;2981670;334274;21716;8024665;0;8024665
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43891;204622;2910091;2027680;1044186;-981;1043205;0;0;0;0;0;1365409;307538;7917;7866463;0;7866463
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;43891;3;5414413;1409599;85530;-52;85478;0;0;0;0;0;22247;87105;244286;7263132;0;7263132
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43891;6094;249149;1603770;5086692;-316477;4770215;0;483;483;0;966;516757;3813;32400;7183165;483;7182682
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43891;1823;1405856;770724;541622;-3176;538446;0;0;0;0;0;4176816;722;4077;6898463;0;6898463
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43891;13;4741784;1384989;133293;-837;132456;0;0;0;0;0;38671;56296;407169;6761378;0;6761378
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43891;61;81866;28362;5440690;-124255;5316435;1435;769559;242913;-2985;1010922;443366;18082;17695;6916789;242913;6673876
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43891;11469;196493;1970216;3392817;-73839;3318978;0;0;0;0;0;888126;36453;80496;6502233;0;6502233
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43891;26620;0;0;3490634;-220079;3270555;0;0;0;0;0;31448;2688033;336133;6352789;0;6352789
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43891;16687;99918;1077970;4453716;-425957;4027759;0;0;0;0;0;824700;60784;32811;6140628;0;6140628
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43891;101211;1154504;1102148;2569906;-116546;2453360;0;0;0;0;0;783938;435670;103480;6134311;0;6134311
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43891;7388;1951178;2204599;2085213;-728536;1356678;0;0;0;0;0;548147;15594;39799;6123382;0;6123382
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43891;182;475347;540927;4259345;-117844;4141502;0;0;0;0;0;234797;7521;520819;5921095;0;5921095
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43891;40526;288069;1869396;3472533;-199317;3273216;0;0;0;0;0;134570;22470;291412;5919660;0;5919660
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43891;5631;436796;39298;5320055;-89899;5230156;528;25367;116;-99;25911;118908;3509;15494;5875704;116;5875588
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43891;2145;1103840;1020;3735140;-31602;3703538;0;0;0;0;0;713692;2204;6551;5532990;0;5532990
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;43891;202;3338349;1679219;283275;-2286;280989;0;0;0;0;0;4901;219;175469;5479347;0;5479347
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;43891;0;288288;4403275;0;0;0;0;0;0;0;0;221482;143;130003;5043191;0;5043191
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43891;42222;376290;3579786;415935;-8721;407215;0;0;0;0;0;469789;16977;16758;4909037;0;4909037
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;43891;22;4388084;265058;0;0;0;0;0;0;0;0;1381;750;148642;4803937;0;4803937
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43891;1581;309998;631959;2632300;-1068780;1563520;0;0;0;0;0;2205094;0;86163;4798315;0;4798315
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43891;1567;93000;112721;3987560;-41006;3946554;14;56870;4670;-399;61156;223990;2124;8082;4449195;4670;4444524
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43891;69129;450498;417651;1353872;-91483;1262389;0;0;0;0;0;2198320;197;114;4398298;0;4398298
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;43891;3115;970363;2815477;108197;-1064;107132;0;0;0;0;0;19504;288419;62483;4266494;0;4266494
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43891;57672;5942;1133850;1105507;-26638;1078870;0;0;0;0;0;1377895;476680;130793;4261702;0;4261702
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43891;160343;1133686;1945275;46552;-3888;42664;0;0;0;0;0;422469;386285;135994;4226717;0;4226717
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;43891;43;0;998248;27330;-211;27119;0;0;0;0;0;2077;3082202;46621;4156310;0;4156310
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43891;53724;118605;0;2450496;-124494;2326002;0;0;0;0;0;167358;1104071;214966;3984726;0;3984726
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43891;2235;305199;164980;3061469;-521879;2539589;256;67890;35674;-2641;101179;781132;49115;56186;3999617;35674;3963943
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43891;12188;260331;752342;2717830;-175304;2542527;0;0;0;0;0;107920;107283;140802;3923392;0;3923392
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;43891;1140;3332145;427156;55998;-458;55540;0;0;0;0;0;3148;317;44997;3864443;0;3864443
MERCADOPAGO PRUDENCIAL;1000084820;n4;;I;2;OSASCO;SP;43891;182839;0;2741704;0;0;0;0;0;0;0;0;355582;369342;168200;3817668;0;3817668
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43891;28826;342999;189226;1780559;-36087;1744472;0;0;0;0;0;1288156;169771;31298;3794749;0;3794749
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43891;20391;20982;400511;2428082;-131931;2296151;0;0;0;0;0;119237;679422;110272;3646965;0;3646965
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43891;47146;85545;0;2238306;-94812;2143494;0;0;0;0;0;132122;969665;181452;3559424;0;3559424
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;43891;2858;318398;50685;1501021;-493703;1007318;0;0;0;0;0;1890159;226;86843;3356488;0;3356488
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;43891;67;1545890;1448430;95680;-540;95140;0;0;0;0;0;2995;146563;93833;3332918;0;3332918
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;43891;4175;1266996;796992;1232665;-34339;1198326;0;0;0;0;0;6054;9309;1665;3283516;0;3283516
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;43891;50383;43499;1309452;672080;-125511;546570;0;0;0;0;0;723174;545477;50565;3269120;0;3269120
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;43891;25519;100998;0;1893634;-81835;1811799;0;0;0;0;0;101620;1091892;121881;3253709;0;3253709
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43891;3695;225847;667313;970198;-48638;921560;14229;271151;0;-2159;283221;557112;120078;338196;3117022;0;3117022
PEFISA S.A. - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43891;15772;265343;160709;1652615;-652196;1000419;0;0;0;0;0;1463535;6542;72639;2984959;0;2984959
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43891;1097;448351;128508;1567677;-181549;1386129;0;0;0;0;0;768932;89867;160293;2983177;0;2983177
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;43891;7583;589;264736;1432760;-37398;1395362;0;0;0;0;0;21929;1196491;70527;2957218;0;2957218
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;43891;18326;323;0;1651971;-153342;1498629;0;0;0;0;0;26452;1201640;83841;2829211;0;2829211
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43891;14151;314865;679791;1398914;-54779;1344135;0;0;0;0;0;98335;223868;101085;2776228;0;2776228
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43891;7454;99199;884765;1123147;-36484;1086663;0;0;0;0;0;111547;493421;34354;2717403;0;2717403
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43891;398275;488713;163137;747955;-18842;729113;0;0;0;0;0;539120;355477;36082;2709917;0;2709917
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;43891;86;28982;2519138;0;0;0;0;0;0;0;0;963;145162;13952;2708283;0;2708283
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;43891;31710;602588;378804;1671712;-379647;1292065;0;0;0;0;0;263836;9274;99059;2677337;0;2677337
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;43891;32695;148595;112736;1708163;-124876;1583287;0;0;0;0;0;61526;648857;82390;2670085;0;2670085
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43891;119;0;581026;1933998;-177042;1756956;0;0;0;0;0;257664;8810;27021;2631596;0;2631596
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;43891;12468;198192;368877;1586427;-76771;1509656;0;0;0;0;0;66781;348422;87801;2592196;0;2592196
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;43891;21;0;2346468;164227;-1150;163077;0;0;0;0;0;14419;238;8875;2533099;0;2533099
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;43891;26394;258591;411548;1558821;-60972;1497849;0;0;0;0;0;77336;192245;67330;2531292;0;2531292
BCO A.J. RENNER S.A. - PRUDENCIAL;1000081799;b1;S4;C;3;PORTO ALEGRE;RS;43891;6489;512726;359;1558836;-90053;1468783;0;0;0;0;0;106414;398139;25073;2517983;0;2517983
BANCO DIGIO - PRUDENCIAL;1000084655;b2;S4;I;3;BARUERI;SP;43891;4424;226464;186343;925965;-269093;656872;0;0;0;0;0;1118968;272142;49065;2514278;0;2514278
