Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Qt_Clientes;Qt_Operações
ITAU;10069;b1;C;2;S1;199;SAO PAULO;SP;jun/18;26.121.159;89.128.074
BRADESCO;10045;b1;C;2;S1;199;OSASCO;SP;jun/18;23.199.939;86.925.405
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;S1;6;BRASILIA;DF;jun/18;14.408.641;33.244.298
SANTANDER;30379;b1;C;3;S1;199;SAO PAULO;SP;jun/18;14.377.628;37.911.336
BB;49906;b1;C;1;S1;199;BRASILIA;DF;jun/18;11.759.616;32.476.103
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;jun/18;3.332.642;21.096.519
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;jun/18;3.193.038;6.400.282
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;jun/18;3.179.978;6.874.338
VOTORANTIM;51011;b1;C;2;S2;199;SAO PAULO;SP;jun/18;3.029.267;4.438.744
BNP PARIBAS;51516;b1;C;3;S3;199;SAO PAULO;SP;jun/18;2.752.140;8.294.344
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;jun/18;2.330.229;5.847.916
PAN;31323;b1;C;2;S3;199;SAO PAULO;SP;jun/18;2.327.073;5.294.438
BANRISUL;30173;b1;C;1;S2;199;PORTO ALEGRE;RS;jun/18;1.827.207;9.621.883
NU PAGAMENTOS S.A.;18236120;n4;I;2;;41;SAO PAULO;SP;jun/18;1.798.858;62.594.071
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;jun/18;1.278.617;2.083.634
SAFRA;10083;b1;C;2;S2;199;SAO PAULO;SP;jun/18;1.169.034;1.878.159
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;jun/18;1.024.728;1.598.725
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;jun/18;841.146;1.829.580
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;jun/18;817.568;1.998.082
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;jun/18;804.784;2.230.359
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;jun/18;795.284;1.012.653
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;jun/18;731.679;1.366.600
DAYCOVAL;51987;b1;C;2;S3;199;SAO PAULO;SP;jun/18;706.764;1.488.174
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;jun/18;647.779;788.143
BANCO CBSS S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;jun/18;594.698;1.314.555
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;jun/18;453.568;1.192.011
DACASA FINANCEIRA;51891;n1;C;2;S4;197;VITORIA;ES;jun/18;404.392;799.124
AVISTA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;23862762;n1;I;2;S4;14;VITORIA;ES;jun/18;387.978;605.217
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;jun/18;383.255;438.078
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;jun/18;370.270;373.371
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;jun/18;324.813;408.401
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;jun/18;300.773;814.977
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;jun/18;294.217;472.536
BANCO SEMEAR S.A.;795423;b1;I;2;S4;8;BELO HORIZONTE;MG;jun/18;292.019;430.651
SOROCRED   CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;4814563;n1;I;2;S4;14;SOROCABA;SP;jun/18;290.431;566.852
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;jun/18;283.395;642.373
ESTRELA MINEIRA CREDITO, FINANCIAMENTO E INVESTIMENTO S/A;5351887;n1;I;2;S4;14;ARAXA;MG;jun/18;240.738;348.740
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;jun/18;224.935;292.690
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;jun/18;221.763;552.794
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;jun/18;220.031;812.169
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;jun/18;196.035;509.230
NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;4379829;n1;I;2;S4;14;CURITIBA;PR;jun/18;187.864;240.535
VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;5192316;n1;I;2;S4;14;SANTO CRISTO;RS;jun/18;177.608;448.011
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;jun/18;168.673;706.880
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S4;8;BELEM;PA;jun/18;167.292;584.614
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;jun/18;140.027;204.986
