Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Indisponível;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;jun/18;6.181.755;464.473;378.521;2.341.772;2.996.983;0;6;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;jun/18;5.250.408;96.319;325.975;2.502.365;2.325.749;0;0;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;jun/18;4.458.700;241.154;349.915;1.725.183;2.142.448;0;0;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;jun/18;4.427.007;1.413.595;3.993;2.141.989;867.430;0;0;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;jun/18;3.796.686;985;2.099;203.163;2.499.695;0;0;1.090.744
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;jun/18;3.696.649;2.005.451;241.813;793.135;613.000;0;449;42.801
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;jun/18;3.297.416;46;18.055;770.172;2.037.084;0;13;472.045
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;jun/18;3.171.564;98.342;58.931;1.051.803;1.105.504;0;3;856.982
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;jun/18;3.164.841;1.235.991;578.828;1.108.692;241.330;0;0;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;jun/18;3.144.005;151.323;69.155;726.416;1.957.530;0;0;239.581
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;jun/18;2.985.624;64.025;614.397;1.948.636;358.566;0;0;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;jun/18;2.784.659;89.954;52.028;206.561;2.436.114;0;1;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;jun/18;2.762.176;812;88.511;461.005;2.211.848;0;0;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;jun/18;2.726.009;30.190;0;193.055;2.502.764;0;0;0
PAN;31323;b1;C;2;S3;199;SAO PAULO;SP;jun/18;2.123.884;415.360;257.908;1.056.151;394.466;0;0;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;jun/18;2.103.890;76;57.500;522.349;1.523.965;0;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;jun/18;2.081.062;111.517;406.457;1.329.072;234.016;0;0;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;jun/18;2.062.013;472.901;20.156;141.266;1.427.690;0;0;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;jun/18;1.962.294;29.896;133.208;186.125;1.613.060;0;4;0
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;jun/18;1.880.627;357.985;180.051;1.139.610;202.981;0;0;0
JOHN DEERE;50071;b1;C;3;S4;199;INDAIATUBA;SP;jun/18;1.823.194;13.709;82.666;1.131.797;595.021;0;0;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;jun/18;1.791.792;0;1.247;176.489;1.614.056;0;0;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;jun/18;1.787.314;123.768;280.172;1.190.767;192.595;0;11;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;jun/18;1.778.195;253.069;422.580;1.060.669;41.860;0;17;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;jun/18;1.738.567;13.108;3.480;464.277;1.257.702;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;jun/18;1.721.545;0;4.219;396.021;1.028.751;0;0;292.555
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;jun/18;1.720.987;0;0;75.588;1.645.399;0;0;0
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;jun/18;1.710.385;37.942;3.957;269.202;1.399.283;0;0;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;jun/18;1.614.938;57.989;312.444;922.735;321.758;0;13;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;jun/18;1.589.939;191.424;208.928;773.581;416.006;0;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;jun/18;1.482.876;17.311;40.301;777.497;574.767;0;0;73.000
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;jun/18;1.406.686;88.983;43.960;817.839;455.904;0;0;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;jun/18;1.336.147;29.470;187.906;712.629;406.142;0;0;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;jun/18;1.240.960;13.564;165.433;940.642;121.211;0;111;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;jun/18;1.239.280;1.320;23.944;452.333;761.684;0;0;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;jun/18;1.214.742;468.372;468.571;248.261;28.536;0;1.002;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;S4;8;SAO PAULO;SP;jun/18;1.202.707;0;0;0;1.202.707;0;0;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;jun/18;1.185.503;210.458;179.516;623.148;172.382;0;0;0
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;jun/18;1.123.879;247.735;143.623;554.045;178.471;0;5;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;jun/18;1.101.138;86.144;33.605;733.405;247.983;0;1;0
BANCO FORD S.A.;90731688;b2;I;3;S4;8;SAO PAULO;SP;jun/18;1.008.558;0;14.770;856.604;137.183;0;0;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;jun/18;986.559;245.667;263.847;469.850;7.195;0;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;jun/18;888.966;65.966;100.647;458.350;264.003;0;0;0
GRUPO BONSUCESSO - BS2;52034;b1;C;2;S4;199;BELO HORIZONTE;MG;jun/18;874.173;33.229;52.628;212.966;575.350;0;0;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;jun/18;816.337;22.536;138.506;343.289;312.002;0;4;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;jun/18;808.851;0;0;230.583;473.132;0;0;105.136
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;jun/18;791.182;262.672;429.083;97.697;1.693;0;37;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;jun/18;780.857;76.675;259.905;371.401;72.876;0;0;0
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;jun/18;771.375;52.913;162.060;458.800;97.587;0;15;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;jun/18;717.554;0;3.312;131.761;582.482;0;0;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;jun/18;703.989;85.156;146.033;337.783;135.014;0;4;0
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;jun/18;660.492;0;27.947;502.222;130.323;0;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;S4;30;FLORIANOPOLIS;SC;jun/18;655.889;22.205;68.200;473.486;91.998;0;0;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;jun/18;652.714;150.778;306.444;190.349;5.130;0;13;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;S4;9;BELO HORIZONTE;MG;jun/18;644.926;15.771;59.781;511.351;58.013;0;10;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;jun/18;635.568;202.174;176.514;216.343;40.499;0;38;0
RENDIMENTO;51468;b1;C;2;S4;199;SAO PAULO;SP;jun/18;617.058;29.431;74.270;355.597;157.756;0;5;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;S4;14;SAO PAULO;SP;jun/18;614.988;3.169;82.604;499.206;30.008;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;jun/18;605.613;65.211;161.890;368.551;9.953;0;8;0
BANCO MONEO S.A.;7441209;b2;I;2;S4;8;CAXIAS DO SUL;RS;jun/18;592.647;49.233;148.189;384.682;10.542;0;0;0
BANCO GUANABARA S.A.;31880826;b1;I;2;S4;8;RIO DE JANEIRO;RJ;jun/18;571.230;38.825;33.932;362.522;135.950;0;0;0
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;jun/18;566.351;65.271;118.446;343.571;39.062;0;1;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;S4;30;SALVADOR;BA;jun/18;565.622;21.939;104.468;409.942;29.273;0;0;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;jun/18;560.881;28.342;133.545;319.328;79.666;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;jun/18;554.841;16.346;187.374;324.132;26.984;0;4;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;jun/18;547.125;146.183;183.985;198.864;18.078;0;15;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;jun/18;539.140;10.564;97.377;350.157;81.036;0;6;0
SOCOPA;50328;b1;C;2;S4;199;SAO PAULO;SP;jun/18;531.710;62.497;18.000;232.106;219.107;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;jun/18;519.576;65.898;164.041;238.652;50.976;0;9;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;jun/18;507.882;133.230;186.826;179.059;8.746;0;20;0
INDUSVAL;50531;b1;C;2;S4;199;SAO PAULO;SP;jun/18;504.834;4.739;39.215;194.384;266.497;0;0;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;I;3;S4;8;SAO PAULO;SP;jun/18;488.067;0;4.850;153.596;329.622;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;jun/18;468.994;107.935;119.855;166.553;74.587;0;64;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;jun/18;454.020;44.883;148.041;159.537;101.525;0;33;0
CAIXA GERAL;51815;b1;C;3;S4;199;SAO PAULO;SP;jun/18;429.854;844;14.804;108.286;305.920;0;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;jun/18;420.758;16.825;65.059;328.937;9.934;0;3;0
BANCO TOPÁZIO S.A.;7679404;b1;I;2;S4;8;PORTO ALEGRE;RS;jun/18;417.729;417;48.248;357.085;11.979;0;0;0
MODAL;51963;b1;C;2;S4;199;RIO DE JANEIRO;RJ;jun/18;399.011;91.155;63.604;185.132;53.630;0;0;5.491
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;I;3;S4;8;SAO PAULO;SP;jun/18;392.906;0;0;33.253;359.653;0;0;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;S4;8;SAO PAULO;SP;jun/18;385.331;0;0;88.531;296.800;0;0;0
GOLDMAN SACHS;51585;b2;C;3;S3;198;SAO PAULO;SP;jun/18;363.232;0;0;0;363.232;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;jun/18;361.427;138.162;99.275;92.091;31.875;0;24;0
HAITONG;51482;b2;C;3;S3;198;SAO PAULO;SP;jun/18;354.418;0;10.514;158.759;185.144;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;S4;9;ERECHIM;RS;jun/18;352.592;92.852;118.292;125.844;15.591;0;13;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;S5;9;CACHOEIRO DE ITAPEMIRIM;ES;jun/18;352.397;55.317;105.364;189.166;2.543;0;7;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;jun/18;341.586;29.004;117.715;176.841;18.022;0;5;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;jun/18;328.518;140.236;63.004;123.002;2.250;0;27;0
COOPERATIVA DE CRÉDITO UNICRED DA GRANDE FLORIANÓPOLIS LTDA - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;S5;9;FLORIANOPOLIS;SC;jun/18;318.687;9.814;57.365;220.249;31.255;0;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E REGIÃO LTDA;4388688;b3S;I;2;S5;9;GOIANIA;GO;jun/18;305.600;17.718;68.605;204.230;15.045;0;1;0
BANCO RIBEIRAO PRETO S.A.;517645;b1;I;2;S4;8;RIBEIRAO PRETO;SP;jun/18;302.600;12.216;50.369;161.630;78.386;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ - SICOOB NORTE DO PARANÁ;5582619;b3S;I;2;S5;9;LONDRINA;PR;jun/18;302.239;29.393;102.245;125.474;45.113;0;14;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;I;2;S3;9;PORTO ALEGRE;RS;jun/18;298.621;11.703;1.213;285.705;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;jun/18;291.422;71.167;74.931;127.105;18.209;0;10;0
BANCO RANDON S.A.;11476673;b2;I;2;S4;8;CAXIAS DO SUL;RS;jun/18;288.244;2.341;24.317;189.520;72.066;0;0;0
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;jun/18;285.308;61.011;65.106;158.455;736;0;0;0
COOPERATIVA DE CRÉDITO SICREDI JOÃO PESSOA;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;jun/18;283.253;18.901;67.883;181.182;15.282;0;5;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;jun/18;281.909;64.825;84.162;122.448;10.468;0;5;0
COOPERATIVA DE CRÉDITO SUL - SICOOB SUL;5888589;b3S;I;2;S5;9;CURITIBA;PR;jun/18;279.529;22.150;133.038;122.748;1.587;0;7;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;S4;5;VITORIA;ES;jun/18;277.577;59.709;66.685;103.390;47.793;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;jun/18;272.466;54.017;86.234;118.194;14.009;0;12;0
COOPERATIVA DE CREDITO CENTRO-SERRANA DO ESPIRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;S5;9;SANTA MARIA DE JETIBA;ES;jun/18;263.619;35.647;98.093;123.088;6.781;0;9;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;S5;9;SAO MIGUEL D'OESTE;SC;jun/18;262.631;45.849;105.626;111.151;0;0;5;0
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;jun/18;257.459;154.413;79.718;23.032;296;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC;2843443;b3S;I;2;S4;9;JOINVILLE;SC;jun/18;255.279;82.521;79.111;89.416;4.218;0;14;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;jun/18;254.562;66.301;99.774;86.208;2.257;0;22;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;jun/18;253.893;66.247;70.905;116.734;0;0;7;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;S4;9;CAPANEMA;PR;jun/18;243.971;87.247;80.486;75.084;1.141;0;12;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;S4;9;SANTA MARIA;RS;jun/18;241.447;39.700;46.593;135.849;19.294;0;10;0
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO IGUACU - SICREDI IGUACU PR/SC/SP;84974278;b3S;I;2;S4;9;SAO JOAO;PR;jun/18;230.509;55.283;70.088;100.478;4.650;0;8;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA AREA DE SAUDE DO ESTADO DE SAO PAULO LTDA    UNICRED DO ESTADO DE SAO PAULO;71884498;b3S;I;2;S5;9;CAMPINAS;SP;jun/18;226.657;13.654;57.363;153.852;1.788;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1727929;b3S;I;2;S5;9;PATOS DE MINAS;MG;jun/18;225.859;5.930;98.196;116.677;5.054;0;1;0
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;I;3;S4;19;BARUERI;SP;jun/18;223.794;1.054;18.956;65.999;137.785;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;S4;9;ENCANTADO;RS;jun/18;222.693;41.669;63.284;82.325;35.409;0;7;0
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;I;2;S5;9;CACHOEIRO DE ITAPEMIRIM;ES;jun/18;221.759;26.400;101.903;93.453;0;0;4;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI VALE DO TAQUARI RS;91159764;b3S;I;2;S4;9;LAJEADO;RS;jun/18;218.978;37.431;64.192;107.346;10.004;0;4;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA – SICREDI SUL SC;3793242;b3S;I;2;S4;9;CRICIUMA;SC;jun/18;213.992;71.506;57.829;84.649;0;0;8;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;S4;9;RIBEIRAO PRETO;SP;jun/18;211.977;87.779;54.781;69.413;0;0;4;0
COOPERATIVA DE CRÉDITO DO LESTE DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED UNIÃO;74114042;b3S;I;2;S5;9;ITAJAI;SC;jun/18;210.421;24.481;64.530;104.202;17.203;0;4;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO – SICREDI OURO BRANCO RS;87853206;b3S;I;2;S4;9;TEUTONIA;RS;jun/18;208.222;52.490;55.696;75.657;24.371;0;9;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;S4;9;ITAQUI;RS;jun/18;206.794;28.116;35.948;142.724;0;0;6;0
COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO;23522214;b1;I;3;S4;8;SAO PAULO;SP;jun/18;203.463;0;3.401;97.067;102.995;0;0;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;94433109;b3S;I;2;S5;9;PORTO ALEGRE;RS;jun/18;201.893;7.365;35.186;137.169;22.172;0;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO ITAJAÍ E LITORAL CATARINENSE - SICREDI VALE LITORAL SC;10348181;b3S;I;2;S4;9;ITAPEMA;SC;jun/18;193.749;85.370;71.544;36.815;0;0;20;0
BANCO TRICURY S.A.;57839805;b2;I;2;S4;8;SAO PAULO;SP;jun/18;191.112;5.360;8.415;123.962;53.375;0;0;0
COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4529074;b3S;I;2;S5;9;CASCAVEL;PR;jun/18;185.961;18.740;64.791;77.130;25.294;0;5;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;2335109;b3S;I;2;S5;9;CATAGUASES;MG;jun/18;185.206;14.908;45.197;119.046;6.051;0;3;0
