Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/06/2018;7262278;14741;49104;107685;115444;30739;9472;58;327243;131258;175586;205291;57674;111;0;0;569920;1928;2735;3174;671;7;0;0;8515;0;0;0;0;0;0;0;0;352334;5596949;90173;50251;7090;0;0;6096796;0;0;0;0;0;0;0;0;2153;1783;8219;15134;4675;11493;0;43455;216349
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/06/2018;6649879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74090;1061632;2460986;2696970;355717;484;0;6649879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;01/06/2018;6625463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;926965;3738007;1667954;292537;0;0;0;6625463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/06/2018;5875893;1838;10618;28626;28116;3982;7;0;73187;1353;17679;38770;16156;2;0;0;73959;11017;98483;235466;313581;45134;53;0;703736;0;0;0;0;0;0;0;0;380593;3374631;1196294;68536;4957;0;0;5025011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DAYCOVAL;51987;b1;C;2;S3;199;SAO PAULO;SP;01/06/2018;5826642;65604;358513;970619;1835441;988784;380052;0;4599013;7721;80288;14971;12941;4505;43;0;120469;26087;101832;222379;241332;22366;0;0;613996;0;0;0;0;0;0;0;0;17039;328414;3959;576;96;1;0;350084;0;0;288;255;0;0;0;543;5937;30270;41567;22080;6878;27884;76;134691;7847
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;01/06/2018;5183808;868;9553;22087;23560;1850;0;0;57918;323;432;987;668;17;0;0;2426;55833;749960;1834606;2201609;280742;715;0;5123463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/06/2018;5038507;1885;64321;165077;340441;150176;11974;0;733874;335;11297;24996;48196;17389;1937;0;104150;0;0;1;4;4;2;0;11;0;197;415;1100;1095;4944;5211;12962;21437;429108;1824121;2145;1;0;0;2276812;0;65387;262450;554651;489702;480802;0;1852992;598;7355;29633;19661;374;86;0;57706;0
NU PAGAMENTOS S.A.;18236120;n4;I;2;;41;SAO PAULO;SP;01/06/2018;4827295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;3347593;851100;1704;0;0;0;4200580;0;0;0;0;0;0;0;0;224531;313137;86616;2431;0;0;0;626715;0
JOHN DEERE;50071;b1;C;3;S4;199;INDAIATUBA;SP;01/06/2018;4619924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61387;43409;1145329;1791798;1138447;291196;0;4471567;7872;3644;83532;52035;1103;171;0;148357;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/06/2018;4264339;526;15297;39820;50530;10015;352;0;116541;2818;8615;18005;11854;53;5;0;41350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7055;38096;10503;3;0;0;0;55657;29068;3687;12836;77596;775173;12791;0;911151;73043;1951898;1084761;26696;2131;1104;7;3139641;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/06/2018;4177043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;395;310;6;0;0;907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38198;109428;1077780;1637609;910310;294475;0;4067800;10164;32109;27433;30343;7504;783;0;108336;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S4;8;BELEM;PA;01/06/2018;4137469;9100;201963;744242;1191095;507610;290026;0;2944036;22482;220667;425442;303107;43019;142;0;1014859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4220;30378;10383;951;0;0;0;45932;0;149;421;4332;332;577;0;5810;4932;16958;35621;44399;16596;8276;50;126832;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/06/2018;4028818;0;0;0;0;0;0;0;0;0;199;1118;1883;815;0;0;4015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36565;407422;885345;1579458;844402;241891;0;3995083;125;1880;5458;11001;7305;3951;0;29720;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/06/2018;3963164;14402;225014;555072;736540;237007;43340;0;1811375;93271;323972;579679;397138;44113;9161;0;1447333;465;2093;3610;3355;421;0;0;9944;0;128;3518;9199;6287;17293;8842;45267;25369;254534;39838;561;0;0;0;320302;6395;21629;47204;44852;11775;0;0;131856;35660;70741;69486;15572;4036;1416;177;197088;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/06/2018;3953623;0;0;0;0;0;0;0;0;0;119;192;143;0;0;0;454;10679;493682;1232123;2100932;93371;89;0;3930876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;246;3654;8597;9261;534;0;0;22292;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/06/2018;3595637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20261;169898;533184;1225387;892707;690256;0;3531693;1488;2610;11380;23056;17290;8120;0;63944;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/06/2018;3560271;282;724;1766;690;0;0;0;3462;148858;235905;166948;4754;0;0;0;556465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;592500;1776446;629194;2204;0;0;0;3000344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/06/2018;3433433;20184;291845;759173;1338019;665306;263787;0;3338313;14224;10991;9469;560;0;0;0;35245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11560;6727;10560;12507;6997;11150;373;59875;0
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/06/2018;3391218;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;65092;557024;1285394;1384342;99357;8;0;3391216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/06/2018;3253636;3576;217229;549814;872784;386947;178595;0;2208945;142;13166;23239;20399;1043;48;0;58036;3437;169575;387127;393848;26963;16;0;980967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;159;39;0;0;0;252;92;3263;1787;205;89;0;0;5436;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/06/2018;2422034;4195;86405;263998;475972;255489;86929;0;1172988;3006;33166;80049;57689;11225;209;0;185345;646;3476;8042;10592;2476;9;0;25241;169;4262;12588;32688;31721;134350;111822;327601;12333;271172;12686;7323;0;0;0;303515;4755;46755;59894;100178;22113;323;0;234018;10674;57761;47543;35527;6381;15426;15;173327;0
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/06/2018;2310900;9088;64913;185653;302745;120509;54855;1;737764;13;51;257;229;85;31;0;667;0;0;0;0;0;0;0;0;6513;26781;60536;140438;127129;410961;72954;845310;21550;231743;0;0;0;0;0;253293;0;0;0;0;0;0;0;0;5795;21452;43317;118269;102088;182572;373;473866;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/06/2018;2292732;268;1075;2478;202;0;0;0;4023;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;690964;752214;14488;0;0;0;1457743;0;0;0;0;0;0;0;0;659354;99707;67589;4314;0;0;0;830964;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/06/2018;2205870;1;239;857;1088;0;0;0;2185;13633;104722;201695;126069;74148;2617;0;522883;223;10083;26436;41580;8202;24;0;86548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14137;398174;781456;243105;34637;627;0;1472136;3522;48668;68526;1346;15;41;0;122119;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/06/2018;2118897;0;0;0;0;0;0;0;0;94278;131436;154781;56821;2436;0;0;439752;94988;273816;532507;491479;38650;0;0;1431440;0;0;0;0;0;0;0;0;64926;109416;19206;324;0;0;0;193871;0;0;0;0;0;0;0;0;7452;28427;17801;153;0;0;0;53833;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/06/2018;2091663;0;8;19;21;8;0;0;56;587123;883519;619955;1010;0;0;0;2091607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/06/2018;2056733;17876;163949;431546;764732;343260;96165;0;1817528;49;271;783;809;212;306;47;2477;10485;31545;68633;75000;3266;0;0;188929;0;39;111;287;296;991;260;1985;96;861;0;0;0;0;0;957;0;0;0;0;0;0;0;0;0;4574;8469;27568;4248;0;0;44858;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/06/2018;1750778;2789;48602;106363;262017;185629;165955;42;771396;4957;52534;65330;87673;42122;25128;78;277822;0;0;0;0;0;0;0;0;605;5451;13902;35259;34032;142037;115412;346698;0;214584;36727;102;0;0;0;251414;1026;1885;12362;12748;11005;13722;0;52746;2703;15616;32121;214;26;22;0;50701;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/06/2018;1691206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12503;70701;180764;431648;225141;497999;254192;1672947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;234;356;1007;2620;2505;9385;2154;18259;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/06/2018;1669697;7;500;1321;1420;0;0;0;3248;10430;162352;369127;422801;54291;7583;2;1026586;299;6524;16213;23885;3667;5;0;50592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12092;113478;242222;194077;22746;4658;0;589272;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/06/2018;1555680;772;12509;40968;54757;32079;7312;0;148397;10779;125738;362409;517372;314841;76145;0;1407284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/06/2018;1555499;240;55;44;15;7;0;0;362;9309;13592;17280;5022;0;0;0;45203;0;0;0;0;0;0;0;0;175;88;239;678;765;1089;112;3146;56006;122645;31904;19;0;0;0;210574;0;0;9911;3064;0;0;0;12975;41798;131697;324612;635125;149495;511;0;1283239;0
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/06/2018;1553027;291;7777;20174;32156;15243;3359;0;79001;267325;440539;331717;1143;1;0;0;1040725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106727;240171;76145;8;0;0;0;423052;0;0;0;0;0;0;0;0;5835;174;4090;150;0;0;0;10250;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/06/2018;1199679;0;0;0;0;0;0;0;0;3664;23772;16862;38;0;0;0;44336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238077;698608;214856;3802;0;0;0;1155343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/06/2018;1166999;560;19602;56984;117277;63477;52892;0;310792;2886;20691;38142;34571;3646;2242;0;102178;34;1342;3515;5190;861;0;0;10944;0;0;0;0;0;0;0;0;6796;57167;15745;160;3;0;0;79872;5260;58153;294474;88416;35815;2214;0;484332;12995;55821;61197;33855;11309;3403;302;178881;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/06/2018;1147816;0;0;0;0;0;0;0;0;6661;37118;86672;142813;66365;57052;60;396740;75;1103;3229;5244;828;0;0;10480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4083;91102;345443;126113;44014;7416;0;618171;923;35100;15973;38128;22716;9584;0;122425;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/06/2018;1075407;100;3917;10993;20490;9495;5392;0;50387;2135;26172;64521;81939;17756;76;0;192599;109;2189;5933;10333;3194;48;0;21807;0;0;0;0;0;0;0;0;3161;31420;8350;80;4;0;0;43014;1920;121043;314920;19087;782;218;0;457969;21078;42559;157101;49450;20093;19085;264;309631;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/06/2018;1071877;275;1816;4162;5650;1403;16;0;13323;5775;21400;45426;47604;13801;3711;0;137717;76;97;231;276;18;0;0;698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54385;106810;234613;271977;105604;76546;0;849936;3019;40961;22279;352;653;2939;0;70203;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/06/2018;970458;0;0;0;0;0;0;0;0;0;2980;0;0;0;0;0;2980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51065;105398;664948;119798;26269;0;0;967477;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/06/2018;951534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18;46;46;0;0;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11894;33901;127876;294710;246541;232637;61;947620;580;138;1094;1519;466;0;0;3797;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/06/2018;919591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2288;6899;9163;663;0;0;19019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1712;93701;659746;9794;0;0;0;764953;8257;27078;69859;15746;5588;9090;0;135619;0
BANCO CBSS S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/06/2018;914641;731;27883;66378;102575;47710;7687;0;252964;48343;46729;53210;10861;0;0;0;159142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67641;330667;103746;481;0;0;0;502535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/06/2018;838359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17377;89725;224613;434460;72184;0;0;838359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;S4;8;PORTO ALEGRE;RS;01/06/2018;816968;447;5161;9401;7927;464;6;0;23406;324;2389;4968;3926;258;0;0;11864;29467;120063;277003;325353;28476;0;0;780362;0;0;0;0;0;0;0;0;212;489;104;0;0;0;0;805;0;0;0;0;0;0;0;0;42;186;155;144;4;0;0;531;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/06/2018;784424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6325;109261;276428;370438;21758;214;0;784424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;S4;5;VITORIA;ES;01/06/2018;782450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29238;17437;114043;265157;214605;128658;0;769138;290;1644;4149;6146;942;141;0;13312;0
