Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/06/2018;10299494;0;0;0;0;0;0;0;0;156;845;1435;460;458;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132700;326270;851654;1862476;1131187;1158435;29991;5492712;4833;281411;516333;1583045;1163240;1254428;138;4803428;0;0;0;0;0;0;0;0;0
CITIBANK;30403;b1;C;3;S2;199;SAO PAULO;SP;01/06/2018;10185201;7084;868257;1184487;361893;251027;0;0;2672747;114;5716;13845;20347;7642;211;0;47875;0;149559;286807;0;0;0;0;436366;512;1978984;522219;9265;2067;0;0;2513046;0;1081734;1325718;892653;341844;0;0;3641948;37830;180957;2286;0;0;0;0;221074;0;27374;30869;2380;0;0;0;60622;0;46864;544412;246;0;0;0;591523;0;0;0;0;0;0;0;0;0
BANRISUL;30173;b1;C;1;S2;199;PORTO ALEGRE;RS;01/06/2018;9684802;114322;606871;1413069;1501142;332869;214618;35049;4217938;1805;11905;24135;36143;17791;29589;0;121369;32130;425165;244069;519;409;0;0;702293;22929;135709;18466;0;0;0;0;177104;1219;325330;642307;9919;0;0;0;978775;101624;219038;354866;317518;217010;256404;48094;1514554;17317;75677;177231;270596;155562;135407;0;831790;273;33726;209299;40165;25826;29694;0;338983;708;42100;144376;276882;184227;31048;0;679340;122656
DAYCOVAL;51987;b1;C;2;S3;199;SAO PAULO;SP;01/06/2018;9223057;92595;458417;980470;989262;86158;160;0;2607061;1442;104362;214190;286976;53923;219;20079;681191;48225;801150;674599;70;0;0;0;1524044;34531;2084457;197353;9388;22;0;0;2325750;89677;541723;595686;160437;1045;0;0;1388569;33746;15531;66341;6857;1428;0;0;123903;487;104148;145598;153910;25307;1349;0;430798;0;22028;11961;2003;0;0;0;35992;0;0;0;0;0;0;0;0;105748
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;01/06/2018;7967054;13778;52410;125129;181098;36501;7940;0;416857;22054;319456;721114;847963;152972;2103;0;2065662;0;0;0;0;0;0;0;0;13646;434980;1661466;30824;9282;0;0;2150198;0;0;0;0;0;0;0;0;0;49469;0;0;0;0;0;49469;50280;492101;1127992;1293423;313097;7975;0;3284868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;01/06/2018;7862767;8701;53050;137856;199005;63800;0;0;462413;4298;167775;408017;768526;323287;24130;0;1696034;0;0;0;0;0;0;0;0;1366;741221;617854;0;0;0;0;1360441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18251;541372;1330713;1829084;554759;69702;0;4343880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;S3;8;SAO PAULO;SP;01/06/2018;7043244;8919;161900;407358;709942;187816;33919;0;1509853;0;0;0;0;0;0;0;0;0;4510;3455;0;0;0;0;7966;14813;26009;31417;1327;0;0;0;73565;64815;1088399;1914519;1313292;326733;5516;0;4713275;2840;2304;88283;45664;14193;18664;0;171949;0;5549;8276;11594;3576;0;0;28995;38;25822;88671;186472;141968;94668;0;537641;0;0;0;0;0;0;0;0;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/06/2018;6278356;27980;46528;181274;105902;18554;0;0;380238;415;4848;12179;12147;1389;0;0;30978;0;0;0;0;0;0;0;0;181;1659;3900;8285;4945;1316;0;20287;0;537687;577761;256197;67179;0;0;1438824;33746;54440;204832;96334;97080;2711;34874;524017;0;0;0;0;0;0;0;0;0;10115;44489;0;0;0;0;54604;0;0;0;0;0;0;0;0;3829407
BNP PARIBAS;51516;b1;C;3;S3;199;SAO PAULO;SP;01/06/2018;6258282;0;156518;319269;171991;245976;0;0;893755;0;0;0;0;0;0;0;0;0;392150;103655;16447;0;0;0;512251;0;743206;19652;4266;2511;93;0;769728;19642;604045;1123490;702753;0;0;0;2449930;0;4614;181223;1222917;0;0;0;1408754;0;188295;5880;1646;0;0;0;195822;0;4277;14567;9197;0;0;0;28042;0;0;0;0;0;0;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/06/2018;6181755;134292;90922;209516;299366;69014;34916;24406;862432;28308;100497;278572;214386;13150;19946;3;654863;2318;3388;6349;110;0;0;0;12165;3917;10219;2070;3;0;0;0;16209;26105;285743;590295;0;0;0;0;902143;12053;21083;56107;94613;25792;56783;77506;343937;244;92420;266985;553739;450822;1481504;126482;2972197;10747;1325;13027;69599;313984;9127;0;417810;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/06/2018;5250408;8171;71039;138162;170286;132354;2930;118606;641548;14410;74567;211070;350586;107312;23015;534;781494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;11176;37644;47050;7772;288;0;104056;35603;206950;548413;1079596;700155;528110;21745;3120572;404;111374;138666;153874;93358;105043;19;602739;0;0;0;0;0;0;0;0;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/06/2018;4458700;330;259004;331557;183236;13639;0;0;787766;694;105934;241925;211693;17860;3;0;578109;0;63051;85743;0;0;0;0;148794;28;888160;600593;0;0;0;0;1488782;0;312699;173576;60122;0;0;0;546397;0;543;1297;1256;0;0;0;3096;324;224285;151357;329004;168251;24856;0;898077;0;0;7679;0;0;0;0;7679;0;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/06/2018;4427007;330;52158;201779;2202;13;0;0;256481;1562;18832;43028;27164;0;0;0;90586;0;0;0;0;0;0;0;0;32469;2246297;1509843;86541;105100;86205;0;4066455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1120;7581;4784;0;0;0;0;13485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/06/2018;3796686;27029;122862;264620;194592;0;0;0;609103;0;222387;78630;109789;109789;548947;384158;1453702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12656;402535;110061;106255;11631;0;643138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1090744
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/06/2018;3696649;36438;203419;335918;399444;42153;0;0;1017373;0;0;0;0;0;0;0;0;11;10786;40495;0;0;0;0;51292;19108;1757334;65885;79089;43800;38558;0;2003773;0;119182;169656;91585;3949;0;0;384373;28681;19926;3124;27794;0;0;0;79525;98;1615;15309;53285;0;0;0;70307;0;0;22145;25061;0;0;0;47205;0;0;0;0;0;0;0;0;42801
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/06/2018;3297416;10708;181091;430697;445222;44362;241;5751;1118071;0;11115;7971;1633;731;0;0;21451;0;0;0;0;0;0;0;0;0;16072;6146;0;0;0;0;22218;11;248656;486451;227702;18416;0;0;981236;28738;128997;137836;300818;78702;7304;0;682394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;472045
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/06/2018;3171564;82360;294727;370398;269979;8436;0;0;1025899;0;0;0;0;0;0;0;0;0;3283;2256;0;0;0;0;5539;3200;456076;104765;0;0;0;0;564041;56660;131095;127717;55246;15895;0;0;386613;29027;24038;101658;27599;2010;0;0;184331;0;0;0;0;0;0;0;0;0;93918;50219;4021;0;0;0;148159;0;0;0;0;0;0;0;0;856982
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/06/2018;3164841;6658;1024316;568481;0;0;0;0;1599455;5746;43461;105764;123778;27488;163;0;306401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2515;1240;17340;2146;0;0;0;23241;15665;288000;305003;326036;88292;184;0;1023179;3439;8186;52056;89075;48495;11313;0;212564;0;0;0;0;0;0;0;0;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/06/2018;3144005;326532;282085;351101;435024;78732;78100;0;1551573;0;0;14428;3892;0;0;0;18320;0;15956;24372;8304;0;0;0;48632;0;11047;0;0;0;0;0;11047;573;170385;340309;232475;14341;60548;0;818629;25603;13108;46604;77648;27033;38665;0;228660;219;14864;47045;73613;27959;8961;0;172661;0;36483;13169;5248;0;0;0;54900;0;0;0;0;0;0;0;0;239581
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/06/2018;2985624;1028;7712;13655;11060;269;0;0;33723;2687;58302;156571;239348;81170;350;0;538429;0;0;0;0;0;0;0;0;64;64103;43979;0;0;0;0;108145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26156;297368;785921;982372;203557;9954;0;2305327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/06/2018;2784659;14411;322359;375032;379074;37261;4398;0;1132535;0;0;0;217;252;0;0;469;5225;634271;158370;0;0;0;0;797866;11;118795;21855;3293;0;0;0;143955;246;299628;256083;57869;5952;0;0;619779;2211;56745;24843;5577;407;272;0;90054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/06/2018;2762176;0;84689;84546;7919;0;0;0;177155;1958;98829;246168;382466;42608;53;0;772082;0;0;0;0;0;0;0;0;441;14965;33873;17127;652;0;0;67059;493;231482;1258154;246820;0;0;0;1736948;4563;526;600;0;0;0;0;5689;117;689;1878;558;0;0;0;3242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/06/2018;2726009;0;5538;20116;18025;50154;0;0;93833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;810444;1593775;194597;0;0;0;2598815;0;0;0;0;33361;0;0;33361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PAN;31323;b1;C;2;S3;199;SAO PAULO;SP;01/06/2018;2123884;171476;104933;186029;162524;10508;9384;0;644855;214890;58752;89794;71357;2807;763;0;438365;6472;0;0;0;0;632678;0;639150;42;527;1149;2071;496;754;0;5037;71055;43778;72827;12896;0;0;0;200556;141469;5926;9750;35422;3354;0;0;195921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/06/2018;2103890;0;127062;135857;42400;1217;0;0;306536;0;0;0;0;0;0;0;0;0;166956;210302;0;0;0;0;377258;0;153125;48172;48502;0;0;0;249800;221;190035;260988;0;582301;0;0;1033545;5016;111408;16928;481;2917;0;0;136751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/06/2018;2081062;19793;18660;14431;9361;1017;0;0;63262;180;20658;58225;146169;109812;681;0;335725;0;0;0;0;0;0;0;0;0;54483;0;0;0;0;0;54483;0;0;0;0;0;0;0;0;0;36549;0;0;0;0;0;36549;6872;158683;425510;720559;274157;5263;0;1591043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/06/2018;2062013;0;0;0;0;0;0;0;0;7096;905722;579607;248232;28648;6770;451;1776526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3075;218992;61445;1765;140;70;0;285487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/06/2018;1962294;10287;88748;410798;143464;13179;7875;85480;759832;66;1975;2506;11220;428;0;0;16196;1448;1163;2380;28;0;0;0;5019;63;2710;166;0;0;0;0;2939;0;29078;65677;145546;26501;0;0;266801;8275;1378;2279;2238;0;0;0;14170;3553;31654;66603;149317;130959;413232;14631;809950;50;8734;40599;19643;9356;9004;0;87387;0;0;0;0;0;0;0;0;0
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/06/2018;1880627;0;0;0;0;0;0;0;0;4349;318588;195735;213336;23714;10;0;755732;0;0;0;0;0;0;0;0;0;284351;833209;0;0;0;0;1117561;0;0;0;0;0;0;0;0;0;382;3791;2004;1157;0;0;7334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOHN DEERE;50071;b1;C;3;S4;199;INDAIATUBA;SP;01/06/2018;1823194;0;2554;872;0;0;0;0;3426;4200;24042;60129;59836;13682;0;0;161889;0;0;0;0;0;0;0;0;0;829194;19947;17746;469;0;0;867356;0;0;0;0;0;0;0;0;0;2393;22381;40516;20548;816;0;86654;2044;14652;37586;56906;7512;0;0;118701;3972;18447;155085;247982;129942;29739;0;585168;0;0;0;0;0;0;0;0;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/06/2018;1791792;0;73339;8183;0;0;0;0;81522;0;0;0;0;0;0;0;0;0;1420;60424;2;0;0;0;61846;0;0;0;0;0;0;0;0;0;443985;696762;346968;0;0;0;1487714;96764;0;13466;50480;0;0;0;160710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/06/2018;1787314;34277;122440;202137;230624;80962;12508;0;682946;74;2416;2288;2938;0;0;0;7716;45936;123078;254;0;0;0;0;169267;218;2889;153;0;0;0;0;3260;0;21123;65817;0;0;0;0;86940;60468;56707;121711;196676;64830;12832;0;513224;0;0;0;0;0;0;0;0;0;7522;89960;134226;37801;0;0;269509;1009;8911;24036;13881;6614;0;0;54451;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/06/2018;1778195;0;10452;0;0;0;0;0;10452;74;462;18267;733;272;0;0;19807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29311;102095;0;0;0;0;131406;0;115250;337418;133963;104114;0;7;690752;10;58588;160402;338007;212553;85441;0;855002;0;8900;11155;15390;14979;20351;0;70775;0;0;0;0;0;0;0;0;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/06/2018;1738567;0;45494;45362;195432;40794;0;0;327082;0;0;0;72479;363289;0;0;435768;0;0;0;0;0;0;112068;112068;0;206100;4364;0;0;0;0;210464;0;120413;489680;7000;0;0;0;617093;0;31334;4757;0;0;0;0;36091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/06/2018;1721545;0;190595;190645;173200;1800;0;0;556240;0;0;0;0;0;0;0;0;0;9691;10969;0;0;0;0;20659;0;0;23594;0;0;0;0;23594;0;483613;221914;0;0;0;0;705527;0;803;0;115656;0;0;0;116459;0;300;873;2232;2329;776;0;6511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;292555
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/06/2018;1720987;0;40439;45421;87297;40457;0;0;213613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1860;0;0;0;0;0;1860;0;266142;661503;577868;0;0;0;1505513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/06/2018;1710385;0;102732;59684;209500;119000;0;0;490916;0;0;0;0;0;0;0;0;0;0;4001;0;0;0;0;4001;0;16723;983;0;0;0;0;17706;0;365977;474695;275792;7407;0;0;1123873;0;0;1945;0;0;0;0;1945;0;3355;9430;13578;2485;1788;0;30636;0;0;41306;0;0;0;0;41306;0;0;0;0;0;0;0;0;0
