Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;;;;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ARAPONGA ? CRESOL ARAPONGA;7016503;b3S;I;2;;9;ARAPONGA;MG;01/06/2013;438;0;0;228;0;0;0;0;0;0;0;0;0;194;17;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA ALCOA;1346674;b3S;I;2;;9;SANTO ANDRE;SP;01/06/2013;441;0;0;0;0;425;0;0;0;0;0;0;0;0;16;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA COOPER STANDARD AUTOMOTIVE BRASIL SEALING LTDA. E FLUID SYSTEMS LTDA.;4464352;b3S;I;2;;9;VARGINHA;MG;01/06/2013;442;382;0;0;0;0;0;0;0;0;0;0;0;0;60;0;;;;;;;
FACILICRED SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA;4849745;n1;I;2;;10;CURITIBA;PR;01/06/2013;468;379;0;0;0;0;0;0;0;0;0;0;0;0;89;0;;;;;;;
COOPCRAL - COOPERATIVA DE CRÉDITO RURAL DO AGRESTE CENTRAL ALAGOANO LTDA.;8202793;b3S;I;2;;9;ARAPIRACA;AL;01/06/2013;469;0;0;0;0;0;0;0;0;0;0;0;0;444;25;0;;;;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS AUTÁRQUICOS E CÂMARA MUNICIPAL DE MAUÁ - MAUACOOPER;1582068;b3S;I;2;;9;MAUA;SP;01/06/2013;471;456;0;0;0;0;0;0;0;0;0;0;0;0;15;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA BULK MOLDING COMPOUNDS DO BRASIL INDÚSTRIA DE PLÁSTICOS REFORÇADOS;2541707;b3S;I;2;;9;RIO CLARO;SP;01/06/2013;475;439;29;0;0;0;0;0;0;0;0;0;0;0;8;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO SUGGAR LTDA.;548980;b3S;I;2;;9;BELO HORIZONTE;MG;01/06/2013;480;367;0;0;0;0;0;0;0;0;0;0;0;0;113;0;;;;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO SAINT GOBAIN;88325097;b3S;I;2;;9;CAMPO BOM;RS;01/06/2013;480;1;0;0;0;468;0;0;0;0;0;0;0;0;12;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA BORCOL;73156218;b3S;I;2;;9;SOROCABA;SP;01/06/2013;483;472;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DE JUIZ DE FORA LTDA. - COCBAN;4158581;b3S;I;2;;9;JUIZ DE FORA;MG;01/06/2013;508;502;0;0;0;0;0;0;0;0;0;0;0;0;6;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DAS INDÚSTRIAS METALÚRGICAS DE PORTO ALEGRE E GRANDE PORTO ALEGRE;90560434;b3S;I;2;;9;PORTO ALEGRE;RS;01/06/2013;508;0;0;0;0;0;0;0;0;0;0;0;0;406;102;0;;;;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO GRUPO MAUA LTDA;5048575;b3S;I;2;;9;SAO GONCALO;RJ;01/06/2013;513;227;0;0;0;0;0;0;0;0;0;0;0;0;286;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA USIPARTS;59301762;b3S;I;2;;9;POUSO ALEGRE;MG;01/06/2013;518;0;485;0;0;0;0;0;0;0;0;0;0;0;33;0;;;;;;;
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO ESPÍRITO SANTO LTDA. - CECOOPES;5790149;b3C;I;2;;9;VITORIA;ES;01/06/2013;519;519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
COOPERATIVA DE CRÉDITO RURAL BARRA DO CHOÇA - CREDIBARRA;3071386;b3S;I;2;;9;BARRA DO CHOCA;BA;01/06/2013;521;510;0;0;0;0;0;0;0;0;0;0;0;0;11;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO GARDÊNIA LTDA. - COOPERGARDÊNIA;1499278;b3S;I;2;;9;POUSO ALEGRE;MG;01/06/2013;525;395;0;0;0;0;0;0;0;0;0;0;0;0;130;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SUPERINTENDÊNCIA REGIONAL DE BELÉM DA COMPANHIA DE PESQUISA DE RECURSOS MINERAIS LTDA.;83327486;b3S;I;2;;9;BELEM;PA;01/06/2013;530;530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA VB TRANSPORTES E TURISMO;51920502;b3S;I;2;;9;CAMPINAS;SP;01/06/2013;534;344;15;0;0;0;0;0;0;0;0;0;0;0;176;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE POSSE/GO E REGIÃO;17617302;b3S;I;2;;9;POSSE;GO;01/06/2013;543;528;0;0;0;0;0;0;0;0;0;0;0;0;15;0;;;;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO ITARARE LTDA;29460649;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/06/2013;553;513;0;0;0;0;0;0;0;0;0;0;0;0;40;0;;;;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FÁBRICA DE CIMENTO VOTORAN;45421856;b3S;I;2;;9;VOTORANTIM;SP;01/06/2013;555;540;0;0;0;0;0;0;0;0;0;0;0;0;15;0;;;;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS TRABALHADORES DO SISTEMA FINANCEIRO DE CURITIBA E REGIÃO - COOPCREFI;6942423;b3S;I;2;;9;CURITIBA;PR;01/06/2013;559;0;0;0;0;0;0;0;0;0;0;0;0;556;3;0;;;;;;;
BRASIL PLURAL;51839;b1;C;2;;199;RIO DE JANEIRO;RJ;01/06/2013;564;0;0;0;0;0;564;0;0;0;0;0;0;0;0;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SOMART LTDA.;129753;b3S;I;2;;9;URUCANIA;MG;01/06/2013;567;337;0;0;0;0;0;0;0;0;0;0;0;0;230;0;;;;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA SUL CAPIXABA - CRESOL SUL CAPIXABA;7707311;b3S;I;2;;9;MUQUI;ES;01/06/2013;570;0;0;0;0;0;0;0;0;0;0;0;0;560;10;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CALOI NORTE;43941145;b3S;I;2;;9;ATIBAIA;SP;01/06/2013;570;538;0;0;0;0;0;0;0;0;0;0;0;0;32;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO LITORAL NORTE DO RIO GRANDE DO SUL   CRESOL COOPERSLIN;11051952;b3S;I;2;;9;TORRES;RS;01/06/2013;598;0;0;3;0;0;0;0;0;0;0;0;0;572;24;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO BANESPA DE BOTUCATU E CIDADES LIMÍTROFES;3219207;b3S;I;2;;9;BOTUCATU;SP;01/06/2013;598;597;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA VIACAO NOSSA SENHORA DO AMPARO LTDA. - COPERFAMP;2192115;b3S;I;2;;9;MARICA;RJ;01/06/2013;605;505;0;0;0;0;0;0;0;0;0;0;0;0;100;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES EM SANEAMENTO BÁSICO NO ESTADO DO ESPÍRITO SANTO - CECMESB-ES;27418557;b3S;I;2;;9;VITORIA;ES;01/06/2013;609;590;0;0;0;0;0;0;0;0;0;0;0;0;19;0;;;;;;;
COOPERATIVA CENTRAL DE CRÉDITO DA AGRICULTURA FAMILIAR E ECONOMIA SOLIDÁRIA - ASCOOB CENTRAL;10013534;b3C;I;2;;9;FEIRA DE SANTANA;BA;01/06/2013;612;0;0;0;0;0;0;0;0;0;0;0;0;612;0;0;;;;;;;
GLOBAL FINANÇAS SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;11165756;n1;I;2;;10;AMERICANA;SP;01/06/2013;623;540;0;0;0;0;0;0;0;0;0;0;0;0;83;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA USINA SANTA MARIA - PILONCRED;1107759;b3S;I;2;;9;CERQUILHO;SP;01/06/2013;624;4;584;0;0;0;0;0;0;0;0;0;0;0;37;0;;;;;;;
OCTO CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;13434335;n2;I;2;;15;SAO PAULO;SP;01/06/2013;627;0;0;0;0;0;0;0;0;0;0;0;0;625;2;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA FUNDAÇÃO ARTHUR BERNARDES LTDA. - COOFAB;2738981;b3S;I;2;;9;VICOSA;MG;01/06/2013;638;16;612;0;0;0;0;0;0;0;0;0;0;0;10;0;;;;;;;
FAMILIA PAULISTA CREDITO IMOBILIARIO S.A.;53146221;n1;I;2;;31;SANTOS;SP;01/06/2013;642;0;642;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL FLUMINENSE LTDA;29283884;b3S;I;2;;9;NITEROI;RJ;01/06/2013;648;605;0;0;0;0;0;0;0;0;0;0;0;0;43;0;;;;;;;
STARA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;17359351;n1;I;2;;14;NAO-ME-TOQUE;RS;01/06/2013;662;662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DAS LOJAS MAIA -  COOPMAIA LTDA;2093154;b3S;I;2;;9;JOAO PESSOA;PB;01/06/2013;701;485;0;0;0;0;0;0;0;0;0;0;0;0;215;0;;;;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO USINA PAINEIRAS LTDA - CRED-PAN;27140946;b3S;I;2;;9;ITAPEMIRIM;ES;01/06/2013;706;613;0;0;0;0;0;0;0;0;0;0;0;0;93;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS CONTABILISTAS,  ADMINISTRADORES E ECONOMISTAS DE MACEIÓ/AL, CONTCRED MACEIÓ;3056109;b3S;I;2;;9;MACEIO;AL;01/06/2013;721;713;0;0;0;0;0;0;0;0;0;0;0;0;9;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA FUNDAÇÃO PARA O DESENVOLVIMENTO DA EDUCAÇÃO;64764129;b3S;I;2;;9;SAO PAULO;SP;01/06/2013;723;718;0;0;0;0;0;0;0;0;0;0;0;0;5;0;;;;;;;
COOPERATIVA DE CRÉDITO RURAL DE ECONOMIA SOLIDÁRIA DE OLIVEIRA DOS BREJINHOS - ECOSOL/OLIVEIRA DOS BREJINHOS;5428587;b3S;I;2;;9;OLIVEIRA DOS BREJINHOS;BA;01/06/2013;726;0;0;0;0;0;0;0;0;0;0;0;0;599;126;0;;;;;;;
COOPERATIVA DE CRÉDITO RURAL DA AGRICULTURA FAMILIAR E ECONOMIA SOLIDÁRIA DE SILVÂNIA-GO;8178439;b3S;I;2;;9;SILVANIA;GO;01/06/2013;728;0;0;0;0;0;0;0;0;0;0;0;0;0;728;0;;;;;;;
COOPERATIVA DE CRÉDITO RURAL DOS AGROPECUARISTAS DA REGIÃO DE PORTO FELIZ;50334234;b3S;I;2;;9;PORTO FELIZ;SP;01/06/2013;738;738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS DISTRIBUIDORES DE BEBIDAS DO ESTADO DE SÃO PAULO - SICOOB CREDIBESP;7753938;b3S;I;2;;9;SAO PAULO;SP;01/06/2013;767;740;0;0;0;0;0;0;0;0;0;0;0;0;27;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES ESTADUAIS DO PODER EXECUTIVO DO ESTADO DO ACRE EM RIO BRANCO - CBCRED-ACRE;3232959;b3S;I;2;;9;RIO BRANCO;AC;01/06/2013;774;748;0;0;0;7;0;0;0;0;0;0;0;0;19;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA ALSTOM LTDA.;88043187;b3S;I;2;;9;CANOAS;RS;01/06/2013;794;771;3;0;0;0;0;0;0;0;0;0;0;0;20;0;;;;;;;
CREDEXTRA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA REALMAR DISTRIBUIDORA LTDA;4899135;b3S;I;2;;9;VITORIA;ES;01/06/2013;797;566;0;0;0;0;0;0;0;0;0;0;0;0;231;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MICRO E PEQUENOS EMPRESÁRIOS E MICROEMPREENDEDORES DE CABREÚVA E LOUVEIRA - SICOOB CREDESP;8541626;b3S;I;2;;9;CABREUVA;SP;01/06/2013;797;782;0;0;0;0;0;0;0;0;0;0;0;0;15;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DOS DIÁRIOS E EMISSORAS ASSOCIADOS DE BELO HORIZONTE LTDA.;17415654;b3S;I;2;;9;BELO HORIZONTE;MG;01/06/2013;798;671;0;0;0;0;0;0;0;0;0;0;0;0;127;0;;;;;;;
COOPERATIVA DE CRÉDITO RURAL DA AGRICULTURA FAMILIAR DOS TRABALHADORES E TRABALHADORAS RURAIS DO MUNICÍPIO DE CAPÃO BONITO E REGIÃO/SÃO PAULO;9476168;b3S;I;2;;9;CAPAO BONITO;SP;01/06/2013;799;17;0;0;0;0;0;0;0;0;0;0;0;771;11;0;;;;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA FMC LTDA;42258376;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/06/2013;808;780;0;0;0;0;0;0;0;0;0;0;0;0;28;0;;;;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FIEP, SESI, SENAI E IEL - CREDFISP LTDA.;5747018;b3S;I;2;;9;CAMPINA GRANDE;PB;01/06/2013;827;0;0;0;0;0;0;0;0;0;0;0;0;780;48;0;;;;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA UERJ LTDA. - COOPUERJ;28885036;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/06/2013;854;829;0;0;0;17;0;0;0;0;0;0;0;0;8;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA BECTON DICKINSON INDÚSTRIAS CIRÚRGICAS LTDA., LTDA.;21597133;b3S;I;2;;9;JUIZ DE FORA;MG;01/06/2013;861;777;0;0;0;0;0;0;0;0;0;0;0;0;85;0;;;;;;;
BOM CRÉDITO   SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;5669150;n1;I;2;;10;VOLTA REDONDA;RJ;01/06/2013;881;801;0;0;0;0;0;0;0;0;0;0;0;0;80;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CORREIAS MERCÚRIO;67607564;b3S;I;2;;9;JUNDIAI;SP;01/06/2013;897;0;884;0;0;0;0;0;0;0;0;0;0;0;13;0;;;;;;;
COOPERATIVA DE CRÉDITO RURAL DO AGRESTE ALAGOANO - COOPERAGRE;8482873;b3S;I;2;;9;IGACI;AL;01/06/2013;903;0;0;0;0;0;0;0;0;0;0;0;0;826;77;0;;;;;;;
FUTURA SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR LTDA.;6039009;n1;I;2;;10;JOAO PESSOA;PB;01/06/2013;910;887;0;0;0;0;0;0;0;0;0;0;0;0;23;0;;;;;;;
TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA;74451022;n2;I;2;;15;POCOS DE CALDAS;MG;01/06/2013;912;910;0;0;0;0;0;0;0;0;0;0;0;0;2;0;;;;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA EDITORA GLOBO - CREDGLOBO;1380386;b3S;I;2;;9;SAO PAULO;SP;01/06/2013;918;0;893;0;0;0;0;0;0;0;0;0;0;0;25;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DA BELGO BEKAERT ARAMES DO ESTADO DE SÃO PAULO;62041603;b3S;I;2;;9;OSASCO;SP;01/06/2013;933;916;0;0;0;0;0;0;0;0;0;0;0;0;17;0;;;;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DOS ORGAOS E ENTIDADES DA AREA DE CIENCIA E   TECNOLOGIA;2145770;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/06/2013;934;909;0;0;0;0;0;0;0;0;0;0;0;0;24;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO VOTORANTIM LIMITADA.;75174953;b3S;I;2;;9;RIO BRANCO DO SUL;PR;01/06/2013;948;0;0;0;0;0;0;0;0;0;0;0;0;932;16;0;;;;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE NOVA ESPERANÇA - CRESOL NOVA ESPERANÇA;11369294;b3S;I;2;;9;NOVA ESPERANCA;PR;01/06/2013;953;923;0;13;0;0;0;0;0;0;0;0;0;0;17;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS EM EMPRESAS DE TELECOMUNICAÇÕES NO NORDESTE - CERTEL LTDA;12928909;b3S;I;2;;9;JOAO PESSOA;PB;01/06/2013;955;917;0;0;0;0;0;0;0;0;0;0;0;0;37;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS  EMPREGADOS DO BANCO DA AMAZÔNIA;2827982;b3S;I;2;;9;BELEM;PA;01/06/2013;956;845;0;0;0;0;0;0;0;0;0;0;0;0;111;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DO VESTUÁRIO, CONFECÇÕES E ROCHAS ORNAMENTAIS - CREDSUL.;2330334;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/06/2013;964;962;0;0;0;0;0;0;0;0;0;0;0;0;2;0;;;;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA CIA DE ELETRICIDADE DO ESTADO DO RJ CREDICERJ LTDA;30138226;b3S;I;2;;9;NITEROI;RJ;01/06/2013;968;919;0;0;0;0;0;0;0;0;0;0;0;0;49;0;;;;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS DO PAPEL, PAPELÃO E CORTIÇA DE OTACÍLIO COSTA, LAGES E CORREA PINTO - PAPELCREDI;6369729;b3S;I;2;;9;OTACILIO COSTA;SC;01/06/2013;969;0;0;0;0;0;0;0;0;0;0;0;0;927;42;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO METALAC - COOPERMETA;65594772;b3S;I;2;;9;SOROCABA;SP;01/06/2013;974;198;773;0;0;0;0;0;0;0;0;0;0;0;3;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA UNIFI - CREDIUNIFI;3685335;b3S;I;2;;9;SAO PAULO;SP;01/06/2013;976;0;928;0;0;0;0;0;0;0;0;0;0;0;48;0;;;;;;;
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DE TECNOLOGIA DA INFORMAÇÃO DE SÃO PAULO E MICROREGIÃO LTDA - CREDITE;6036911;b3S;I;2;;9;SAO PAULO;SP;01/06/2013;978;972;0;0;0;0;0;0;0;0;0;0;0;0;5;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE ZANETTINI BAROSSI;52218849;b3S;I;2;;9;SAO PAULO;SP;01/06/2013;980;0;932;0;0;0;0;0;0;0;0;0;0;0;48;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MABE CAMPINAS ELETRODOMÉSTICOS LTDA.;44589760;b3S;I;2;;9;CAMPINAS;SP;01/06/2013;995;981;0;0;0;0;0;0;0;0;0;0;0;0;14;0;;;;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE PARANACITY - CRESOL PARANACITY;11346312;b3S;I;2;;9;PARANACITY;PR;01/06/2013;1018;976;0;28;0;0;0;0;0;0;0;0;0;0;14;0;;;;;;;
COOPERATIVA DE CREDITO RURAL ASCOOB CREDIMONTE;5602448;b3S;I;2;;9;JACOBINA;BA;01/06/2013;1057;0;0;0;0;0;0;0;0;0;0;0;0;1035;22;0;;;;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES EM CONSELHOS DE FISCALIZACAO PROFISSIONAL NO MUNICIPIO DO RIO DE JANEIRO LTDA.;2850075;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/06/2013;1065;1029;0;0;0;0;0;0;0;0;0;0;0;0;36;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS INSTITUIÇÕES DE SERVIÇO SOCIAL AUTÔNOMOEM MANAUS LTDA.;2321862;b3S;I;2;;9;MANAUS;AM;01/06/2013;1067;1057;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA (UESB) - CREDIUESB;3606488;b3S;I;2;;9;VITORIA DA CONQUISTA;BA;01/06/2013;1070;1061;0;0;0;0;0;0;0;0;0;0;0;0;9;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CAROL - COOPERCAROL;57987273;b3S;I;2;;9;ORLANDIA;SP;01/06/2013;1070;0;1020;0;0;0;0;0;0;0;0;0;0;0;50;0;;;;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CAMDA-COCREALPA - CREDI-CAMDA;5165103;b3S;I;2;;9;ADAMANTINA;SP;01/06/2013;1086;106;948;0;0;0;0;0;0;0;0;0;0;0;32;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA ELEKTRO;56396682;b3S;I;2;;9;RIO CLARO;SP;01/06/2013;1087;968;109;0;0;0;0;0;0;0;0;0;0;0;9;0;;;;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DA ESTÂNCIA TURÍSTICA DE RIBEIRÃO PIRES - CREDIRP;4587402;b3S;I;2;;9;RIBEIRAO PIRES;SP;01/06/2013;1087;1038;0;0;0;0;0;0;0;0;0;0;0;0;49;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE SAPIRANGA LTDA.;5841967;b3S;I;2;;9;SAPIRANGA;RS;01/06/2013;1089;1048;0;0;0;0;0;0;0;0;0;0;0;0;42;0;;;;;;;
COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DO GRUPO PPG;3657230;b3S;I;2;;9;SUMARE;SP;01/06/2013;1091;0;1077;0;0;0;0;0;0;0;0;0;0;0;14;0;;;;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA FABRIMAR S.A. INDUSTRIA E COMERCIO LTDA;42240382;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/06/2013;1091;1035;0;0;0;0;0;0;0;0;0;0;0;0;56;0;;;;;;;
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS  DA AMAZÔNIA OCIDENTAL LTDA - UNICRED CENTRAL AMAZÔNIA OCIDENTAL;2470935;b3C;I;2;;9;MANAUS;AM;01/06/2013;1096;1096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA POLÍCIA MILITAR DO ESTADO DE SÃO PAULO DA REGIÃO CENTRO-OESTE PAULISTA - CREDMIL;4152107;b3S;I;2;;9;BAURU;SP;01/06/2013;1111;0;1095;0;0;0;0;0;0;0;0;0;0;0;16;0;;;;;;;
ATIVA S.A. CORRETORA DE TITULOS, CAMBIO E VALORES;33775974;n2;I;2;;15;RIO DE JANEIRO;RJ;01/06/2013;1112;1107;0;0;0;0;0;0;0;0;0;0;0;0;5;0;;;;;;;
COOPERATIVA DE CREDITO RURAL DE BOM JARDIM LTDA;58338;b3S;I;2;;9;BOM JARDIM;RJ;01/06/2013;1117;1087;0;0;0;0;0;0;0;0;0;0;0;0;31;0;;;;;;;
HSCM - HERON SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.;7693858;n1;I;2;;10;IBIA;MG;01/06/2013;1118;1086;0;0;0;0;0;0;0;0;0;0;0;0;32;0;;;;;;;
COOPERATIVA DE CRÉDITO RURAL DA AGRICULTURA FAMILIAR DOS TRABALHADORES E TRABALHADORAS RURAIS DE JARU - CREDITAG/JARU/RO;10514580;b3S;I;2;;9;JARU;RO;01/06/2013;1118;0;0;336;0;0;0;0;0;0;0;0;0;746;37;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO SEBRAE BAHIA - COOPSOL;5658367;b3S;I;2;;9;SALVADOR;BA;01/06/2013;1123;1117;0;0;0;0;0;0;0;0;0;0;0;0;6;0;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS CIAS DE ECONOMIA MISTA E FUNDAÇÕES DA PREFEITURA MUNICIPAL DE BELÉM - COOPERCO;83321554;b3S;I;2;;9;BELEM;PA;01/06/2013;1146;1143;0;0;0;0;0;0;0;0;0;0;0;0;3;0;;;;;;;
