Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BB;49906;b1;C;1;;199;BRASILIA;DF;01/06/2013;313514622;1046087;10752122;24963900;26923484;7262433;1529321;0;72477348;28160;1070460;2824858;7282638;7828721;17482607;2169511;38686955;105665;2483338;1033492;625371;0;0;0;4247867;556607;13097331;3506465;1357928;13486;0;3;18531821;133754;6142154;7560601;379521;63986;1242;0;14281258;309297;2871224;929889;1422541;806494;207208;53225;6599879;345469;5084780;14427477;28429711;10693333;11462239;3794481;74237491;66636;4110720;16202055;14051625;1519126;6373438;34839;42358439;0;28925;429718;1141273;85935;749;121;1686721;40406844
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;I;1;;4;RIO DE JANEIRO;RJ;01/06/2013;264988808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67518;9158993;25217274;56735111;52236166;106837223;14736523;264988808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/06/2013;230302055;935935;10511355;16389903;12780532;1846511;538371;9024;43011631;154890;1514079;3781906;5772092;1333363;611840;0;13168172;1065188;10567947;524831;0;0;0;0;12157967;170041;9305377;1749371;55793;851;0;0;11281434;59888;2749474;3341890;2956607;746355;201397;0;10055611;737390;2363830;2645779;3002298;619369;136159;0;9504825;83964;2832567;7857711;16715530;6159033;4038172;287478;37974456;9556;1849851;3757218;735028;143186;295623;0;6790462;3861;482069;2720957;4002617;534311;860385;1122;8605323;77752175
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/06/2013;218303975;627347;8770524;14883236;15256297;3602132;1081501;0;44221037;207931;2185142;4572689;5232753;776700;32104;51;13007371;484467;8552850;2825536;2027;0;0;0;11864880;289356;9535728;1015828;2295;0;0;0;10843207;15949;3622320;5510078;5889796;1197480;367905;0;16603528;698567;2314614;1756331;2332968;903065;121093;80;8126718;54008;2528077;7252883;13318932;4721718;2910941;429758;31216317;11704;941280;1298620;387393;376377;1949860;0;4965235;8383;138695;1192839;7389374;2928645;2215235;0;13873170;63582513
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/06/2013;122123077;2147478;43571491;3461820;5594193;693671;279040;0;55747694;514133;2314972;124959;221757;76466;8145;0;3260431;491858;1021929;3244709;65807;33809;0;0;4858112;55866;1384930;95545;0;0;0;0;1536341;0;9673;376898;550441;2980255;6432305;0;10349573;122404;572283;187682;11095;470;173;0;894106;193792;2557339;3156833;6699229;4928283;15001896;6027582;38564953;0;0;0;0;0;0;0;0;19477;1035970;1224665;4187704;306243;126923;10886;6911867;0
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/06/2013;101030793;1287748;7042866;10554547;10181852;2002578;689826;50197;31809615;137273;2250799;3154378;2298177;422999;614314;467502;9345442;790274;5272120;1354023;391482;173650;53921;1797;8037267;127848;4688810;931177;311313;15599;4509;688;6079944;90721;2830609;2939078;3956445;874362;193470;0;10884685;961135;2164680;1739691;2631867;729592;323134;2334;8552432;45862;550918;1479859;2530187;815556;404413;490;5827285;95;912294;1117116;314776;35381;10169;0;2389832;28242;465228;2551393;3505964;98401;1346899;0;7996127;10108164
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;01/06/2013;42622002;274980;5077396;4043649;3654421;821482;100395;0;13972324;40242;1348972;1697599;1357508;542421;111617;0;5098358;64463;1709707;96179;190;0;0;0;1870539;3064;2053108;298738;120355;151;40;0;2475456;886;782459;607815;77055;514;0;0;1468728;21345;73820;20035;3149;0;0;0;118349;34776;923229;2366130;4030648;1005609;293659;0;8654051;1152;246591;885987;203631;10059;7995;0;1355415;0;1333;7337;125691;9172;0;0;143533;7465248
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/06/2013;41118746;259314;3600314;4553453;3104228;719428;61418;0;12298155;10972;194152;452825;568031;67750;396;0;1294125;97202;1580875;812495;30036;8;0;0;2520616;51509;2360466;407818;34976;0;0;0;2854770;57923;1853771;2824729;1668169;721897;25757;2849;7155097;67573;131995;97020;108180;68092;33154;1346;507360;5867;654408;1146971;1467617;336086;61289;0;3672238;2057;652606;1158769;284255;10725;1145;0;2109556;3954;268452;725634;455648;0;0;0;1453688;7253140
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/06/2013;19562018;158455;1657931;1936724;2102581;411394;113575;0;6380660;54169;272906;660802;912647;150414;11;50;2050998;3659;78623;17417;0;0;0;0;99699;8995;107667;63717;0;0;0;0;180379;59249;459557;1099095;948160;552882;680305;0;3799249;1447;56604;47822;7322;2317;0;0;115511;5473;377709;932974;1590372;660923;620053;19911;4207415;496;90337;217634;40624;4906;4306;0;358303;0;0;0;0;0;0;0;0;2369805
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;01/06/2013;13648053;5645;38938;84828;68280;23473;36;0;221200;24494;565592;745732;676229;68555;41;0;2080642;0;0;0;0;0;0;0;0;11207;1946493;606359;0;0;0;0;2564059;0;0;0;0;0;0;0;0;129;55784;15492;9918;4220;564;0;86106;80396;955060;2486155;3943468;1202092;28874;0;8696046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
