Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;41974;4847;971334;5093686;6953923;-99725;6854197;8023;330694;79089;-4016;413790;1093343;109978;280661;14821836;79089;14742747
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;41974;4;552887;1448772;11162934;-347381;10815553;0;0;0;0;0;497924;50697;34634;13400471;0;13400471
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;41974;274848;2457823;696120;8568281;-769870;7798411;16;298;517;-33;797;1093400;743020;253468;13317887;517;13317370
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;41974;430073;2924137;2116872;888616;-27928;860688;0;0;0;0;0;6613714;78318;58720;13082522;0;13082522
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;41974;157510;412148;955945;9082865;-423932;8658934;0;0;0;0;0;1616667;723249;246612;12771063;0;12771063
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;41974;50478;548627;6844903;3200494;-78916;3121577;0;0;0;0;0;1224483;368980;259386;12418434;0;12418434
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;41974;51686;6771192;3933792;121787;0;121787;0;0;0;0;0;953322;4;17458;11849241;0;11849241
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;41974;70163;42491;11;9992424;-299888;9692535;516;32671;12318;-5198;40307;1609835;18946;5628;11479917;12318;11467599
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;41974;179517;243250;3014410;5622559;-171213;5451346;0;0;0;0;0;1365323;182483;32250;10468579;0;10468579
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;41974;20340;2439818;3979836;532627;1;532626;0;0;0;0;0;3177373;108522;43420;10301935;0;10301935
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;41974;14956;4057199;0;1279407;-108396;1171011;6850;2328268;3735;-47020;2291833;219484;38803;125063;7918348;3735;7914613
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;41974;2047;755498;4424;6411235;-211753;6199482;407;78393;28004;-2804;104000;459602;30341;29223;7584616;28004;7556612
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;41974;13820;1139262;1281849;485549;-290;485259;0;0;0;0;0;4565920;3472;21686;7511268;0;7511268
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41974;4;1591568;5135248;268222;-190;268032;0;0;0;0;0;195429;91;102258;7292631;0;7292631
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;41974;49209;1219878;569863;3741449;-363877;3377572;0;0;0;0;0;1706171;22523;57214;7002429;0;7002429
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;41974;80612;150551;559734;5403737;-217838;5185899;0;0;0;0;0;359434;8823;107314;6452366;0;6452366
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;41974;41911;192565;4126631;1309383;-12215;1297168;0;0;0;0;0;490393;4656;32155;6185479;0;6185479
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;41974;3191;933478;4446636;142833;-714;142118;0;0;0;0;0;378706;776;61460;5966366;0;5966366
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;41974;6328;790378;902720;552339;-1595;550744;0;0;0;0;0;3691181;3709;2780;5947839;0;5947839
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;41974;2033;2186919;815799;1059635;-67433;992202;0;0;0;0;0;61340;1725396;34913;5818602;0;5818602
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;41974;281;1024757;4332330;0;0;0;0;0;0;0;0;449573;11;86;5807037;0;5807037
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;41974;443;547075;3464;4735715;-218371;4517344;2808;401009;192293;-25442;570667;211871;8127;10358;5869349;192293;5677056
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;41974;41697;205144;272;5452316;-137904;5314413;0;0;0;0;0;88126;1806;4578;5656035;0;5656035
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;41974;6155;880960;252408;3587919;-78936;3508984;0;0;0;0;0;143620;103471;654081;5549679;0;5549679
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;41974;40681;570177;1359218;2336470;-89777;2246693;0;0;0;0;0;1047171;155504;112747;5532190;0;5532190
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;41974;132812;2042073;797314;0;0;0;0;0;0;0;0;2429894;4746;28627;5435466;0;5435466
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;41974;1328;364888;100242;4762869;-127141;4635728;104;3931;1710;-368;5377;222674;43562;7342;5381141;1710;5379431
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;41974;6704;796771;552185;3628837;-64799;3564038;578;170073;71538;-2742;239447;243760;19400;25888;5448194;71538;5376655
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;41974;158076;525778;820549;2992830;-174634;2818196;0;0;0;0;0;277113;321666;110915;5032293;0;5032293
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;41974;9955;129735;1085972;3415014;-218346;3196668;0;695;758;0;1453;323289;21695;26026;4794793;758;4794035
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;41974;54466;0;398282;1485640;-225916;1259725;0;0;0;0;0;3015069;9421;6161;4743124;0;4743124
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;41974;4971;0;1452;4564546;-181889;4382657;8;43877;2174;-214;45846;161886;53152;2712;4652677;2174;4650502
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;41974;28950;247868;1384527;2067469;-63525;2003945;0;0;0;0;0;692442;68830;194465;4621026;0;4621026
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;41974;2187;0;273258;1368753;-447431;921322;0;0;0;0;0;3233032;2901;41257;4473957;0;4473957
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;41974;3309;36605;153322;4008617;-142592;3866025;875;58139;21351;-1693;78672;131143;1889;13119;4284083;21351;4262733
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;41974;2712;0;656909;3599834;-214351;3385483;0;0;0;0;0;145002;3723;35132;4228961;0;4228961
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;41974;104471;571764;738185;1767612;-117732;1649881;0;0;0;0;0;415732;387613;105735;3973380;0;3973380
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;41974;115304;89289;1158654;1918448;-72455;1845993;455;6900;4704;-231;11828;517218;43078;182158;3963522;4704;3958818
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;41974;2;627815;2863487;112050;-11;112039;0;0;0;0;0;105397;4;52059;3760804;0;3760804
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;41974;25926;1128745;840848;682824;-1126;681699;0;0;0;0;0;624319;413727;35488;3750752;0;3750752
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41974;3921;0;1311362;2042444;-65798;1976646;0;0;0;0;0;40646;36230;159779;3528584;0;3528584
BONSUCESSO - PRUDENCIAL;1000080422;b1;;C;2;BELO HORIZONTE;MG;41974;2927;171065;772853;2051379;-121408;1929971;0;0;0;0;0;405622;62109;64737;3409284;0;3409284
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41974;351;1718867;1171251;25701;-237;25464;0;0;0;0;0;17306;149828;210767;3293833;0;3293833
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;41974;5;2812402;321077;0;0;0;0;0;0;0;0;3210;1597;98851;3237143;0;3237143
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;41974;17907;686055;719940;1189961;-39850;1150111;0;0;0;0;0;417136;76243;45143;3112535;0;3112535
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41974;19;2325533;425644;87325;-331;86994;0;0;0;0;0;3380;51184;119338;3012092;0;3012092
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;41974;4751;230312;96263;2526306;-42147;2484159;-46;13890;6522;-488;19877;160200;4461;5588;3005611;6522;2999089
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;41974;2751;3048;653169;1568671;-34895;1533776;1530;172068;2364;-3383;172579;251800;25915;305816;2948854;2364;2946490
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;41974;10458;296829;249521;941636;-13318;928318;0;0;0;0;0;1136579;5274;398;2627376;0;2627376
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;41974;944;865590;467884;1462534;-274614;1187919;0;0;0;0;0;35442;53;36484;2594317;0;2594317
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;41974;89055;60099;191551;2147841;-54577;2093264;97;9619;2429;-97;12048;98585;13680;5696;2563977;2429;2561548
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;41974;30799;24600;187026;1298383;-332653;965729;0;0;0;0;0;1288655;383;44555;2541747;0;2541747
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;41974;15111;612199;111445;1205534;-15842;1189692;0;0;0;0;0;524097;25403;37386;2515332;0;2515332
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41974;10180;0;731344;1644836;-46815;1598021;0;0;0;0;0;14777;10473;120063;2484858;0;2484858
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;41974;214;301827;196122;1121457;-330462;790995;0;0;0;0;0;1178225;0;548;2467931;0;2467931
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41974;3;1568632;725401;71364;-1303;70061;0;0;0;0;0;3480;32;88554;2456163;0;2456163
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;41974;7550;284512;799868;249299;-155;249144;0;0;0;0;0;970296;444;4683;2316497;0;2316497
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;41974;9331;321476;265485;1528941;-233253;1295688;593;12769;5891;-407;18847;228166;165262;3242;2307497;5891;2301606
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41974;9630;3714;519881;1254791;-61031;1193760;0;0;0;0;0;197155;117628;67502;2109270;0;2109270
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;41974;212;337558;123452;1294662;-96788;1197874;0;0;0;0;0;291507;81906;61612;2094124;0;2094124
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;41974;17235;324073;1114418;0;0;0;0;0;0;0;0;593938;418;2818;2052901;0;2052901
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;;I;3;RIO DE JANEIRO;RJ;41974;5222;131156;517324;574;0;574;0;0;0;0;0;1269316;16814;21901;1962308;0;1962308
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41974;1;563928;1224441;70686;0;70686;0;0;0;0;0;53697;20;41604;1954378;0;1954378
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;;I;3;SAO PAULO;SP;41974;20805;189209;0;1671422;-27612;1643810;0;0;0;0;0;34912;0;0;1888737;0;1888737
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;41974;3403;92299;183513;1497450;-39477;1457973;0;0;0;0;0;30780;70396;11786;1850151;0;1850151
RENASCENCA DTVM LTDA - PRUDENCIAL;1000084105;n2;;I;2;SAO PAULO;SP;41974;227;1755191;58318;0;0;0;0;0;0;0;0;9758;130;1126;1824749;0;1824749
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;41974;275508;437032;364455;249667;-19313;230355;0;0;0;0;0;371056;20830;11314;1710551;0;1710551
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;41974;31445;174343;706940;495889;-5758;490131;0;0;0;0;0;95751;99977;21941;1620529;0;1620529
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;41974;8603;0;0;1160349;-97123;1063226;0;0;0;0;0;31863;420777;70222;1594692;0;1594692
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;41974;125206;17400;41542;1326992;-28940;1298052;13;24860;18926;-272;43526;73266;6125;1612;1606728;18926;1587802
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;41974;16248;186294;590411;718603;-16804;701799;0;0;0;0;0;78224;2867;7168;1583010;0;1583010
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;41974;2661;472357;621230;67155;-161;66994;0;0;0;0;0;412265;865;3275;1579647;0;1579647
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41974;10;16981;387776;1139136;-23871;1115264;0;0;0;0;0;12419;23669;20583;1576703;0;1576703
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;;I;3;SAO PAULO;SP;41974;529;98427;462546;0;0;0;0;0;0;0;0;951873;3162;9875;1526411;0;1526411
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;41974;129;0;663182;861792;-7929;853863;0;0;0;0;0;4013;78;1033;1522298;0;1522298
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41974;1572;5064;410565;17496;-1570;15926;0;0;0;0;0;8890;1066449;9858;1518324;0;1518324
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;41974;2048;206532;170327;1069742;-46161;1023581;0;0;0;0;0;55570;37309;21288;1516654;0;1516654
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41974;1507;502356;209291;794590;-21797;772793;0;0;0;0;0;3247;773;213;1490179;0;1490179
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;41974;27033;0;0;895535;-46188;849347;0;0;0;0;0;47436;479137;79077;1482030;0;1482030
FATOR - PRUDENCIAL;1000080350;b1;;C;2;SAO PAULO;SP;41974;448;1698;1011005;168721;-1991;166729;0;0;0;0;0;105325;996;160157;1446358;0;1446358
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;41974;418041;217961;66893;360423;-12822;347602;0;0;0;0;0;328944;21845;26460;1427744;0;1427744
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;41974;0;0;423664;1006166;-38390;967776;0;0;0;0;0;25515;1370;1310;1419634;0;1419634
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41974;20595;0;89600;617741;-46568;571172;0;0;0;0;0;30340;582903;64364;1358975;0;1358975
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41974;11279;0;153;367610;-11355;356255;0;0;0;0;0;20794;840801;24756;1254039;0;1254039
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;41974;24;127233;920941;106114;-1413;104701;0;0;0;0;0;10222;48625;14023;1225769;0;1225769
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP;78414067;b3S;;I;2;MEDIANEIRA;PR;41974;11938;1389;0;786749;-33011;753738;0;0;0;0;0;33151;345896;74975;1221087;0;1221087
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;;I;3;BARUERI;SP;41974;13335;0;0;0;0;0;33085;1122803;14498;-50775;1119610;77040;504;1137;1211625;14498;1197128
BANIF - PRUDENCIAL;1000080130;b1;;C;3;SAO PAULO;SP;41974;22546;43708;208367;425023;-147645;277379;0;0;0;0;0;404437;194034;34206;1184676;0;1184676
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - UNICRED CENTRAL NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;41974;291;2063;1026349;90418;-482;89936;0;0;0;0;0;1764;10274;5172;1135849;0;1135849
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41974;8771;11055;0;684165;-50616;633548;0;0;0;0;0;26432;381922;65190;1126918;0;1126918
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;41974;5222;0;0;609395;-37682;571713;0;0;0;0;0;15422;470697;59550;1122604;0;1122604
BCO GUANABARA S.A. - PRUDENCIAL;1000081672;b1;;I;2;RIO DE JANEIRO;RJ;41974;6755;649203;32740;393706;-14863;378843;65;3059;1885;-101;4909;763;13619;2835;1089666;1885;1087781
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;41974;3281;5078;191002;300591;-38736;261855;0;0;0;0;0;14235;545209;45515;1066175;0;1066175
