Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;41974;41506;4475574;7140447;73070;0;11730597;9378219;0;140352;0;0;0;140352;5659916;26909083;363;973136;27882582;0;1062126;28944708
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;41974;324738;0;33226;1375092;0;1733056;705895;0;0;0;0;0;0;3837484;6276434;1519228;18516266;26311928;3213;1655917;27971057
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;41974;0;0;278336;3301700;0;3580036;0;0;0;2716673;0;0;2716673;12673524;18970232;21332;4162804;23154369;188584;2621370;25964322
PAN;1000080257;b1;;C;2;SAO PAULO;SP;41974;107024;0;8631521;2809210;0;11547754;1176040;1546762;840982;2006698;773610;0;5168051;168317;18060162;15198;3938486;22013847;1605;3634506;25649957
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;41974;30982;2551307;13832029;148520;0;16562839;1678541;0;3702;0;0;0;3702;1816042;20061124;0;1039886;21101010;15;786980;21888005
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;41974;82780;0;452079;4259535;0;4794394;25070;632126;1535016;2906857;217121;400;5291520;5309184;15420168;331556;2781128;18532852;26921;2188545;20748318
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;41974;457172;0;324861;3146875;8164;3937071;742554;459123;224145;3866618;3226640;0;7776526;2013294;14469446;25321;1956341;16451108;10036;2522708;18983852
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;41974;15254;0;0;295971;0;311225;10740;0;0;0;0;0;0;4371788;4693753;557297;12209898;17460947;32601;1028821;18522370
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;41974;62145;0;156024;5218297;0;5436466;0;103189;186741;1266953;1422215;0;2979098;477551;8893114;104494;4482031;13479639;0;3532302;17011941
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;C;3;SAO PAULO;SP;41974;3603;0;130809;29242;0;163654;737042;0;2660000;0;0;0;2660000;9771845;13332540;111520;2108826;15552887;0;1343541;16896428
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;41974;219540;12834;401990;6038781;3157;6676302;1614644;281956;295236;169112;1031711;209;1778225;2130809;12199980;11811;2227185;14438977;26099;1219441;15684517
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;41974;0;0;3124217;1413140;0;4537357;0;0;0;1342781;0;0;1342781;0;5880138;0;7383653;13263791;465024;1518182;15246998
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;41974;1344571;2531874;144775;4365652;0;8386872;3698922;211227;0;229996;0;0;441223;727123;13254140;0;674505;13928645;1779;1061694;14992118
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;41974;19769;0;297125;566463;0;883356;2400921;20297;374268;4979561;0;1201027;6575154;1508116;11367547;62674;1137293;12567514;32969;2142264;14742747
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;41974;0;0;0;0;0;0;0;0;0;0;0;0;0;10706523;10706523;89;619737;11326349;6054;2068068;13400471
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;41974;620124;322689;161897;7245637;2;8350348;863376;7382;136326;248307;50223;0;442239;47724;9703687;0;2900504;12604191;973;712206;13317370
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;41974;143748;0;0;1316749;0;1460497;238530;0;0;0;0;0;0;3631651;5330678;595600;5960956;11887235;684;1194603;13082522
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;41974;895322;1753754;132379;5625005;6849;8413309;349439;262477;0;277080;0;0;539556;276607;9578911;0;1912275;11491186;144;1279733;12771063
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;41974;736098;586661;22830;1280109;567331;3193029;310128;0;0;0;0;0;0;660801;4163958;0;6542885;10706843;0;1711591;12418434
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;41974;0;0;0;4545150;0;4545150;295077;0;0;0;0;0;0;659611;5499838;2193258;2154608;9847704;0;2001537;11849241
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;41974;0;0;11205;130714;0;141919;0;0;0;669695;0;0;669695;8500060;9311675;0;667445;9979120;101738;1386741;11467599
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;41974;26642;0;68535;2231914;0;2327091;168541;564511;603463;689752;185771;0;2043497;3173962;7713091;265073;1149242;9127406;85236;1255936;10468579
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;41974;349597;0;9147;931255;0;1289998;154928;0;0;0;0;0;0;1;1444927;4035238;3469665;8949830;2545;1349561;10301935
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;41974;0;0;0;7137854;0;7137854;0;0;0;0;0;0;0;162919;7300773;0;209732;7510504;0;404109;7914613
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;41974;0;0;0;698279;0;698279;0;0;91190;1168987;0;0;1260178;4033056;5991512;6277;161402;6159192;169264;1228157;7556612
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;41974;6742;0;2848;814981;0;824572;0;0;516196;216778;0;0;732974;940657;2498202;153204;3914943;6566348;289;944630;7511268
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41974;0;0;15298;0;0;15298;0;0;0;0;0;0;0;0;15298;0;6928306;6943604;0;349026;7292631
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;41974;63638;0;91387;2868415;0;3023440;52048;143385;523211;373338;366503;0;1406437;534445;5016370;80908;899355;5996633;6466;999330;7002429
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;41974;0;0;14380;0;0;14380;0;0;0;746534;0;0;746534;3469008;4229922;1161;475773;4706856;13148;1732362;6452366
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;41974;0;0;462037;1197387;0;1659424;1478318;0;158647;247283;813061;0;1218991;305754;4662488;269556;591676;5523720;957;660802;6185479
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;41974;0;0;32855;257293;0;290148;291733;0;0;0;0;0;0;1002406;1584286;2539225;726472;4849983;0;1116383;5966366
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;41974;1731;0;0;734415;0;736145;239;0;46708;0;0;0;46708;3030249;3813341;44474;1253532;5111348;1052;835439;5947839
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;41974;0;0;0;0;594349;594349;0;0;0;0;0;0;0;0;594349;0;106204;700553;0;5118049;5818602
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;41974;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1252166;1252167;0;4554870;5807037
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;41974;0;0;0;0;0;0;0;0;0;0;0;0;0;4532515;4532515;0;332807;4865323;4435;807299;5677056
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;41974;7032;0;379203;275502;0;661737;0;0;0;0;0;0;0;4012391;4674128;121;250242;4924490;53088;678457;5656035
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;41974;29339;0;191902;2106351;0;2327592;56026;31985;0;1558996;0;0;1590981;125722;4100321;0;96969;4197290;65;1352324;5549679
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;41974;52041;0;8948;2175256;0;2236246;204937;180986;1573484;25574;0;0;1780044;375378;4596605;30684;224685;4851975;3647;676569;5532190
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;41974;64;0;19806;524499;0;544369;1377606;0;0;0;119322;0;119322;0;2041297;308221;2511881;4861398;0;574067;5435466
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;41974;0;0;285530;2476608;0;2762139;0;0;0;972169;0;0;972169;947853;4682160;9092;125043;4816295;11091;552045;5379431
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;41974;0;0;337458;145059;0;482517;0;0;0;1208969;0;0;1208969;2653926;4345413;533;441194;4787139;46184;543331;5376655
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;41974;1002071;789627;200270;1907786;0;3899754;216869;0;0;162086;0;0;162086;2170;4280880;0;182097;4462977;0;569316;5032293
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;41974;0;0;2564472;27211;0;2591683;0;0;0;105677;0;0;105677;106515;2803875;0;596368;3400244;53932;1339859;4794035
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;41974;0;0;687638;0;0;687638;0;0;0;318390;0;0;318390;0;1006028;0;3203596;4209623;0;533501;4743124
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;41974;0;0;358898;0;0;358898;0;0;0;205601;0;0;205601;3267449;3831948;0;85438;3917386;28293;704824;4650502
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;41974;33097;0;35433;605234;0;673764;17805;130232;743360;1787;0;0;875379;626144;2193091;18469;323949;2535509;2367;2083150;4621026
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;41974;0;0;123279;0;0;123279;1791;0;0;0;0;0;0;0;125070;0;3234589;3359659;0;1114297;4473957
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;41974;0;0;73812;24707;0;98519;0;0;0;0;0;0;0;3231739;3330258;0;207734;3537992;45757;678984;4262733
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;41974;0;0;0;0;0;0;0;0;0;0;0;0;0;3346261;3346261;0;106251;3452512;189;776260;4228961
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;41974;599270;1108145;99022;1053144;344;2859925;16188;3063;0;123854;0;0;126916;94791;3097821;0;627827;3725648;29;247703;3973380
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;41974;181633;0;40569;2160124;0;2382326;190085;95475;70347;48030;51040;0;264892;208435;3045738;440;255725;3301904;64;656850;3958818
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;41974;0;0;0;0;0;0;0;0;0;0;0;0;0;184;184;0;3606255;3606440;0;154364;3760804
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;41974;59192;0;0;1138292;9812;1207295;68423;0;0;0;0;0;0;1093863;2369581;6478;658235;3034294;2464;713993;3750752
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41974;255512;0;0;1024856;27646;1308015;0;0;131744;0;0;0;131744;940337;2380096;0;143724;2523820;0;1004764;3528584
BONSUCESSO - PRUDENCIAL;1000080422;b1;;C;2;BELO HORIZONTE;MG;41974;14869;0;797601;1021741;122;1834334;0;47072;49221;774;0;0;97067;1863;1933263;0;1082807;3016070;1074;392140;3409284
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41974;0;0;0;0;0;0;0;0;0;0;0;0;0;280333;280333;0;2680286;2960619;0;333214;3293833
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;41974;0;0;0;2790614;0;2790614;0;0;0;0;0;0;0;0;2790614;0;242191;3032805;0;204338;3237143
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;41974;54886;0;4147;262498;0;321531;15911;81966;427387;1021353;323;6232;1537262;237930;2112635;9758;414137;2536529;366;575640;3112535
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41974;356;0;0;2517930;1782;2520067;0;0;0;0;0;0;0;60250;2580317;0;259076;2839393;0;172699;3012092
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;41974;0;0;597918;111554;0;709471;0;0;0;165210;0;0;165210;16527;891208;0;1282065;2173273;58691;767125;2999089
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;41974;287;0;3218;98354;0;101859;0;269894;0;425567;0;0;695461;721794;1519114;289;535225;2054628;989;890873;2946490
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;41974;39860;0;0;137973;0;177834;144374;0;426475;0;0;0;426475;1259195;2007878;140863;60771;2209513;0;417863;2627376
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;41974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;425800;425800;0;2168517;2594317
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;41974;0;0;0;0;0;0;0;0;0;0;0;0;0;2108720;2108720;0;211604;2320324;3832;237392;2561548
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;41974;0;0;227947;0;0;227947;0;0;0;0;0;3748;3748;0;231695;0;1748454;1980149;0;561598;2541747
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;41974;37397;0;117683;937733;0;1092812;32096;109106;0;347843;0;0;456949;331260;1913117;0;129698;2042815;1192;471326;2515332
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41974;258021;0;217723;1278390;34721;1788854;0;0;0;0;0;0;0;34240;1823094;0;116521;1939616;0;545242;2484858
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;41974;0;0;0;0;0;0;0;0;0;0;0;491003;491003;0;491003;0;1255811;1746814;0;721117;2467931
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41974;0;0;0;64393;0;64393;0;0;0;0;0;0;0;0;64393;0;2259378;2323772;0;132391;2456163
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;41974;3018;0;1387;298404;0;302809;51389;0;0;0;0;0;0;818204;1172402;43996;578028;1794426;190;521881;2316497
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;41974;0;0;65982;433614;0;499596;0;0;0;0;0;755734;755734;67932;1323263;0;724984;2048247;418;252942;2301606
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41974;131852;0;0;645785;11007;788644;0;0;120892;0;0;0;120892;690305;1599841;684;159658;1760183;0;349087;2109270
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;41974;135019;0;109272;830458;0;1074749;0;0;8304;284313;0;0;292617;81616;1448982;0;274055;1723037;777;370310;2094124
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;41974;0;0;0;836934;0;836934;0;0;0;0;0;0;0;223382;1060317;80398;615562;1756277;0;296624;2052901
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;;I;3;RIO DE JANEIRO;RJ;41974;0;0;0;0;0;0;3448;0;0;0;0;0;0;0;3448;0;1576405;1579853;423;382032;1962308
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1839550;1839550;0;114828;1954378
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;;I;3;SAO PAULO;SP;41974;652;0;88477;499788;0;588917;0;0;0;998325;0;0;998325;0;1587242;0;61144;1648386;0;240351;1888737
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;41974;10114;0;43055;741683;0;794851;0;503038;9997;424;0;0;513459;30866;1339177;0;205797;1544974;0;305177;1850151
RENASCENCA DTVM LTDA - PRUDENCIAL;1000084105;n2;;I;2;SAO PAULO;SP;41974;0;0;0;0;0;0;1752891;0;0;0;0;0;0;0;1752891;0;20164;1773056;0;51694;1824749
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;41974;85820;0;46016;512443;15731;660011;351267;20394;34204;0;0;0;54599;36858;1102735;0;444024;1546758;0;163792;1710551
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;41974;48786;0;56287;566762;0;671834;203834;126287;38740;0;0;0;165027;10595;1051290;37779;294112;1383181;0;237348;1620529
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;41974;152861;0;0;356103;4342;513306;0;0;0;0;0;0;0;183500;696806;0;581749;1278555;0;316137;1594692
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;41974;0;0;718348;163617;0;881966;0;0;0;0;0;0;0;280597;1162563;3805;104541;1270909;31704;285189;1587802
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;41974;8584;0;263066;304731;0;576382;55160;75840;0;5940;0;0;81780;379665;1092987;36264;90316;1219567;2070;361374;1583010
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;41974;191;0;36521;244147;0;280859;0;0;0;0;0;0;0;610412;891271;129742;147882;1168895;26;410726;1579647
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41974;0;0;0;759033;376586;1135619;0;0;0;0;0;0;0;2424;1138043;0;100631;1238675;0;338028;1576703
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;;I;3;SAO PAULO;SP;41974;6;0;0;24172;0;24179;0;0;0;0;0;0;0;932680;956859;0;29628;986487;0;539924;1526411
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;41974;0;0;0;0;0;0;0;0;0;0;0;0;0;70608;70608;0;58800;129408;0;1392890;1522298
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41974;0;0;0;0;0;0;0;0;0;0;0;0;0;1057191;1057191;0;404785;1461976;0;56348;1518324
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;41974;34989;0;0;17764;0;52752;0;0;0;0;0;0;0;826012;878764;0;373051;1251815;2;264837;1516654
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41974;50153;0;0;417080;0;467233;0;0;0;0;0;0;0;616229;1083462;0;95764;1179226;231;310722;1490179
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;41974;184351;0;1025;618638;12827;816841;0;0;0;0;0;0;0;17626;834467;0;450601;1285068;0;196962;1482030
FATOR - PRUDENCIAL;1000080350;b1;;C;2;SAO PAULO;SP;41974;4062;0;31698;541105;0;576865;312301;48143;46887;0;0;2143;97174;0;986339;1209;75054;1062603;444;383311;1446358
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;41974;55522;0;6105;429560;54214;545402;0;0;0;22576;0;0;22576;28367;596344;0;600907;1197251;393;230100;1427744
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;41974;292;0;0;0;0;292;0;0;0;0;0;0;0;321758;322051;0;60947;382998;0;1036636;1419634
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41974;125379;0;0;873331;19789;1018499;0;0;0;0;0;0;0;17162;1035661;0;101275;1136935;0;222040;1358975
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41974;228221;0;0;788460;65677;1082358;0;0;0;0;0;0;0;0;1082358;0;24996;1107354;0;146685;1254039
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;41974;0;0;0;1011923;0;1011923;0;0;0;0;0;0;0;12770;1024693;0;74196;1098889;0;126880;1225769
