Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;41974;1327429074;688036964;1257154081;1050086203;70274993;5825116;5529;1505
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;41974;1117943423;447449245;1015609277;773443281;102334146;10211968;3938;948
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;41974;1064749458;605023197;1038526693;912739354;26222766;3702318;3393;816
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;41974;877219351;343765236;846481857;582292766;30737494;3122228;4;0
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;41974;862756007;346438936;781234838;662134197;81521170;7874265;4675;1272
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;41974;591553339;245376684;532792404;369185638;58760936;1248197;2743;1164
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;41974;166989011;66174270;157253278;108898253;9735733;-529359;856;455
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;41974;150292533;19341167;135613667;83899701;14678867;1561384;13;0
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;41974;140605802;55461856;131872247;115042984;8733555;830183;110;6
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;41974;99888365;54135046;92334491;61372018;7553875;210010;111;0
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;41974;61173091;16826314;54466354;30550508;6706737;17268;134;19
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;41974;59618019;30486981;53946845;45468743;5671174;463731;529;208
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;41974;39030628;1576012;35272292;20921354;3758337;90992;8;0
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;41974;38204992;13213985;34837183;18912689;3367809;421338;292;4
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;41974;34209292;6456026;30792248;18901577;3417044;46498;10;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;41974;32346134;8775527;29555659;11604142;2790475;116396;10;0
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;41974;28944708;13431068;27882582;26909083;1062126;52893;5;0
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;41974;27971057;2861216;26315141;6276434;1655917;139245;3;0
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;41974;25964322;22955788;23342952;18970232;2621370;276212;1;0
PAN;1000080257;b1;;C;2;SAO PAULO;SP;41974;25649957;17512020;22015451;18060162;3634506;156814;4;0
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;41974;21888005;9029878;21101025;20061124;786980;31389;4;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;41974;20748318;11407702;18559773;15420168;2188545;160173;6;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;41974;18983852;10588783;16461144;14469446;2522708;145516;39;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;41974;18522370;3242162;17493549;4693753;1028821;-7846;5;0
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;41974;17011941;9724110;13479639;8893114;3532302;145662;21;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;C;3;SAO PAULO;SP;41974;16896428;10923758;15552887;13332540;1343541;108881;17;0
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;41974;15684517;9774916;14465076;12199980;1219441;-591771;36;0
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;41974;15246998;12549870;13728816;5880138;1518182;117334;1;0
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;41974;14992118;4363219;13930424;13254140;1061694;65921;135;26
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;41974;14742747;7946309;12600484;11367547;2142264;62236;46;1
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;41974;13400471;11169546;11332403;10706523;2068068;87526;3;0
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;41974;13317370;8757300;12605164;9703687;712206;-75893;194;3
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;41974;13082522;1681307;11887918;5330678;1194603;17016;2;0
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;41974;12771063;9082865;11491330;9578911;1279733;62829;117;8
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;41974;12418434;3230755;10706843;4163958;1711591;123188;124;4
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;41974;11849241;121787;9847704;5499838;2001537;167983;2;0
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;41974;11467599;10949638;10080858;9311675;1386741;24023;2;0
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;41974;10468579;6312554;9212642;7713091;1255936;23839;12;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;41974;10301935;532627;8952375;1444927;1349561;83459;2;0
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;41974;7914613;3735460;7510504;7300773;404109;-9969;2;0
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;41974;7556612;6665104;6328456;5991512;1228157;120482;1;0
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;41974;7511268;1211292;6566638;2498202;944630;15513;3;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41974;7292631;268222;6943604;15298;349026;0;0;0
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;41974;7002429;4144701;6003099;5016370;999330;-246125;8;0
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;41974;6452366;5403737;4720004;4229922;1732362;37033;1;0
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;41974;6185479;1478803;5524677;4662488;660802;-10603;5;0
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;41974;5966366;142833;4849983;1584286;1116383;85332;2;0
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;41974;5947839;2608630;5112400;3813341;835439;31875;2;0
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;41974;5818602;1060225;700553;594349;5118049;57017;54;0
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;41974;5807037;0;1252167;1;4554870;109678;1;0
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;41974;5677056;4955678;4869757;4532515;807299;36633;1;0
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;41974;5656035;5452623;4977579;4674128;678457;50835;2;0
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;41974;5549679;3660901;4197355;4100321;1352324;54449;2;0
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;41974;5532190;2988810;4855622;4596605;676569;3666;14;0
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;41974;5435466;34;4861398;2041297;574067;28685;1;0
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;41974;5379431;4765206;4827386;4682160;552045;43300;2;0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;41974;5376655;3735928;4833324;4345413;543331;41199;1;0
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;41974;5032293;3036476;4462977;4280880;569316;107539;61;48
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;41974;4794035;3415014;3454175;2803875;1339859;140985;2;0
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;41974;4743124;4328805;4209623;1006028;533501;104611;3;0
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;41974;4650502;4604169;3945679;3831948;704824;65651;1;0
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;41974;4621026;2523709;2537876;2193091;2083150;49029;2;0
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;41974;4473957;4160298;3359659;125070;1114297;226454;1;0
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;41974;4262733;4046409;3583749;3330258;678984;26980;1;0
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;41974;4228961;3599995;3452701;3346261;776260;-39645;1;0
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;41974;3973380;1767612;3725677;3097821;247703;-71746;62;9
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;41974;3958818;2045438;3301968;3045738;656850;24035;17;0
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;41974;3760804;112050;3606440;184;154364;0;0;0
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;41974;3750752;1139537;3036758;2369581;713993;19970;1;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41974;3528584;2042444;2523820;2380096;1004764;101825;0;52
BONSUCESSO - PRUDENCIAL;1000080422;b1;;C;2;BELO HORIZONTE;MG;41974;3409284;2087258;3017144;1933263;392140;-16885;5;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41974;3293833;25701;2960619;280333;333214;13343;0;1
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;41974;3237143;0;3032805;2790614;204338;8797;0;0
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;41974;3112535;1446366;2536895;2112635;575640;26286;9;0
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41974;3012092;87325;2839393;2580317;172699;4913;0;0
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;41974;2999089;2533915;2231964;891208;767125;30954;2;0
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;41974;2946490;1710405;2055617;1519114;890873;94041;2;0
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;41974;2627376;1920775;2209513;2007878;417863;26467;1;0
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;41974;2594317;1462534;425800;0;2168517;426081;1;0
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;41974;2561548;2155168;2324156;2108720;237392;8360;1;0
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;41974;2541747;2239790;1980149;231695;561598;115591;1;0
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;41974;2515332;1623425;2044007;1913117;471326;16565;8;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41974;2484858;1644836;1939616;1823094;545242;53951;0;83
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;41974;2467931;2112092;1746814;491003;721117;87487;1;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41974;2456163;71529;2323772;64393;132391;2707;0;0
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;41974;2316497;800236;1794616;1172402;521881;23515;1;0
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;41974;2301606;1528941;2048664;1323263;252942;36554;2;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41974;2109270;1383198;1760183;1599841;349087;24179;0;25
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;41974;2094124;1481326;1723814;1448982;370310;29200;43;0
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;41974;2052901;0;1756277;1060317;296624;5709;1;0
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;;I;3;RIO DE JANEIRO;RJ;41974;1962308;574;1580275;3448;382032;17432;3;0
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41974;1954378;70686;1839550;0;114828;2839;0;0
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;;I;3;SAO PAULO;SP;41974;1888737;1671422;1648386;1587242;240351;24888;1;0
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;41974;1850151;1507024;1544974;1339177;305177;11418;33;0
RENASCENCA DTVM LTDA - PRUDENCIAL;1000084105;n2;;I;2;SAO PAULO;SP;41974;1824749;0;1773056;1752891;51694;6278;1;0
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;41974;1710551;252403;1546758;1102735;163792;16630;2;0
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;41974;1620529;533119;1383181;1051290;237348;-9608;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;41974;1594692;1180083;1278555;696806;316137;29016;0;26
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;41974;1587802;1332933;1302613;1162563;285189;-5470;2;0
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;41974;1583010;726286;1221637;1092987;361374;-46750;4;0
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;41974;1579647;354267;1168921;891271;410726;6137;1;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41974;1576703;1139136;1238675;1138043;338028;51659;0;5
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;;I;3;SAO PAULO;SP;41974;1526411;844078;986487;956859;539924;10176;2;0
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;41974;1522298;853079;129408;70608;1392890;38465;1;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41974;1518324;17496;1461976;1057191;56348;38;0;0
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;41974;1516654;1074061;1251817;878764;264837;8882;1;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41974;1490179;796903;1179458;1083462;310722;31205;0;39
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;41974;1482030;924694;1285068;834467;196962;21707;0;73
FATOR - PRUDENCIAL;1000080350;b1;;C;2;SAO PAULO;SP;41974;1446358;168721;1063047;986339;383311;-17589;4;0
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;41974;1427744;400567;1197644;596344;230100;39059;11;1
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;41974;1419634;1006166;382998;322051;1036636;11905;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41974;1358975;636987;1136935;1035661;222040;17271;0;42
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41974;1254039;367610;1107354;1082358;146685;23169;0;34
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;41974;1225769;106114;1098889;1024693;126880;0;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP;78414067;b3S;;I;2;MEDIANEIRA;PR;41974;1221087;803314;1029092;741922;191995;17642;0;41
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;;I;3;BARUERI;SP;41974;1197128;1181459;727489;594534;469638;5341;3;0
BANIF - PRUDENCIAL;1000080130;b1;;C;3;SAO PAULO;SP;41974;1184676;520444;975836;801689;208841;2763;13;0
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - UNICRED CENTRAL NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;41974;1135849;90418;1030825;105;105025;5239;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41974;1126918;698696;931058;630290;195860;11980;0;42
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;41974;1122604;618630;942311;538010;180293;17459;0;14
BCO GUANABARA S.A. - PRUDENCIAL;1000081672;b1;;I;2;RIO DE JANEIRO;RJ;41974;1087781;396235;955756;926579;132025;15363;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;41974;1066175;309187;871653;774405;194521;19148;0;20
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;41974;1037789;456048;714092;657403;323697;28926;0;23
DACASA FINANCEIRA - PRUDENCIAL;1000081005;n1;;C;2;VITORIA;ES;41974;1034795;747684;914044;512074;120751;7892;46;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;41974;1028733;4272;982248;688710;46486;216;0;0
DESENBAHIA AG FOMENTO BAHIA SA - PRUDENCIAL;1000081067;n1;;I;1;SALVADOR;BA;41974;992891;552500;494401;425886;498490;16391;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;;I;2;PALOTINA;PR;41974;984765;565988;842444;542205;142321;15916;0;38
AF DO ESTADO DE SC S.A. - PRUDENCIAL;1000081074;n1;;I;1;FLORIANOPOLIS;SC;41974;971859;743502;441640;393915;530219;25461;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;;I;2;CARLOS BARBOSA;RS;41974;965726;431690;842411;722129;123315;16233;0;28
BANCO MONEO S.A. - PRUDENCIAL;1000081500;b2;;I;2;CAXIAS DO SUL;RS;41974;952255;886145;768071;749651;184185;13081;1;0
CENTRAL DAS COOPERATIVAS DE CREDITO DO ESTADO DO PARANÁ - SICOOB CENTRAL PARANÁ;5036532;b3C;;I;2;MARINGA;PR;41974;941511;17545;855264;0;86247;1996;0;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;;I;2;CHAPECO;SC;41974;916610;565887;747527;730917;169084;24300;0;34
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;;I;2;LONDRINA;PR;41974;911067;0;888486;21773;22582;0;0;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88038260;b3S;;I;2;CRUZ ALTA;RS;41974;908277;643488;749971;371097;158306;7979;0;21
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;;I;2;SANTA MARIA;RS;41974;908277;533308;742142;485599;166134;8768;0;21
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;;I;2;VITORIA;ES;41974;905560;29635;820564;147874;84996;3090;0;0
BRASIL PLURAL - PRUDENCIAL;1000080941;b1;;C;2;RIO DE JANEIRO;RJ;41974;863802;36857;747657;514593;116145;1700;7;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;;I;2;GOIANIA;GO;41974;854791;629154;656977;622232;197814;22890;0;13
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA LTDA.- UNICRED CENTRAL SC;543968;b3C;;I;2;FLORIANOPOLIS;SC;41974;842206;0;792395;0;49811;7;0;0
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;;I;2;GOIANIA;GO;41974;835171;18476;757726;0;77446;5653;0;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;;I;2;RIBEIRAO PRETO;SP;41974;825075;551058;668538;337845;156537;4037;0;39
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;;I;2;DOURADOS;MS;41974;811341;550831;633698;379277;177643;20648;0;22
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;;I;2;GUARIBA;SP;41974;800560;268054;673845;584607;126715;13490;0;5
ICBC DO BRASIL BM S.A. - PRUDENCIAL;1000081830;b1;;I;3;SAO PAULO;SP;41974;798125;297743;597684;592605;200441;691;1;0
BCO A.J. RENNER S.A. - PRUDENCIAL;1000081799;b1;;C;2;PORTO ALEGRE;RS;41974;792820;697598;692011;644557;100809;13296;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;;I;2;ERECHIM;RS;41974;789646;490075;685567;479829;104079;9447;0;36
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;;I;2;LINHARES;ES;41974;775154;619414;586726;564499;188427;26725;0;15
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;;I;2;PORTO ALEGRE;RS;41974;772212;3080;743011;0;29201;0;0;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB CENTRAL CECRESP;62931522;b3C;;I;2;SAO PAULO;SP;41974;740964;9639;668303;543480;72661;3467;0;1
BCO TRICURY S.A. - PRUDENCIAL;1000081696;b2;;I;2;SAO PAULO;SP;41974;736708;340296;500627;488123;236081;16959;1;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;;I;2;FLORIANOPOLIS;SC;41974;733961;435163;566611;556665;167350;10650;0;8
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;;I;2;JOAO PESSOA;PB;41974;732174;547841;496222;456617;235952;28864;0;5
YAMAHA MOTOR - PRUDENCIAL;1000080721;b2;;C;3;GUARULHOS;SP;41974;726843;584671;576243;436913;150600;24415;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;;I;2;CANARANA;MT;41974;704479;472638;572646;267028;131833;12962;0;14
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;;I;3;SAO PAULO;SP;41974;695375;396585;500036;415159;195339;-35719;1;1
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS - CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;;I;2;GOIANIA;GO;41974;677288;22699;643841;6663;33447;585;0;0
