Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;41244;9775945;613738;8460065;4045823;1315880;44068;1366520;0,2135;0,0368;2;0
BRB;31976;b1;;C;1;BRASILIA;DF;41244;9428487;6382220;8482213;7354983;946274;100319;1132738;0,1339;0,1439;67;43
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;41244;9368753;6282869;8033563;3635794;1335190;26304;1206927;0,1309;0,1658;1;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;41244;9363452;7877187;8027577;7681654;1335875;51816;1335875;0,1584;0,018;3;0
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;41244;7833626;0;6211205;4321397;1622420;30073;1616809;0,1894;0,0075;2;0
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;41244;6989525;251603;6202809;2899900;786715;52781;732878;0,2736;0,0827;1;0
BES;51482;b2;;C;3;SAO PAULO;SP;41244;6690610;1528137;6049803;5565370;640807;9006;664328;0,1615;0,2099;6;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;41244;5633142;5056199;5065623;4651751;567519;45140;578410;0,1262;0,0067;2;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;41244;5631449;908505;4534205;2705461;1097244;6922;1097057;0,611;0,0262;2;0
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;41244;5629766;0;1284774;2;4344992;101541;4344992;0,4301;0;1;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41244;5430370;175746;5191660;1021;238710;-56;111326;0,1207;0,0463;0;0
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;41244;5404291;4529204;4911722;4762917;492569;26889;483238;0,1538;0,0108;2;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;41244;4536374;1119324;734996;616129;3801377;6254;3795123;2,5374;0,0064;53;0
SOFISA;31873;b1;;C;2;SAO PAULO;SP;41244;4515769;1808818;3735612;2831428;780157;10725;780149;0,2387;0,3899;18;0
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;41244;4413936;3887712;3424176;3111381;989760;89322;986689;0,2332;0,0049;1;0
RURAL;31244;b1;;C;2;BELO HORIZONTE;MG;41244;4355478;2307937;3985081;2547378;370397;-59443;398734;0,1201;0,2735;1;0
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;41244;4265438;2570287;3971963;3377744;293475;20643;239645;0,1347;0;2;0
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;41244;4033745;2624003;3446545;3252711;587200;6757;583331;0,1493;0,0932;13;1
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;41244;3787061;3158255;3128397;2980217;658664;45276;658664;0,1667;0,0034;1;0
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;41244;3786553;2395119;2570595;2491202;1215958;130908;1214612;0,2709;0,4817;2;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;41244;3728257;2158225;3308420;3167435;419837;83916;419834;0,2075;0,1246;44;40
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;41244;3675632;2567183;3336749;2654391;338883;18640;377008;0,1398;0,0441;2;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;41244;3611582;2873218;2141418;1743305;1470164;38492;1070134;0,3485;0,0248;1;0
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;41244;3341422;2260864;2961961;1728316;379461;15392;569192;0,1518;0,2616;5;0
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41244;3289168;2557609;2661064;1650482;628105;35821;551039;0,1621;0,0005;4;0
ING;51073;b1;;C;3;SAO PAULO;SP;41244;3279426;1605127;2480123;2223241;799303;29944;799302;0,441;0,005;2;0
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;41244;3226199;3103483;2775867;2637044;450332;28047;565041;0,1654;0,0074;2;0
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41244;3220558;3112584;2740397;2489676;480161;22866;528314;0,1546;0,0611;1;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41244;3220492;1908164;2407496;2249930;812996;44579;789942;0,2881;0,0748;0;50
ORIGINAL;51781;b1;;C;2;PORTO ALEGRE;RS;41244;3195791;905266;1272106;902546;1923685;-16777;1922900;0,4377;0,0784;2;0
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41244;3136441;2701490;2529525;282817;606916;118834;606916;0,2475;0,0114;1;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;3;RIBEIRAO PRETO;SP;41244;3050545;40;2928821;2679382;121724;5012;72364;0,216;0,0668;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;41244;2942073;1567997;2684265;2445319;257808;48058;315164;0,1437;0,2485;61;10
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41244;2907279;629564;2137878;1482988;769401;1379;777557;0,2347;0,0246;5;0
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;41244;2900171;0;2065716;1150716;834455;10182;793489;0,3639;0,032;2;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41244;2835468;2285335;2153531;2053458;681937;6654;467937;0,1889;0,0093;1;0
BBM;30207;b1;;C;2;SALVADOR;BA;41244;2704909;1335469;2161852;1944121;543057;21763;538309;0,2203;0,0874;9;0
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;41244;2641679;1365501;2199238;2065461;442441;28640;467135;0,179;0,0721;8;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41244;2572724;1257273;1921785;1715085;650939;23027;723505;0,2987;0,0032;1;0
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;41244;2512878;2306628;2212771;598708;300107;40575;0;NI%;0;3;0
HONDA;51396;b2;;C;3;SAO PAULO;SP;41244;2305830;2104881;1874362;1729637;431468;29679;430322;0,2348;0,0013;2;0
COOPERATIVA CENTRAL DE CRÉDITO DOS ESTADOS DO PARANÁ E DE SÃO PAULO - CENTRAL SICREDI PR/SP;80230774;b3C;;I;2;CURITIBA;PR;41244;2271503;50938;2174825;401;96678;2;47025;0,1232;0,059;0;0
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41244;1995059;1442340;1715020;1605452;280039;31468;260505;0,1866;0,0007;1;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41244;1977090;49160;1755708;241709;221382;5407;138934;0,155;0,4704;0;1
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41244;1954372;84357;1833850;1602694;120522;0;70753;0,1328;0,2352;0;0
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41244;1942040;1365174;1554978;1428473;387061;30795;387056;0,1493;0,2282;3;0
WESTLB;51554;b1;;I;3;SAO PAULO;SP;41244;1831567;860395;1326686;858213;504882;14000;515301;0,3806;0,0055;1;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41244;1808733;999386;1541420;1434740;267313;28585;253812;0,1663;0,0467;0;25
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41244;1737327;1212078;1402110;1149935;335217;14305;335213;0,1856;0,1481;47;0
BANIF;20255;b1;;C;3;SAO PAULO;SP;41244;1733536;1146721;1525364;1361771;208171;-81817;286341;0,1396;0,0274;15;0
PERNAMBUCANAS;40699;n1;;C;2;SAO PAULO;SP;41244;1681516;1468548;1285984;378799;395532;72984;0;NI%;0;2;0
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41244;1593132;524537;1414869;643962;178263;23579;177440;0,1539;0,1572;14;1
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41244;1571666;1246695;1160196;422441;411469;45810;411056;0,3339;0,0013;1;0
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;41244;1514722;314686;1039938;588339;474784;3893;474379;0,2906;0,0993;4;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41244;1498611;957553;1160867;1099874;337744;32843;336469;0,2759;0,0366;0;71
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;41244;1493399;1463436;1378992;1299996;114407;-2712;171610;0,1137;0,0123;1;0
BANCO STANDARD DE INVESTIMENTOS S.A.;4866275;b2;;I;3;SAO PAULO;SP;41244;1486627;18493;1225773;481232;260854;-47447;260854;0,41;0,0522;1;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41244;1472058;40452;1399492;58126;72566;2576;42603;0,1538;0,2741;0;0
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;2;RIO DE JANEIRO;RJ;41244;1456860;0;1373654;0;83206;2851;81742;0,14;0,187;4;0
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11932017;b2;;I;3;SAO PAULO;SP;41244;1454587;0;1259770;553941;194816;3985;194816;0,3756;0,0035;1;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;;I;1;CURITIBA;PR;41244;1373282;687433;47290;21753;1325992;43161;193961;0,8352;0,0047;1;0
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41244;1366614;179534;1230215;722526;136399;22639;172079;0,2837;0,0369;4;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41244;1362366;1234312;912941;780022;449425;-543;409483;0,3587;0;3;0
OMNI;50940;n1;;C;2;SAO PAULO;SP;41244;1359622;1043048;1212609;650680;147013;12904;0;NI%;0;3;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41244;1355038;789722;252559;0;1102479;256118;1102418;0,6089;0,0137;1;0
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;41244;1284994;355952;1026162;822800;258832;9858;320343;0,1424;0,0671;2;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;41244;1259687;809763;1100028;870973;159659;4230;159226;0,204;0,1318;1;0
FATOR;50122;b1;;C;2;SAO PAULO;SP;41244;1240096;73297;812563;626244;427532;3096;427532;0,2782;0,3282;4;0
NOSSA CAIXA DESENVOLVIMENTO - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;41244;1228163;611155;194705;173335;1033458;9270;833458;1,2819;0,0036;0;0
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;41244;1225049;901515;950606;790742;274443;9283;274443;0,1982;0,0363;5;0
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41244;1206945;141861;1112842;71734;94104;634;66410;0,1809;0,0225;0;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41244;1203988;912887;931815;867543;272173;27957;272132;0,2341;0,0325;0;5
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;41244;1128480;871400;859218;821591;269262;15378;269767;0,2058;0;1;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41244;1033750;11134;978621;692995;55129;-115;55129;0,1116;0,0812;0;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41244;1022257;434645;796897;717135;225360;15500;225360;0,4067;0,0009;0;31
BANCO KDB DO BRASIL S.A.;7656500;b1;;I;3;SAO PAULO;SP;41244;1009661;42186;929891;567572;79770;3602;79770;0,1473;0,0083;1;0
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;41244;1002941;587166;880798;748512;122143;1548;150337;0,2273;0,0179;1;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;41244;995371;5235;945441;641099;49930;3931;49905;0,1102;0,1189;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41244;967339;524772;796913;734944;170426;15950;160081;0,2092;0,1201;0;37
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;;I;2;MARINGA;PR;41244;967162;607328;845003;524715;122159;11184;115249;0,1412;0,2171;0;62
INTERCAP;50476;b1;;C;2;SAO PAULO;SP;41244;891144;371452;771104;637185;120041;1152;100678;0,1812;0,0131;2;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41244;862097;277964;775938;751814;86159;4793;83274;0,1551;0,0772;0;34
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41244;835071;491312;690300;499414;144770;14778;135867;0,1874;0,1639;0;41
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;;I;2;MEDIANEIRA;PR;41244;821653;479989;705348;519912;116305;14533;109840;0,1379;0,1372;0;30
BMW;51420;n1;;C;3;SAO PAULO;SP;41244;819464;593348;649694;494041;169770;4212;0;NI%;0;2;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;41244;810191;397519;368208;308524;441983;18376;291970;0,3887;0,1666;1;0
BANCO MONEO S.A.;7441209;b2;;I;2;CAXIAS DO SUL;RS;41244;799482;740926;632941;614844;166541;13088;166541;0,1949;0,0044;1;0
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;;I;2;VITORIA;ES;41244;773405;729373;664616;415024;108789;3574;108422;0,126;0,1951;44;0
BANCO FICSA S.A.;61348538;b1;;I;2;SAO PAULO;SP;41244;766465;387718;688113;315969;78352;-13797;83863;0,1388;0,0233;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;41244;766330;247685;634264;554564;132066;10417;124153;0,2172;0,0765;0;20
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;;I;1;FLORIANOPOLIS;SC;41244;763328;634523;283675;221630;479653;37619;79653;0,1713;0,0406;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;41244;747035;502361;639543;261933;107492;13997;101916;0,1445;0,1108;0;13
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;41244;726893;49998;650648;601141;76245;0;75548;0,1548;0,0988;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;;I;2;GUARIBA;SP;41244;721355;250962;621829;550941;99526;3982;95059;0,2108;0,0417;0;4
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - UNICRED CENTRAL NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;41244;696597;107218;616730;0;79867;4932;79867;0,2217;0,0666;0;0
BANCO TRICURY S.A.;57839805;b2;;I;2;SAO PAULO;SP;41244;695624;314376;500908;461492;194716;14445;194716;0,3884;0,1997;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26565770;b3S;;I;2;LUCAS DO RIO VERDE;MT;41244;684590;501567;551733;277910;132857;12397;125509;0,1898;0,051;0;11
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;;I;3;BARUERI;SP;41244;670998;475068;432441;310731;238556;2574;238536;0,4323;0,0045;1;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DE SAÚDE E EMPRESÁRIOS LTDA;2398976;b3S;;I;2;LONDRINA;PR;41244;652399;290019;423916;388404;228483;18694;178861;0,3747;0,0581;0;16
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;;I;2;LONDRINA;PR;41244;639297;0;620843;21386;18454;0;18452;0,1571;0,1975;0;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;;I;2;CARLOS BARBOSA;RS;41244;627776;292727;549731;476645;78045;7829;73622;0,1482;0,142;0;28
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;;I;2;DOURADOS;MS;41244;613687;396353;507245;288447;106442;11525;100650;0,2155;0,0713;0;19
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88038260;b3S;;I;3;CRUZ ALTA;RS;41244;607692;396106;498955;248565;108737;6571;102010;0,1865;0,0554;0;21
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;;I;2;PORTO ALEGRE;RS;41244;591742;2857;570035;300;21707;0;21707;0,1611;0,2166;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI   SICREDI VALE DO PIQUIRI PR;81099491;b3S;;I;2;PALOTINA;PR;41244;579013;323005;498540;324519;80473;11408;76642;0,1597;0,0812;0;29
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53923116;b3S;;I;2;RIBEIRAO PRETO;SP;41244;577277;402041;464148;216079;113130;10186;108441;0,209;0,0995;0;34
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;;I;2;GOIANIA;GO;41244;572352;5698;525348;0;47004;924;21409;0,5674;0,24;0;0
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37395399;b3S;;I;2;GOIANIA;GO;41244;561872;373612;440224;417254;121649;16229;121646;0,2553;0,0593;0;13
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA LTDA.- UNICRED CENTRAL SC;543968;b3C;;I;2;FLORIANOPOLIS;SC;41244;538798;0;503381;0;35417;256;35417;0,1584;0,1427;0;0
BANCO A.J. RENNER S.A.;92874270;b1;;I;2;PORTO ALEGRE;RS;41244;534807;474786;456433;431857;78374;8349;78374;0,1609;0,0202;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO NORTE DO MATO GROSSO - SICREDI CENTRO NORTE MT;26529420;b3S;;I;2;NOVA MUTUM;MT;41244;533511;412333;451291;225741;82221;9834;77987;0,1442;0,064;0;11
BANCO LUSO BRASILEIRO S.A.;59118133;b1;;I;2;SAO PAULO;SP;41244;524812;377221;417065;389992;107747;241;84696;0,1779;0,0975;2;0
