Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
VR;50524;b1;;C;2;BARUERI;SP;41244;NA;NA;155667;0;155667;78113;0;0;0;0;0;73804;151918;NA;NA%;NA%;1,0247;NA%;0,005
AGIPLAN FINANCEIRA S.A. - CREDITO FINANCIAMENTO E INVESTIMENTO;13660104;n1;;I;2;PORTO ALEGRE;RS;41244;NA;NA;44629;0;44629;105624;0;0;0;0;0;45199;150823;NA;NA%;NA%;0,2959;NA%;0,0242
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NOROESTE DE MATO GROSSO - SICREDI NOROESTE MT;33022690;b3S;;I;2;ARAPUTANGA;MT;41244;NA;NA;28741;0;27073;149831;0;0;0;0;0;0;149831;NA;NA%;NA%;0,1807;NA%;0,2603
HS FINANCEIRA S/A CREDITO, FINANCIAMENTO E INVESTIMENTOS;7512441;n1;;I;2;DOIS IRMAOS;RS;41244;NA;NA;44299;0;44299;112496;0;0;0;0;0;36572;149068;NA;NA%;NA%;0,2972;NA%;0,0004
SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;5503849;n1;;I;2;SAO PAULO;SP;41244;NA;NA;31679;0;31679;91722;0;0;31307;0;31307;25913;148942;NA;NA%;NA%;0,2127;NA%;0,017
COOPERATIVA DE CRÉDITO RURAL CELEIRO CENTRO OESTE - SICREDI CELEIRO CENTRO OESTE;3566655;b3S;;I;3;SAO GABRIEL DO OESTE;MS;41244;NA;NA;25776;50;24903;148075;0;0;0;0;0;0;148075;NA;NA%;NA%;0,1682;NA%;0,1431
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ARAGUAIA - SICREDI ARAGUAIA;32953317;b3S;;I;3;AGUA BOA;MT;41244;NA;NA;32604;0;31062;144924;0;0;0;0;0;0;144924;NA;NA%;NA%;0,2143;NA%;0,1525
GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;33918160;n2;;I;2;SAO PAULO;SP;41244;NA;NA;22340;-7;22333;18209;0;0;14;8658;8672;116503;143384;NA;NA%;NA%;0,1558;NA%;0,2637
VIC-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A;14388516;n2;;I;2;RIO DE JANEIRO;RJ;41244;NA;NA;37586;28178;65763;3692;0;0;0;128384;128384;11298;143374;NA;NA%;NA%;0,4587;NA%;0,0004
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE BAGÉ   SICREDI FRONTEIRA SUL RS;88530142;b3S;;I;2;BAGE;RS;41244;NA;NA;33486;0;31205;140162;0;0;0;0;0;0;140162;NA;NA%;NA%;0,2226;NA%;0,1735
SLW CORRETORA DE VALORES E CÂMBIO LTDA.;50657675;n2;;I;2;SAO PAULO;SP;41244;NA;NA;26577;410;26987;49169;0;0;34605;2483;37087;53727;139984;NA;NA%;NA%;0,1928;NA%;0,0765
BANCO BRACCE S.A.;48795256;b1;;I;3;SAO PAULO;SP;41244;NA;NA;38915;130;39045;93247;0;0;34635;729;35363;9570;138180;NA;NA%;NA%;0,2826;NA%;0,038
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL GO;10736214;b3S;;I;3;CRISTALINA;GO;41244;NA;NA;23864;0;23013;137229;0;0;0;0;0;0;137229;NA;NA%;NA%;0,1677;NA%;0,1216
NOVINVEST CORRETORA DE VALORES MOBILIARIOS LTDA.;43060029;n2;;I;2;SAO PAULO;SP;41244;NA;NA;21311;21311;42623;16325;0;0;3;90454;90457;28924;135706;NA;NA%;NA%;0,3141;NA%;0,0465
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP;79063574;b3S;;I;2;SANTO ANTONIO DA PLATINA;PR;41244;NA;NA;24883;0;23790;135310;0;0;0;0;0;0;135310;NA;NA%;NA%;0,1758;NA%;0,2492
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;;I;2;PORTO ALEGRE;RS;41244;NA;NA;21707;0;21707;122886;0;0;11123;0;11123;702;134712;NA;NA%;NA%;0,1611;NA%;0,2166
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO GRANDES LAGOS DO PARANÁ - SICREDI GRANDES LAGOS PR;81115149;b3S;;I;2;LARANJEIRAS DO SUL;PR;41244;NA;NA;26945;0;25575;134700;0;0;0;0;0;0;134700;NA;NA%;NA%;0,1899;NA%;0,1414
COOPERATIVA DE CRÉDITO DOS MEDICOS E DEMAIS PROF. DA SAÚDE, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DAS MICRORREGIÕES DE AMERICANA, PIRACICABA E BOTUCATU - UNICRED BANDEIRANTE;3055269;b3S;;I;2;AMERICANA;SP;41244;NA;NA;19486;0;19486;134554;0;0;0;0;0;0;134554;NA;NA%;NA%;0,1448;NA%;0,0916
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAQUIENSE - SICREDI ITAQUI RS;87733077;b3S;;I;2;ITAQUI;RS;41244;NA;NA;71153;0;66620;133605;0;0;0;0;0;0;133605;NA;NA%;NA%;0,4986;NA%;0,1008
BRASCAN;50885;b1;;C;3;RIO DE JANEIRO;RJ;41244;NA;NA;55560;0;55560;68176;0;0;80;38088;38169;27034;133379;NA;NA%;NA%;0,4166;NA%;0,0553
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VIDEIRA/SC;81016131;b3S;;I;2;VIDEIRA;SC;41244;NA;NA;29264;0;29147;132570;0;0;0;0;0;0;132570;NA;NA%;NA%;0,2199;NA%;0,143
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;;I;3;BARUERI;SP;41244;NA;NA;14117;4314;18431;102672;9289;0;13336;0;22625;6317;131615;NA;NA%;NA%;0,14;NA%;0,0372
PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;1800019;n1;;I;2;PORTO ALEGRE;RS;41244;NA;NA;11556;5467;17023;80196;0;0;0;0;0;50131;130327;NA;NA%;NA%;0,1306;NA%;0,0922
COOPERATIVA DE CRÉDITO RURAL E DOS PEQUENOS EMPREENDEDORES DO VALE DO MOGI GUAÇU - SICOOB CREDIGUAÇU;67960229;b3S;;I;2;DESCALVADO;SP;41244;NA;NA;47675;0;47541;129477;0;0;0;0;0;0;129477;NA;NA%;NA%;0,3672;NA%;0,0665
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL DO PARANÁ - SICREDI CENTRO SUL PR/SC;78907607;b3S;;I;2;PRUDENTOPOLIS;PR;41244;NA;NA;24783;0;23673;129278;0;0;0;0;0;0;129278;NA;NA%;NA%;0,1831;NA%;0,1782
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TERCEIRO PLANALTO DO PARANÁ - SICREDI TERCEIRO PLANALTO;77984870;b3S;;I;2;GUARAPUAVA;PR;41244;NA;NA;24713;0;23591;127662;0;0;0;0;0;0;127662;NA;NA%;NA%;0,1848;NA%;0,1336
COOPERATIVA REGIONAL DE CRÉDITO DO SUDOESTE MINEIRO E NORDESTE PAULISTA LTDA - SICOOB NOSSO CRÉDITO;22760839;b3S;;I;2;SAO SEBASTIAO DO PARAISO;MG;41244;NA;NA;22325;222;22448;109693;0;0;0;0;0;17366;127059;NA;NA%;NA%;0,1767;NA%;0,1253
KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;6040559;n1;;I;2;FLORIANOPOLIS;SC;41244;NA;NA;38000;0;38000;75499;0;0;0;0;0;51347;126846;NA;NA%;NA%;0,2996;NA%;0,0023
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO BRF - CREDIBRF;82096447;b3S;;I;2;VIDEIRA;SC;41244;NA;NA;73645;0;73645;126031;0;0;0;0;0;0;126031;NA;NA%;NA%;0,5843;NA%;0,0009
GERAÇÃO FUTURO;51592;b2;;C;2;PORTO ALEGRE;RS;41244;NA;NA;38604;0;38604;24534;0;0;20663;0;20663;80201;125398;NA;NA%;NA%;0,3078;NA%;0,2725
BBVA BRASIL BANCO DE INVESTIMENTO S.A.;45283173;b2;;I;3;SAO PAULO;SP;41244;NA;NA;102165;0;102165;110590;0;0;0;0;0;13903;124493;NA;NA%;NA%;0,8207;NA%;0,0001
COOPERATIVA DE CREDITO DO VALE DO SAO PATRICIO LTDA;968602;b3S;;I;2;GOIANESIA;GO;41244;NA;NA;101352;0;100069;124447;0;0;0;0;0;0;124447;NA;NA%;NA%;0,8041;NA%;0,0061
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS LITORÂNEA   SICOOB/SC CREDIJA;85291086;b3S;;I;2;JACINTO MACHADO;SC;41244;NA;NA;35459;0;35324;123237;0;0;0;0;0;0;123237;NA;NA%;NA%;0,2866;NA%;0,1663
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO LTDA   UNICRED CENTRAL SP;73085573;b3C;;I;2;SAO PAULO;SP;41244;NA;NA;23755;0;23755;101570;0;91;17467;81;17638;3548;122756;NA;NA%;NA%;0,1935;NA%;0,1845
BPN BRASIL BANCO MÚLTIPLO S.A.;61033106;b1;;I;3;SAO PAULO;SP;41244;NA;NA;52078;16414;68492;103231;0;0;0;0;0;19091;122322;NA;NA%;NA%;0,5599;NA%;0,0208
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;;I;2;QUIRINOPOLIS;GO;41244;NA;NA;59743;0;58430;122280;0;0;0;0;0;0;122280;NA;NA%;NA%;0,4778;NA%;0,0913
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PONTAL DO TRIANGULO LTDA - SICOOB CREDIPONTAL;26178533;b3S;;I;2;ITUIUTABA;MG;41244;NA;NA;20837;0;20611;120821;0;0;0;0;0;0;120821;NA;NA%;NA%;0,1706;NA%;0,0569
COOPERATIVA DE CRÉDITO DA ZONA DA MATA DE MINAS LTDA - SICOOB CREDILIVRE;41697103;b3S;;I;2;MANHUACU;MG;41244;NA;NA;34673;0;34626;118847;0;0;0;0;0;0;118847;NA;NA%;NA%;0,2914;NA%;0,1397
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ENCOSTA SUPERIOR DO NORDESTE RS - SICREDI NORDESTE RS;95213211;b3S;;I;2;ROLANTE;RS;41244;NA;NA;18653;0;17662;118303;0;0;0;0;0;0;118303;NA;NA%;NA%;0,1493;NA%;0,2902
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;;I;2;LONDRINA;PR;41244;NA;NA;18452;0;18452;114052;0;0;0;0;0;3370;117422;NA;NA%;NA%;0,1571;NA%;0,1975
COOPERATIVA DE CRÉDITO RURAL COOPAVEL;76461557;b3S;;I;2;CASCAVEL;PR;41244;NA;NA;37130;0;37130;115786;0;0;0;0;0;0;115786;NA;NA%;NA%;0,3207;NA%;0,0016
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE - SICOOB OESTECREDI;78825023;b3S;;I;2;PALMITOS;SC;41244;NA;NA;30533;0;30296;114606;0;0;0;0;0;0;114606;NA;NA%;NA%;0,2643;NA%;0,2726
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DE PALMEIRA DAS MISSÕES - SICREDI GRANDE PALMEIRA;87789178;b3S;;I;2;PALMEIRA DAS MISSOES;RS;41244;NA;NA;26421;0;24847;114477;0;0;0;0;0;0;114477;NA;NA%;NA%;0,217;NA%;0,1536
DREBES FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11271860;n1;;I;2;ELDORADO;RS;41244;NA;NA;15289;1156;16444;81947;0;0;0;0;0;30525;112472;NA;NA%;NA%;0,1462;NA%;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DA SAÚDE, DOS MEMBROS E SERV DO PODER JUD, DO MP E DE ÓRGÃOS JUR DA REG METROP DE NATAL - UNICRED NATAL;70038237;b3S;;I;2;NATAL;RN;41244;NA;NA;35675;0;35675;112464;0;0;0;0;0;0;112464;NA;NA%;NA%;0,3172;NA%;0,0751
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO BRASIL CENTRAL;4243780;b3C;;I;2;GOIANIA;GO;41244;NA;NA;19983;0;19983;85503;0;370;25589;329;26288;32;111823;NA;NA%;NA%;0,1787;NA%;0,1014
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO RIO PARANÁ - SICREDI RIO PARANÁ PR/SP;81206039;b3S;;I;2;NOVA LONDRINA;PR;41244;NA;NA;22848;0;21555;111786;0;0;0;0;0;0;111786;NA;NA%;NA%;0,1928;NA%;0,2096
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS E SERVIDORES DA SABESP E EM EMPRESAS DE SANEAMENTO AMBIENTAL DO ESTADO DE SÃO PAULO - CECRES;54603022;b3S;;I;2;SAO PAULO;SP;41244;NA;NA;117616;0;117616;109837;0;0;0;0;0;0;109837;NA;NA%;NA%;1,0708;NA%;0,0098
BANCO OURINVEST S.A.;78632767;b2;;I;2;SAO PAULO;SP;41244;NA;NA;44842;0;44842;62170;0;0;2980;0;2980;44375;109525;NA;NA%;NA%;0,4094;NA%;0,0142
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1604998;b3S;;I;2;SAO GONCALO DO SAPUCAI;MG;41244;NA;NA;20790;0;20695;109097;0;0;0;0;0;0;109097;NA;NA%;NA%;0,1897;NA%;0,1299
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS;3042597;b3S;;I;2;CAMPO GRANDE;MS;41244;NA;NA;29885;0;28255;108650;0;0;0;0;0;0;108650;NA;NA%;NA%;0,2601;NA%;0,1592
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO PLANALTO DAS ARAUCÁRIAS - SICREDI PLANALTO DAS ARAUCÁRIAS PR/SC;81054686;b3S;;I;2;LAPA;PR;41244;NA;NA;17784;0;16883;108527;0;0;0;0;0;0;108527;NA;NA%;NA%;0,1556;NA%;0,2554
SUL AMERICA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;32206435;n2;;I;2;SAO PAULO;SP;41244;NA;NA;46388;290;46679;46117;0;0;0;0;0;62329;108446;NA;NA%;NA%;0,4304;NA%;0,0053
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;;I;2;CACHOEIRO DE ITAPEMIRIM;ES;41244;NA;NA;28736;0;27785;108141;0;0;0;0;0;0;108141;NA;NA%;NA%;0,2569;NA%;0,0676
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE GOIANO;2282709;b3S;;I;2;ANAPOLIS;GO;41244;NA;NA;25538;0;25538;107864;0;0;0;0;0;0;107864;NA;NA%;NA%;0,2368;NA%;0,0607
PERNAMBUCRED - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DOS PODERES EXECUTIVO, LEGISLATIVO, JUDICIÁRIO E DO MINISTÉRIO PÚBLICO EM PERNAMBUCO;4146333;b3S;;I;2;RECIFE;PE;41244;NA;NA;24800;0;24800;107756;0;0;0;0;0;0;107756;NA;NA%;NA%;0,2302;NA%;0,0741
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CONSTANTINA-CRESOL CONSTANTINA.;2663426;b3S;;I;2;CONSTANTINA;RS;41244;NA;NA;17240;0;17240;106550;0;0;0;0;0;0;106550;NA;NA%;NA%;0,1618;NA%;0,0713
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ORLÂNDIA;53935029;b3S;;I;2;ORLANDIA;SP;41244;NA;NA;63690;0;63161;91581;0;0;0;0;0;14905;106486;NA;NA%;NA%;0,5931;NA%;0,0096
CONCÓRDIA S.A. CORRETORA DE VALORES MOBILIÁRIOS, CÂMBIO E COMMODITIES;52904364;n2;;I;2;SAO PAULO;SP;41244;NA;NA;42213;0;42213;43771;0;0;7;0;7;61884;105662;NA;NA%;NA%;0,3995;NA%;0,055
UM INVESTIMENTOS S/A CORRETORA DE TITULOS E VALORES MOBILIARIOS;33968066;n2;;I;2;RIO DE JANEIRO;RJ;41244;NA;NA;12815;3459;16274;11727;0;0;5;10000;10004;83775;105506;NA;NA%;NA%;0,1542;NA%;0,2692
CREDIALIANÇA COOPERATIVA DE CRÉDITO RURAL;78157146;b3S;;I;2;ROLANDIA;PR;41244;NA;NA;24327;0;24327;105349;0;0;0;0;0;0;105349;NA;NA%;NA%;0,2309;NA%;0,0331
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DE MINAS LTDA - SICOOB CREDINOR;21866694;b3S;;I;2;MONTES CLAROS;MG;41244;NA;NA;34560;869;34995;104735;0;0;0;0;0;0;104735;NA;NA%;NA%;0,3341;NA%;0,083
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB CENTRAL CECRESP;62931522;b3C;;I;2;SAO PAULO;SP;41244;NA;NA;39236;53;14256;88794;0;0;20;0;20;15387;104201;NA;NA%;NA%;0,1368;NA%;0,3679
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PANTANAL DO MATO GROSSO DO SUL - SICREDI PANTANAL MS;26408187;b3S;;I;2;MARACAJU;MS;41244;NA;NA;23960;72;22819;103599;0;0;0;0;0;0;103599;NA;NA%;NA%;0,2203;NA%;0,1559
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOM DESPACHO LTDA - SICOOB CREDIBOM;21670187;b3S;;I;2;BOM DESPACHO;MG;41244;NA;NA;23546;311;23731;102723;0;0;0;0;0;0;102723;NA;NA%;NA%;0,231;NA%;0,0715
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;;I;2;VITORIA;ES;41244;NA;NA;55704;0;33768;86751;0;0;28;0;28;14263;101042;NA;NA%;NA%;0,3342;NA%;0,4513
ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;61973863;n2;;I;2;SAO PAULO;SP;41244;NA;NA;27054;7432;34486;16123;0;0;29385;33056;62441;21702;100266;NA;NA%;NA%;0,3439;NA%;0,254
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE  DE GUARULHOS - UNICRED DE GUARULHOS;2250794;b3S;;I;2;GUARULHOS;SP;41244;NA;NA;13097;0;13097;24308;0;0;0;0;0;0;100121;NA;NA%;NA%;0,1308;NA%;0,1175
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO RGS - SICREDI CENTRO SUL;87733341;b3S;;I;2;SAO SEPE;RS;41244;NA;NA;21553;0;20060;98934;0;0;0;0;0;0;98934;NA;NA%;NA%;0,2028;NA%;0,1346
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED NORDESTE RS LTDA - UNICRED NORDESTE RS;73750424;b3S;;I;2;CAXIAS DO SUL;RS;41244;NA;NA;25634;1370;27004;98618;0;0;0;0;0;0;98618;NA;NA%;NA%;0,2738;NA%;0,077
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC;78834975;b3S;;I;2;CANOINHAS;SC;41244;NA;NA;26500;0;26225;98060;0;0;0;0;0;0;98060;NA;NA%;NA%;0,2674;NA%;0,1523
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE IBIRUBÁ - SICREDI IBIRUBÁ RS;87732657;b3S;;I;2;IBIRUBA;RS;41244;NA;NA;20292;0;19170;97288;0;0;0;0;0;0;97288;NA;NA%;NA%;0,197;NA%;0,1108
COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED;49654502;b3S;;I;2;CATANDUVA;SP;41244;NA;NA;48466;0;48466;33164;0;0;0;0;0;0;96646;NA;NA%;NA%;0,5015;NA%;0,0145
UNICRED RECIFE ? COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DO GRANDE RECIFE, ZONA DA MATA NORTE E SUL LTDA;70241658;b3S;;I;2;RECIFE;PE;41244;NA;NA;33763;0;33763;96264;0;0;0;0;0;0;96264;NA;NA%;NA%;0,3507;NA%;0,0492
SITA SOCIEDADE CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A;17315359;n2;;I;2;BELO HORIZONTE;MG;41244;NA;NA;61309;0;61309;78793;0;0;0;0;0;17317;96110;NA;NA%;NA%;0,6379;NA%;0,0068
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DO VALE DO RIO DOCE LTDA. - SICOOB CREDIRIODOCE;25606237;b3S;;I;2;GOVERNADOR VALADARES;MG;41244;NA;NA;21699;0;21562;95321;0;0;0;0;0;0;95321;NA;NA%;NA%;0,2262;NA%;0,1322
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO OESTE - SICOOB OESTE;5392810;b3S;;I;2;TOLEDO;PR;41244;NA;NA;14130;0;14130;95196;0;0;0;0;0;0;95196;NA;NA%;NA%;0,1484;NA%;0,0947
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DE CAMPO GRANDE MS LTDA.;73647935;b3S;;I;2;CAMPO GRANDE;MS;41244;NA;NA;52354;0;52354;94977;0;0;0;0;0;0;94977;NA;NA%;NA%;0,5512;NA%;0,0778
BGC LIQUIDEZ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;33862244;n2;;I;3;RIO DE JANEIRO;RJ;41244;NA;NA;17718;367;18085;2609;0;0;0;0;0;92177;94786;NA;NA%;NA%;0,1908;NA%;0,1229
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;;I;2;ALFREDO CHAVES;ES;41244;NA;NA;27765;0;26746;91059;0;0;0;0;0;0;91059;NA;NA%;NA%;0,2937;NA%;0,0442
CREDUNI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DAS INSTITUIÇÕES PÚBLICAS DE ENSINO SUPERIOR DO ESTADO DA PARAÍBA LTDA.;3428338;b3S;;I;2;CAMPINA GRANDE;PB;41244;NA;NA;57981;0;57981;90971;0;0;0;0;0;0;90971;NA;NA%;NA%;0,6374;NA%;0,0186
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PATOS DE MINAS LTDA -  SICOOB CREDIPATOS;25387671;b3S;;I;2;PATOS DE MINAS;MG;41244;NA;NA;22606;0;22525;89831;0;0;0;0;0;0;89831;NA;NA%;NA%;0,2507;NA%;0,0617
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO TRIANGULO MINEIRO LTDA - SICOOB ARACOOP;3320525;b3S;;I;2;ARAGUARI;MG;41244;NA;NA;26743;0;26400;89739;0;0;0;0;0;0;89739;NA;NA%;NA%;0,2942;NA%;0,1057
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS FEDERAIS EM MATO GROSSO DO SUL;24654881;b3S;;I;3;CAMPO GRANDE;MS;41244;NA;NA;36964;0;34762;88924;0;0;0;0;0;0;88924;NA;NA%;NA%;0,3909;NA%;0,1446
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA, SENADOR CANEDO E REGIÕES LTDA. - CREDIGOIÁS;37255049;b3S;;I;2;GOIANIA;GO;41244;NA;NA;87240;0;85043;88889;0;0;0;0;0;0;88889;NA;NA%;NA%;0,9567;NA%;0,0411
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25395435;b3S;;I;2;LAJINHA;MG;41244;NA;NA;19439;0;19340;87613;0;0;0;0;0;0;87613;NA;NA%;NA%;0,2207;NA%;0,2751
COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS MÉDICOS DO PLANALTO MÉDIO DO RIO GRANDE DO SUL LTDA - CREDIPLAN;97259253;b3S;;I;2;PASSO FUNDO;RS;41244;NA;NA;12016;1958;13974;79392;0;0;0;0;0;0;87331;NA;NA%;NA%;0,16;NA%;0,0154
COOPERATIVA DE CRÉDITO RURAL DA ALTA PAULISTA;59869560;b3S;;I;2;ADAMANTINA;SP;41244;NA;NA;26279;0;26047;87124;0;0;0;0;0;0;87124;NA;NA%;NA%;0,299;NA%;0,0724
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE PEQUENO EMPRESÁRIO, MICROEMPRESÁRIO E OU MICROEMPREENDEDOR DE CONCÓRDIA E REGIÃO - SICOOB - TRANSCREDI;4247370;b3S;;I;2;CONCORDIA;SC;41244;NA;NA;28274;0;28274;87080;0;0;0;0;0;0;87080;NA;NA%;NA%;0,3247;NA%;0,1758
INTERFLOAT HZ CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;4020986;n2;;I;2;SAO PAULO;SP;41244;NA;NA;75320;0;75320;49497;0;0;1097;0;1097;36338;86932;NA;NA%;NA%;0,8664;NA%;0,4835
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;;I;2;ITAUNA;MG;41244;NA;NA;30763;483;31035;86563;0;0;0;0;0;0;86563;NA;NA%;NA%;0,3585;NA%;0,0698
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE CURITIBA E CAMPOS GERAIS - SICOOB SUL;5888589;b3S;;I;2;CURITIBA;PR;41244;NA;NA;14474;0;14474;85767;0;0;0;0;0;0;85767;NA;NA%;NA%;0,1688;NA%;0,1216
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1736516;b3S;;I;2;DIVINOPOLIS;MG;41244;NA;NA;27950;0;27943;85555;0;0;0;0;0;0;85555;NA;NA%;NA%;0,3266;NA%;0,0569
