Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;41244;147888;0;361154;4199907;67428;4776378;3074737;0;0;400680;0;0;400680;3248544;11500339;779225;5858890;18138455;17707;2559229;20715391
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;41244;35305;2923104;6363196;16464;0;9338068;5745787;0;2404;0;0;0;2404;3493441;18579700;32;293652;18873384;0;477572;19350956
BIC;32119;b1;;C;2;SAO PAULO;SP;41244;375853;14182;658713;7000152;0;8048901;132622;0;488819;219644;1592332;105005;2405800;3424403;14011726;692;2340861;16353279;21947;1958454;18333680
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;41244;101607;0;4150508;2659747;0;6911862;1100734;1290074;365499;1225587;612588;0;3493748;194218;11700562;4196;3820864;15525622;1543;2804703;18331868
BANCOOB;51750;b1;;C;2;BRASILIA;DF;41244;19274;1481876;9355693;78626;0;10935470;2032638;0;2939;0;0;0;2939;1101522;14072569;0;318405;14390974;15;463682;14854670
ALFA;51293;b1;;C;2;SAO PAULO;SP;41244;27901;0;2332458;630281;0;2990640;2002612;0;156850;3583451;0;1432401;5172703;1494676;11660630;318828;899230;12878689;12296;1922296;14813281
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;41244;46396;0;1065936;2618493;0;3730825;0;153055;956454;1188990;0;0;2298499;3524777;9554101;188658;2042005;11784764;25306;1679473;13489543
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;41244;544575;245330;179293;7057774;0;8026972;1345022;0;192362;92551;44973;0;329886;60975;9762855;157;2770196;12533208;1272;872809;13407289
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;41244;2678;0;1263969;361702;0;1628350;210977;0;1635776;0;0;0;1635776;5774190;9249293;62312;2681150;11992755;0;1059731;13052486
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;41244;255023;0;515945;3397771;1702;4170440;781213;54365;221032;1793284;1257433;0;3326114;1199155;9476922;2594;1324939;10804455;9407;2203507;13017369
BANESTES;30159;b1;;C;1;VITORIA;ES;41244;1285824;1885499;9500;4247634;0;7428458;3004809;25117;0;0;0;0;25117;479149;10937533;0;580645;11518178;1679;872573;12392430
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;41244;4137;0;433620;906883;0;1344640;500;0;0;97703;0;0;97703;3259352;4702196;421685;5848704;10972585;70435;690824;11733844
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;41244;0;0;1084571;51744;0;1136315;0;0;0;323883;0;0;323883;6843863;8304061;0;1105802;9409863;101303;1252334;10763499
FIBRA;49951;b1;;C;2;SAO PAULO;SP;41244;102221;0;380334;4723151;0;5205706;21779;0;233452;1115048;946355;0;2294855;990707;8513048;47628;957038;9517714;4239;1037390;10559343
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;41244;641281;502586;2358;721863;648160;2516249;23494;0;0;0;0;0;0;622335;3162078;0;5325557;8487635;0;2030163;10517798
PINE;50304;b1;;C;2;SAO PAULO;SP;41244;30079;0;121000;3288906;0;3439986;1832661;11966;385198;574265;320634;0;1292063;1856712;8421421;100393;610344;9132159;56071;1219946;10408176
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;41244;35315;0;10105;269840;0;315260;2738368;0;0;0;0;0;0;992195;4045823;1895619;2518608;8460050;15;1315880;9775945
BRB;31976;b1;;C;1;BRASILIA;DF;41244;903846;1254885;87917;4607265;3354;6857269;420616;0;0;10497;0;200;10698;66401;7354983;0;1127059;8482042;171;946274;9428487
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;41244;0;0;2439402;1060747;0;3500149;0;0;0;135645;0;0;135645;0;3635794;0;4282036;7917830;115733;1335190;9368753
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;41244;0;0;0;0;0;0;0;0;0;0;0;0;0;7681654;7681654;0;344747;8026400;1177;1335875;9363452
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;41244;0;0;102366;2078586;0;2180952;2005287;0;0;0;0;0;0;135158;4321397;549867;1339942;6211205;0;1622420;7833626
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;41244;254;0;382445;625796;0;1008496;1572891;0;0;0;119012;0;119012;199501;2899900;293115;3009059;6202074;735;786715;6989525
BES;51482;b2;;C;3;SAO PAULO;SP;41244;0;0;254098;1969411;0;2223509;1948328;0;96748;131084;973432;0;1201264;192269;5565370;153705;330159;6049234;569;640807;6690610
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;41244;0;0;263981;0;0;263981;0;0;0;0;0;0;0;4387770;4651751;0;402588;5054338;11285;567519;5633142
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;41244;150122;0;0;1206195;0;1356317;227018;0;0;0;0;0;0;1122126;2705461;60242;1768182;4533885;320;1097244;5631449
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;41244;2;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;1284772;1284774;0;4344992;5629766
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41244;0;0;1021;0;0;1021;0;0;0;0;0;0;0;0;1021;0;5190638;5191660;0;238710;5430370
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;41244;0;0;862225;2052165;0;2914390;0;0;0;619734;0;0;619734;1228793;4762917;8846;127917;4899679;12043;492569;5404291
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;41244;0;0;0;0;616129;616129;0;0;0;0;0;0;0;0;616129;0;118867;734996;0;3801377;4536374
SOFISA;31873;b1;;C;2;SAO PAULO;SP;41244;101022;0;29058;2055955;0;2186035;49627;79598;35735;56559;0;0;171892;423874;2831428;6196;897090;3734714;898;780157;4515769
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;41244;0;0;280490;640124;0;920615;0;0;0;0;0;0;0;2190766;3111381;5046;186959;3303385;120791;989760;4413936
RURAL;31244;b1;;C;2;BELO HORIZONTE;MG;41244;136538;0;28848;2198986;0;2364371;5910;0;146046;12378;0;0;158423;18674;2547378;5083;1431784;3984246;835;370397;4355478
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;41244;729;0;0;3013681;0;3014410;0;0;0;0;0;0;0;363335;3377744;0;594219;3971963;0;293475;4265438
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;41244;56180;0;97976;1726497;0;1880653;241904;12129;364448;29500;0;0;406077;724077;3252711;10225;182573;3445509;1036;587200;4033745
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;41244;0;0;472633;0;0;472633;0;0;0;155533;0;0;155533;2352052;2980217;949;105373;3086539;41858;658664;3787061
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;41244;23225;0;280919;1781313;0;2085457;0;0;0;369980;0;0;369980;35766;2491202;0;79340;2570542;53;1215958;3786553
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;41244;838260;502107;120020;1510735;0;2971122;30008;0;0;166306;0;0;166306;0;3167435;0;140984;3308420;0;419837;3728257
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;41244;0;0;547984;148726;0;696710;0;0;0;373435;0;0;373435;1584246;2654391;31711;641345;3327447;9302;338883;3675632
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;41244;0;0;59493;0;0;59493;0;0;0;351267;0;0;351267;1332545;1743305;0;390146;2133451;7967;1470164;3611582
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;41244;14282;0;109621;1502012;0;1625915;0;13949;75171;583;0;0;89702;12699;1728316;0;1227279;2955595;6365;379461;3341422
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41244;0;0;896668;197014;0;1093682;0;0;0;386713;0;0;386713;170086;1650482;0;960244;2610726;50337;628105;3289168
ING;51073;b1;;C;3;SAO PAULO;SP;41244;405;0;0;821492;0;821897;60;0;17754;0;0;0;17754;1383530;2223241;23684;232569;2479494;629;799303;3279426
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;41244;10818;0;110258;0;0;121076;0;0;0;0;0;0;0;2515968;2637044;0;138823;2775867;0;450332;3226199
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41244;0;0;85690;47704;0;133395;0;0;0;93333;0;0;93333;2262948;2489676;0;204809;2694485;45913;480161;3220558
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41244;265349;0;0;940200;54900;1260449;0;0;0;0;0;0;0;989480;2249930;0;157566;2407496;0;812996;3220492
ORIGINAL;51781;b1;;C;2;PORTO ALEGRE;RS;41244;10566;0;36459;569892;0;616916;59648;0;207729;0;0;0;207729;18252;902546;42032;327255;1271832;274;1923685;3195791
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41244;0;0;255267;0;0;255267;27549;0;0;0;0;0;0;0;282817;0;2246709;2529525;0;606916;3136441
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;3;RIBEIRAO PRETO;SP;41244;0;0;0;2679382;0;2679382;0;0;0;0;0;0;0;0;2679382;0;249439;2928821;0;121724;3050545
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;41244;553928;839245;110665;743246;313;2247397;3327;0;0;101115;0;0;101115;93480;2445319;0;238918;2684237;29;257808;2942073
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41244;2580;0;131770;410730;0;545080;0;0;332976;162407;0;0;495383;442526;1482988;23866;630926;2137781;97;769401;2907279
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;41244;0;0;102164;256865;0;359029;11220;0;0;0;0;0;0;780467;1150716;307868;607132;2065716;0;834455;2900171
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41244;0;0;0;0;0;0;0;0;0;0;0;0;0;2053458;2053458;0;100073;2153531;0;681937;2835468
BBM;30207;b1;;C;2;SALVADOR;BA;41244;18980;0;40702;649348;0;709030;925;41083;308267;514284;66;0;863700;370467;1944121;7251;209930;2161302;550;543057;2704909
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;41244;46444;0;296935;746982;0;1090361;414666;38705;17536;204888;0;0;261128;299305;2065461;0;133191;2198651;586;442441;2641679
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41244;69788;0;29339;773907;10161;883196;53587;0;0;0;0;0;0;778302;1715085;2396;202531;1920011;1774;650939;2572724
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;41244;0;0;398647;0;0;398647;0;0;0;0;0;200061;200061;0;598708;0;1614063;2212771;0;300107;2512878
HONDA;51396;b2;;C;3;SAO PAULO;SP;41244;0;0;1503615;0;0;1503615;0;0;0;226022;0;0;226022;0;1729637;0;125884;1855521;18841;431468;2305830
COOPERATIVA CENTRAL DE CRÉDITO DOS ESTADOS DO PARANÁ E DE SÃO PAULO - CENTRAL SICREDI PR/SP;80230774;b3C;;I;2;CURITIBA;PR;41244;0;0;0;0;0;0;0;0;0;0;0;0;0;401;401;0;2174424;2174825;0;96678;2271503
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41244;43663;0;0;330516;0;374179;0;0;410476;0;0;0;410476;820797;1605452;23848;85720;1715020;0;280039;1995059
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41244;0;0;0;0;0;0;0;0;0;0;0;0;0;241709;241709;0;1513999;1755708;0;221382;1977090
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41244;277;0;0;1600927;1490;1602694;0;0;0;0;0;0;0;0;1602694;0;231156;1833850;0;120522;1954372
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41244;371;0;337993;201386;0;539749;0;14267;0;230284;0;0;244551;644173;1428473;922;122759;1552154;2824;387061;1942040
WESTLB;51554;b1;;I;3;SAO PAULO;SP;41244;1842;0;78358;243137;0;323337;24763;0;0;0;119468;0;119468;390646;858213;29809;438345;1326367;319;504882;1831567
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41244;127955;0;0;604620;19623;752198;0;0;82854;0;0;0;82854;599688;1434740;192;106488;1541420;0;267313;1808733
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41244;72853;0;89008;627148;0;789008;0;0;1765;197459;0;0;199224;161703;1149935;0;250809;1400744;1366;335217;1737327
BANIF;20255;b1;;C;3;SAO PAULO;SP;41244;13957;0;28789;1006842;6;1049594;62018;0;0;22556;0;0;22556;227603;1361771;0;163331;1525103;262;208171;1733536
PERNAMBUCANAS;40699;n1;;C;2;SAO PAULO;SP;41244;0;0;376978;0;0;376978;0;0;0;0;0;1821;1821;0;378799;0;907186;1285984;0;395532;1681516
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41244;35412;0;42849;420521;26635;525418;3998;0;1560;0;0;2032;3592;110954;643962;0;770438;1414401;469;178263;1593132
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41244;0;0;0;0;0;0;0;0;0;0;0;422441;422441;0;422441;0;737755;1160196;0;411469;1571666
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;41244;1217;0;31938;346506;0;379662;165755;3800;0;8058;0;0;11858;31064;588339;35790;415159;1039289;649;474784;1514722
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41244;155378;0;100799;765213;33282;1054673;0;0;0;0;0;0;0;45201;1099874;0;60993;1160867;0;337744;1498611
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;41244;0;0;0;0;0;0;0;0;0;0;0;0;0;1299996;1299996;0;78996;1378992;0;114407;1493399
BANCO STANDARD DE INVESTIMENTOS S.A.;4866275;b2;;I;3;SAO PAULO;SP;41244;0;0;0;170876;0;170876;0;0;0;1059;0;0;1059;309298;481232;639679;104425;1225337;436;260854;1486627
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41244;0;0;0;58126;0;58126;0;0;0;0;0;0;0;0;58126;0;1341366;1399492;0;72566;1472058
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;2;RIO DE JANEIRO;RJ;41244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1373654;1373654;0;83206;1456860
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11932017;b2;;I;3;SAO PAULO;SP;41244;0;0;0;541379;0;541379;0;0;0;0;0;0;0;12562;553941;145413;560416;1259770;0;194816;1454587
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;;I;1;CURITIBA;PR;41244;0;0;0;0;0;0;0;0;0;0;0;0;0;21753;21753;0;25537;47290;0;1325992;1373282
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41244;85739;0;45859;365643;8993;506233;152737;0;0;0;0;0;0;63556;722526;419;507269;1230215;0;136399;1366614
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41244;0;0;0;0;0;0;0;0;0;0;0;0;0;780022;780022;0;132920;912941;0;449425;1362366
OMNI;50940;n1;;C;2;SAO PAULO;SP;41244;0;0;76824;435284;0;512108;0;0;0;0;0;138572;138572;0;650680;6;561923;1212609;0;147013;1359622
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252559;252559;0;1102479;1355038
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;41244;7442;0;0;462597;0;470039;180338;147868;24554;0;0;0;172422;0;822800;15115;188247;1026162;0;258832;1284994
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;41244;96973;0;0;48345;0;145318;0;0;0;0;0;0;0;725655;870973;0;229044;1100017;11;159659;1259687
FATOR;50122;b1;;C;2;SAO PAULO;SP;41244;8876;0;37522;320021;0;366419;233957;6761;19107;0;0;0;25868;0;626244;2171;184067;812481;82;427532;1240096
NOSSA CAIXA DESENVOLVIMENTO - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;41244;6146;0;0;0;0;6146;0;0;0;0;0;0;0;167188;173335;0;21370;194705;0;1033458;1228163
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;41244;26286;0;10116;504763;0;541165;0;113040;13856;121697;0;0;248593;984;790742;0;159864;950606;0;274443;1225049
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41244;0;0;71734;0;0;71734;0;0;0;0;0;0;0;0;71734;0;1041108;1112842;0;94104;1206945
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41244;0;0;0;503249;361901;865151;0;0;0;0;0;0;0;2392;867543;0;64272;931815;0;272173;1203988
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;41244;0;0;109632;610912;0;720544;0;0;0;101048;0;0;101048;0;821591;0;37627;859218;0;269262;1128480
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41244;0;0;0;0;0;0;0;0;0;0;0;0;0;692995;692995;0;285627;978621;0;55129;1033750
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41244;38584;0;0;285433;0;324016;0;0;0;0;0;0;0;393119;717135;0;79762;796897;0;225360;1022257
BANCO KDB DO BRASIL S.A.;7656500;b1;;I;3;SAO PAULO;SP;41244;12974;0;0;198600;0;211574;0;0;0;0;0;0;0;355997;567572;0;362274;929845;45;79770;1009661
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;41244;8249;0;0;492502;0;500751;0;2135;0;0;0;0;2135;245625;748512;0;131873;880385;413;122143;1002941
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;41244;1945;0;0;0;0;1945;0;0;0;0;0;0;0;639154;641099;0;304342;945441;0;49930;995371
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41244;100055;0;0;596550;25644;722249;0;0;0;0;0;0;0;12694;734944;0;61969;796913;0;170426;967339
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;;I;2;MARINGA;PR;41244;132795;0;1219;370242;16706;520961;0;0;0;0;0;0;0;3753;524715;0;320288;845003;0;122159;967162
INTERCAP;50476;b1;;C;2;SAO PAULO;SP;41244;18711;0;0;330599;1326;350636;110322;7611;39040;26605;0;0;73255;102973;637185;9816;124006;771008;96;120041;891144
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41244;169404;0;0;518106;64304;751814;0;0;0;0;0;0;0;0;751814;0;24124;775938;0;86159;862097
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41244;81504;0;2339;378943;25811;488597;0;0;0;0;0;0;0;10817;499414;0;190886;690300;0;144770;835071
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;;I;2;MEDIANEIRA;PR;41244;103268;0;0;395788;14121;513176;0;0;0;0;0;0;0;6736;519912;0;185436;705348;0;116305;821653
BMW;51420;n1;;C;3;SAO PAULO;SP;41244;0;0;207051;110491;0;317542;0;0;0;0;0;0;0;176499;494041;387;151468;645896;3798;169770;819464
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;41244;0;0;0;0;0;0;0;0;0;0;0;0;0;308524;308524;0;59684;368208;0;441983;810191
BANCO MONEO S.A.;7441209;b2;;I;2;CAXIAS DO SUL;RS;41244;0;0;0;0;0;0;0;0;0;0;0;0;0;614844;614844;0;17003;631848;1093;166541;799482
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;;I;2;VITORIA;ES;41244;0;0;89371;245910;0;335281;0;0;0;0;0;79744;79744;0;415024;0;249591;664616;0;108789;773405
