Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;2;RIO DE JANEIRO;RJ;41061;1314;88025;238234;0;0;0;0;0;0;0;0;1403874;6541;16662;1754651;0;1754651
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41061;351;24313;271649;1193436;-36893;1156543;2306;115855;16393;-1834;132721;42610;43839;88499;1760526;16393;1744132
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41061;164390;290627;250853;220952;-15582;205371;0;0;0;0;0;682334;36979;6844;1637397;0;1637397
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;41061;7312;195020;887731;337834;-6392;331441;0;0;0;0;0;108609;64539;15375;1610027;0;1610027
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41061;6220;37687;470013;825401;-39295;786105;0;0;0;0;0;234190;16591;46982;1597789;0;1597789
PERNAMBUCANAS;40699;n1;;C;2;SAO PAULO;SP;41061;17752;84698;1975;1072484;-284491;787992;0;0;0;0;0;565104;0;1540;1459061;0;1459061
FATOR;50122;b1;;C;2;SAO PAULO;SP;41061;2628;6218;978975;84019;-1867;82152;0;0;0;0;0;189882;2383;160779;1423016;0;1423016
AGENCIA DE FOMENTO DO PARANA S.A.;3584906;n1;;I;1;CURITIBA;PR;41061;18;0;770760;632580;-5110;627470;0;0;0;0;0;5827;72;887;1405034;0;1405034
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41061;16;734745;577686;29426;-431;28995;0;0;0;0;0;2829;39;38900;1383209;0;1383209
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41061;5331;0;375371;827852;-15872;811980;0;0;0;0;0;7133;10971;63396;1274181;0;1274181
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41061;504;0;5790;0;0;0;114631;1122108;14364;-16921;1234182;42326;444;2428;1285673;14364;1271309
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41061;126;83428;169945;683606;-188504;495103;0;0;0;0;0;462806;0;1393;1212801;0;1212801
OMNI;50940;n1;;C;2;SAO PAULO;SP;41061;4989;34904;153775;849606;-98054;751553;0;0;0;0;0;122577;99298;41060;1208154;0;1208154
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;41061;1208;453809;0;740620;-15201;725418;0;0;0;0;0;26529;0;0;1206964;0;1206964
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;41061;84;18872;201;1137310;-30124;1107186;1012;31668;2969;-2588;33061;30572;2328;1542;1193846;2969;1190876
NOSSA CAIXA DESENVOLVIMENTO - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;41061;0;6299;711497;456599;-11826;444773;0;0;0;0;0;8800;0;1654;1173023;0;1173023
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;41061;1207;112563;154546;814059;-35955;778105;0;0;0;0;0;33554;72483;6781;1159239;0;1159239
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41061;5283;7922;146207;574889;-11971;562917;0;0;0;0;0;430700;534;207;1153771;0;1153771
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41061;1247;831651;1253;312659;-8431;304228;0;0;0;0;0;940;1228;183;1140731;0;1140731
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41061;2;357201;712427;27287;-11;27276;0;0;0;0;0;28266;16;15503;1140690;0;1140690
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41061;33;18083;276239;841828;-18362;823467;0;0;0;0;0;3158;5322;11685;1137986;0;1137986
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;41061;2437;218746;507789;214073;-2699;211374;0;0;0;0;0;114367;5322;64079;1124114;0;1124114
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;41061;383;150641;233237;721529;-30711;690818;0;0;0;0;0;20893;3423;19988;1119383;0;1119383
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41061;7900;359904;0;734228;-148846;585382;0;0;0;0;0;64972;484;16684;1035326;0;1035326
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;41061;1383;441403;26380;479396;-24764;454633;798;85523;51833;-5406;132748;4535;8762;2803;1072646;51833;1020812
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;;I;2;GUARIBA;SP;41061;776;0;524621;369447;-1764;367684;0;0;0;0;0;58932;6554;15685;974252;0;974252
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41061;5;13927;340571;8064;-120;7943;0;0;0;0;0;3005;579419;4580;949452;0;949452
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;41061;337;12485;340568;1491;-4;1487;0;0;0;0;0;9159;574596;5199;943830;0;943830
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;;I;2;MARINGA;PR;41061;8787;14160;0;520991;-26705;494286;0;0;0;0;0;11121;354307;39830;922490;0;922490
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41061;4271;61;157;468400;-28804;439596;0;0;0;0;0;10844;390950;44521;890400;0;890400
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41061;8409;0;195;233407;-7872;225535;0;0;0;0;0;15367;528985;14882;793373;0;793373
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41061;3869;2112;630;427811;-41474;386337;0;0;0;0;0;15013;324658;43511;776129;0;776129
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;41061;214;5864;417119;328418;-36449;291970;0;0;0;0;0;26963;4307;11645;758083;0;758083
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;;I;2;MEDIANEIRA;PR;41061;3386;67;1981;415155;-16459;398696;0;0;0;0;0;11073;309673;32232;757109;0;757109
BMW;51420;n1;;C;3;SAO PAULO;SP;41061;8440;7750;8482;503292;-7316;495976;69;191669;127431;-1257;317912;38867;4843;866;883136;127431;755705
INTERCAP;50476;b1;;C;2;SAO PAULO;SP;41061;47961;114962;148191;369872;-23010;346862;0;0;0;0;0;91482;899;1983;752340;0;752340
BANCO FICSA S.A.;61348538;b1;;I;2;SAO PAULO;SP;41061;1169;59020;226305;361322;-26058;335264;0;0;0;0;0;85695;40645;2349;750448;0;750448
BANCO MONEO S.A.;7441209;b2;;I;2;CAXIAS DO SUL;RS;41061;25;40759;0;697456;-28328;669129;0;0;0;0;0;22126;11343;819;744200;0;744200
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;;I;1;FLORIANOPOLIS;SC;41061;28;0;294650;449266;-50111;399155;0;0;0;0;0;8303;1710;3449;707295;0;707295
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;41061;2465;2129;0;364625;-19878;344748;0;0;0;0;0;3576;328334;23432;704683;0;704683
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;41061;1800;129;0;219140;-23458;195682;0;0;0;0;0;6267;472867;26838;703583;0;703583
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - UNICRED CENTRAL NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;41061;22;0;544748;100707;-1061;99646;0;0;0;0;0;802;8892;5440;659551;0;659551
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;;I;3;BARUERI;SP;41061;821;78361;36785;37287;-166;37122;2864;470581;83629;-6383;550691;8695;889;22175;735537;83629;651908
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;;I;2;GOIANIA;GO;41061;301;574735;28862;5066;-43;5023;0;0;0;0;0;650;62;29278;638912;0;638912
