Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
SAFRA;10083;b1;;C;2;SAO PAULO;SP;41061;NA;NA;6278669;2251257;8529926;61574593;0;72411;1180724;93032;1346167;2404945;65325705;NA;NA%;NA%;0,1306;NA%;0,241
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;41061;NA;NA;8923920;4117296;12156916;36971474;1274629;1873895;21213488;1860183;26222195;1759853;64953523;NA;NA%;NA%;0,1872;NA%;0,3556
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;41061;NA;NA;7548529;-39040;7509489;38691347;0;84587;3938648;35376;4058612;3986117;46736076;NA;NA%;NA%;0,1607;NA%;0,1277
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;41061;NA;NA;2989849;1193164;4183013;29551359;445291;0;1165398;0;1610689;544455;31706502;NA;NA%;NA%;0,1319;NA%;0,0392
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;41061;NA;NA;4626183;1332162;5811658;25450037;628677;0;14328;20939;663944;4018613;30132594;NA;NA%;NA%;0,1929;NA%;0,0851
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;41061;NA;NA;2483743;2452833;4936576;24802946;0;3192;13440;0;16632;4211627;29031205;NA;NA%;NA%;0,17;NA%;0,0398
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;41061;NA;NA;3411857;0;3409236;7919738;1645154;40904;13476769;717258;15880086;861585;24661409;NA;NA%;NA%;0,1382;NA%;0,0224
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;41061;NA;NA;3245916;809363;3962477;11660813;6577659;0;2024487;189993;8792139;2307567;22760518;NA;NA%;NA%;0,1741;NA%;0,3824
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;41061;NA;NA;2021038;1010519;3031556;20560422;0;0;0;0;0;640947;21201369;NA;NA%;NA%;0,143;NA%;0,0273
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;41061;NA;NA;2483283;185912;2669194;13486386;455388;0;2894849;0;3350238;1692271;18528895;NA;NA%;NA%;0,1441;NA%;0,0427
BIC;32119;b1;;C;2;SAO PAULO;SP;41061;NA;NA;2008982;938589;2947571;14837015;293200;0;1206116;40373;1539689;863662;17240366;NA;NA%;NA%;0,171;NA%;0,0497
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;41061;NA;NA;1564440;616336;2180777;14559792;0;56382;129832;3082;189295;659320;15408407;NA;NA%;NA%;0,1415;NA%;0,0372
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;41061;NA;NA;1728540;284527;2013067;11064692;0;0;564;0;564;1332482;12397738;NA;NA%;NA%;0,1624;NA%;0,055
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;41061;NA;NA;1608460;805307;2413767;10406706;0;0;91856;0;91856;1493855;11992417;NA;NA%;NA%;0,2013;NA%;0,0733
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;41061;NA;NA;2010610;2751;2013361;8885199;355140;0;571405;227865;1154410;1108777;11148386;NA;NA%;NA%;0,1806;NA%;0,0896
ALFA;51293;b1;;C;2;SAO PAULO;SP;41061;NA;NA;1916076;0;1916076;10187930;0;0;22506;6150;28656;682858;10899445;NA;NA%;NA%;0,1758;NA%;0,1152
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;41061;NA;NA;1246731;168484;1415215;9815816;0;0;0;0;0;475118;10290934;NA;NA%;NA%;0,1375;NA%;0,0029
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;41061;NA;NA;1430819;0;1430819;6736375;0;250381;2675742;0;2926123;582354;10244853;NA;NA%;NA%;0,1397;NA%;0,0229
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;41061;NA;NA;821503;414368;1235871;9390016;107806;0;393;1471;109670;441286;9940972;NA;NA%;NA%;0,1243;NA%;0,1471
FIBRA;49951;b1;;C;2;SAO PAULO;SP;41061;NA;NA;971553;288156;1259709;8947043;0;0;582405;60309;642714;297181;9886938;NA;NA%;NA%;0,1274;NA%;0,1265
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;41061;NA;NA;963503;271446;1234949;8086468;0;21127;1222227;0;1243355;430411;9760234;NA;NA%;NA%;0,1265;NA%;0,0108
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;41061;NA;NA;1186117;0;1186117;8085874;0;0;0;0;0;979501;9065375;NA;NA%;NA%;0,1308;NA%;0,1907
PINE;50304;b1;;C;2;SAO PAULO;SP;41061;NA;NA;1054608;276817;1331425;7683139;0;340409;276600;0;617009;57190;8357339;NA;NA%;NA%;0,1593;NA%;0,0843
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;41061;NA;NA;1619786;164;1619950;4481709;1737068;75061;674493;304828;2791449;611054;7884212;NA;NA%;NA%;0,2055;NA%;0,0073
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;41061;NA;NA;1286159;-1891;1284267;7314151;0;0;0;9878;9878;463271;7787300;NA;NA%;NA%;0,1649;NA%;0,0182
BRB;31976;b1;;C;1;BRASILIA;DF;41061;NA;NA;867716;106274;973990;6805916;0;790;139360;8031;148181;587737;7541834;NA;NA%;NA%;0,1291;NA%;0,1484
BANCO BVA S.A.;32254138;b1;;I;2;RIO DE JANEIRO;RJ;41061;NA;NA;562613;123822;686435;7100597;0;0;49870;0;49870;305784;7456251;NA;NA%;NA%;0,0921;NA%;0,4882
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;41061;NA;NA;2153209;2119661;4272871;269926;0;0;514;6266739;6267253;136627;6673806;NA;NA%;NA%;0,6402;NA%;0
BANESTES;30159;b1;;C;1;VITORIA;ES;41061;NA;NA;821014;6150;827163;4831858;0;11931;303100;10605;325637;646666;5804161;NA;NA%;NA%;0,1425;NA%;0,2315
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;41061;NA;NA;841267;-53091;788176;4379649;0;2773;617895;0;620668;296511;5296829;NA;NA%;NA%;0,1488;NA%;0,4752
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;41061;NA;NA;1324448;69714;1391409;3752261;0;248;702820;5685;708753;755287;5216301;NA;NA%;NA%;0,2667;NA%;0,0336
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;41061;NA;NA;521463;12390;533853;4291871;0;0;0;0;0;170041;4461912;NA;NA%;NA%;0,1196;NA%;0,0072
BES;51482;b2;;C;3;SAO PAULO;SP;41061;NA;NA;535187;23565;558751;3358105;254473;0;536079;3287;793840;230187;4382132;NA;NA%;NA%;0,1275;NA%;0,2479
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;41061;NA;NA;1133257;20;1133278;3991512;0;0;68;0;68;320662;4312243;NA;NA%;NA%;0,2628;NA%;0,4772
SOFISA;31873;b1;;C;2;SAO PAULO;SP;41061;NA;NA;770395;-1651;768744;3617911;0;16949;191912;20038;228899;302291;4149101;NA;NA%;NA%;0,1853;NA%;0,3941
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;41061;NA;NA;386687;198294;584981;3417694;0;183;49424;11377;60984;349867;3828544;NA;NA%;NA%;0,1528;NA%;0,2382
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;41061;NA;NA;475300;120057;595357;3474621;48889;0;4809;303;54000;241385;3770007;NA;NA%;NA%;0,1579;NA%;0,1458
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;41061;NA;NA;1107370;-1316;1106054;3261506;0;0;0;0;0;296985;3558491;NA;NA%;NA%;0,3108;NA%;0,0027
BANCOOB;51750;b1;;C;2;BRASILIA;DF;41061;NA;NA;437506;34319;471825;3149350;0;0;29736;0;29736;261377;3440463;NA;NA%;NA%;0,1371;NA%;0,1478
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;41061;NA;NA;491811;0;491811;3338765;0;0;0;0;0;92883;3431648;NA;NA%;NA%;0,1433;NA%;0,0049
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;41061;NA;NA;581075;1364;580048;3064794;0;0;139705;16111;155817;182837;3403447;NA;NA%;NA%;0,1704;NA%;0,1183
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;41061;NA;NA;450378;3078;453456;3205148;0;0;0;0;0;182097;3387245;NA;NA%;NA%;0,1339;NA%;0,0088
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41061;NA;NA;529538;0;529538;3079197;0;0;0;0;0;216005;3295202;NA;NA%;NA%;0,1607;NA%;0,0005
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;41061;NA;NA;769258;0;719293;930558;353026;49724;1535798;0;1938548;320182;3189288;NA;NA%;NA%;0,2255;NA%;0,0859
RURAL;31244;b1;;C;2;BELO HORIZONTE;MG;41061;NA;NA;249170;112588;361758;2868031;0;0;0;0;0;243980;3112011;NA;NA%;NA%;0,1162;NA%;0,3319
ORIGINAL;51781;b1;;C;2;PORTO ALEGRE;RS;41061;NA;NA;2044172;0;2044172;2281452;0;122738;102603;0;225342;438799;2945593;NA;NA%;NA%;0,694;NA%;0,0633
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;41061;NA;NA;384679;113462;498141;2576555;262067;0;0;0;262067;95346;2933968;NA;NA%;NA%;0,1698;NA%;0,0084
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;41061;NA;NA;1237003;5886;892889;2090410;0;0;249745;0;249745;319569;2659723;NA;NA%;NA%;0,3357;NA%;0,0275
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;41061;NA;NA;424169;25798;449967;2393057;38140;0;30277;16961;85378;157145;2635579;NA;NA%;NA%;0,1707;NA%;0,0741
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41061;NA;NA;460341;60330;520671;2476904;0;0;0;0;0;158202;2635106;NA;NA%;NA%;0,1976;NA%;0,0617
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41061;NA;NA;696908;65725;739611;2250328;0;0;0;0;0;236109;2486438;NA;NA%;NA%;0,2975;NA%;0,0735
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;41061;NA;NA;314724;63781;378505;2288462;0;0;0;0;0;161656;2450118;NA;NA%;NA%;0,1545;NA%;0,0137
BANIF;20255;b1;;C;3;SAO PAULO;SP;41061;NA;NA;287630;9050;296680;2165476;0;5053;21019;2404;28476;179526;2373478;NA;NA%;NA%;0,125;NA%;0,0732
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41061;NA;NA;374785;0;374785;2255515;0;0;54;0;54;25739;2281308;NA;NA%;NA%;0,1643;NA%;0,2353
BBM;30207;b1;;C;2;SALVADOR;BA;41061;NA;NA;533306;1479;534785;1726269;55545;0;177255;0;232800;283281;2242350;NA;NA%;NA%;0,2385;NA%;0,0825
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41061;NA;NA;613548;81514;695063;2016608;81676;0;27559;0;109235;100359;2226203;NA;NA%;NA%;0,3122;NA%;0,0035
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41061;NA;NA;751666;8083;759749;1977194;0;0;77664;0;77664;160591;2215449;NA;NA%;NA%;0,3429;NA%;0,0268
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41061;NA;NA;488068;166;488234;2002643;0;0;0;0;0;108888;2111531;NA;NA%;NA%;0,2312;NA%;0,0122
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;41061;NA;NA;400070;0;400070;976593;33457;0;849704;21273;904433;221889;2102915;NA;NA%;NA%;0,1902;NA%;0,0466
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;41061;NA;NA;237586;75429;313015;1669584;0;304;19626;28934;48864;305698;2024145;NA;NA%;NA%;0,1546;NA%;0,2618
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;41061;NA;NA;249639;65534;313123;1027306;237126;19495;537127;107881;901629;91707;2020642;NA;NA%;NA%;0,155;NA%;0,0449
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41061;NA;NA;571093;0;411093;1841360;0;0;0;0;0;163980;2005340;NA;NA%;NA%;0,205;NA%;0,0103
ING;51073;b1;;C;3;SAO PAULO;SP;41061;NA;NA;810929;0;810929;1533606;0;0;200950;0;200950;165694;1900250;NA;NA%;NA%;0,4267;NA%;0,0054
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;41061;NA;NA;362701;0;362697;1635434;0;0;124;0;124;235265;1870823;NA;NA%;NA%;0,1939;NA%;0,1307
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41061;NA;NA;340421;185;340606;1270436;0;0;2924;0;2924;488864;1762223;NA;NA%;NA%;0,1933;NA%;0,1409
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;41061;NA;NA;1090311;628;1090938;1486811;0;0;107235;0;107235;120142;1714189;NA;NA%;NA%;0,6364;NA%;0,018
HONDA;51396;b2;;C;3;SAO PAULO;SP;41061;NA;NA;400530;0;400530;1612646;0;0;0;0;0;79011;1691657;NA;NA%;NA%;0,2368;NA%;0,0027
FATOR;50122;b1;;C;2;SAO PAULO;SP;41061;NA;NA;425754;0;425754;920697;329048;0;139635;29845;498527;177906;1597131;NA;NA%;NA%;0,2666;NA%;0,3776
BANCO STANDARD DE INVESTIMENTOS S.A.;4866275;b2;;I;3;SAO PAULO;SP;41061;NA;NA;308536;6409;314945;982174;23754;0;451481;0;475235;132068;1589477;NA;NA%;NA%;0,1981;NA%;0,0499
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41061;NA;NA;339690;14964;354654;841413;0;0;12119;0;12119;735870;1589402;NA;NA%;NA%;0,2231;NA%;0,0016
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;41061;NA;NA;209812;0;209812;1423547;0;0;0;0;0;126079;1549627;NA;NA%;NA%;0,1354;NA%;0
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;41061;NA;NA;459251;2;459253;1095529;161455;0;84609;7027;253091;176245;1524865;NA;NA%;NA%;0,3012;NA%;0,1381
WESTLB;51554;b1;;I;3;SAO PAULO;SP;41061;NA;NA;508072;4831;512903;1250071;0;0;95782;0;95782;137018;1482870;NA;NA%;NA%;0,3459;NA%;0,0059
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41061;NA;NA;868839;0;868839;849054;0;0;0;0;0;590637;1439691;NA;NA%;NA%;0,6035;NA%;0,0174
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;41061;NA;NA;3482195;-770;3481425;1132071;0;0;11799;0;11799;209989;1353859;NA;NA%;NA%;2,5715;NA%;0,0055
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;41061;NA;NA;268007;0;268007;1163197;0;0;0;0;0;154229;1317426;NA;NA%;NA%;0,2034;NA%;0,0253
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41061;NA;NA;242663;0;229162;1193615;0;0;95;0;95;87237;1280947;NA;NA%;NA%;0,1789;NA%;0,0493
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;41061;NA;NA;270703;0;270703;1150776;0;0;0;0;0;115255;1266031;NA;NA%;NA%;0,2138;NA%;0
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;41061;NA;NA;117119;58560;175679;1186305;0;0;0;0;0;19923;1206227;NA;NA%;NA%;0,1456;NA%;0,0078
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41061;NA;NA;171091;0;171091;832503;47384;0;16573;0;63956;264295;1160755;NA;NA%;NA%;0,1474;NA%;0,1422
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41061;NA;NA;289706;0;289706;1001191;0;0;0;0;0;0;1101310;NA;NA%;NA%;0,2631;NA%;0,0165
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41061;NA;NA;313727;0;313727;949171;0;0;0;0;0;0;1044088;NA;NA%;NA%;0,3005;NA%;0,0318
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41061;NA;NA;248560;613;249173;945008;0;0;1523;0;1523;79436;1025967;NA;NA%;NA%;0,2429;NA%;0,0008
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41061;NA;NA;413948;0;413948;912011;0;0;0;0;0;76342;988353;NA;NA%;NA%;0,4188;NA%;0
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11932017;b2;;I;3;SAO PAULO;SP;41061;NA;NA;189377;3920;193297;562400;60869;0;169851;0;230720;92707;885827;NA;NA%;NA%;0,2182;NA%;0,0024
BANCO MONEO S.A.;7441209;b2;;I;2;CAXIAS DO SUL;RS;41061;NA;NA;160003;0;160003;732541;0;0;2;0;2;82708;815251;NA;NA%;NA%;0,1963;NA%;0,0051
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41061;NA;NA;239017;0;114004;767857;0;0;21197;2727;23923;7621;799400;NA;NA%;NA%;0,1426;NA%;0,0515
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41061;NA;NA;200965;0;123038;745861;0;2267;2533;0;4800;39348;790009;NA;NA%;NA%;0,1557;NA%;0,2571
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;;I;2;MARINGA;PR;41061;NA;NA;107760;0;100850;687670;0;0;0;0;0;57019;744689;NA;NA%;NA%;0,1354;NA%;0,1898
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;;I;2;MEDIANEIRA;PR;41061;NA;NA;101554;0;95089;662869;0;0;0;2748;2748;41783;707399;NA;NA%;NA%;0,1344;NA%;0,1474
INTERCAP;50476;b1;;C;2;SAO PAULO;SP;41061;NA;NA;107777;109;107886;403593;238388;0;6520;2043;246950;53088;703632;NA;NA%;NA%;0,1533;NA%;0,0148
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;41061;NA;NA;410733;5800;316533;625636;0;0;0;0;0;75917;701553;NA;NA%;NA%;0,4512;NA%;0,0352
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;41061;NA;NA;146402;0;146402;613131;0;0;0;0;0;81898;695029;NA;NA%;NA%;0,2106;NA%;0,0667
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41061;NA;NA;156320;0;145975;659020;0;0;0;218;218;34047;693285;NA;NA%;NA%;0,2106;NA%;0,1196
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41061;NA;NA;129754;0;120850;634879;0;0;0;873;873;29847;665599;NA;NA%;NA%;0,1816;NA%;0,171
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41061;NA;NA;126650;15379;142029;521125;0;0;0;0;0;128457;649581;NA;NA%;NA%;0,2186;NA%;0,0448
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;41061;NA;NA;59752;0;59752;318457;0;0;0;0;0;0;647098;NA;NA%;NA%;0,0923;NA%;0,1303
BANCO FICSA S.A.;61348538;b1;;I;2;SAO PAULO;SP;41061;NA;NA;90778;0;90778;581076;0;0;370;884;1254;35833;618163;NA;NA%;NA%;0,1469;NA%;0,024
BRASCAN;50885;b1;;C;3;RIO DE JANEIRO;RJ;41061;NA;NA;158359;0;158359;149821;221948;0;129395;51352;402695;35414;587930;NA;NA%;NA%;0,2694;NA%;0,0273
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;;I;2;GUARIBA;SP;41061;NA;NA;108682;0;104214;559694;0;0;0;0;0;24614;584307;NA;NA%;NA%;0,1784;NA%;0,0328
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;41061;NA;NA;124323;27206;151529;505057;0;0;0;0;0;69614;574670;NA;NA%;NA%;0,2637;NA%;0,0179
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;2;RIO DE JANEIRO;RJ;41061;NA;NA;59888;0;59888;309933;0;0;20563;10356;30919;225755;566606;NA;NA%;NA%;0,1057;NA%;0,2431
OPPORTUNITY;51107;b1;;C;2;RIO DE JANEIRO;RJ;41061;NA;NA;189472;18;189490;298682;0;0;7429;178142;185571;81312;565565;NA;NA%;NA%;0,335;NA%;0,3028
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41061;NA;NA;122419;0;73355;538999;0;0;7547;0;7547;14238;560783;NA;NA%;NA%;0,1308;NA%;0,2298
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;41061;NA;NA;92750;0;87174;525043;0;0;0;0;0;29731;554774;NA;NA%;NA%;0,1571;NA%;0,1203
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;;I;2;VITORIA;ES;41061;NA;NA;114990;0;114990;487226;0;0;19810;0;19810;41802;548838;NA;NA%;NA%;0,2095;NA%;0,1445
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26565770;b3S;;I;2;LUCAS DO RIO VERDE;MT;41061;NA;NA;119015;0;111666;500026;0;0;0;0;0;25846;525872;NA;NA%;NA%;0,2123;NA%;0,0562
NOSSA CAIXA DESENVOLVIMENTO - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;41061;NA;NA;1029810;0;829810;430611;0;0;0;0;0;93445;524056;NA;NA%;NA%;1,5834;NA%;0,0019
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;;I;3;BARUERI;SP;41061;NA;NA;236667;0;236667;468097;0;0;0;0;0;49481;517578;NA;NA%;NA%;0,4573;NA%;0,0055
BANCO TRICURY S.A.;57839805;b2;;I;2;SAO PAULO;SP;41061;NA;NA;181837;0;181837;439623;0;0;0;991;991;55314;495928;NA;NA%;NA%;0,3667;NA%;0,2009
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;41061;NA;NA;121921;0;114009;466915;0;0;0;0;0;25344;492260;NA;NA%;NA%;0,2316;NA%;0,0535
