Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
ING;51073;b1;;C;3;SAO PAULO;SP;41061;2731873;1435731;1920943;1761304;810931;30323;810929;0,4267;0,0054;2;0
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41061;2694880;2026656;2092135;1485353;602745;39947;529538;0,1607;0,0005;4;0
BBM;30207;b1;;C;2;SALVADOR;BA;41061;2685308;1195364;2145775;1808029;539533;21632;534785;0,2385;0,0825;9;0
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41061;2662717;2345246;2174483;363096;488234;59533;488234;0,2312;0,0122;1;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41061;2650296;1105435;2021821;1693408;628475;99608;695063;0,3122;0,0035;1;0
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41061;2524252;2405547;2063807;1791506;460445;13443;520671;0,1976;0,0617;1;0
COOPERATIVA CENTRAL DE CRÉDITO DOS ESTADOS DO PARANÁ E DE SÃO PAULO - CENTRAL SICREDI PR/SP;80230774;b3C;;I;2;CURITIBA;PR;41061;2517613;46332;2420845;401;96768;-2;48092;0,1398;0,0646;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41061;2366756;1844542;1795664;1646825;571093;10088;411093;0,205;0,0103;1;0
BANIF;20255;b1;;C;3;SAO PAULO;SP;41061;2345712;1300746;2054440;1680478;291273;-51030;296680;0,125;0,0732;15;0
HONDA;51396;b2;;C;3;SAO PAULO;SP;41061;2141590;1960321;1739801;1590912;401789;32059;400530;0,2368;0,0027;2;0
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41061;2073809;628661;1322113;860939;751697;243;759749;0,3429;0,0268;5;0
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41061;1959784;90049;1837366;1616648;122419;5804;73355;0,1308;0,2298;0;0
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;41061;1903488;1792068;1625110;480197;278378;35321;0;NI%;0;3;0
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11932017;b2;;I;3;SAO PAULO;SP;41061;1844288;0;1650991;629675;193297;2835;193297;0,2182;0,0024;1;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41061;1834414;91248;1633449;219219;200965;7222;123038;0,1557;0,2571;0;1
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41061;1783751;1196329;1443140;1223964;340611;11377;340606;0,1933;0,1409;47;0
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41061;1775427;518789;1603143;689046;172284;23116;171091;0,1474;0,1422;14;0
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;2;RIO DE JANEIRO;RJ;41061;1754651;0;1692661;0;61990;4895;59888;0,1057;0,2431;4;0
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41061;1744132;1203412;1369339;1248979;374793;22034;374785;0,1643;0,2353;3;0
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41061;1637397;234926;1509550;805251;127847;8521;142029;0,2186;0,0448;4;0
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;41061;1610027;377170;1355078;1096103;254949;15281;313123;0,155;0,0449;2;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41061;1597789;874913;1355126;1285875;242663;8790;229162;0,1789;0,0493;0;24
PERNAMBUCANAS;40699;n1;;C;2;SAO PAULO;SP;41061;1459061;1439486;1098340;386575;360721;87306;0;NI%;0;2;0
FATOR;50122;b1;;C;2;SAO PAULO;SP;41061;1423016;84019;997263;801608;425754;16350;425754;0,2666;0,3776;4;0
AGENCIA DE FOMENTO DO PARANA S.A.;3584906;n1;;I;1;CURITIBA;PR;41061;1405034;632580;61161;14524;1343873;47333;211832;0,9689;0,0041;1;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41061;1383209;29591;1320081;57842;63128;4590;34759;0,1326;0,3032;0;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41061;1274181;828838;957903;927512;316278;34984;313727;0,3005;0,0318;0;65
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41061;1271309;1165045;822292;711965;449017;6563;413948;0,4188;0;3;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41061;1212801;1054185;847071;373721;365730;63776;354654;0,2231;0,0016;1;0
OMNI;50940;n1;;C;2;SAO PAULO;SP;41061;1208154;890220;1062809;680208;145345;9880;0;NI%;0;3;0
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;41061;1206964;740620;936261;906291;270703;23117;270703;0,2138;0;1;0
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;41061;1190876;1168960;1073757;1001226;117119;-2610;175679;0,1456;0,0078;1;0
NOSSA CAIXA DESENVOLVIMENTO - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;41061;1173023;456599;143213;122562;1029810;22972;829810;1,5834;0,0019;0;0
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;41061;1159239;814196;891232;772051;268007;6958;268007;0,2034;0,0253;5;0
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41061;1153771;967496;904599;831566;249173;3211;249173;0,2429;0,0008;1;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41061;1140731;312842;916069;889713;224662;18481;224662;0,5313;0,0008;0;25
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41061;1140690;27287;1090120;0;50570;15;23286;0,1516;0,0746;0;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41061;1137986;841828;848126;829114;289860;31221;289706;0,2631;0,0165;0;4
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;41061;1124114;214758;664401;351175;459713;6434;459253;0,3012;0,1381;4;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;41061;1119383;727080;962757;780870;156626;52;146402;0,2106;0,0667;1;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41061;1035326;734228;166332;0;868993;205096;868839;0,6035;0,0174;1;0
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;41061;1020812;518015;896478;746297;124335;-5735;151529;0,2637;0,0179;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;;I;2;GUARIBA;SP;41061;974252;369447;865570;810141;108682;5827;104214;0,1784;0,0328;0;4
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41061;949452;8064;912604;573759;36849;320;36849;0,0944;0,1243;0;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;41061;943830;1491;912753;576084;31078;-1209;31158;0,0984;0,1656;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;;I;2;MARINGA;PR;41061;922490;523843;814730;529132;107760;8306;100850;0,1354;0,1898;0;59
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41061;890400;472308;734080;679186;156320;13391;145975;0,2106;0,1196;0;36
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41061;793373;233407;711752;691083;81621;3579;79023;0,1666;0,0841;0;33
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41061;776129;433534;646375;496642;129754;7471;120850;0,1816;0,171;0;41
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;41061;758083;328418;341510;288382;416572;44334;316533;0,4512;0,0352;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;;I;2;MEDIANEIRA;PR;41061;757109;418241;655555;479333;101554;12065;95089;0,1344;0,1474;0;29
BMW;51420;n1;;C;3;SAO PAULO;SP;41061;755705;567494;590147;421931;165558;15923;0;NI%;0;2;0
INTERCAP;50476;b1;;C;2;SAO PAULO;SP;41061;752340;384110;627152;572468;125188;-4050;107886;0,1533;0,0148;2;0
BANCO FICSA S.A.;61348538;b1;;I;2;SAO PAULO;SP;41061;750448;361322;659499;334856;90949;-26474;90778;0,1469;0,024;1;0
BANCO MONEO S.A.;7441209;b2;;I;2;CAXIAS DO SUL;RS;41061;744200;698202;584197;571612;160003;9701;160003;0,1963;0,0051;1;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;;I;1;FLORIANOPOLIS;SC;41061;707295;451830;239071;183018;468224;12717;88224;0,2163;0,0391;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;41061;704683;366293;611934;369482;92750;12006;87174;0,1571;0,1203;0;13
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;41061;703583;221415;581661;522275;121921;10916;114009;0,2316;0,0535;0;20
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - UNICRED CENTRAL NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;41061;659551;100707;585076;0;74475;5059;74468;0,2419;0,073;0;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;;I;3;BARUERI;SP;41061;651908;445540;415190;290800;236718;8328;236667;0,4573;0,0055;1;0
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;;I;2;GOIANIA;GO;41061;638912;5066;593198;0;45714;5502;21484;0,6085;0,2354;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DE SAÚDE E EMPRESÁRIOS DA REGIÃO NORTE DO PARANÁ LTDA.;2398976;b3S;;I;2;LONDRINA;PR;41061;622884;275659;401940;384970;220943;10517;178675;0,4108;0,0575;0;16
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;;I;2;VITORIA;ES;41061;610251;587625;494344;318876;115906;12293;114990;0,2095;0,1445;44;0
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;41061;609953;30327;549347;500510;60606;0;59752;0,0923;0,1303;0;0
BRASCAN;50885;b1;;C;3;RIO DE JANEIRO;RJ;41061;607667;18360;449251;419127;158416;-7484;158359;0,2694;0,0273;4;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;;I;3;SAO PAULO;SP;41061;606407;43645;246770;164735;359637;-4989;359635;2,0283;0,0156;1;0
BANCO TRICURY S.A.;57839805;b2;;I;2;SAO PAULO;SP;41061;596684;305031;414825;378544;181859;13375;181837;0,3667;0,2009;1;0
CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;;I;2;LONDRINA;PR;41061;594747;0;577724;16106;17023;0;17016;0,1837;0,1903;0;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88038260;b3S;;I;3;CRUZ ALTA;RS;41061;592832;285695;489133;324077;103699;15317;96972;0,2106;0,059;0;21
BANCO KDB DO BRASIL S.A.;7656500;b1;;I;3;SAO PAULO;SP;41061;583933;31851;508297;477551;75636;34;75636;0,214;0,0095;1;0
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;;I;2;VITORIA;ES;41061;576625;15585;531359;82168;45266;4058;23490;0,1954;0,492;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;;I;2;CARLOS BARBOSA;RS;41061;567906;255462;498291;444045;69615;6293;65192;0,1489;0,1533;0;28
MÁXIMA;50201;b1;;C;2;RIO DE JANEIRO;RJ;41061;565605;215406;500507;441517;65098;-4033;54973;0,1354;0,5376;6;0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA LTDA.- UNICRED CENTRAL SC;543968;b3C;;I;2;FLORIANOPOLIS;SC;41061;550245;0;515004;0;35241;291;35240;0,1946;0,1309;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26565770;b3S;;I;2;LUCAS DO RIO VERDE;MT;41061;544769;390848;425754;204222;119015;13019;111666;0,2123;0,0562;0;11
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;;I;2;DOURADOS;MS;41061;542598;289776;448647;316842;93951;9066;88160;0,2415;0,0697;0;19
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;;I;2;PORTO ALEGRE;RS;41061;541407;595;519766;339;21642;0;21642;0,309;0,2017;0;0
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37395399;b3S;;I;2;GOIANIA;GO;41061;521456;322509;414345;396711;107111;16528;107107;0,2547;0,0672;0;13
