Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;41061;42260;2655815;4913418;21398;0;7632891;7606992;0;1228;0;0;0;1228;3314349;18555461;180;272996;18828636;0;475300;19303936
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;41061;266674;0;472557;4321088;66696;5127014;1749000;0;0;629426;0;0;629426;1197574;8703015;951295;5771534;15425844;14175;2490111;17930129
BIC;32119;b1;;C;2;SAO PAULO;SP;41061;301028;12183;975092;7096176;0;8384479;88811;0;444732;125302;1611788;106109;2287931;2758718;13519938;353;2310389;15830681;20098;2013785;17864563
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;41061;55380;0;2259692;2470222;0;4785294;610940;46506;340143;883913;1001078;0;2271639;0;7667873;1180;3757969;11427022;1353;2835836;14264212
BANCOOB;51750;b1;;C;2;BRASILIA;DF;41061;20770;1251119;8209464;94927;0;9576280;1945487;0;2950;0;0;0;2950;997576;12522293;0;625497;13147790;49;435852;13583691
ALFA;51293;b1;;C;2;SAO PAULO;SP;41061;61124;0;2206231;841194;0;3108548;1750632;0;128805;2292155;0;1398813;3819772;1481787;10160739;328652;815113;11304504;10217;1960545;13275267
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;41061;5764;0;470952;942072;0;1418789;19702;0;0;94084;0;0;94084;3655174;5187749;282462;6848947;12319158;92771;790419;13202348
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;41061;11235;0;1412800;258171;0;1682206;592355;0;2239247;0;0;0;2239247;6079224;10593031;63845;1412633;12069509;0;970076;13039585
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;41061;221426;0;904834;3377211;2179;4505651;1059062;0;220092;1259261;1283522;0;2762874;1520441;9848027;28615;1133886;11010528;10986;2013361;13034875
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;41061;121094;0;1163304;2393653;0;3678051;0;169745;1008625;695784;0;0;1874154;4194235;9746439;160746;1425251;11332436;19859;1565771;12918067
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;41061;498634;241820;219732;6724638;0;7684823;1368688;0;168156;66211;44482;0;278850;84737;9417098;4956;2149009;11571063;1750;857919;12430731
FIBRA;49951;b1;;C;2;SAO PAULO;SP;41061;151925;0;677577;5122327;0;5951829;208329;0;408062;515420;953302;0;1876785;1237413;9274356;38745;1242168;10555268;3818;1008724;11567810
BANESTES;30159;b1;;C;1;VITORIA;ES;41061;1066231;1714465;18554;3740354;0;6539604;2644181;32146;0;0;0;0;32146;494861;9710791;0;634929;10345720;1405;830955;11178081
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;41061;680190;475877;2274;743082;1007198;2908622;0;0;0;0;0;0;0;627263;3535885;0;5211259;8747144;0;2032754;10779897
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;41061;0;0;838578;31900;0;870478;0;0;0;118616;0;0;118616;6806085;7795179;0;1129705;8924884;112898;1250939;10288721
PINE;50304;b1;;C;2;SAO PAULO;SP;41061;32724;0;194058;3280745;0;3507528;1263053;19413;409013;328252;262278;0;1018956;2193720;7983257;187678;688285;8859220;47256;1052810;9959285
BRB;31976;b1;;C;1;BRASILIA;DF;41061;771271;1175300;64017;5235534;3238;7249360;153260;0;0;0;0;369;369;57008;7459997;0;999780;8459776;147;869785;9329708
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;41061;0;0;0;0;0;0;0;0;0;0;0;0;0;7048358;7048358;0;280267;7328625;725;1284267;8613618
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;41061;0;0;2606234;846532;0;3452766;0;0;0;130000;0;0;130000;0;3582766;0;3192047;6774814;118663;1353415;8246892
BANCO BVA S.A.;32254138;b1;;I;2;RIO DE JANEIRO;RJ;41061;34265;0;24480;3876087;6906;3941738;834715;798002;277453;449088;83715;0;1608258;43698;6428409;17217;965323;7410949;7087;567742;7985778
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;41061;0;0;56352;1985683;0;2042035;1732897;0;0;0;0;0;0;0;3774932;530119;1899779;6204830;0;1626142;7830971
BES;51482;b2;;C;3;SAO PAULO;SP;41061;0;0;398766;1707531;0;2106297;2146220;0;115571;129335;1019767;0;1264673;217979;5735168;275357;458143;6468669;1014;535301;7004984
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;41061;35984;0;377180;410735;0;823899;1054408;0;0;0;118950;0;118950;247160;2244417;385644;3210723;5840783;1977;769259;6612019
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;41061;47433;0;0;132464;0;179897;1045809;0;0;0;0;0;0;1012963;2238669;1776453;1080520;5095642;25;1325812;6421479
RENASCENCA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62287735;n2;;I;2;SAO PAULO;SP;41061;0;0;0;0;0;0;6059365;0;0;0;0;0;0;0;6059365;0;11714;6071080;0;35274;6106353
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5721552;5721552;0;239017;5960569
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;41061;159846;0;0;737961;0;897807;199057;0;0;0;0;0;0;1042636;2139500;41430;2654077;4835007;252;1091237;5926496
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;41061;4;0;0;0;0;4;0;0;0;0;0;0;0;0;4;0;1352974;1352978;0;4272871;5625849
RURAL;31244;b1;;C;2;BELO HORIZONTE;MG;41061;168655;0;30728;2855472;0;3054855;40152;0;167208;11349;0;0;178557;38937;3312500;5220;1828779;5146499;1244;343123;5490866
SOFISA;31873;b1;;C;2;SAO PAULO;SP;41061;60108;0;80513;2242925;0;2383546;16798;74126;15792;54500;0;0;144418;693582;3238344;12568;1359891;4610802;589;768760;5380151
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;41061;0;0;1379721;1949067;0;3328788;0;0;0;205028;0;0;205028;1185404;4719220;6424;164945;4890589;9670;468968;5369227
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;41061;0;0;257387;0;0;257387;0;0;0;0;0;0;0;4133848;4391235;0;314571;4705806;10833;522379;5239018
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;41061;29596;0;136976;1529108;5;1695685;1219647;0;324168;30638;0;0;354806;716918;3987056;30630;377221;4394907;1013;582440;4978360
ORIGINAL;51781;b1;;C;2;PORTO ALEGRE;RS;41061;5550;0;50780;677678;0;734008;799200;0;279621;0;0;0;279621;0;1812829;46210;220752;2079791;425;2044957;4125173
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;41061;0;0;0;0;499346;499346;0;0;0;0;0;0;0;0;499346;0;126124;625470;0;3481425;4106895
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;41061;0;0;48390;239958;0;288349;14000;0;0;0;0;0;0;1174846;1477194;622276;1466612;3566083;0;410235;3976318
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;41061;0;0;767817;244955;0;1012772;13001;0;0;193417;0;0;193417;1595327;2814516;25054;735940;3575511;11491;320172;3907173
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;41061;0;0;210264;194353;0;404617;0;0;0;0;0;0;0;1787163;2191780;3653;234505;2429938;91803;1108925;3630666
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;41061;31671;0;286836;1769625;0;2088132;0;0;0;0;202261;0;202261;7563;2297956;0;72915;2370870;12;1133621;3504503
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;41061;0;0;516473;0;0;516473;0;0;0;0;0;0;0;2145831;2662304;244;159721;2822268;40527;491811;3354606
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;41061;523;0;30339;2272526;0;2303387;0;0;0;0;0;0;0;452274;2755661;0;263412;3019073;0;272832;3291905
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;41061;746520;441843;98719;1431558;0;2718640;9999;0;0;0;0;0;0;0;2728639;0;153141;2881781;0;362701;3244481
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;41061;0;0;162631;0;0;162631;0;0;0;0;0;0;0;1255302;1417933;0;424318;1842251;6666;1243041;3091957
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41061;247590;0;0;1004981;60265;1312836;0;0;0;0;0;0;0;822374;2135210;0;50967;2186177;0;762632;2948810
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;41061;537484;757409;80639;975364;319;2351215;3318;0;0;0;0;0;0;91968;2446500;0;261069;2707569;111;237586;2945266
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;41061;15581;0;86049;1435893;0;1537523;0;0;96655;545;10134;0;107333;709;1645565;0;811033;2456598;9227;391638;2857463
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;3;RIBEIRAO PRETO;SP;41061;0;0;0;2526452;0;2526452;0;0;0;0;0;0;0;0;2526452;0;197882;2724334;0;115840;2840174
WESTLB;51554;b1;;I;3;SAO PAULO;SP;41061;28;0;79834;193360;0;273222;82512;0;0;0;348061;0;348061;449053;1152848;15538;1151775;2320161;332;512903;2833396
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;41061;47704;0;418553;734080;0;1200336;642874;42635;3991;60376;0;0;107003;329658;2279872;0;109124;2388997;1540;424909;2815446
BANCO STANDARD DE INVESTIMENTOS S.A.;4866275;b2;;I;3;SAO PAULO;SP;41061;0;0;8224;218046;0;226271;0;0;0;1018;0;0;1018;646573;873862;1437298;157367;2468527;706;314945;2784177
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;41061;6343;0;40084;0;0;46427;0;0;0;0;0;0;0;2181342;2227769;43;135245;2363057;0;384786;2747842
ING;51073;b1;;C;3;SAO PAULO;SP;41061;546;0;0;530092;0;530638;0;0;28844;0;0;0;28844;1201821;1761304;24706;134043;1920052;890;810931;2731873
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41061;0;0;912351;181142;0;1093493;0;0;0;230205;0;0;230205;161656;1485353;0;549915;2035268;56867;602745;2694880
BBM;30207;b1;;C;2;SALVADOR;BA;41061;47750;0;75854;725074;0;848678;0;24816;365092;248075;85;0;638068;321283;1808029;5849;331243;2145121;654;539533;2685308
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41061;0;0;310865;0;0;310865;52230;0;0;0;0;0;0;0;363096;0;1811387;2174483;0;488234;2662717
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41061;66047;0;0;648251;8317;722614;36746;0;0;0;0;0;0;934048;1693408;0;327972;2021380;441;628475;2650296
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41061;0;0;189320;64229;0;253550;0;0;0;90089;0;0;90089;1447867;1791506;0;230799;2022306;41502;460445;2524252
COOPERATIVA CENTRAL DE CRÉDITO DOS ESTADOS DO PARANÁ E DE SÃO PAULO - CENTRAL SICREDI PR/SP;80230774;b3C;;I;2;CURITIBA;PR;41061;0;0;0;0;0;0;0;0;0;0;0;0;0;401;401;0;2420444;2420845;0;96768;2517613
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41061;0;0;0;0;0;0;0;0;0;0;0;0;0;1646825;1646825;0;148839;1795664;0;571093;2366756
BANIF;20255;b1;;C;3;SAO PAULO;SP;41061;22731;0;38827;1063652;172;1125383;121781;0;0;20962;0;0;20962;412352;1680478;0;373639;2054117;323;291273;2345712
HONDA;51396;b2;;C;3;SAO PAULO;SP;41061;0;0;1404166;0;0;1404166;0;0;0;186746;0;0;186746;0;1590912;0;112417;1703329;36472;401789;2141590
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41061;4686;0;0;145993;0;150679;0;0;239992;0;0;0;239992;470268;860939;5836;454806;1321581;531;751697;2073809
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41061;103;0;0;1610876;5669;1616648;0;0;0;0;0;0;0;0;1616648;0;220718;1837366;0;122419;1959784
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;41061;0;0;284815;0;0;284815;0;0;0;0;0;195382;195382;0;480197;0;1144912;1625110;0;278378;1903488
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11932017;b2;;I;3;SAO PAULO;SP;41061;0;0;10075;305890;0;315965;0;0;0;0;0;0;0;313710;629675;151275;870041;1650991;0;193297;1844288
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41061;0;0;0;0;0;0;0;0;0;0;0;0;0;219219;219219;0;1414230;1633449;0;200965;1834414
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41061;88465;0;196435;616217;0;901116;0;0;3260;132208;0;0;135468;187380;1223964;0;219159;1443123;17;340611;1783751
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41061;57745;0;41216;458821;22063;579845;898;0;1868;0;0;0;1868;106435;689046;0;913346;1602392;751;172284;1775427
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;2;RIO DE JANEIRO;RJ;41061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18545;1674116;1692661;0;61990;1754651
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41061;597;0;337479;198262;0;536337;0;7646;0;154274;0;0;161920;550722;1248979;0;117304;1366284;3055;374793;1744132
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41061;49171;0;52511;442569;5980;550231;144357;0;0;20007;0;0;20007;90655;805251;0;704299;1509550;0;127847;1637397
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;41061;14088;0;32163;551846;0;598096;361396;104165;32446;0;0;0;136610;0;1096103;11600;247375;1355078;0;254949;1610027
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41061;86610;0;0;534806;20216;641632;0;0;87967;0;0;0;87967;556276;1285875;59;69117;1355050;76;242663;1597789
PERNAMBUCANAS;40699;n1;;C;2;SAO PAULO;SP;41061;0;0;384808;0;0;384808;0;0;0;0;0;1768;1768;0;386575;0;711765;1098340;0;360721;1459061
FATOR;50122;b1;;C;2;SAO PAULO;SP;41061;16567;0;16522;384101;0;417190;302859;21963;59596;0;0;0;81559;0;801608;4928;190662;997198;65;425754;1423016
AGENCIA DE FOMENTO DO PARANA S.A.;3584906;n1;;I;1;CURITIBA;PR;41061;0;0;0;0;0;0;0;0;0;0;0;0;0;14524;14524;0;46637;61161;0;1343873;1405034
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41061;354;0;0;57488;0;57842;0;0;0;0;0;0;0;0;57842;0;1262239;1320081;0;63128;1383209
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41061;108268;0;89976;660829;37625;896698;0;0;0;0;0;0;0;30813;927512;0;30392;957903;0;316278;1274181
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41061;0;0;0;0;0;0;0;0;0;0;0;0;0;711965;711965;0;110327;822292;0;449017;1271309
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41061;0;0;0;0;0;0;0;0;0;0;0;373721;373721;0;373721;0;473349;847071;0;365730;1212801
OMNI;50940;n1;;C;2;SAO PAULO;SP;41061;0;0;95211;461576;0;556787;0;0;0;0;0;123421;123421;0;680208;4;382597;1062809;0;145345;1208154
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;41061;0;0;232788;673503;0;906291;0;0;0;0;0;0;0;0;906291;0;29970;936261;0;270703;1206964
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;41061;0;0;0;0;0;0;0;0;0;0;0;0;0;1001226;1001226;0;71382;1072608;1149;117119;1190876
NOSSA CAIXA DESENVOLVIMENTO - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;41061;5018;0;0;0;0;5018;0;0;0;0;0;0;0;117545;122562;0;20651;143213;0;1029810;1173023
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;41061;17166;0;35570;548715;0;601451;0;53885;24324;92353;0;0;170562;38;772051;0;119180;891232;0;268007;1159239
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41061;10962;0;0;401;0;11362;0;0;275087;0;0;0;275087;545117;831566;39488;33545;904599;0;249173;1153771
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41061;54948;0;0;428734;0;483682;0;0;0;0;0;0;0;406031;889713;0;26356;916069;0;224662;1140731
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1090120;1090120;0;50570;1140690
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41061;0;0;0;462524;364389;826912;0;0;0;0;0;0;0;2202;829114;0;19012;848126;0;289860;1137986
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;41061;1379;0;73601;203007;0;277987;37241;0;0;7695;0;0;7695;28252;351175;38178;274668;664021;380;459713;1124114
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;41061;62882;0;0;67196;0;130078;0;0;0;0;0;0;0;650792;780870;0;181861;962732;25;156626;1119383
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166332;166332;0;868993;1035326
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;41061;9064;0;0;487658;0;496723;0;2360;0;0;0;0;2360;247215;746297;0;150169;896467;11;124335;1020812
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;;I;2;GUARIBA;SP;41061;15159;0;0;451817;11626;478601;0;0;0;0;0;0;0;331539;810141;0;55430;865570;0;108682;974252
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41061;0;0;0;0;0;0;0;0;0;0;0;0;0;573759;573759;0;338845;912604;0;36849;949452
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;41061;255;0;0;0;0;255;0;0;0;0;0;0;0;575829;576084;0;336669;912753;0;31078;943830
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;;I;2;MARINGA;PR;41061;137195;0;1177;368892;18243;525506;0;0;0;0;0;0;0;3626;529132;0;285598;814730;0;107760;922490
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41061;94045;0;0;544585;28104;666734;0;0;0;0;0;0;0;12451;679186;0;54895;734080;0;156320;890400
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41061;146069;0;0;475080;69933;691083;0;0;0;0;0;0;0;0;691083;0;20669;711752;0;81621;793373
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41061;77823;0;2928;375760;29805;486316;0;0;0;0;0;0;0;10326;496642;0;149734;646375;0;129754;776129
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;41061;0;0;0;0;0;0;0;0;0;0;0;0;0;288382;288382;0;53128;341510;0;416572;758083
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;;I;2;MEDIANEIRA;PR;41061;124449;0;0;332534;15866;472848;0;0;0;0;0;0;0;6485;479333;0;176222;655555;0;101554;757109
BMW;51420;n1;;C;3;SAO PAULO;SP;41061;0;0;234654;71005;0;305659;0;0;0;0;0;0;0;116272;421931;24;165292;587248;2900;165558;755705
