Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior
BB;49906;b1;C;1;;199;BRASILIA;DF;01/06/2014;611908236;371113710;38810946;25558448;1397279;362822;102928720;0;18924437;1821786;6;0;1464;2869447;2176237;45942934
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/06/2014;547316314;132589718;338599910;22630460;0;4416;39038779;0;0;717839;1267993;0;90;11134499;1332612;0
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/06/2014;465165956;238400430;33097202;13032582;1730389;5964800;27835959;7110;119835;501358;232835;0;16170;9925;7229691;136987672
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/06/2014;310086854;174534229;33884308;33777462;4983;8863145;28635090;0;615273;3183635;0;0;24185;0;6917950;19646595
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;I;1;;4;RIO DE JANEIRO;RJ;01/06/2014;293238497;68357104;17772;202153818;5534819;10812652;0;4461190;0;2928;1898213;0;0;0;0;0
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/06/2014;225948622;143069120;38722034;3285076;66278;220573;15074195;2;0;182705;221549;0;27356;23123;1831120;23225490
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/06/2014;64227712;28840131;6309163;566274;74414;7527196;9187907;0;0;142079;79469;0;0;2578944;1321210;7600924
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/06/2014;55108454;43070135;164371;1482841;0;2152053;5236702;16176;78;0;227772;0;0;0;408517;2349810
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;01/06/2014;54211624;26915183;317493;1954163;0;1939463;14587763;0;0;311741;4469;0;8889;0;10364;8162096
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;01/06/2014;27366045;15578766;4280687;413467;0;1198957;5392222;0;0;38316;0;0;0;78187;229553;155891
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;01/06/2014;21353148;16906594;0;1709537;0;0;2725703;0;0;0;0;0;0;0;11314;0
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;01/06/2014;16423478;12078833;668507;170657;0;47863;3353759;0;0;0;0;0;0;0;103859;0
PAN;31323;b1;C;2;;199;SAO PAULO;SP;01/06/2014;16041354;13006637;1016908;0;0;0;1097103;0;0;324479;0;0;0;401787;194440;0
BTG PACTUAL;49944;b1;C;2;;199;RIO DE JANEIRO;RJ;01/06/2014;14837755;1881065;0;1244697;0;0;6209455;0;0;685768;992916;0;0;0;0;3823855
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/06/2014;14526298;12926145;0;0;0;14045;1141155;0;595;0;0;0;0;0;444359;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;01/06/2014;11702776;6481423;44203;1379215;0;1345009;379457;0;17;1900254;0;0;128332;0;44865;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/06/2014;10898887;9332704;0;86864;0;1192230;278986;0;0;0;0;0;0;0;8102;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/06/2014;10673902;10670797;0;0;0;0;0;0;0;0;0;0;0;0;3106;0
MERCEDES-BENZ;51262;b2;C;3;;198;SAO PAULO;SP;01/06/2014;10548560;8984562;0;1563989;0;0;0;0;0;0;0;0;0;0;9;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/06/2014;10516793;7497800;4146;2232490;0;0;0;0;0;441011;3752;0;1203;335792;599;0
ABC-BRASIL;41856;b1;C;3;;199;SAO PAULO;SP;01/06/2014;10416241;3337062;1444;269798;0;16540;4251012;13862;0;17662;26664;0;0;548475;22;1933699
BIC;32119;b1;C;2;;199;SAO PAULO;SP;01/06/2014;10314965;2007404;24085;0;0;0;6629286;0;1228190;31234;0;0;0;0;29983;364784
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/06/2014;9653799;8180306;0;56364;0;0;1140538;0;0;0;18327;0;0;2144;0;256120
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;01/06/2014;9478962;5685839;0;38948;0;1413;1919675;1097560;167565;0;0;0;0;506420;50512;11029
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2014;8662037;6142393;75653;0;0;234397;1943238;0;0;0;0;0;0;0;266356;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/06/2014;8533103;7212377;661665;101084;0;537255;0;0;0;9561;0;0;0;0;11160;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/06/2014;8408285;6040788;0;21446;0;1574348;410853;0;0;0;0;0;0;5372;355480;0
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/06/2014;7984697;7268873;40674;443949;0;0;155983;0;0;0;0;0;0;0;75217;0
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/06/2014;7781998;5494979;0;317241;0;7516;1822821;0;0;0;0;0;0;103095;36347;0
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/06/2014;6251779;1399692;0;202346;0;9947;2811333;0;0;19252;298169;0;0;749883;797;760359
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/06/2014;5605983;5599532;0;6447;0;0;0;0;0;0;0;0;0;0;4;0
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/06/2014;5139207;4914446;0;0;0;218344;6411;0;0;0;0;0;0;0;6;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/06/2014;5101369;4851797;0;112785;0;125954;10833;0;0;0;0;0;0;0;0;0
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/06/2014;4843614;350916;11614;0;0;0;1686798;0;0;0;114179;0;0;0;0;2680107
BANCO FIBRA S.A.;58616418;b1;I;2;;8;SAO PAULO;SP;01/06/2014;4789412;2321428;0;4483;0;495481;1461008;0;0;0;0;0;0;37;154478;352497
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;01/06/2014;4703878;1981404;14991;1386586;0;142;188589;324378;38235;188745;436301;0;16360;128127;19;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/06/2014;4479133;3888543;2077;57321;531192;0;0;0;0;0;0;0;0;0;1;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/06/2014;4261108;3183040;115726;31835;0;3502;884584;0;0;11804;0;0;0;0;30617;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/06/2014;3696842;3469199;0;227641;0;0;0;0;0;0;0;0;0;0;2;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/06/2014;3655378;3542104;0;0;0;0;0;0;0;0;0;0;0;0;113274;0
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/06/2014;3603391;386337;0;0;0;0;3139648;0;0;0;0;0;0;77406;0;0
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;01/06/2014;3600397;2914027;0;0;0;0;0;0;0;0;0;0;0;0;686371;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/06/2014;3595772;3414508;0;69524;0;0;91790;0;0;0;0;0;0;19950;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/06/2014;3486879;2173811;32657;1097075;0;0;0;135011;0;675;0;0;0;47636;14;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/06/2014;3468627;3459156;0;0;0;0;0;0;0;0;0;0;0;0;9470;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;01/06/2014;3443224;3442976;0;0;0;0;0;0;0;0;0;0;0;0;248;0
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;01/06/2014;3235206;2632477;0;34420;0;0;452995;7729;0;20740;0;0;0;9107;77738;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/06/2014;3149539;2764130;0;0;0;67661;288765;0;0;0;0;0;0;0;28983;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/06/2014;2930128;711199;91;55596;0;58139;1631659;1658;0;10571;7461;0;26;306515;4;147210
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/06/2014;2908235;2892977;437;0;0;781;0;0;0;3812;0;0;0;1364;8864;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/06/2014;2719011;1055025;391013;361359;0;432299;415945;9452;0;29287;0;0;22;21320;3288;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/06/2014;2310296;1871294;1709;22;0;0;436529;0;0;0;0;0;0;0;741;0
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/06/2014;2302716;1498094;0;0;0;0;106388;0;211974;0;0;0;0;0;2;486259
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/06/2014;2219573;1868957;0;0;0;0;350615;0;0;0;0;0;0;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/06/2014;2166078;617293;0;0;103149;0;433757;0;0;0;0;0;0;0;2;1011876
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/06/2014;2016396;1748664;0;267733;0;0;0;0;0;0;0;0;0;0;0;0
BONSUCESSO;50706;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2014;1928614;1674731;0;0;0;26379;119949;198;0;0;0;0;0;0;107357;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/06/2014;1883661;1883380;0;0;0;0;0;0;0;0;0;0;0;0;281;0
PERNAMBUCANAS;40699;n1;C;2;;197;SAO PAULO;SP;01/06/2014;1838820;1098429;0;0;0;0;0;0;0;0;0;0;0;0;740391;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/06/2014;1816743;416134;0;134;0;0;1299165;0;5668;4937;0;0;0;87428;3278;0
BES;51482;b2;C;3;;198;SAO PAULO;SP;01/06/2014;1710763;134301;0;261590;0;0;1099234;0;0;9420;976;465;0;0;0;204777
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/06/2014;1665835;1168930;286640;10939;0;0;81766;0;0;4458;0;0;0;10099;103002;0
ORIGINAL;51781;b1;C;2;;199;SAO PAULO;SP;01/06/2014;1628259;670101;0;0;0;0;630643;0;0;6581;0;0;0;317353;3582;0
RODOBENS;51736;b1;C;2;;199;SAO PAULO;SP;01/06/2014;1580354;1261268;0;108267;0;13450;0;0;0;0;28287;0;0;168914;167;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/06/2014;1550549;801649;0;3885;0;2639;71830;445697;0;9168;0;0;0;202396;13284;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;01/06/2014;1491036;493543;0;0;0;0;0;0;0;0;0;0;0;0;997493;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/06/2014;1451399;1367282;75472;0;0;0;0;0;0;0;0;0;0;0;8645;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/06/2014;1434433;559431;0;0;0;0;7169;0;0;0;0;0;0;867833;0;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/06/2014;1389678;218937;0;0;542222;0;628519;0;0;0;0;0;0;0;0;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/06/2014;1351641;29618;0;0;0;0;964371;0;86246;1078;0;0;0;253958;424;15947
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/06/2014;1338824;988673;2413;36248;0;4282;276525;0;0;28404;0;0;0;2033;245;0
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/06/2014;1316455;1080;0;0;0;1315376;0;0;0;0;0;0;0;0;0;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/06/2014;1303161;878987;0;19317;0;0;180145;0;0;0;0;0;0;0;224712;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/06/2014;1278766;0;0;0;0;0;620596;0;0;0;0;0;0;658170;0;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/06/2014;1250255;877201;0;78;1860;0;252549;0;0;0;0;0;0;118567;0;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;01/06/2014;1210112;1106179;0;0;0;0;0;0;0;0;0;0;0;0;103933;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/06/2014;1191563;478104;0;0;0;0;670075;0;0;0;0;0;0;43382;2;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2014;1185551;708158;164309;0;0;265273;0;0;0;0;0;0;0;0;47811;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;01/06/2014;1080411;42105;1037798;0;0;0;0;0;0;0;0;0;0;0;508;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/06/2014;1052127;543210;0;77;0;301140;205218;0;0;0;0;0;0;0;2482;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/06/2014;1049064;213001;835743;0;0;0;0;0;0;0;0;0;0;0;319;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/06/2014;976890;927078;20989;28376;0;193;0;0;0;0;0;0;0;0;255;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/06/2014;972854;972808;0;0;0;0;0;0;0;0;0;0;0;0;45;0
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;01/06/2014;949586;780880;0;0;0;0;0;0;0;0;0;0;0;0;168706;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/06/2014;883537;194749;0;127160;0;0;0;4348;0;0;0;0;557280;0;0;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/06/2014;858715;713008;0;145707;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;01/06/2014;831255;629821;0;0;0;21867;174950;0;0;0;0;0;603;0;4014;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/06/2014;780688;594873;1227;146394;0;4738;0;10869;0;18431;0;0;4155;0;2;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;01/06/2014;772446;770777;9;0;0;0;0;0;0;0;0;0;1192;0;468;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAIBA - SICREDI VANGUARDA PR/SP;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/06/2014;767442;601969;0;0;0;29485;132333;0;0;0;0;0;0;0;3656;0
