Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAPANEMA - SICREDI CAPAL PR/SP;7206072;b3S;;I;2;ARAPOTI;PR;01/06/2014;6649;0;3668;0;0;0;10317;-3680;-1060;0;0;-906;-5646;4671;1449;397;-2420;-1877;-35;0;749;-1159;-2896;1775;-77;1699;-157;0;1542;0
FAIR CORRETORA DE CAMBIO S.A.;32648370;n2;;I;2;SAO PAULO;SP;01/06/2014;0;0;269;0;10038;0;10308;0;0;0;0;-58;-58;10250;9889;0;-3445;-13914;-1456;0;0;-608;-9534;716;-132;584;-220;0;364;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE JI-PARANÁ/RO ? SICOOB EMPRECRED;8044854;b3S;;I;2;JI-PARANA;RO;01/06/2014;9130;0;1153;0;0;7;10290;-1575;-433;0;0;-3719;-5726;4563;541;767;-3156;-2704;-50;0;107;-84;-4579;-15;941;926;-459;0;467;-933
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA, SENADOR CANEDO E REGIÕES LTDA. - CREDIGOIÁS;37255049;b3S;;I;2;GOIANIA;GO;01/06/2014;8176;0;1997;0;0;0;10173;-241;-290;0;0;-1225;-1755;8417;22;57;-2271;-1098;-1;0;168;-39;-3162;5255;0;5255;0;0;5255;0
HABITASUL - CREDITO IMOBILIARIO S/A;92859800;n1;;I;2;PORTO ALEGRE;RS;01/06/2014;3341;0;0;0;0;6802;10143;0;0;0;0;-420;-420;9723;0;0;-1064;-584;-491;0;301;-7379;-9217;506;536;1042;-243;0;798;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE - SICOOB CREDIPLANALTO SC;1389651;b3S;;I;2;PAPANDUVA;SC;01/06/2014;7535;0;2585;0;0;0;10121;-4070;-511;0;0;26;-4555;5565;569;421;-1901;-1513;-34;0;34;-204;-2627;2938;-12;2927;-57;0;2870;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.   SICOOB SAROMCREDI;66402207;b3S;;I;2;SAO ROQUE DE MINAS;MG;01/06/2014;8710;0;1376;0;0;0;10087;-2104;-1079;0;0;-586;-3769;6318;242;422;-2782;-1736;-18;0;414;-202;-3661;2657;9;2666;-16;0;2650;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO AÇO LTDA - SICOOB VALE DO AÇO;19869338;b3S;;I;2;IPATINGA;MG;01/06/2014;8995;0;1072;0;0;0;10066;-2400;-111;0;0;-2415;-4925;5141;496;611;-3318;-2814;-33;0;72;-342;-5327;-186;-311;-497;-2;0;-500;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DO CREA DOS ESTADOS DE SANTA CATARINA E PARANÁ - CREDCREA;5979692;b3S;;I;2;FLORIANOPOLIS;SC;01/06/2014;8119;0;1946;0;0;0;10065;-2889;-539;0;0;-726;-4154;5911;441;276;-1931;-3180;-9;0;25;-99;-4478;1433;-11;1422;0;-137;1285;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE ARACAJU LTDA - UNICRED ARACAJU;2923389;b3S;;I;2;ARACAJU;SE;01/06/2014;8935;0;1097;0;0;0;10032;-3009;0;0;0;-1125;-4133;5898;173;590;-1293;-808;-13;0;143;-445;-1653;4245;5;4250;-3;0;4247;-1075
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO RGS - SICREDI CENTRO SUL;87733341;b3S;;I;2;SAO SEPE;RS;01/06/2014;7042;0;2851;0;0;0;9893;-2803;-1160;0;0;190;-3773;6119;1325;336;-2093;-1185;-36;0;630;-1566;-2588;3531;11;3542;-198;0;3344;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA ALTA MOGIANA;67096909;b3S;;I;2;FRANCA;SP;01/06/2014;5965;0;3926;0;0;0;9890;-3420;-1398;0;0;-149;-4967;4924;81;50;-2163;-763;-10;0;848;-73;-2031;2893;-15;2879;-9;0;2870;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO MACHADO   CREDISIS JI-CRED;2309070;b3S;;I;2;JI-PARANA;RO;01/06/2014;9336;0;503;0;0;0;9839;-1931;-218;0;0;-615;-2764;7075;288;66;-2624;-2256;0;0;53;-53;-4526;2549;-65;2484;0;0;2484;-845
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NOROESTE DO ESTADO DE SÃO PAULO   SICREDI NOROESTE SP;3065046;b3S;;I;2;SAO JOSE DO RIO PRETO;SP;01/06/2014;8330;0;1503;0;0;0;9834;-2281;-26;0;0;-1722;-4029;5805;1480;726;-2732;-2792;-68;0;93;-2282;-5574;231;1;230;-15;0;215;0
BANCO STANDARD DE INVESTIMENTOS S.A.;4866275;b2;;I;3;SAO PAULO;SP;01/06/2014;5;0;9784;0;23;0;9812;-4764;-6;0;0;1;-4769;5043;20898;0;-16559;-6585;-1838;0;906;-535;-3713;1330;15;1345;0;0;1345;0
COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS MÉDICOS DO PLANALTO MÉDIO DO RIO GRANDE DO SUL LTDA - CREDIPLAN;97259253;b3S;;I;2;PASSO FUNDO;RS;01/06/2014;6030;0;3725;0;0;0;9755;-5812;0;0;0;-70;-5882;3873;41;0;-613;-748;-2;0;0;0;-1322;2551;0;2551;0;-130;2421;0
MULTIMONEY CORRETORA DE CÂMBIO LTDA;12586596;n2;;I;2;SAO PAULO;SP;01/06/2014;0;0;7;200;9534;0;9741;0;0;0;0;0;0;9741;510;13;-3265;-6175;-509;0;121;-10;-9315;426;0;426;-158;0;268;0
AGENCIA DE FOMENTO DE GOIAS S/A;3918382;n1;;I;1;GOIANIA;GO;01/06/2014;6694;0;2944;0;0;0;9638;0;-199;0;0;-3363;-3562;6076;4611;217;-6534;-1755;-894;0;426;-31;-3961;2115;-17;2098;163;0;2261;-1319
ECONOMIA CREDITO IMOBILIARIO S.A.-ECONOMISA;17441197;n1;;I;2;BELO HORIZONTE;MG;01/06/2014;1190;0;4848;0;0;3574;9613;0;-2978;0;0;139;-2839;6774;1786;8;-843;-5314;-467;0;89;-182;-4923;1851;0;1851;-728;0;1122;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE IBIRUBÁ - SICREDI IBIRUBÁ RS;87732657;b3S;;I;2;IBIRUBA;RS;01/06/2014;7215;0;2392;0;0;1;9608;-2332;-693;0;0;-1133;-4157;5450;1334;276;-1906;-1011;-31;0;436;-1337;-2238;3212;0;3212;-146;0;3066;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25395435;b3S;;I;2;LAJINHA;MG;01/06/2014;6855;0;2719;0;0;0;9574;-2896;-420;0;0;-868;-4185;5389;1468;263;-2853;-2527;-126;0;527;-291;-3539;1850;18;1867;-273;-109;1486;-444
SICOOB AC CREDI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE MATERIAL DE CONSTRUÇÃO DE GOVERNADOR VALADARES LTDA.;1559914;b3S;;I;2;GOVERNADOR VALADARES;MG;01/06/2014;7799;0;1732;0;0;0;9531;-2212;-34;0;0;-489;-2734;6796;460;440;-2617;-2521;-44;0;71;-169;-4380;2416;-39;2377;-9;0;2368;-662
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2232383;b3S;;I;2;CLAUDIO;MG;01/06/2014;7070;0;2410;0;0;0;9480;-3137;-8;0;0;-624;-3770;5710;499;428;-2133;-1163;-39;0;52;-234;-2590;3120;-15;3105;-17;0;3088;-925
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO JOSÉ DO CERRITO - SICOOB CREDICARU SC;694389;b3S;;I;2;SAO JOSE DO CERRITO;SC;01/06/2014;7969;0;1414;0;0;4;9387;-1966;-696;0;0;-528;-3189;6198;497;441;-1539;-1525;-31;0;32;-164;-2289;3909;0;3909;-69;0;3840;0
COOPERATIVA DE CRÉDITO MÚTUO DOS TRANSPORTADORES RODOVIÁRIOS DE VEÍCULOS DO ABCD, MAUÁ, RIBEIRÃO PIRES E VALE DO PARAÍBA - CREDCEG;7789195;b3S;;I;2;SAO BERNARDO DO CAMPO;SP;01/06/2014;6838;0;2493;0;0;0;9330;-3592;0;0;0;-1456;-5048;4282;36;479;-878;-813;-6;0;31;-95;-1245;3037;0;3037;-7;0;3030;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;2335109;b3S;;I;2;CATAGUASES;MG;01/06/2014;8046;0;1213;0;0;0;9258;-2322;0;0;0;-705;-3026;6232;872;1028;-2270;-2354;-32;0;65;-191;-2882;3350;-10;3340;-26;0;3315;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT;5241619;b3S;;I;2;PRIMAVERA DO LESTE;MT;01/06/2014;8123;0;1108;0;0;0;9231;-2744;-494;0;0;-868;-4107;5123;544;497;-1978;-1877;-42;0;333;-2196;-4718;405;-75;330;-43;0;287;0
BANCO VIPAL S.A.;9526594;b2;;I;2;PORTO ALEGRE;RS;01/06/2014;8930;0;271;0;0;0;9202;-3849;0;0;0;-6755;-10604;-1402;0;234;-1754;-984;-248;0;36;-498;-3213;-4616;-96;-4712;2067;0;-2646;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;01/06/2014;2971;0;6221;0;0;0;9192;-5983;-2927;0;0;-44;-8954;238;133;0;-554;-327;-37;0;2448;-1573;89;327;0;327;0;0;327;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC;78483310;b3S;;I;2;ITAPIRANGA;SC;01/06/2014;4266;0;4913;0;0;0;9179;-4855;-353;0;0;-83;-5291;3888;542;33;-1700;-1232;-21;0;53;-54;-2380;1508;27;1535;-73;0;1462;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARATINGA LTDA.   SICOOB CREDCOOPER;19449602;b3S;;I;2;CARATINGA;MG;01/06/2014;7459;0;1700;0;0;0;9159;-1829;-735;0;0;-1767;-4331;4828;801;985;-2973;-2596;-80;0;673;-391;-3581;1248;-49;1198;-96;0;1103;-505
NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;74828799;b1;;I;3;PORTO ALEGRE;RS;01/06/2014;3709;2375;2952;112;0;0;9148;-7773;-584;-2223;-738;3021;-8297;851;32;221;-6677;-2802;-321;0;2774;-356;-7129;-6277;107;-6170;2461;0;-3709;0
COOPERATIVA DE CRÉDITO RURAL DE ARIQUEMES LTDA.;3222753;b3S;;I;2;ARIQUEMES;RO;01/06/2014;7979;0;1153;0;0;0;9132;-1992;1;0;0;-410;-2402;6729;76;31;-1373;-753;0;0;13;-143;-2150;4579;-2;4577;0;0;4577;-1343
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA - SICOOB CENTRAL BA;34148882;b3C;;I;2;SALVADOR;BA;01/06/2014;624;0;8492;0;0;0;9116;-8487;0;0;0;6;-8481;634;2;0;-2277;-900;-11;1090;3214;-1;1117;1751;0;1751;1;0;1750;0
COOPERATIVA DE CRÉDITO RURAL DE CÂNDIDO MOTA;66788142;b3S;;I;2;CANDIDO MOTA;SP;01/06/2014;7508;0;1588;0;0;17;9112;-1751;-915;0;0;-2132;-4799;4313;292;606;-2440;-1959;-20;0;836;-816;-3502;811;42;854;-36;-93;725;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE SP;4463602;b3S;;I;2;MARILIA;SP;01/06/2014;7074;0;1984;0;0;0;9057;-2600;-82;0;0;-3293;-5975;3082;1266;514;-2676;-2275;-35;0;155;-1833;-4885;-1802;-16;-1818;-42;0;-1860;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE TOLEDO E REGIÃO LTDA. - UNIPRIME PIONEIRA DO PARANÁ;1286361;b3S;;I;2;TOLEDO;PR;01/06/2014;7145;0;1869;0;0;0;9014;-3281;-56;0;0;-696;-4033;4981;93;298;-1873;-487;-10;0;3;-125;-2102;2879;-11;2869;0;-80;2788;-652
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1060307;b3S;;I;2;RAUL SOARES;MG;01/06/2014;7563;0;1434;0;0;0;8998;-2359;-529;0;0;-490;-3379;5619;950;1205;-3134;-2471;-69;0;261;-347;-3605;2014;45;2058;-142;-88;1829;-343
ADVANCED CORRETORA DE CÂMBIO LTDA;92856905;n2;;I;2;SAO PAULO;SP;01/06/2014;0;0;11;0;8959;0;8971;0;0;0;0;-377;-377;8594;6028;0;-3448;-10468;-1044;0;145;-328;-9115;-521;-7;-529;0;0;-529;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO SUDOESTE DE GOIÁS - SICREDI SUDOESTE GO;6332931;b3S;;I;2;RIO VERDE;GO;01/06/2014;7793;0;1155;0;0;0;8948;-935;-1199;0;0;-2762;-4896;4052;1055;483;-2579;-2113;-28;0;418;-1131;-3895;156;2;158;-112;0;46;0
BROKER BRASIL CORRETORA DE CÂMBIO LTDA.;16944141;n2;;I;2;SAO PAULO;SP;01/06/2014;0;0;0;-9;8955;0;8945;0;0;0;0;0;0;8945;703;0;-1190;-5718;-485;0;6;-188;-6871;2074;0;2074;-721;0;1353;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO DO PLANALTO CENTRAL LTDA - SICOOB PLANALTO CENTRAL;692214;b3C;;I;2;BRASILIA;DF;01/06/2014;2406;0;6403;0;0;0;8809;-8809;0;0;0;-283;-9092;-283;3;0;-2478;-1378;-14;3762;3890;-22;3763;3480;0;3480;0;0;3480;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;;I;2;FOZ DO IGUACU;PR;01/06/2014;7671;0;1127;0;0;0;8799;-2312;-54;0;0;-1838;-4204;4595;642;451;-2075;-2291;-35;0;69;-247;-3486;1109;9;1118;-82;0;1035;-487
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DA REGIÃO SUL FLUMINENSE LTDA. UNICRED REGIONAL SUL FLUMINENSE;86803939;b3S;;I;2;NOVA IGUACU;RJ;01/06/2014;7736;0;1058;0;0;0;8794;-2801;0;0;0;-875;-3676;5118;207;193;-2112;-2282;-7;0;15;-122;-4108;1009;84;1093;-8;0;1085;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SERTÃO BAIANO - SICOOB SERTÃO;2057584;b3S;;I;2;PINTADAS;BA;01/06/2014;8005;0;763;0;0;0;8768;-1329;-212;0;0;-1420;-2960;5808;710;754;-2204;-2309;-60;0;117;-335;-3327;2481;2;2483;-86;0;2397;-791
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS MICRO-REGIÕES DE GOIÂNIA E ANÁPOLIS LTDA;2935307;b3S;;I;2;GOIANIA;GO;01/06/2014;7698;0;1055;0;0;0;8753;-1210;0;0;0;-2469;-3679;5074;277;300;-1698;-1264;-9;0;128;-96;-2363;2711;2;2713;-61;0;2652;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAMPINA GRANDE LTDA. - UNICRED CENTRO PARAIBANA;1151186;b3S;;I;2;CAMPINA GRANDE;PB;01/06/2014;7055;0;1669;0;0;0;8723;-2425;0;0;0;-398;-2824;5900;158;396;-2103;-1188;-14;0;137;-566;-3180;2720;0;2720;0;-61;2659;-933
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA MATA MINEIRA LTDA - SICOOB CREDIMATA;1152097;b3S;;I;2;VOLTA GRANDE;MG;01/06/2014;7197;0;1523;0;0;0;8720;-1918;-167;0;0;-963;-3048;5672;871;1422;-3200;-2810;-79;0;223;-368;-3942;1730;96;1826;-152;0;1673;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO MUCURI LTDA. - SICOOB CREDIVALE;25387655;b3S;;I;2;TEOFILO OTONI;MG;01/06/2014;6234;0;2460;0;0;0;8694;-1811;-169;0;0;-457;-2438;6257;1081;1144;-3697;-2878;-84;0;212;-419;-4641;1616;-13;1603;-129;0;1473;-479
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MEIO OESTE CATARINENSE - SICOOB CREDIMOC SC;80959638;b3S;;I;2;XANXERE;SC;01/06/2014;6056;0;2531;0;0;0;8587;-3483;-295;0;0;-475;-4254;4334;366;549;-1752;-1727;-18;0;24;-42;-2600;1733;-6;1727;-27;0;1701;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA.   SICOOB CREDIMONTE;41707258;b3S;;I;2;SANTO ANTONIO DO MONTE;MG;01/06/2014;7078;0;1481;0;0;0;8559;-2074;-339;0;0;-591;-3004;5555;755;133;-1973;-1449;-64;0;198;-167;-2567;2988;60;3048;-183;-22;2844;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA;1635462;b3S;;I;2;LAJEADO;RS;01/06/2014;7546;0;1006;0;0;0;8552;-3526;0;0;0;-298;-3825;4727;175;73;-1508;-1316;0;0;4;-169;-2742;1985;2;1987;0;0;1987;-1153
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE UNAÍ E NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;;I;2;UNAI;MG;01/06/2014;7178;0;1362;0;0;0;8540;-1445;-1287;0;0;-252;-2984;5556;609;255;-2348;-1906;-59;0;392;-172;-3229;2327;-2;2325;-70;-80;2175;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78865995;b3S;;I;2;JOACABA;SC;01/06/2014;4863;0;3638;0;0;0;8501;-3933;-378;0;0;-976;-5287;3214;667;90;-1535;-1683;-55;0;17;-238;-2738;476;7;483;-107;0;376;0
COOPERATIVA DE CREDITO DO VALE DO SAO PATRICIO LTDA;968602;b3S;;I;2;GOIANESIA;GO;01/06/2014;6167;0;2295;0;0;0;8462;-1520;-526;0;0;550;-1496;6966;33;59;-1143;-423;1;0;215;-142;-1403;5563;87;5651;-4;0;5647;0
TURMALINA CORRETORA DE CÂMBIO S.A.;10853017;n2;;I;2;SAO PAULO;SP;01/06/2014;0;0;44;0;8386;0;8430;0;0;0;0;0;0;8430;346;0;-1759;-4088;-425;0;1;-254;-6179;2251;-4;2247;-897;-7;1343;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO GOIANO LTDA.;3730508;b3S;;I;2;GOIANIA;GO;01/06/2014;7515;0;904;0;0;0;8419;-1080;-518;0;0;-1022;-2620;5799;292;158;-2498;-2416;-17;0;665;-1063;-4879;920;-33;887;-8;0;879;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;;I;2;RIO DO SUL;SC;01/06/2014;4323;0;4087;0;0;0;8411;-3462;-57;0;0;-24;-3543;4868;767;226;-1890;-1825;-51;0;68;-362;-3068;1800;-8;1792;-77;0;1714;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71419600;b3S;;I;2;FRUTAL;MG;01/06/2014;7544;0;805;0;0;0;8348;-734;-928;0;0;-708;-2370;5978;596;522;-2194;-1487;-50;0;149;-203;-2668;3311;1;3310;-86;0;3224;-1050
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ARAXÁ LTDA. - SICOOB CREDIARA;66398496;b3S;;I;2;ARAXA;MG;01/06/2014;6337;0;2003;0;0;0;8341;-2285;-480;0;0;-123;-2888;5452;834;887;-2417;-2308;-83;0;440;-214;-2862;2590;-37;2553;-116;-40;2398;-420
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE ARARAS E REGIÃO - UNICRED ANHANGUERA;2647564;b3S;;I;2;ARARAS;SP;01/06/2014;7473;0;860;0;0;0;8333;-2568;0;0;0;-1579;-4147;4186;416;44;-2387;-2068;0;0;17;-56;-4035;151;0;151;0;0;151;0
MUTUAL APETRIM CREDITO IMOBILIARIO S/A;18941229;n1;;I;2;BELO HORIZONTE;MG;01/06/2014;573;0;53;0;0;7648;8274;0;-8322;0;0;1086;-7236;1039;0;0;-720;-130;0;0;0;-297;-1147;-109;6;-103;0;0;-103;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO IGUAÇU INTEGRADO - SICOOB INTEGRADO;7122321;b3S;;I;2;PATO BRANCO;PR;01/06/2014;7419;0;849;0;0;0;8268;-2115;-153;0;0;-1033;-3301;4967;737;750;-2670;-2533;-27;0;96;-242;-3890;1077;24;1101;-54;0;1047;-417
RENOVA S.A. CORRETORA DE CÂMBIO;72760713;n2;;I;2;SAO PAULO;SP;01/06/2014;0;0;10;0;8230;0;8240;0;-67;0;0;-383;-450;7790;3465;0;-2671;-9220;-715;0;32;-22;-9132;-1342;0;-1342;0;0;-1342;0
FITTA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;3512293;n2;;I;2;SAO PAULO;SP;01/06/2014;0;0;1359;-1;6837;0;8195;0;-54;0;0;60;7;8202;168;0;-1841;-9336;-402;0;113;-1085;-12383;-4181;-4;-4184;0;0;-4184;0
FINSOL SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE S.A.;18810553;n1;;I;3;RECIFE;PE;01/06/2014;8395;0;-216;0;0;0;8178;-293;-1570;0;0;-403;-2265;5913;2777;0;-8492;-3619;-577;0;0;-21;-9932;-4018;0;-4018;0;0;-4018;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DO SECOVI-GO E DOS SERVIDORES PÚBLICOS DO ESTADO DE GOIÁS LTDA;7599206;b3S;;I;2;GOIANIA;GO;01/06/2014;6205;0;1930;0;0;0;8135;-2022;0;0;0;-445;-2466;5669;1248;566;-1441;-2494;-10;0;168;-149;-2112;3556;-35;3521;-9;0;3512;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CONSELHEIRO PENA E REGIÃO LTDA. - SICOOB CREDICOPE;38588174;b3S;;I;2;CONSELHEIRO PENA;MG;01/06/2014;6285;0;1831;0;0;0;8116;-2140;-35;0;0;-866;-3040;5076;190;268;-2184;-2078;-27;0;592;-293;-3531;1545;41;1586;-35;0;1551;0
COOPERATIVA DE CRÉDITO RURAL COOPAVEL;76461557;b3S;;I;2;CASCAVEL;PR;01/06/2014;6208;0;1767;0;0;0;7975;-2126;0;0;0;580;-1545;6429;123;0;-1997;-894;-6;0;82;-1658;-4350;2080;0;2080;0;0;2080;-761
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERV E MEMBROS JUSTIÇA TRABALHO E MINIST PÚBL TRABALHO NO TERRITÓRIO NACIONAL, PODER JUD FEDERAL E MPU PARÁ, SANTA CATARINA, TSE E STM NO DF -SICOOB CREDIJUSTRA;37079720;b3S;;I;2;BRASILIA;DF;01/06/2014;7296;0;642;0;0;0;7938;-2205;-859;0;0;-386;-3450;4488;138;27;-1499;-1710;-18;233;44;-341;-3125;1363;5;1368;-33;0;1335;-706
VR;50524;b1;;C;2;BARUERI;SP;01/06/2014;0;0;7844;0;0;0;7844;-2323;0;0;0;3783;1460;9304;6;10;-1447;-2467;-299;0;865;-4374;-7705;1598;-533;1065;-835;0;231;0
COOPERATIVA DE CRÉDITO DE PRODUTORES RURAIS E DE LIVRE ADMISSÃO DO TRIÂNGULO LTDA    SICOOB CREDITRIL;41669227;b3S;;I;2;UBERLANDIA;MG;01/06/2014;4505;0;3298;0;0;0;7803;-2410;-390;0;0;-452;-3252;4550;638;676;-3049;-1594;-68;0;409;-31;-3019;1531;55;1586;-43;0;1543;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO ALTO E MEDIO JEQUITINHONHA LTDA - SICOOB CREDIJEQUITINHONHA;71243034;b3S;;I;2;CAPELINHA;MG;01/06/2014;6819;0;917;0;0;0;7736;-1521;-762;0;0;-442;-2725;5011;741;729;-2300;-1638;-51;0;575;-173;-2116;2895;7;2902;-103;-155;2644;0
ATRIA S.A.- CRÉDITO, FINANCIAMENTO E INVESTIMENTO;5956581;n1;;I;2;ARAUCARIA;PR;01/06/2014;7262;0;392;0;0;0;7654;-1410;0;0;0;-28761;-30171;-22517;0;19;-29;-719;-105;0;226;-622;-1231;-23747;277;-23470;0;0;-23470;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS LTDA. SICOOB CREDIPARNOR;698609;b3S;;I;2;PARACATU;MG;01/06/2014;6744;0;818;0;0;0;7562;-872;-136;0;0;-1521;-2529;5033;422;731;-2281;-2075;-24;0;42;-87;-3271;1761;55;1816;-19;0;1797;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DO VALE DO PARAIBA, LITORAL NORTE PAULISTA E SERRA DA MANTIQUEIRA - CRESSEM;54190525;b3S;;I;2;SAO JOSE DOS CAMPOS;SP;01/06/2014;6104;0;1416;0;0;0;7520;-225;0;0;0;264;39;7560;0;190;-1004;-959;-68;0;0;0;-1842;5718;40;5757;-529;0;5228;-4009
DIRECAO S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO;58158387;n1;;I;2;SANTOS;SP;01/06/2014;5701;0;1756;0;0;0;7457;0;-6;0;0;-7144;-7150;306;0;0;-790;-711;-376;0;661;-18;-1234;-927;3;-924;-1820;0;-2744;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE TRANSPORTES DO ESTADO DE SANTA CATARINA   TRANSPOCRED;8075352;b3S;;I;2;FLORIANOPOLIS;SC;01/06/2014;6078;0;1304;0;0;0;7382;-1907;-553;0;0;-1309;-3768;3614;632;380;-1561;-2422;-8;0;7;-63;-3037;577;-64;513;0;-96;417;0
