Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;01/06/2014;13487120;940;35609;79839;112091;39606;2;0;268087;16324;467004;679641;531344;30274;68;0;1724655;0;0;0;0;0;0;0;0;2018;1799083;627864;0;0;0;0;2428965;0;0;0;0;0;0;0;0;896;71921;5738;18436;4154;0;0;101146;63172;1001100;2529111;4022595;1286938;61350;0;8964267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BTG PACTUAL;49944;b1;C;2;;199;RIO DE JANEIRO;RJ;01/06/2014;12990606;6620;542045;2980447;1056932;295561;251;0;4881856;0;0;0;0;0;0;0;0;0;11250;38624;0;0;0;0;49875;0;212641;263699;280719;92848;72095;249;922250;91984;218660;1156668;1173797;199897;0;0;2841006;39492;16326;2099;3032;16300;0;0;77249;0;3035;6838;21742;67624;372435;875107;1346782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2871589
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;01/06/2014;11227271;44124;1255802;873603;648828;137449;1429;0;2961235;472;36061;90162;110204;1523;0;0;238421;7630;366135;108018;0;0;0;0;481783;7771;1706415;434486;15653;0;0;0;2164325;39538;1024071;1610652;949374;55560;0;0;3679195;26485;118722;30299;83;0;0;0;175588;496;20477;57004;164051;28797;0;0;270825;0;212907;992624;50368;0;0;0;1255899;0;0;0;0;0;0;0;0;0
ABC-BRASIL;41856;b1;C;3;;199;SAO PAULO;SP;01/06/2014;10114130;0;0;0;0;0;0;0;0;0;54;0;24797;0;0;0;24851;5405;155938;43498;0;0;0;0;204841;791;322216;40716;0;0;0;0;363724;6201;346779;839787;461369;50138;0;0;1704275;8966;997124;1500885;1123478;125452;14218;58;3770183;3701;125719;372975;671169;264869;190562;0;1628995;0;99533;182552;173470;31835;14689;0;502081;0;0;0;0;0;0;0;0;1915181
MERCEDES-BENZ;51262;b2;C;3;;198;SAO PAULO;SP;01/06/2014;10003228;4412;39240;66686;108321;37736;849;0;257245;10674;106285;260641;373218;48440;165;0;799423;0;0;0;0;0;0;0;0;49389;1469864;57738;0;0;0;0;1576991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26841;759470;1970432;3196999;1182901;232927;0;7369569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BIC;32119;b1;C;2;;199;SAO PAULO;SP;01/06/2014;9122378;112196;1696819;1807217;1336866;229808;41167;0;5224074;10102;129635;215400;177343;18854;0;0;551335;2570;404292;192246;0;0;0;0;599108;452;11931;3874;0;0;0;0;16256;781;661610;1031736;84892;9094;1906;0;1790018;39351;61545;118713;131869;127704;46601;0;525783;0;0;0;0;0;0;0;0;0;49551;1183;287;0;0;0;51020;0;0;0;0;0;0;0;0;364784
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;01/06/2014;7835652;37335;266090;545944;611485;76295;12480;74607;1624236;21608;90167;228345;202658;99485;209963;154;852379;27474;96151;192348;1027;0;0;0;316999;6451;42104;3682;0;1;0;0;52238;0;0;0;0;0;0;0;0;125831;17994;45254;130419;79149;230858;86612;716117;21025;214311;695000;604457;579248;1549865;339911;4003818;65963;44243;11411;12586;15793;119869;0;269865;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/06/2014;7639256;0;65;3;2942;4380;5816;0;13206;11161;8183;69593;210123;73212;69925;0;442198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1098;2857;5936;5288;14437;0;29645;7993;170091;493809;1154401;905319;1193883;28373;3953868;691;213656;307106;928163;727145;1023391;186;3200339;0;0;0;0;0;0;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/06/2014;6738152;0;1960;83151;0;0;0;0;85112;84;2804;7258;11463;2111;0;0;23720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36029;17852;0;0;0;0;53881;0;152392;654399;307210;56674;119836;2;1290513;12;21477;69821;166925;136573;161307;0;556116;0;1836298;2447471;424609;15766;4666;0;4728811;0;0;0;0;0;0;0;0;0
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/06/2014;5861263;22680;557688;1010442;672616;207804;37167;0;2508398;0;0;0;0;0;0;0;0;0;0;8783;114;0;0;0;8896;0;0;0;0;0;0;0;0;0;540303;473503;212505;5413;0;0;1231724;1138;26243;90606;100314;46640;26993;0;291934;637;72774;286492;326388;112505;112615;0;911411;0;15460;87714;49674;4920;810;0;158578;0;0;0;0;0;0;0;0;750322
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/06/2014;5846960;0;5806;12761;10538;2025;5029;0;36159;10;5607;16125;32086;12361;24;0;66214;0;0;0;0;0;0;20;20;0;125;0;0;0;0;0;125;0;0;0;0;0;0;0;0;4428;124577;220188;189121;32154;3622;0;574090;29;7620;23482;59959;57384;33920;0;182394;0;1026624;2428783;1212781;223499;96273;0;4987958;0;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/06/2014;5014316;4023;54097;157604;24867;7481;0;0;248072;4035;13042;26817;25564;1481;0;0;70939;0;0;0;0;0;0;0;0;153;1003081;2404197;93720;0;0;0;3501151;0;0;0;0;0;0;0;0;65;140598;0;0;0;0;0;140663;21259;111768;286373;489417;144673;0;0;1053490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/06/2014;4844021;0;37516;61284;105965;47857;7143;0;259765;0;0;0;0;0;0;0;0;0;0;32341;0;0;0;0;32341;0;348;8329;0;0;0;0;8677;7469;1090951;1632177;630080;356272;81401;0;3798351;0;15508;31065;26365;118408;2203;0;193549;0;3878;16902;15358;3076;23;0;39237;0;11183;37894;72808;72516;61581;0;255982;0;0;0;0;0;0;0;0;256120
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/06/2014;4559034;17669;451701;671836;389892;7685;0;0;1538783;1748;145379;322001;272669;20674;0;0;762471;0;108632;97573;0;0;0;0;206204;524;459448;259800;0;0;0;0;719772;0;78170;79290;0;0;0;0;157461;13;1511;4101;8273;5277;1525;0;20700;329;123707;287729;479205;157109;102774;0;1150854;0;338;857;1405;189;0;0;2790;0;0;0;0;0;0;0;0;0
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;01/06/2014;4541284;52906;538926;813158;575058;37774;4124;0;2021947;348;1766;3932;4364;698;0;0;11110;14505;842006;393576;1960;0;0;0;1252047;3897;140925;10485;1457;0;0;0;156765;17940;177218;364534;21309;1325;0;0;582327;20104;27385;81317;88035;2301;0;0;219143;114;35938;86101;126399;35323;3041;0;286917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11029
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;01/06/2014;4519737;12956;130673;241426;491601;35206;109771;0;1021633;3524;34065;68569;203107;149501;69220;0;527986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100;209;178;11;17;0;516;6378;106333;499297;791805;582404;825069;0;2811285;0;7298;40650;50868;20398;39102;0;158316;0;0;0;0;0;0;0;0;0
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/06/2014;4183717;0;0;21648;3500;0;0;0;25148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16351;115243;108796;139669;67740;0;447799;5453;168918;103788;460460;278625;9809;3609;1030663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2680107
PAN;31323;b1;C;2;;199;SAO PAULO;SP;01/06/2014;3976625;41690;256920;750045;617953;51224;0;0;1717833;185990;202283;454538;363234;56978;11775;4542;1279339;49;0;0;0;0;0;0;49;0;9637;15309;11046;4962;0;0;40954;23794;181808;440471;227584;0;0;0;873656;10088;39948;9439;2136;3182;0;0;64794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2014;3629177;69153;434189;507503;489985;58313;344;0;1559487;1654;8888;17600;14859;1194;0;0;44195;69849;920197;58212;0;0;0;0;1048258;13272;102124;3248;0;0;0;0;118645;0;46089;24190;0;0;0;0;70279;33613;46303;94985;222561;77384;11313;68;486227;0;0;0;0;0;0;0;0;0;10687;12855;447;72465;136963;0;233416;0;17048;29240;21946;436;0;0;68670;0
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/06/2014;3603391;0;0;0;0;0;0;0;0;5847;434782;1142283;1597512;257993;28888;0;3467303;0;0;0;0;0;0;0;0;259;26964;0;0;0;0;0;27223;0;0;0;0;0;0;0;0;0;12155;34950;61761;0;0;0;108865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/06/2014;3573613;3421;15936;56123;104862;101761;0;0;282104;7903;63108;154298;216544;50468;53;0;492374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26658;250617;674814;1227251;478519;141277;0;2799136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/06/2014;3501063;1307;1178;1550;1737;525;0;0;6298;6066;53759;114398;125797;17680;365;0;318065;0;0;0;0;0;0;0;0;0;504629;121819;0;0;0;0;626448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17211;202295;587962;1203938;517368;21479;0;2550252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO FIBRA S.A.;58616418;b1;I;2;;8;SAO PAULO;SP;01/06/2014;3294536;70257;415673;684870;244229;15097;6112;0;1436238;5532;12115;24436;18107;153;0;0;60344;0;23478;15125;0;0;0;0;38602;2362;117437;10723;0;0;0;0;130522;12873;320534;362998;120514;239;0;0;817159;12954;160729;113280;6034;2524;237;0;295758;1042;6689;15458;18708;0;0;0;41898;817;31803;62666;28717;0;0;0;124002;0;0;0;0;0;0;0;0;350014
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/06/2014;3115024;33265;1069528;382565;0;0;0;0;1485359;3763;24184;59171;76274;8740;3;0;172134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4856;525449;244055;420894;149477;249;0;1344980;268;6478;27062;48108;26000;4634;0;112551;0;0;0;0;0;0;0;0;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/06/2014;2867013;13521;410873;557001;328515;21185;5673;0;1336769;0;275;742;172;0;0;0;1190;1331;27712;2437;0;0;0;0;31480;690;211403;4919;1454;71;0;0;218538;2678;206902;349544;113990;905;0;0;674020;6696;63543;55913;48078;21913;24638;9087;229869;339;28361;70715;109388;15154;3729;0;227686;0;126;125;0;0;0;0;251;0;0;0;0;0;0;0;0;147210
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/06/2014;2692608;10;119445;10952;23983;10500;0;0;164890;16;38330;115612;60528;1603;0;0;216089;0;80130;154075;7823;0;0;0;242028;0;319240;8369;0;0;0;0;327609;9027;456516;1108805;0;0;0;0;1574348;0;1193;15037;0;0;0;0;16231;0;6740;19393;72439;10691;445;0;109707;0;8054;21982;11670;0;0;0;41707;0;0;0;0;0;0;0;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/06/2014;2421143;0;0;0;0;0;0;0;0;3975;15371;69851;98363;8322;0;0;195882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9748;117618;348400;653319;437685;527732;1422;2095922;0;5580;6943;44246;41060;31510;0;129339;0;0;0;0;0;0;0;0;0
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/06/2014;2302560;0;39625;100532;10813;1238;0;0;152209;0;0;0;0;0;0;0;0;0;85717;109144;0;0;0;0;194862;0;261716;63077;24305;0;0;0;349098;0;281141;244807;0;0;562237;0;1088186;1;30941;1005;0;0;0;0;31947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;486259
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/06/2014;2219566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345250;1523708;0;0;0;0;1868957;0;50722;103563;195124;1200;0;0;350609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/06/2014;2166040;0;167354;110643;0;0;0;0;277997;0;0;0;0;0;0;0;0;0;8068;143780;967;0;0;0;152815;0;656;1387;107;0;0;0;2151;0;152321;363556;10833;0;0;0;526710;0;1613;94306;55230;0;0;0;151149;0;0;0;40953;717;1672;0;43342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1011876
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/06/2014;1992990;9429;79642;207637;216012;8088;0;45299;566106;0;0;186675;0;0;0;0;186675;7360;7210;26516;84;0;0;0;41171;57;1653;9;0;0;0;0;1719;4148;34709;71492;119597;0;0;0;229946;4058;1198;801;860;209439;0;0;216356;1009;17019;51559;144039;114327;285207;90802;703962;3;15818;13763;4630;6217;6624;0;47054;0;0;0;0;0;0;0;0;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/06/2014;1991700;7127;95718;199629;239695;61500;261;0;603930;3013;14306;32522;42881;5813;598;0;99134;22512;219413;80403;2976;0;0;0;325304;7271;102923;98069;13;0;0;0;208277;9228;89135;173839;6328;0;0;0;278530;14697;13906;35387;81758;58344;55603;0;259694;733;13671;40874;78248;43670;23798;1;200996;0;5753;1461;1757;6864;0;0;15835;0;0;0;0;0;0;0;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/06/2014;1984298;627;1873;3450;5757;5874;2962;0;20543;63;389;943;1638;130;0;0;3163;0;0;0;0;0;0;0;0;0;105131;18538;0;0;0;0;123669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6507;150547;425470;876093;370788;7519;0;1836923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/06/2014;1829481;42540;147925;328947;378090;25199;0;0;922701;465;965;2221;2367;121;0;0;6138;14976;106942;48001;859;0;0;0;170777;11542;76958;6438;0;0;0;0;94938;0;1410;0;0;0;0;0;1410;6420;47669;43348;41732;26664;24394;2038;192266;2090;15207;56431;215828;82196;26808;9;398570;521;9540;15428;2325;1015;468;0;29297;49;1248;2156;5688;3439;804;0;13384;0
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/06/2014;1813125;15696;645490;615005;312564;45831;633;0;1635218;3604;4037;8968;20411;4858;3751;0;45630;103;5148;409;0;0;0;0;5660;0;1602;4554;3092;0;0;0;9247;0;0;0;0;0;0;0;0;39536;20965;34521;2179;0;0;0;97201;144;2289;4968;7341;5426;0;0;20169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/06/2014;1769820;12529;142886;191003;133497;14036;11444;0;505395;190;2256;3568;1459;18;0;0;7490;15936;837190;39690;0;0;0;0;892816;471;33742;2337;0;0;0;0;36550;1530;110580;125349;17131;42;0;0;254631;515;4059;7856;14053;6304;6401;0;39187;248;124;68;0;0;0;0;440;0;17568;15741;0;0;0;0;33310;0;0;0;0;0;0;0;0;0
BES;51482;b2;C;3;;198;SAO PAULO;SP;01/06/2014;1704132;0;224586;343575;171226;37410;5028;0;781825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39464;206644;140886;0;9416;4035;400444;0;417;1182;2677;0;0;0;4275;0;6484;61804;53857;45978;109803;34884;312810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204777
