Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
ITAU;10069;b1;C;2;S1;199;SAO PAULO;SP;01/03/2020;417712792;381175;9849358;17130156;16202979;3141697;839483;96926;47641772;22682;1128713;3033190;4770097;1347494;293269;0;10595445;879977;11074609;79869;42123;0;0;0;12076578;89778;13224377;5638064;716781;419097;2315;0;20090410;15319;6055445;9285697;5565606;8109062;475958;0;29507087;930994;3535242;4397424;3024421;968189;481419;19;13337708;60682;1289140;2791309;4226196;1259623;1426831;282235;11336016;140;1597136;2670460;474221;191211;186297;0;5119466;185017;298482;639310;958696;111756;20189;4;2213454;265794854
BRADESCO;10045;b1;C;2;S1;199;OSASCO;SP;01/03/2020;333412519;584983;7541906;17786356;19064345;3781986;688714;35;49448325;115808;2738941;5710435;7656862;1807325;188707;0;18218077;491057;6449450;911240;663059;0;0;0;8514807;210238;20034927;4859465;26946;3985;0;0;25135562;63596;11614265;14885235;8166094;7796407;4423313;0;46948911;2322816;4238452;4242503;3061759;1933013;1619601;846566;18264711;61184;1523081;3440518;6490735;3317826;6338152;278507;21450002;4931;456063;2875574;399650;100711;81146;0;3918075;212595;296584;744093;2121644;623603;40140;2469;4041129;137472921
BB;49906;b1;C;1;S1;199;BRASILIA;DF;01/03/2020;278434581;794330;4850232;16868487;19326760;3673399;1120009;350662;46983879;303553;2136210;5202994;12968179;10212526;30360812;290669;61474942;149738;2164324;636218;371096;967741;0;11796;4300913;127685;4747924;1562590;297467;14;0;5;6735685;496739;9104154;16703904;6845854;8749289;58662;0;41958601;1545561;5572286;5097334;4400389;2399805;3711672;736739;23463785;289123;2636384;4845234;9469541;6433332;14010818;4480963;42165395;69938;1396454;1989220;2965815;1110199;1351209;0;8882834;566220;92772;906683;719751;20329;0;62571;2368326;40100221
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;01/03/2020;263666626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1446834;8423291;21015375;49760571;36017857;116047221;30211681;262922830;0;22985;68115;158798;90567;403330;0;743795;0;0;0;0;0;0;0;0;0
SANTANDER;30379;b1;C;3;S1;199;SAO PAULO;SP;01/03/2020;169156019;433440;4859165;8104537;7441257;1925566;1094547;272916;24131427;88727;1148425;2801080;4033058;998720;2586936;662022;12318969;293198;4344108;1441336;187545;69121;80794;7249;6423351;90082;20372815;9351106;479776;34586;29176;6336;30363876;90996;4770240;10827436;2421837;5052130;294908;0;23457548;938915;1622110;2299980;2713491;862651;342550;242395;9022092;119430;485378;1216758;2017809;821149;539613;14;5200150;627;974740;4615843;371592;85866;40683;0;6089351;75199;209970;569298;380789;25178;28750;0;1289184;50860071
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;S1;6;BRASILIA;DF;01/03/2020;138773752;1411687;3065039;8425683;12491682;3673271;529590;2010;29598962;48616;47319;88159;262577;54816;3342;49;504877;232165;375573;955326;3745;0;0;0;1566810;13167;152616;14186;0;0;0;0;179969;51934;698739;853502;326220;13389;0;0;1943785;1441898;813832;823310;858835;359904;169470;315;4467564;498034;5952818;9603339;18392657;13637681;35257155;6954162;90295846;9169;163611;2377058;34652;3998;813;0;2589302;234971;1185105;2702888;3245310;146871;111476;15;7626637;0
SAFRA;10083;b1;C;2;S2;199;SAO PAULO;SP;01/03/2020;50103193;38497;4326362;5447996;5560927;1061770;531654;0;16967205;5791;550489;1092897;1128189;235630;27901;0;3040896;65661;934129;61631;0;2100;0;0;1063520;17309;3791697;1021068;61049;9380;0;0;4900502;3674;2593271;2540832;1748483;804356;1302244;0;8992860;17719;399978;1170757;413561;63660;0;0;2065675;1741;146040;387604;794168;314904;221228;0;1865685;0;159539;530945;333277;186798;163963;0;1374521;0;9677;58195;153233;0;0;0;221104;9611223
BTG PACTUAL;49944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;01/03/2020;28670231;29924;474960;983633;1970813;430677;743931;0;4633938;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;55;308;2154967;1146653;13684;15795;455;0;3331861;22680;510245;1684798;1525313;323447;9800;0;4076283;269244;141826;94477;429046;12927;5849;0;953370;12;27761;59254;166315;157638;1092264;1352845;2856089;0;0;2712;0;0;0;0;2712;0;0;0;0;0;0;0;0;12815923
CITIBANK;30403;b1;C;3;S2;199;SAO PAULO;SP;01/03/2020;17567969;4691;1625570;877899;566977;443931;0;0;3519068;0;5698;17100;27779;4447;0;0;55025;0;415538;220530;0;0;0;0;636068;434;3805645;1048333;11357;315;140;0;4866224;3215;2421007;1760037;1463940;1630214;759;0;7279172;86623;296851;25914;0;0;0;82;409471;0;328;897;83;0;0;0;1308;0;134059;660057;7517;0;0;0;801633;0;0;0;0;0;0;0;0;0
ABC-BRASIL;41856;b1;C;3;S3;199;SAO PAULO;SP;01/03/2020;17431156;11447;826826;1870134;1474873;303128;31543;0;4517951;3204;261848;930652;632615;115182;3658;0;1947158;2221;95396;50775;0;0;0;0;148392;0;539211;582074;5784;0;0;0;1127070;11769;1012627;1688455;1331436;280557;58485;0;4383330;166527;217216;330671;318609;136586;63391;0;1233001;6483;32932;98559;183539;71466;35501;0;428480;0;78958;396457;272246;120182;111633;0;979477;0;0;0;0;0;0;0;0;2666297
