Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;42156;8036;5584654;8669794;8911225;-36396;8874829;0;0;0;0;0;1311539;874579;86590;25410021;0;25410021
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42156;3244;1402437;452639;20400774;-865319;19535454;1912;205408;74153;-7478;273996;1818474;146153;48853;23681250;74153;23607097
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42156;58273;5587476;4369787;10992448;-273962;10718486;0;0;0;0;0;2273591;40226;44149;23091987;0;23091987
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;42156;117258;3666516;1581714;11256794;-511968;10744826;0;0;0;0;0;3506691;640361;231852;20489218;0;20489218
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;C;3;SAO PAULO;SP;42156;94630;1990835;2003804;10810103;-320022;10490080;0;0;0;0;0;4036291;8667;29511;18653818;0;18653818
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42156;52184;2264038;2508851;7656759;-575432;7081326;0;1703;1468;-4;3167;2934777;431104;1991024;17266472;1468;17265004
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42156;192169;4100448;5662762;3753267;-288961;3464306;504;95391;53609;-8574;140930;992277;1398164;222041;16173097;53609;16119488
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42156;228310;349287;4786683;6925553;-916560;6008993;3597;288098;109176;-32039;368833;3198663;414962;185192;15540922;109176;15431746
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42156;225893;2829663;7849331;418902;-1375;417527;0;0;0;0;0;3488249;179846;48734;15039243;0;15039243
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42156;124026;7242390;5124426;79148;0;79148;0;0;0;0;0;1804839;437;15731;14390998;0;14390998
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42156;22;563387;1535567;11912952;-359300;11553652;0;0;0;0;0;512543;1273;34126;14200569;0;14200569
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42156;6333;620244;4771683;6951454;-117913;6833541;4275;334416;97929;-5738;430881;896435;92131;290638;13941886;97929;13843957
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42156;13764;448399;21834;11330769;-220858;11109912;118;99224;89062;-701;187703;1856668;189755;33173;13861207;89062;13772145
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42156;162620;1086244;877254;9386965;-457003;8929962;0;0;0;0;0;1738770;514595;248875;13558320;0;13558320
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42156;242289;2194016;726694;8370901;-721134;7649768;2;-94;155;0;63;1174645;608095;272481;12868050;155;12867895
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42156;40945;783333;6088915;3740511;-132271;3608241;0;0;0;0;0;1245465;313119;269837;12349855;0;12349855
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42156;26623;4080093;2633014;889949;-34302;855647;0;0;0;0;0;4520662;85584;56723;12258347;0;12258347
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42156;82771;94885;171;9453755;-382522;9071234;408;33138;6424;-4900;35070;1752365;37444;2891;11076831;6424;11070407
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42156;272311;327493;3071760;4785547;-194220;4591327;0;0;0;0;0;1515923;247747;29878;10056440;0;10056440
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42156;4777;1849963;7722838;0;0;0;0;0;0;0;0;358504;257;55783;9992122;0;9992122
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42156;3;1454341;6742667;268557;0;268557;0;0;0;0;0;201012;138;109573;8776290;0;8776290
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42156;19864;1427770;3503;6066518;-228996;5837522;705;63401;24020;-3352;84773;381464;33940;26255;7815091;24020;7791071
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42156;17715;3736903;5;1273765;-39123;1234642;20396;2376189;3735;-76987;2323333;234274;19181;143414;7709466;3735;7705731
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;42156;777097;2023675;563225;0;0;0;0;0;0;0;0;3874238;4748;25591;7268575;0;7268575
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42156;37899;1230000;889927;709272;0;709272;0;0;0;0;0;4101595;3394;2700;6974788;0;6974788
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42156;94152;198491;697874;5483653;-232540;5251112;0;0;0;0;0;422463;8758;106478;6779329;0;6779329
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42156;54929;1256539;1138830;598143;-520;597623;0;0;0;0;0;3451910;3701;22065;6525596;0;6525596
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42156;26488;806268;950990;3048643;-316617;2732026;0;0;0;0;0;1639500;51746;45883;6252901;0;6252901
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42156;338;983954;4630872;0;0;0;0;0;0;0;0;449015;11;81;6064271;0;6064271
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42156;68962;833886;551885;2406970;-4594;2402375;0;0;0;0;0;673409;1509542;5317;6045377;0;6045377
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42156;2910;995704;264984;3739634;-105284;3634350;0;0;0;0;0;144639;73102;675529;5791219;0;5791219
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42156;21503;541518;1406009;2528749;-106167;2422582;0;0;0;0;0;781903;67733;434894;5676142;0;5676142
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42156;19;1560450;1109975;1206094;-70649;1135444;0;0;0;0;0;50905;1744125;43792;5644710;0;5644710
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42156;3819;391811;848939;3844431;-69107;3775324;654;162779;67462;-2727;228168;233344;22934;23816;5528156;67462;5460694
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42156;30801;181686;3737357;891054;-25785;865270;0;0;0;0;0;556534;5134;33504;5410284;0;5410284
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42156;1569;89998;129;5354372;-167235;5187136;0;0;0;0;0;100601;17567;4774;5401775;0;5401775
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42156;90;512406;0;4611162;-247025;4364138;2526;282635;132336;-16216;401281;222322;12195;13134;5525566;132336;5393230
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42156;176085;577077;878065;3234783;-193514;3041269;0;0;0;0;0;265584;164020;114815;5216915;0;5216915
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42156;7810;284455;115956;4332794;-98450;4234344;69;2208;980;-93;3164;212850;57025;8236;4923839;980;4922859
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42156;699;151429;1006774;3325163;-211282;3113881;0;644;683;0;1327;387492;16156;24101;4701858;683;4701176
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42156;29444;0;516604;1618936;-268756;1350180;0;0;0;0;0;2750799;5108;5379;4657515;0;4657515
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;42156;1;571278;3769979;107471;-32;107439;0;0;0;0;0;116776;64;56866;4622403;0;4622403
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42156;3469;0;192524;1754093;-512444;1241648;0;0;0;0;0;3056362;9651;44135;4547789;0;4547789
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42156;47304;642470;1075729;1822925;-200338;1622587;0;0;0;0;0;835830;173605;102134;4499659;0;4499659
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;42156;1445;0;632066;3623861;-176436;3447425;0;0;0;0;0;195098;3723;34289;4314046;0;4314046
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42156;5479;251072;16541;3979358;-178344;3801014;904;45329;17547;-1815;61964;137734;7177;13968;4294949;17547;4277403
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42156;109389;918008;631985;1915732;-123046;1792686;0;0;0;0;0;400711;252065;100349;4205193;0;4205193
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42156;397;0;11205;4012830;-210274;3802556;0;50281;3071;-180;53172;160532;50963;2366;4081191;3071;4078120
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42156;164254;237393;1119612;1738987;-65574;1673412;173;3115;1492;-110;4670;472899;65119;115784;3853143;1492;3851651
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42156;4346;0;1529008;1986088;-88966;1897122;0;0;0;0;0;43460;49502;162894;3686333;0;3686333
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;42156;5;3259373;252224;0;0;0;0;0;0;0;0;3491;1553;104475;3621121;0;3621121
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;42156;28;2710257;525963;57748;-136;57612;0;0;0;0;0;4191;109562;127785;3535399;0;3535399
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42156;255;1849628;1163106;31762;-270;31493;0;0;0;0;0;18178;189656;220242;3472558;0;3472558
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;42156;2623;163853;734752;1521837;-29183;1492654;1521;162957;2163;-3091;163550;280858;31059;307485;3176834;2163;3174671
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42156;6471;943134;813198;947855;-43612;904243;0;0;0;0;0;368080;83868;41390;3160384;0;3160384
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42156;269;599361;524146;1997382;-364106;1633276;0;0;0;0;0;152978;245;35783;2946058;0;2946058
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42156;7704;255699;442308;971815;-10168;961647;0;0;0;0;0;1256141;14014;362;2937875;0;2937875
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42156;23806;498135;885267;268390;-7005;261385;0;0;0;0;0;1161444;182;5772;2835991;0;2835991
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;42156;6231;142833;147662;2269097;-39991;2229106;-114;8263;4284;-275;12159;161937;5766;5314;2711007;4284;2706723
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42156;22182;0;757244;1815667;-55044;1760623;0;0;0;0;0;17710;15895;126299;2699953;0;2699953
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;42156;4;1661818;832462;54160;-816;53344;0;0;0;0;0;3981;187;93163;2644958;0;2644958
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;42156;2;533624;1871050;51883;0;51883;0;0;0;0;0;53893;56;49128;2559636;0;2559636
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42156;411;95229;207760;1483419;-437582;1045836;0;0;0;0;0;1183876;0;489;2533601;0;2533601
BONSUCESSO - PRUDENCIAL;1000080422;b1;;I;2;BELO HORIZONTE;MG;42156;4449;169061;1059222;579762;-62458;517305;0;0;0;0;0;440190;21457;296804;2508488;0;2508488
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;;I;3;RIO DE JANEIRO;RJ;42156;1120;123905;616794;615;0;615;0;0;0;0;0;1687712;31219;22786;2484150;0;2484150
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42156;27778;589038;67369;1245307;-34779;1210527;0;0;0;0;0;457462;59349;35970;2447493;0;2447493
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;42156;10908;3595;671414;1405909;-75384;1330525;0;0;0;0;0;233475;96818;69456;2416191;0;2416191
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42156;8028;82100;30886;1447962;-394034;1053928;0;0;0;0;0;1174983;498;46683;2397107;0;2397107
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;42156;1679;250288;67562;1913391;-44598;1868792;101;8244;2434;-103;10677;98159;13891;7071;2318120;2434;2315686
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42156;7915;261497;241458;1540913;-196727;1344186;1361;12577;6627;-1361;19204;220980;145723;3103;2244065;6627;2237438
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42156;335;247931;125497;1758463;-50208;1708255;0;0;0;0;0;40346;59839;8169;2190373;0;2190373
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42156;1453;395996;977848;217346;-899;216447;0;0;0;0;0;579528;935;2476;2174683;0;2174683
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;42156;383513;645349;351088;260554;-8609;251945;0;0;0;0;0;467467;22109;11078;2132549;0;2132549
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42156;701;287762;152520;1297358;-96868;1200490;0;0;0;0;0;298189;97003;66052;2102717;0;2102717
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;42156;12981;136695;1185615;0;0;0;0;0;0;0;0;758785;636;2308;2097021;0;2097021
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;42156;5278;498675;558380;732971;-33051;699920;0;0;0;0;0;227845;1859;5839;1997796;0;1997796
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;42156;2988;750694;257705;960132;-18303;941829;0;0;0;0;0;7761;217;176;1961371;0;1961371
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;42156;30543;310489;893571;457113;-13251;443862;0;0;0;0;0;101491;128235;21621;1929811;0;1929811
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;42156;7943;151;0;1171634;-121575;1050060;0;0;0;0;0;44859;614077;84616;1801706;0;1801706
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;;I;3;SAO PAULO;SP;42156;1495;548061;0;1190551;-37694;1152857;0;0;0;0;0;39539;0;0;1741951;0;1741951
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;42156;3517;614;527869;18647;-2134;16513;0;0;0;0;0;11336;1116341;10930;1687120;0;1687120
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;42156;33;17992;368517;1220074;-29163;1190911;0;0;0;0;0;13443;61561;20939;1673394;0;1673394
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;;I;3;SAO PAULO;SP;42156;21226;81799;490001;0;0;0;0;0;0;0;0;1054517;2299;8667;1658510;0;1658510
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;42156;1;0;720862;863814;-18297;845518;0;0;0;0;0;4784;135;1691;1572990;0;1572990
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;42156;28245;15;0;886880;-52721;834159;0;0;0;0;0;49315;536276;83573;1531583;0;1531583
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;42156;483;296032;83134;1066489;-46680;1019809;0;0;0;0;0;62270;33580;18666;1513975;0;1513975
FATOR - PRUDENCIAL;1000080350;b1;;C;2;SAO PAULO;SP;42156;536;16500;1104735;111541;-3454;108087;0;0;0;0;0;112933;2445;161386;1506623;0;1506623
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;42156;13689;0;96242;606916;-51462;555453;0;0;0;0;0;30300;730761;65828;1492274;0;1492274
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;42156;384804;312589;71198;352752;-10569;342183;0;0;0;0;0;314053;36725;23887;1485439;0;1485439
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;42156;0;0;351234;1042488;-27125;1015363;0;0;0;0;0;38762;35799;1277;1442435;0;1442435
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;42156;25780;0;53487;1293127;-31276;1261851;5;20605;15774;-302;36082;35809;3281;1381;1417671;15774;1401896
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;42156;12522;0;156;393501;-10990;382511;0;0;0;0;0;23183;895199;25123;1338695;0;1338695
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - UNICRED CENTRAL NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;42156;293;0;1213920;107036;-573;106462;0;0;0;0;0;12083;117;5333;1338208;0;1338208
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;42156;18;103921;983498;125684;-2158;123526;0;0;0;0;0;15032;80829;15417;1322242;0;1322242
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;42156;11464;10;0;797648;-42414;755234;0;0;0;0;0;35178;431587;77712;1311184;0;1311184
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;42156;1852;6999;290374;500482;-8652;491830;0;0;0;0;0;2604;367096;20429;1181182;0;1181182
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;42156;8855;0;0;686329;-59532;626797;0;0;0;0;0;25989;447299;66977;1175916;0;1175916
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;;I;3;BARUERI;SP;42156;6198;0;0;0;0;0;67705;1058732;11896;-61782;1076553;97060;657;1842;1182309;11896;1170412
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;42156;4089;0;205169;312051;-45259;266792;0;0;0;0;0;18600;618207;48633;1161489;0;1161489
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;;I;2;PALOTINA;PR;42156;11487;0;0;576816;-33197;543619;0;0;0;0;0;28252;517459;49016;1149833;0;1149833
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;;I;2;MARINGA;PR;42156;16616;933691;101474;24880;-474;24406;0;0;0;0;0;1385;163;52048;1129783;0;1129783
