Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;42887;162752;7128758;7772728;3400198;-264660;3135538;113;23560;14333;-561;37445;879500;1319655;297213;20733589;14333;20719256
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;42887;28283;3940651;3373047;621927;-3017;618910;0;0;0;0;0;11452047;62870;63520;19539328;0;19539328
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;42887;1415;4211389;1683301;350453;-5874;344579;2655;903593;49982;-33676;922554;10952112;4320;47113;18166783;49982;18116801
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;42887;8;473772;2314694;13789438;-466623;13322815;0;0;0;0;0;675925;15121;29427;16831762;0;16831762
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;42887;4663;612755;175668;13329971;-891258;12438712;3269;254732;41677;-4907;294771;2216297;70532;27357;15840757;41677;15799080
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;42887;35669;1855866;8622044;3309055;-292077;3016978;0;0;0;0;0;1500355;316350;336861;15684123;0;15684123
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;42887;25253;684321;2349916;7858098;-513332;7344766;21;1852;1790;-83;3580;4116557;273054;792280;15589727;1790;15587937
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;42887;173849;746594;1338585;9139228;-500396;8638832;0;0;0;0;0;1820349;709667;258943;13686818;0;13686818
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;42887;3500;620397;4637614;6194802;-173890;6020912;4264;403675;115554;-25633;497860;893312;34822;322496;13030913;115554;12915358
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;42887;0;646967;10619123;250500;-11;250489;0;0;0;0;0;258754;68;119421;11894823;0;11894823
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;42887;40137;954224;928398;718103;-78546;639557;0;0;0;0;0;9232806;2139;1864;11799124;0;11799124
GMAC - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;42887;11174;425099;168050;8614154;-230203;8383951;0;8513;129;-215;8427;2017180;64420;84138;11162439;129;11162310
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;42887;42804;2324230;996766;688737;0;688737;0;0;0;0;0;6835238;1253;22422;10911451;0;10911451
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;42887;13606;2558125;7224672;0;0;0;0;0;0;0;0;955225;1120;27386;10780135;0;10780135
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;42887;360210;1234428;1143004;5915957;-685414;5230543;0;0;0;0;0;1439462;435737;272721;10116105;0;10116105
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;42887;107878;2120248;949588;1591307;-1200;1590107;0;0;0;0;0;5143748;64648;9910;9986128;0;9986128
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;42887;203104;1116290;2672233;3343126;-264953;3078173;0;0;0;0;0;1388624;310682;205727;8974834;0;8974834
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;42887;92026;3519328;3688871;759101;0;759101;0;0;0;0;0;840619;466;17987;8918398;0;8918398
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;42887;46727;46815;1371;6688183;-396843;6291340;163;118927;12366;-1239;130218;1657417;39811;1785;8215483;12366;8203117
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;42887;433237;158966;2208373;1958232;-141361;1816871;0;0;0;0;0;2455801;96102;763035;7932386;0;7932386
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;42887;42532;294951;716653;5903211;-434329;5468882;0;0;0;0;0;630976;66652;118706;7339351;0;7339351
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;42887;448;989580;5966049;0;0;0;0;0;0;0;0;306066;3;12771;7274916;0;7274916
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;42887;16583;595660;40;6596837;-371693;6225144;336;34173;11325;-1257;44577;361255;14538;16927;7274724;11325;7263399
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;C;2;RIO DE JANEIRO;RJ;42887;1082;999338;2979009;0;0;0;0;0;0;0;0;2927090;53434;140815;7100769;0;7100769
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;I;3;SAO PAULO;SP;42887;24241;3239130;1090281;1911061;-9792;1901269;0;0;0;0;0;431286;379998;6616;7072822;0;7072822
COOPERATIVA CENTRAL DE CRÉDITO,POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;42887;0;471090;6224560;127847;-8;127839;0;0;0;0;0;167154;108;61779;7052529;0;7052529
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;42887;70171;801004;1103513;2496374;-140160;2356214;0;99;0;0;99;2399196;94208;22546;6846950;0;6846950
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;42887;2618;2494773;890217;1695631;-111443;1584188;0;0;0;0;0;71818;1592284;53897;6689796;0;6689796
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;42887;2542;119836;0;6489839;-347419;6142420;0;0;0;0;0;210305;30263;5985;6511351;0;6511351
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;42887;137916;958619;925912;3801618;-134865;3666753;0;0;0;0;0;414200;208927;152604;6464930;0;6464930
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;42887;3358;0;247888;2124627;-669177;1455450;0;0;0;0;0;3827508;15843;905986;6456034;0;6456034
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;42887;17;4705454;1043699;40508;-20;40488;0;0;0;0;0;7111;251413;198055;6246236;0;6246236
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;42887;9010;1952861;3387617;414494;-43884;370610;0;0;0;0;0;408280;13104;31576;6173058;0;6173058
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;42887;16;2952572;2216016;6636;-98;6538;0;0;0;0;0;22716;143816;328260;5669933;0;5669933
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;42887;29284;11339;362614;1624972;-251010;1373961;0;0;0;0;0;3647585;15979;4624;5445387;0;5445387
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;42887;294;852875;182892;3677726;-173644;3504081;0;0;0;0;0;149682;4118;669826;5363769;0;5363769
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;42887;4888;321326;2136399;2670420;-99688;2570731;0;0;0;0;0;52855;33468;196004;5315672;0;5315672
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;42887;84;395292;0;4342849;-168457;4174392;628;247221;81137;-5586;323400;358653;9755;7140;5268716;81137;5187579
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;42887;7957;857998;1407579;2189268;-67292;2121975;0;0;0;0;0;700711;39251;5108;5140579;0;5140579
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;42887;3657;450737;212576;3956864;-64806;3892058;838;174382;56696;-1656;230260;310451;16723;12236;5128699;56696;5072003
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;42887;2068;188599;1163299;3465141;-255458;3209683;0;483;483;0;966;433640;9531;29781;5037567;483;5037084
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;42887;19327;822539;1258776;2100999;-40569;2060430;0;418;0;-125;293;625237;70691;80809;4938102;0;4938102
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;42887;27;4356310;349461;0;0;0;0;0;0;0;0;4321;1552;172544;4884214;0;4884214
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;42887;68501;821022;1017679;2020235;-125902;1894334;0;0;0;0;0;578842;324027;96982;4801386;0;4801386
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;42887;818;1499262;1293035;2131023;-529190;1601833;0;0;0;0;0;160424;17777;54173;4627323;0;4627323
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;42887;3;2852625;1459318;83730;-819;82911;0;0;0;0;0;4135;143;134302;4533438;0;4533438
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;42887;650;250598;138822;3188389;-83410;3104979;0;26;0;0;26;991276;14768;10236;4511355;0;4511355
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;42887;16838;0;1958603;2132813;-141079;1991734;0;0;0;0;0;12658;46782;187046;4213661;0;4213661
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;42887;37842;1044402;1652338;325638;-7555;318083;0;0;0;0;0;1042311;33792;4191;4132959;0;4132959
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;42887;0;368572;3296914;64730;-8;64722;0;0;0;0;0;73832;63;49401;3853504;0;3853504
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;42887;18011;867934;2;945238;-108041;837197;1847;1681652;3735;-58463;1628771;360451;237;0;3712602;3735;3708866
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;42887;6973;356177;24661;3249292;-217187;3032105;1448;77697;5053;-960;83238;179928;6183;16560;3705825;5053;3700772
INTERMEDIUM - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;42887;20808;686090;312078;2384254;-95900;2288355;0;0;0;0;0;154612;90870;7628;3560441;0;3560441
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;42887;449;0;653555;2868626;-284248;2584378;0;0;0;0;0;288425;126;30062;3556995;0;3556995
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;42887;42283;690889;894757;847235;-50215;797020;0;0;0;0;0;808930;221627;93521;3549027;0;3549027
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;42887;94115;34899;432477;939511;-84262;855250;0;0;0;0;0;2049300;6333;419;3472793;0;3472793
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;42887;80082;435638;1603719;605557;-11718;593840;0;0;0;0;0;559911;172962;19556;3465708;0;3465708
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;42887;14669;670614;1541058;809020;-2809;806211;0;0;0;0;0;428217;881;3691;3465341;0;3465341
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;42887;230;244910;356510;1750780;-582758;1168021;0;0;0;0;0;1432105;0;3715;3205491;0;3205491
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;42887;1878;0;263;2952484;-140700;2811784;97;30487;8000;-65;38519;175687;89857;5406;3123393;8000;3115393
SOCOPA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;42887;422580;964432;454938;414184;-10475;403709;0;0;0;0;0;825153;26627;10533;3107971;0;3107971
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;S4;I;2;BLUMENAU;SC;42887;68;1230328;1537570;68928;-1836;67092;0;0;0;0;0;18716;183828;18162;3055764;0;3055764
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;42887;16101;718139;115893;1230288;-25554;1204734;0;0;0;0;0;743856;142190;38021;2978934;0;2978934
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;S4;I;3;SAO PAULO;SP;42887;105512;956998;757084;0;0;0;0;0;0;0;0;986285;358;4273;2810510;0;2810510
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;42887;2542;383604;54718;2173819;-449874;1723945;291;29038;15757;-2215;42871;539017;61151;2418;2810266;15757;2794509
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;42887;6153;255451;633113;1483746;-101603;1382142;0;0;0;0;0;292398;132814;82232;2784302;0;2784302
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;C;2;SAO PAULO;SP;42887;30557;133325;97175;1246194;-464337;781857;0;0;0;0;0;1448832;0;39337;2531083;0;2531083
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;42887;3273;109745;430421;1136917;-44370;1092548;1737;146046;2163;-3979;145967;309543;138845;296685;2527026;2163;2524863
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;42887;82;9538;2376455;102569;-1060;101509;0;0;0;0;0;12823;149;7466;2508023;0;2508023
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;42887;429;10356;708332;10163;-3159;7005;0;0;0;0;0;2715;1741935;25969;2496742;0;2496742
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;42887;2163;972902;497878;1029582;-49555;980026;0;0;0;0;0;2167;2625;1333;2459094;0;2459094
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;42887;60;1371182;726425;43300;-216;43084;0;0;0;0;0;3135;156213;74929;2375029;0;2375029
BONSUCESSO - PRUDENCIAL;1000080422;b1;S4;I;2;BELO HORIZONTE;MG;42887;30279;157376;662457;315482;-18858;296624;0;0;0;0;0;748397;47699;360725;2303557;0;2303557
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;42887;430;429187;89345;1232862;-121357;1111505;0;0;0;0;0;372451;120661;98836;2222416;0;2222416
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;42887;52814;3661;0;1212566;-82690;1129876;0;0;0;0;0;88499;782426;107481;2164757;0;2164757
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;42887;36;2365;496599;1433626;-49953;1383673;0;0;0;0;0;15460;231834;28110;2158077;0;2158077
CAIXA GERAL - PRUDENCIAL;1000080927;b1;S4;C;3;SAO PAULO;SP;42887;16656;724453;678412;362015;-20589;341426;0;0;0;0;0;374204;1511;3498;2140161;0;2140161
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;42887;14106;0;337036;667456;-45959;621497;0;0;0;0;0;48024;1048308;69052;2138024;0;2138024
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;42887;19;27178;1955199;0;0;0;0;0;0;0;0;1079;125325;13798;2122597;0;2122597
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;42887;2570;145856;101642;1641526;-63708;1577818;38;5983;1038;-52;7007;187744;5150;8082;2035868;1038;2034831
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;S4;I;2;BELO HORIZONTE;MG;42887;8569;0;0;647505;-16373;631132;0;0;0;0;0;25463;1307446;34258;2006868;0;2006868
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;42887;7979;1250;0;993555;-110502;883054;0;0;0;0;0;48687;957757;94763;1993490;0;1993490
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;I;2;MARINGA;PR;42887;8407;858149;995834;6450;-32;6418;0;0;0;0;0;4124;261;89181;1962374;0;1962374
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;42887;305249;354249;179649;456416;-9920;446496;0;0;0;0;0;563612;28338;15222;1892815;0;1892815
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;42887;11952;63;0;977191;-49260;927930;0;0;0;0;0;55925;776712;102316;1874898;0;1874898
AF PARANÁ - PRUDENCIAL;1000081115;n1;S4;I;1;CURITIBA;PR;42887;5;0;630510;1203393;-24086;1179307;0;0;0;0;0;19808;162;1115;1830906;0;1830906
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;S4;I;2;GOIANIA;GO;42887;651;1533135;183005;5652;-30;5623;0;0;0;0;0;3680;106;95667;1821866;0;1821866
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;S4;I;2;LONDRINA;PR;42887;10848;11800;378530;610588;-19711;590876;0;0;0;0;0;1280;735143;20877;1749353;0;1749353
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS – CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;S4;I;2;GOIANIA;GO;42887;10;221403;1443829;5514;0;5514;0;0;0;0;0;33608;69;16175;1720608;0;1720608
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;42887;20738;0;556750;888658;-110933;777725;0;0;0;0;0;75063;212047;69299;1711622;0;1711622
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;S4;I;2;LONDRINA;PR;42887;12;75349;1583858;0;0;0;0;0;0;0;0;444;7100;4568;1671331;0;1671331
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;42887;13371;0;227882;551027;-31084;519944;0;0;0;0;0;33979;788949;46307;1630431;0;1630431
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;S4;I;2;ENCANTADO;RS;42887;4449;1769;333018;378811;-75219;303592;0;0;0;0;0;19376;874828;77918;1614949;0;1614949
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;42887;2313;85516;604258;381570;-1873;379697;0;0;0;0;0;536510;107;3886;1612286;0;1612286
