Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;42887;1443368417;642733296;1363168435;1140387934;80199982;5151284;127047617;0,1801;0,1656;4871;1316
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;42887;1284632297;479875011;1152356813;872161978;132275484;11233993;133654053;0,1845;0,2398;3408;949
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;42887;1277000654;715885570;1248099515;1077395145;28901138;4073798;83193794;0,1442;0,1162;3414;828
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;42887;999292204;375069187;892466990;718333748;106825214;7983535;103050036;0,1666;0,3957;5141;1450
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;42887;883640023;347038889;833470381;505988988;50169642;1344925;126593854;0,2275;0,0987;4;0
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;42887;652922170;256764669;589644280;458774837;63277890;3833754;62047052;0,1649;0,1635;2763;1187
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;42887;154355372;52126449;144724282;126991573;9631090;846758;12463933;0,1542;0,3126;111;5
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;42887;118303207;12571523;100272751;54100156;18030456;1228849;18565348;0,1901;0,263;11;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;42887;102026806;46305204;93739060;69785033;8287747;230903;8178049;0,1353;0,2026;90;0
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;42887;79386626;19428970;70701082;43397344;8685544;481601;8467661;0,1646;0,0405;134;15
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;42887;70556334;30905386;63953492;54134459;6602843;316205;6169931;0,1567;0,09;537;158
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;42887;50614703;11955370;47326181;15993306;3288522;298041;5958135;0,1538;0,0328;318;2
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S2;C;3;SAO PAULO;SP;42887;46450516;5020149;42622337;27114524;3828179;39551;5065948;0,1722;0,0409;6;0
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;42887;40673628;11973497;39224948;34578839;1448680;100863;1439544;0,1701;0,0687;4;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;42887;39885220;13047652;36640591;16059168;3244629;-25599;3828717;0,1557;0,0158;5;0
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;42887;38610997;15860837;37351057;35752465;1259940;54113;1408064;0,2585;0,0827;5;0
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;42887;34143955;1212524;29420900;18916422;4723054;169574;4720295;0,2283;0,0236;8;1
PAN;1000080257;b1;S3;C;2;SAO PAULO;SP;42887;27303013;19208985;23842803;19285658;3460210;46463;2323298;0,1161;0,2046;4;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;42887;26549966;11858696;23460043;20399332;3089924;203994;3449869;0,1618;0,0098;6;0
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;42887;24527141;7178547;23372640;14985342;1154501;-211887;1052972;0,1451;0,0861;15;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;42887;23475708;13208392;20648050;17527295;2827658;247878;2822821;0,1636;0,0912;39;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;42887;21442990;15713311;19151864;16501227;2291126;208653;3051540;0,1549;0,0051;17;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;42887;21239919;944743;18981862;11840261;2258057;121225;2258057;0,1869;0,0191;2;0
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;42887;20719256;3767258;19367729;18614562;1351527;84760;1320063;0,1831;0,2042;131;26
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;42887;19539328;1005909;18125680;6026827;1413649;29635;1396239;0,3052;0,033;2;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;42887;18116801;2214363;16836028;6115116;1280772;-73171;1280670;0,2734;0,0367;4;0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;42887;16831762;13822621;14346208;13554003;2485555;63815;2299433;0,1465;0,0101;3;0
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;42887;15799080;13681562;12937862;9420090;2861217;231344;3805004;0,2705;0,0037;1;0
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;42887;15684123;3364672;13706732;4704690;1977392;12462;2672103;0,1559;0,0946;124;3
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;42887;15587937;8185362;12939847;9266819;2648090;20884;1643405;0,1955;0,1881;32;0
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;42887;13686818;9139228;12338851;10008889;1347968;106605;1394687;0,1511;0,1236;124;6
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;42887;12915358;6773937;10613988;9928552;2301370;66700;2282532;0,2491;0,1403;40;1
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;42887;11894823;250500;11533297;0;361526;0;164267;0,1995;0,0367;0;0
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;42887;11799124;2842630;10995109;3736937;804015;26455;804009;0,2811;0,0023;2;0
GMAC - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;42887;11162310;8730394;9266532;5055379;1895778;118407;1699441;0,1793;0,0495;1;0
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;42887;10911451;1804617;10074110;3139387;837340;3071;826395;0,1562;0,0264;3;0
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;42887;10780135;0;9318651;4775935;1461485;56253;1461485;0,2284;0,0187;2;0
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;42887;10116105;6075166;9368515;7679701;747590;9683;999419;0,144;0,2452;175;57
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;42887;9986128;2242250;8419606;3770995;1566522;19106;1450227;0,2264;0,0067;1;0
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;42887;8974834;4012565;7848128;6506884;1126706;-20681;1051428;0,1462;0,1956;8;0
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;42887;8918398;759101;5995029;2501623;2923369;159984;2454244;0,3542;0,0073;2;0
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;42887;8203117;7827353;6678977;5953892;1524139;14760;1553634;0,1775;0,001;2;0
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;42887;7932386;3670870;5720818;5377910;2211568;2896;1297005;0,1937;0,1682;2;0
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;42887;7339351;5904450;5617414;4926116;1721937;-36327;988938;0,1521;0,1133;1;0
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;42887;7274916;0;1978632;16;5296284;56842;5296284;0,4374;0,0024;1;0
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;42887;7263399;6621038;5984688;5622095;1278711;80857;1243011;0,1785;0,0073;1;0
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;C;2;RIO DE JANEIRO;RJ;42887;7100769;0;6085289;884154;1015480;106820;856372;0,2549;0,0694;2;0
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;I;3;SAO PAULO;SP;42887;7072822;2158414;6165815;5049282;907007;18731;1513346;0,2772;0,0031;1;0
COOPERATIVA CENTRAL DE CRÉDITO,POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;42887;7052529;127847;6859177;0;193352;0;107664;0,2089;0,0387;0;0
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;42887;6846950;3172624;5833069;5060445;1013881;-4976;528463;0,1104;0,0393;4;0
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;42887;6689796;1695631;1256089;1152057;5433707;59413;622560;0,2187;0,0721;61;0
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;42887;6511351;6493942;5527408;5233966;983944;80417;1042003;0,1671;0,0057;2;0
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;42887;6464930;3833919;5555644;5277339;909286;93813;842226;0,2069;0,1016;113;31
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;42887;6456034;5445663;4496825;671757;1959208;116370;1251691;0,244;0,1586;1;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;42887;6246236;40508;5961986;3985264;284249;22177;159442;0,112;0,0542;0;0
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;42887;6173058;468448;5597529;5259257;575529;-40210;523115;0,1842;0,0456;3;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;42887;5669933;6636;5241942;167385;427991;27791;256080;0,1677;0,2063;0;0
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;42887;5445387;5060849;4867373;1163295;578013;112135;575213;0,132;0,0032;3;0
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;42887;5363769;3698244;4101581;3989147;1262189;67151;795633;0,2128;0,2701;2;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;42887;5315672;2671385;4000546;2857029;1315125;89163;1313572;0,3487;0,0609;0;57
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;42887;5187579;4695782;4316005;4063075;871574;42453;870461;0,2042;0,0082;2;0
