Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;42887;127026;0;0;5548406;0;5675432;4895352;0;0;0;0;35432;35432;8310206;18916422;3286245;7216720;29419388;1513;4723054;34143955
PAN;1000080257;b1;S3;C;2;SAO PAULO;SP;42887;43944;0;11981281;3523538;0;15548763;1103852;1512556;148681;826598;0;7162;2494998;138045;19285658;168823;4387934;23842415;388;3460210;27303013
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;42887;20132;0;413529;5721261;0;6154922;27864;1034287;2672301;3538242;0;6853;7251684;6964862;20399332;1098631;1933917;23431880;28163;3089924;26549966
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;42887;80704;9122;285710;2387149;0;2762685;4201702;97352;131394;89735;55066;297;373845;7647111;14985342;58948;8298870;23343160;29480;1154501;24527141
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;42887;551361;0;371470;4338680;7396;5268907;1615635;562008;455641;5343040;1724391;0;8085080;2557673;17527295;7103;3017234;20551632;96418;2827658;23475708
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;42887;17682;0;397;773517;0;791596;638857;1192431;1450946;0;0;0;2643377;12427397;16501227;241501;2408859;19151587;277;2291126;21442990
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;42887;541700;0;479345;9502712;0;10523757;1316503;0;0;0;0;0;0;0;11840261;3796961;3342689;18979911;1951;2258057;21239919
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;42887;919443;2515313;127240;6553452;16644;10132091;7406874;447478;245880;0;0;0;693358;382238;18614562;0;749243;19363805;3924;1351527;20719256
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;42887;122320;0;17028;2753678;0;2893027;6460;0;0;0;0;0;0;3127341;6026827;991130;11106779;18124736;944;1413649;19539328
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;42887;6584;0;255186;465066;0;726836;1289246;0;0;0;0;0;0;4099035;6115116;526535;10172799;16814450;21579;1280772;18116801
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;42887;0;0;0;0;0;0;0;0;0;0;0;0;0;13554003;13554003;45;785652;14339701;6506;2485555;16831762
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;42887;0;0;303105;2952692;0;3255798;0;0;0;613772;0;0;613772;5550520;9420090;7115;3395107;12822312;115550;2861217;15799080
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;42887;710161;495457;22545;1382173;728119;3338456;119993;0;426780;0;0;0;426780;819461;4704690;0;9002042;13706732;0;1977392;15684123
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;42887;30008;0;65745;7538967;0;7634720;29999;24166;145912;567913;311759;0;1049750;552349;9266819;520274;3152754;12939847;0;2648090;15587937
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;42887;698220;1633844;63820;6227436;7966;8631288;775821;307196;0;44981;0;0;352176;249604;10008889;0;2329886;12338775;76;1347968;13686818
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;42887;23694;0;0;165662;0;189356;1899990;0;162609;3992928;0;1753891;5909428;1929779;9928552;155190;510024;10593767;20222;2301370;12915358
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;42887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11533297;11533297;0;361526;11894823
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;42887;1374;0;32869;1207811;0;1242054;0;0;0;0;0;0;0;2494882;3736937;197864;7055936;10990736;4372;804015;11799124
GMAC - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;42887;0;0;1965944;1379235;0;3345179;0;0;0;1710200;0;0;1710200;0;5055379;0;3965927;9021306;245226;1895778;11162310
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;42887;8373;0;0;585863;0;594236;0;0;452464;261373;0;0;713837;1831314;3139387;282565;6651405;10073357;754;837340;10911451
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;42887;0;0;3130;189560;0;192691;2043720;0;0;0;0;0;0;2539525;4775935;3615621;927094;9318651;0;1461485;10780135
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;42887;251728;177071;56499;6338476;0;6823773;303583;36956;307141;208247;0;0;552344;0;7679701;86;1688058;9367845;670;747590;10116105
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;42887;245870;0;127600;1775987;0;2149457;0;0;0;0;0;0;0;1621538;3770995;405667;4236405;8413067;6539;1566522;9986128
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;42887;26985;0;113702;3572665;0;3713352;465401;687773;503863;135690;89235;0;1416560;911570;6506884;1064058;176860;7747802;100326;1126706;8974834
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;42887;0;0;0;1860113;0;1860113;266659;0;0;0;0;373863;373863;988;2501623;1354688;2138718;5995029;0;2923369;8918398
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;42887;0;0;321000;130647;0;451647;0;0;0;246365;0;0;246365;5255880;5953892;0;701598;6655489;23488;1524139;8203117
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;42887;108600;0;157643;2750387;0;3016631;401290;923426;790808;145723;0;1265;1861223;98766;5377910;19596;316437;5713944;6874;2211568;7932386
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;42887;263;0;0;301;0;564;0;0;197996;346473;0;0;544468;4381084;4926116;14691;664917;5605724;11691;1721937;7339351
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;42887;16;0;0;0;0;16;0;0;0;0;0;0;0;0;16;0;1978616;1978632;0;5296284;7274916
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;42887;0;0;0;760422;0;760422;0;0;41973;262771;0;0;304744;4556929;5622095;4693;175736;5802524;182165;1278711;7263399
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;C;2;RIO DE JANEIRO;RJ;42887;0;0;0;0;0;0;655003;0;0;0;0;0;0;229151;884154;272061;4928895;6085111;179;1015480;7100769
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;I;3;SAO PAULO;SP;42887;81418;0;0;2225712;1;2307131;141379;0;0;0;0;0;0;2600772;5049282;145082;967743;6162107;3708;907007;7072822
COOPERATIVA CENTRAL DE CRÉDITO,POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;42887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6859177;6859177;0;193352;7052529
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;42887;39146;0;12716;3633696;0;3685558;122960;469854;382805;155256;0;0;1007915;244012;5060445;102556;661284;5824286;8783;1013881;6846950
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;42887;0;0;51979;0;785078;837057;0;315000;0;0;0;0;315000;0;1152057;0;104032;1256089;0;5433707;6689796
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;42887;55312;0;30084;142057;0;227452;0;0;0;0;0;0;0;5006514;5233966;0;276202;5510168;17240;983944;6511351
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;42887;569151;802592;613157;2906683;0;4891582;312446;0;0;71960;0;0;71960;1350;5277339;0;278305;5555644;0;909286;6464930
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;42887;0;0;33622;0;0;33622;211755;0;0;426380;0;0;426380;0;671757;0;3825068;4496825;0;1959208;6456034
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;42887;85;0;0;3731942;631;3732658;0;0;0;0;0;0;0;252606;3985264;0;1976722;5961986;0;284249;6246236
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;42887;0;0;426687;1144425;0;1571112;3352452;0;0;91061;0;8530;99591;236102;5259257;76836;260904;5596997;532;575529;6173058
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;42887;0;0;0;0;0;0;0;0;0;0;0;0;0;167385;167385;0;5074556;5241942;0;427991;5669933
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;42887;0;0;841039;0;0;841039;0;0;0;205839;0;0;205839;116418;1163295;11553;3692525;4867373;0;578013;5445387
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;42887;9052;0;153305;2813897;0;2976253;8380;31159;0;929870;0;0;961029;43484;3989147;0;112421;4101568;12;1262189;5363769
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;42887;416037;0;0;1645706;23643;2085386;0;0;768867;0;0;0;768867;2777;2857029;0;1143517;4000546;0;1315125;5315672
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;42887;0;0;0;44494;0;44494;0;0;0;0;0;0;0;4018581;4063075;0;185247;4248322;67683;871574;5187579
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;42887;140124;0;18807;860305;0;1019235;743716;45471;1034230;759681;158;0;1839539;796887;4399378;7257;153904;4560539;8232;571808;5140579
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;42887;0;0;447735;194521;0;642257;0;0;0;921422;0;0;921422;2277908;3841587;172129;426663;4440379;50453;581171;5072003
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;42887;0;0;2462415;42010;0;2504425;0;0;0;0;0;0;0;335664;2840089;45022;616492;3501602;5534;1529948;5037084
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;42887;57060;0;54639;3243095;0;3354794;216216;161585;38816;34912;8271;0;243584;109312;3923906;18;269243;4193167;2008;742928;4938102
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;42887;0;0;0;4451197;0;4451197;0;0;0;0;0;0;0;0;4451197;0;185127;4636324;0;247890;4884214
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;42887;579251;1150660;119506;1849876;1274;3700567;38591;28017;0;40628;0;0;68645;82892;3890695;0;563205;4453900;54;347433;4801386
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;42887;1249;0;0;54863;0;56112;0;0;0;0;0;0;0;4072;60184;0;350699;410883;29;4216411;4627323
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;42887;99;0;0;68629;0;68728;0;0;0;0;0;0;0;0;68728;0;4289434;4358161;0;175277;4533438
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;42887;0;0;155552;2160918;0;2316471;115049;0;0;1017333;0;0;1017333;102312;3551164;4756;309751;3865672;1154;644529;4511355
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;42887;358852;0;129711;2402084;31961;2922608;0;0;0;0;0;0;0;7816;2930424;0;285601;3216025;0;997635;4213661
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;42887;32806;0;0;1944344;0;1977150;35231;0;0;0;0;0;0;465130;2477511;73044;1010142;3560696;103;572159;4132959
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;42887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3730673;3730673;0;122831;3853504
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;42887;0;0;15806;2933606;0;2949412;0;0;0;0;0;0;0;0;2949412;0;265954;3215366;0;493500;3708866
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;42887;0;0;0;17345;0;17345;0;0;0;0;0;0;0;2805708;2823052;0;105933;2928985;20687;751100;3700772
INTERMEDIUM - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;42887;105310;0;1015;1589785;0;1696109;17169;1304650;18244;1680;0;0;1324573;36566;3074417;0;119945;3194362;0;366078;3560441
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;42887;0;0;0;0;0;0;0;0;0;0;0;0;0;2764186;2764186;0;131872;2896058;91;660845;3556995
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;42887;25300;0;165039;1778016;0;1968355;141110;81880;658841;5093;0;0;745814;20849;2876128;3499;228491;3108119;4807;436102;3549027
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;42887;6377;0;0;113596;0;119973;0;124530;141002;0;0;0;265532;1839341;2224846;141481;633506;2999832;0;472961;3472793
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;42887;70780;0;0;1202872;0;1273652;539265;153018;15278;0;0;0;168296;4904;1986117;33584;1060440;3080140;0;385568;3465708
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;42887;206;0;70089;1664919;0;1735214;0;0;0;21673;0;0;21673;1036183;2793069;50975;120128;2964173;0;501168;3465341
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;42887;0;0;0;0;0;0;0;0;0;0;0;1053305;1053305;0;1053305;0;1399606;2452911;0;752580;3205491
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;42887;0;0;210783;0;0;210783;0;0;0;0;0;0;0;1932821;2143604;2289;103768;2249660;14596;851137;3115393
SOCOPA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;42887;67709;0;12658;638241;47609;766216;987113;46054;42518;0;0;0;88573;38345;1880247;4247;999253;2883747;0;224224;3107971
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;S4;I;2;BLUMENAU;SC;42887;0;0;0;2597202;0;2597202;0;0;0;0;0;0;0;112585;2709786;0;131972;2841759;0;214006;3055764
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;42887;46359;0;117645;1094145;0;1258149;119892;221835;0;242183;0;0;464018;512616;2354676;0;118972;2473648;1078;504208;2978934
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;S4;I;3;SAO PAULO;SP;42887;0;0;0;1214768;0;1214768;0;0;0;0;0;0;0;224917;1439685;69238;989532;2498455;0;312055;2810510
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;42887;0;0;0;608223;0;608223;0;0;0;0;0;1459387;1459387;0;2067609;0;444303;2511912;4023;278574;2794509
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;42887;188644;0;0;860076;7423;1056143;0;0;380955;0;0;0;380955;89417;1526515;0;908457;2434972;0;349330;2784302
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;C;2;SAO PAULO;SP;42887;0;0;308796;0;0;308796;0;0;0;0;0;93722;93722;0;402519;0;1540396;1942915;0;588168;2531083
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;42887;4092;0;752;126468;0;131311;6777;375644;0;44978;0;0;420622;338803;897513;1763;557758;1457035;1671;1066157;2524863
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;42887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2358123;2358123;0;149900;2508023
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;42887;0;0;0;0;0;0;0;0;0;0;0;0;0;1683831;1683831;0;732245;2416076;0;80666;2496742
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;42887;68504;0;0;572544;0;641048;0;0;0;0;0;0;0;1230968;1872016;0;57209;1929224;0;529870;2459094
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;42887;0;0;0;42472;0;42472;0;0;0;0;0;0;0;156056;198529;0;2060926;2259455;0;115574;2375029
BONSUCESSO - PRUDENCIAL;1000080422;b1;S4;I;2;BELO HORIZONTE;MG;42887;10033;0;117984;1123833;127;1251977;0;60848;0;605;0;0;61453;5085;1318514;34;470471;1789019;40;514498;2303557
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;42887;172399;0;42200;672588;20370;907557;0;130315;0;224278;0;0;354593;132080;1394229;0;364263;1758492;56;463868;2222416
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;42887;261259;0;427;1054584;11458;1327729;0;0;0;0;0;0;0;16859;1344588;0;537905;1882493;0;282264;2164757
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;42887;20;0;0;1205887;399225;1605132;0;0;0;0;0;0;0;8092;1613224;0;66065;1679289;0;478788;2158077
CAIXA GERAL - PRUDENCIAL;1000080927;b1;S4;C;3;SAO PAULO;SP;42887;13197;0;0;459893;0;473090;217167;47856;96859;32225;0;0;176940;516130;1383327;30249;246864;1660441;557;479163;2140161
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;42887;170339;0;0;1450080;15697;1636116;0;0;0;0;0;0;0;16393;1652509;0;169965;1822474;0;315549;2138024
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;42887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2042446;2042446;0;80151;2122597
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;42887;0;0;0;0;0;0;0;0;0;0;0;0;0;1471203;1471203;0;275144;1746347;2492;285992;2034831
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;S4;I;2;BELO HORIZONTE;MG;42887;260723;0;0;1390126;36261;1687110;0;0;0;0;0;0;0;0;1687110;0;41527;1728638;0;278231;2006868
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;42887;224598;0;0;641322;4827;870747;0;0;0;0;0;0;0;134496;1005244;0;515844;1521088;0;472402;1993490
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;I;2;MARINGA;PR;42887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1872313;1872313;0;90061;1962374
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;42887;41819;0;12335;573953;98565;726672;294;39816;0;0;0;0;39816;63659;830441;0;802576;1633017;420;259377;1892815
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;42887;200585;0;0;952142;8005;1160732;0;0;0;0;0;0;0;15751;1176483;0;394423;1570906;0;303992;1874898
AF PARANÁ - PRUDENCIAL;1000081115;n1;S4;I;1;CURITIBA;PR;42887;0;0;0;0;0;0;0;0;0;0;0;0;0;190115;190115;0;84891;275006;0;1555901;1830906
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;S4;I;2;GOIANIA;GO;42887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1711152;1711152;0;110713;1821866
