Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;42887;6255309;0;6255309;1922739;8178049;53575358;744255;0;908628;66350;1719233;5150939;60445530;124788693;0,1035;0,1035;0,1353;0,0501;0,2026
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;42887;8467661;0;8467661;0;8467661;34074615;1266230;81144;9861031;322782;11531188;5834992;51440795;81669911;0,1646;0,1646;0,1646;0,1037;0,0405
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;42887;5281643;0;5281643;888288;6169931;29417996;2101722;0;1278;35024;2138024;7810214;39366235;73365566;0,1342;0,1342;0,1567;0,072;0,09
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;42887;3861358;0;3861358;2096778;5958135;30167509;444809;5622;101103;0;551533;8012099;38731141;72295672;0,0997;0,0997;0,1538;0,0534;0,0328
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S2;C;3;SAO PAULO;SP;42887;3405239;0;3405239;1660709;5065948;17057819;3241335;0;5155123;898691;9295148;3073705;29426673;56149040;0,1157;0,1157;0,1722;0,0606;0,0409
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;42887;2997060;0;2997060;831657;3828717;17126479;178798;0;4321557;2259;4502614;2964763;24593856;31182379;0,1219;0,1219;0,1557;0,0961;0,0158
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;42887;3077901;0;3077901;371968;3449869;19236390;237293;133546;622995;3330;997163;1094143;21327696;36849147;0,1443;0,1443;0,1618;0,0835;0,0098
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;42887;4720295;0;4720295;0;4720295;9889142;895436;0;7071276;239389;8206102;2582624;20677868;26187921;0,2283;0,2283;0,2283;0,1802;0,0236
PAN;1000080257;b1;S3;C;2;SAO PAULO;SP;42887;1693256;0;1693256;630042;2323298;17966496;8678;0;256867;0;265545;1774463;20006504;26228745;0,0846;0,0846;0,1161;0,0646;0,2046
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;42887;2287239;0;2287239;764301;3051540;16254824;238453;208072;1561305;0;2007831;1434989;19697644;23790074;0,1161;0,1161;0,1549;0,0961;0,0051
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;42887;2822821;0;2822821;0;2822821;12442761;1339799;0;1336413;72302;2748514;2058404;17249678;22460619;0,1636;0,1636;0,1636;0,1257;0,0912
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;42887;2672103;0;2672103;0;2672103;14130212;506;0;61265;0;61771;2950680;17142663;24807552;0,1559;0,1559;0,1559;0,1077;0,0946
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;42887;2299433;0;2299433;0;2299433;14596942;59468;0;0;6607;66075;1031108;15694125;18143856;0,1465;0,1465;0,1465;0,1267;0,0101
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;42887;2848086;0;2848086;956918;3805004;12771822;0;0;0;0;0;1295333;14067155;15988017;0,2025;0,2025;0,2705;0,1781;0,0037
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;42887;5296284;0;5296284;0;5296284;801142;0;0;967444;9985478;10952922;353729;12107793;7245548;0,4374;0,4374;0,4374;0,731;0,0024
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;42887;2258057;0;2258057;0;2258057;6127942;309840;0;3920383;0;4230223;1724613;12082777;21483284;0,1869;0,1869;0,1869;0,1051;0,0191
GMAC - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;42887;1699441;0;1699441;0;1699441;7964867;66;0;0;0;66;1515147;9480081;11169863;0,1793;0,1793;0,1793;0,1521;0,0495
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;42887;1033588;0;1033588;361099;1394687;8138469;62613;525;88889;36302;188328;903306;9230103;14656559;0,112;0,112;0,1511;0,0705;0,1236
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;42887;2282532;0;2282532;0;2282532;7756551;46513;9667;251305;53438;360922;1045314;9162787;13708488;0,2491;0,2491;0,2491;0,1665;0,1403
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;42887;1521123;0;1521123;32511;1553634;7766705;0;0;0;0;0;987280;8753984;8242052;0,1738;0,1738;0,1775;0,1846;0,001
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;42887;1439544;0;1439544;0;1439544;7304212;8722;0;111523;0;120244;1037883;8462340;42339066;0,1701;0,1701;0,1701;0,034;0,0687
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;42887;1050964;0;1050964;592441;1643405;8250986;13703;0;67373;3846;84923;69901;8405810;14517760;0,125;0,125;0,1955;0,0724;0,1881
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;42887;4201441;0;4201441;0;4201441;3207977;1129;0;0;0;1129;4341989;7551096;4619211;0,5564;0,5564;0,5564;0,9096;0,0093
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;42887;-2716;240888;238172;814800;1052972;6446423;68951;0;1714;0;70665;741133;7258221;19926371;-0,0004;0,0328;0,1451;0,012;0,0861
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;42887;1320063;0;1320063;0;1320063;5325005;12561;0;469440;0;482001;1402328;7209334;18513274;0,1831;0,1831;0,1831;0,0713;0,2042
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;42887;1021140;0;1021140;30287;1051428;6131639;25349;122292;467805;0;615446;442486;7189572;10174835;0,142;0,142;0,1462;0,1004;0,1956
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;42887;1243011;0;1243011;0;1243011;6278002;0;0;0;0;0;685539;6963542;7105567;0,1785;0,1785;0,1785;0,1749;0,0073
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;42887;593945;1218;595163;404256;999419;5853200;1609;0;806;0;2415;1086395;6942010;10120880;0,0856;0,0857;0,144;0,0588;0,2452
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;42887;2454244;0;2454244;0;2454244;2986616;442599;5708;1236724;966151;2651183;1291816;6929615;9656443;0,3542;0,3542;0,3542;0,2542;0,0073
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;42887;1297005;0;1297005;0;1297005;5714519;10105;2145;288057;59233;359539;620293;6694351;8377901;0,1937;0,1937;0,1937;0,1548;0,1682
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;42887;988938;0;988938;0;988938;5799052;88802;0;114983;0;203785;499130;6501967;7410456;0,1521;0,1521;0,1521;0,1335;0,1133
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;42887;1450227;0;1450227;0;1450227;4289127;130134;0;1076808;0;1206942;908542;6404611;7700326;0,2264;0,2264;0,2264;0,1883;0,0067
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;42887;1461485;0;1461485;0;1461485;3550069;26519;0;1748237;62404;1837160;1011676;6398905;8340087;0,2284;0,2284;0,2284;0,1752;0,0187
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;42887;984648;0;984648;57354;1042003;5783307;131199;0;0;0;131199;321131;6235636;6665080;0,1579;0,1579;0,1671;0,1477;0,0057
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;I;3;SAO PAULO;SP;42887;874842;0;874842;638505;1513346;4754432;83706;0;284854;0;368560;336860;5459853;8926178;0,1602;0,1602;0,2772;0,098;0,0031
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;42887;1258124;149940;1408064;0;1408064;4289728;11315;0;20713;0;32028;1125023;5446779;38824914;0,231;0,2585;0,2585;0,0363;0,0827
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;42887;826395;0;826395;0;826395;4205855;29803;0;745200;0;775003;308463;5289321;15191676;0,1562;0,1562;0,1562;0,0544;0,0264
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;42887;1251691;0;1251691;0;1251691;4849743;6482;0;0;0;6482;273217;5129442;7369935;0,244;0,244;0,244;0,1698;0,1586
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;42887;528463;0;528463;0;528463;4104846;8329;176508;175665;0;360502;323202;4788549;7259808;0,1104;0,1104;0,1104;0,0728;0,0393
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;42887;1280670;0;1280670;0;1280670;3255064;100182;0;1011686;281;1112149;317800;4685013;7758205;0,2734;0,2734;0,2734;0,1651;0,0367
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;42887;1396239;0;1396239;0;1396239;2979880;119643;0;868124;0;987767;607919;4575567;21019146;0,3052;0,3052;0,3052;0,0664;0,033
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;42887;575213;0;575213;0;575213;3962187;0;0;88568;0;88568;306169;4356924;0;0,132;0,132;0,132;NI%;0,0032
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;42887;870461;0;870461;0;870461;4102672;1859;0;0;0;1859;158646;4263177;5255522;0,2042;0,2042;0,2042;0,1656;0,0082
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;C;2;SAO PAULO;SP;42887;481687;0;481687;0;481687;3704926;487;0;175276;0;175763;335206;4215895;0;0,1143;0,1143;0,1143;NI%;0,0384
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;42887;915258;0;915258;0;915258;3850337;0;0;0;0;0;254997;4105333;5821707;0,2229;0,2229;0,2229;0,1572;0,0108
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;42887;842226;0;842226;0;842226;3660623;4655;0;4927;0;9582;401003;4071208;6660046;0,2069;0,2069;0,2069;0,1265;0,1016
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;42887;1313572;0;1313572;0;1313572;3203377;0;0;0;0;0;563853;3767230;5517819;0,3487;0,3487;0,3487;0,2381;0,0609
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;42887;795633;0;795633;0;795633;2899215;217;12;8108;10;8346;830673;3738234;4889204;0,2128;0,2128;0,2128;0,1627;0,2701
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;42887;517646;0;517646;0;517646;3669049;0;0;0;0;0;20882;3689931;5141613;0,1403;0,1403;0,1403;0,1007;0,0228
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;42887;1012497;0;1012497;0;1012497;2784344;0;0;0;0;0;816622;3600965;2587339;0,2812;0,2812;0,2812;0,3913;0,2719
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;42887;745518;0;745518;0;745518;3141379;0;0;0;0;0;422548;3563927;3723194;0,2092;0,2092;0,2092;0,2002;0,0157
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;42887;652462;0;652462;0;652462;2686242;259701;1016;211575;4760;477052;269187;3432481;4163691;0,1901;0,1901;0,1901;0,1567;0,1205
RICO CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;13434335;n2;S4;I;2;RIO DE JANEIRO;RJ;42887;856372;0;856372;0;856372;1825206;86998;14022;324119;25709;450847;1083646;3359699;0;0,2549;0,2549;0,2549;NI%;0,0694
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;C;2;RIO DE JANEIRO;RJ;42887;856372;0;856372;0;856372;1825206;86998;14022;324119;25709;450847;1083646;3359699;0;0,2549;0,2549;0,2549;NI%;0,0694
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;42887;840097;0;840097;38112;878209;3013687;56070;0;0;0;56070;250710;3320467;3099805;0,253;0,253;0,2645;0,271;0,0062
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;42887;480843;0;480843;0;480843;2880258;7745;0;0;0;7745;394741;3282744;0;0,1465;0,1465;0,1465;NI%;0,0625
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;42887;997375;0;997375;0;997375;3262075;NA;NA;NA;NA;NA;NA;3262075;0;0,3057;0,3057;0,3057;NI%;0,0166
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;42887;503368;0;503368;0;503368;2562065;165651;0;243358;0;409009;250151;3221225;3174631;0,1563;0,1563;0,1563;0,1586;0,0738
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;42887;620838;0;620838;0;620838;2859682;0;0;0;0;0;298047;3157729;4370220;0,1966;0,1966;0,1966;0,1421;0,0081
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;42887;550340;0;550340;0;550340;2604286;20929;0;221535;0;242464;232863;3079614;5347759;0,1787;0,1787;0,1787;0,1029;0,0071
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;42887;750074;0;750074;0;750074;2616087;0;0;0;0;0;455129;3071216;0;0,2442;0,2442;0,2442;NI%;0,0016
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;42887;804009;0;804009;0;804009;2023858;18002;0;537691;0;555693;280428;2859979;5443354;0,2811;0,2811;0,2811;0,1477;0,0023
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;42887;622560;0;622560;0;622560;2302000;0;0;78144;0;78144;466393;2846537;0;0,2187;0,2187;0,2187;NI%;0,0721
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;42887;523115;0;523115;0;523115;1834050;9028;0;715510;5713;730250;275679;2839979;6687684;0,1842;0,1842;0,1842;0,0782;0,0456
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;42887;307560;0;307560;91120;398680;2275501;192;86;13663;87;14028;358849;2648379;4899123;0,1161;0,1161;0,1505;0,0628;0,2202
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;42887;275022;98340;373361;0;373361;1889390;116;0;0;0;116;671404;2560910;2783707;0,1074;0,1458;0,1458;0,1341;0,0065
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;42887;353196;0;353196;0;353196;1713945;194614;11;430800;11470;636895;195845;2546686;2916645;0,1387;0,1387;0,1387;0,1211;0,0281
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;42887;472961;0;472961;0;472961;1968216;75139;0;192541;0;267680;251975;2487872;3556642;0,1901;0,1901;0,1901;0,133;0,0009
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;42887;330664;0;330664;0;330664;2212139;5136;2165;23533;1924;32758;230859;2475756;2854087;0,1336;0,1336;0,1336;0,1159;0,0354
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;42887;432595;0;432595;0;432595;1591058;0;0;0;0;0;835518;2426576;2198888;0,1783;0,1783;0,1783;0,1967;0,1562
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;42887;279014;0;279014;50345;329359;1920679;0;0;0;0;0;264871;2185550;2026814;0,1277;0,1277;0,1507;0,1377;0,0127
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;42887;491690;0;491690;0;491690;1340011;47598;0;503962;0;551560;227940;2119511;3088852;0,232;0,232;0,232;0,1592;0,0069
INTERMEDIUM - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;42887;360356;0;360356;0;360356;1708156;16540;0;3192;0;19732;340590;2068478;3509814;0,1742;0,1742;0,1742;0,1027;0,0212
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;42887;182516;0;182516;0;182516;1774078;3566;30320;9191;5;43081;169785;1986945;3538239;0,0919;0,0919;0,0919;0,0516;0,3658
BONSUCESSO - PRUDENCIAL;1000080422;b1;S4;I;2;BELO HORIZONTE;MG;42887;178680;0;178680;100780;279460;1119594;54932;15584;199706;38367;308589;555168;1983350;2430043;0,0901;0,0901;0,1409;0,0735;0,2456
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;42887;493500;0;493500;0;493500;1495276;47473;0;0;0;47473;277668;1820417;1625816;0,2711;0,2711;0,2711;0,3035;0
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;42887;552263;0;552263;0;552263;1238312;19552;0;240090;0;259642;202068;1700021;3795055;0,3249;0,3249;0,3249;0,1455;0,0076
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;42887;246263;0;246263;0;246263;1064124;46249;0;49632;0;95881;520426;1680431;1987039;0,1465;0,1465;0,1465;0,1239;0,0518
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;42887;478374;0;478374;0;478374;1659549;NA;NA;NA;NA;NA;NA;1659549;0;0,2883;0,2883;0,2883;NI%;0,012
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;42887;274424;0;274424;0;274424;1528477;0;0;0;0;0;119483;1647961;2491269;0,1665;0,1665;0,1665;0,1102;0,1947
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;42887;467283;0;467283;1854;469137;1389589;23568;0;0;0;23568;224726;1637883;2366916;0,2853;0,2853;0,2864;0,1974;0,0527
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;42887;256080;0;256080;0;256080;1426515;0;0;3881;0;3881;96271;1526666;5727010;0,1677;0,1677;0,1677;0,0447;0,2063
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;42887;296505;0;296505;4634;301139;1419535;0;0;0;0;0;96545;1516080;2328370;0,1956;0,1956;0,1986;0,1273;0,1677
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;42887;705781;0;705781;0;705781;1203024;0;0;0;0;0;248964;1451988;0;0,4861;0,4861;0,4861;NI%;0,0465
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;42887;159442;0;159442;0;159442;1374858;0;0;1269;0;1269;47004;1423130;6138685;0,112;0,112;0,112;0,026;0,0542
CAIXA GERAL - PRUDENCIAL;1000080927;b1;S4;C;3;SAO PAULO;SP;42887;473932;0;473932;0;473932;1035581;69492;0;118692;6519;194703;184327;1414611;2612014;0,335;0,335;0,335;0,1814;0,0066
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;42887;535016;0;535016;0;535016;1199639;71662;0;73;0;71735;110113;1381487;1396448;0,3873;0,3873;0,3873;0,3831;0,0067
AGIPLAN - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;42887;229415;0;229415;0;229415;661380;19815;0;76364;13386;109564;590194;1361137;910107;0,1685;0,1685;0,1685;0,2521;0,0381
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;S4;I;3;BARUERI;SP;42887;565213;0;565213;0;565213;1149130;4616;0;0;0;4616;177624;1331370;0;0,4245;0,4245;0,4245;NI%;0
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;42887;261181;0;261181;0;261181;1189470;0;0;0;0;0;120958;1310427;0;0,1993;0,1993;0,1993;NI%;0,0039
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;42887;207121;0;207121;0;207121;1284650;NA;NA;NA;NA;NA;NA;1284650;0;0,1612;0,1612;0,1612;NI%;0,1837
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;42887;529388;0;529388;0;529388;1147532;0;441;0;0;441;134723;1282697;2835310;0,4127;0,4127;0,4127;0,1867;0,0016
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;42887;220253;0;220253;10935;231188;1141114;0;0;0;0;0;98785;1239899;1903287;0,1776;0,1776;0,1865;0,1157;0,0994
HSBC - PRUDENCIAL;1000080525;b2;S4;I;3;SAO PAULO;SP;42887;1102003;0;1102003;0;1102003;236914;12571;0;599989;0;612560;381627;1231101;1468822;0,8951;0,8951;0,8951;0,7503;0,0098
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;S4;I;2;LONDRINA;PR;42887;524176;0;524176;0;524176;987792;18;0;20802;12250;33071;203702;1224565;1771864;0,4281;0,4281;0,4281;0,2958;0,022
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;42887;294047;0;294047;0;294047;1127158;0;0;2975;0;2975;90969;1221101;1954157;0,2408;0,2408;0,2408;0,1505;0,1036
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;S4;I;3;SAO PAULO;SP;42887;108012;0;108012;100884;208896;490445;646470;0;0;0;646470;47519;1184433;873936;0,0912;0,0912;0,1764;0,1236;0,023
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;S4;I;2;SORRISO;MT;42887;294700;0;294700;0;294700;1046738;1568;0;0;0;1568;125095;1173400;1780582;0,2512;0,2512;0,2512;0,1655;0,0663
