Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
DAYCOVAL;51987;b1;C;2;S3;199;SAO PAULO;SP;01/09/2017;5634979;67893;366911;1000590;1884899;971758;319899;0;4611951;7797;17739;19369;10886;162;7;0;55960;26055;96693;206747;202029;13390;1;0;544915;0;0;0;0;0;0;0;0;14532;283912;3850;378;65;1;0;302738;0;0;0;270;0;0;0;270;1979;32832;23159;22632;4405;27731;31;112766;6380
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;01/09/2017;5613833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;807387;3172082;1439624;194740;0;0;0;5613833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;01/09/2017;5141820;974;9927;23734;25985;2259;0;0;62880;391;629;1552;1359;35;0;0;3966;65520;796212;1871919;2132548;208354;421;0;5074974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/09/2017;5058732;1470;9559;26968;26052;3852;7;0;67908;625;3733;11570;3859;0;0;0;19788;7513;76935;175218;200783;21959;31;0;482440;0;0;0;0;0;0;0;0;309654;3102641;1026214;48028;2060;0;0;4488596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOHN DEERE;50071;b1;C;3;S4;199;INDAIATUBA;SP;01/09/2017;4778831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41192;101554;1065309;1772115;1121635;417590;0;4519395;4182;64004;86080;99709;5351;110;0;259435;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/09/2017;4437272;1026;55828;142651;296292;131380;8288;0;635465;604;8597;18114;32595;13172;1463;0;74545;0;0;0;0;0;0;0;0;0;80;152;407;400;2017;1455;4512;19668;394238;1517682;1608;1;0;0;1933197;0;92115;194842;505298;436826;457174;0;1686256;1910;20875;30085;49853;494;79;0;103297;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/09/2017;4183822;571;17048;42098;55130;9871;363;0;125081;2749;9885;17817;12833;77;8;0;43369;0;0;0;0;0;0;0;0;0;2;5;15;15;73;133;243;8860;40266;11176;3;0;0;0;60305;39000;20701;5190;43498;292503;684222;0;1085114;71402;1893599;875133;26617;1732;1216;11;2869710;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/09/2017;3964765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;225;612;601;45;0;0;1490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30713;64053;1021799;1589100;858118;285359;0;3849141;13016;28802;33004;33324;5987;1;0;114134;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S4;8;BELEM;PA;01/09/2017;3909258;7024;192099;717831;1144812;453385;161021;0;2676173;21821;328132;399314;352487;62615;6147;30;1170546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5873;30833;9570;1259;0;0;1;47537;0;226;33;281;4363;733;0;5635;2596;2567;3700;504;0;0;0;9367;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/09/2017;3876435;0;0;0;0;0;0;0;0;0;926;227;1762;1593;0;0;4508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37409;321066;945227;1566894;764164;224316;0;3859078;83;575;2424;5162;3576;1028;0;12849;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/09/2017;3739315;14185;189028;465893;632860;157906;35894;0;1495766;85781;351563;635017;510889;57936;4589;0;1645776;1091;3840;6866;3668;224;0;0;15690;20;956;2668;6213;4852;12440;4590;31739;13448;194531;42470;583;0;0;0;251031;4137;25212;21131;60752;9415;4788;0;125436;40826;63581;44565;18235;5001;1395;274;173878;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/09/2017;3691078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11836;169471;492519;1245910;905447;784379;0;3609562;4492;4969;12221;27473;18487;13874;0;81516;0
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/09/2017;3573993;28284;293080;761847;1336573;645240;243532;0;3308556;15426;81115;75442;5829;2;0;0;177813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16781;15589;17175;15314;8237;13685;843;87624;0
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/09/2017;3284970;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;3;68771;548585;1227349;1340118;100133;12;0;3284968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/09/2017;3179524;0;0;0;0;0;0;0;0;5;93;208;190;5;0;0;501;11483;457483;1068543;1537552;82642;87;0;3157790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;3720;8183;8699;430;0;0;21233;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/09/2017;2939640;190;852;2018;887;5;0;0;3952;98324;153823;86202;453;0;0;0;338802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;586464;1509302;500058;1060;0;0;0;2596885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/09/2017;2916311;4070;202810;505699;790751;310931;121973;0;1936234;132;38779;32652;15386;512;0;0;87461;4196;160232;365245;334960;21902;15;0;886550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;274;198;0;0;0;526;84;3704;1436;165;150;0;0;5540;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/09/2017;2910310;18435;218471;579223;1041058;514749;174953;0;2546889;31;1240;3970;10038;1041;304;56;16680;13763;45198;99175;120776;11912;0;0;290824;0;40;107;276;285;1021;285;2014;38;855;0;0;0;0;0;893;0;0;0;0;0;0;0;0;1420;2502;11208;31745;4827;1309;0;53010;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/09/2017;2281846;337;1753;5036;831;0;0;0;7957;103167;3471;1443;0;0;0;0;108082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;681551;793646;51459;0;0;0;1526657;0;0;0;0;0;0;0;0;452368;113312;69567;3902;0;0;0;639150;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/09/2017;2266735;4146;86131;254615;454882;229103;69865;0;1098743;3340;40064;58242;46844;8123;53;0;156668;979;4928;10514;9584;952;8;0;26965;147;3927;11513;30162;29116;124570;106349;305783;10221;207372;7026;5157;0;0;0;229775;9285;55049;52607;101227;50459;704;0;269331;12390;59936;50369;42814;7096;6848;17;179470;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/09/2017;2071132;0;0;0;0;0;0;0;0;84165;158790;183219;49298;1649;0;0;477121;115300;290617;573102;434020;24971;0;0;1438011;0;0;0;0;0;0;0;0;38720;74630;12574;572;0;0;0;126497;0;0;0;0;0;0;0;0;7720;15194;6509;79;0;0;0;29503;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/09/2017;2062061;4;11;23;39;0;0;0;78;579492;1018695;462393;1402;0;0;0;2061983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INTERMEDIUM;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/09/2017;2009695;8645;62781;179723;294996;106517;29064;1;681727;15;80;161;305;147;78;0;786;0;0;0;0;0;0;0;0;7433;25577;51690;124357;110961;388825;50606;759448;13844;137602;0;0;0;0;0;151446;0;0;0;0;0;0;0;0;4660;20184;34862;103407;90108;162838;230;416289;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/09/2017;1865041;0;224;846;1295;2;0;0;2366;16274;86860;148843;78271;53046;3856;0;387151;226;9829;25262;36438;5302;29;0;77086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14422;540555;543793;138049;29541;6122;0;1272482;2995;66366;47160;9378;14;44;0;125957;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/09/2017;1737529;2022;47286;97742;237497;181527;142677;70;708821;5691;45460;90857;89822;40537;22537;18;294921;0;1;4;1;0;0;0;6;483;5468;13788;35425;34002;144741;123715;357622;0;233735;36172;86;0;0;0;269992;1670;3585;11233;15932;9792;9880;0;52092;3471;28133;22233;228;8;0;0;54073;NI
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/09/2017;1616073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6393;60331;171373;421202;247740;446687;243453;1597178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;408;1136;2805;2586;9392;2317;18895;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/09/2017;1531185;14;426;1089;1101;0;0;0;2629;12831;149949;326982;364779;47307;6458;0;908305;622;5479;12332;16779;2979;6;0;38195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13236;109050;234593;197803;23349;4025;0;582056;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/09/2017;1445322;509;64452;81387;152820;94632;23387;0;417187;10725;165336;202956;377298;225150;46669;0;1028135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/09/2017;1254992;0;0;0;0;0;0;0;0;1284;3503;41862;35523;1121;0;0;83293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43205;199581;765956;135451;27507;0;0;1171699;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/09/2017;1240699;0;0;0;0;0;0;0;0;16751;56903;64530;110822;49148;31045;0;329198;48;923;2178;2978;213;0;0;6341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12820;183837;308830;208564;15514;11589;0;741154;3790;23920;55867;41178;23589;15661;0;164006;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/09/2017;1185086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;406;2120;6271;7367;640;0;0;16804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7260;297618;622435;16577;1264;0;0;945154;16219;60070;115025;14385;5508;11921;0;223128;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/09/2017;1154620;139;1429;3244;4070;615;4;0;9502;5441;25679;49885;54629;13201;3471;0;152306;29;130;221;235;10;0;0;625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76964;95311;316683;256532;92405;82459;0;920355;6392;46341;18964;137;0;0;0;71833;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/09/2017;1093316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18;46;48;16;0;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15538;61716;107713;312250;272088;318993;0;1088298;442;652;713;2468;596;12;0;4883;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/09/2017;1054636;273;13231;38263;81100;40011;27075;0;199954;3899;35559;38862;27815;3015;69;0;109219;63;983;2479;3257;425;0;0;7207;0;0;0;0;0;0;0;0;5902;48755;13513;198;3;0;0;68371;4235;156861;272771;68063;1831;151;0;503912;12390;55039;57925;29691;8983;1571;373;165972;0
BTG PACTUAL;49944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;01/09/2017;991067;0;0;0;0;0;0;0;0;371673;4660;76646;144140;6242;0;0;603360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;3029;1553;5046;5326;25413;0;40416;2200;4633;19547;20656;12938;4215;1;64190;283100
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/09/2017;929899;82;2672;7471;12725;5082;2428;0;30460;3937;20881;49253;58855;14101;491;0;147518;228;1987;4348;4278;582;1;0;11423;0;0;0;0;0;0;0;0;2532;25608;6217;55;3;0;0;34414;2805;35999;330515;47158;272;0;0;416749;19539;41058;144038;58677;20439;5288;296;289335;0
AGIPLAN;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/09/2017;895858;103;2985;7862;12193;5543;1425;0;30110;163061;257803;200538;695;0;0;0;622097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33812;201679;6700;0;5;0;0;242197;0;0;0;0;0;0;0;0;135;615;667;36;0;0;0;1454;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/09/2017;887923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157089;730834;0;0;0;0;0;887923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;S4;8;PORTO ALEGRE;RS;01/09/2017;819286;511;5960;8843;6729;10;0;0;22053;249;2489;5196;4294;223;0;0;12453;23698;120368;279629;330613;29886;0;0;784194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;83;192;232;26;0;0;586;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/09/2017;808763;281;271;233;67;8;4;0;864;3810;5225;6489;3781;0;0;0;19306;0;0;0;0;0;0;0;0;93;94;269;638;715;1383;128;3320;63787;94602;24729;12;0;0;0;183130;0;0;0;0;0;0;0;0;28970;163310;163411;222038;24414;0;0;602143;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;S4;5;VITORIA;ES;01/09/2017;808035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17257;43357;81934;259939;230793;164760;0;798039;153;1215;3183;4410;794;240;0;9996;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/09/2017;729445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8367;124973;272476;308363;15243;23;0;729445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CBSS S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/09/2017;704975;603;22570;53781;67519;15320;21827;0;181621;49513;55952;47864;8703;0;0;0;162031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77608;219324;63725;665;0;0;0;361323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
