Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
ABC-BRASIL;41856;b1;C;3;S3;199;SAO PAULO;SP;01/09/2020;18619020;11290;1187139;2863848;2764372;642999;63359;0;7533006;87;288174;755511;592646;84976;2746;0;1724140;14;59411;28769;0;0;0;0;88195;22171;717894;330135;2699;0;0;0;1072899;18258;655186;1614331;995109;216486;47124;0;3546494;53583;143764;311242;313424;143957;50786;0;1016756;7573;42393;150594;316503;74096;28832;0;619991;0;62960;391002;287976;95734;85420;0;923091;0;0;0;0;0;0;0;0;2094448
BNP PARIBAS;51516;b1;C;3;S3;199;SAO PAULO;SP;01/09/2020;12616125;0;328357;1108428;43777;50536;0;0;1531099;0;0;0;0;0;0;0;0;0;70265;22520;0;0;0;0;92785;0;1207779;242428;5229;200;0;0;1455636;115825;544599;6055236;411254;82072;0;0;7208987;0;2167715;50856;558;0;0;0;2219129;0;0;0;0;0;0;0;0;0;9883;84757;13850;0;0;0;108490;0;0;0;0;0;0;0;0;0
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;01/09/2020;12141996;2089;33550;98999;146644;43480;1;0;324763;8497;550295;1622483;3716993;1578602;29121;0;7505991;0;0;0;0;0;0;0;0;0;716662;862113;0;0;0;0;1578775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8063;369787;877742;1181517;267689;27669;0;2732467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VOTORANTIM;51011;b1;C;2;S2;199;SAO PAULO;SP;01/09/2020;12050845;26426;453559;1168288;1306310;299345;9368;0;3263296;16941;180866;441760;596789;100493;2318;0;1339167;0;0;1561;82;0;0;0;1643;804;479045;145811;113145;32734;0;0;771539;19130;421450;1073813;921265;163619;23298;0;2622576;11810;98126;277614;108170;56819;454838;670316;1677692;188;67462;185295;329970;138135;28196;0;749246;0;16757;153763;70423;30245;35049;0;306237;0;0;0;0;0;0;0;0;1319448
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;S3;8;SAO PAULO;SP;01/09/2020;11001848;9349;34629;184060;734992;49906;20412;0;1033348;0;0;0;0;0;0;0;0;0;0;20094;0;0;0;0;20094;0;55876;121785;0;0;0;0;177662;116187;2585731;3589827;1732264;615360;105930;0;8745299;24818;154881;44742;237717;38293;12626;0;513077;0;1626;4052;16137;14931;557;0;37303;28366;65448;177799;102723;57086;43642;0;475066;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/09/2020;10566241;0;4600;17822;87509;56384;3168;0;169483;1244;11955;40942;194199;164943;183790;1799;598872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8585;759;3286;7363;2946;3779;0;26718;8857;280027;805274;1694871;954760;1668117;91745;5503652;2240;145369;679435;1456625;954252;1029597;0;4267517;0;0;0;0;0;0;0;0;0
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;01/09/2020;9989176;2081;39664;117742;129908;9911;0;0;299306;16695;590217;1703878;2948875;1161414;3721;0;6424799;0;0;0;0;0;0;0;0;3611;192059;1415246;15228;999;72;0;1627215;0;0;0;0;0;0;0;0;0;32927;0;0;0;0;0;32927;17744;232502;562735;728568;61993;1387;0;1604929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/09/2020;9329134;94;90914;465808;893100;102125;1293;0;1553334;152;20634;39720;76064;7191;0;0;143762;0;184;0;0;0;0;0;184;213;1064;1988;3626;1152;0;0;8044;50060;799835;1579318;784285;72126;0;0;3285623;1780;149403;508514;80299;2247;558;34874;777674;0;0;0;0;0;0;0;0;0;6868;147029;2829;0;0;0;156727;0;0;0;0;0;0;0;0;3403786
BANRISUL;30173;b1;C;1;S2;199;PORTO ALEGRE;RS;01/09/2020;8938294;109209;484999;1235371;1851557;508388;223913;20752;4434190;893;17033;46079;93215;49708;27727;0;234655;31451;177274;136046;0;0;0;0;344771;4488;54083;12328;0;0;0;0;70898;16178;256047;484952;5669;0;0;0;762846;120306;175843;167797;309883;177789;202129;98454;1252201;8862;63604;159208;238576;80373;63723;0;614345;203;178279;461913;37709;18507;15982;0;712593;10887;16674;52911;229269;86439;2832;0;399013;112782
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/09/2020;7764033;0;56401;200765;963670;143327;0;0;1364162;0;120355;2038618;874795;535799;597162;295226;4461954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11145;862285;79493;34750;17133;0;1004806;0;11;0;420590;0;0;0;420600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;512509
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/09/2020;6457508;13909;87854;398660;1039118;315435;17984;5751;1878711;0;52380;13828;4469;431;0;0;71108;0;0;0;0;0;0;0;0;0;2033;5905;14399;3313;0;0;25650;0;100075;336926;393251;28370;0;0;858621;4260;77169;304162;343366;53384;1000;0;783341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2840077
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/09/2020;5931483;15;349678;1242283;489348;118475;2153;0;2201951;761;120688;293164;335243;87235;22089;0;859180;146;73421;142674;0;0;0;0;216241;0;737578;421930;252;0;0;0;1159760;0;182901;403918;14139;0;0;0;600958;0;200;0;0;0;0;0;200;1705;51979;159195;601836;73291;4174;0;892181;0;87;248;623;54;0;0;1012;0;0;0;0;0;0;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/09/2020;5714101;7465;82540;196266;335584;62993;69269;64;754181;6612;19521;331629;467689;21645;21711;7;868815;503;814;1419;3;0;0;0;2739;528;2287;57;0;0;0;0;2872;73908;79944;649160;0;0;0;0;803013;7519;33240;37974;53087;42624;127769;0;302213;496;35161;113730;372514;334277;1285274;423250;2564703;5291;33689;58995;316330;618;639;0;415564;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/09/2020;5484545;8502;45186;186517;548970;141768;14314;97963;1043221;3691;63423;241453;440636;146855;53404;588;950051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241;55773;97196;60939;15137;314;0;229600;9889;128047;459214;1167073;430421;329395;37052;2561091;425;86519;334092;155186;61223;63136;0;700581;0;0;0;0;0;0;0;0;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/09/2020;5338612;498;8187;9472;23703;9712;18849;0;70421;6199;280426;765081;1410040;385892;1216;0;2848854;0;0;0;0;0;0;0;0;0;34175;22126;0;0;0;0;56300;0;0;0;0;0;0;0;0;481;23574;51085;27397;5539;1163;0;109239;6113;212052;572927;1053166;398550;10989;0;2253798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/09/2020;5247913;4128;149301;411075;431334;40943;0;45591;1082372;0;0;0;0;0;0;0;0;265;12019;0;0;0;0;0;12284;18670;1577701;83584;0;0;0;3172;1683127;729;81246;95096;136464;2447;0;5950;321932;1827;13508;10119;2491;300;11;52730;80986;0;14963;58603;77917;0;0;0;151483;0;0;15367;10000;0;0;0;25367;0;0;0;0;0;0;0;0;1890361
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/09/2020;5154617;1775;1280044;892645;0;0;0;0;2174464;7280;130291;384889;736572;312374;1151;0;1572556;0;0;0;0;0;0;0;0;2;105158;9230;5320;0;0;0;119710;0;0;0;0;0;0;0;0;0;5811;15969;34175;17301;1390;0;74648;3601;78263;222728;474028;144567;238;0;923424;360;18574;53678;116610;83751;16841;0;289815;0;0;0;0;0;0;0;0;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/09/2020;4849420;0;69421;714102;0;0;0;0;783524;0;45387;257005;0;0;0;0;302392;0;0;44090;0;0;0;0;44090;0;0;31320;0;0;0;0;31320;0;595843;2412421;552730;0;0;0;3560994;0;385;126716;0;0;0;0;127101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/09/2020;4757546;0;607294;290926;415011;43710;149065;0;1506005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154375;154375;0;370634;23775;0;0;0;0;394409;0;1111129;1433485;104000;52000;0;0;2700614;0;716;1427;0;0;0;0;2143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/09/2020;4408379;11940;422968;818937;1118733;442824;2863;0;2818265;0;144;450;382;0;0;0;975;9624;217868;197934;15343;0;0;0;440769;900;379217;28642;1524;280;0;0;410563;0;164578;217771;52227;7952;0;0;442527;2594;74268;97163;5642;1279;1437;0;182384;0;0;0;0;0;0;0;0;0;37379;11224;0;0;0;0;48604;0;0;0;0;0;0;0;0;64293
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/09/2020;4378859;0;25929;246881;52400;0;0;0;325209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83335;1615752;2016214;59225;0;0;0;3774526;0;152467;0;96616;30040;0;0;279123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/09/2020;4125499;0;384;0;0;0;0;0;384;3193;212124;594716;1175892;264583;848;0;2251358;0;0;0;0;0;0;0;0;0;58678;0;0;0;0;0;58678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2151;161867;475643;865429;308664;1325;0;1815080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/09/2020;3785876;14058;174952;657576;281342;78004;5317;0;1211249;0;0;0;0;0;0;0;0;3967;10330;10006;0;0;0;0;24303;1198;764406;951143;205129;0;0;0;1921875;9877;148829;195717;33469;0;0;0;387892;30377;7;11535;0;0;0;0;41919;0;0;0;0;0;0;0;0;0;20846;58663;16281;0;0;0;95789;0;0;0;0;0;0;0;0;102849
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/09/2020;3364807;0;89846;436724;316318;99038;8582;0;950509;1400;36574;67869;164748;82415;26677;527;380210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9616;251407;1136988;5327;6;0;122;1403467;13;32661;95668;236382;120102;24477;1651;510954;0;2724;15888;31021;24224;45811;0;119667;0;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/09/2020;3279930;36;61086;197493;3022;0;0;0;261636;0;28568;95497;37885;85;0;0;162036;0;0;0;0;0;0;0;0;6210;1522574;975977;213816;84506;53175;0;2856258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/09/2020;3234480;19418;162126;632649;801175;128569;37122;0;1781060;0;2049;1696;14290;0;0;0;18035;474;22808;26993;54346;0;0;0;104619;2786;156457;119397;330;0;0;0;278971;10;215169;360196;73524;20802;0;0;669701;1067;103915;21030;53536;35850;66502;0;281899;0;13771;5641;13123;3134;0;0;35670;0;0;1046;0;0;0;0;1046;0;0;0;0;0;0;0;0;63479
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/09/2020;3028496;0;39353;309166;45282;8468;0;0;402269;443;51455;149136;122564;31900;921;0;356419;0;0;0;0;0;0;0;0;148;232698;284627;91002;3018;0;0;611494;7;598576;750660;309020;0;0;0;1658263;0;12;36;4;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/09/2020;2838735;38994;133235;449658;423134;75366;1113;0;1121498;3;493;1290;46;0;0;0;1832;10023;99079;0;0;0;0;0;109102;428;491145;390750;42711;12009;109;0;937152;16464;227065;255366;14532;0;0;0;513426;90;12985;7419;14562;7311;0;0;42367;0;357;456;0;0;0;0;814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112543
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/09/2020;2777610;4002;77644;299677;798093;37740;73043;30545;1320743;343;249;611;672;341;526;0;2742;0;287;574;5;0;0;0;866;0;306;0;0;0;0;0;306;3149;26231;54410;102125;67491;37124;0;290529;6327;3563;25804;6334;1984;1794;193;45999;25049;18245;131855;245989;151879;363076;77355;1013448;162;12570;38328;38970;6272;6677;0;102977;0;0;0;0;0;0;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/09/2020;2772788;0;0;0;0;140;189;0;329;85;1944;6690;14369;2811;0;0;25899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230;95061;199923;768;0;0;0;295982;0;37368;2001;238265;183889;137917;0;599441;3;95270;302235;773215;437443;100640;0;1708807;0;4125;13668;34970;32390;57177;0;142330;0;0;0;0;0;0;0;0;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/09/2020;2666529;0;67177;156597;135200;0;0;0;358974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126044;493674;1122557;565280;0;0;0;2307555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO JOHN DEERE S.A.;91884981;b1;I;3;S3;8;INDAIATUBA;SP;01/09/2020;2630612;0;1357;503;1147;694;0;0;3701;2201;50165;150088;211704;63115;9418;0;486690;0;0;0;0;0;0;0;0;0;1194172;11297;2889;0;0;0;1208357;0;0;0;0;0;0;0;0;71;67321;47384;139119;92891;37396;0;384182;567;4579;12721;13239;85;0;0;31191;1145;29187;131132;213097;118425;23503;0;516489;0;0;0;0;0;0;0;0;0
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/09/2020;2547200;0;221154;175953;180000;0;0;0;577107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178267;0;0;0;0;178267;0;416486;877428;217810;161969;0;0;1673693;0;0;70853;25327;0;0;0;96179;0;2351;5926;12369;1306;0;0;21953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/09/2020;2349160;1796;37115;56325;152225;57520;1970;0;306952;0;0;0;0;0;0;0;0;0;20439;24718;825;0;0;0;45982;163;711;2018;4405;2854;1122;1972523;1983797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;719;1445;2778;1650;352;0;7037;0;0;0;0;0;0;0;0;102;392;1060;1932;1086;820;0;5393;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/09/2020;2238302;0;104200;307488;15084;0;0;0;426772;0;0;0;0;0;0;0;0;0;68354;78365;0;0;0;0;146719;559;235463;175455;107241;10950;0;0;529669;0;287964;513880;0;0;0;0;801844;0;200806;129701;2791;0;0;0;333299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/09/2020;2134757;0;219365;241162;110292;769;0;0;571588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217;596;1118;0;0;0;1931;0;476329;502680;0;0;0;0;979009;0;0;0;0;0;0;0;0;0;68;20000;0;0;0;0;20068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;562160
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/09/2020;2131607;0;117809;332924;327787;0;237697;0;1016216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12006;0;0;0;0;12006;0;355241;376095;8660;22743;5686;0;768426;0;171010;124200;0;0;0;0;295210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39749
