Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;TLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;TCR pré;TCR pós;TRFC pré;TRFC pós;Total não Individualizado;Total Exterior
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;01/09/2020;17671000;14497088;0;439673;965405;0;0;1601824;26098;0;0;0;0;0;140883;0;0;0;0;30;0
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;01/09/2020;13855864;11874913;70;13667;0;0;1941087;0;0;0;0;26049;0;0;0;0;0;0;0;78;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/09/2020;13698986;11012953;3937;162246;1310737;0;485366;682602;0;0;0;0;0;0;0;0;41090;0;0;55;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/09/2020;13444815;7427275;57505;2614859;780220;0;0;0;1456079;0;178447;14466;0;187070;726086;0;2804;0;0;4;0
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;01/09/2020;12630619;10409259;242865;660165;925778;0;0;0;357608;0;0;0;0;0;0;0;0;0;0;34945;0
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/09/2020;12507970;11393190;0;0;0;0;13417;190652;0;0;0;0;0;0;44828;0;0;0;0;3123;862760
NU PAGAMENTOS S.A.;18236120;n4;I;2;S4;41;SAO PAULO;SP;01/09/2020;12123281;11855064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268217;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/09/2020;11545503;2917727;7257;0;0;0;0;3278174;0;1937955;0;0;0;0;0;0;0;0;0;606;3403786
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/09/2020;11257859;7735835;25027;236887;106970;0;1361597;524523;115703;27;1125683;0;0;25171;0;0;0;0;0;436;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/09/2020;11217164;76028;0;0;0;873299;0;8532966;0;0;0;1222362;0;0;0;0;0;0;0;0;512509
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/09/2020;11045598;9481794;734;72338;0;0;0;1132617;10949;0;0;346374;0;0;218;0;0;0;0;573;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/09/2020;10538955;10390805;0;145671;0;0;0;0;2478;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;01/09/2020;10102565;10095076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7489;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/09/2020;10100261;6549655;0;157108;179997;0;2103;2974771;236568;0;0;0;0;0;0;0;0;0;0;58;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/09/2020;9172288;3957397;0;0;0;0;0;1041362;0;0;1590;0;0;0;2280803;0;0;0;0;776;1890361
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/09/2020;8775494;8774388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1107;0
BANCO JOHN DEERE S.A.;91884981;b1;I;3;S3;8;INDAIATUBA;SP;01/09/2020;8642254;7453657;0;23318;39376;1102919;0;0;22984;0;0;0;0;0;0;0;0;0;0;0;0
BANCO GM S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/09/2020;8170625;8170624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/09/2020;6865009;3658003;475930;0;0;0;2716410;12974;0;0;0;0;0;0;0;0;0;0;0;1693;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/09/2020;6574754;6387671;0;19028;71821;0;0;94252;1982;0;0;0;0;0;0;0;0;0;0;0;0
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/09/2020;6555750;478130;0;0;0;0;0;2901863;0;0;0;7122;0;25650;302907;0;0;0;0;0;2840077
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S3;8;BELEM;PA;01/09/2020;6171570;6140530;26487;0;0;0;98;0;0;0;3560;845;0;0;0;0;0;0;0;50;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S3;8;SAO PAULO;SP;01/09/2020;6128139;6128139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/09/2020;5736711;1497200;106723;1011446;0;0;21;0;2094365;15507;231288;69429;0;10651;700079;0;0;0;0;0;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/09/2020;5529615;4696837;91814;0;0;0;69233;664911;5018;0;0;0;0;0;0;0;0;0;0;1802;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/09/2020;5489574;4959905;0;354198;0;0;0;0;171034;0;4437;0;0;0;0;0;0;0;0;0;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/09/2020;5235830;2904063;0;0;0;0;0;2331767;0;0;0;0;0;0;0;0;0;0;0;0;0
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/09/2020;5160151;5129958;0;0;0;0;1318;9720;0;0;18152;0;0;0;0;0;0;0;0;1004;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/09/2020;4927551;2772864;577161;17232;3628;0;2027;1332702;115793;0;1213;0;0;0;42112;62685;0;0;0;135;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/09/2020;4853910;133638;0;0;0;0;0;1633290;0;0;0;0;0;0;3086983;0;0;0;0;0;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/09/2020;4680872;2437276;327125;66041;0;0;563322;713606;503553;406;4232;0;0;0;65293;0;0;0;0;17;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/09/2020;4467877;1725606;0;0;0;0;0;2495291;0;0;0;28519;0;0;154148;0;0;0;0;21;64293
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/09/2020;4378859;279896;0;0;0;0;0;454128;0;3644835;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/09/2020;4285043;3089473;162115;1268;1259;0;0;1030548;0;0;0;0;0;0;0;0;0;0;0;381;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/09/2020;4226714;4226714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/09/2020;4013312;2436064;0;0;0;0;207762;1187079;0;0;0;0;0;0;79555;0;0;0;0;3;102849
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/09/2020;3771255;3771247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/09/2020;3770812;2412848;5390;1123;0;0;0;1349334;2111;0;0;0;0;0;0;0;0;0;0;5;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/09/2020;3708361;3669334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39027;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/09/2020;3403857;3403854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/09/2020;3382437;1216016;97352;21496;0;0;24627;1477102;0;0;12320;81321;0;0;388724;0;0;0;0;0;63479
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/09/2020;3311942;2874906;128;0;0;0;12162;345642;0;0;78913;0;0;0;0;0;0;0;0;191;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/09/2020;3308935;2089542;0;235;0;0;46384;9948;677783;0;3097;0;0;0;369362;0;0;0;0;41;112543
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/09/2020;3231076;3225142;0;0;0;0;0;2562;0;0;0;0;0;0;0;0;0;0;0;3372;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/09/2020;3070675;1251477;689;0;0;0;2348;1757200;36546;0;0;0;0;0;22413;0;0;0;0;3;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/09/2020;3028643;1958575;0;0;0;0;33812;1036255;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/09/2020;2962209;1850808;185609;108;5;0;389906;456816;78943;0;0;0;0;0;0;0;0;0;0;14;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/09/2020;2867335;2840055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27280;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/09/2020;2805505;2041434;433765;0;0;0;0;248806;80584;0;0;0;0;873;0;0;0;0;0;44;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/09/2020;2782201;1550272;291376;0;1;0;0;880531;59997;0;0;0;0;0;0;0;0;0;0;24;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/09/2020;2688803;2074555;400275;280;0;0;0;135079;0;0;1050;0;0;0;77410;0;0;0;0;154;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/09/2020;2666529;679594;0;0;0;0;1703161;283774;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/09/2020;2547200;1214126;0;731;21221;0;0;264721;0;0;0;0;0;0;1046399;0;0;0;0;0;0
PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/09/2020;2433545;2395901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37644;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/09/2020;2300188;1756431;50674;0;0;0;0;437480;55450;0;0;0;0;135;0;0;0;0;0;18;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/09/2020;2238302;1069829;0;0;0;0;0;393968;0;774505;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/09/2020;2228300;1335448;10523;266;0;0;0;819995;62055;0;0;0;0;0;0;0;0;0;0;13;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/09/2020;2183189;1986748;0;58692;0;0;2806;115730;0;0;0;0;0;0;19213;0;0;0;0;0;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/09/2020;2134757;1219802;0;0;0;0;0;352795;0;0;0;0;0;0;0;0;0;0;0;0;562160
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/09/2020;2131607;699558;0;0;0;293890;1320;1097091;0;0;0;0;0;0;0;0;0;0;0;0;39749
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/09/2020;2069228;398970;0;0;0;0;0;0;0;0;0;0;0;0;1670259;0;0;0;0;0;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/09/2020;2062001;320963;0;0;0;0;0;1737197;0;2886;0;0;0;0;956;0;0;0;0;0;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/09/2020;2050570;1640141;0;15503;21494;0;0;370368;0;0;0;0;0;0;0;0;0;0;0;3064;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/09/2020;2044180;487587;180584;0;0;0;0;1354000;21996;0;0;0;0;0;0;0;0;0;0;13;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/09/2020;2025766;886971;176612;0;2;0;587;914769;46816;0;0;0;0;0;0;0;0;0;0;8;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/09/2020;2019709;272899;1567289;0;0;0;0;0;0;0;0;179519;0;0;0;0;0;0;0;2;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/09/2020;1972979;1972979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;01/09/2020;1953283;1710723;27700;0;0;0;0;181561;33294;0;0;0;0;0;0;0;0;0;0;5;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/09/2020;1930720;1025075;44236;255151;114640;0;0;0;416194;0;17989;1057;0;45992;10386;0;0;0;0;0;0
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/09/2020;1900687;1899244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1443;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/09/2020;1865303;1148193;91723;3321;0;0;0;568937;53116;0;0;0;0;0;0;0;0;0;0;13;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/09/2020;1842422;1161633;22847;0;0;0;0;611101;41657;0;0;0;0;5178;2;0;0;0;0;4;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/09/2020;1832548;1085548;194129;0;0;0;0;526156;26698;0;0;0;0;0;0;0;0;0;0;16;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/09/2020;1831125;770610;0;0;0;0;0;1007512;21541;0;31455;0;0;0;0;0;0;0;0;7;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/09/2020;1796038;67575;1728457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/09/2020;1782186;1771051;0;0;0;0;0;10630;0;0;0;0;0;0;0;0;0;0;0;505;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/09/2020;1774709;478940;82427;0;0;0;0;1172892;40431;0;0;0;0;0;0;0;0;0;0;19;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/09/2020;1772421;133619;0;255244;399550;0;0;0;459601;0;0;249774;0;274633;0;0;0;0;0;0;0
BANCO DIGIO S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/09/2020;1729071;1725608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3463;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/09/2020;1679885;416148;0;0;0;0;0;1232196;31538;0;0;0;0;0;0;0;0;0;0;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/09/2020;1669576;1254117;0;0;0;0;0;390362;25078;0;0;0;0;0;0;0;0;0;0;18;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;S4;9;CAMPO VERDE;MT;01/09/2020;1655426;1042354;39808;0;0;0;245374;297672;30211;0;0;0;0;0;0;0;0;0;0;7;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/09/2020;1609176;680485;54121;0;0;0;0;828917;45640;0;0;0;0;0;0;0;0;0;0;13;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;I;2;S5;9;RIO VERDE;GO;01/09/2020;1605062;1019726;4008;24175;0;0;0;557152;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DIGIMAIS S.A.;92874270;b1;I;3;S4;8;PORTO ALEGRE;RS;01/09/2020;1553153;1529195;0;0;0;0;0;23922;0;0;0;0;0;0;0;0;0;0;0;36;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/09/2020;1541464;477096;147473;0;3;0;12448;888882;15557;0;0;0;0;0;0;0;0;0;0;4;0
C6 BANK;52072;b1;C;2;S4;199;SAO PAULO;SP;01/09/2020;1497489;1337873;0;0;0;0;0;157061;0;0;0;0;0;0;0;0;0;0;0;2556;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/09/2020;1486441;1480890;0;0;0;0;0;0;0;0;0;0;0;5550;0;0;0;0;0;0;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;I;3;S4;8;SAO PAULO;SP;01/09/2020;1483551;1057068;0;0;0;0;111935;314549;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/09/2020;1421375;1110479;57585;0;0;0;14044;189401;49850;0;0;0;0;0;0;0;0;0;0;16;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/09/2020;1385893;1069864;67130;26730;0;0;390;121674;5637;239;33559;46284;0;14343;42;0;0;0;0;0;0
XP;52120;b1;C;2;S3;199;RIO DE JANEIRO;RJ;01/09/2020;1376290;209246;0;0;0;0;0;1167044;0;0;0;0;0;0;0;0;0;0;0;1;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/09/2020;1356377;1356374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;S4;9;SORRISO;MT;01/09/2020;1343707;1059547;0;0;0;0;27276;184488;72389;0;0;0;0;0;0;0;0;0;0;8;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/09/2020;1333534;532780;0;2;0;0;0;800734;0;0;0;0;0;17;0;0;0;0;0;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/09/2020;1332103;183378;0;740724;71780;0;18639;0;38121;0;0;279460;0;0;0;0;0;0;0;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/09/2020;1269534;1059396;16040;0;0;0;90793;71121;32168;0;0;0;0;0;0;0;0;0;0;16;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/09/2020;1249751;615233;59050;0;4;0;0;559247;16212;0;0;0;0;0;0;0;0;0;0;5;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/09/2020;1230311;954043;0;0;0;0;0;261022;0;0;0;0;0;0;15246;0;0;0;0;0;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;S4;8;SAO PAULO;SP;01/09/2020;1216986;87103;0;0;0;0;0;528648;0;0;0;0;0;0;601235;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE – SICREDI GRANDES RIOS MT/PA;37442605;b3S;I;2;S4;9;COLIDER;MT;01/09/2020;1214476;1037023;9497;0;0;0;0;134483;33460;0;0;0;0;0;0;0;0;0;0;13;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/09/2020;1172700;400286;781;0;0;0;0;696533;0;0;14510;0;0;75;60514;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/09/2020;1153181;451532;1698;0;0;0;0;658382;41548;0;0;0;0;0;0;0;0;0;0;20;0
