Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;S1;6;BRASILIA;DF;01/09/2020;584352212;2462625;5007919;13130242;23699553;12520939;9661913;69;66483261;690284;1061528;2268211;2691102;228133;22014;10364;6971635;26382;79916;107370;94518;13934;38;16;322174;637934;12848662;37507033;87011697;71015085;199270839;80127609;488418858;1147643;5937273;1999287;184936;23881;23671;0;9316690;136775;607017;1736873;574509;174328;83255;597;3313355;1419693;2740999;2134881;1724816;780721;693498;31629;9526238;0
BB;49906;b1;C;1;S1;199;BRASILIA;DF;01/09/2020;382276910;226656;4753111;13841028;30124937;20863193;16598383;3557441;89964749;473893;2777860;8155128;11041151;5404670;2991678;392939;31237319;32001;430164;1151522;1810912;424143;22;103715;3952478;56839;411177;1296453;3479395;3437992;17659477;20782563;47123896;1461480;21873882;5125730;291348;241;0;193690;28946370;1705212;15149846;52711111;47816162;26114813;23162142;227372;166886659;500549;1071178;2819085;2011989;1400605;1714023;130924;9648354;4517085
ITAU;10069;b1;C;2;S1;199;SAO PAULO;SP;01/09/2020;318763117;482933;4560217;12349177;20531836;9299561;3523860;7;50747591;319661;1746762;3969221;3466668;873628;64319;0;10440259;185518;2651111;6820149;10094282;1742171;4078;0;21497309;36832;1618302;4591118;10494737;8237645;20304356;5638131;50921120;5901407;48275989;21813584;1512242;27695;9;0;77530926;749;171551;729964;176671;48444;29287;0;1156667;2236935;8444344;9776192;9035239;2297403;399671;2;32189786;74279458
BRADESCO;10045;b1;C;2;S1;199;OSASCO;SP;01/09/2020;239747910;305953;5482782;14979594;26105842;13022549;6469553;597;66366870;875317;5912472;8622058;8125466;1447213;410067;541;25393134;196122;3613178;9335285;13267944;2049850;9931;31;28472341;30346;1702369;4684329;10611192;8171753;20475159;6226920;51902069;3264523;23113756;8491594;1070667;142977;19526;0;36103043;112918;1806388;4874659;5464411;1223191;446188;1247;13929002;960973;4675931;3387701;4811236;1808589;945206;13694;16603329;978122
SANTANDER;30379;b1;C;3;S1;199;SAO PAULO;SP;01/09/2020;215776268;742742;3453300;9486031;16880352;8882310;6175177;882;45620794;521929;1399892;3007217;3908286;1601167;480026;16977;10935493;568559;6420279;16454848;24739620;4798942;28737;4148;53015132;33873;1268052;3647369;8348447;6495644;16043801;5059369;40896556;1527563;22255088;8212806;965376;275365;141640;39;33377876;45353;780631;2858701;2129527;1003739;656147;0;7474097;1345938;4505922;4662426;5547103;3276368;2408190;114942;21860889;2595430
VOTORANTIM;51011;b1;C;2;S2;199;SAO PAULO;SP;01/09/2020;44127264;65047;126987;269764;214191;11894;28;0;687910;48140;108231;348791;261131;89826;6380;0;862499;642298;5142348;12862511;18597273;2594469;2868;0;39841766;0;0;0;0;0;0;0;0;444322;1500493;633408;53384;0;0;0;2631607;0;509;2012;3459;1391;0;0;7371;20067;12829;15982;28018;9905;9177;133;96111;0
BANRISUL;30173;b1;C;1;S2;199;PORTO ALEGRE;RS;01/09/2020;27116436;56902;1085124;3044655;6293856;3954244;2417900;99;16852781;25317;558787;426407;268807;50288;15974;96;1345675;70;1416;4243;6465;1697;9;0;13899;1943;65136;155164;405200;376551;1482540;1110870;3597403;49013;1028460;292503;3549;0;0;0;1373525;37120;167403;1124291;563496;268888;180326;66768;2408292;102042;883805;199673;176058;82091;81148;43;1524860;0
SAFRA;10083;b1;C;2;S2;199;SAO PAULO;SP;01/09/2020;24340978;32918;602959;1672143;3218473;1761046;768492;0;8056030;8117;277295;1053605;811497;174476;6878;0;2331868;185854;1704476;4380669;6347457;693167;628;0;13312252;0;32;395;679;175;264;0;1545;6594;182858;59031;149;0;0;0;248633;98;35855;70085;61749;37466;11647;0;216900;14727;90777;58856;605;0;0;0;164965;8785
PAN;31323;b1;C;2;S3;199;SAO PAULO;SP;01/09/2020;23772645;119456;733862;2113955;3905093;2089410;1045105;0;10006880;1403;11052;15762;981;13;0;0;29212;301943;1345334;3242538;4487150;466513;227;0;9843705;852;3823;9711;20912;15267;31209;4635;86409;530223;2670376;282773;8107;217;2;0;3491697;0;0;0;0;0;0;0;0;14585;21496;48734;96537;59388;72103;1899;314742;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;S3;8;SAO PAULO;SP;01/09/2020;17193893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78704;1151190;1580838;1335518;640212;363387;3142;5152991;268179;1805760;4582807;3688539;1376389;316664;2563;12040902;0
