Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
CITIBANK;30403;b1;S2;C;3;SAO PAULO;SP;01/09/2020;518950;10321;792140;586644;0;7569;1915623;-309084;-486390;-8993;-359242;-24330;-1188039;727584;291600;12484;-195196;-143767;-51799;0;80106;-59320;-65892;661692;2285;663977;-275979;-32256;355741;0
BANRISUL;30173;b1;S2;C;1;PORTO ALEGRE;RS;01/09/2020;1407243;4167;146515;65675;40418;53930;1717947;-491061;-118376;-4624;0;-92899;-706959;1010988;35963;262093;-499432;-339143;-90784;87735;245912;-537917;-835574;175413;-3033;172380;-30537;-24014;117828;0
PAN;31323;b1;S3;C;2;SAO PAULO;SP;01/09/2020;1649999;0;37364;11607;738;0;1699709;-315523;-5;0;0;-366104;-681631;1018077;42867;74667;-145034;-648443;-65320;4757;215021;-260584;-782068;236009;20885;256894;-86716;0;170178;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;S3;I;3;SAO PAULO;SP;01/09/2020;1185438;0;118750;-43737;423855;0;1684306;-36321;-1039142;0;0;-233654;-1309117;375189;23456;1723;-60963;-54971;-18193;0;565;-167052;-275435;99754;161;99914;-41936;-5938;52040;0
DAYCOVAL;51987;b1;S3;C;2;SAO PAULO;SP;01/09/2020;958361;148139;71116;299086;176747;0;1653450;-309583;-229049;-108507;0;-187291;-834429;819021;27822;31395;-112995;-136931;-48784;4779;94312;-184619;-325020;494000;12633;506633;-188795;-29686;288152;0
ABC-BRASIL;41856;b1;S3;C;3;SAO PAULO;SP;01/09/2020;813262;0;351443;91861;134413;0;1390979;-128158;-893379;0;0;-64548;-1086084;304895;73627;5561;-60566;-38511;-11613;1811;134857;-331250;-226084;78811;-23;78788;23436;-28749;73475;0
BMG;30290;b1;S3;C;2;SAO PAULO;SP;01/09/2020;1215707;0;83996;-63437;10090;0;1246355;-294993;-3886;0;0;-239412;-538291;708065;13293;3055;-64836;-408387;-32534;16925;192461;-307957;-587980;120084;430;120514;-13235;-10672;96608;0
BNP PARIBAS;51516;b1;S3;C;3;SAO PAULO;SP;01/09/2020;421830;0;161972;311726;312574;0;1208101;-202603;-510416;0;0;-77553;-790572;417529;90193;23204;-151521;-211788;-35860;1801;132172;-284845;-436644;-19115;-6818;-25933;6361;-7952;-27524;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;S2;I;1;FORTALEZA;CE;01/09/2020;602391;0;185491;7380;228595;4345;1028202;-87087;-285877;0;0;-17842;-390807;637395;674807;25473;-595934;-325079;-88291;0;626059;-355354;-38320;599075;1072;600147;-276124;-18685;305338;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;S3;I;2;PORTO ALEGRE;RS;01/09/2020;505393;0;227948;18098;21964;14586;787989;-300476;-215663;0;0;-3532;-519672;268318;22327;1022;-24849;-228961;-12206;2486;78798;-53678;-215062;53256;0;53256;-27128;-2160;23968;0
CREDIT SUISSE;30771;b1;S3;C;3;SAO PAULO;SP;01/09/2020;167109;0;119532;439216;25167;0;751024;-102925;-710566;0;0;-28319;-841810;-90786;308425;0;-147669;-62451;-27757;23999;186134;-54251;226430;135644;-1;135643;-31578;0;104065;0
BANCO VOLKSWAGEN S.A.;59109165;b2;S3;I;3;SAO PAULO;SP;01/09/2020;697783;19429;20715;-7907;0;0;730020;-144295;-25889;-17197;0;-95756;-283137;446883;0;31347;-999;-86852;-24053;26407;42358;-234034;-245827;201056;-1272;199784;-79318;0;120466;0
SOCIETE GENERALE;31859;b1;S3;C;3;SAO PAULO;SP;01/09/2020;21081;64014;66647;213438;357253;0;722433;-3464;-310833;-53792;0;2551;-365538;356896;26975;21;-25192;-26311;-6176;0;29655;-274161;-275190;81706;2;81708;-33819;0;47889;0
BRB;31976;b1;S3;C;1;BRASILIA;DF;01/09/2020;665028;0;34753;1517;870;4702;706870;-94156;-834;0;0;-62493;-157483;549387;14235;47267;-210643;-134186;-32877;23871;30712;-77340;-338962;210425;740;211165;-64817;-18697;127651;0
BANCO CSF S.A.;8357240;b2;S3;I;3;SAO PAULO;SP;01/09/2020;566693;0;3070;0;0;0;569763;-9317;0;0;0;-430225;-439542;130221;175941;128016;-45089;-239275;-42590;-266;11642;-133385;-145006;-14785;446;-14339;5301;0;-9038;0
CREFISA;52010;b1;S4;C;2;SAO PAULO;SP;01/09/2020;514876;0;19267;0;0;0;534143;-47;0;0;-213;-189357;-189617;344526;366;10658;-6247;-290608;-26690;0;83221;-38976;-268277;76249;594;76843;-41367;-19;35457;0
CREDIT AGRICOLE;51066;b1;S3;C;3;SAO PAULO;SP;01/09/2020;57453;0;32969;-142387;583305;0;531341;-5362;-504555;0;0;-100;-510017;21324;13331;51;-26346;-14603;-12374;30;2588;-1117;-38441;-17117;0;-17117;4983;0;-12134;0
MERCANTIL DO BRASIL;20152;b1;S3;C;2;BELO HORIZONTE;MG;01/09/2020;501410;0;16892;-18166;21184;654;521973;-40333;-2859;0;0;-88835;-132027;389947;8815;52563;-114757;-162812;-27434;8182;45422;-151268;-341290;48657;-1001;47656;-15027;-4280;28349;0
BOFA MERRILL LYNCH;51255;b1;S3;C;3;SAO PAULO;SP;01/09/2020;5344;0;92336;66745;355702;0;520126;-37744;-210012;0;0;788;-246968;273158;430072;1954;-163873;-52753;-40711;0;1574;-156740;19525;292683;0;292683;-126636;0;166047;0
BANCOOB;51750;b1;S3;C;2;BRASILIA;DF;01/09/2020;263462;0;247671;-1963;1388;6153;516710;-299971;-31111;0;0;-18094;-349175;167535;199933;10;-38709;-39719;-34565;14628;116846;-305003;-86579;80956;625;81581;-29373;-2492;49717;0
XP;52120;b1;S3;C;2;RIO DE JANEIRO;RJ;01/09/2020;8466;0;489120;-28315;12878;0;482149;-183614;-396;0;0;-9982;-193993;288157;844965;346166;-246504;-924597;-95291;-2737;253033;-152522;22512;310669;-4879;305790;-35532;-230530;39728;0
ORIGINAL;51781;b1;S3;C;2;SAO PAULO;SP;01/09/2020;353906;0;116683;-6168;1701;0;466122;-100443;-146186;0;0;-3786;-250415;215707;39871;10065;-80437;-177236;-15379;-20352;131830;-98319;-209957;5750;-470;5280;-11376;-3988;-10084;0
OMNI;50940;b1;S4;C;2;SAO PAULO;SP;01/09/2020;429252;3006;5180;-84;0;0;437353;-40175;-1556;-1632;0;-70102;-113465;323888;18388;18835;-15366;-118216;-12669;9239;8604;-214545;-305729;18159;-19;18140;10616;0;28756;0
CCB;32119;b1;S3;C;3;SAO PAULO;SP;01/09/2020;281290;9489;34100;32518;66229;2;423629;-107987;-214516;-7690;0;-160890;-491083;-67454;16264;3067;-44609;-17504;-5396;-342;40071;-25423;-33871;-101326;2397;-98929;65131;0;-33798;0
HAITONG;51482;b2;S3;C;3;SAO PAULO;SP;01/09/2020;10630;0;369985;25214;13972;0;419802;-390129;-3086;0;0;136;-393079;26723;3005;0;-11672;-6937;-1856;-101;903;-8720;-25378;1345;0;1345;2377;-709;3013;0
ING;51073;b1;S3;C;3;SAO PAULO;SP;01/09/2020;11391;0;66799;37912;296592;0;412695;-13234;-338183;0;0;-62253;-413669;-975;18031;0;-15345;-16250;-4753;0;4372;-27227;-41172;-42147;0;-42147;19083;-696;-23760;0
ALFA;51293;b1;S3;C;2;SAO PAULO;SP;01/09/2020;247468;39526;65451;37472;0;0;389917;-77454;-49507;-33035;-7985;-11538;-179519;210397;19998;19182;-53968;-32874;-11572;1061;42410;-152056;-167820;42577;-47;42531;-11563;-3007;27961;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;S3;I;1;BELEM;PA;01/09/2020;372444;0;12604;0;1021;1845;387915;-37457;-375;0;0;-35621;-73453;314462;4965;29386;-114855;-95794;-19320;0;9799;-9800;-195620;118843;642;119484;-59619;-10564;49302;0
BANCO GM S.A.;59274605;b2;S3;I;3;SAO PAULO;SP;01/09/2020;347974;10070;16957;0;0;0;375001;-90359;0;-9333;0;-63299;-162991;212010;18315;17348;-37140;-80703;-11602;2216;10899;-11479;-92145;119865;2762;122627;-49318;-8637;64672;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;S3;I;3;SAO PAULO;SP;01/09/2020;219374;4538;7379;130495;0;0;361787;-25510;-142424;-3371;0;1324;-169980;191806;0;11414;-16881;-50580;-9553;0;10244;-8893;-64249;127557;-3741;123816;-52807;-6821;64189;0
BANESTES;30159;b1;S3;C;1;VITORIA;ES;01/09/2020;193984;505;148711;0;1112;5201;349513;-144271;-1307;-427;0;-20660;-166664;182850;32151;53034;-88058;-65415;-17214;4926;3210;-29383;-106749;76101;163;76264;-26419;-5037;44808;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;S3;I;1;PORTO ALEGRE;RS;01/09/2020;328481;0;17237;0;0;0;345718;0;-163275;0;0;-36331;-199606;146112;10333;0;-44390;-12014;-7699;0;4221;-6638;-56187;89925;1213;91138;-41844;-3311;45983;0
BANCO IBM S.A.;34270520;b2;S4;I;3;RIO DE JANEIRO;RJ;01/09/2020;6085;331549;297;0;0;0;337931;-17061;0;-288928;0;629;-305360;32571;0;0;0;-14888;-1468;0;441;-1353;-17268;15303;406;15709;-7440;0;8270;0
MERCEDES-BENZ;51262;b2;S3;C;3;SAO PAULO;SP;01/09/2020;311014;22528;4112;-5205;0;0;332449;-94794;-44278;-17340;0;4132;-152280;180169;0;6374;-16929;-25616;-8833;0;7057;-22135;-60082;120087;194;120281;-52968;0;67313;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;S4;I;2;SAO PAULO;SP;01/09/2020;314332;0;11237;0;18;0;325587;-14398;-6506;0;0;157523;136618;462205;70967;30600;-17345;-184373;-22931;0;7930;-338887;-454039;8166;448;8614;-2229;0;6385;0
AGIBANK;51956;b1;S4;C;2;PORTO ALEGRE;RS;01/09/2020;314014;0;4154;858;19;0;319046;-20997;0;0;0;-65002;-86000;233046;1391;5805;-13886;-164726;-14391;8596;786;-10280;-186704;46342;28;46369;-13119;-1279;31972;0
PORTO SEGURO;51444;n1;S4;C;2;SAO PAULO;SP;01/09/2020;283125;0;2593;0;0;0;285717;-16591;0;0;0;-166001;-182592;103125;116476;54762;-9166;-122765;-23232;0;9081;-69906;-44749;58376;202;58577;-23989;-1401;33187;0
BANCO HSBC S.A.;53518684;b1;S4;I;3;SAO PAULO;SP;01/09/2020;22619;0;87314;-110325;279432;0;279039;-42301;-142328;0;0;-266;-184895;94144;16591;0;-34433;-16216;-6346;0;112879;-154479;-82003;12141;0;12141;-4318;-1850;5974;0
MORGAN STANLEY;51413;b1;S3;C;3;SAO PAULO;SP;01/09/2020;0;0;130034;148758;0;0;278792;-114743;-8916;0;-466;0;-124125;154667;148262;0;-122144;-52730;-22584;0;2502;-61296;-107990;46677;0;46677;-18248;0;28429;0
BANCO MUFG BRASIL S.A.;60498557;b1;S3;I;3;SAO PAULO;SP;01/09/2020;70335;0;44576;100323;58097;0;273332;-15743;-231750;0;0;-430;-247923;25409;6569;123;-31321;-19797;-6500;0;149821;-97329;1566;26975;25;27001;-13821;0;13180;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;S4;I;3;SAO PAULO;SP;01/09/2020;58766;0;10592;0;202025;0;271383;-7089;-204088;0;0;-3197;-214374;57009;3556;15;-7513;-3997;-1058;0;3323;-45876;-51549;5459;-8359;-2900;-2643;0;-5543;0
PARANÁ BANCO;30881;b1;S4;C;2;CURITIBA;PR;01/09/2020;255287;0;15437;220;0;0;270944;-86652;0;0;0;-49405;-136057;134887;1467;41;-19314;-126126;-8419;3761;1144;-2422;-149869;-14982;395;-14587;9758;-2879;-7708;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;S4;I;3;PORTO ALEGRE;RS;01/09/2020;153008;68429;918;34271;0;0;256626;-572;-111700;-51367;0;-5451;-169090;87536;0;309;-15117;-17006;-4904;1091;10848;-3251;-28031;59505;-48;59457;-26055;0;33402;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;S3;I;3;CURITIBA;PR;01/09/2020;250929;1224;5747;-15606;0;0;242294;-24178;-80430;-1182;0;-37926;-143716;98578;2894;40;-12626;-12428;-6071;0;36;-2422;-30576;68002;399;68401;-31551;-514;36336;0
BANCO JOHN DEERE S.A.;91884981;b1;S3;I;3;INDAIATUBA;SP;01/09/2020;228937;0;2909;0;0;0;231846;-3727;-126377;0;-1;-34303;-164408;67438;9810;262;-15006;-8281;-4432;0;300;-1677;-19024;48414;-117;48296;-21042;-1421;25834;0
INTER;51884;b1;S4;C;2;BELO HORIZONTE;MG;01/09/2020;209277;0;34327;-16779;1447;0;228271;-36544;-491;0;0;-51186;-88222;140050;47854;6996;-57502;-159930;-13384;890;32021;-30118;-173174;-33124;9436;-23688;11315;0;-12373;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;S4;I;3;BARUERI;SP;01/09/2020;105;215724;0;0;0;0;215829;0;-10446;-178829;0;14210;-175065;40764;0;0;-8;-6572;-4592;0;1895;-211;-9488;31276;698;31975;-9736;0;22239;0
HONDA;51396;b2;S4;C;3;SAO PAULO;SP;01/09/2020;198860;0;1994;13998;0;0;214852;-33781;-69894;0;0;-5287;-108962;105890;1166;18440;-6480;-39301;-6013;0;56316;-4943;19185;125075;92;125168;-56376;0;68792;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;01/09/2020;197225;0;16399;0;0;0;213624;-21947;-2480;0;0;-41029;-65456;148168;24127;14714;-33410;-51318;-180;0;752;-15354;-60670;87498;469;87968;1;-3495;84473;0
BOCOM;52003;b1;S4;C;3;SALVADOR;BA;01/09/2020;63754;0;59865;80084;8567;0;212270;-32071;-186179;0;0;12976;-205274;6996;16563;9760;-31264;-16341;-4360;2134;97915;-15802;58605;65601;-3481;62120;-26772;-7026;28322;0
BANCO DA AMAZONIA S.A.;4902979;b1;S3;I;1;BELEM;PA;01/09/2020;103247;0;98623;0;0;0;201870;-19886;-77911;0;-1556;-38230;-137584;64286;132552;44346;-147634;-68077;-26665;0;270581;-168634;36468;100754;128;100882;-85639;0;15242;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;S3;I;1;BELO HORIZONTE;MG;01/09/2020;168231;0;9345;8451;6426;0;192453;-9500;-68768;0;0;-35680;-113948;78505;3865;5153;-29083;-9817;-5012;0;18107;-64897;-81685;-3180;119;-3061;1406;-1098;-2753;0
PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;S4;I;2;SAO PAULO;SP;01/09/2020;182268;0;5346;0;0;0;187615;-11456;0;0;-14;-100878;-112348;75267;21208;43204;-8097;-97935;-11561;19;23333;-56232;-86060;-10794;3;-10790;3882;0;-6909;0
GOLDMAN SACHS;51585;b2;S3;C;3;SAO PAULO;SP;01/09/2020;583;0;-4152;186321;0;0;182751;-37331;-134;0;-35108;0;-72573;110179;193117;0;-91168;-46047;-20457;0;10819;-79224;-32959;77219;0;77219;-36888;-4835;35496;0
MIZUHO;51554;b1;S4;I;3;SAO PAULO;SP;01/09/2020;22473;0;38936;30647;82494;0;174550;-13335;-141926;0;0;133;-155128;19422;1768;1;-13607;-10784;-923;551;8429;-1251;-15815;3607;0;3607;-866;-220;2521;0
BMW;51420;n1;S4;C;3;SAO PAULO;SP;01/09/2020;63283;295;261;105830;0;0;169668;-6218;-135786;-288;0;-4724;-147017;22651;0;2950;-4174;-7967;-937;0;33916;-23713;76;22727;0;22727;-9182;0;13545;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;S3;I;3;SAO PAULO;SP;01/09/2020;35342;0;25229;44529;64134;0;169233;-8687;-112471;0;0;-2892;-124051;45182;15403;6;-16770;-9727;-3446;0;1997;-2018;-14554;30628;30;30657;-19286;-561;10809;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;S4;I;3;SAO PAULO;SP;01/09/2020;74444;0;52027;5516;34221;0;166209;-9060;-87913;0;0;-29693;-126667;39542;3971;0;-16786;-7000;-4425;0;5463;-42329;-61107;-21565;0;-21565;9692;0;-11873;0
MÁXIMA;50201;b1;S4;C;2;RIO DE JANEIRO;RJ;01/09/2020;142220;0;276;-2454;24555;0;164597;-82159;-651;0;0;-7027;-89838;74759;1603;478;-17916;-67431;-4676;1641;13012;-483;-73772;987;1304;2291;92;-1350;1034;0
SOFISA;31873;b1;S4;C;2;SAO PAULO;SP;01/09/2020;120675;0;32133;-8505;14498;0;158801;-33677;-6301;0;0;-21209;-61187;97614;523;17762;-25572;-27201;-6767;2865;10689;-13617;-41317;56297;-541;55756;-10677;-8459;36620;0
BANCO FIBRA S.A.;58616418;b1;S3;I;2;SAO PAULO;SP;01/09/2020;107487;0;26290;16507;8185;0;158469;-101647;-3960;0;0;-8502;-114109;44360;5929;3023;-26742;-16748;-1343;3497;16094;-21289;-37580;6780;4303;11083;-5160;0;5923;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;S4;I;3;PORTO ALEGRE;RS;01/09/2020;156376;0;3401;-1346;0;0;158432;-6040;-1469;0;0;-158427;-165937;-7505;23078;29053;-8415;-68369;-11344;0;2652;-40963;-74309;-81814;0;-81814;34816;0;-46998;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;S4;I;1;ARACAJU;SE;01/09/2020;135498;0;11765;0;0;1839;149102;-25791;-1014;0;0;-1811;-28616;120486;13892;19196;-47564;-43774;-8982;2422;13817;-55919;-106913;13573;-106;13468;-3453;-971;9044;0
BANCO VOLVO BRASIL S.A.;58017179;b2;S4;I;3;CURITIBA;PR;01/09/2020;141817;3824;2734;0;0;0;148375;-4115;-69076;-2963;0;8531;-67624;80752;0;2376;-11985;-16510;-3341;6726;2654;-2160;-22240;58511;-683;57828;-22522;-731;34575;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;01/09/2020;129020;0;15435;0;0;0;144455;-18569;-5598;0;0;-35959;-60126;84330;11606;638;-27929;-23248;-1069;0;5226;-4754;-39530;44800;-754;44046;-2178;-2537;39331;0
BEXS;51743;b2;S4;C;2;SAO PAULO;SP;01/09/2020;0;0;734;1332;140104;0;142170;0;0;0;0;0;0;142170;48;0;-9781;-5614;-6635;0;1570;-97384;-117797;24373;-28;24346;-10875;-663;12808;0
INDUSTRIAL DO BRASIL;50988;b1;S4;C;2;SAO PAULO;SP;01/09/2020;88230;0;5841;3596;40309;0;137976;-17087;-48937;0;0;-9044;-75068;62908;2459;1434;-22094;-9003;-7153;21;300;-2366;-36403;26505;-804;25700;-8171;0;17530;0
PINE;50304;b1;S3;C;2;SAO PAULO;SP;01/09/2020;62101;0;52610;-10973;29751;0;133489;-115539;-7092;0;0;10632;-111999;21490;8440;3187;-20030;-19578;-2118;-3671;3352;-7738;-38158;-16667;1114;-15554;6191;-1874;-11237;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;01/09/2020;107720;0;9017;0;0;21;116758;-12218;-14244;0;0;-7726;-34188;82570;31454;9677;-33358;-33954;-839;0;5682;-21835;-43175;39396;-252;39143;-1182;-4923;33038;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;01/09/2020;106947;0;6796;0;0;0;113744;-6922;-41838;0;0;-8684;-57445;56299;18031;4249;-14281;-16697;-194;0;17128;-16847;-8611;47688;3858;51546;-1332;-2193;48022;0
NU PAGAMENTOS S.A.;18236120;n4;S4;I;2;SAO PAULO;SP;01/09/2020;45593;0;42747;24720;0;0;113060;-24853;-4016;0;0;-168804;-197672;-84612;421272;47422;-160831;-350764;-86170;-21631;468799;-320838;-2741;-87353;0;-87353;20573;0;-66779;0
SCANIA BANCO S.A.;11417016;b2;S4;I;3;SAO BERNARDO DO CAMPO;SP;01/09/2020;106586;5313;784;0;0;0;112683;-15718;-42321;-4089;0;-1938;-64067;48617;178;910;-6848;-3163;-2536;1029;0;-322;-10752;37865;427;38291;-17127;0;21165;0
GRUPO BONSUCESSO - BS2;52034;b1;S4;C;2;BELO HORIZONTE;MG;01/09/2020;58390;0;6391;9205;30550;0;104536;-49905;-1447;0;0;3903;-47450;57087;3500;3762;-18457;-68149;-5436;5095;68872;-27735;-38548;18539;-11;18528;-6319;-32;12177;0
CIELO S.A.;1027058;n4;;I;2;BARUERI;SP;01/09/2020;0;0;91897;11724;0;0;103621;0;-60636;0;0;0;-60636;42985;1300565;0;-109752;-559715;-53183;-30792;12241;-430265;129098;172084;-4664;167420;-48704;-18278;100438;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;S3;I;2;BRASILIA;DF;01/09/2020;55794;0;38583;0;0;8327;102703;-45619;0;0;0;-1497;-47116;55588;0;1780;-33926;-6372;-3084;0;4826;-3272;-40048;15540;588;16128;0;0;16128;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;S4;I;3;SAO PAULO;SP;01/09/2020;15890;0;4206;38912;42361;0;101369;-966;-89409;0;0;0;-90375;10994;2337;0;-4475;-2852;-687;0;755;-594;-5517;5477;0;5477;-2347;-177;2953;0
BANCO TRIANGULO S.A.;17351180;b1;S4;I;2;UBERLANDIA;MG;01/09/2020;94642;0;5915;0;0;0;100557;-12853;-2690;0;0;-44217;-59760;40797;21772;28845;-31950;-45342;-7385;2370;9569;-13616;-35738;5059;103;5161;-1057;-203;3901;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;01/09/2020;92368;0;6567;0;0;25;98960;-10379;-9128;0;0;-22326;-41834;57127;25260;8613;-27040;-24329;-304;0;4330;-21067;-34537;22590;181;22770;-979;-3776;18015;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;01/09/2020;86420;0;12007;0;0;0;98427;-14973;-11296;0;0;-35728;-61997;36430;2389;2503;-11167;-13596;-89;0;22084;-14640;-12515;23915;-21;23894;-102;0;23792;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;S4;I;3;GUARULHOS;SP;01/09/2020;84697;0;615;12002;0;0;97313;-8657;-27711;0;0;-19319;-55686;41627;0;8333;-8271;-12644;-3354;0;20064;-6967;-2838;38789;-138;38652;-17723;0;20928;0
BANCO CARGILL S.A.;3609817;b1;S4;I;3;SAO PAULO;SP;01/09/2020;71299;0;2460;3707;19495;0;96961;-470;-69218;0;0;-34673;-104361;-7399;0;0;-3688;-1562;-1109;0;0;-230;-6589;-13988;0;-13988;6186;0;-7802;0
FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;15581638;n1;S4;I;2;PORTO ALEGRE;RS;01/09/2020;95268;0;50;0;0;0;95318;-5774;0;0;0;1665;-4109;91209;0;1;-696;-26564;-1988;0;20;-18232;-47459;43749;-13;43736;-20138;0;23598;0
BANCO ABN AMRO S.A.;3532415;b1;S4;I;3;SAO PAULO;SP;01/09/2020;22939;0;11603;58569;0;0;93111;-2140;-45838;0;-26397;-20951;-95325;-2214;20750;0;-56411;-10341;-2008;0;15986;-17063;-49087;-51301;0;-51301;-26235;-133;-77669;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;01/09/2020;85814;0;6657;0;0;27;92498;-9471;-8928;0;0;-14560;-32959;59539;22122;7760;-25171;-28486;-229;0;3869;-16842;-36977;22562;129;22691;-624;-4266;17800;0
