Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/09/2016;2110722;346831;0;0;0;0;1664900;0;5251;3798;0;0;108;89830;4;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;;14;SAO PAULO;SP;01/09/2016;2106514;2054455;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;52058;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;01/09/2016;2102273;2100167;0;0;0;0;0;0;0;0;0;0;0;0;2106;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/09/2016;2074608;1952824;120984;0;0;0;0;0;0;0;0;0;0;0;800;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/09/2016;1940630;1262312;0;0;0;63252;615021;0;0;0;0;0;0;0;46;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/09/2016;1843455;865875;0;41614;0;2403;14790;676500;0;4090;0;0;0;237969;213;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/09/2016;1752873;1222364;37479;25268;0;3697;400375;0;0;33799;0;0;0;29882;10;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/09/2016;1628442;407715;1220723;0;0;0;0;0;0;0;0;0;0;0;3;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/09/2016;1579281;1272527;0;261388;0;0;0;45366;0;0;0;0;0;0;0;0
BANCO RODOBENS S.A.;33603457;b1;I;2;;8;SAO PAULO;SP;01/09/2016;1511248;865864;345947;63098;0;14348;21559;9923;0;0;3248;0;0;187261;1;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/09/2016;1507527;1507527;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/09/2016;1493224;44288;0;0;0;430;1066850;0;4620;360;0;0;0;327639;0;49037
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/09/2016;1465422;1053586;0;3889;0;0;278073;103770;0;0;0;0;0;0;26104;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/09/2016;1435631;293320;0;0;503850;0;638461;0;0;0;0;0;0;0;0;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;01/09/2016;1419705;65169;1354527;0;0;0;0;0;0;0;0;0;0;0;9;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/09/2016;1341065;0;0;0;0;0;291897;0;0;0;0;0;0;1049168;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/09/2016;1270934;557101;0;0;0;0;698739;0;0;0;0;0;0;15094;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;01/09/2016;1212438;883454;0;0;0;27832;300014;0;0;0;0;0;678;0;460;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;01/09/2016;1187528;1186957;0;0;0;0;0;0;0;0;0;0;528;0;42;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/09/2016;1160894;139517;82;3489;0;23653;894234;0;36671;4164;144;0;6;58934;0;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/09/2016;1150632;127623;0;241241;0;0;0;32837;0;0;39850;0;709081;0;0;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/09/2016;1082282;994792;19993;60790;0;6706;0;0;0;0;0;0;0;0;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;01/09/2016;1080449;128192;3855;702940;0;3845;0;25986;0;0;215559;0;70;0;2;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/09/2016;1073769;588236;0;21780;0;8245;226170;0;0;0;0;0;0;229339;0;0
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/09/2016;1036663;2839;0;0;0;0;0;0;1033823;0;0;0;0;0;0;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;;8;SAO PAULO;SP;01/09/2016;1023798;178280;0;0;0;0;5968;0;0;0;0;0;0;839550;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/09/2016;922474;704594;0;0;0;45076;172530;0;0;0;0;0;0;0;275;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;01/09/2016;867891;306371;1217;0;0;0;462275;0;0;22635;0;0;1005;74331;57;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;01/09/2016;861454;837681;0;0;0;0;23761;0;0;0;0;0;0;0;12;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;;8;SAO PAULO;SP;01/09/2016;858912;606018;0;0;0;16422;236472;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;;9;CHAPECO;SC;01/09/2016;851960;738666;2405;1509;0;0;109307;0;0;0;0;0;0;0;73;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/09/2016;846990;405624;0;0;0;0;441353;0;0;0;0;0;0;0;12;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/09/2016;835803;476141;0;0;0;66306;293137;0;0;0;0;0;0;0;220;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/09/2016;815127;677785;0;117708;0;0;642;18993;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/09/2016;811105;620062;340;0;0;0;190663;0;0;0;0;0;0;0;40;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/09/2016;795185;580857;0;0;0;34095;179988;0;0;0;0;0;0;0;246;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/09/2016;714441;440277;37;102555;0;4033;0;145601;0;20801;0;0;1137;0;0;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;01/09/2016;707264;4;0;0;0;0;707260;0;0;0;0;0;0;0;0;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;01/09/2016;705221;20202;0;14157;0;1131;534687;1285;0;0;0;0;0;133758;0;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;;8;SAO PAULO;SP;01/09/2016;702247;181;0;0;0;0;449944;0;0;0;0;0;0;252122;0;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/09/2016;695771;364138;0;331229;0;0;0;0;0;0;0;0;0;352;52;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;;9;PALOTINA;PR;01/09/2016;679799;603828;0;0;0;15388;60312;0;0;0;0;0;0;0;271;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;01/09/2016;670745;514385;880;0;0;0;155456;0;0;0;0;0;0;0;24;0
DACASA FINANCEIRA;51891;n1;C;2;;197;VITORIA;ES;01/09/2016;667045;659104;0;0;0;0;0;0;0;0;0;0;0;0;7941;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;;9;RIBEIRAO PRETO;SP;01/09/2016;666227;663931;0;0;0;0;0;0;0;2277;0;0;0;0;18;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/09/2016;659749;209871;0;71;0;22707;426284;0;0;0;0;0;511;0;305;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/09/2016;656382;480375;0;0;0;31138;144658;0;0;0;0;0;0;0;211;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;01/09/2016;616391;513196;0;0;0;3389;99617;0;0;0;0;0;0;0;189;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/09/2016;615179;422200;375;0;0;0;192553;0;0;0;0;0;0;0;51;0
COOPERATIVA DE CRÉDITO SICREDI JOÃO PESSOA;35571249;b3S;I;2;;9;JOAO PESSOA;PB;01/09/2016;610989;391624;0;0;0;0;219331;0;0;0;0;0;0;0;35;0
MODAL;51963;b1;C;2;;199;RIO DE JANEIRO;RJ;01/09/2016;608650;90388;0;0;0;0;517818;0;0;445;0;0;0;0;0;0
MÁXIMA;50201;b1;C;2;;199;RIO DE JANEIRO;RJ;01/09/2016;600198;47001;134;0;0;93835;148938;0;0;310289;0;0;0;0;0;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;I;2;;9;LONDRINA;PR;01/09/2016;596128;275652;0;7655;0;0;312633;0;0;0;0;0;172;0;16;0
MIZUHO;51554;b1;I;3;;199;SAO PAULO;SP;01/09/2016;595834;321159;0;0;0;0;203802;0;0;0;0;0;0;0;0;70873
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88038260;b3S;I;2;;9;CRUZ ALTA;RS;01/09/2016;590688;407148;0;0;0;8882;174528;0;0;0;0;0;0;4;126;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;;9;ITAQUI;RS;01/09/2016;572289;324377;0;0;0;35261;212515;0;0;0;0;0;0;0;135;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/09/2016;542766;332387;0;0;0;57227;151216;0;0;0;0;0;1722;0;215;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;;9;SORRISO;MT;01/09/2016;542713;420811;0;0;0;11256;110504;0;0;0;0;0;0;0;143;0
BANCO SEMEAR S.A.;795423;b1;I;2;;8;BELO HORIZONTE;MG;01/09/2016;542306;318935;0;0;0;115447;99940;0;0;2988;0;0;0;0;4997;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/09/2016;531844;257692;0;28;0;30599;243378;0;0;0;0;0;0;0;147;0
AGIPLAN;51956;b1;C;3;;199;PORTO ALEGRE;RS;01/09/2016;525898;525483;0;0;0;0;0;0;0;0;0;0;0;0;414;0
HAITONG;51482;b2;C;3;;198;SAO PAULO;SP;01/09/2016;523347;39088;0;242595;0;0;186147;0;0;0;1697;0;0;0;0;53820
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;01/09/2016;521210;274044;0;0;0;0;247119;0;0;0;0;0;0;0;46;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/09/2016;515050;98406;10;0;0;0;416624;0;0;0;0;0;0;0;10;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/09/2016;514752;457814;0;1;0;0;56900;0;0;0;0;0;0;0;37;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;;8;GUARULHOS;SP;01/09/2016;510507;510337;0;0;0;0;0;0;0;0;0;0;0;0;170;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;;14;SAO PAULO;SP;01/09/2016;501076;435708;0;0;0;0;65321;0;0;0;0;0;0;0;47;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;;9;PONTA GROSSA;PR;01/09/2016;499925;410743;0;0;0;3540;85507;0;0;0;0;0;0;0;135;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;01/09/2016;483974;179460;0;15;0;0;304423;0;0;0;0;0;0;0;76;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;;9;SANTA MARIA DE JETIBA;ES;01/09/2016;477734;382912;2547;0;0;0;92235;0;0;0;0;0;0;0;39;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO LESTE DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED UNIÃO;74114042;b3S;I;2;;9;ITAJAI;SC;01/09/2016;475987;48988;0;28;0;0;426947;0;0;0;0;0;0;0;24;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/09/2016;464781;347713;147;0;0;0;116893;0;0;0;0;0;0;0;28;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;01/09/2016;462878;265808;0;3;0;16061;180892;0;0;0;0;0;0;0;114;0
