Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica
DAYCOVAL;51987;b1;C;2;;199;SAO PAULO;SP;01/09/2016;6883890;395449;249984;3165517;2953245;24;119671
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/09/2016;6576373;16731;61083;280761;2482119;0;3735678
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/09/2016;6270817;355730;4122;714842;5196123;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;01/09/2016;5596656;97718;344306;2963404;2191228;0;0
CCB;32119;b1;C;3;;199;SAO PAULO;SP;01/09/2016;4480389;114905;287454;1193432;1225000;0;1659598
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/09/2016;4192654;161402;262475;1314451;2454326;0;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/09/2016;3729309;0;31201;533742;3164366;0;0
ORIGINAL;51781;b1;C;2;;199;SAO PAULO;SP;01/09/2016;3726800;1638230;284132;1224551;579585;302;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/09/2016;3614903;50607;774889;2416684;372723;0;0
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/09/2016;3591241;1282017;740919;687324;880981;0;0
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/09/2016;3455755;292942;83440;2231827;847547;1;0
PAN;31323;b1;C;2;;199;SAO PAULO;SP;01/09/2016;3448040;712640;483476;1623494;628430;0;0
BANCO FIBRA S.A.;58616418;b1;I;2;;8;SAO PAULO;SP;01/09/2016;3433595;387606;31177;1030892;1077060;0;906861
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/09/2016;3317228;7043;19510;562749;2114079;0;613847
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/09/2016;3311473;238307;29533;563377;2134441;0;345814
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/09/2016;2963371;1279561;513063;1028613;142134;0;0
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/09/2016;2882194;111188;371039;2152652;247290;25;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/09/2016;2739685;201485;450157;1238846;849196;0;0
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/09/2016;2538707;1274;28966;365185;2143282;0;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/09/2016;2480772;15787;134806;235899;2094271;9;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/09/2016;2325407;28672;1133;373512;914647;0;1007444
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/09/2016;2076229;34355;43013;339873;1658987;1;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/09/2016;2025986;84704;153094;1011298;776889;0;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/09/2016;1908549;92193;101506;1269648;445202;0;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/09/2016;1901517;211;26000;573593;1301713;0;0
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/09/2016;1699581;355361;183420;139417;1021374;8;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/09/2016;1581481;51586;0;116212;1413682;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/09/2016;1556565;164762;332151;909960;149693;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/09/2016;1554497;21833;93442;699126;740095;0;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/09/2016;1497285;67419;279362;872689;277801;13;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/09/2016;1420563;81500;350061;865945;123034;22;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/09/2016;1418624;164;0;307721;1061702;0;49037
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/09/2016;1399690;146276;33552;486375;733487;0;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/09/2016;1340022;0;33464;246369;1060189;0;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/09/2016;1289908;335232;79106;782264;93305;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/09/2016;1270934;353;9799;364400;896381;0;0
BANCO RODOBENS S.A.;33603457;b1;I;2;;8;SAO PAULO;SP;01/09/2016;1227384;149955;345859;653607;77963;0;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;01/09/2016;1175000;37884;168707;655232;313177;0;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/09/2016;1132304;152584;88731;663044;227944;0;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/09/2016;1130989;5898;137650;849599;137750;92;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/09/2016;1073769;0;1630;168553;903586;0;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/09/2016;1038860;7968;16288;557628;456977;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;01/09/2016;1038313;70986;28560;673431;265335;1;0
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/09/2016;1036663;0;4485;928160;104017;0;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;;8;SAO PAULO;SP;01/09/2016;1023798;0;0;32934;990864;0;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;;8;SAO PAULO;SP;01/09/2016;858912;0;0;229398;629513;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/09/2016;801840;27380;86557;459288;228615;0;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/09/2016;800584;46858;145408;590307;18011;0;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;01/09/2016;788679;135737;210346;437273;5324;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/09/2016;708317;36253;63243;522427;86393;0;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;01/09/2016;707264;0;0;578691;128574;0;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/09/2016;705699;32348;102342;334513;236497;0;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;01/09/2016;705221;13413;38748;282613;370447;0;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;;8;SAO PAULO;SP;01/09/2016;702066;0;23934;108538;569594;0;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/09/2016;670056;17154;79286;432039;141574;2;0
MIZUHO;51554;b1;I;3;;199;SAO PAULO;SP;01/09/2016;595834;0;931;133898;390132;0;70873
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/09/2016;587965;209573;276176;102148;36;33;0
MODAL;51963;b1;C;2;;199;RIO DE JANEIRO;RJ;01/09/2016;555424;193704;119286;123680;118754;0;0
HAITONG;51482;b2;C;3;;198;SAO PAULO;SP;01/09/2016;523347;1224;93547;111727;263028;0;53820
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/09/2016;510490;56831;122675;308905;22069;9;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/09/2016;487205;21422;61916;379151;24716;0;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;;14;SAO PAULO;SP;01/09/2016;485693;14114;84431;363239;23909;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/09/2016;461702;14257;56021;383707;7692;24;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/09/2016;454035;12602;116005;304750;20676;2;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;;9;CHAPECO;SC;01/09/2016;453591;116081;195638;140865;1000;8;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;I;2;;9;LONDRINA;PR;01/09/2016;444233;9475;71745;265782;97228;3;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/09/2016;429417;67255;65080;220864;76214;4;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/09/2016;421489;75471;78159;116514;151322;24;0
BANCO GUANABARA S.A.;31880826;b1;I;2;;8;RIO DE JANEIRO;RJ;01/09/2016;411676;29408;21519;287844;72905;0;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;01/09/2016;405931;29750;93936;187916;94313;16;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/09/2016;386441;42174;108007;204513;31740;7;0
SOCOPA;50328;b1;C;2;;199;SAO PAULO;SP;01/09/2016;373356;51323;10189;162436;149409;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/09/2016;369706;59111;96129;123041;91404;20;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;01/09/2016;369389;33418;54964;263894;17112;0;NI
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;01/09/2016;361954;33498;55996;109728;162689;43;0
COOPERATIVA DE CRÉDITO SICREDI JOÃO PESSOA;35571249;b3S;I;2;;9;JOAO PESSOA;PB;01/09/2016;356978;11032;53058;265295;27588;5;0
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;01/09/2016;354573;43724;13545;251199;46102;2;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;I;3;;8;SAO PAULO;SP;01/09/2016;344414;75959;102;103720;164633;0;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/09/2016;342326;7170;45764;256731;32659;1;0
BANCO RANDON S.A.;11476673;b2;I;2;;8;CAXIAS DO SUL;RS;01/09/2016;339787;3231;25667;256737;54152;0;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;01/09/2016;336234;7972;34027;280426;13809;1;0
PARANÁ BANCO;30881;b1;C;2;;199;CURITIBA;PR;01/09/2016;332447;2042;44831;186022;99517;34;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/09/2016;316548;34175;91341;191027;0;5;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;I;2;;9;PORTO ALEGRE;RS;01/09/2016;310539;10139;936;5652;293811;0;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;I;3;;8;SAO PAULO;SP;01/09/2016;305096;0;0;42059;263037;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/09/2016;301813;59086;73836;103516;65365;10;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ - SICOOB NORTE DO PARANÁ;5582619;b3S;I;2;;9;LONDRINA;PR;01/09/2016;292920;23768;73773;161427;33944;7;0
MÁXIMA;50201;b1;C;2;;199;RIO DE JANEIRO;RJ;01/09/2016;289225;22335;90340;155640;20909;0;0
BRICKELL S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;12865507;n1;I;2;;14;SAO PAULO;SP;01/09/2016;279522;9230;16856;144636;108800;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/09/2016;277522;31907;75318;146076;24217;3;0
BANCO RIBEIRAO PRETO S.A.;517645;b1;I;2;;8;RIBEIRAO PRETO;SP;01/09/2016;263017;5625;40359;116916;100116;0;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/09/2016;260656;141752;85633;32671;600;0;0
BANCO TRICURY S.A.;57839805;b2;I;2;;8;SAO PAULO;SP;01/09/2016;255215;36297;24801;102116;92002;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO LESTE DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED UNIÃO;74114042;b3S;I;2;;9;ITAJAI;SC;01/09/2016;252399;15914;61396;175085;0;4;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;01/09/2016;239483;57612;65153;96980;19735;3;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/09/2016;229075;39306;61883;70584;57301;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/09/2016;219019;35193;62655;68228;52929;15;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;;9;SANTA MARIA DE JETIBA;ES;01/09/2016;217651;31483;71898;104180;10085;4;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE CURITIBA E CAMPOS GERAIS - SICOOB SUL;5888589;b3S;I;2;;9;CURITIBA;PR;01/09/2016;209491;10007;71366;127686;428;4;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;;9;PALOTINA;PR;01/09/2016;204828;37848;54236;62293;50435;17;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/09/2016;203498;21466;37039;57601;87379;13;0
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/09/2016;202104;13488;86078;102536;0;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E REGIÃO LTDA;4388688;b3S;I;2;;9;GOIANIA;GO;01/09/2016;197648;5265;29161;157147;6073;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/09/2016;194232;41462;52254;62697;37806;14;0
COOPERATIVA DE CRÉDITO E DE INVESTIMENTO DE LIVRE ADMISSÃO FRONTEIRAS DO IGUAÇU E SUDESTE PAULISTA - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;;9;CAPANEMA;PR;01/09/2016;189706;29376;47989;64753;47579;9;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;;9;VILHENA;RO;01/09/2016;185446;16074;64284;105085;0;2;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO;36900256;b3S;I;2;;9;CUIABA;MT;01/09/2016;184801;5446;46855;132500;0;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SICOOB ECOCREDI;11565109;b3S;I;2;;9;TRES COROAS;RS;01/09/2016;184218;8457;50917;124843;0;1;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE CAMPINAS E REGIÃO LTDA. - UNICRED CAMPINAS;71884498;b3S;I;2;;9;CAMPINAS;SP;01/09/2016;174059;10279;35450;128329;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/09/2016;173692;19515;20024;50915;83229;9;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;01/09/2016;172086;36783;32830;44930;57534;9;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, EMPRESÁRIOS E PROFESSORES DO OESTE E SERRA LTDA - UNICRED OESTE E SERRA;1039011;b3S;I;2;;9;CHAPECO;SC;01/09/2016;170348;14238;72892;81936;1281;1;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DE BLUMENAU E VALE DO ITAJAÍ LTDA ? UNICRED BLUMENAU;73443863;b3S;I;2;;9;BLUMENAU;SC;01/09/2016;170181;4125;48950;106308;10795;2;0
SANTINVEST;50816;n1;C;2;;197;FLORIANOPOLIS;SC;01/09/2016;167700;13597;37945;111420;4738;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO BRANCO - SICREDI OURO BRANCO RS;87853206;b3S;I;2;;9;TEUTONIA;RS;01/09/2016;163960;38282;29231;36837;59603;8;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;94433109;b3S;I;2;;9;PORTO ALEGRE;RS;01/09/2016;159931;6121;31902;121688;220;1;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73750424;b3S;I;2;;9;CAXIAS DO SUL;RS;01/09/2016;159525;6257;27369;125898;0;1;0
AGENCIA DE FOMENTO DO ESTADO DO RIO DE JANEIRO S.A.;5940203;n1;I;1;;30;RIO DE JANEIRO;RJ;01/09/2016;158278;3195;24277;96733;34074;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DE MINAS GERAIS E NORDESTE DE SÃO PAULO LTDA - SICOOB AGROCREDI;42873828;b3S;I;2;;9;GUAXUPE;MG;01/09/2016;157349;19274;24775;38531;74763;5;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/09/2016;156732;12388;23736;89683;30924;0;0
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;I;3;;19;BARUERI;SP;01/09/2016;155303;1481;6291;48079;99452;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;;9;RIBEIRAO PRETO;SP;01/09/2016;155220;35642;19604;96470;3501;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;;9;ENCANTADO;RS;01/09/2016;153992;25934;34653;42921;50478;5;0
COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4529074;b3S;I;2;;9;CASCAVEL;PR;01/09/2016;151448;19343;45542;74232;12329;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;01/09/2016;148220;22720;27152;50085;48254;10;0
BANCO BONSUCESSO S.A.;71027866;b1;I;2;;8;BELO HORIZONTE;MG;01/09/2016;143707;15299;18698;97042;12668;0;0
BANCO TOPÁZIO S.A.;7679404;b1;I;2;;8;PORTO ALEGRE;RS;01/09/2016;142961;255;7061;113776;21869;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;;9;PONTA GROSSA;PR;01/09/2016;142868;26888;30247;42210;43508;14;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB UNIMAIS BANDEIRANTE;3055269;b3S;I;2;;9;AMERICANA;SP;01/09/2016;141937;5002;31296;99538;6101;1;0
COOPERATIVA DE CRÉDITO DE LAJEADO - SICREDI VALE DO TAQUARI RS;91159764;b3S;I;2;;9;LAJEADO;RS;01/09/2016;140985;15161;30265;64538;31015;5;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32995755;b3S;I;2;;9;TANGARA DA SERRA;MT;01/09/2016;140305;14754;32804;46561;46178;9;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO IGUAÇU - SICREDI IGUAÇU PR/SC/SP;84974278;b3S;I;2;;9;SAO JOAO;PR;01/09/2016;138873;27327;28886;48570;34081;9;0
BANCO SEMEAR S.A.;795423;b1;I;2;;8;BELO HORIZONTE;MG;01/09/2016;137836;5453;12622;84772;34984;4;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS LITORÂNEA;85291086;b3S;I;2;;9;JACINTO MACHADO;SC;01/09/2016;137585;34827;43815;49569;9373;1;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO DO PLANALTO CENTRAL LTDA - SICOOB PLANALTO CENTRAL;692214;b3C;I;2;;9;BRASILIA;DF;01/09/2016;137004;0;17701;119303;0;0;0
