Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;01/09/2016;12303197;243069;875114;1722489;2278418;435652;24555;0;5579298;2826;20437;41514;44546;6302;4389;0;120014;100349;648481;431262;0;0;0;0;1180093;20914;246589;46945;14;0;0;0;314462;35571;301405;656919;12241;6617;0;0;1012754;95700;306182;204492;275835;148231;168781;10852;1210073;37350;126202;347514;555731;240463;251267;0;1558526;17851;47216;168728;61543;35298;51223;0;381860;484;29576;132187;472011;117874;17418;0;769550;176568
ABC-BRASIL;41856;b1;C;3;;199;SAO PAULO;SP;01/09/2016;11023703;38310;728146;1406348;1261119;141803;41531;0;3617257;0;30110;56974;64908;3000;0;0;154992;2112;85518;25438;0;0;0;0;113067;17962;187828;218042;10629;8427;1953;0;444842;8530;405801;926877;500843;137618;4026;0;1983695;32356;8278;26485;71195;55042;19025;9;212390;1510;94923;204004;412433;154985;82863;0;950718;0;191754;538531;423591;115741;109127;0;1378745;0;0;0;0;0;0;0;0;2167998
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/09/2016;9426511;0;0;0;0;0;0;0;0;523;25249;2953;4753;1315;354;0;35149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89449;280211;730782;1695924;1102732;1201749;27738;5128584;2847;114689;528402;1202058;1117023;1297234;525;4262778;0;0;0;0;0;0;0;0;0
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;01/09/2016;9415650;5867;50793;136180;226324;54400;12221;0;485785;23090;289621;544027;517273;79292;85;0;1453389;0;0;0;0;0;0;0;0;42094;410956;832249;46437;11625;1783;0;1345144;0;0;0;0;0;0;0;0;0;59902;0;0;0;0;0;59902;151201;761280;1967533;2676946;477372;37098;0;6071429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/09/2016;9039791;0;0;0;0;0;0;0;0;468;1520;3578;3034;1;0;0;8601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14162;42367;0;0;0;0;56530;0;212631;552778;205767;103862;1146;4;1076187;54;35481;100340;224431;146723;133967;0;640996;0;981258;5941716;314633;12607;7171;92;7257476;0;0;0;0;0;0;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;01/09/2016;8499069;85171;218301;547150;702128;112117;95182;75959;1836009;39166;193221;477377;543622;167981;225280;3163;1649811;20749;30213;40885;255;0;0;0;92102;12561;26818;2563;2;0;0;0;41943;1961;146617;369567;0;0;0;0;518144;118346;18398;55392;151253;73855;62078;79333;558656;6069;84116;242296;696613;504807;1607556;193856;3335313;240444;5392;4403;18047;44238;154567;0;467091;0;0;0;0;0;0;0;0;0
MERCEDES-BENZ;51262;b2;C;3;;198;SAO PAULO;SP;01/09/2016;8211230;8785;68939;112167;207032;73277;657;0;470856;9590;96416;190118;262613;51850;113;0;610700;0;0;0;0;0;0;0;0;9913;836007;66296;0;0;0;0;912217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71704;678425;1813424;2711605;796979;145321;0;6217458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/09/2016;7467715;0;17827;15764;16908;2558;0;0;53057;35;7166;18682;33636;9144;454;0;69118;0;15;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9911;82823;240895;30198;6747;3573;0;374147;308;14084;44837;125294;98981;50073;0;333577;0;1559663;3367851;1535405;117494;57388;0;6637801;0;0;0;0;0;0;0;0;0
DAYCOVAL;51987;b1;C;2;;199;SAO PAULO;SP;01/09/2016;6883890;96798;507057;831530;714210;35978;1813;0;2187386;5619;67931;135728;109246;4431;20;0;322975;25983;772917;445759;3783;0;0;0;1248441;85687;1502244;192500;6009;18;0;0;1786457;11938;464342;293594;39892;96;0;0;809862;7638;32430;10283;7323;0;0;0;57675;743;29800;80928;150737;16828;3589;0;282624;0;17142;38550;13105;0;0;0;68797;0;0;0;0;0;0;0;0;119671
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/09/2016;6576373;11285;82173;287089;175642;25921;0;0;582110;0;119060;24498;165021;104359;521796;469516;1404249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70502;248249;192243;183337;78346;0;0;772675;278;34702;12240;17203;17237;0;0;81660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3735678
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/09/2016;6270817;0;60118;82268;202814;149323;49993;44;544560;0;0;0;0;0;0;0;0;0;19315;59248;0;0;0;0;78562;1174;13324;38220;0;0;0;0;52719;215334;833526;1612261;1219353;390012;73727;0;4344214;58155;286429;126187;228528;5209;19339;0;723846;0;8317;8737;7053;79;0;0;24186;0;55117;71995;163434;127341;84843;0;502730;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;01/09/2016;5596656;36038;112795;160511;161122;16259;108688;0;595412;13320;80815;157053;374536;162992;23103;0;811818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220;548;865;312;0;0;1945;33022;163566;482945;1292485;885161;810955;16217;3684351;17638;48760;130772;146823;69702;89436;0;503130;0;0;0;0;0;0;0;0;0
CCB;32119;b1;C;3;;199;SAO PAULO;SP;01/09/2016;4480389;68492;301446;493727;461450;96753;2326;0;1424195;2174;14058;24043;29802;5390;75;0;75541;0;1368;15;0;0;0;0;1383;0;3170;0;0;0;0;0;3170;15767;234465;487282;41212;1210;50;0;779986;142046;57914;77381;117180;22935;4448;34874;456777;0;0;0;0;0;0;0;0;0;6132;73006;601;0;0;0;79739;0;0;0;0;0;0;0;0;1659598
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/09/2016;4192654;4848;360176;534331;190715;3356;0;0;1093425;2433;97867;199499;165687;2912;2;0;468401;0;40168;28514;2033;0;0;0;70715;0;372181;225583;1903;0;0;0;599666;0;42449;14615;0;0;0;0;57064;0;902;2472;4258;1055;0;0;8688;654;183014;354106;1072850;206413;77238;0;1894275;0;175;153;91;0;0;0;419;0;0;0;0;0;0;0;0;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/09/2016;3729309;0;128851;169488;55047;5556;0;0;358943;0;81;0;10000;0;0;0;10081;0;104029;51463;0;0;0;0;155492;0;657756;9534;0;0;0;0;667289;26757;1299086;919641;0;0;0;0;2245484;0;8179;83538;6645;0;0;0;98363;0;2156;24852;59277;718;0;0;87004;0;29672;49659;27323;0;0;0;106654;0;0;0;0;0;0;0;0;0
ORIGINAL;51781;b1;C;2;;199;SAO PAULO;SP;01/09/2016;3726800;19570;256536;320612;254452;5140;488;0;856799;0;0;0;0;0;0;0;0;17258;98987;0;0;0;0;0;116245;26308;1414792;72437;93892;46408;50826;0;1704663;104638;155561;151921;127004;29665;86456;0;655244;22253;50892;55231;73453;10417;0;0;212244;0;41934;37556;51831;0;0;0;131321;0;23556;26728;0;0;0;0;50284;0;0;0;0;0;0;0;0;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/09/2016;3614903;2951;7820;14293;14769;2195;0;0;42027;7423;42162;85648;98852;14591;7;0;248682;0;0;0;0;0;0;0;0;233;71676;48377;0;0;0;0;120286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57440;327075;916677;1520351;368558;13808;0;3203907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/09/2016;3591241;0;21937;64582;98666;0;0;0;185185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;933964;2004818;0;0;0;0;2938782;0;239258;177029;50987;0;0;0;467275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/09/2016;3455755;7450;81714;218885;9923;247;0;0;318218;913;24528;42860;43481;1;0;0;111784;0;0;0;0;0;0;0;0;9409;791048;1991895;0;0;0;0;2792352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9138;41597;106491;76176;0;0;0;233401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PAN;31323;b1;C;2;;199;SAO PAULO;SP;01/09/2016;3448040;67859;285307;468677;600462;29562;0;0;1451866;232761;183129;334411;203519;19354;979;47;974200;0;0;0;0;0;324501;0;324501;0;24;9639;152;61;76;0;9951;17761;102529;209436;135984;7416;0;0;473127;98657;32641;46784;32008;4305;0;0;214395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO FIBRA S.A.;58616418;b1;I;2;;8;SAO PAULO;SP;01/09/2016;3433595;83884;199084;423414;343956;9499;533;0;1060369;600;790;635;30;0;0;0;2056;0;0;0;0;0;0;0;0;10762;422622;151902;0;0;0;0;585286;42156;166949;175890;31526;0;0;0;416520;39378;19694;93068;13214;0;0;0;165354;0;1373;1659;0;0;0;0;3032;0;18642;246829;28646;0;0;0;294117;0;0;0;0;0;0;0;0;906861
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/09/2016;3317228;0;407457;163981;10344;186;0;0;581968;0;0;0;0;0;0;0;0;0;147318;144820;0;0;0;0;292138;39994;299936;38670;26508;0;0;0;405108;0;343780;232256;0;0;828491;0;1404527;0;18168;1472;0;0;0;0;19640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;613847
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/09/2016;3311473;62851;204571;439314;957168;51681;18253;0;1733838;0;0;0;0;0;0;0;0;0;0;0;8147;0;0;0;8147;0;0;0;0;0;0;0;0;74;189934;193135;187106;6000;0;0;576249;1;7262;21638;61533;27073;11130;0;128636;0;53345;129222;139363;82939;45227;0;450096;0;26462;28135;13183;914;0;0;68693;0;0;0;0;0;0;0;0;345814
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/09/2016;2963371;9059;1037388;357314;0;0;0;0;1403761;8381;48600;109629;136498;30016;3;0;333127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;3567;16778;20985;1712;0;0;43093;34960;160062;301003;488284;87205;64;0;1071579;123;3796;24064;46133;28403;9291;0;111811;0;0;0;0;0;0;0;0;0
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/09/2016;2882194;77713;188495;305711;428654;91663;19351;0;1111587;476;2485;5024;2378;10;0;0;10374;188115;441104;29638;0;0;0;0;658857;3904;18403;418;0;0;0;0;22726;247;44523;17834;0;0;0;0;62603;40117;71801;149888;297649;95023;6427;0;660905;0;0;0;0;0;0;0;0;0;925;8843;86680;158500;4552;0;259501;0;22489;50359;19102;1512;2181;0;95643;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/09/2016;2739685;3046;35716;69565;128461;183199;41867;0;461855;6142;44877;107955;121646;9069;10;0;289699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4645;4496;7071;5069;20;0;0;21301;48348;209588;559638;876310;202112;70834;0;1966830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/09/2016;2538707;0;0;0;0;0;0;0;0;20492;414181;816239;963666;119938;141;0;2334658;0;0;0;0;0;0;0;0;0;77509;0;0;0;0;0;77509;0;0;0;0;0;0;0;0;0;1322;125218;0;0;0;0;126540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/09/2016;2480772;15261;102712;442135;344175;30078;7030;54782;996173;0;14392;328068;70727;0;0;0;413188;9827;2704;5348;36;0;0;0;17915;37;951;34;0;0;0;0;1022;6013;2065;40030;0;0;0;0;48108;346;18285;13634;3401;1073;0;0;36738;4709;25953;80046;175577;128824;431144;60899;907152;243;14448;5264;19703;12034;8784;0;60476;0;0;0;0;0;0;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/09/2016;2325407;0;258701;77523;8629;2880;1440;0;349173;0;0;0;0;0;0;0;0;0;2426;32257;0;0;0;0;34684;0;0;0;10580;0;0;0;10580;0;203542;172506;353545;0;0;0;729594;0;1689;43;81409;0;0;0;83142;0;26797;76619;2232;2329;2814;0;110791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1007444
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/09/2016;2076229;9735;304553;296675;239431;29052;9886;0;889332;101;294;948;240;243;202;0;2027;9070;661811;48483;0;0;0;0;719363;973;44433;6047;0;0;0;0;51454;1743;163321;142748;36926;417;0;0;345155;515;55682;4080;3633;80;272;0;64263;0;0;0;0;0;0;0;0;0;0;4635;0;0;0;0;4635;0;0;0;0;0;0;0;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/09/2016;2025986;0;0;0;0;0;0;0;0;3398;22470;64391;92550;16410;1377;0;200595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;916;0;0;0;0;0;0;916;24829;75418;241405;581265;416041;364005;1940;1704903;235;5726;17311;39094;24402;32805;0;119571;0;0;0;0;0;0;0;0;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/09/2016;1908549;0;1336;7270;1811;0;0;0;10417;10141;53404;97304;126578;13164;0;0;300591;0;1;0;0;0;0;0;1;0;813073;12642;24065;14429;0;0;864209;0;0;0;0;0;0;0;0;725;10945;6170;6522;3818;0;0;28180;3433;11551;35876;79684;23011;0;0;153554;1739;32359;100603;228509;141913;46475;0;551598;0;0;0;0;0;0;0;0;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/09/2016;1901517;66;22013;8894;11143;945;0;0;43061;3693;96975;268070;399287;110094;3462;0;881580;0;0;0;0;0;0;0;0;0;14481;28687;20390;0;0;0;63558;122;436994;457925;0;0;0;0;895041;4827;0;0;0;0;0;0;4827;340;1274;3693;7411;731;0;0;13449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/09/2016;1699581;121852;427337;599098;294668;3045;0;0;1445999;97;269;60;0;0;0;0;425;2301;94;83;0;0;29399;0;31877;0;0;0;0;0;0;0;0;2433;88956;64607;0;0;0;0;155996;16595;8366;201;0;0;0;0;25162;0;1057;3071;4346;0;0;0;8474;0;0;26452;5196;0;0;0;31648;0;0;0;0;0;0;0;0;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/09/2016;1581481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51586;511195;975162;7440;36098;0;0;1581481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/09/2016;1556565;376;19929;32748;17139;6244;0;0;76436;17;1875;6348;12494;729;10;0;21474;0;0;0;0;0;0;0;0;0;19310;0;0;0;0;0;19310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17744;149335;415895;686242;159543;10586;0;1439344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/09/2016;1554497;5735;130545;275239;273788;18848;2769;0;706923;0;0;0;0;0;0;0;0;608;239561;0;0;0;0;0;240169;0;221964;68139;496;12;0;0;290611;1407;94119;142443;0;0;0;0;237969;23;494;305;456;0;0;0;1278;4;3348;9324;57040;5633;2198;0;77547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
