Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;1000082994;n1;S4;I;3;BARUERI;SP;43983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;410225;410225;0;30124;440349;356;64361;505066
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77984870;b3S;S4;I;2;GUARAPUAVA;PR;43983;64737;0;5485;195392;0;3223;268837;0;0;0;0;0;0;0;784;269621;0;120628;390249;0;112718;502967
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.;24830879;b3S;S5;I;2;MINEIROS;GO;43983;175847;0;0;77545;0;750;254142;0;0;0;0;0;0;0;0;254142;0;46682;300824;0;196022;496846
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA – SICOOB PARAÍBA;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;43983;113470;0;0;268627;0;0;382097;0;0;0;0;0;0;0;0;382097;0;16971;399068;0;91892;490960
UNIPRIME CENTRO-OESTE DO BRASIL - COOPERATIVA DE CRÉDITO;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;43983;56980;0;0;306527;0;2764;366271;0;0;0;0;0;0;0;0;366271;0;8041;374312;0;113925;488237
COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;S5;I;2;ALFREDO CHAVES;ES;43983;109255;0;0;227260;0;1338;337853;0;0;6891;0;0;0;6891;6791;351534;0;25263;376797;0;111262;488058
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;b3S;S4;I;2;FRANCA;SP;43983;47496;0;0;159495;0;0;206991;0;0;44378;0;0;0;44378;0;251369;0;125010;376379;0;109623;486002
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CAMPOS DAS VERTENTES LTDA. - SICOOB CREDIVERTENTES;22724710;b3S;S5;I;2;SAO TIAGO;MG;43983;101840;0;0;217494;0;2024;321358;0;0;53138;0;0;0;53138;0;374496;0;45291;419787;0;58009;477796
COOPERATIVA DE CRÉDITO SICREDI PERNAMBUCRED;4146333;b3S;S5;I;2;RECIFE;PE;43983;16014;0;16442;251080;0;603;284139;0;0;0;0;0;0;0;79187;363326;0;20860;384186;0;88909;473095
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;S5;I;2;ITAUNA;MG;43983;81494;0;0;286637;0;3577;371708;0;0;0;0;0;0;0;0;371708;0;9698;381406;6;84448;465859
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;S5;I;2;PAPANDUVA;SC;43983;79553;0;0;226377;0;55;305986;0;0;30582;0;0;0;30582;372;336939;0;48819;385759;0;74697;460455
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25395435;b3S;S5;I;2;LAJINHA;MG;43983;98419;0;0;138797;0;0;237216;0;0;27887;0;0;0;27887;33249;298352;0;90788;389140;0;66149;455289
COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL;81292278;b3S;S5;I;2;SAO LOURENCO D'OESTE;SC;43983;73840;0;0;210088;0;1374;285302;0;0;18623;0;0;0;18623;26949;330874;0;60821;391695;0;62605;454299
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE TRANSPORTES DO SUL DO BRASIL - TRANSPOCRED;8075352;b3S;S5;I;2;FLORIANOPOLIS;SC;43983;79546;0;0;218362;0;0;297908;0;0;0;0;0;0;0;67055;364963;0;26874;391836;0;61445;453281
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS DE CRÉDITO E ECONOMIA FAMILIAR E SOLIDÁRIA – CRESOL CONFEDERAÇÃO;10398952;b3C;S4;I;2;FLORIANOPOLIS;SC;43983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428476;428476;0;18454;446930
COOPERATIVA DE CRÉDITO DO NORTE DE RONDÔNIA LTDA. – CREDISIS CREDIARI;3222753;b3S;S5;I;2;ARIQUEMES;RO;43983;121487;0;0;112653;0;0;234141;0;0;0;0;0;0;0;0;234141;0;29301;263442;5;179830;443277
ATIVA S.A. CTCV - PRUDENCIAL;1000082547;n2;S4;I;2;RIO DE JANEIRO;RJ;43983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;403573;403573;0;39652;443225
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE FURNAS E DAS DEMAIS EMPRESAS DO SISTEMA ELETROBRÁS LTDA. – SICOOB CECREMEF;33370115;b3S;S5;I;2;RIO DE JANEIRO;RJ;43983;23605;0;0;317673;0;40457;381735;0;0;0;0;0;0;0;0;381735;0;7058;388793;0;54233;443026
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA;70937271;b3S;S5;I;2;UBERLANDIA;MG;43983;79808;0;0;307925;0;0;387733;0;0;0;0;0;0;0;0;387733;0;14411;402143;0;40509;442652
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP - CRESOL FRONTEIRAS PR/SC/SP;5276770;b3S;S5;I;2;REALEZA;PR;43983;31654;0;0;133778;0;0;165432;0;0;0;0;0;0;0;0;165432;0;216601;382033;0;59832;441865
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;81706616;b3S;S4;I;2;JANDAIA DO SUL;PR;43983;76386;0;36809;177290;0;1021;291506;0;0;0;0;0;0;0;4079;295585;0;92482;388067;0;52301;440368
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;I;2;SAO JOSE DO CERRITO;SC;43983;60132;0;0;143559;0;0;203691;0;0;24983;0;0;0;24983;8620;237294;0;96822;334116;0;102251;436367
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1060307;b3S;S5;I;2;RAUL SOARES;MG;43983;128643;0;0;142407;0;693;271743;0;0;28037;0;0;0;28037;0;299780;0;71236;371016;0;64711;435727
REPOM S.A. - PRUDENCIAL;1000084916;n4;;I;2;BARUERI;SP;43983;0;0;0;0;109548;0;109548;0;0;0;0;0;0;0;0;109548;0;236160;345709;0;89584;435293
BR PARTNERS - PRUDENCIAL;1000080934;b2;S4;C;2;SAO PAULO;SP;43983;0;0;0;203742;0;0;203742;0;8132;0;0;0;0;8132;0;211874;28608;22308;262789;155;172151;435095
STATE STREET BRASIL - PRUDENCIAL;1000081627;b1;S4;I;3;SAO PAULO;SP;43983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17627;17627;0;416950;434577
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB UNICOOB INTEGRADO;7122321;b3S;S5;I;2;PATO BRANCO;PR;43983;84031;0;0;216217;0;54;300302;0;0;20058;0;0;0;20058;13276;333636;0;58677;392313;0;40668;432981
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO MACHADO - CREDISIS JICRED;2309070;b3S;S5;I;2;JI-PARANA;RO;43983;139611;0;0;170844;0;0;310455;0;0;0;0;0;0;0;0;310455;0;19286;329741;0;92425;422165
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78483310;b3S;S5;I;2;ITAPIRANGA;SC;43983;46106;0;0;241725;0;6814;294646;0;0;22963;0;0;0;22963;1691;319299;0;47071;366370;0;50972;417342
SICOOB UNIMAIS MANTIQUEIRA – COOPERATIVA DE CRÉDITO;71698674;b3S;S5;I;2;TAUBATE;SP;43983;80890;0;0;265660;0;2327;348877;0;0;0;0;0;0;0;0;348877;0;13199;362076;15;55089;417180
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA ALTA PAULISTA - SICOOB COCREALPA;59869560;b3S;S5;I;2;ADAMANTINA;SP;43983;55951;0;0;238009;0;1017;294976;0;0;0;0;0;0;0;0;294976;0;47095;342071;0;75098;417169
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA;1635462;b3S;S5;I;2;LAJEADO;RS;43983;41638;0;0;309665;0;0;351303;0;0;0;0;0;0;0;0;351303;0;7744;359047;0;57177;416224
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER E DA BOEING BRASIL COMMERCIAL - COOPEREMB;46642294;b3S;S5;I;2;SAO JOSE DOS CAMPOS;SP;43983;0;0;0;52335;0;0;52335;0;0;0;0;0;0;0;0;52335;0;19772;72107;0;343032;415138
FORTBRASIL IP;1000085245;n4;;C;2;EUSEBIO;CE;43983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;382242;382242;0;27387;409629
COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS;698609;b3S;S5;I;2;PARACATU;MG;43983;103469;0;0;111996;0;0;215465;0;0;6413;0;0;0;6413;0;221878;0;78215;300094;0;104521;404615
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.;2641032;b3S;S5;I;2;SANTA MARIA;RS;43983;33508;0;17465;300501;0;417;351891;0;0;0;0;0;0;0;0;351891;0;6909;358800;0;45492;404293
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOM DESPACHO LTDA - SICOOB CREDIBOM;21670187;b3S;S5;I;2;BOM DESPACHO;MG;43983;92036;0;0;188362;0;12706;293104;0;0;17354;0;0;0;17354;0;310458;0;31629;342087;0;61271;403357
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;S5;I;2;NOVA TRENTO;SC;43983;75548;0;0;241425;0;1104;318077;0;0;0;0;0;0;0;464;318541;0;8393;326934;0;75828;402762
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL – SICOOB UNIÃO MT/MS;3326437;b3S;S5;I;2;CUIABA;MT;43983;84991;0;0;157312;0;1;242304;0;0;15996;0;0;0;15996;21502;279802;0;70817;350619;0;49297;399916
COOPERATIVA DE CRÉDITO COOCRELIVRE;53935029;b3S;S4;I;2;ORLANDIA;SP;43983;43055;0;0;78011;0;9757;130823;0;0;31473;0;0;0;31473;0;162296;0;80786;243082;0;148309;391391
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO;7026923;b3S;S5;I;2;UMUARAMA;PR;43983;70023;0;0;149807;0;159;219989;0;0;55546;0;0;0;55546;0;275535;0;74412;349947;0;39524;389471
BEXS - PRUDENCIAL;1000080862;b2;S4;C;2;SAO PAULO;SP;43983;22766;0;0;0;0;0;22766;0;0;0;0;0;0;0;0;22766;0;262698;285464;0;103385;388849
COOPERATIVA DE CRÉDITO, INVESTIMENTO E SERVIÇOS FINANCEIROS SICOOB UNI SUDESTE;86389236;b3S;S5;I;2;UBA;MG;43983;70251;0;0;259375;0;215;329841;0;0;0;0;0;0;0;0;329841;0;11887;341728;0;46697;388425
COOPERATIVA DE CRÉDITO DO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;S5;I;2;UNAI;MG;43983;89710;0;0;72056;0;0;161766;0;0;17623;0;0;0;17623;4873;184262;0;128673;312935;0;74526;387461
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL;2090126;b3S;S5;I;2;PASSOS MAIA;SC;43983;50194;0;0;190010;0;35;240239;0;0;42074;0;0;0;42074;686;282998;0;46568;329566;0;56318;385883
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA;2934201;b3S;S5;I;2;CHOPINZINHO;PR;43983;25158;0;0;94430;0;0;119589;0;0;0;0;0;0;0;0;119589;0;203821;323410;0;61801;385211
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO PARANAÍBA LTDA - SICOOB CREDISG;3645752;b3S;S5;I;2;SAO GOTARDO;MG;43983;75038;0;0;114792;0;0;189829;0;0;18133;0;0;0;18133;105;208067;0;94099;302165;0;82177;384342
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78865995;b3S;S5;I;2;JOACABA;SC;43983;67184;0;0;256195;0;25;323404;0;0;0;0;0;0;0;277;323681;0;31420;355101;1;28946;384048
COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE LTDA – SICOOB CREDIRIODOCE;25606237;b3S;S5;I;2;GOVERNADOR VALADARES;MG;43983;111178;0;0;157381;0;819;269378;0;0;14854;0;0;0;14854;0;284232;0;44610;328842;10;53907;382759
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARATINGA LTDA.   SICOOB CREDCOOPER;19449602;b3S;S5;I;2;CARATINGA;MG;43983;95951;0;0;100285;0;467;196703;0;0;7309;0;0;0;7309;168;204181;0;122561;326742;0;55811;382553
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO;7268499;b3S;S5;I;2;TOLEDO;PR;43983;23736;0;0;99711;0;0;123448;0;0;0;0;0;0;0;0;123448;0;214791;338238;0;43912;382150
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21866694;b3S;S5;I;2;MONTES CLAROS;MG;43983;107349;0;0;118194;0;2136;227679;0;0;15404;0;0;0;15404;3310;246393;0;62615;309008;0;70228;379235
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. – SICOOB NOSSACOOP;1760242;b3S;S5;I;2;BELO HORIZONTE;MG;43983;43595;0;0;220221;0;0;263816;0;0;0;0;0;0;0;62465;326282;0;9950;336232;0;42984;379215
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO – CRESOL TRADIÇÃO;4350225;b3S;S5;I;2;FRANCISCO BELTRAO;PR;43983;34577;0;0;108902;0;0;143479;0;0;0;0;0;0;0;0;143479;0;167101;310580;0;62689;373269
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA;1637949;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;43983;58630;0;0;180585;0;1086;240300;0;0;28128;0;0;0;28128;6718;275146;0;24387;299534;0;71892;371426
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT;5241619;b3S;S5;I;2;PRIMAVERA DO LESTE;MT;43983;86171;0;0;113957;0;0;200128;0;0;9562;0;0;0;9562;10855;220545;0;101327;321872;0;43259;365130
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. – SICOOB COOPACREDI;65229254;b3S;S5;I;2;PATROCINIO;MG;43983;63598;0;0;91545;0;0;155143;0;0;17310;0;0;0;17310;39389;211842;0;72139;283981;0;80174;364155
BBC LEASING - PRUDENCIAL;1000084480;n1;S4;I;3;SAO PAULO;SP;43983;0;0;0;0;16168;0;16168;0;0;0;0;0;147536;147536;0;163704;0;172024;335728;0;28034;363762
COOPERATIVA DE CRÉDITO TEIXEIRA DE FREITAS LTDA. – SICOOB EXTREMO SUL;2447120;b3S;S5;I;2;TEIXEIRA DE FREITAS;BA;43983;115967;0;0;82055;0;892;198914;0;0;21023;0;0;0;21023;0;219936;0;20173;240109;0;121248;361357
COOPERATIVA DE CRÉDITO SICREDI ARACAJU;2923389;b3S;S5;I;2;ARACAJU;SE;43983;73784;0;0;192048;0;1663;267496;0;0;0;0;0;0;0;2797;270293;0;17671;287964;0;71229;359193
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO BRF - CREDIBRF;82096447;b3S;S5;I;2;CURITIBA;PR;43983;2061;0;0;178066;0;0;180127;0;0;0;0;0;0;0;0;180127;0;10131;190258;0;167617;357876
UNIPRIME PIONEIRA COOPERATIVA DE CRÉDITO;1286361;b3S;S5;I;2;TOLEDO;PR;43983;49082;0;0;231376;0;4634;285091;0;0;0;0;0;0;0;0;285091;0;8329;293420;0;61933;355354
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS MICRO-REGIÕES DE GOIÂNIA E ANÁPOLIS LTDA;2935307;b3S;S5;I;2;GOIANIA;GO;43983;82664;0;0;132743;0;0;215407;0;0;0;0;0;0;0;0;215407;0;7341;222749;0;126519;349268
COOPERATIVA DE CRÉDITO SICOOB ALIANÇA;6174009;b3S;S5;I;2;APUCARANA;PR;43983;80765;0;0;167433;0;912;249110;0;0;8573;0;0;0;8573;0;257683;0;29961;287644;0;61396;349039
BCO ARBI S.A. - PRUDENCIAL;1000081201;b1;S4;I;2;RIO DE JANEIRO;RJ;43983;101375;0;0;188904;0;0;290279;8837;0;0;0;0;0;0;0;299116;0;7234;306350;189;41975;348515
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA;10262276;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;43983;89977;0;0;182074;0;12;272062;0;0;0;0;0;0;0;10000;282062;0;12190;294252;2;52754;347008
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.   SICOOB SAROMCREDI;66402207;b3S;S5;I;2;SAO ROQUE DE MINAS;MG;43983;97152;0;0;148317;0;0;245469;0;0;7267;0;0;0;7267;0;252737;0;40334;293071;0;51871;344942
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE  LAGOA DA PRATA E REGIÃO LTDA.   SICOOB LAGOACRED GERAIS;1739375;b3S;S5;I;2;LAGOA DA PRATA;MG;43983;65723;0;0;154832;0;0;220555;0;0;10143;0;0;0;10143;33665;264362;0;22309;286671;0;52416;339087
COOPERATIVA DE CRÉDITO MÚTUO SERRA MAR LTDA. - UNICRED SERRA MAR;86803939;b3S;S5;I;2;NOVA IGUACU;RJ;43983;50299;0;0;246775;0;1476;298550;0;0;0;0;0;0;0;0;298550;0;5832;304382;0;34602;338984
COOPERATIVA DE CREDITO E ECONOMIA COM INTERACAO SOLIDARIA DE CONSTANTINA - CRESOL CONSTANTINA.;2663426;b3S;S5;I;2;CONSTANTINA;RS;43983;24100;0;0;130738;0;0;154837;0;0;0;0;0;0;0;0;154837;0;135470;290307;0;47332;337639
BANCO KOMATSU DO BRASIL - PRUDENCIAL;1000084576;b2;S4;I;3;SAO PAULO;SP;43983;0;0;153624;5618;0;0;159242;0;0;0;0;0;0;0;59258;218500;0;10329;228829;4716;103961;337507
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED ELEVA LTDA.;95163002;b3S;S5;I;2;SANTO ANGELO;RS;43983;44099;0;29361;220313;0;135;293908;0;0;0;0;0;0;0;0;293908;0;4261;298169;0;36840;335009
SICOOB CREDINOVA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE NOVA SERRANA E REGIÃO CENTRO-OESTE LTDA.;1667766;b3S;S5;I;2;NOVA SERRANA;MG;43983;94555;0;0;179848;0;0;274404;0;0;0;0;0;0;0;0;274404;0;7083;281487;0;52759;334246
COOPERATIVA DE CRÉDITO DE PRODUTORES RURAIS E DE LIVRE ADMISSÃO DO TRIÂNGULO LTDA    SICOOB CREDITRIL;41669227;b3S;S5;I;2;UBERLANDIA;MG;43983;97078;0;0;178064;0;0;275142;0;0;0;0;0;0;0;0;275142;0;6274;281416;0;51420;332836
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA;5863726;b3S;S5;I;2;SANANDUVA;RS;43983;35120;0;0;142707;0;0;177827;0;0;0;0;0;0;0;0;177827;0;117058;294885;0;33215;328100
COOPERATIVA DE CRÉDITO CREDIUNA LTDA – SICOOB CREDIUNA;64237530;b3S;S5;I;2;ITAUNA;MG;43983;90360;0;0;125784;0;435;216579;0;0;15023;0;0;0;15023;0;231602;0;40399;272001;0;54862;326863
COOPERATIVA DE CREDITO COOPLIVRE;49389307;b3S;S5;I;2;CAPIVARI;SP;43983;74461;0;0;172392;0;0;246854;0;0;12139;0;0;0;12139;6061;265054;0;16290;281344;0;43590;324934
FINAMAX S.A. CFI - PRUDENCIAL;1000083436;n1;S5;I;2;JUNDIAI;SP;43983;0;0;0;161505;0;0;161505;0;0;0;0;0;102700;102700;0;264205;0;6043;270248;0;53912;324161
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SICOOB ECOCREDI;11565109;b3S;S5;I;2;TRES COROAS;RS;43983;58095;0;0;219375;0;0;277470;0;0;0;0;0;0;0;471;277942;0;10045;287987;0;34462;322449
COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA;5861932;b3S;S5;I;2;FLORIANOPOLIS;SC;43983;56440;0;0;208619;0;837;265896;0;0;0;0;0;0;0;260;266156;0;6442;272598;0;49463;322062
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8742188;b3S;S5;I;2;CUIABA;MT;43983;72609;0;0;109314;0;0;181923;0;0;3712;0;0;0;3712;23949;209585;0;47867;257452;0;62622;320074
COOPERATIVA DE CRÉDITO CREDIFIEMG LTDA. – SICOOB CREDIFIEMG;7469260;b3S;S5;I;2;BELO HORIZONTE;MG;43983;37970;0;0;218222;0;722;256914;0;0;0;0;0;0;0;16377;273292;0;3503;276795;0;40707;317501
STARA FINANCEIRA S.A. - CFI - PRUDENCIAL;1000083711;n1;S5;I;2;NAO-ME-TOQUE;RS;43983;0;0;25726;0;0;0;25726;0;0;0;0;0;60950;60950;153792;240468;0;4709;245176;0;70674;315850
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO DO RIO DE JANEIRO - SICREDI RIO RJ;72128440;b3S;S5;I;2;RIO DE JANEIRO;RJ;43983;50926;0;4885;181293;0;0;237103;0;0;0;0;0;0;0;253;237357;0;15611;252968;0;62727;315695
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DO CREA DOS ESTADOS DE SANTA CATARINA E PARANÁ - CREDCREA;5979692;b3S;S5;I;2;FLORIANOPOLIS;SC;43983;74940;0;0;172800;0;772;248512;0;0;0;0;0;0;0;250;248762;0;8065;256827;0;57895;314722
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO E DA DEFENSORIA PÚBLICA NO ESTADO DO RIO DE JANEIRO LIMITADA. - SICOOB COMPERJ;4694278;b3S;S5;I;2;RIO DE JANEIRO;RJ;43983;9066;0;0;254875;0;0;263941;0;0;0;0;0;0;0;0;263941;0;2596;266537;0;47808;314345
COOPERATIVA DE CRÉDITO CREDSAOPAULO - SICOOB CREDSAOPAULO;2197569;b3S;S5;I;2;SAO JOSE DOS CAMPOS;SP;43983;56368;0;0;209800;0;3482;269650;0;0;0;0;0;0;0;0;269650;0;5743;275393;0;38519;313912
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;S5;I;2;ITAJAI;SC;43983;67790;0;0;152312;0;0;220102;0;0;0;0;0;0;0;0;220102;0;21538;241639;0;69296;310936
COOPERATIVA DE CRÉDITO CREDISETE LTDA. - SICOOB CREDISETE;22753982;b3S;S5;I;2;SETE LAGOAS;MG;43983;87756;0;0;155886;0;303;243944;0;0;3720;0;0;0;3720;0;247664;0;15344;263008;0;46935;309943
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO E DOS TRANSPORTADORES RODOVIÁRIOS DE VEÍCULOS – SICOOB CREDCEG;7789195;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;43983;50896;0;0;180181;0;14;231090;0;0;0;0;0;0;0;0;231090;0;4497;235587;0;72628;308215
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;S5;I;2;FOZ DO IGUACU;PR;43983;59082;0;0;171875;0;232;231189;0;0;10335;0;0;0;10335;5010;246534;0;20425;266959;0;39805;306764
ANDBANK - PRUDENCIAL;1000081256;b1;S4;C;3;SAO PAULO;SP;43983;43218;0;0;12120;0;0;55338;0;0;0;0;0;0;0;0;55338;0;68024;123362;252;180057;303671
CREDIALIANÇA COOPERATIVA DE CRÉDITO RURAL;78157146;b3S;S5;I;2;ROLANDIA;PR;43983;56058;0;16161;183926;0;0;256145;0;0;0;0;0;0;0;0;256145;0;6034;262179;0;41125;303304
BRICKELL S.A. CFI - PRUDENCIAL;1000083601;n1;S4;I;2;SAO PAULO;SP;43983;1754;0;0;19699;0;0;21453;0;0;21926;0;0;208081;230007;0;251460;0;25580;277040;0;25289;302329
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ARAXÁ LTDA. - SICOOB CREDIARA;66398496;b3S;S5;I;2;ARAXA;MG;43983;71766;0;0;113124;0;0;184889;0;0;10977;0;0;0;10977;0;195866;0;55217;251083;0;50637;301719
QUERO-QUERO - PRUDENCIAL;1000080831;n1;S4;I;2;SANTO CRISTO;RS;43983;0;0;0;6386;0;0;6386;0;0;0;0;0;246814;246814;0;253201;0;11810;265011;0;36596;301607
COOPERATIVA DE CRÉDITO CREDICARPA LTDA. - SICOOB CREDICARPA;23949522;b3S;S5;I;2;CARMO DO PARANAIBA;MG;43983;57628;0;0;91710;0;0;149338;0;0;0;0;0;0;0;0;149338;0;63770;213108;114;88181;301404
COOPERATIVA DE CRÉDITO CREDINTER LTDA. – SICOOB CREDINTER;24048910;b3S;S5;I;2;GUARANESIA;MG;43983;73275;0;0;108730;0;351;182356;0;0;16727;0;0;0;16727;10680;209763;0;36950;246712;114;51636;298462
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA OESTE CATARINENSE - CRESOL OESTE CATARINENSE;3965737;b3S;S5;I;2;XAXIM;SC;43983;17402;0;0;88642;0;0;106045;0;0;0;0;0;0;0;0;106045;0;165861;271905;0;26201;298106
