Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;43983;7579090;1648853;9227943;749853;9977796;61819075;525489;0;505042;10838;1041368;6481613;69342056;147645252;0,1093;0,1331;0,1439;0,0625;0,197
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;43983;5652155;795889;6448044;2054344;8502388;50405382;57354;4825;4275;0;66454;11157002;61628838;100136009;0,0917;0,1046;0,138;0,0644;0,0276
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;43983;9831611;0;9831611;0;9831611;37667016;1704993;0;9692003;171074;11568070;7536476;56771562;102783125;0,1732;0,1732;0,1732;0,0957;0,0135
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;43983;6381934;0;6381934;355315;6737249;31645258;504173;0;7957;16282;528412;9964105;42137775;89006997;0,1515;0,1515;0,1599;0,0717;0,0842
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43983;4099163;0;4099163;2399238;6498401;36162764;823968;101738;2440821;0;3366527;1633923;41163213;58405123;0,0996;0,0996;0,1579;0,0702;0,003
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43983;5505518;0;5505518;0;5505518;16539258;1071763;0;14166999;1133970;16372732;3236065;36148055;67298506;0,1523;0,1523;0,1523;0,0818;0,0155
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43983;4547407;0;4547407;850500;5397908;27796841;229760;0;3449851;26333;3705945;4593870;36096657;64239672;0,126;0,126;0,1495;0,0708;0,0137
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43983;4036916;512923;4549838;820819;5370657;30171365;163787;763488;860125;2450;1789850;2195289;34156504;55878889;0,1182;0,1332;0,1572;0,0814;0,005
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43983;4109240;292942;4402182;159168;4561350;24268269;951907;0;367596;85566;1405068;1579910;27253248;40741437;0,1508;0,1615;0,1674;0,1081;0,2268
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43983;4609952;0;4609952;1095200;5705152;15400595;492155;0;7046855;883154;8422163;2710079;26532837;62210029;0,1737;0,1737;0,215;0,0741;0,0233
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43983;2780887;0;2780887;0;2780887;18930121;833;0;15463;0;16295;4140575;23086991;33220947;0,1205;0,1205;0,1205;0,0837;0,0505
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43983;3257331;0;3257331;8664;3265995;18170624;36;0;0;0;36;2396524;20567183;32160265;0,1584;0,1584;0,1588;0,1013;0,1322
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43983;2623828;0;2623828;787282;3411110;16899483;0;0;0;0;0;1176363;18075846;25370281;0,1452;0,1452;0,1887;0,1034;0,0016
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43983;2954833;0;2954833;0;2954833;14707894;0;0;0;2528;2528;1263147;15973569;17759135;0,185;0,185;0,185;0,1664;0,0132
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43983;3721754;0;3721754;0;3721754;7451343;330447;774913;1922503;3119125;6146988;2113760;15712091;27103533;0,2369;0,2369;0,2369;0,1373;0,0051
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43983;2977230;0;2977230;0;2977230;5782831;279143;90227;7125602;195;7495167;2275900;15553897;28414199;0,1914;0,1914;0,1914;0,1048;0,0181
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43983;2894204;112321;3006524;19125;3025650;14492169;4397;0;32171;0;36568;759206;15287943;21879531;0,1893;0,1967;0,1979;0,1374;0,4461
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43983;6970384;0;6970384;0;6970384;528977;0;0;766;14239690;14240456;231815;15001248;11014465;0,4647;0,4647;0,4647;0,6328;0,0489
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43983;1058909;398653;1457562;557566;2015128;12841966;132604;0;55049;0;187653;1351351;14380970;19743934;0,0736;0,1014;0,1401;0,0738;0,0144
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43983;2573457;0;2573457;0;2573457;11675661;109730;76408;606845;72660;865642;1197360;13738663;18299420;0,1873;0,1873;0,1873;0,1406;0,1421
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43983;2040630;0;2040630;0;2040630;12084347;0;0;0;0;0;1259789;13344135;13385086;0,1529;0,1529;0,1529;0,1525;0,0044
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43983;1672392;0;1672392;110128;1782521;11080266;34230;1212;0;122;35563;847386;11963215;21356445;0,1398;0,1398;0,149;0,0783;0,1274
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43983;2027991;0;2027991;0;2027991;8374807;82023;73;1733285;123837;1939218;1316966;11630992;18304502;0,1744;0,1744;0,1744;0,1108;0,0081
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;43983;2003111;0;2003111;0;2003111;8831766;32111;5587;67015;0;104713;2562407;11498887;69844100;0,1742;0,1742;0,1742;0,0287;0,1001
ORIGINAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43983;1086109;0;1086109;0;1086109;9297556;18071;5742;56587;25222;105622;1451564;10854741;14806740;0,1001;0,1001;0,1001;0,0734;0,1682
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43983;2072930;0;2072930;0;2072930;9194171;183855;0;895669;0;1079524;445604;10719300;59052091;0,1934;0,1934;0,1934;0,0351;0,0167
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S3;C;2;RIO DE JANEIRO;RJ;43983;2355027;0;2355027;0;2355027;3851321;706507;7063;865268;161427;1740266;4889351;10480937;37754641;0,2247;0,2247;0,2247;0,0624;0,0549
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43983;1957197;0;1957197;0;1957197;9492481;10279;0;0;0;10279;879348;10382108;12444040;0,1885;0,1885;0,1885;0,1573;0,0205
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43983;1430036;0;1430036;0;1430036;7893263;5189;0;657104;0;662294;1600929;10156486;23640822;0,1408;0,1408;0,1408;0,0605;0,1262
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43983;1296498;0;1296498;0;1296498;9037294;0;0;0;0;0;934274;9971568;10707440;0,13;0,13;0,13;0,1211;0,0044
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;43983;1421902;224513;1646415;20392;1666807;8048121;17235;0;16906;0;34141;1813885;9896148;71797190;0,1437;0,1664;0,1684;0,0229;0,0818
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43983;5906590;0;5906590;0;5906590;3432727;438;106;2116;94;2754;6386125;9821607;6330629;0,6014;0,6014;0,6014;0,933;0,0044
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43983;1069985;0;1069985;0;1069985;8217913;40967;0;240;0;41208;551714;8810835;NA;0,1214;0,1214;0,1214;NA%;0,0012
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43983;2663916;0;2663916;0;2663916;8091999;0;0;0;0;0;652470;8744468;13587723;0,3046;0,3046;0,3046;0,1961;0,068
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43983;1522541;0;1522541;0;1522541;6567597;9230;0;1103258;0;1112488;602230;8282315;11610767;0,1838;0,1838;0,1838;0,1311;0,0094
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;I;3;INDAIATUBA;SP;43983;1462276;0;1462276;0;1462276;7212804;35736;0;0;0;35736;473781;7722321;8848015;0,1894;0,1894;0,1894;0,1653;0,0016
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43983;1952750;0;1952750;0;1952750;5749633;69819;0;472923;8950;551692;862331;7163656;13021267;0,2726;0,2726;0,2726;0,15;0,025
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43983;987078;0;987078;0;987078;4659084;2592;0;1744219;0;1746812;362604;6768500;48506438;0,1458;0,1458;0,1458;0,0203;0,005
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43983;1803523;0;1803523;0;1803523;5064905;738283;0;397350;0;1135633;336308;6536846;11110964;0,2759;0,2759;0,2759;0,1623;0,0019
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43983;1305477;0;1305477;0;1305477;5633240;50505;0;292;0;50797;688482;6372519;7202828;0,2049;0,2049;0,2049;0,1812;0,0133
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43983;652707;203079;855786;0;855786;5508285;50300;0;500;0;50800;610593;6169679;9681750;0,1058;0,1387;0,1387;0,0884;0,013
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43983;1251383;0;1251383;0;1251383;4648803;127875;0;824200;0;952075;561075;6161954;13581805;0,2031;0,2031;0,2031;0,0921;0,0112
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43983;1065383;0;1065383;0;1065383;5748226;14198;0;0;0;14198;290484;6052909;6637106;0,176;0,176;0,176;0,1605;0,0172
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43983;688739;0;688739;125948;814687;5266260;18792;0;218000;0;236792;533133;6036185;8950289;0,1141;0,1141;0,135;0,077;0,0188
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;43983;1309616;0;1309616;0;1309616;5269890;16784;0;3947;494;21225;625898;5917012;9646296;0,2213;0,2213;0,2213;0,1358;0,0558
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43983;1147494;0;1147494;0;1147494;2413723;20470;0;3121746;0;3142216;330480;5886418;11471822;0,1949;0,1949;0,1949;0,1;0,004
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43983;911096;0;911096;0;911096;5697846;0;0;0;0;0;170096;5867942;9070433;0,1553;0,1553;0,1553;0,1004;0,0099
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43983;717073;47506;764579;283086;1047665;4751364;53;0;1823;0;1876;1042231;5795471;10814161;0,1237;0,1319;0,1808;0,0707;0,2642
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43983;1392159;0;1392159;0;1392159;5372733;0;0;0;0;0;273698;5646430;6850586;0,2466;0,2466;0,2466;0,2032;0,0015
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43983;1463021;0;1463021;0;1463021;4369029;110141;0;597563;0;707703;447332;5524065;9896927;0,2648;0,2648;0,2648;0,1478;0,0033
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43983;538780;0;538780;76397;615177;5092017;2459;1188;312100;2600;318346;44014;5454376;11633942;0,0988;0,0988;0,1128;0,0463;0,2178
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43983;1158725;0;1158725;0;1158725;4875565;0;0;0;0;0;562295;5437861;5821691;0,2131;0,2131;0,2131;0,199;0,0081
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43983;1726684;0;1726684;0;1726684;4451239;0;0;0;0;0;786773;5238013;7017468;0,3296;0,3296;0,3296;0,2461;0,0515
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43983;NA;NA;NA;NA;1637397;4792645;0;NA;NA;NA;0;334791;5127436;NA;NA%;NA%;0,3193;NA%;0,0233
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43983;546322;0;546322;24061;570383;4101988;0;0;0;0;0;384334;4486322;4646221;0,1218;0,1218;0,1271;0,1176;0,0135
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43983;724241;0;724241;0;724241;3951208;52793;0;51751;6;104550;380164;4435923;5883455;0,1633;0,1633;0,1633;0,1231;0,107
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43983;722738;0;722738;0;722738;3804645;39653;0;268403;0;308056;296505;4409206;7223815;0,1639;0,1639;0,1639;0,1;0,0069
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43983;943936;40128;984064;52865;1036929;3228358;0;0;462;0;462;1146619;4375439;6430974;0,2157;0,2249;0,237;0,153;0,0719
HSBC BI - PRUDENCIAL;1000084741;b1;S4;I;3;SAO PAULO;SP;43983;1082848;0;1082848;0;1082848;2070270;5467;0;1726035;0;1731501;423233;4225005;7068165;0,2563;0,2563;0,2563;0,1532;0,0107
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43983;895478;0;895478;0;895478;3141353;1631;0;0;0;1631;887049;4030033;NA;0,2222;0,2222;0,2222;NA%;0,0151
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43983;741423;0;741423;0;741423;3478174;0;0;0;38000;38000;456386;3972560;5006138;0,1866;0,1866;0,1866;0,1481;0,0525
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43983;303445;125188;428633;85751;514384;2547710;584;0;0;0;584;1296259;3844553;4129585;0,0789;0,1115;0,1338;0,1038;0,0338
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43983;304492;0;304492;127899;432391;3153665;13178;207;173545;52216;239146;360989;3753800;10934917;0,0811;0,0811;0,1152;0,0278;0,2258
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;43983;480382;0;480382;47449;527830;1235490;98;20;544;18;679;2515054;3751224;2798102;0,1281;0,1281;0,1407;0,1717;0,0651
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43983;567228;0;567228;0;567228;3212998;13673;0;58658;0;72331;330348;3615677;4156868;0,1569;0,1569;0,1569;0,1365;0,0552
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43983;817831;0;817831;0;817831;2702775;0;0;0;0;0;868732;3571507;3707368;0,229;0,229;0,229;0,2206;0,379
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43983;471458;0;471458;60883;532341;2980706;0;0;19853;19;19873;440720;3441298;6587373;0,137;0,137;0,1547;0,0716;0,1681
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43983;475571;0;475571;0;475571;2938039;0;0;0;0;0;123475;3061514;4929514;0,1553;0,1553;0,1553;0,0965;0,2937
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43983;902418;0;902418;0;902418;2576361;0;0;0;0;0;476880;3053241;NA;0,2956;0,2956;0,2956;NA%;0,0137
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43983;724081;0;724081;439;724520;2923148;23593;0;2775;0;26368;100304;3049820;4375532;0,2374;0,2374;0,2376;0,1655;0,049
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43983;453673;0;453673;1097;454770;2898566;0;0;0;0;0;109521;3008087;4521654;0,1508;0,1508;0,1512;0,1003;0,2428
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43983;622734;0;622734;0;622734;2585812;6420;0;143511;0;149931;264868;3000612;3426965;0,2075;0,2075;0,2075;0,1817;0,0052
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43983;339529;0;339529;80000;419529;2384231;0;0;0;0;0;546317;2930548;4311129;0,1159;0,1159;0,1432;0,0788;0,168
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43983;863845;0;863845;0;863845;2373197;0;0;0;0;0;528862;2902059;6499969;0,2977;0,2977;0,2977;0,1329;0,001
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;43983;509931;0;509931;0;509931;2637850;2089;0;0;0;2089;184949;2824888;NA;0,1805;0,1805;0,1805;NA%;0,008
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;43983;357653;0;357653;33117;390770;2516150;0;0;0;0;0;98009;2614160;4196171;0,1368;0,1368;0,1495;0,0852;0,1542
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43983;566092;0;566092;0;566092;2274031;5470;0;0;0;5470;252635;2532135;NA;0,2236;0,2236;0,2236;NA%;0,0464
PEFISA S.A. - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43983;493579;0;493579;0;493579;2099934;957;0;176840;0;177797;237528;2515258;NA;0,1962;0,1962;0,1962;NA%;0,0714
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43983;1070858;0;1070858;0;1070858;2121502;27706;0;0;0;27706;256366;2405574;2135079;0,4452;0,4452;0,4452;0,5016;0,0075
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43983;198207;25730;223937;26435;250372;2062277;1522;0;0;32395;33917;282955;2379150;4825727;0,0833;0,0941;0,1052;0,0464;0,385
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;43983;381307;0;381307;3485;384792;2208145;0;0;4376;0;4376;106652;2319173;3453785;0,1644;0,1644;0,1659;0,1104;0,064
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43983;515093;0;515093;0;515093;1803313;113114;73713;0;0;186827;304758;2294898;3007591;0,2245;0,2245;0,2245;0,1713;0,0315
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43983;320049;0;320049;0;320049;2079626;0;0;30475;0;30475;120179;2230280;8170948;0,1435;0,1435;0,1435;0,0392;0,1678
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;43983;NA;NA;NA;NA;592694;2065189;0;NA;NA;NA;0;77115;2142304;NA;NA%;NA%;0,2767;NA%;0,0108
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43983;433321;0;433321;0;433321;1541951;10418;0;419189;0;429608;122039;2093597;6648878;0,207;0,207;0,207;0,0652;0,0231
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;43983;NA;NA;NA;NA;370073;1953410;0;NA;NA;NA;0;130971;2084381;NA;NA%;NA%;0,1775;NA%;0,1316
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;43983;425187;0;425187;0;425187;1812950;0;0;0;0;0;224052;2037002;NA;0,2087;0,2087;0,2087;NA%;0,001
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43983;317745;0;317745;0;317745;1548393;44946;0;24221;0;69167;413556;2031115;2979888;0,1564;0,1564;0,1564;0,1066;0,0419
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;43983;NA;NA;NA;NA;463684;1935976;0;NA;NA;NA;0;76530;2012507;NA;NA%;NA%;0,2304;NA%;0,0349
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;43983;NA;NA;NA;NA;512281;1897226;0;NA;NA;NA;0;114568;2011794;NA;NA%;NA%;0,2546;NA%;0,0683
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43983;434653;0;434653;0;434653;1861287;0;0;7493;0;7493;133124;2001904;3526022;0,2171;0,2171;0,2171;0,1233;0,09
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;43983;457812;0;457812;0;457812;1854081;0;0;2211;0;2211;123962;1980254;3415965;0,2312;0,2312;0,2312;0,134;0,0585
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;43983;286109;0;286109;0;286109;1884996;65;0;1980;0;2045;64351;1951392;3056476;0,1466;0,1466;0,1466;0,0936;0,172
BANCO DIGIO - PRUDENCIAL;1000084655;b2;S4;I;3;BARUERI;SP;43983;237871;0;237871;0;237871;1831044;2236;0;0;0;2236;84766;1918047;2626310;0,124;0,124;0,124;0,0906;0,006
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;43983;323788;0;323788;0;323788;1812616;0;0;0;0;0;58321;1870937;3320347;0,1731;0,1731;0,1731;0,0975;0,2121
ICBC DO BRASIL BM S.A. - PRUDENCIAL;1000081830;b1;S4;I;3;SAO PAULO;SP;43983;212500;0;212500;0;212500;1686875;50746;0;0;0;50746;68254;1805875;2649921;0,1177;0,1177;0,1177;0,0802;0,0045
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;43983;398421;0;398421;658;399079;1678946;1635;0;1671;0;3306;79588;1761841;2757374;0,2261;0,2261;0,2265;0,1445;0,0803
