Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
SICOOB UNIMAIS MANTIQUEIRA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;71698674;b3S;S5;I;2;TAUBATE;SP;01/12/2020;27986;0;2291;0;0;0;30277;-3498;-132;0;0;-7062;-10692;19585;4971;1690;-9987;-8031;-331;0;1656;-2389;-12420;7165;-5702;1463;259;-462;1260;-1336
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA – SICOOB PARAÍBA;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;01/12/2020;27949;0;2303;0;0;0;30252;-3083;0;0;0;-10488;-13571;16681;3713;2664;-5117;-6544;-155;0;2789;-958;-3609;13072;331;13404;-99;-328;12977;-1206
CREFAZ SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA.;18188384;n1;S5;I;2;MARINGA;PR;01/12/2020;30226;0;-5;0;0;0;30221;0;0;0;0;-426;-426;29795;0;5090;-1181;-28600;-1545;0;0;-55;-26290;3504;17;3521;-1224;0;2297;0
BANCO PAULISTA S.A.;61820817;b1;S4;I;2;SAO PAULO;SP;01/12/2020;18298;0;10998;921;0;0;30217;-16008;0;0;-64;-790;-16862;13355;1505;19325;-21484;-18489;-2914;0;8791;-7240;-20506;-7151;38;-7112;2617;-121;-4617;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;S4;I;2;GUARIBA;SP;01/12/2020;20987;0;8996;0;0;0;29983;-7144;-1585;0;0;-1008;-9737;20245;2075;172;-6999;-4263;-69;0;3064;-547;-6567;13678;-401;13278;6;-793;12490;-2124
COOPERATIVA DE CRÉDITO UNICRED VALE EUROPEU SANTA CATARINA LTDA - UNICRED VALE EUROPEU;73443863;b3S;S5;I;2;BLUMENAU;SC;01/12/2020;24704;0;5055;0;0;0;29759;-6552;0;0;0;-2362;-8913;20845;4066;1046;-7625;-10140;-74;251;1632;-339;-11183;9662;-156;9507;0;0;9507;-999
COOPERATIVA DE CRÉDITO SICREDI PERNAMBUCRED;4146333;b3S;S5;I;2;RECIFE;PE;01/12/2020;28274;0;1466;0;0;0;29739;-3105;-2642;0;0;-1258;-7006;22733;1410;407;-6094;-5639;-7;0;855;-3535;-12603;10130;-243;9887;0;-510;9376;-1536
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO PIRACICABA E DO CIRCUITO DO OURO LTDA. - SICOOB CREDIMEPI;1644264;b3S;S5;I;2;JOAO MONLEVADE;MG;01/12/2020;25531;0;4144;0;0;0;29675;-5598;-328;0;0;-5651;-11577;18098;4822;4049;-7851;-8074;-358;0;1826;-851;-6438;11660;130;11790;-467;-802;10521;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE   SICOOB CREDIAL/SC;78858107;b3S;S5;I;2;CUNHA PORA;SC;01/12/2020;24614;0;5004;0;0;0;29618;-5709;-1408;0;0;-106;-7223;22396;3602;275;-5886;-5377;-326;0;3362;-1050;-5399;16996;-85;16912;459;-771;16600;-1021
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22656789;b3S;S5;I;2;MURIAE;MG;01/12/2020;27150;0;2253;0;0;0;29403;-2691;-3439;0;0;-7704;-13834;15569;4814;3973;-12441;-9341;-384;0;3469;-2014;-11923;3647;60;3707;-743;-169;2794;-1286
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE TRANSPORTES DO SUL DO BRASIL - TRANSPOCRED;8075352;b3S;S5;I;2;FLORIANOPOLIS;SC;01/12/2020;27661;0;1673;0;0;0;29333;-2690;-1338;0;0;-5222;-9250;20083;3619;3212;-8890;-7507;-45;0;154;-4335;-13792;6291;-40;6251;0;-889;5362;-1365
COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;966246;b3S;S4;I;2;ITAI;SP;01/12/2020;26707;0;2542;0;0;0;29249;-3849;-1649;0;0;-3982;-9480;19768;1930;4564;-11774;-9757;-81;0;5383;-1264;-11000;8769;132;8901;79;-537;8443;-1005
COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI;4247370;b3S;S5;I;2;CONCORDIA;SC;01/12/2020;26285;0;2404;0;0;0;28689;-5231;-117;0;0;-2399;-7748;20941;2180;727;-4776;-4254;-143;0;1524;-586;-5328;15613;-19;15594;212;-558;15248;-1057
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PONTAL DO TRIANGULO LTDA - SICOOB CREDIPONTAL;26178533;b3S;S5;I;2;ITUIUTABA;MG;01/12/2020;26696;0;1806;0;0;0;28502;-3059;-6090;0;0;-9088;-18238;10264;6172;2240;-6324;-3893;-785;0;1780;-659;-1469;8795;-63;8732;-1469;-1141;6123;0
ADVANCED CORRETORA DE CÂMBIO LTDA;92856905;n2;S5;I;2;SAO PAULO;SP;01/12/2020;0;0;29;0;28193;0;28222;0;0;0;0;0;0;28222;4323;0;-10009;-18473;-1754;0;360;-157;-25711;2511;-28;2483;0;0;2483;0
BRASIL CARD MEIOS DE PAGAMENTOS LTDA;3130170;n4;;I;2;MONTE BELO;MG;01/12/2020;28176;0;6;0;0;0;28182;-19528;-151;0;0;-39047;-58725;-30543;0;20226;-6604;-17554;-2682;0;37776;-66;31097;553;0;553;-219;0;335;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL – SICOOB UNIÃO MT/MS;3326437;b3S;S5;I;2;CUIABA;MT;01/12/2020;27202;0;822;0;0;30;28054;-2447;-2051;0;0;-7116;-11614;16440;5754;2878;-9114;-10304;-541;0;3147;-1895;-10075;6365;22;6387;-598;0;5789;-796
COOPERATIVA DE CRÉDITO DA FRONTEIRA SUL – SICREDI FRONTEIRA SUL RS;88530142;b3S;S4;I;2;BAGE;RS;01/12/2020;25387;0;2517;0;0;1;27906;-3071;-2983;0;0;-3168;-9222;18684;6367;2953;-7054;-6075;-122;0;1475;-4428;-6885;11799;-73;11726;0;-2052;9674;-1528
BANCO TRICURY S.A.;57839805;b2;S4;I;2;SAO PAULO;SP;01/12/2020;24687;0;3038;0;0;0;27725;-4007;0;0;0;2864;-1143;26582;198;66;-5619;-2726;-1054;0;259;-75;-8951;17631;2376;20006;-5349;-297;14360;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77984870;b3S;S4;I;2;GUARAPUAVA;PR;01/12/2020;25399;0;2171;0;0;1;27571;-1967;-2370;0;0;-4524;-8862;18709;9270;3332;-10167;-9612;-119;0;2369;-5841;-10769;7940;-448;7492;0;-2140;5352;-1217
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22760839;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;01/12/2020;25085;0;2376;0;0;0;27461;-6244;-1093;0;0;-5783;-13121;14340;2451;1900;-5162;-5700;-137;0;1471;-1963;-7140;7201;-135;7066;-278;-627;6161;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;S4;I;2;CHAPECO;SC;01/12/2020;19940;0;7340;0;0;0;27280;-7593;-17089;0;0;1533;-23149;4131;8257;0;-4346;-1702;-27;0;0;-4180;-1998;2133;44;2177;-1;-804;1371;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;81706616;b3S;S4;I;2;JANDAIA DO SUL;PR;01/12/2020;25653;0;1583;0;0;10;27246;-2305;-2260;0;0;-4183;-8748;18498;7725;2506;-9833;-8236;-87;0;1166;-5756;-12516;5982;209;6191;0;-1678;4512;-633
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;78825023;b3S;S5;I;2;PALMITOS;SC;01/12/2020;24237;0;2849;0;0;4;27089;-3956;-1715;0;0;-2261;-7932;19157;4255;438;-6497;-4883;-376;0;3833;-1459;-4690;14467;-1055;13412;-427;-623;12363;-784
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;81367880;b3S;S5;I;2;TURVO;SC;01/12/2020;20534;0;6537;0;0;0;27071;-5919;-1067;0;0;-1670;-8656;18415;7266;7146;-9977;-10325;-432;0;3179;-1222;-4365;14050;-331;13719;-716;0;13004;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8742188;b3S;S5;I;2;CUIABA;MT;01/12/2020;25844;0;908;0;0;20;26772;-1449;-1568;0;0;-11112;-14129;12643;5324;3811;-9342;-9553;-449;0;3101;-2271;-9378;3265;80;3345;-863;0;2482;0
BANCO SENFF S.A.;11970623;b1;S4;I;2;CURITIBA;PR;01/12/2020;25904;0;580;0;0;0;26484;-2972;0;0;0;-7678;-10650;15834;1035;0;-80;-11696;-999;0;0;-470;-12211;3623;-3;3620;745;0;4365;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;01/12/2020;0;0;26400;0;0;0;26401;-25625;0;0;0;0;-25625;775;0;0;-11267;70065;0;3051;794;-61877;766;1541;-1;1539;0;0;1539;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;S5;I;2;QUIRINOPOLIS;GO;01/12/2020;24299;0;1877;0;0;0;26176;-1736;-2805;0;0;-2670;-7211;18965;3760;796;-7667;-6913;-325;0;4509;-1235;-7075;11890;-20;11869;-696;-349;10825;-3609
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;S5;I;2;ITAJAI;SC;01/12/2020;24571;0;1587;0;0;0;26158;-1723;-456;0;0;-8404;-10584;15574;5032;3184;-7532;-8798;-38;0;471;-4914;-12595;2978;-13;2965;0;-449;2516;-1566
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES;5276770;b3S;S5;I;2;REALEZA;PR;01/12/2020;25409;0;567;0;0;157;26133;-1663;-7086;0;0;-2081;-10830;15303;3443;3067;-7993;-4917;-37;0;430;-4130;-10138;5165;4;5169;0;-1643;3526;-1698
COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS;698609;b3S;S5;I;2;PARACATU;MG;01/12/2020;24643;0;1348;0;0;0;25991;-1358;-2700;0;0;-2995;-7052;18938;5976;2815;-8056;-6287;-602;0;2231;-715;-4639;14300;256;14556;-635;-401;13520;-1269
COOPERATIVA DE CRÉDITO COOPERAÇÃO RS/SC – SICREDI COOPERAÇÃO RS/SC;87779625;b3S;S4;I;2;NAO-ME-TOQUE;RS;01/12/2020;23307;0;2665;0;0;7;25979;-2319;-4120;0;0;-1673;-8113;17866;9067;2431;-8645;-6794;-139;0;2342;-4293;-6032;11834;-373;11461;-7;-1381;10072;-1141
COOPERATIVA DE CREDITO DO ALTO PARANAIBA E REGIÃO LTDA. - SICOOB CREDIPATOS;25387671;b3S;S5;I;2;PATOS DE MINAS;MG;01/12/2020;24204;0;1715;0;0;0;25918;-2582;-6025;0;0;-2741;-11348;14570;5183;2204;-6464;-5285;-415;0;2066;-1621;-4332;10238;-9;10229;-968;-10;9252;0
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;b3S;S4;I;2;FRANCA;SP;01/12/2020;23201;0;2677;0;0;0;25878;-2675;-3279;0;0;-4459;-10414;15464;514;624;-4727;-3776;-29;0;4134;-1860;-5119;10345;-205;10140;167;0;10307;-412
SICOOB UNIMAIS METROPOLITANA – COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;259231;b3S;S5;I;2;SANTOS;SP;01/12/2020;21596;0;4155;0;0;0;25751;-4164;0;0;0;-7002;-11166;14585;3396;92;-7825;-7929;-238;0;2583;-1110;-11032;3553;-233;3321;-84;0;3237;-1745
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO MACHADO - CREDISIS JICRED;2309070;b3S;S5;I;2;JI-PARANA;RO;01/12/2020;24142;0;1489;0;0;0;25630;-1957;-146;0;0;18;-2085;23546;3348;498;-8044;-9458;0;0;1326;-678;-13008;10537;-131;10407;-126;0;10281;-545
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;I;2;MARINGA;PR;01/12/2020;4;0;25623;0;0;0;25627;-24766;0;0;0;199;-24567;1060;1804;0;-16783;-5434;-174;4047;19437;-925;1972;3031;258;3289;-450;-1379;1460;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2232383;b3S;S5;I;2;CLAUDIO;MG;01/12/2020;23118;0;2505;0;0;0;25623;-3921;-351;0;0;-4343;-8614;17009;4738;2707;-7992;-5581;-367;0;2210;-498;-4783;12226;89;12316;-413;-354;11549;-876
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC;86829827;b3S;S5;I;2;BRACO DO NORTE;SC;01/12/2020;22316;0;3284;0;0;0;25600;-3572;-1375;0;0;-1093;-6039;19561;3817;1099;-6904;-6388;-236;0;1872;-1436;-8176;11384;-267;11117;-530;-867;9720;0
COOPERATIVA CENTRAL DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA   CENTRAL CRESOL SICOPER;21198087;b3C;S4;I;2;PASSO FUNDO;RS;01/12/2020;20466;0;4747;0;0;0;25213;-5532;-15956;0;0;-1717;-23205;2008;0;0;-5648;1505;0;0;12510;-10597;-2231;-223;-24;-247;0;-882;-1129;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25395435;b3S;S5;I;2;LAJINHA;MG;01/12/2020;23320;0;1890;0;0;0;25210;-2185;-2508;0;0;-4105;-8797;16413;5162;733;-6867;-5033;-452;0;3233;-1493;-4717;11696;79;11775;-978;-339;10458;-697
BANCO WOORI BANK DO BRASIL S.A.;15357060;b1;S4;I;3;SAO PAULO;SP;01/12/2020;3453;0;19085;0;2515;0;25052;-5689;0;0;0;321;-5368;19684;68;6;-4301;-3864;-917;0;0;-38;-9046;10639;-7;10632;-4595;-242;5795;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE - SICREDI RECIFE;70241658;b3S;S5;I;2;RECIFE;PE;01/12/2020;22338;0;2438;0;0;0;24776;-4069;-342;0;0;-461;-4873;19903;2196;754;-7425;-6166;-21;0;616;-4060;-14107;5795;-2240;3556;0;-329;3227;-1906
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL MINAS DO RIO GRANDE DO SUL E MINAS GERAIS – SICREDI SUL MINAS RS/MG.;87784088;b3S;S4;I;2;ESTACAO;RS;01/12/2020;22810;0;1780;0;0;8;24598;-2123;-3206;0;0;-1773;-7102;17496;6811;430;-8825;-5925;-138;0;1980;-4013;-9680;7816;-190;7626;0;-746;6881;-1312
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;S4;I;2;PORTO ALEGRE;RS;01/12/2020;220;0;24309;0;0;0;24529;-23288;0;0;0;5;-23283;1246;435;0;-5505;4080;-21;0;0;-40;-1051;196;-174;21;-21;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;S5;I;2;PAPANDUVA;SC;01/12/2020;22335;0;2109;0;0;0;24444;-3065;-2086;0;0;-3806;-8958;15486;2753;1502;-6671;-5433;-233;0;2396;-1495;-7179;8306;-323;7983;25;0;8008;-313
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. – SICOOB COOPACREDI;65229254;b3S;S5;I;2;PATROCINIO;MG;01/12/2020;22472;0;1761;0;0;0;24233;-1448;-3208;0;0;-2165;-6821;17411;5024;1526;-4790;-3824;-470;0;2723;-1347;-1158;16253;-16;16237;-1159;-368;14710;0
CENTROCRED S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;26225776;n1;S5;I;2;SANTA CRUZ DO SUL;RS;01/12/2020;23759;0;444;0;0;0;24203;-1878;0;0;0;-3221;-5099;19105;0;0;-177;-2309;-1072;0;1;-11554;-15110;3994;0;3994;0;0;3994;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA;10262276;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;01/12/2020;22627;0;1263;0;0;0;23890;-2472;-191;0;0;-5076;-7739;16151;4717;3182;-9730;-9072;-316;0;2265;-1635;-10588;5563;-87;5476;-299;-1242;3935;-363
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;I;2;SAO JOSE DO CERRITO;SC;01/12/2020;21928;0;1826;0;0;12;23767;-1965;-2612;0;0;-4079;-8656;15111;4037;1507;-4897;-4844;-293;0;2551;-890;-2829;12282;-81;12201;-882;-316;11003;0
SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;5503849;n1;S5;I;2;SAO PAULO;SP;01/12/2020;23499;0;156;0;0;0;23655;-2506;0;0;0;-5239;-7745;15910;3132;0;-1805;-10691;-1232;0;182;-1059;-11475;4435;129;4564;-1543;0;3021;0
PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;20155248;n2;S4;I;2;SAO PAULO;SP;01/12/2020;0;0;23176;-23;500;0;23652;0;0;0;0;0;0;23652;0;0;-2796;-13331;-1101;0;730;-101;-16598;7054;0;7054;-2824;0;4230;0
UNIPRIME CENTRO-OESTE DO BRASIL - COOPERATIVA DE CRÉDITO;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;01/12/2020;21526;0;2089;0;0;0;23615;-3407;0;0;0;-3651;-7059;16557;2136;1153;-8223;-7235;-55;0;141;-427;-12509;4047;88;4135;-27;0;4108;-987
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. – SICOOB CREDIVERTENTES;22724710;b3S;S5;I;2;SAO TIAGO;MG;01/12/2020;21275;0;2316;0;0;0;23592;-3065;-970;0;0;-2262;-6297;17294;3640;3594;-8376;-7211;-247;0;2420;-1615;-7794;9500;-13;9487;-595;-392;8500;-165
JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO;4230630;n1;S5;I;2;SAO PAULO;SP;01/12/2020;23008;0;580;0;0;0;23588;0;0;0;0;-6273;-6273;17316;0;0;-5824;-6171;-703;0;216;-286;-12767;4548;0;4548;0;0;4548;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA GRANDE GOIÂNIA LTDA.;10209619;b3S;S5;I;2;GOIANIA;GO;01/12/2020;22596;0;968;0;0;0;23564;-1676;0;0;0;-9346;-11021;12543;3696;4020;-5726;-6968;-240;0;2581;-2392;-5030;7513;-473;7041;-356;0;6685;-2189
COOPERATIVA DE CRÉDITO SICOOB COOPMIL;62673470;b3S;S4;I;2;SAO PAULO;SP;01/12/2020;22573;0;882;0;0;0;23455;-1345;0;0;0;-3061;-4406;19049;1036;1765;-11478;-8162;-135;0;3236;-2648;-16386;2663;214;2876;0;-213;2664;-2418
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1736516;b3S;S5;I;2;DIVINOPOLIS;MG;01/12/2020;20370;0;2854;0;0;0;23225;-3974;-28;0;0;-848;-4850;18375;6620;4866;-10438;-9169;-325;0;1145;-1847;-9147;9228;76;9304;-77;-748;8479;-470
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. – SICOOB NOSSACOOP;1760242;b3S;S5;I;2;BELO HORIZONTE;MG;01/12/2020;21561;0;1634;0;0;0;23195;-2944;-505;0;0;-4335;-7785;15411;7114;5420;-8169;-9716;-861;0;1264;-2225;-7172;8239;-65;8174;35;-406;7803;-716
BANCO PACCAR S.A.;28517628;b2;S4;I;3;PONTA GROSSA;PR;01/12/2020;24486;0;874;-2236;0;0;23124;1;-4102;0;0;-5192;-9295;13829;0;647;-4554;-4868;-2597;0;5755;-769;-6387;7442;-3799;3643;-1447;-321;1875;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1060307;b3S;S5;I;2;RAUL SOARES;MG;01/12/2020;21321;0;1711;0;0;0;23032;-2045;-1776;0;0;-4103;-7923;15109;5317;2954;-8322;-7004;-440;0;2154;-1395;-6736;8373;22;8395;-975;-293;7126;-203
COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO;59869560;b3S;S5;I;2;ADAMANTINA;SP;01/12/2020;20683;0;2167;0;0;0;22849;-2854;-1195;0;0;-10719;-14768;8081;870;411;-6253;-4271;-56;0;3669;-1510;-7141;941;538;1478;-325;0;1153;-715
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;S5;I;2;FOZ DO IGUACU;PR;01/12/2020;21471;0;1311;0;0;0;22782;-2239;-557;0;0;-4636;-7432;15350;2709;4115;-6563;-7166;-181;0;2400;-5365;-10052;5298;-356;4942;-264;-837;3841;-695
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;S5;I;2;RIO DO SUL;SC;01/12/2020;19740;0;3004;0;0;0;22744;-3527;-614;0;0;-2035;-6176;16567;3701;932;-7325;-5733;-293;0;3054;-769;-6433;10134;170;10304;-293;-353;9659;-36
PAGSEGURO INTERNET S.A.;8561701;n4;;I;2;SAO PAULO;SP;01/12/2020;0;0;22612;0;0;0;22612;0;0;0;0;0;0;22612;2750829;0;-140082;-737618;-291449;1056559;100552;-1863386;875405;898017;-8977;889040;-193886;-51506;643648;0
BANCO KEB HANA DO BRASIL S.A.;2318507;b1;S4;I;3;SAO PAULO;SP;01/12/2020;7613;0;6747;0;8100;0;22460;-5117;-5262;0;0;-560;-10939;11521;374;3;-4301;-4655;-583;0;4112;-4857;-9907;1614;270;1885;-563;0;1321;0
FATOR;50122;b1;S4;C;2;SAO PAULO;SP;01/12/2020;1404;0;19706;1198;0;0;22307;-18985;0;0;0;-337;-19321;2986;14068;0;-17271;-12626;-1836;2590;1195;-1703;-15582;-12596;-1467;-14063;134;0;-13929;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.;2641032;b3S;S5;I;2;SANTA MARIA;RS;01/12/2020;20485;0;1818;0;0;0;22302;-3577;-197;0;0;-4160;-7934;14368;1835;479;-4783;-7448;-52;311;105;-147;-9699;4669;-182;4487;0;-751;3735;-705
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA;1637949;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;01/12/2020;19917;0;2327;0;0;0;22244;-2510;-650;0;0;-1508;-4668;17576;2812;641;-6428;-4570;-250;0;944;-530;-7380;10196;21;10217;-535;-523;9159;-113
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;S3;I;3;SAO PAULO;SP;01/12/2020;32950;0;49831;-83522;22956;0;22214;-20329;-23004;0;0;-669;-44003;-21788;27211;10;-34458;-18806;-6155;0;158623;-49985;76439;54651;35;54687;-31849;-901;21936;0
SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;122327;n1;S5;I;2;FLORIANOPOLIS;SC;01/12/2020;21932;0;190;0;0;0;22123;-2246;0;0;0;-1888;-4135;17988;0;6;-2904;-4813;-902;0;1676;-2265;-9203;8785;176;8962;-3227;-270;5465;0
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE - ACREDICOOP;3461243;b3S;S5;I;2;JOINVILLE;SC;01/12/2020;20891;0;1218;0;0;0;22108;-1423;-1163;0;0;-5331;-7917;14191;3053;2720;-7741;-7699;-37;0;104;-3586;-13186;1004;-38;967;0;-885;82;-859
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS MICRO-REGIÕES DE GOIÂNIA E ANÁPOLIS LTDA;2935307;b3S;S5;I;2;GOIANIA;GO;01/12/2020;20175;0;1845;0;0;0;22020;-1622;-96;0;0;-8439;-10157;11863;1696;1043;-3678;-3946;-102;0;1043;-497;-4440;7423;-3059;4364;141;0;4504;-2991
UNIPRIME ALLIANCE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO;1736243;b3S;S5;I;2;CASCAVEL;PR;01/12/2020;18120;0;3832;0;0;0;21952;-5219;0;0;0;-4341;-9559;12392;1550;939;-5092;-4629;-21;0;148;-902;-8007;4385;-19;4366;0;0;4366;-492
ANDBANK;51949;b1;S4;C;3;SAO PAULO;SP;01/12/2020;5158;0;9732;7055;0;0;21945;-765;0;0;-224;215;-774;21172;26208;0;-15357;-40037;-3292;-321;16363;-20115;-36551;-15379;-6;-15385;5264;0;-10121;0
COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;S5;I;2;ALFREDO CHAVES;ES;01/12/2020;18357;0;3545;0;0;0;21902;-2666;-470;0;0;-6856;-9991;11911;4882;3905;-4656;-6745;-349;0;2469;-2377;-2871;9040;-161;8879;-639;-470;7771;-1535
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER E DA BOEING BRASIL COMMERCIAL - COOPEREMB;46642294;b3S;S5;I;2;SAO JOSE DOS CAMPOS;SP;01/12/2020;20029;0;1767;0;0;0;21795;-509;0;0;0;-2072;-2581;19214;1031;2;-3216;-1990;-66;0;1065;-2206;-5380;13834;9;13843;0;0;13843;-8238
COOPERATIVA DE CRÉDITO DA REGIÃO DO CONTESTADO - CIVIA;10218474;b3S;S5;I;2;SAO BENTO DO SUL;SC;01/12/2020;20554;0;1239;0;0;0;21793;-1572;-883;0;0;-6722;-9177;12616;2820;2151;-5785;-7025;-26;0;200;-3100;-10765;1851;-11;1839;0;-474;1365;-891
