Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
MERCEDES-BENZ;51262;b2;S3;C;3;SAO PAULO;SP;01/06/2017;425446;20467;9272;0;0;0;455185;-47568;-159286;-13717;0;-102692;-323263;131921;0;4498;-33300;-53853;-10375;0;44125;-36316;-85220;46701;-19243;27458;-12330;0;15128;0
PORTO SEGURO;51444;n1;S4;C;2;SAO PAULO;SP;01/06/2017;433172;0;12966;-3117;0;0;443021;-60372;-4400;0;0;-174133;-238906;204115;144392;73831;-15235;-133698;-32061;0;24271;-120885;-59384;144732;0;144732;-55716;-1550;87466;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;S3;I;3;SAO PAULO;SP;01/06/2017;33292;0;350472;522;52958;0;437243;-141269;-68377;0;0;991;-208655;228588;15612;561;-63800;-33696;-7589;0;20409;-103081;-171585;57003;333;57336;-27701;0;29635;0
BANCO FIBRA S.A.;58616418;b1;S3;I;2;SAO PAULO;SP;01/06/2017;272184;0;119112;36398;9054;0;436747;-283028;-61450;0;0;-44891;-389369;47378;12654;3613;-48772;-26093;-5003;22585;58966;-72324;-54374;-6996;1505;-5491;752;-238;-4976;0
PINE;50304;b1;S3;C;2;SAO PAULO;SP;01/06/2017;249376;0;146963;32895;0;0;429235;-299150;-32595;0;-2853;-67357;-401955;27279;39894;187;-42903;-37564;-7389;164;42686;-50424;-55348;-28068;2886;-25182;15127;-10627;-20681;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;S3;I;3;CURITIBA;PR;01/06/2017;388979;11374;28176;-2285;0;0;426245;-65169;-82101;-8910;0;-49084;-205264;220981;3714;34;-23488;-30269;-12772;1934;18508;-21398;-63738;157242;-2944;154298;-70861;-2580;80857;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;S4;I;3;BARUERI;SP;01/06/2017;779;425420;0;0;0;0;426199;0;-30818;-331763;0;-6033;-368614;57586;0;0;0;-12372;-4110;0;2677;-1313;-15118;42468;3620;46088;-20358;0;25730;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;01/06/2017;277638;0;110272;0;0;0;387910;-129836;-8347;0;0;-47620;-185803;202107;25999;12170;-47465;-64607;-247;0;840;-15070;-88381;113726;-341;113385;0;-5020;108365;0
AGIPLAN;51956;b1;S4;C;2;PORTO ALEGRE;RS;01/06/2017;367474;0;14942;280;27;0;382723;-35551;-264;0;0;-98473;-134289;248434;3729;11140;-17506;-172946;-17144;0;94;-634;-193267;55167;0;55167;-24182;0;30985;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;S4;I;3;SAO PAULO;SP;01/06/2017;379792;32936;30809;-61139;0;0;382398;-88785;-82013;-21382;0;-10307;-202487;179912;0;23501;-23580;-67622;-19184;0;16145;-16114;-86853;93059;-8267;84791;-35493;-9694;39604;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;S3;I;1;BELO HORIZONTE;MG;01/06/2017;334296;0;55739;-14188;6102;0;381948;-22873;-177314;0;0;-171647;-371834;10114;11187;5586;-54816;-17237;-9756;-829;11753;-46181;-100293;-90178;-1539;-91717;55390;0;-36327;0
HONDA;51396;b2;S4;C;3;SAO PAULO;SP;01/06/2017;388224;0;10405;-16842;0;0;381787;-147914;0;0;0;-77550;-225464;156323;0;33789;-8528;-71064;-18712;0;20918;-26229;-69826;86497;65;86562;-49884;0;36679;0
COOPERATIVA CENTRAL DE CRÉDITO,POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;01/06/2017;6347;0;359897;0;0;0;366244;-359897;0;0;0;30;-359867;6377;0;0;-9927;86106;0;983;864;-84450;-6425;-48;48;0;0;0;0;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;01/06/2017;249880;0;116232;0;0;0;366112;-117930;-45434;0;0;-37665;-201030;165082;4528;790;-45155;-42181;-643;0;15097;-2926;-70490;94592;-288;94304;-1304;-3837;89163;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;S3;I;2;BRASILIA;DF;01/06/2017;141565;0;178361;0;0;28469;348395;-197741;0;0;0;-18070;-215811;132584;0;2175;-64834;-22394;-7817;0;25545;-6669;-73995;58590;824;59413;0;0;59413;0
SOFISA;31873;b1;S4;C;2;SAO PAULO;SP;01/06/2017;237427;632;99752;582;9786;0;348179;-196292;-3010;-861;0;-11119;-211282;136897;749;14517;-33355;-41725;-11952;1722;17164;-13724;-66604;70293;-6392;63902;-12882;-7711;43309;-26500
GOLDMAN SACHS;51585;b2;S3;C;3;SAO PAULO;SP;01/06/2017;0;0;313364;-130434;165191;0;348121;-127286;-97547;0;0;0;-224833;123288;151631;0;-122682;-40912;-14907;0;8365;-23398;-41904;81383;789;82173;-23837;-2082;56253;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;S4;I;1;ARACAJU;SE;01/06/2017;247849;0;90867;0;0;6570;345285;-144336;-3041;0;0;-22965;-170342;174943;39680;18288;-81801;-67375;-16663;540;13032;-12825;-107123;67820;1348;69168;-27562;-5310;36295;-11768
JOHN DEERE;50071;b1;S4;C;3;INDAIATUBA;SP;01/06/2017;324784;0;9193;-40;0;0;333936;-7703;-105320;0;0;-47422;-160444;173492;20753;165;-18990;-9906;-9963;0;1156;-1514;-18298;155194;-315;154879;-72247;-2216;80417;0
DEUTSCHE;51183;b1;S3;I;3;SAO PAULO;SP;01/06/2017;155223;0;117070;-73419;110239;0;309113;-100879;-95763;0;0;-19902;-216544;92568;68764;351;-104660;-42834;-8975;0;90186;-60082;-57251;35317;-506;34811;-15705;0;19106;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;01/06/2017;1011;0;295193;0;0;5086;301290;-297228;-5260;0;0;106;-302382;-1093;61;0;-7858;-7285;-49;0;38969;-584;23253;22160;30;22190;-13;0;22177;0
CAIXA GERAL;51815;b1;S4;C;3;SAO PAULO;SP;01/06/2017;30202;0;274695;-9473;4973;0;300397;-47192;-16328;0;0;-604;-64123;236273;4804;24;-13831;-60704;-10842;0;60833;-36007;-55724;180550;-1626;178924;-33163;0;145761;0
INTERMEDIUM;51884;b1;S4;C;2;BELO HORIZONTE;MG;01/06/2017;234908;0;51591;10661;191;0;297351;-155752;-1384;0;0;-29677;-186814;110537;4842;3407;-35639;-46730;-6184;405;2147;-8352;-86105;24433;-5468;18965;3117;0;22082;-12309
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;01/06/2017;277;0;279318;0;0;6068;285662;-268789;-8872;0;0;-614;-278275;7387;90;0;-14298;-7399;-9;15390;30600;-3221;21155;28542;-129;28414;-17;-606;27791;0
BANCO FIDIS S/A;62237425;b2;S4;I;3;BETIM;MG;01/06/2017;230867;69;50302;-1028;0;0;280210;-183615;-1153;-57;0;-7578;-192403;87807;9843;1;-10369;-20833;-5259;0;13741;-35985;-48861;38946;-7273;31674;-16125;-1281;14268;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;S4;I;3;PORTO ALEGRE;RS;01/06/2017;196889;53916;22987;0;0;0;273792;-2525;-62625;-43321;0;-30615;-139086;134706;4248;110;-26394;-33672;-7457;1185;19012;-12149;-55116;79590;-242;79347;-36895;0;42453;0
XP INVESTIMENTOS;51994;n2;S4;C;2;RIO DE JANEIRO;RJ;01/06/2017;0;0;254248;17521;1416;0;273185;-41170;-10814;0;0;455;-51530;221655;266854;161976;-39883;-347883;-52945;0;17002;-9757;-4636;217019;28;217047;-58958;-85065;73025;0
BOCOM;52003;b1;S4;C;3;SALVADOR;BA;01/06/2017;127754;0;109189;-15451;43802;0;265295;-154787;-39934;0;0;-18744;-213465;51829;12109;5201;-28244;-21765;-4960;8710;28405;-8414;-8957;42872;-1059;41813;-5959;-12719;23134;-20158
BANCO TRIANGULO S.A.;17351180;b1;S4;I;2;UBERLANDIA;MG;01/06/2017;227963;0;30565;760;0;0;259287;-66556;-6799;0;0;-68295;-141651;117637;16108;47304;-59173;-65948;-14159;6722;19014;-7231;-57363;60273;-732;59541;-14154;-6649;38738;-15699
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;01/06/2017;2;0;249821;0;0;0;249823;-242909;0;0;0;0;-242909;6914;0;0;-1909;-1592;-12;10082;2922;-2611;6880;13793;0;13793;0;0;13793;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;S3;I;3;SAO PAULO;SP;01/06/2017;73105;0;203421;-47871;18064;0;246720;-121327;-38161;0;0;-8891;-168379;78341;15775;7;-27642;-14873;-5697;2776;9261;-10657;-31050;47290;24;47315;-27763;-821;18731;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;01/06/2017;4881;0;223970;0;0;0;228851;-225371;0;0;0;4;-225367;3484;2;0;-5664;-2229;-31;6863;8561;-84;7417;10901;0;10901;1;-164;10736;0
RENDIMENTO;51468;b1;S4;C;2;SAO PAULO;SP;01/06/2017;64529;0;24255;5792;133010;0;227586;-35248;-2397;0;0;-10909;-48554;179032;25753;1506;-61626;-64387;-10299;794;5224;-33564;-136598;42434;-44;42390;-14260;-1813;26318;-8350
BANCO VOLVO BRASIL S.A.;58017179;b2;S4;I;3;CURITIBA;PR;01/06/2017;189055;13279;20559;0;0;0;222893;-1567;-86615;-10438;0;-79273;-177894;44999;0;1928;-14813;-25674;-5404;2359;7313;-2040;-36329;8670;-528;8142;-3997;-558;3587;0
SOCOPA;50328;b1;S4;C;2;SAO PAULO;SP;01/06/2017;40285;0;80861;8444;85803;0;215393;-102720;-5757;0;0;-1102;-109579;105814;50077;19885;-45512;-69416;-11490;0;2747;-13267;-66975;38839;-784;38055;-16252;-2303;19500;0
ING;51073;b1;S3;C;3;SAO PAULO;SP;01/06/2017;30699;0;190252;-154957;142052;0;208046;-92040;0;0;0;-3466;-95506;112540;13925;0;-22890;-8949;-6555;0;51998;-106969;-79440;33100;15942;49042;-21552;-1035;26455;0
BANCO CATERPILLAR S.A.;2658435;b2;S4;I;3;SAO PAULO;SP;01/06/2017;155400;12046;28602;9376;0;0;205424;-24930;-51524;-9767;0;-37672;-123894;81530;1501;529;-24664;-14358;-4261;0;15595;-4879;-30537;50992;-4963;46029;-22303;0;23726;0
INDUSTRIAL DO BRASIL;50988;b1;S4;C;2;SAO PAULO;SP;01/06/2017;134089;0;38847;-1450;27895;0;199381;-97675;-26016;0;0;-13257;-136947;62434;4939;1937;-29396;-13408;-4822;186;199;-1248;-41612;20822;-269;20553;-7167;0;13386;-10000
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;01/06/2017;151403;0;41815;0;0;56;193274;-53979;-18694;0;0;-26570;-99243;94031;32801;12129;-43682;-48977;-1099;0;6063;-26895;-69660;24371;-97;24274;-2691;0;21583;0
MIZUHO;51554;b1;S4;I;3;SAO PAULO;SP;01/06/2017;19323;0;150772;-3505;25358;0;191949;-121681;-15511;0;0;-4573;-141765;50183;18356;0;-28886;-15348;-3795;1434;6556;-19433;-41116;9068;60;9128;-6114;-1692;1321;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;01/06/2017;152463;0;38605;0;0;0;191068;-91047;-488;0;0;-16224;-107759;83309;0;0;-21153;-14428;-121;0;2017;-2438;-36123;47186;-23;47163;0;0;47163;-6111
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;01/06/2017;3520;0;184643;0;0;0;188163;-184516;0;0;0;0;-184516;3647;0;0;-8609;45017;0;804;655;-40359;-2492;1154;60;1214;0;0;1214;0
INDUSVAL;50531;b1;S4;C;2;SAO PAULO;SP;01/06/2017;56914;0;105012;15222;6068;0;183215;-183399;-5842;0;0;-19413;-208654;-25438;24898;11326;-38358;-47531;-3926;-253;13323;-8190;-48711;-74149;-3548;-77696;-2672;-6568;-86937;0
DACASA FINANCEIRA;51891;n1;S4;C;2;VITORIA;ES;01/06/2017;171472;0;10483;0;0;0;181955;-48052;0;0;0;-95506;-143559;38396;16814;14487;-15240;-74909;-10661;0;53297;-23860;-40072;-1676;69;-1607;15474;0;13867;0
BANCO CARGILL S.A.;3609817;b1;S4;I;3;SAO PAULO;SP;01/06/2017;66642;0;35477;-19402;94376;0;177093;-37582;-71523;0;0;24167;-84939;92154;2;0;-2456;-6768;-7274;0;25;-13343;-29812;62342;0;62342;-29830;0;32512;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;01/06/2017;115799;0;48125;240;0;0;164164;-64894;-35408;0;0;-28523;-128825;35339;3796;1770;-20035;-20645;-194;0;17360;-21646;-39595;-4256;-61;-4317;-561;0;-4878;0
