Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;01/06/2017;7990930;23999;375613;945072;1894420;995060;254043;0;4488207;15574;317224;483081;688975;309700;123881;0;1938435;2606;17984;42845;50189;7067;2;0;120694;591;28758;83344;218237;207199;247463;161;785753;52;1386;110;0;0;0;0;1547;23576;43849;34919;64356;39525;33800;0;240026;7879;36014;132345;46503;13777;5170;174484;416171;97
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/06/2017;6825269;25825;87928;202007;212996;48552;16121;66;593494;55857;85525;115556;50794;179;52;0;307964;6929;10401;16130;7919;127;1;0;41507;0;0;0;0;0;0;0;0;334105;5349011;74157;59320;9094;3;0;5825690;0;0;0;0;0;0;0;0;895;2023;11722;13425;11068;17480;0;56614;0
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/06/2017;6600847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85008;1106163;2545940;2605963;257424;350;0;6600847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/06/2017;6500320;0;11185;28594;39939;12692;1707;0;94117;0;27;81;63;0;0;0;171;0;5497;15756;28253;19632;11974;0;81112;0;1291;2957;7524;7270;31406;23734;74180;0;0;0;0;0;0;0;0;0;255499;885908;1995582;1664124;1430188;0;6231302;598;3677;7270;5588;661;1645;0;19438;0
CITIBANK;30403;b1;C;3;S2;199;SAO PAULO;SP;01/06/2017;6192150;4363;23009;53872;103000;29989;102;0;214336;27090;164115;296602;403958;86919;0;0;978684;0;0;0;0;0;0;0;0;1112;18114;44480;113860;106047;422579;331043;1037235;387518;2469300;671944;203946;409;0;0;3733117;0;57123;0;0;0;0;0;57123;31271;118449;6767;9696;5448;23;0;171654;0
DAYCOVAL;51987;b1;C;2;S3;199;SAO PAULO;SP;01/06/2017;5804656;69360;377878;1031005;1948094;1007930;319738;0;4754005;10634;73003;22724;11389;34;7;0;117791;28949;95692;208163;199062;10729;1;0;542597;0;0;0;0;0;0;0;0;15869;264632;3594;346;49;0;0;284490;0;0;0;263;0;0;0;263;3257;17574;36703;14396;3944;26246;35;102154;3357
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;01/06/2017;5445663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;880820;2986051;1396592;182200;0;0;0;5445663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;01/06/2017;5245986;788;8284;22174;24770;2236;0;0;58253;428;625;1576;1559;47;0;0;4234;63289;810208;1926132;2177982;205482;406;0;5183498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/06/2017;4804863;1597;8921;24965;24127;3434;4;0;63047;545;1607;4541;799;1;0;0;7492;7543;72226;167208;182098;15867;16;0;444958;0;0;0;0;0;0;0;0;307303;2947177;988437;44772;1676;0;0;4289366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOHN DEERE;50071;b1;C;3;S4;199;INDAIATUBA;SP;01/06/2017;4476557;0;0;0;0;0;0;0;0;5545;6409;146493;91540;4142;168;0;254297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95400;19618;1042624;1593749;1107336;360139;0;4218867;0;123;1206;1416;648;0;0;3393;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/06/2017;4274729;599;16891;43888;57493;10153;436;0;129460;3098;9321;19923;13203;71;8;0;45625;0;0;0;0;0;0;0;0;0;2;5;14;14;72;134;243;9926;39333;11025;1;0;0;0;60285;34870;11365;18600;23698;330011;761509;0;1180053;82827;1766213;981902;25443;1442;1236;0;2859063;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/06/2017;4214686;856;52300;136168;283578;127074;7705;0;607681;601;7931;17574;30062;12327;1912;0;70406;0;0;0;0;0;0;0;0;0;42;94;254;255;1257;951;2854;19394;345886;1437898;1981;1;0;0;1805159;0;54036;218083;475877;415988;450315;0;1614299;1303;12673;41719;57670;803;120;0;114289;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/06/2017;3842613;0;0;0;0;0;0;0;0;52;149;1030;1778;1593;0;0;4602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28220;349571;896274;1554048;760028;236794;0;3824934;62;1740;1680;4628;3773;1194;0;13077;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S4;8;BELEM;PA;01/06/2017;3825565;6317;186722;702933;1127246;448191;157109;0;2628518;21310;228922;467717;345825;62434;6267;39;1132514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6087;31790;9956;845;0;0;27;48705;0;2553;212;277;1886;730;0;5657;1920;2651;5012;588;0;0;0;10171;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/06/2017;3753195;14760;192488;476892;634472;143689;23097;0;1485398;82153;308366;696013;553451;60977;3785;0;1704746;1389;4924;8658;4635;142;0;0;19748;13;146;1007;1910;1327;1618;14;6034;16040;160264;45784;610;0;0;0;222697;792;7340;28413;64250;18648;4796;0;124238;38247;67323;59109;19495;4440;1438;282;190334;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/06/2017;3685784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13903;152013;484468;1149423;951790;845363;69;3597029;3965;4108;14713;27638;21208;17122;0;88754;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/06/2017;3661616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;269;601;646;21;0;0;1539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45841;87687;937549;1429839;804246;247363;0;3552526;15089;21235;29344;35229;6622;31;0;107551;0
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/06/2017;3540429;24516;292497;758020;1327881;636572;229997;0;3269483;14067;81552;76159;5390;2;0;0;177170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16896;16940;17485;16487;9532;15487;949;93776;0
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/06/2017;3274332;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;5;69674;534857;1232410;1339143;98230;12;0;3274326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/06/2017;2935238;0;0;0;0;0;0;0;0;16;124;266;211;10;0;0;627;13755;432544;1032192;1358866;76397;108;0;2913861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;3575;8330;8368;331;0;0;20750;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/06/2017;2879064;162;749;1804;745;16;0;0;3476;94160;140643;77697;326;0;0;0;312825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;622606;1441169;497993;994;0;0;0;2562762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/06/2017;2820184;5220;197549;496658;768905;292026;104197;0;1864554;190;42799;35351;15395;747;0;0;94483;5081;151580;349528;329668;20969;9;0;856835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;273;248;4;0;0;587;30;2771;924;0;0;0;0;3725;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/06/2017;2690159;20978;203139;537272;954308;459402;135929;0;2311028;77;2950;5742;10566;1865;304;58;21562;14300;44731;103059;123922;12845;2;0;298859;0;33;106;272;281;1029;293;2014;30;905;0;0;0;0;0;936;0;0;0;0;0;0;0;0;1345;3889;8826;35237;4049;2413;0;55761;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/06/2017;2300232;347;1769;5040;789;0;0;0;7944;156055;10196;8065;55;0;0;0;174372;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;0;716399;808411;77934;0;0;0;1602744;NI;NI;NI;NI;NI;NI;NI;NI;308874;124729;77568;4001;0;0;0;515172;NI
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/06/2017;2272053;4240;85502;253292;448442;221206;65158;0;1077840;3714;34885;75815;43613;6716;53;0;164796;1201;5475;12017;10185;465;0;0;29343;131;3781;11377;29828;28861;123583;107773;305335;16047;194637;6622;3778;0;0;0;221084;8446;27304;75688;121374;50788;704;0;284304;13509;63807;52126;44601;7583;7707;18;189352;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/06/2017;2108751;0;0;0;0;0;0;0;0;82684;145861;178293;46466;1502;0;0;454806;160590;291891;586630;441722;20104;0;0;1500937;0;0;0;0;0;0;0;0;39042;56591;9520;445;0;0;0;105598;0;0;0;0;0;0;0;0;8543;24063;14648;157;0;0;0;47410;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/06/2017;2051717;0;9;38;66;0;0;0;113;593412;983675;472916;1600;0;0;0;2051604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INTERMEDIUM;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/06/2017;1990254;8298;63341;180892;299291;110081;26380;1;688283;20;70;203;306;155;86;0;840;0;0;0;0;0;0;0;0;8258;21797;52978;122876;111817;395396;45036;758158;11429;121712;0;0;0;0;0;133141;0;0;0;0;0;0;0;0;9703;18373;32989;97438;89520;161422;385;409831;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/06/2017;1942089;0;197;785;1166;0;0;0;2148;13326;93741;141902;66630;29388;4473;0;349459;188;9635;24695;35922;4538;23;0;75001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18542;378093;771786;188573;30493;6615;0;1394103;3649;79626;36044;1710;304;45;0;121378;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/06/2017;1737425;1342;43737;96349;225993;181467;133690;34;682612;5181;55368;96707;91112;39108;20217;7;307701;0;6;4;2;0;0;0;12;448;4558;13551;34940;33551;143499;124057;354605;0;243712;35195;68;0;0;0;278975;1531;4638;12946;17484;9110;6451;0;52159;3702;18902;38544;202;10;0;0;61361;NI
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/06/2017;1647853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6788;58195;164596;427429;261953;456712;254282;1629956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;355;398;1087;2683;2428;8834;2113;17897;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/06/2017;1505706;17;422;1050;991;0;0;0;2481;13986;146191;325963;350715;45105;5581;0;887542;739;5149;11555;14104;2460;7;0;34013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14212;111269;231433;197773;23682;3302;0;581671;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/06/2017;1433333;666;34791;111530;154673;94337;22419;0;418416;11067;95997;265851;373007;221815;47180;0;1014917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/06/2017;1165368;0;0;0;0;0;0;0;0;12176;43106;76655;107058;39172;16947;0;295114;69;739;2102;2955;262;0;0;6126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17779;68878;434827;164645;15369;11597;0;713095;4977;37544;48775;34762;14083;10891;0;151033;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/06/2017;1162572;110;1360;3224;3863;588;4;0;9149;5892;24560;52949;56815;12959;3151;0;156326;17;133;251;229;15;0;0;646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108039;104916;215625;300038;103604;93501;0;925724;6168;45872;18371;316;0;0;0;70728;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/06/2017;1132429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18;46;48;22;0;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15922;37952;135655;320978;278962;337569;0;1127038;794;86;1308;2333;697;30;0;5250;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/06/2017;1097627;0;0;0;0;0;0;0;0;1284;1495;43716;34882;1101;0;0;82477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58236;73805;766606;88257;28245;0;0;1015150;0
BTG PACTUAL;49944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;01/06/2017;1076633;0;0;0;0;0;0;0;0;371672;19295;97053;134436;2621;0;0;625078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;25;3978;5044;5326;25358;0;39782;517;1104;12075;8620;6160;884;0;29360;382413
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/06/2017;1023705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;1963;5551;5488;321;0;0;13485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4664;267584;512975;16810;1351;0;0;803384;13931;83558;81636;11634;5215;10861;0;206837;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/06/2017;912924;238;11347;32888;69650;35348;21889;0;171360;6627;23988;54464;29607;2832;73;0;117591;48;1037;2393;3150;421;3;0;7052;0;0;0;0;0;0;0;0;6046;46302;13429;186;6;0;0;65969;6500;62488;270624;57691;206;0;0;397509;12083;53619;55115;24651;5956;901;1119;153443;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/06/2017;830189;89;2489;6766;11061;3903;1412;0;25719;3893;25621;44342;46607;8035;668;0;129166;238;1988;4871;4426;380;0;0;11904;0;0;0;0;0;0;0;0;2657;23828;6165;68;5;0;0;32723;1768;109023;249014;6110;232;0;0;366146;22299;32627;131962;56020;18996;2286;341;264532;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;S4;8;PORTO ALEGRE;RS;01/06/2017;813345;636;4696;10221;6692;8;0;0;22253;323;2556;5470;4620;222;0;0;13191;23214;118228;277876;328854;29012;0;0;777184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;94;222;289;39;0;0;717;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;S4;5;VITORIA;ES;01/06/2017;811892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28103;20648;106969;254532;230743;162768;0;803763;184;1134;2699;3438;593;81;0;8129;0
AGIPLAN;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/06/2017;774641;70;2025;5357;8158;3531;938;0;20078;140731;243855;160216;593;1;0;0;545397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28747;173918;5875;0;0;0;0;208540;0;0;0;0;0;0;0;0;96;0;518;12;0;0;0;626;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/06/2017;761573;308;257;440;119;9;4;0;1137;2065;4078;6002;2897;0;0;0;15041;0;0;0;0;0;0;0;0;94;96;277;650;726;1536;134;3512;50939;98104;27759;11;0;0;0;176812;0;0;0;0;0;0;0;0;43906;126574;283004;103756;7831;0;0;565071;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/06/2017;720590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8662;126338;275588;296542;13348;113;0;720590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CBSS S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/06/2017;707077;589;21079;50724;61024;11996;20345;0;165758;53454;60363;49489;10198;0;0;0;173504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88723;217032;61420;640;0;0;0;367815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DACASA FINANCEIRA;51891;n1;C;2;S4;197;VITORIA;ES;01/06/2017;650158;0;0;0;0;0;0;0;0;130157;124013;125856;10579;0;0;0;390605;3349;7623;15234;10673;9;0;0;36888;0;0;0;0;0;0;0;0;35040;184584;3021;20;0;0;0;222665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
