Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BTG PACTUAL;49944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;01/06/2017;11205730;522563;241003;586760;715405;51098;524286;0;2641115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16684;117426;156662;247891;53886;1962;0;594511;53265;90078;586535;293217;78062;6113;0;1107270;68378;5905;11629;20311;7150;1719;0;115091;0;8666;29578;127707;152109;845871;1576142;2740073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4007670
BANRISUL;30173;b1;C;1;S2;199;PORTO ALEGRE;RS;01/06/2017;10921276;220616;689897;1559492;1839108;310378;117743;14702;4751935;1894;14504;30922;35266;14405;24819;0;121811;48279;503651;326963;11959;0;0;0;890853;6041;204479;29864;0;0;0;0;240384;5239;292288;655023;10313;3222;0;0;966084;67263;227538;321889;315086;196679;236989;51744;1417188;31410;136200;286399;423769;198725;200214;0;1276717;7923;67638;261845;60874;29720;40930;0;468930;940;47120;118604;371692;103331;11549;0;653235;134139
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/06/2017;10136837;0;0;0;0;0;0;0;0;2194;1156;2822;2730;594;64;0;9560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58165;267123;828223;1864382;1230082;1259890;30521;5538386;3644;245573;461392;1431902;1077542;1368699;137;4588891;0;0;0;0;0;0;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/06/2017;9360443;0;0;6103;0;0;0;0;6103;193;912;1910;653;0;0;0;3668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12126;61315;245;0;0;0;73686;0;253380;938635;324959;159089;1644;0;1677706;19;46179;124108;264021;181808;100437;0;716573;0;2382207;4099011;375220;14529;11741;0;6882707;0;0;0;0;0;0;0;0;0
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;01/06/2017;8225887;5886;55577;153890;209912;49595;10619;0;485480;19991;285489;583227;581655;67144;231;0;1537738;0;0;0;0;0;0;0;0;14033;436183;1084997;55918;14642;0;0;1605773;0;0;0;0;0;0;0;0;0;50662;0;0;0;0;0;50662;94677;674011;1570583;1852885;335145;18934;0;4546235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/06/2017;7758608;0;5094;14324;20086;2986;0;0;42490;15;7183;18961;32019;9517;655;0;68351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5958;84758;377156;12085;5379;3066;0;488403;291;15296;48973;130419;104653;39143;0;338776;0;1524105;3685293;1461149;103845;46197;0;6820590;0;0;0;0;0;0;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/06/2017;7680641;85228;151001;436946;497576;127185;91396;71959;1461291;41270;174079;430384;585354;178139;151085;0;1560313;11774;9747;13881;155;0;0;0;35558;9572;24964;6201;3;0;0;0;40739;3139;103391;267645;0;0;0;0;374175;235409;65164;59415;130577;57018;64362;79886;691831;1666;88404;259455;642029;462525;1491858;131216;3077153;11799;18123;9528;24436;132143;243555;0;439583;0;0;0;0;0;0;0;0;0
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;01/06/2017;7522802;11632;49451;132984;221544;57659;46;0;473315;5537;81794;231804;322023;67752;285;0;709196;0;0;0;0;0;0;0;0;3346;1055913;66154;0;0;0;0;1125413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30214;628786;1583649;2207028;668791;96410;0;5214878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DAYCOVAL;51987;b1;C;2;S3;199;SAO PAULO;SP;01/06/2017;7404997;42720;451091;929381;740281;78367;700;0;2242540;3677;73695;165159;163080;18585;12;1240;425448;3951;648852;572423;8039;0;0;0;1233265;37843;1565085;169244;7873;0;0;0;1780045;52635;305787;500224;66258;0;0;0;924903;4398;15687;72177;9948;0;0;0;102210;91;45852;136640;189607;40972;2528;0;415691;0;20282;43819;18374;0;0;0;82475;0;0;0;0;0;0;0;0;198421
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;S3;8;SAO PAULO;SP;01/06/2017;6461802;0;95504;87589;454075;188357;48099;36;873660;0;0;0;0;0;0;0;0;187;1806;43644;10394;0;0;0;56031;4026;20000;19475;0;0;0;0;43501;30900;977141;2052503;921839;325164;56841;0;4364387;6530;169073;279343;64188;6767;17580;0;543480;0;3553;12027;12885;4537;1133;0;34135;0;38970;87126;173154;144807;102550;0;546608;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/06/2017;5690408;11298;60834;152133;189817;21947;108129;0;544157;15974;67771;212213;448550;128381;29426;122;902438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;326;36;0;0;0;400;0;216;547;1187;140;166;0;2257;30953;197272;580911;1307439;820450;725828;17212;3680064;8766;80258;108940;166172;82876;114081;0;561093;0;0;0;0;0;0;0;0;0
CREDIT SUISSE;30771;b1;C;3;S2;199;SAO PAULO;SP;01/06/2017;4595168;4415;49554;234829;207177;407328;0;0;903303;0;63900;78815;106769;106769;533843;426972;1317067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12407;26469;363113;164729;62966;0;0;629684;21115;718;2154;33268;9069;0;0;66323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1678791
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/06/2017;4434759;70447;143801;717651;261546;70876;0;0;1264322;2885;8681;19449;21359;2951;0;0;55326;0;0;167;0;0;0;0;167;76;8692;2746;5699;3859;1660;0;22733;0;220025;335012;132156;13230;0;0;700423;98148;74396;53474;199925;35670;19451;34874;515939;0;0;0;0;0;0;0;0;0;51352;19812;0;0;0;0;71165;0;0;0;0;0;0;0;0;1804684
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/06/2017;3961214;340;248038;183146;70091;18897;0;0;520512;6077;89512;200981;187392;14696;63;0;498722;0;21813;34825;0;0;0;0;56638;1;514530;260768;204;0;0;0;775503;0;193050;228537;5208;0;0;0;426795;0;789;2064;3140;120;0;0;6113;722;150025;661374;616806;184449;48293;0;1661669;0;55;7703;7505;0;0;0;15263;0;0;0;0;0;0;0;0;0
BNP PARIBAS;51516;b1;C;3;S3;199;SAO PAULO;SP;01/06/2017;3950826;0;189748;365217;30144;0;0;0;585110;0;59;10000;0;0;0;0;10059;0;84774;177376;0;0;0;0;262150;0;711491;4709;0;0;0;0;716200;17628;431154;1309934;183225;0;0;0;1941941;0;34934;238583;4511;0;0;0;278028;0;22436;7433;54713;559;0;0;85140;0;31298;36351;4550;0;0;0;72198;0;0;0;0;0;0;0;0;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/06/2017;3792561;134408;278669;703225;746512;97316;48751;0;2008880;0;3234;7342;6678;0;0;0;17254;0;0;0;9764;0;0;0;9764;0;0;0;0;0;0;0;0;2859;163626;416393;276553;17667;0;0;877097;25871;6494;34232;110803;64145;48039;0;289583;358;45445;54471;110835;46151;22998;0;280258;0;3188;11168;3101;0;0;0;17458;0;0;0;0;0;0;0;0;292267
PAN;31323;b1;C;2;S3;199;SAO PAULO;SP;01/06/2017;3344158;200318;231777;414806;432623;29205;425;0;1309154;220161;238556;133098;164999;10314;899;20;768048;0;0;0;0;0;568097;0;568097;0;10814;1537;2531;958;827;0;16667;26105;174945;182929;94204;265;0;0;478447;84304;38136;59402;19376;2526;0;0;203745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/06/2017;3253787;138658;253278;429412;335422;5057;0;0;1161827;128;96;28;0;0;0;0;252;0;0;0;0;0;0;0;0;10901;429796;167995;4886;0;0;0;613577;33306;178101;170899;25622;0;0;0;407928;27814;54375;38773;19240;0;0;0;140202;0;0;0;0;0;0;0;0;0;136888;68833;27273;0;0;0;232994;0;0;0;0;0;0;0;0;697006
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/06/2017;3181710;7502;63086;209385;12184;156;0;0;292312;1027;25870;47802;28055;0;0;0;102754;0;0;0;0;0;0;0;0;17635;1221040;1444277;0;0;0;0;2682952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3616;30553;55060;14463;0;0;0;103692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/06/2017;3169191;3591;7442;15916;14063;921;0;0;41933;6659;40817;83659;111372;33710;6586;0;282803;0;0;0;0;0;0;0;0;0;33450;58575;0;0;0;0;92025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37798;345766;849114;1271322;242216;6215;0;2752431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/06/2017;2953375;12416;1108151;347422;0;0;0;0;1467990;10279;46144;95472;117966;14890;20;0;284771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;972;4381;11759;10488;446;0;0;28046;47971;205699;274264;393687;72135;114;0;993871;2941;4208;43578;74905;43599;9467;0;178698;0;0;0;0;0;0;0;0;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/06/2017;2913489;325;165736;250639;228203;24569;0;0;669473;0;0;0;0;0;0;0;0;0;33638;0;0;0;0;0;33638;23345;1333456;55329;96826;44978;47950;0;1601884;42336;103996;90918;99556;13577;0;0;350383;2069;13788;25137;21426;0;0;0;62420;9903;7017;28663;27959;0;0;0;73542;0;17027;33497;0;0;0;0;50524;0;0;0;0;0;0;0;0;71624
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/06/2017;2842602;0;33129;99167;93434;0;0;0;225730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;979494;1146881;236379;0;0;0;2362753;0;254119;0;0;0;0;0;254119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/06/2017;2646621;21257;152477;397586;414983;77304;2897;5751;1072254;0;1509;1450;0;0;0;0;2959;0;0;0;0;0;0;0;0;0;32491;32481;40;0;0;0;65012;503;268449;505450;69082;0;0;0;843484;0;14653;36321;256688;68135;10165;0;385963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;276949
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/06/2017;2624719;0;0;0;0;0;0;0;0;16208;395340;975381;1079823;64365;15864;0;2546980;0;0;0;0;0;0;0;0;0;77739;0;0;0;0;0;77739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/06/2017;2321971;37193;181687;229516;325661;94934;8414;0;877404;444;2652;4544;3660;552;0;0;11853;83217;288273;38863;0;0;0;0;410353;391;5583;75;0;0;0;0;6048;0;0;66039;0;0;0;0;66039;56295;59775;152254;231261;98900;7027;0;605512;0;0;0;0;0;0;0;0;0;8353;1198;183093;61440;1526;0;255609;0;21062;45258;22831;0;0;0;89151;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/06/2017;2283609;5307;267715;290824;230952;22847;6359;0;824004;0;441;21;237;254;116;0;1069;4964;648135;115871;0;0;0;0;768970;138;167522;9991;4668;0;0;0;182319;1105;269245;157544;31241;142;0;0;459275;592;9146;25929;5005;826;272;0;41771;0;0;0;0;0;0;0;0;0;5156;1044;0;0;0;0;6200;0;0;0;0;0;0;0;0;0
DEUTSCHE;51183;b1;I;3;S3;199;SAO PAULO;SP;01/06/2017;2242250;0;230805;101489;3891;0;0;0;336185;0;0;0;0;0;0;0;0;0;210220;114615;0;0;0;0;324835;0;168318;28427;31695;0;0;0;228440;133;202019;226163;0;827050;0;0;1255366;39673;52837;4914;0;0;0;0;97424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/06/2017;2214020;631;5321;89813;18688;431;0;0;114884;2900;101066;249958;403290;94968;1158;0;853340;0;0;0;0;0;0;0;0;10;11269;25385;9529;0;0;0;46193;0;331303;693243;160491;0;0;0;1185036;4762;0;0;0;0;0;0;4762;602;1334;3347;4466;57;0;0;9806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/06/2017;2202100;16332;313823;204612;287468;21308;5053;82091;930687;22;27209;69101;120102;4469;0;0;220903;3010;2056;3228;108;0;0;0;8402;22;1953;17;0;0;0;0;1992;0;19526;35901;0;0;0;0;55427;228;4462;20306;3025;1064;0;0;29085;9176;35953;88821;170074;127114;411092;39033;881263;412;5926;22738;24581;10653;10032;0;74341;0;0;0;0;0;0;0;0;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/06/2017;2183365;5828;35026;84505;188861;172629;23863;0;510712;4823;36043;78018;102706;13422;3;0;235015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2838;4107;7543;4388;25;0;0;18902;29393;182147;435620;598474;127593;45508;0;1418735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/06/2017;2158396;0;161049;98097;186322;2880;360;0;448707;0;0;0;0;0;0;0;0;0;7158;8108;0;0;0;0;15265;0;0;21731;0;0;0;0;21731;36918;177464;302796;267362;0;0;0;784540;0;432;258;82965;0;0;0;83655;0;76174;70726;2232;2329;1941;0;153402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;651094
JOHN DEERE;50071;b1;C;3;S4;199;INDAIATUBA;SP;01/06/2017;2017385;0;991;1217;703;0;0;0;2911;11004;30169;93599;82485;7171;1;0;224428;0;0;18;0;0;0;0;18;448;924504;18600;28256;7111;0;0;978919;0;0;0;0;0;0;0;0;5759;1780;6307;10795;4121;0;0;28761;2914;13921;39351;76138;15489;11;0;147824;8951;13460;142625;255910;154558;59019;0;634523;0;0;0;0;0;0;0;0;0
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/06/2017;1758267;0;0;0;0;0;0;0;0;4897;313252;172801;208491;13005;10;0;712456;0;0;0;0;0;0;0;0;214;168973;876624;0;0;0;0;1045811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/06/2017;1737475;0;0;0;0;0;0;0;0;1877;20795;57809;86412;14520;1764;0;183177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1277;0;0;0;0;0;0;1277;21665;78185;222179;514439;342338;263485;1722;1444012;415;7970;15773;32247;23763;28840;0;109008;0;0;0;0;0;0;0;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/06/2017;1626734;10719;32500;16742;17674;3596;34;0;81264;23;4070;9113;16573;2831;16;0;32624;0;0;0;0;0;0;0;0;0;60274;0;0;0;0;0;60274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9692;154991;420091;636477;223109;8212;0;1452571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/06/2017;1498459;9921;74617;168945;218375;45186;36;0;517081;468;3837;8073;7640;621;1;0;20640;9965;120584;0;0;0;0;0;130548;1354;46651;3473;0;0;0;0;51478;10227;65944;113547;51621;0;0;0;241339;11953;15486;40152;111810;81047;41658;0;302104;1636;14043;35283;67345;43017;32695;6;194024;0;598;2051;16783;162;0;0;19595;2;2216;6256;12763;412;0;0;21649;0
