Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior
CREDIT SUISSE;30771;b1;C;3;S2;199;SAO PAULO;SP;01/06/2017;5175389;108136;0;0;314588;0;1756806;0;0;0;1317067;0;0;0;0;1678791
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/06/2017;5065626;5056668;0;0;0;0;0;0;0;0;0;0;0;0;8957;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/06/2017;4695782;4606933;0;34254;0;0;41129;13466;0;0;0;0;0;0;0;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/06/2017;4088334;1112784;13238;36445;0;15580;1885898;0;0;0;261770;0;0;470351;0;292267
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/06/2017;4081192;4053915;0;0;0;0;27277;0;0;0;0;0;0;0;1;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S4;8;BELEM;PA;01/06/2017;3833919;3829420;0;0;0;170;0;0;0;4128;0;0;0;0;200;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/06/2017;3770513;2296468;435121;27603;0;2951;810966;0;0;12025;0;0;0;180735;4643;0
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/06/2017;3738055;1273965;950;0;0;489062;1271637;0;0;0;0;0;0;0;90;702351
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/06/2017;3698244;3517673;0;0;0;3437;106217;11809;0;43368;0;0;0;10705;5036;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/06/2017;3675062;2193856;0;0;0;0;908467;0;0;3284;0;0;0;497227;604;71624
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/06/2017;3465141;3465049;0;0;0;0;0;0;0;0;0;0;0;0;91;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/06/2017;3364672;1061252;458413;360899;0;579178;800258;15341;515;33337;0;0;0;55427;53;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/06/2017;3257262;2219793;0;1037469;0;0;0;0;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/06/2017;3188388;3188112;0;0;0;276;0;0;0;0;0;0;0;0;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/06/2017;2879064;2745981;0;0;0;0;0;0;0;0;0;0;0;0;133083;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/06/2017;2869904;1935545;35346;501562;0;0;0;355291;0;8875;1496;0;0;31789;0;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/06/2017;2842630;91061;0;0;0;0;388790;0;2362753;0;0;0;0;25;0;0
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/06/2017;2723273;135666;0;0;0;1926;1744693;0;0;251;0;0;0;563787;1;276949
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/06/2017;2671385;1842497;3884;4;0;0;824976;0;0;0;0;0;0;0;25;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/06/2017;2624719;439281;0;0;0;0;2172466;0;0;0;0;0;0;12972;0;0
INTERMEDIUM;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/06/2017;2455699;1076465;147620;2484;0;1228041;0;0;0;0;0;0;0;0;1089;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/06/2017;2386545;678826;0;0;0;0;0;0;0;0;0;0;0;1707718;0;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/06/2017;2321478;476345;0;743;0;0;1725006;0;0;30;0;0;108;119239;6;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/06/2017;2300232;2221513;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;78719;0
DEUTSCHE;51183;b1;I;3;S3;199;SAO PAULO;SP;01/06/2017;2242250;1697908;0;0;0;0;544167;0;175;0;0;0;0;0;0;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/06/2017;2214363;1382900;0;0;0;60630;770833;0;0;0;0;0;0;0;0;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/06/2017;2203429;1615114;0;240417;0;0;152307;0;0;0;0;0;0;195592;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/06/2017;2160948;1598537;425341;1264;NI;NI;107459;NI;NI;4870;NI;NI;0;18653;4824;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/06/2017;2158414;425589;0;69979;83654;1;928097;0;0;0;0;0;0;0;0;651094
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/06/2017;2137394;2124782;0;0;0;0;0;0;0;0;0;0;0;0;12612;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/06/2017;2135960;2100933;0;0;0;0;31362;0;0;1684;0;0;0;0;1980;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/06/2017;2133677;2005927;126844;0;0;0;0;0;0;0;0;0;0;0;905;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/06/2017;1822757;914681;0;891;0;34386;26213;666910;0;11248;0;0;0;168268;160;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/06/2017;1695631;391859;1303768;0;0;0;0;0;0;0;0;0;0;0;5;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/06/2017;1646288;1646288;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/06/2017;1606728;1087157;40554;14472;0;3350;398551;0;0;33360;0;0;0;29275;9;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/06/2017;1469696;1095032;0;21185;0;0;237156;89282;0;0;0;0;0;0;27041;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/06/2017;1433626;60984;1372633;0;0;0;0;0;0;0;0;0;0;0;9;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/06/2017;1345439;1345439;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/06/2017;1345130;0;0;0;0;0;229644;0;0;0;0;0;0;1115486;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/06/2017;1276766;1043964;0;0;0;20609;210944;0;0;0;0;0;702;0;547;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/06/2017;1274660;698906;293096;92026;0;13622;16697;12477;0;0;1875;0;0;145962;1;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/06/2017;1252514;641490;0;0;0;0;602031;0;0;0;0;0;0;8993;1;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/06/2017;1204059;454110;0;0;0;503740;246209;0;0;0;0;0;0;0;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/06/2017;1203393;133011;2324;649959;0;8270;0;28240;0;0;381586;0;0;0;2;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/06/2017;1185908;612098;0;0;0;0;573810;0;0;0;0;0;0;0;0;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/06/2017;1169864;135118;0;318155;0;0;0;39626;0;0;119630;0;557335;0;0;0
INDUSVAL;50531;b1;C;2;S4;199;SAO PAULO;SP;01/06/2017;1102140;180763;79;1386;0;20238;708807;9418;26090;3565;116;0;6;77707;0;73966
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;S4;5;VITORIA;ES;01/06/2017;1059706;963523;22117;57415;0;16651;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/06/2017;1035497;692036;0;0;0;102077;241210;0;0;0;0;0;0;0;173;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/06/2017;1029953;1029587;0;0;0;0;0;0;0;0;0;0;325;0;41;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/06/2017;1019717;797251;0;0;0;35639;186531;0;0;0;0;0;0;0;297;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/06/2017;1005909;530237;0;29678;0;6472;218114;0;0;0;0;0;0;221408;0;0
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;01/06/2017;944743;37157;0;0;0;0;907585;0;0;0;0;0;0;0;1;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;S4;8;PORTO ALEGRE;RS;01/06/2017;927431;856461;0;0;0;0;70964;0;0;0;0;0;0;0;6;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/06/2017;925983;295636;1123;0;0;0;530571;0;0;22100;0;0;245;76285;23;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/06/2017;893025;777302;1613;1578;0;0;112471;0;0;0;0;0;0;0;60;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/06/2017;845109;496909;0;0;0;0;348188;0;0;0;0;0;0;0;11;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/06/2017;838321;592224;2229;0;0;0;243821;0;0;0;0;0;0;0;47;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/06/2017;820301;558125;0;0;0;38740;223188;0;0;0;0;0;0;0;248;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/06/2017;819702;755108;0;0;0;19643;44682;0;0;0;0;0;0;0;269;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;S4;8;SAO PAULO;SP;01/06/2017;812247;277279;0;0;0;0;104291;0;0;0;0;0;0;430677;0;0
AGIPLAN;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/06/2017;774641;774151;0;0;0;0;0;0;0;0;0;0;0;0;490;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;S4;30;SALVADOR;BA;01/06/2017;773028;314555;0;458123;0;0;0;0;0;0;0;0;0;325;25;0
BANCO FORD S.A.;90731688;b2;I;3;S4;8;SAO PAULO;SP;01/06/2017;749802;12507;0;0;0;0;0;0;737295;0;0;0;0;0;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;S4;30;FLORIANOPOLIS;SC;01/06/2017;734537;381746;0;107588;0;3801;0;219815;0;20804;0;0;784;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;S4;9;RIBEIRAO PRETO;SP;01/06/2017;726271;723965;0;0;0;0;66;0;0;2224;0;0;0;0;17;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;01/06/2017;722273;557678;297;0;0;0;164271;0;0;0;0;0;0;0;27;0
BANCO CBSS S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/06/2017;707077;693952;0;0;0;0;0;0;0;0;0;0;0;0;13125;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/06/2017;700014;580206;0;0;0;11380;108262;0;0;0;0;0;0;0;166;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/06/2017;699983;237929;0;52;0;20756;440467;0;0;0;0;0;511;0;268;0
BANCO MONEO S.A.;7441209;b2;I;2;S4;8;CAXIAS DO SUL;RS;01/06/2017;680639;474211;0;175387;0;0;889;30152;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;S4;9;ITAQUI;RS;01/06/2017;679852;293575;0;0;0;103357;282738;0;0;0;0;0;52;0;129;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/06/2017;674870;488937;0;0;0;42555;143171;0;0;0;0;0;0;0;207;0
DACASA FINANCEIRA;51891;n1;C;2;S4;197;VITORIA;ES;01/06/2017;651576;644862;0;0;0;0;0;0;0;0;0;0;0;0;6714;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;S4;9;BELO HORIZONTE;MG;01/06/2017;647975;302340;0;0;0;0;345588;0;0;0;0;0;0;0;47;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/06/2017;644213;385755;0;0;0;17414;240968;0;0;0;0;0;0;0;77;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/06/2017;638564;434219;284;0;0;0;204002;0;0;0;0;0;0;0;59;0
MODAL;51963;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/06/2017;628804;82126;0;0;0;0;536901;0;0;0;0;0;0;5080;1;4697
BANCO SEMEAR S.A.;795423;b1;I;2;S4;8;BELO HORIZONTE;MG;01/06/2017;626685;350459;0;0;0;102316;166743;0;0;3038;0;0;0;0;4129;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;S4;9;SORRISO;MT;01/06/2017;624724;514058;0;0;0;9249;101286;0;0;0;0;0;0;0;131;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/06/2017;610936;317734;0;4805;0;0;288255;0;0;0;0;0;117;0;24;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;S4;14;SAO PAULO;SP;01/06/2017;610843;531735;0;0;0;0;79066;0;0;0;0;0;0;0;42;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/06/2017;598157;598112;0;0;0;0;0;0;0;0;0;0;0;0;45;0
COOPERATIVA DE CRÉDITO SICREDI JOÃO PESSOA;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;01/06/2017;588638;407211;0;0;0;12632;168761;0;0;0;0;0;0;0;34;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/06/2017;574978;232201;0;0;0;60022;282588;0;0;0;0;0;0;0;168;0
RENDIMENTO;51468;b1;C;2;S4;199;SAO PAULO;SP;01/06/2017;565045;146399;0;23615;0;452;336955;19417;0;0;0;0;0;38170;38;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/06/2017;541743;414816;0;0;0;17412;109329;0;0;0;0;0;0;0;186;0
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/06/2017;540000;38308;138;NI;NI;172020;94883;NI;NI;234652;NI;NI;NI;NI;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;S4;9;SANTA MARIA;RS;01/06/2017;536155;295260;0;0;0;60362;176727;0;0;0;0;0;3632;0;174;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/06/2017;535921;296579;0;0;0;9400;226346;0;0;0;0;0;3473;4;119;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;S5;9;SAO MIGUEL D'OESTE;SC;01/06/2017;524255;470719;0;4630;0;0;48875;0;0;0;0;0;0;0;31;0
COOPERATIVA DE CRÉDITO UNICRED DA GRANDE FLORIANÓPOLIS LTDA - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;S5;9;FLORIANOPOLIS;SC;01/06/2017;510271;119623;0;0;0;0;390632;0;0;0;0;0;0;0;16;0
CAIXA GERAL;51815;b1;C;3;S4;199;SAO PAULO;SP;01/06/2017;503431;18134;0;8417;0;1017;349238;0;0;0;0;0;0;126624;0;0
BANCO GUANABARA S.A.;31880826;b1;I;2;S4;8;RIO DE JANEIRO;RJ;01/06/2017;494647;220101;0;11143;0;0;261538;1864;0;0;0;0;0;0;0;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;01/06/2017;492242;179816;0;7;0;0;312327;0;0;0;0;0;0;0;91;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/06/2017;485881;281103;0;537;0;18603;185528;0;0;0;0;0;0;0;110;0
COOPERATIVA DE CREDITO CENTRO-SERRANA DO ESPIRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;S5;9;SANTA MARIA DE JETIBA;ES;01/06/2017;473203;368709;288;0;0;0;104164;0;0;0;0;0;0;0;43;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/06/2017;468548;347787;0;0;0;3076;117532;0;0;0;0;0;0;0;153;0
