Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS;1667352;b3S;;I;2;PIRAPORA;MG;42064;899;0;191;0;0;0;1091;-305;0;0;0;-78;-383;708;97;149;-390;-313;-9;0;2;-16;-481;227;0;227;-7;0;221;0
ACCIÓN MICROFINANÇAS SCMEPP - PRUDENCIAL;1000083319;n1;;I;3;MANAUS;AM;42064;1140;0;-50;0;0;0;1090;0;0;0;0;-3;-3;1087;246;0;-1248;-1040;-260;0;0;-455;-2757;-1670;-11;-1682;0;0;-1682;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PÉROLA DO VALE - SICOOB/SC CREDIPÉROLA;82133182;b3S;;I;2;TIMBO;SC;42064;903;0;186;0;0;0;1089;-352;-1;0;0;-89;-442;647;102;130;-347;-310;-5;0;1;-62;-491;155;0;155;-6;0;149;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE FREDERICO WESTPHALEN - CRESOL FREDERICO WESTPHALEN;17343510;b3S;;I;2;FREDERICO WESTPHALEN;RS;42064;912;0;176;0;0;0;1088;-360;-51;0;0;-134;-546;543;62;8;-163;-183;0;0;9;-81;-348;195;-5;190;0;0;190;0
NOVA FUTURA DTVM LTDA - PRUDENCIAL;1000083759;n2;;I;2;SAO PAULO;SP;42064;0;0;1075;6;0;0;1081;0;0;0;0;0;0;1081;3537;1112;-1289;-3162;-513;0;316;-632;-632;450;0;450;-193;0;257;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS FEDERAIS DE UBERLÂNDIA LTDA.;65308447;b3S;;I;2;UBERLANDIA;MG;42064;1040;0;39;0;0;0;1079;-45;-61;0;0;-86;-192;887;36;31;-312;-252;-3;0;4;-9;-507;380;0;380;-5;0;375;0
LABOR CC - PRUDENCIAL;1000082073;n2;;I;2;RECIFE;PE;42064;0;0;0;0;1075;0;1075;0;0;0;0;0;0;1075;0;0;-267;-667;-55;0;40;0;-949;126;0;126;-45;0;82;0
BCO LA NACION ARGENTINA - PRUDENCIAL;1000081270;b1;;I;3;SAO PAULO;SP;42064;353;0;721;0;0;0;1074;-11;-361;0;-282;3;-652;422;3;7;-1246;-779;-55;0;579;-4;-1496;-1074;101;-974;0;0;-974;0
COOPERATIVA DE CRÉDITO RURAL DO EXTREMO OESTE DE SÃO PAULO;5463934;b3S;;I;2;VOTUPORANGA;SP;42064;848;0;226;0;0;0;1073;-156;-35;0;0;-238;-430;644;61;67;-303;-340;-3;0;1;-20;-538;106;5;110;-5;0;105;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DAS FORÇAS ARMADAS, DO CORPO DE BOMBEIROS E POLÍCIA MILITAR DO DISTRITO FEDERAL LTDA. - SICOOB CABECRED;4649337;b3S;;I;2;BRASILIA;DF;42064;1015;0;59;0;0;0;1073;-231;-350;0;0;-19;-600;473;13;3;-160;-220;1;172;1;-42;-233;240;0;240;0;0;240;-170
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE RIO CLARO - SICOOB CREDIACIRC;9527069;b3S;;I;2;RIO CLARO;SP;42064;756;0;313;0;0;0;1069;-362;0;0;0;-289;-651;419;110;91;-220;-279;-3;0;11;-11;-300;118;0;118;-9;0;109;0
MACRO CCVM - PRUDENCIAL;1000082729;n2;;I;2;SALVADOR;BA;42064;0;0;0;0;1068;0;1068;0;0;0;0;0;0;1068;84;0;-112;-303;-55;0;0;0;-386;682;0;682;-185;0;497;0
DEBONI DTVM LTDA - PRUDENCIAL;1000084150;n2;;I;2;CURITIBA;PR;42064;0;0;0;0;1067;0;1067;0;0;0;0;0;0;1067;0;0;-569;-409;-60;0;2;-2;-1040;27;0;27;-22;0;5;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CHOPINZINHO - CRESOL CHOPINZINHO;2511232;b3S;;I;2;CHOPINZINHO;PR;42064;760;0;303;0;0;0;1063;-235;-205;0;0;-232;-673;390;149;12;-254;-182;1;0;29;-69;-317;72;-28;45;-8;-12;25;-70
COOPERUFPA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO MINISTÉRIO DA EDUCAÇÃO NO ESTADO DO PARÁ;83325811;b3S;;I;2;BELEM;PA;42064;929;0;132;0;0;0;1061;-27;-6;0;0;-221;-254;807;300;0;-506;-103;-2;0;0;0;-311;496;0;496;-54;0;442;0
COOPERATIVA DE CRÉDITO RURAL DE NOVA BRASILÂNDIA D'OESTE LTDA.;5597773;b3S;;I;2;NOVA BRASILANDIA;RO;42064;1002;0;57;0;0;0;1059;-203;-2;0;0;-44;-249;810;28;5;-304;-156;-2;0;7;-7;-429;381;1;383;0;0;383;-100
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GRANDES RIOS - CRESOL GRANDES RIOS;7925729;b3S;;I;2;GRANDES RIOS;PR;42064;796;0;262;0;0;0;1059;-261;-156;0;0;-223;-641;418;46;77;-243;-208;0;0;9;-63;-383;35;-4;32;-1;-10;21;-24
COOPERATIVA DE CRÉDITO RURAL DE OURO   SULCREDI/OURO;7853842;b3S;;I;2;OURO;SC;42064;822;0;223;0;0;0;1045;-307;-55;0;0;-441;-803;242;20;9;-232;-177;0;0;172;-42;-248;-6;0;-6;-1;0;-7;0
BROOKFIELD - PRUDENCIAL;1000080453;n1;;C;3;RIO DE JANEIRO;RJ;42064;0;0;1041;0;0;0;1041;0;0;0;0;0;0;1041;166;0;-10;-904;-60;184;1;-195;-817;224;0;224;-22;0;202;0
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DE LAGES   CREDICOMIN;9590601;b3S;;I;2;LAGES;SC;42064;736;0;303;0;0;0;1039;-362;-33;0;0;-193;-588;451;68;29;-274;-277;1;0;0;-8;-463;-12;0;-12;0;-16;-28;0
VISION S.A. CC - PRUDENCIAL;1000081892;n2;;I;2;SAO PAULO;SP;42064;0;0;11;0;1023;0;1034;0;0;0;0;-3;-3;1031;986;0;-543;-1442;-146;0;2;-2;-1145;-114;0;-114;0;0;-114;0
UNICRED CRATEUS - COOPERATIVA DE CRÉDITO DE PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DA REGIÃO DE CRATEUS LTDA;68389;b3S;;I;2;CRATEUS;CE;42064;806;0;226;0;0;0;1032;-320;0;0;0;-54;-374;658;11;40;-240;-171;1;0;22;-247;-587;70;0;71;0;0;71;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAÇADOR   SICOOB CAÇADOR SC;86791837;b3S;;I;2;CACADOR;SC;42064;844;0;184;0;0;0;1028;-380;-36;0;0;-216;-632;396;85;189;-168;-262;-3;0;0;-63;-222;174;0;174;-11;0;164;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE SÃO PAULO - SICOOB GRANDE SÃO PAULO;69181709;b3S;;I;2;SAO PAULO;SP;42064;762;0;264;0;0;0;1026;-376;0;0;0;-93;-470;557;41;68;-503;-271;-2;0;4;-25;-688;-132;1;-131;1;0;-132;0
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42064;0;0;1022;0;0;0;1022;0;0;0;0;0;0;1022;1;0;-138;-449;0;0;20;0;-567;456;0;456;-130;0;326;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CARGILL;68228006;b3S;;I;2;SAO PAULO;SP;42064;866;0;153;0;0;0;1019;-2;0;0;0;-179;-181;838;0;0;-138;45;-27;0;1;0;-120;718;0;718;0;0;718;0
AGENCIA DE FOMENTO DO RN S.A. - PRUDENCIAL;1000081043;n1;;I;1;NATAL;RN;42064;107;0;912;0;0;0;1019;0;-47;0;0;1;-46;973;804;0;-811;-452;-118;0;759;-16;166;1138;16;1155;-114;0;1040;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE INDAIAL - SC SICOOB INDACREDI;8083363;b3S;;I;2;INDAIAL;SC;42064;929;0;89;0;0;0;1018;-251;-40;0;0;-110;-400;617;85;45;-254;-451;-8;0;1;-34;-615;2;-2;0;-4;0;-4;0
GRADUAL CCTVM S.A. - PRUDENCIAL;1000082554;n2;;I;2;SAO PAULO;SP;42064;0;0;1280;-268;6;0;1018;-59;0;0;0;-23;-81;936;12765;2002;-5432;-31791;-1374;0;103;-702;-24428;-23492;0;-23492;7205;-2091;-18378;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE XAVANTINA - CRESOL XAVANTINA;8055016;b3S;;I;2;XAVANTINA;SC;42064;477;0;537;0;0;0;1014;-434;-101;0;0;4;-531;483;74;8;-87;-174;0;0;0;-42;-222;262;11;272;0;0;272;0
BONCRED - PRUDENCIAL;1000080604;n1;;C;2;NOVO HAMBURGO;RS;42064;0;576;435;0;0;0;1012;0;0;-516;0;2;-514;497;0;0;-150;-132;-9;0;62;0;-228;269;0;269;-110;0;159;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO FEMSA BRASIL;43488782;b3S;;I;2;SAO PAULO;SP;42064;869;0;130;0;0;0;998;0;0;0;0;-61;-62;936;0;0;-218;-80;-7;0;0;0;-306;630;1;630;-7;0;623;-411
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFESSORES E FUNCIONÁRIOS DA UNIVERSIDADE DE CAXIAS DO SUL - SICREDI COOPERUCS;4525997;b3S;;I;2;CAXIAS DO SUL;RS;42064;785;0;211;0;0;0;996;-275;-11;0;0;-206;-492;504;66;28;-234;-110;-3;0;44;-167;-377;127;0;127;-9;0;118;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE DORES DO INDAIÁ LTDA - COOPCREDI;2254376;b3S;;I;2;DORES DO INDAIA;MG;42064;869;0;123;0;0;0;992;-278;0;0;0;-54;-332;660;131;34;-204;-191;-6;0;3;-32;-265;395;0;395;-15;0;380;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE GETULIO VARGAS-CRESOL GETÚLIO VARGAS;5241145;b3S;;I;2;GETULIO VARGAS;RS;42064;736;0;254;0;0;0;990;-330;-137;0;0;-619;-1086;-96;119;14;-229;-280;0;0;1;-88;-463;-559;-21;-581;0;0;-581;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE RIO CRIXÁS LTDA.;7108146;b3S;;I;2;CRIXAS;GO;42064;845;0;142;0;0;0;987;-138;-11;0;0;9;-140;846;29;73;-281;-216;-1;0;0;-10;-406;440;13;454;-8;0;446;0
COR SOUZA BARROS CT S.A. - PRUDENCIAL;1000082626;n2;;I;2;SAO PAULO;SP;42064;0;0;1042;-55;0;0;987;0;0;0;0;0;0;987;843;424;-1706;-25604;-203;0;51;-183;-26378;-25391;13;-25378;10212;-36;-15202;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DA REGIÃO METROPOLITANA DE NATAL - CREDCOM-RN;8802775;b3S;;I;2;NATAL;RN;42064;901;0;85;0;0;0;986;-223;-46;0;0;-1029;-1297;-311;47;54;-236;-183;-2;0;10;-102;-412;-724;1;-723;0;0;-723;0
EURODIVISAS CC LTDA. - PRUDENCIAL;1000084435;n2;;I;3;SAO PAULO;SP;42064;0;0;0;0;980;0;980;0;0;0;0;0;0;980;0;0;-556;-1060;-46;0;14;-25;-1673;-692;0;-692;0;0;-692;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE DORES DO INDAIÁ LTDA. - SICOOB CREDINDAIÁ;71069587;b3S;;I;2;DORES DO INDAIA;MG;42064;551;0;427;0;0;0;978;-331;-68;0;0;-34;-433;545;45;25;-283;-180;-4;0;72;-24;-351;195;-1;194;-6;0;188;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE JAGUARUNA-CRESOL JAGUARUNA;5410056;b3S;;I;2;JAGUARUNA;SC;42064;819;0;159;0;0;0;978;-317;-43;0;0;-40;-401;578;75;48;-197;-258;0;0;0;-48;-379;198;34;233;0;0;233;0
COOMAMP COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO MEMBROS DE INSTITUIÇÕES PÚBLICAS CARREIRAS JURÍDICAS E SERVIDORES PÚBLICOS FEDERAIS, ESTADUAIS E MUNICIPAIS EM SÃO LUIS/MA E MUNICÍPIOS CIRCUNVIZINHOS;5545390;b3S;;I;2;SAO LUIS;MA;42064;925;0;48;0;0;0;973;-192;-178;0;0;-51;-421;552;7;5;-246;-119;1;0;32;-70;-392;160;0;159;0;0;159;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE JOACABA;2853045;b3S;;I;2;JOACABA;SC;42064;367;0;606;0;0;0;973;-398;0;0;0;3;-395;578;0;0;-60;-50;0;0;0;-9;-118;460;0;460;0;0;460;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS FEDERAIS NOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB FEDERAL;37497245;b3S;;I;2;CUIABA;MT;42064;819;0;152;0;0;0;971;-138;0;0;0;-114;-252;719;146;106;-451;-488;-13;0;0;-11;-712;7;0;7;-11;0;-4;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE XAXIM-CRESOL XAXIM;3965737;b3S;;I;2;XAXIM;SC;42064;722;0;246;0;0;0;968;-332;-143;0;0;-287;-762;206;41;60;-333;-288;1;0;44;-92;-567;-361;-3;-364;1;-7;-372;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SCHROEDER - CRESOL SCHROEDER;8387258;b3S;;I;2;SCHROEDER;SC;42064;652;0;315;0;0;0;967;-339;-64;0;0;-46;-449;518;39;61;-244;-184;0;0;47;-56;-338;180;-2;178;1;-10;167;-48
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERVIDORES PÚBLICOS ESTADUAIS REGIÃO METROP BELÉM E SANTARÉM E EMPREGADOS CIAS ECONOMIA MISTA E FUNDAÇÕES DA PREFEITURA MUNICIPAL DE BELÉM LTDA. - SICOOB COOESA;83836114;b3S;;I;2;BELEM;PA;42064;919;0;45;0;0;0;964;-126;-23;0;0;-102;-250;714;58;68;-395;-283;-4;0;2;-21;-576;138;4;141;0;0;141;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇAO SOLIDÁRIA DO VALE DAS ARAUCÁRIAS - CRESOL VALE DAS ARAUCÁRIAS;2483330;b3S;;I;2;TURVO;PR;42064;837;0;114;0;0;0;950;-89;-192;0;0;-262;-543;408;99;81;-293;-291;0;0;25;-57;-436;-28;-2;-30;0;-11;-41;-44
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CIRCUITO DAS MALHAS LTDA. - SICOOB CREDMALHAS;3941182;b3S;;I;2;MONTE SIAO;MG;42064;870;0;78;0;0;0;949;-156;-40;0;0;-293;-489;459;43;120;-340;-279;-8;0;6;-28;-486;-27;0;-27;-38;0;-65;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE TEÓFILO OTONI LTDA.;1709266;b3S;;I;2;TEOFILO OTONI;MG;42064;749;0;198;0;0;0;947;-380;0;0;0;164;-216;731;65;37;-287;-456;0;0;0;-4;-644;86;0;87;0;0;87;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS LOJISTAS DO VESTUARIO E CONFECÇÕES DE BARRA DO GARÇAS - SICOOB ARAGUAIA;5244177;b3S;;I;2;BARRA DO GARCAS;MT;42064;777;0;169;0;0;0;946;-229;0;0;0;-47;-276;670;94;160;-366;-346;-4;0;0;-10;-473;197;0;197;-5;0;192;0
COOPERATIVA DE CRÉDITO MÚTUO DOS COMERCIANTES DE VEÍCULOS, PEÇAS E ACESSÓRIOS PARA VEÍCULOS DE CURITIBA E REGIÃO - SICREDI SINCOCRED PR;7070495;b3S;;I;2;CURITIBA;PR;42064;666;0;276;0;0;0;942;-301;-14;0;0;-59;-374;568;141;75;-236;-163;-3;0;37;-172;-322;247;0;247;-5;0;242;0
COOPERATIVA DE CRÉDITO MÚTUO DOS DENTISTAS E DEMAIS PROFISSIONAIS DA SAÚDE DE SÃO CARLOS - SICREDI SÃO CARLOS SP;4853988;b3S;;I;2;SAO CARLOS;SP;42064;820;0;120;0;0;0;940;-230;-7;0;0;-66;-304;636;100;58;-238;-165;-3;0;19;-213;-441;196;0;196;-6;0;189;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE ARCOS LTDA. - SICOOB ARCOMCREDI;71230338;b3S;;I;2;ARCOS;MG;42064;780;0;158;0;0;0;939;-229;0;0;0;-97;-326;613;86;112;-326;-212;-4;0;0;-8;-352;261;0;261;-8;0;253;0
BCO INDUSCRED DE INVESTIM. S/A - PRUDENCIAL;1000081342;b2;;I;2;SAO PAULO;SP;42064;842;0;95;0;0;0;937;-100;0;0;0;-26;-126;812;0;0;-145;-693;-42;0;64;0;-815;-4;3;1;-8;0;-9;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE SAO GONÇALO DO PARA LTDA - SICOOB CREDISAOGONÇALO;41683228;b3S;;I;2;SAO GONCALO DO PARA;MG;42064;462;0;475;0;0;0;937;-315;-2;0;0;-287;-604;332;87;101;-317;-257;-6;0;67;-16;-340;-8;0;-8;-12;0;-19;-22
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GUARANI DAS MISSÕES - CRESOL GUARANI DAS MISSÕES;8488377;b3S;;I;2;GUARANI DAS MISSOES;RS;42064;845;0;81;0;0;0;926;-171;-148;0;0;-835;-1154;-227;92;2;-243;-316;0;0;296;-182;-351;-579;-46;-625;0;0;-625;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO SUL DE MATO GROSSO - SICOOB SUL;5247312;b3S;;I;2;RONDONOPOLIS;MT;42064;788;0;137;0;0;0;925;-147;-30;0;0;-87;-264;660;182;253;-304;-484;-8;0;0;-18;-380;281;1;282;-7;0;274;0
MOMENTO DTVM LTDA. - PRUDENCIAL;1000084181;n2;;I;2;RIO DE JANEIRO;RJ;42064;0;0;922;0;0;0;922;0;0;0;0;0;0;922;153;0;-92;-153;-50;0;2;0;-140;782;11;792;0;0;792;0
COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO CEARÁ - FEDERALCRED;3620772;b3S;;I;2;FORTALEZA;CE;42064;871;0;49;0;0;0;920;-199;-34;0;0;-30;-263;657;39;60;-303;-244;-5;0;79;-26;-399;258;1;257;-5;0;251;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DA NOVA ALTA PAULISTA - SICREDI NOVA ALTA PAULISTA SP;11094093;b3S;;I;2;DRACENA;SP;42064;665;0;254;0;0;0;918;-260;-6;0;0;-189;-455;463;72;69;-217;-132;-2;0;21;-177;-367;97;0;97;-4;0;92;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS, MEMBROS DO MINISTÉRIO PÚBLICO, DEFENSORES PÚBLICOS E SERVIDORES DO PODER JUDICIÁRIO NO ESTADO DO CEARÁ - COOPERJURIS;8041950;b3S;;I;2;FORTALEZA;CE;42064;861;0;50;0;0;0;911;-157;-289;0;0;-92;-538;373;2;8;-88;-54;0;0;12;-79;-201;172;0;172;0;-5;167;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ERICSSON;48718183;b3S;;I;2;SAO PAULO;SP;42064;613;0;298;0;0;0;911;0;0;0;0;-60;-60;851;0;0;-87;-111;1;0;0;0;-198;653;0;653;0;-31;622;-499
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS INSTITUIÇÕES DE ENSINO SUPERIOR DO SUL DE MINAS LTDA. - CREDFENAS;2414044;b3S;;I;2;ALFENAS;MG;42064;212;0;697;0;0;0;909;-595;0;0;0;-28;-623;287;7;8;-119;-139;-2;0;0;-3;-247;40;0;40;-1;0;39;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DO NOROESTE CAPIXABA   CRESOL NOROESTE CAPIXABA;7475376;b3S;;I;2;COLATINA;ES;42064;807;0;100;0;0;0;907;-106;-111;0;0;-521;-738;169;48;120;-261;-186;0;0;16;-90;-353;-184;-2;-185;0;-11;-197;-32
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DO MINISTERIO DA EDUCAÇÃO EM SÃO PAULO - COOPEMESP;73092827;b3S;;I;2;SAO PAULO;SP;42064;801;0;105;0;0;0;906;-62;-29;0;0;-48;-139;767;36;1;-262;-199;-3;0;1;-95;-521;246;0;246;-2;-34;209;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA SAÚDE DA REGIÃO DE CARATINGA, MANHUAÇU E CARANGOLA LTDA. - SICOOB PROFISSIONAIS DA SAÚDE;71261184;b3S;;I;2;CARATINGA;MG;42064;644;0;256;0;0;0;900;-353;-9;0;0;-18;-381;520;107;25;-259;-295;-10;0;33;-8;-407;113;0;113;-8;-8;97;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAJUBÁ LTDA - SICOOB SUL DE MINAS;4079285;b3S;;I;2;ITAJUBA;MG;42064;765;0;135;0;0;0;900;-231;-45;0;0;-125;-402;499;69;120;-257;-261;-12;0;0;-4;-346;153;-11;142;-1;-11;130;-29
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DA REGIÃO DE RIBEIRÃO PRETO - MEDCRED DE RIBEIRÃO PRETO;3575699;b3S;;I;2;RIBEIRAO PRETO;SP;42064;436;0;462;0;0;0;898;-322;0;0;0;-31;-353;545;29;12;-284;-147;-3;0;0;-47;-441;104;0;104;0;0;104;0
COOPERATIVA DE ECONOMIA E CRÉDITO DE LIVRE ADMISSÃO DA SERRA DA CANTAREIRA - SICOOB CANTAREIRA;49069990;b3S;;I;2;GUARULHOS;SP;42064;637;0;260;0;0;0;898;-252;0;0;0;-206;-457;440;107;116;-531;-304;-3;0;8;-72;-679;-238;-2;-240;-2;0;-242;0
ELITE - CCVM LTDA - PRUDENCIAL;1000082530;n2;;I;2;RIO DE JANEIRO;RJ;42064;0;0;898;1;0;0;898;-35;0;0;0;0;-35;863;1716;1004;-1317;-2479;-283;0;0;0;-1359;-496;0;-496;0;0;-496;0
TORRE CC LTDA - PRUDENCIAL;1000082138;n2;;I;2;SAO PAULO;SP;42064;0;0;0;0;897;0;897;0;0;0;0;0;0;897;302;0;-278;-867;-62;0;142;0;-763;134;0;134;-31;0;103;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO PODER EXECUTIVO FEDERAL NO ESTADO DO ESPÍRITO SANTO - COOPSEFES;3639902;b3S;;I;2;VITORIA;ES;42064;845;0;51;0;0;0;896;-45;0;0;0;-2497;-2541;-1645;3;22;-147;-412;-2;0;0;0;-537;-2182;0;-2182;1;0;-2183;0
HOYA CVC LTDA. - PRUDENCIAL;1000082578;n2;;I;2;RIO DE JANEIRO;RJ;42064;0;0;141;0;752;0;893;0;0;0;0;0;0;893;960;0;-1044;-763;-119;0;0;0;-966;-73;-12;-85;0;0;-85;0
LASTRO RDV DTVM LTDA - PRUDENCIAL;1000084129;n2;;C;2;ARARAS;SP;42064;0;0;72;0;818;0;890;0;0;0;0;0;0;890;50;0;-400;-477;-45;0;31;0;-842;48;-1;47;-15;0;33;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FUNDACAO ZERBINI - COOPINCOR;1997612;b3S;;I;2;SAO PAULO;SP;42064;701;0;189;0;0;0;890;0;0;0;0;-74;-74;816;0;0;-76;-221;0;0;0;-5;-303;513;0;513;0;0;513;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO CVRD E ENTIDADES VINCULADAS LTDA.;33924028;b3S;;I;2;RIO DE JANEIRO;RJ;42064;818;0;67;0;0;0;885;-93;-99;0;0;-31;-223;662;82;11;-532;-258;-3;0;202;-26;-524;138;0;138;0;0;137;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE WITMARSUM - CRESOL WITMARSUM;7465539;b3S;;I;2;WITMARSUM;SC;42064;711;0;173;0;0;0;884;-288;-48;0;0;-60;-396;488;40;5;-174;-172;0;0;4;-49;-347;141;15;156;0;0;156;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DA ALIANÇA DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DA REGIÃO NOROESTE PAULISTA - GRANCRED NOROESTE PAULISTA;3149086;b3S;;I;2;VOTUPORANGA;SP;42064;732;0;151;0;0;0;882;-340;0;0;0;1;-341;542;7;0;-257;-154;-1;0;4;-71;-472;69;0;69;-2;-7;61;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO PODER JUDICIARIO DO RIO GRANDE DO SUL-SICREDI JUSTIÇA;3453295;b3S;;I;2;PORTO ALEGRE;RS;42064;740;0;140;0;0;0;881;-320;-5;0;0;-39;-364;517;89;50;-222;-189;-3;0;23;-212;-465;52;0;52;-8;0;44;0
EXECUTIVE CC LTDA. - PRUDENCIAL;1000082468;n2;;I;2;NOVO HAMBURGO;RS;42064;0;0;0;0;880;0;880;0;0;0;0;0;0;880;0;33;-53;-590;-42;0;0;-1;-654;227;0;227;-77;0;149;-25
ASSOCIACAO POUP.EMPR-APEPE - PRUDENCIAL;1000081191;n1;;I;2;RECIFE;PE;42064;196;0;0;0;0;684;880;0;-116;0;0;-609;-725;154;0;0;-50;-43;0;0;0;-223;-316;-162;-2;-164;0;0;-164;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA CONCORDIA- CRESOL CONCÓRDIA;5425526;b3S;;I;2;CONCORDIA;SC;42064;592;0;282;0;0;0;874;-318;-76;0;0;-143;-537;337;87;8;-213;-186;0;0;0;-46;-352;-15;1;-14;0;0;-14;0
SOCICRED SCMEPP LTDA. - PRUDENCIAL;1000083058;n1;;I;2;PORTO ALEGRE;RS;42064;874;0;0;0;0;0;874;0;0;0;0;-375;-375;499;0;0;-101;-354;0;0;0;0;-455;44;0;44;-7;0;37;0
