Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;42064;163542;0;544077;3114341;125220;3947178;1549699;0;497787;3021875;0;25;3519688;3901579;12918144;2380252;18684985;33983381;25399;2851858;36860638
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42064;373570;0;172207;1336516;0;1882293;968538;0;0;0;0;0;0;4939818;7790649;2514046;18977058;29281754;3627;1703722;30989103
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;42064;36746;4504349;7143514;58990;0;11743599;9402140;0;153392;0;0;0;153392;5940271;27239403;529;1022518;28262450;0;1116829;29379279
PAN;1000080257;b1;;C;2;SAO PAULO;SP;42064;176719;0;7699629;2812399;0;10688747;1837865;1592917;1041695;2003642;935113;9826;5583192;182695;18292499;83602;4230616;22606716;1536;3558654;26166907
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42064;0;0;60630;2413366;0;2473996;0;0;0;3064137;0;0;3064137;13422607;18960741;16472;3957643;22934855;185471;2708088;25828414
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;42064;19767;2552134;15268336;148319;0;17988555;1456848;0;5549;0;0;0;5549;1852894;21303846;0;1646400;22950246;11;809483;23759740
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42064;45635;0;151453;4470524;0;4667612;25942;890273;1648022;2923453;210757;409;5672915;6632069;16998538;685939;3152609;20837085;22025;2275896;23135006
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;42064;365463;0;291633;3447967;10720;4115784;1368024;574832;233566;3942179;2679992;0;7430570;2341555;15255933;29254;1941841;17227029;8982;2594600;19830611
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;C;3;SAO PAULO;SP;42064;18547;0;588;35011;0;54146;545709;0;2686849;0;0;0;2686849;12029795;15316500;350183;2691044;18357726;0;1363616;19721342
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42064;299745;0;31012;955622;0;1286379;609392;0;0;0;0;0;0;645766;2541537;9756397;4905427;17203362;5310;1384795;18593467
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42064;95575;0;250173;4729814;0;5075562;150000;146353;250715;1207512;1558542;0;3163122;428966;8817650;192740;5124392;14134782;0;3215274;17350055
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42064;177762;13104;626549;5699196;3665;6520276;1372000;291935;286568;125775;1230501;216;1934994;2534200;12361470;8954;2426528;14796952;27249;1038381;15862583
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42064;1303646;2522641;309045;4687496;0;8822828;3914667;298043;0;234027;0;0;532070;716535;13986099;0;704786;14690885;1702;1090454;15783041
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42064;0;0;0;5130075;0;5130075;451862;0;0;0;0;0;0;432999;6014936;3188135;3905188;13108259;0;2067964;15176223
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42064;0;0;2899539;1225479;0;4125018;0;0;0;1512636;0;0;1512636;0;5637654;0;6917318;12554972;456251;1566806;14578028
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42064;19456;0;306902;70070;0;396428;2500000;17290;371896;4895542;0;1326495;6611223;1557710;11065362;54708;1172816;12292885;33513;2168545;14494944
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42064;0;0;0;0;0;0;0;0;0;0;0;0;0;11107280;11107280;195;530082;11637557;6297;2108936;13752789
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42064;771852;1723708;136123;6115202;6949;8753833;674401;317796;0;96359;0;0;414154;304077;10146466;1299;2014372;12162137;109;1296291;13458537
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42064;172401;0;0;1441567;0;1613968;49999;0;0;0;0;0;0;4154351;5818318;1680803;4639893;12139014;535;1220765;13360314
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42064;577723;324322;252559;7387607;7;8542218;904407;7895;135697;256498;60846;0;460936;14422;9921982;0;2673201;12595183;883;714523;13310589
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42064;773106;590079;16958;1281873;687633;3349650;39998;0;55;0;0;0;55;710445;4100148;0;6405967;10506115;0;1776663;12282778
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42064;0;0;206300;159001;0;365301;0;0;0;438221;0;0;438221;8197705;9001227;0;592793;9594020;93849;1366635;11054504
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42064;24134;0;157086;1549355;0;1730575;392341;669697;637827;737054;230344;0;2274923;3558031;7955869;420183;1003775;9379827;80345;1243782;10703954
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;42064;20;0;0;787335;0;787355;1665933;0;0;0;0;0;0;0;2453289;297789;7057789;9808866;0;570274;10379140
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42064;0;0;20172;180637;0;200809;849942;0;0;0;0;0;0;2207431;3258182;4042571;922266;8223019;0;1154702;9377721
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42064;0;0;0;7269033;0;7269033;0;0;0;0;0;0;0;165659;7434692;0;180500;7615192;0;400980;8016172
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42064;0;0;0;700724;0;700724;0;0;107139;1247017;0;0;1354156;4341465;6396345;6497;171165;6574006;172228;1196931;7943165
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7327264;7327264;0;352673;7679937
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42064;55751;0;175404;2921445;0;3152599;76981;136034;746702;378584;443695;0;1705015;471045;5405640;197138;989386;6592165;6312;911005;7509481
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42064;4966;0;0;574729;0;579695;0;0;502978;274623;0;0;777601;1320663;2677959;523893;3003522;6205374;395;1025041;7230809
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42064;780;0;0;731199;0;731979;0;0;14293;0;0;0;14293;4040389;4786660;182098;1389462;6358221;1138;844556;7203915
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42064;0;0;58056;0;0;58056;0;0;0;758377;0;0;758377;3568049;4384483;411;500178;4885071;12700;1743442;6641214
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42064;0;0;60811;1355925;0;1416735;1982251;0;138280;239053;34738;0;412072;308134;4119193;951994;541676;5612863;902;657107;6270872
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42064;44883;0;20689;236086;0;301659;0;0;0;0;0;0;0;4577304;4878963;172;227021;5106156;51920;739497;5897573
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42064;0;0;379992;144443;0;524435;0;0;0;1111615;0;0;1111615;3214230;4850279;458;414065;5264802;57329;560632;5882764
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42064;4;0;0;0;0;4;0;0;0;0;0;0;0;0;4;0;1264841;1264845;0;4567158;5832003
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42064;0;0;0;0;505629;505629;0;0;0;0;0;0;0;0;505629;0;131199;636827;0;5036779;5673607
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42064;23291;0;234914;2101097;0;2359302;70503;22093;2969;1612930;0;0;1637992;149706;4217503;0;66381;4283885;105;1376637;5660626
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42064;0;0;0;0;0;0;0;0;0;0;0;0;0;4397866;4397866;0;309202;4707068;13655;808190;5528913
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42064;0;0;191025;2594431;0;2785456;0;0;0;1077489;0;0;1077489;862425;4725371;5391;58683;4789444;12806;564624;5366874
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42064;45433;0;23796;2064507;0;2133736;143283;166787;1397912;26525;0;0;1591224;357382;4225625;54019;302240;4581885;3567;671376;5256827
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42064;924686;784076;203073;2165208;0;4077042;168019;0;0;167002;0;0;167002;2084;4414147;0;216704;4630851;0;588810;5219661
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42064;38798;0;37235;627083;0;703115;22500;176689;1038298;27452;0;0;1242439;659051;2627105;118893;282072;3028071;2560;2115209;5145840
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42064;0;0;2340866;29046;0;2369912;0;0;0;54527;0;0;54527;245760;2670199;0;546175;3216374;32987;1321344;4570705
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42064;0;0;614323;0;0;614323;0;0;0;378542;0;0;378542;0;992865;0;2958425;3951290;0;579067;4530357
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42064;87016;0;0;1244586;15232;1346834;146439;0;0;0;0;0;0;1342912;2836185;27037;840626;3703847;2227;738348;4444423
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42064;0;0;132954;0;0;132954;87119;0;0;0;0;0;0;0;220073;0;2922260;3142333;0;1228910;4371243
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;42064;0;0;0;0;0;0;0;0;0;0;0;0;0;3449832;3449832;0;71401;3521234;262;768686;4290181
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42064;0;0;49850;0;0;49850;0;0;0;211634;0;0;211634;3217129;3478613;0;36192;3514805;26026;730559;4271390
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42064;0;0;4214;16743;0;20957;0;0;0;0;0;0;0;3268329;3289286;0;193724;3483010;45746;687689;4216445
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42064;551690;1118865;97010;1206405;351;2974320;32650;4241;0;127663;0;0;131904;94464;3233338;0;646167;3879505;0;252998;4132504
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;42064;0;0;0;0;0;0;0;0;0;0;0;0;0;89;89;0;3914324;3914412;0;155980;4070393
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42064;132688;0;50898;2026398;0;2209984;208648;109324;114314;50639;237498;0;511774;184098;3114504;892;197009;3312405;76;675222;3987703
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42064;8068;0;0;240383;0;248451;347505;0;124939;0;0;0;124939;1338251;2059146;351601;738595;3149342;0;434544;3583887
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42064;250636;0;0;1119941;27903;1398480;0;0;152355;0;0;0;152355;943288;2494124;0;37605;2531729;0;1007123;3538852
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;42064;0;0;0;2929692;0;2929692;0;0;0;0;0;0;0;0;2929692;0;240204;3169896;0;210659;3380555
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42064;0;0;0;0;0;0;0;0;0;0;0;0;0;190999;190999;0;2696704;2887702;0;332263;3219965
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;42064;359;0;0;2745115;1322;2746797;0;0;0;0;0;0;0;95091;2841888;0;183223;3025111;0;178954;3204065
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42064;73561;0;4787;190539;0;268887;25981;68464;386393;1053807;332;5807;1514802;249407;2059077;17397;368142;2444616;351;574704;3019672
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;42064;236;0;3318;102347;0;105900;0;379129;0;368876;0;0;748005;677055;1530960;58;504843;2035861;846;934830;2971537
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;42064;0;0;454665;115188;0;569853;0;0;0;170434;0;0;170434;17239;757525;0;1249435;2006960;60636;776113;2843709
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;;I;3;RIO DE JANEIRO;RJ;42064;0;0;0;0;0;0;8906;0;0;0;0;0;0;0;8906;0;2452088;2460994;398;382147;2843539
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42064;7589;0;41445;364902;0;413936;51563;0;0;0;0;0;0;1083513;1549012;185433;537214;2271659;71;536898;2808627
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;42064;0;0;0;730510;0;730510;0;0;0;0;0;0;0;299055;1029565;376033;1047958;2453556;0;296471;2750027
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42064;215613;0;214828;1367655;34249;1832345;0;0;0;0;0;0;0;31594;1863940;0;95092;1959032;0;614508;2573540
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191088;191088;0;2352135;2543223
BONSUCESSO - PRUDENCIAL;1000080422;b1;;C;2;BELO HORIZONTE;MG;42064;14368;0;305744;900673;122;1220907;1898;39809;47029;815;0;0;87653;1888;1312346;0;705437;2017783;111;492731;2510625
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;42064;187;0;0;63050;0;63237;0;0;0;0;0;0;0;0;63237;0;2281411;2344648;0;135140;2479789
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;42064;0;0;0;0;0;0;0;0;0;0;0;0;0;1984418;1984418;0;193170;2177588;3677;237689;2418955
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;42064;0;0;10113;0;0;10113;0;0;0;0;0;0;0;0;10113;0;2273139;2283252;0;120547;2403799
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42064;44191;0;146879;751990;0;943060;45688;112837;0;341806;0;0;454643;321895;1765285;0;132217;1897502;865;473673;2372040
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42064;0;0;55263;467104;0;522367;0;0;0;0;0;794449;794449;85425;1402241;0;694621;2096862;367;247484;2344713
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42064;0;0;225840;0;0;225840;0;0;0;0;0;3123;3123;0;228963;0;1573614;1802577;0;536163;2338740
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42064;0;0;0;0;0;0;0;0;0;0;0;482190;482190;0;482190;0;1035087;1517278;0;795843;2313121
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42064;188;0;95068;137484;0;232741;80500;0;0;0;0;0;0;785053;1098294;383936;292074;1774304;22;421378;2195703
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42064;133855;0;112693;786299;0;1032848;0;0;18107;333734;0;0;351841;94647;1479335;0;296913;1776249;707;377299;2154255
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;42064;122790;0;0;686194;10905;819888;0;0;124152;0;0;0;124152;687517;1631558;1311;126438;1759308;0;345439;2104747
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;42064;2806;0;198954;396195;0;597955;49957;128363;33308;4185;0;0;165856;644919;1458687;73858;144369;1676914;1713;357958;2036585
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42064;9395;0;44451;843310;0;897156;0;566381;11895;438;0;0;578713;39635;1515505;0;191032;1706537;0;313083;2019620
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;42064;62476;0;78419;820039;0;960934;233519;127208;0;0;0;0;127208;4755;1326416;50287;393860;1770563;0;238123;2008686
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;;I;3;SAO PAULO;SP;42064;6;0;0;152540;0;152546;0;0;0;0;0;0;0;1168286;1320832;981;64137;1385950;0;546727;1932677
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;42064;57033;0;41217;529026;35782;663058;413822;17719;35551;0;0;0;53271;47996;1178146;0;540770;1718917;0;171342;1890258
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;42064;261400;0;0;384980;4355;650735;0;0;0;0;0;0;0;188679;839414;0;665418;1504832;0;339252;1844084
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;;I;3;SAO PAULO;SP;42064;652;0;159;457172;0;457983;0;0;0;1027830;0;0;1027830;0;1485813;0;24449;1510261;0;249505;1759767
RENASCENCA DTVM LTDA - PRUDENCIAL;1000084105;n2;;I;2;SAO PAULO;SP;42064;0;0;0;0;0;0;1564228;0;0;0;0;0;0;0;1564228;0;12272;1576500;0;53432;1629932
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;42064;0;0;0;784008;381786;1165794;0;0;0;0;0;0;0;3154;1168948;0;78305;1247253;0;381542;1628795
FATOR - PRUDENCIAL;1000080350;b1;;C;2;SAO PAULO;SP;42064;54364;0;0;562462;0;616826;471709;18077;41332;0;0;1237;60646;0;1149182;1384;92031;1242597;1013;355783;1599394
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;42064;0;0;0;0;0;0;0;0;0;0;0;0;0;1063814;1063814;0;456267;1520081;0;56663;1576744
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;42064;197030;0;3768;647247;12838;860883;0;0;0;0;0;0;0;17180;878063;0;484643;1362707;0;206310;1569017
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;42064;0;0;0;0;0;0;0;0;0;0;0;0;0;82641;82641;0;56490;139131;0;1409089;1548220
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;42064;105554;0;0;464537;0;570091;0;0;0;0;0;0;0;569107;1139198;0;53533;1192731;126;334772;1527629
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;42064;32231;0;0;11605;0;43836;0;0;0;0;0;0;0;825381;869217;0;371309;1240526;2;268176;1508704
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;42064;187;0;0;0;0;187;0;0;0;0;0;0;0;333546;333733;0;39100;372833;0;1050998;1423831
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;42064;0;0;551984;114628;0;666613;0;0;0;0;0;0;0;230790;897402;587;197429;1095418;32148;292860;1420425
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;42064;121560;0;0;911794;19335;1052689;0;0;0;0;0;0;0;17665;1070355;0;105319;1175674;0;231195;1406869
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;42064;60057;0;7718;430304;69338;567418;2300;0;0;10857;0;0;10857;28752;609326;0;556786;1166112;532;236015;1402659
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;42064;164655;0;0;559464;8599;732718;0;0;0;0;0;0;0;32209;764927;0;320054;1084981;0;202500;1287481
