Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/03/2013;2410100;14016;2115434;80342;44929;26652;20887;18889;16597;72353;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/03/2013;2314904;0;2043714;26488;75587;118825;5216;11409;4287;29378;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/03/2013;2165315;40770;887199;412369;612392;71044;34770;22067;16132;68572;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/03/2013;2145594;431223;1405441;125106;27545;67785;16467;3622;8619;59787;0
RURAL;31244;b1;C;2;;199;BELO HORIZONTE;MG;01/03/2013;2018682;297246;708785;76938;295753;172544;80424;6527;15264;114170;251030
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/03/2013;1971150;554637;1302916;32033;18930;10344;13594;8802;4716;25178;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/03/2013;1839413;0;1621106;62542;78006;22273;20336;6279;4996;23876;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/03/2013;1670716;7053;529868;489115;492651;51073;18720;9131;39701;33405;0
BES;51482;b2;C;3;;198;SAO PAULO;SP;01/03/2013;1663386;1439689;31452;1240;11480;30359;0;0;0;0;149166
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/03/2013;1607839;405795;682508;387646;54121;26665;8349;2593;14499;25664;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/03/2013;1570817;190419;440106;558415;301928;33947;10767;3418;2566;29251;0
PERNAMBUCANAS;40699;n1;C;2;;197;SAO PAULO;SP;01/03/2013;1474830;0;993998;81613;59839;56594;38655;32129;30625;181377;0
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/03/2013;1460851;1430033;20740;10078;0;0;0;0;0;0;0
RODOBENS;51736;b1;C;2;;199;SAO PAULO;SP;01/03/2013;1439111;80233;1126836;91509;74736;23069;9895;7769;6035;19030;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/03/2013;1314411;1114753;80931;66692;0;0;0;52036;0;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/03/2013;1302982;764697;275235;86134;51748;35799;44015;18362;9354;17637;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/03/2013;1287581;537640;631641;36384;17177;11415;4369;29695;1699;17561;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/03/2013;1255197;585654;600153;43203;18933;0;0;7254;0;0;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/03/2013;1223423;92503;445716;409214;232772;18290;2078;518;43;7713;14576
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/03/2013;1197001;406807;637096;44015;25766;11770;1687;12015;1565;56280;0
BANIF;20255;b1;C;3;;199;SAO PAULO;SP;01/03/2013;1191025;1323;302976;196038;255976;45231;168365;135871;5312;79933;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/03/2013;1162852;275114;290975;263881;202017;31727;10578;11927;12111;64522;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;01/03/2013;1142405;0;746463;60305;59010;43879;27508;23262;22796;159182;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/03/2013;1093603;665488;324154;20758;19042;16570;14544;4890;5759;22398;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/03/2013;1010236;707234;219096;83906;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/03/2013;970292;0;815265;102064;22474;10443;5280;3691;2169;8906;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;01/03/2013;935373;768983;121092;13985;8686;3267;1859;3355;3414;10731;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/03/2013;928637;574024;220811;105789;19448;8566;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/03/2013;877513;3262;608033;160734;59113;9074;5833;12981;2036;16446;0
ORIGINAL;51781;b1;C;2;;199;PORTO ALEGRE;RS;01/03/2013;849564;0;325516;165464;194899;71057;40762;15777;9013;27074;0
BANCO INTERMEDIUM S/A;416968;b1;I;2;;8;BELO HORIZONTE;MG;01/03/2013;838460;63205;649932;31805;18434;17696;9301;7657;6671;33760;0
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;01/03/2013;827501;0;146964;257729;227585;60728;28392;18565;16792;70745;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;01/03/2013;825038;0;469758;20778;55957;34585;38120;32382;19190;154268;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/03/2013;762181;15741;69497;530850;68734;49748;20975;1656;137;4842;0
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;I;2;;14;VITORIA;ES;01/03/2013;700305;0;446757;60562;39934;26930;18788;16064;14181;77088;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;01/03/2013;683242;72644;512376;92794;2283;1045;500;381;294;924;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;I;2;;9;MARINGA;PR;01/03/2013;682996;0;240055;356313;40985;14145;5363;4082;3493;18560;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/03/2013;674444;111753;174289;269408;82864;32731;1167;394;599;1238;0
NOSSA CAIXA DESENVOLVIMENTO - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/03/2013;670729;308002;158755;110389;48917;4457;17073;1706;5631;15799;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/03/2013;668530;303992;211184;70676;21373;4616;7788;4956;20364;23581;0
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/03/2013;661434;0;291519;276476;24911;68164;0;286;0;77;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/03/2013;551334;0;248213;243623;25754;9151;4701;5127;1093;13671;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/03/2013;543608;504594;39014;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/03/2013;537439;0;154093;107134;193027;54273;10573;4155;2663;11521;0
BANCO GUANABARA S.A.;31880826;b1;I;2;;8;RIO DE JANEIRO;RJ;01/03/2013;531964;1144;222480;215130;61481;14159;5061;3930;2698;5881;0
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;01/03/2013;520418;0;353583;90920;34557;17226;1215;136;108;22672;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26565770;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/03/2013;505298;0;25508;228107;216031;17587;3437;2783;1326;10519;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;;9;SORRISO;MT;01/03/2013;499422;0;23434;155641;277206;28212;1946;3334;1823;7826;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/03/2013;489517;0;121372;118845;158366;42704;17331;8081;4440;18378;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;01/03/2013;473690;0;398104;30856;17699;6497;4542;2750;1856;11387;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;I;3;;8;BARUERI;SP;01/03/2013;461174;92995;178347;170957;14050;2290;507;8;41;1978;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;01/03/2013;441534;32485;125854;208422;74649;0;0;0;0;123;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;01/03/2013;440247;8052;281376;122302;16974;7109;2306;681;637;810;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88038260;b3S;I;3;;9;CRUZ ALTA;RS;01/03/2013;426800;0;40337;152354;200528;20197;2227;1706;1255;8196;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;01/03/2013;418478;0;104997;155136;135423;8193;3954;2043;1034;7699;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;01/03/2013;415626;377933;0;0;0;20114;0;0;0;17579;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO NORTE DO MATO GROSSO - SICREDI CENTRO NORTE MT;26529420;b3S;I;2;;9;NOVA MUTUM;MT;01/03/2013;412170;0;40361;176484;151202;22014;4578;3712;1117;12701;0
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53923116;b3S;I;2;;9;RIBEIRAO PRETO;SP;01/03/2013;409043;195;361148;16083;2654;3697;7896;2170;1950;13250;0
WESTLB;51554;b1;I;3;;199;SAO PAULO;SP;01/03/2013;397113;319308;75826;610;233;148;156;103;118;611;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/03/2013;390758;0;231142;143369;7017;2707;2253;622;1195;2453;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/03/2013;389089;132150;64340;131629;27248;4799;4065;4023;200;20636;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/03/2013;387235;40;103590;172293;77104;9820;2227;4792;3035;14334;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;01/03/2013;376959;23951;127323;160486;35426;3387;4970;3068;1470;16878;0
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/03/2013;372185;0;240348;85454;28593;8774;1422;735;148;6711;0
BANCO MODAL S.A.;30723886;b1;I;2;;8;RIO DE JANEIRO;RJ;01/03/2013;369736;52548;100994;130309;69253;16535;0;97;0;0;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;;8;GUARULHOS;SP;01/03/2013;368326;35;287726;18843;20909;9922;5404;4289;3463;17736;0
INTERCAP;50476;b1;C;2;;199;SAO PAULO;SP;01/03/2013;367259;0;51745;240226;25165;12025;7742;4003;15677;10676;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;01/03/2013;366880;0;294496;39919;18438;2886;2716;2850;696;4881;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI   SICREDI VALE DO PIQUIRI PR;81099491;b3S;I;2;;9;PALOTINA;PR;01/03/2013;356539;0;104528;198105;33745;10101;2002;1477;1227;5354;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/03/2013;327325;0;97752;151724;58527;8151;3508;378;702;6583;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/03/2013;320254;0;68815;103234;118527;11575;5893;3127;1749;7335;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DE SAÚDE E EMPRESÁRIOS LTDA;2398976;b3S;I;2;;9;LONDRINA;PR;01/03/2013;317601;2663;180580;99540;25974;406;1715;624;93;6007;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO/SC;78825270;b3S;I;2;;9;CHAPECO;SC;01/03/2013;316125;0;178642;93234;24745;9084;2694;1243;1142;5341;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/03/2013;311120;0;98702;115351;66660;15390;5559;3478;996;4984;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/03/2013;307837;12;174792;98153;17892;10435;1622;1187;556;3190;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, OUTROS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO.;36900256;b3S;I;2;;9;CUIABA;MT;01/03/2013;301087;0;220245;64235;6049;2898;3675;198;60;3726;0
BANCO TRICURY S.A.;57839805;b2;I;2;;8;SAO PAULO;SP;01/03/2013;292972;0;82097;113595;78856;7824;5408;0;3146;2046;0
BANCO FICSA S.A.;61348538;b1;I;2;;8;SAO PAULO;SP;01/03/2013;286145;0;197550;14713;12964;20373;4506;4400;4245;27395;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;I;2;;9;GUARIBA;SP;01/03/2013;282930;2794;271969;8017;11;0;21;0;115;3;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;01/03/2013;280296;624;87309;93254;74454;21827;590;361;1099;778;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;01/03/2013;280274;28;145243;93023;29508;4979;1614;2248;618;3013;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/03/2013;279354;0;176060;75929;6467;11177;3006;1386;921;4409;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/03/2013;278093;0;248147;17200;8639;654;1027;366;490;1571;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;01/03/2013;266909;0;74497;56324;104675;18712;5227;2700;1790;2984;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC;92555150;b3S;I;2;;9;TAPEJARA;RS;01/03/2013;264100;6;56197;94111;91463;14121;3497;1424;277;3004;0
BANCO SEMEAR S.A.;795423;b1;I;2;;8;BELO HORIZONTE;MG;01/03/2013;260339;0;157063;20913;16552;11573;8224;3821;7095;35099;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32995755;b3S;I;3;;9;TANGARA DA SERRA;MT;01/03/2013;260272;0;57240;139840;35565;13335;2482;5600;449;5762;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DO RIO DE JANEIRO - UNICRED-RIO LTDA.;72128440;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/03/2013;257524;0;223481;23160;5963;1111;1262;1546;42;958;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;01/03/2013;257262;3;42380;160769;32344;12205;963;1542;852;6204;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;;9;ENCANTADO;RS;01/03/2013;257104;0;53940;3484;84051;92231;11445;3791;832;7330;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE DO RIO GRANDE DO SUL - SICREDI NOROESTE RS;89049738;b3S;I;2;;9;TRES DE MAIO;RS;01/03/2013;251637;0;68187;54879;78094;35063;10884;1065;662;2803;0
BARCLAYS;51705;b1;C;3;;199;SAO PAULO;SP;01/03/2013;251623;0;0;0;251112;0;0;0;0;510;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;;9;CAMPO VERDE;MT;01/03/2013;246716;0;29867;145121;53506;10249;1622;1050;330;4971;0
