Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;01/03/2013;11756324;67387;996906;2156456;2338410;542247;66667;0;6168073;4460;33858;70202;88547;19738;6722;0;223526;58882;650348;375803;0;0;0;0;1085033;15009;472321;110373;959;0;0;0;598662;16723;420914;605007;1050;0;0;0;1043693;60250;233893;367793;172755;135947;105173;0;1075812;1766;48620;164552;350027;150771;187717;3338;906792;0;7185;29434;52578;33655;24492;0;147344;21;8258;38327;294701;94450;7078;0;442834;64555
BIC;32119;b1;C;2;;199;SAO PAULO;SP;01/03/2013;11093559;130699;1979444;2199178;1566337;223587;8325;0;6107570;4565;103905;209479;227111;31892;730;0;577682;34502;755658;243102;0;0;0;0;1033262;616;30276;5433;6;0;0;0;36330;44442;999843;1114675;104952;6323;0;0;2270235;15346;59600;112963;101038;19863;3098;0;311909;0;0;0;0;0;0;0;0;21867;30981;47790;573;0;0;0;101211;0;0;0;0;0;0;0;0;655359
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;01/03/2013;10550748;33422;1301395;937443;415995;34395;1251;0;2723901;1707;34037;69409;65898;715;0;0;171766;26429;358564;190974;0;0;0;0;575967;2118;1531861;415372;12979;203;0;0;1962532;45117;1066464;1510617;742543;140739;8419;0;3513898;13338;351130;483525;49193;133;0;0;897319;519;182958;56726;141349;22028;1148;0;404728;0;112973;187665;0;0;0;0;300638;0;0;0;0;0;0;0;0;0
BTG PACTUAL;49944;b1;C;2;;199;RIO DE JANEIRO;RJ;01/03/2013;8968231;52494;291156;1506815;1356602;79059;0;0;3286126;0;0;0;0;0;0;0;0;0;16943;19155;11934;0;0;0;48032;0;220682;503932;690263;88132;89579;298;1592886;0;290358;612830;886877;339291;3189;0;2132544;0;4353;0;0;0;0;0;4353;192;344;9739;10458;14065;135674;364917;535389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1368902
MERCEDES-BENZ;51262;b2;C;3;;198;SAO PAULO;SP;01/03/2013;8780450;4442;30154;38953;56273;11132;826;0;141780;32862;314442;300844;478177;94028;32;0;1220385;0;0;0;0;0;0;0;0;24325;909554;166;0;0;0;0;934044;0;0;0;0;0;0;0;0;0;214;0;0;0;0;0;214;27131;737136;1886034;2856976;910369;66380;0;6484026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;01/03/2013;8361627;103159;328435;627629;594207;69453;14275;74149;1811306;28360;91890;174862;184665;100673;267389;2111;849950;190918;215182;248868;2109;0;0;0;657076;16398;43414;3357;15;0;0;0;63184;0;0;0;0;0;0;0;0;134509;183630;87208;126709;45150;99680;5436;682322;1451;517353;656808;558013;509794;1532433;209303;3985154;66613;25125;71740;15670;11942;120962;583;312634;0;0;0;0;0;0;0;0;0
ABC-BRASIL;41856;b1;C;3;;199;SAO PAULO;SP;01/03/2013;8344810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3323;190356;90745;0;0;0;0;284424;625;158374;15095;0;0;0;0;174095;5837;320555;775471;255235;24546;0;0;1381645;17932;1001584;1238372;1009630;79353;10243;0;3357113;456;210353;418678;774937;275295;113740;0;1793459;0;5234;21717;15230;5916;0;0;48096;0;0;0;0;0;0;0;0;1305979
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/03/2013;6176836;1638;42351;203336;3797;68;0;0;251190;49;3315;9310;18324;9992;3147;0;44138;0;1508;0;0;0;0;0;1508;0;0;0;0;0;0;0;0;0;24093;54160;0;0;0;0;78253;0;1815475;2433688;406703;41837;100203;138;4798044;32;11371;35296;87472;66037;63431;0;263639;0;251166;390506;84657;11459;2276;0;740064;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/03/2013;6079413;0;63;1152;9219;768;0;0;11203;18909;6019;16975;34696;21938;26457;0;124994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4653;2516;8974;45259;24132;44726;0;130260;7217;167738;442486;1161375;771278;838273;593;3388960;6544;75438;287961;715354;558301;780399;0;2423996;0;0;0;0;0;0;0;0;0
FIBRA;49951;b1;C;2;;199;SAO PAULO;SP;01/03/2013;5817774;41426;797503;1054015;404862;17591;89;0;2315487;6701;30221;54031;59261;5176;0;0;155389;0;115554;19446;0;0;0;0;135000;1024;120630;21153;3537;0;0;0;146344;1940;337947;198645;443;0;0;0;538976;12345;241979;235461;31040;4777;0;0;525603;209;29847;76156;45912;7150;0;0;159274;0;32696;51957;10425;0;0;0;95079;0;0;0;0;0;0;0;0;1746624
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/03/2013;4936977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4650;106352;139492;88782;0;0;339276;0;46486;122997;199984;81001;10395;0;460863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4136838
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/03/2013;4909870;789;650851;719832;235540;6667;0;0;1613678;1802;139646;305510;297678;15421;20;0;760077;0;115130;88860;0;0;0;0;203990;0;731924;201503;1836;0;0;0;935263;0;64413;90871;206;0;0;0;155489;0;2418;6607;13402;9768;5575;0;37771;1271;145061;259668;553770;157337;82950;0;1200056;0;140;920;2076;410;0;0;3546;0;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/03/2013;4827142;7527;6503;15771;32569;18722;39;0;81130;29441;125538;327087;610647;195669;30;0;1288410;0;0;0;0;0;0;0;0;2873;706263;2411949;0;0;0;0;3121086;0;0;0;0;0;0;0;0;589;335778;150;0;0;0;0;336516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/03/2013;4767896;31726;395907;927021;539512;247169;18167;0;2159501;1;0;0;0;0;0;0;1;0;8241;8389;0;0;0;0;16631;0;0;0;0;0;0;0;0;17513;261455;713094;182725;77998;10200;0;1262984;19;109994;9329;25356;49034;14837;0;208569;629;129071;129565;333084;117274;85250;0;794873;0;2897;9572;9167;0;0;0;21636;0;0;0;0;0;0;0;0;303700
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/03/2013;4267654;44282;623434;868067;660174;77645;447;0;2274050;1420;13907;28655;24519;1126;0;0;69626;59125;847284;151658;0;0;0;0;1058067;8471;194553;11917;0;0;0;0;214941;266;15641;30992;0;0;0;0;46899;15450;28297;49728;143403;53017;10697;245;300837;18;491;1040;0;0;0;0;1549;0;2665;18245;2224;234;195189;0;218558;0;25248;40663;17218;0;0;0;83129;0
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/03/2013;4117947;18;5071;5812;6504;1451;5592;0;24449;15;4447;11448;25149;9704;22;0;50784;0;0;0;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2096;325514;887983;281666;20569;0;0;1517828;41;3656;11246;27894;18665;13437;0;74939;0;420018;1165529;726081;112688;25622;0;2449939;0;0;0;0;0;0;0;0;0
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;01/03/2013;4055461;109310;391391;638130;555623;25756;24;0;1720233;365;1652;3418;2283;102;1;0;7820;48864;924325;256204;0;0;0;0;1229393;11425;165326;8412;1044;242;0;0;186449;12427;67226;328021;0;0;0;0;407675;10324;82671;92987;24347;0;0;0;210329;583;25712;86925;132748;33512;12296;0;291777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1786
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/03/2013;3336656;5586;31085;53072;146474;84337;0;0;320554;0;0;0;0;0;0;0;0;0;0;10075;20150;0;0;0;30226;0;14916;8096;0;0;0;0;23012;8495;618856;762294;384292;453171;196416;0;2423524;393;14501;29472;16241;8987;4766;0;74359;0;3471;11436;21947;15144;634;0;52632;0;10790;23954;31549;25278;25693;0;117264;0;0;0;0;0;0;0;0;295085
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/03/2013;3164089;3570;17740;53789;112785;138085;0;0;325969;7317;59788;142695;189115;31293;6848;0;437055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18772;221872;595841;1068167;380578;115836;0;2401066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/03/2013;3116775;1351;3234;6887;5449;62;0;0;16983;5604;58985;138448;168106;25358;1;0;396502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178166;116924;0;0;0;0;295090;10385;192612;548613;1101462;536054;19075;0;2408200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PANAMERICANO;31323;b1;C;2;;199;SAO PAULO;SP;01/03/2013;2805477;12088;203587;534207;305767;10234;38775;0;1104659;20452;242846;454102;281816;64530;10656;4382;1078785;542;0;0;0;0;0;0;542;0;0;0;0;0;0;0;0;21577;115800;342854;92800;11713;0;0;584745;3025;427;28549;0;4746;0;0;36746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;01/03/2013;2800223;1724;52795;130814;193768;36922;108007;0;524030;4075;20470;61479;145186;113183;84953;0;429345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;157;1468;2024;237;19;0;3905;2350;69488;207659;572492;344086;502190;193;1698457;102;22615;28691;41146;18172;33759;0;144485;0;0;0;0;0;0;0;0;0
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/03/2013;2658337;0;67106;33567;15282;0;0;0;115955;0;0;0;0;0;0;0;0;0;46147;27514;0;0;0;0;73662;0;212329;14579;21242;0;0;0;248151;0;249451;471450;0;0;932624;0;1653526;0;415;203;0;0;0;0;618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566426
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/03/2013;2509693;0;0;0;0;0;0;0;0;6924;345271;781421;991070;228019;25714;0;2378419;0;0;0;0;0;0;0;0;276;8376;0;0;0;0;0;8652;0;0;0;0;0;0;0;0;0;12702;27202;63341;19376;0;0;122621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/03/2013;2463397;10911;285968;414821;293154;99056;26355;0;1130264;2053;5733;23910;13008;1600;0;0;46304;0;11107;12659;0;0;0;0;23765;991;348724;57094;0;0;0;0;406809;3859;165657;140411;0;0;0;0;309927;4520;25030;61761;45210;17532;9127;9115;172295;5290;20886;73773;127758;36551;6349;0;270607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103425
BANCO CNH CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/03/2013;2246664;304;232332;165218;0;0;0;0;397854;5809;24927;57942;60169;21095;0;0;169941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4322;537428;341058;0;0;0;0;882809;10096;73290;185437;336586;116194;52;0;721654;194;8984;19322;31666;11337;2902;0;74405;0;0;0;0;0;0;0;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/03/2013;1802932;0;0;0;0;0;0;0;0;1869;17031;66949;115964;29839;20;0;231673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2845;47537;185494;563406;294162;384245;2622;1480310;324;1652;5699;27711;30105;25460;0;90950;0;0;0;0;0;0;0;0;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/03/2013;1711206;3982;72968;180280;201175;48597;5494;0;512495;1283;16344;38085;43206;4698;0;0;103616;10255;217637;80294;66;0;0;0;308252;6894;114012;87134;83;0;0;0;208123;1270;84976;134480;6314;0;0;0;227041;10000;9389;26019;64266;52116;42384;0;204174;142;9224;25991;59836;23460;9480;0;128133;1413;544;9430;1274;610;6102;0;19372;0;0;0;0;0;0;0;0;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/03/2013;1674233;16389;413957;119012;136773;36885;8;0;723023;0;0;0;0;0;0;0;0;4065;34101;5681;29;0;0;0;43876;3253;854;21;0;0;0;0;4128;5858;51883;9298;0;0;0;0;67039;19039;816;973;2280;202429;722;0;226259;1063;12932;96283;110765;87218;182526;62187;552975;3;2894;35287;12226;120;6402;0;56932;0;0;0;0;0;0;0;0;0
BES;51482;b2;C;3;;198;SAO PAULO;SP;01/03/2013;1663386;0;497856;259890;169434;168435;14519;0;1110134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25784;72059;102897;11024;0;12379;224144;0;1872;5168;6348;2444;469;0;16301;0;14977;4366;25440;19211;66602;33045;163641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149166
RURAL;31244;b1;C;2;;199;BELO HORIZONTE;MG;01/03/2013;1643587;131828;226215;287431;327586;95379;2006;0;1070446;0;767;883;337;0;0;0;1987;7034;72434;43435;0;0;0;0;122903;8667;43175;1744;0;0;1;0;53586;884;15126;23828;0;0;0;0;39838;20166;8425;8309;10622;10183;0;0;57704;0;0;0;0;0;7399;0;7399;0;8510;18774;1852;1621;7938;0;38694;0;0;0;0;0;0;0;0;251030
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/03/2013;1588061;10;36819;15552;14240;60;0;0;66681;24;20514;90644;265530;33984;0;0;410697;0;86146;0;0;0;0;0;86146;0;8466;7538;6857;0;0;0;22860;32;285766;608278;0;0;0;0;894076;0;1292;5711;0;0;0;0;7003;0;4037;8214;42577;10515;7010;0;72352;0;7118;21127;0;0;0;0;28245;0;0;0;0;0;0;0;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/03/2013;1548161;0;0;0;0;0;0;0;0;124;917;1565;3156;1088;0;0;6850;0;0;0;0;0;0;0;0;0;185928;0;0;0;0;0;185928;0;0;0;0;0;0;0;0;141;223;615;1215;169;0;0;2362;8179;100185;287047;653046;292899;11664;0;1353020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/03/2013;1523850;16382;148355;203171;149865;17537;14659;0;549969;1292;5019;12096;9220;103;0;0;27730;23730;571564;9959;0;0;0;0;605253;6860;100162;8699;10028;0;0;0;125749;330;128733;64247;450;0;0;0;193760;557;1619;660;0;0;0;0;2836;879;2247;2970;642;0;0;0;6737;0;10297;1519;0;0;0;0;11816;0;0;0;0;0;0;0;0;0
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/03/2013;1460837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;537585;602057;0;0;0;0;1139643;0;26594;134868;129733;30000;0;0;321195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/03/2013;1365761;0;0;0;0;0;0;0;0;8879;69607;165495;208914;35093;11;0;488000;0;0;0;0;0;0;0;0;0;1509;3646;1810;55;0;0;7019;0;0;0;0;0;0;0;0;839;123228;78932;3894;97;0;0;206991;7990;43159;120626;220762;47113;152;0;439802;3511;16559;47578;91718;47950;16635;0;223951;0;0;0;0;0;0;0;0;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/03/2013;1355546;29380;213845;244953;293567;22914;0;0;804660;612;2446;5515;10074;639;0;0;19286;7443;16568;29253;0;0;0;0;53264;12558;64800;6038;1;0;0;0;83397;0;0;0;0;0;0;0;0;9905;39204;21424;39879;21200;11285;1751;144648;6350;30189;37849;95639;29986;8152;68;208232;0;10721;9860;3329;1653;665;0;26229;12;420;11762;2529;1107;0;0;15831;0
