Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;01/03/2015;14732194;93249;1025400;2332086;2416381;579971;55329;0;6502416;2703;26487;57871;71786;9708;131;0;168686;89324;945661;581176;35;0;0;0;1616196;28463;457127;149980;737;0;0;0;636308;4392;559276;906087;9676;4602;1096;0;1485129;75628;197718;195678;226341;98028;56733;0;850126;13836;141418;385856;698406;302227;343093;4;1884842;11116;186417;320595;73250;38077;37380;172;667007;366;4631;83045;400640;194676;4222;0;687579;233906
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;01/03/2015;13318155;3725;34403;93715;164722;41719;52;0;338335;17435;331885;625783;502083;29192;90;0;1506468;0;0;0;0;0;0;0;0;19444;689727;1551253;28266;2548;0;0;2291238;0;0;0;0;0;0;0;0;0;61927;0;0;0;0;0;61927;112387;970673;2568287;4266101;1131516;71223;0;9120186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ABC-BRASIL;41856;b1;C;3;;199;SAO PAULO;SP;01/03/2015;12473141;0;0;0;0;0;0;0;0;0;471;27302;49029;15806;0;0;92608;4352;151044;47420;0;0;0;0;202817;640;213847;52916;0;0;0;0;267404;16555;503442;675452;498983;29006;0;0;1723439;37689;859540;1363457;1284466;107587;12355;25;3665119;2178;142954;334375;582561;222923;162337;0;1447328;0;60509;323202;211432;64003;34087;0;693233;0;0;0;0;0;0;0;0;4381192
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;01/03/2015;11997004;196646;626489;481159;594692;401150;63825;0;2363960;1070;75839;109962;107078;4635;0;0;298583;9953;261859;52256;0;0;0;0;324069;13125;1757235;575073;16360;0;0;0;2361792;117028;950795;2747713;628104;106284;0;0;4549924;157762;188203;26706;0;0;0;0;372670;884;63990;126933;132512;54424;0;0;378743;0;461131;878042;8090;0;0;0;1347263;0;0;0;0;0;0;0;0;0
MERCEDES-BENZ;51262;b2;C;3;;198;SAO PAULO;SP;01/03/2015;10219436;6863;47282;69354;126806;31878;219;0;282401;9932;97454;237401;322281;60522;164;0;727755;0;0;0;0;0;0;0;0;11827;1050874;85783;0;0;0;0;1148484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65364;776229;2110101;3620202;1182575;306325;0;8060797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;01/03/2015;9564950;85029;290641;662404;880533;63552;13741;73864;2069765;28581;131814;319552;265327;112738;205372;2034;1065417;26385;62146;168769;274;0;0;0;257574;12468;48405;5473;4;0;0;0;66351;0;0;0;0;0;0;0;0;178216;69270;43785;110578;65035;220290;83853;771027;29961;510132;1044432;749120;645306;1741385;360075;5080411;67702;6461;31887;14082;17716;116561;0;254407;0;0;0;0;0;0;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/03/2015;9020407;0;39374;95273;0;0;0;0;134646;415;2893;7186;12249;1608;0;0;24352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28132;40091;0;0;0;0;68222;0;452930;545443;294304;38535;103353;4;1434570;46;28446;88524;217634;158262;200175;0;693087;0;2445813;3673128;530768;10354;5467;0;6665530;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/03/2015;8396130;0;0;0;0;0;0;0;0;528;2192;58119;93294;1000;706;0;155838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;348;456;114;0;0;918;29279;210625;543506;1325370;1045473;1328913;50460;4533626;5004;134574;452481;976644;798369;1338576;99;3705748;0;0;0;0;0;0;0;0;0
BIC;32119;b1;C;3;;199;SAO PAULO;SP;01/03/2015;7833773;183366;1350867;1402538;1023904;189528;7307;0;4157509;12741;104613;145855;98312;4576;0;0;366097;18512;119788;6984;0;0;0;0;145284;439;2673;203;0;0;0;0;3315;71690;470524;1029136;113152;13663;1116;0;1699282;179676;52806;118520;193791;77448;2607;35078;659927;0;0;0;0;0;0;0;0;627;18053;81302;1141;0;0;0;101123;0;0;0;0;0;0;0;0;701237
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/03/2015;6717964;425;6026;33308;10066;5137;0;0;54963;46;6341;16567;32732;10909;21;0;66616;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6562;65486;145785;9340;2016;4093;0;233282;123;10307;34445;97050;90493;63371;0;295789;0;958884;3275285;1449578;289154;94410;0;6067311;0;0;0;0;0;0;0;0;0
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/03/2015;6192652;1185;49614;153671;360755;74278;0;0;639503;0;12149;31642;52325;52325;261625;261574;671640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114728;218669;208704;223212;37279;0;802592;0;176351;562;2154;2248;6650;0;187965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3890953
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/03/2015;5939816;9486;750972;772865;644884;185053;22645;0;2385905;0;0;0;0;0;0;0;0;0;0;9587;0;0;0;0;9587;0;0;0;0;0;0;0;0;160;360813;321218;187685;307;0;0;870183;57664;44252;40050;82420;43085;21860;0;289330;194;85519;196379;357072;117349;99523;0;856037;1316;54002;146225;54807;4085;0;0;260434;0;0;0;0;0;0;0;0;1268339
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/03/2015;5428093;8308;52003;53993;174666;99518;49679;90;438257;0;0;0;0;0;0;0;0;0;16504;26316;0;0;0;0;42820;0;51665;17011;0;0;0;0;68676;37075;1395035;1413143;831702;390948;34405;0;4102308;35930;19800;72615;26314;176975;0;0;331633;0;6595;21994;22552;82;10;0;51233;20;28411;57673;117221;103284;86556;0;393165;0;0;0;0;0;0;0;0;0
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;01/03/2015;5357889;38578;527878;950671;741953;51417;2129;0;2312625;426;8152;8675;7665;1519;2;0;26439;32708;875746;393342;11055;0;0;0;1312851;4726;179936;8360;732;0;0;0;193753;11741;469926;516415;41477;0;0;0;1039559;4341;64147;34193;19198;0;0;0;121878;2688;28858;120913;125272;33017;6205;0;316955;0;4700;10667;4934;0;0;0;20300;0;0;0;0;0;0;0;0;13529
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;01/03/2015;5094881;24932;116778;402053;352356;17407;108249;0;1021775;7447;30407;97316;257316;170183;46192;0;608860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;313;261;602;683;31;12;0;1903;23420;182260;398730;918078;719149;938286;0;3179923;6727;55405;63662;63672;32577;60377;0;282420;0;0;0;0;0;0;0;0;0
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/03/2015;4606779;615;554742;461825;406171;37916;0;0;1461269;1750;146752;306358;219520;14905;12;0;689298;0;105693;93398;0;0;0;0;199091;0;492302;254917;0;0;0;0;747219;0;95764;13408;0;0;0;0;109172;0;1230;3353;6773;3778;349;0;15482;1156;112566;293299;638444;198187;139796;0;1383448;0;183;980;591;45;0;0;1799;0;0;0;0;0;0;0;0;0
PAN;31323;b1;C;2;;199;SAO PAULO;SP;01/03/2015;4419547;23605;379895;769095;847431;46548;0;0;2066574;137850;206427;460487;309427;40165;11025;4112;1169494;0;0;0;0;0;21029;0;21029;0;9376;19399;15036;49;48;0;43908;47341;299824;356840;287608;9531;0;0;1001144;31695;6334;57545;17964;3861;0;0;117399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/03/2015;4190030;6465;51246;209347;66336;2035;0;0;335428;4681;9440;20949;16857;372;0;0;52298;0;0;0;0;0;0;0;0;1303;376725;2360495;238403;0;0;0;2976925;0;0;0;0;0;0;0;0;63;92270;0;0;0;0;0;92333;37241;85963;221573;352548;35720;0;0;733046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/03/2015;3991561;0;0;0;0;0;0;0;0;10446;518607;1400144;1574167;285900;34808;0;3824071;0;0;0;0;0;0;0;0;0;32793;0;0;0;0;0;32793;0;0;0;0;0;0;0;0;0;1904;12243;120551;0;0;0;134697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/03/2015;3873989;1008;2824;6423;4267;618;0;0;15141;6796;55421;113524;112559;18830;35;0;307165;0;0;0;0;0;0;0;0;0;314588;51925;0;0;0;0;366513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36754;251810;761660;1533641;569521;31785;0;3185170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/03/2015;3652342;5741;29823;50431;179059;1701;0;0;266754;8893;55909;122080;163944;25066;0;0;375891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;971;1939;1120;850;20;0;0;4900;46899;255620;719173;1372221;477417;133467;0;3004797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/03/2015;3507211;66288;268193;430164;385869;38954;610;0;1190079;1031;5484;10821;9070;308;0;0;26713;116553;1072159;58652;0;0;0;0;1247364;4395;80260;3228;0;0;0;0;87883;2099;43810;15939;0;0;0;0;61849;43682;62465;160779;223432;82508;9588;0;582453;0;0;0;0;0;0;0;0;1036;1396;24471;418;114376;101622;0;243319;0;12485;24309;29671;1087;0;0;67551;0
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/03/2015;3496371;0;119243;131255;17623;2024;0;0;270146;0;0;0;0;0;0;0;0;0;142698;42047;0;0;0;0;184746;0;262493;55172;27766;1044;0;0;346474;0;101940;528295;0;0;819099;0;1449333;0;2150;582;0;0;0;0;2732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1242940
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/03/2015;3465198;26384;1490264;264415;0;0;0;0;1781063;2285;35207;65344;78649;7933;18;0;189436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30599;191491;318597;587369;205470;174;0;1333700;537;19176;23622;69003;36756;11904;0;160999;0;0;0;0;0;0;0;0;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/03/2015;3422870;0;154909;55369;44460;833;0;0;255570;9;31634;63572;16140;0;0;0;111355;0;79438;66294;0;0;0;0;145732;0;526479;1442;0;0;0;0;527921;0;625042;1542562;0;0;0;0;2167604;0;23401;10860;8104;0;0;0;42365;0;7322;52360;48180;7326;0;0;115189;0;8866;42749;5519;0;0;0;57134;0;0;0;0;0;0;0;0;0
BANCO FIBRA S.A.;58616418;b1;I;2;;8;SAO PAULO;SP;01/03/2015;3337455;67742;458076;443428;186558;3358;0;0;1159163;3310;7250;12791;5589;0;0;0;28940;3842;40975;10058;0;0;0;0;54875;8174;215803;14130;0;0;0;0;238107;23224;350837;242386;73052;0;0;0;689498;88937;81183;212705;20685;0;0;0;403509;69;4872;11446;7117;0;0;0;23504;3192;29464;114901;23400;0;0;0;170957;0;0;0;0;0;0;0;0;568902
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/03/2015;2835817;0;184621;107719;0;0;0;0;292340;0;0;0;0;0;0;0;0;0;50042;61700;0;0;0;0;111742;0;2645;107;0;0;0;0;2752;0;161989;260838;0;0;0;0;422827;0;16510;166666;0;0;0;0;183177;0;0;209;103214;1803;3684;0;108910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1714071
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/03/2015;2669598;29962;364794;476388;253963;36796;12517;0;1174420;0;0;0;0;0;0;0;0;0;15168;17364;0;0;0;0;32532;244;203867;16157;3357;0;0;0;223625;15830;253624;325854;123427;1045;0;0;719781;4320;50544;45377;27609;17366;18052;2075;165343;409;22164;68302;54455;4233;2702;0;152265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201632
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/03/2015;2484504;9507;112213;358664;504869;34926;1;46332;1066512;6;198338;82252;94385;0;0;0;374981;4797;14140;27882;79;0;0;0;46897;0;4601;655;0;0;0;0;5256;0;13896;9050;0;0;0;0;22946;4535;578;620;355;822;0;0;6910;1350;21199;86145;161186;131977;369455;85149;856460;2;635;69449;12054;15621;6228;553;104542;0;0;0;0;0;0;0;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/03/2015;2482721;0;0;0;0;0;0;0;0;21704;21049;70818;80206;13645;0;0;207421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;0;0;0;0;0;0;1100;52978;113710;331580;626625;478082;526147;4887;2134010;758;2243;17077;48647;34721;36742;0;140190;0;0;0;0;0;0;0;0;0
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/03/2015;2386453;46859;709853;730808;654927;42854;27;0;2185328;167;3089;7160;15617;0;0;0;26034;125;38;3386;0;0;0;0;3549;0;1631;3252;0;0;0;0;4883;0;82123;0;0;0;0;0;82123;36490;10989;21084;0;0;0;0;68563;53;1450;3289;8638;2543;0;0;15972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/03/2015;2381399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1047646;628513;0;0;0;0;1676158;0;42872;133184;529185;0;0;0;705241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ORIGINAL;51781;b1;C;2;;199;SAO PAULO;SP;01/03/2015;2029717;7815;252952;281583;134972;7482;2530;0;687334;0;573;1571;524;0;0;0;2668;0;85805;0;0;0;0;0;85805;3037;395082;6461;0;0;0;0;404580;0;263830;175277;71584;0;0;0;510691;2736;28989;45478;57605;47917;0;0;182726;723;18503;52000;44833;0;0;0;116060;0;4338;32882;2633;0;0;0;39853;0;0;0;0;0;0;0;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/03/2015;2008518;485;1422;3631;9417;10369;2172;0;27496;90;399;1059;1157;50;0;0;2756;0;0;0;0;0;0;0;0;0;46972;0;0;0;0;0;46972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25898;169279;473268;944990;302752;15107;0;1931294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/03/2015;1964706;2913;1287;1105;1160;821;0;0;7285;1810;83751;218906;300751;69200;8526;25255;708198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;220690;699814;128473;0;0;0;1048982;6474;155941;11141;7083;0;0;0;180639;164;1231;3732;9440;5034;0;0;19602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/03/2015;1958423;12088;103852;221184;246286;38349;772;0;622531;3557;12535;29388;28400;3647;458;0;77985;26851;224053;0;0;0;0;0;250904;9791;137629;11789;0;0;0;0;159209;7906;89912;200462;4642;405;0;0;303329;14740;19584;44291;83693;63553;40041;0;265903;939;17156;46193;90588;51147;51376;0;257399;255;1451;10949;1607;6902;0;0;21163;0;0;0;0;0;0;0;0;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/03/2015;1865968;53292;136642;288619;316623;26192;0;0;821368;356;913;2010;1907;102;0;0;5290;16400;67547;169722;0;0;0;0;253668;9834;53359;5605;0;0;0;0;68798;0;2422;0;0;0;0;0;2422;10960;55532;83417;55191;29488;21301;5057;260946;4421;38089;77574;185301;65037;31551;0;401973;75;11693;1484;3046;2145;3004;0;21447;22;1395;3991;10499;12379;1770;0;30056;0
